
[00:00:00.000 --> 00:00:02.000]  (字幕: 王子)
[00:00:02.000 --> 00:00:08.000]  各位聽眾,我們花了不少時間來讀約翰課音第一章
[00:00:08.000 --> 00:00:12.500]  第一章的目的就是叫我們認識耶穌
[00:00:12.500 --> 00:00:15.680]  我們說過起碼有十方面
[00:00:15.680 --> 00:00:20.760]  我們在第一章學習到有關於耶穌的
[00:00:20.760 --> 00:00:25.640]  其中向我們介紹或者做見證的
[00:00:25.960 --> 00:00:30.000]  主要就是使徒約翰和師弟約翰
[00:00:30.000 --> 00:00:33.440]  但是也有其他人的見證
[00:00:33.440 --> 00:00:38.240]  包括肥力、拿彈業、安德烈
[00:00:38.240 --> 00:00:44.360]  然後到第一章最後兩節
[00:00:44.360 --> 00:00:47.480]  主耶穌是引用亞國
[00:00:47.480 --> 00:00:54.800]  就約亞國當日逃避他哥哥在伯特利夢見天梯
[00:00:55.400 --> 00:00:57.080]  這是創世記28章
[00:00:57.080 --> 00:01:02.440]  那裡記載神的使者是上去下來
[00:01:02.440 --> 00:01:05.160]  在梯子上上去下來
[00:01:05.160 --> 00:01:09.480]  亞國在夢中所見到的就是一個梯
[00:01:09.480 --> 00:01:11.440]  由天通到地
[00:01:11.440 --> 00:01:14.880]  然後神的使者是上上落落
[00:01:14.880 --> 00:01:17.560]  耶穌和拿彈業說
[00:01:17.560 --> 00:01:22.760]  你會看到神的使者上去下來
[00:01:23.480 --> 00:01:26.520]  在什麼呢?在人子的身上
[00:01:26.520 --> 00:01:27.720]  不是在梯子上
[00:01:27.720 --> 00:01:30.080]  是在人子的身上
[00:01:30.080 --> 00:01:35.040]  耶穌說當時亞國所見到的天梯
[00:01:35.040 --> 00:01:38.480]  其實就是預表將來的主耶穌
[00:01:38.480 --> 00:01:43.880]  祂是神和人之間的橋樑或者通道
[00:01:43.880 --> 00:01:46.760]  是將人能夠帶回神那裡
[00:01:46.760 --> 00:01:49.200]  祂和拿彈業說
[00:01:49.560 --> 00:01:54.040]  祂說會看到比這些更大的
[00:01:54.040 --> 00:01:57.040]  就是拿彈業將來會看到耶穌基督
[00:01:57.040 --> 00:02:00.440]  在十字架上成就了救恩
[00:02:00.440 --> 00:02:02.200]  所以在第一章尾
[00:02:02.200 --> 00:02:04.320]  耶穌基督開始告訴人們
[00:02:04.320 --> 00:02:06.280]  祂就是人子
[00:02:06.280 --> 00:02:12.680]  祂就是人和神之間的通道
[00:02:12.680 --> 00:02:15.840]  今晚我們進入第二章
[00:02:16.760 --> 00:02:22.080]  耶穌開始透過祂的講話和祂所做的事
[00:02:22.080 --> 00:02:26.280]  特別是祂的神蹟來讓我們認識祂
[00:02:26.280 --> 00:02:29.560]  所以主題目的都是一樣
[00:02:29.560 --> 00:02:32.320]  都是讓我們認識耶穌
[00:02:32.320 --> 00:02:35.000]  不過現在主角出場了
[00:02:35.000 --> 00:02:39.360]  這一章我說有三個神蹟
[00:02:39.360 --> 00:02:45.480]  第一個神蹟就是耶穌在地上所行的第一個神蹟
[00:02:46.680 --> 00:02:49.760]  是祂還沒開始傳道
[00:02:49.760 --> 00:02:53.920]  但是是極之接近祂出來傳道的時間
[00:02:53.920 --> 00:02:57.240]  祂已經呼召了一些門徒
[00:02:57.240 --> 00:03:01.880]  而那些門徒也跟著祂去迦南這個地方
[00:03:01.880 --> 00:03:03.880]  和祂一起參加婚宴
[00:03:03.880 --> 00:03:07.640]  也是親眼看到第一個神蹟
[00:03:07.640 --> 00:03:10.280]  而後面那兩個神蹟
[00:03:10.280 --> 00:03:13.520]  可能大家以前讀的時候沒有想到
[00:03:13.520 --> 00:03:15.160]  其實它都是一個神蹟
[00:03:15.680 --> 00:03:20.680]  不過我們通常說約翰福音裡面有八個神蹟
[00:03:20.680 --> 00:03:24.160]  我們都不算第二章下面那兩個
[00:03:24.160 --> 00:03:28.280]  但是我覺得那兩個神蹟也好
[00:03:28.280 --> 00:03:34.400]  也就是說耶穌彰顯了祂的能力和祂的全知
[00:03:34.400 --> 00:03:39.680]  全能和全知是神的特性
[00:03:39.680 --> 00:03:43.920]  所以祂是表現了這兩方面神的特性
[00:03:44.160 --> 00:03:48.200]  反正這兩個都是在眾人面前行神蹟
[00:03:48.200 --> 00:03:51.520]  我們現在開始第二章
[00:03:51.520 --> 00:03:56.800]  第二章第一個就是以水變酒的神蹟
[00:03:56.800 --> 00:04:00.960]  這裡只是用了十一節來記載這個神蹟
[00:04:00.960 --> 00:04:04.240]  所以我先讀出來給大家聽
[00:04:04.240 --> 00:04:09.840]  第一節 第三天在加利利加拿有取親的筵席
[00:04:09.840 --> 00:04:12.480]  耶穌的母親就在那裡
[00:04:13.160 --> 00:04:16.560]  耶穌和祂的門徒也都被請去赴席
[00:04:16.560 --> 00:04:18.600]  「酒用盡了」
[00:04:18.600 --> 00:04:22.680]  耶穌的母親對祂說「他們沒有酒了」
[00:04:22.680 --> 00:04:26.240]  耶穌說「母親 原文是婦人
[00:04:26.240 --> 00:04:31.080]  我與你有什麼相干 我的時候還沒有到」
[00:04:31.080 --> 00:04:36.040]  祂母親對傭人說「祂告訴你們什麼你們就做什麼」
[00:04:36.040 --> 00:04:40.960]  照猶太人潔淨的規矩有六口石缸擺在那裡
[00:04:41.240 --> 00:04:43.280]  每口可以乘兩三桶水
[00:04:43.280 --> 00:04:50.280]  耶穌對傭人說「把缸倒滿了水 他們就倒滿了 直到缸口」
[00:04:50.280 --> 00:04:57.120]  耶穌又說「現在可以舀出來 送給管賢直的 他們就送了去」
