
[00:00:00.000 --> 00:00:02.000]  多謝各位
[00:00:03.000 --> 00:00:08.000]  感謝神給我機會在《大英哲學》當中宣講神的話
[00:00:08.000 --> 00:00:12.000]  亦多謝教會支持明道社
[00:00:12.000 --> 00:00:14.000]  程序表刊登了我們的優惠
[00:00:14.000 --> 00:00:16.000]  我就不再賣告白了
[00:00:16.000 --> 00:00:18.000]  因為我是街坊
[00:00:18.000 --> 00:00:22.000]  很多時候都會來這裡和大家崇拜
[00:00:22.000 --> 00:00:24.000]  通常都是八點半的課
[00:00:24.000 --> 00:00:29.000]  所以我知道你們近來
[00:00:29.000 --> 00:00:32.000]  很多推動的宣佈活動
[00:00:32.000 --> 00:00:35.000]  都是和35週年有關的
[00:00:35.000 --> 00:00:38.000]  35年前在九龍城浸信會
[00:00:38.000 --> 00:00:40.000]  一班大英姐妹
[00:00:40.000 --> 00:00:43.000]  來這裡開一個新的堂會
[00:00:43.000 --> 00:00:46.000]  輾轉由當時少了一百人
[00:00:46.000 --> 00:00:48.000]  變成現在千多人
[00:00:48.000 --> 00:00:52.000]  35年來是上帝恩待你們
[00:00:52.000 --> 00:00:56.000]  所以你們現在準備做35週年的紀念
[00:00:56.000 --> 00:01:00.000]  我想借用這段聖經
[00:01:00.000 --> 00:01:02.000]  這三十分鐘的時間
[00:01:02.000 --> 00:01:04.000]  和大家彼此勉勵
[00:01:04.000 --> 00:01:06.000]  和大家看看
[00:01:06.000 --> 00:01:09.000]  《肥臘比書》第一章一至十一節
[00:01:09.000 --> 00:01:11.000]  我知道教會已經打了出來
[00:01:11.000 --> 00:01:14.000]  我們可以一起讀完這十一節聖經
[00:01:14.000 --> 00:01:16.000]  預備一二三
[00:01:16.000 --> 00:01:20.000]  基督耶穌的僕人保羅和提摩泰
[00:01:20.000 --> 00:01:22.000]  寫信給凡住肥臘比
[00:01:22.000 --> 00:01:25.000]  在基督耶穌裡的眾聖徒
[00:01:25.000 --> 00:01:29.000]  和諸位監督、諸位執事
[00:01:29.000 --> 00:01:32.000]  願因為平安從神我們的父
[00:01:32.000 --> 00:01:36.000]  並主耶穌基督歸於你們
[00:01:36.000 --> 00:01:38.000]  我每逢想念你們
[00:01:38.000 --> 00:01:40.000]  就感謝我的神
[00:01:40.000 --> 00:01:43.000]  每逢為你們祈求的時候
[00:01:43.000 --> 00:01:46.000]  常是歡歡喜喜地祈求
[00:01:46.000 --> 00:01:49.000]  因為從頭一天直到如今
[00:01:49.000 --> 00:01:53.000]  你們是同心合二地興旺福音
[00:01:53.000 --> 00:01:57.000]  我深信那在你們心裡動了善功的
[00:01:57.000 --> 00:01:59.000]  必成全者功
[00:01:59.000 --> 00:02:02.000]  直到基督耶穌的日子
[00:02:02.000 --> 00:02:05.000]  我為你們眾人有這樣的意念
[00:02:05.000 --> 00:02:07.000]  原是應當的
[00:02:07.000 --> 00:02:10.000]  因你們常在我心裡
[00:02:10.000 --> 00:02:13.000]  無論我是在困所之中
[00:02:13.000 --> 00:02:16.000]  是辨明證實福音的時候
[00:02:16.000 --> 00:02:19.000]  你們都與我一同得恩
[00:02:19.000 --> 00:02:22.000]  我體會基督耶穌的心腸
[00:02:22.000 --> 00:02:25.000]  想念你們眾人
[00:02:25.000 --> 00:02:29.000]  這是神可以給我作見證的
[00:02:29.000 --> 00:02:30.000]  我所禱告的
[00:02:30.000 --> 00:02:33.000]  就是要你們的愛心
[00:02:33.000 --> 00:02:37.000]  在知識和各樣見識上多而又多
[00:02:37.000 --> 00:02:40.000]  使你們能分辨是非
[00:02:40.000 --> 00:02:42.000]  作誠實無過的人
[00:02:42.000 --> 00:02:44.000]  直到基督的日子
[00:02:44.000 --> 00:02:47.000]  並靠著耶穌基督
[00:02:47.000 --> 00:02:49.000]  結滿了人兒的果子
[00:02:49.000 --> 00:02:52.000]  叫榮耀稱讚歸於神
[00:02:52.000 --> 00:02:54.000]  多謝
[00:02:54.000 --> 00:02:57.000]  我們很多時候在菲律賓書
[00:02:57.000 --> 00:03:00.000]  都會找到三個主題
[00:03:00.000 --> 00:03:03.000]  第一個很明顯就是喜樂
[00:03:03.000 --> 00:03:05.000]  剛才我們讀聖經的時候
[00:03:05.000 --> 00:03:07.000]  一開始第一章保羅已經說
[00:03:07.000 --> 00:03:09.000]  特別是第四節
[00:03:09.000 --> 00:03:11.000]  我是歡歡喜喜的祈求
[00:03:11.000 --> 00:03:14.000]  我們記得保羅在書中常常說
[00:03:14.000 --> 00:03:15.000]  你們要喜樂
[00:03:15.000 --> 00:03:17.000]  我再說你們要喜樂
[00:03:17.000 --> 00:03:19.000]  所以我們說我們查聖經
[00:03:19.000 --> 00:03:21.000]  不如查喜樂這個主題
[00:03:21.000 --> 00:03:23.000]  很多時候都會找到菲律賓書
[00:03:23.000 --> 00:03:26.000]  亦有可能我們覺得
[00:03:26.000 --> 00:03:29.000]  教會需要重新認識
[00:03:29.000 --> 00:03:31.000]  如何在主中的合一
[00:03:31.000 --> 00:03:33.000]  我們都會找到菲律賓書
[00:03:33.000 --> 00:03:36.000]  講到不要單顧自己的事
[00:03:36.000 --> 00:03:38.000]  要顧別人的事
[00:03:38.000 --> 00:03:40.000]  同時我們都想到
[00:03:40.000 --> 00:03:42.000]  如果有受苦的時候
[00:03:42.000 --> 00:03:45.000]  可能看菲律賓書都是有用的
[00:03:45.000 --> 00:03:47.000]  因為菲律賓書有一句
[00:03:47.000 --> 00:03:48.000]  很明顯地說
[00:03:48.000 --> 00:03:50.000]  因為我們蒙恩
[00:03:50.000 --> 00:03:52.000]  不但得以信服基督
[00:03:52.000 --> 00:03:54.000]  並且要為他受苦
[00:03:54.000 --> 00:03:56.000]  不過我想和大家今天看
[00:03:56.000 --> 00:03:58.000]  將這三個主題
[00:03:58.000 --> 00:04:01.000]  用一個場景串起來
[00:04:01.000 --> 00:04:03.000]  我相信這個場景
[00:04:03.000 --> 00:04:06.000]  應該是和一間傳福音的教會說
[00:04:06.000 --> 00:04:08.000]  當你傳福音的時候
[00:04:08.000 --> 00:04:11.000]  你可能會遇到困難
[00:04:11.000 --> 00:04:13.000]  可能有不同心
[00:04:13.000 --> 00:04:15.000]  但只要你肯繼續傳福音的時候
[00:04:15.000 --> 00:04:18.000]  你的結果就會喜樂
[00:04:18.000 --> 00:04:20.000]  我相信由保羅第一章
[00:04:20.000 --> 00:04:21.000]  至到第四章
[00:04:21.000 --> 00:04:23.000]  你如果回去找
[00:04:23.000 --> 00:04:26.000]  這本書充滿了傳福音的字眼
[00:04:26.000 --> 00:04:28.000]  特別是第一章
[00:04:28.000 --> 00:04:30.000]  你如果和我一起看的時候
[00:04:30.000 --> 00:04:31.000]  第五節
[00:04:31.000 --> 00:04:34.000]  因為從頭一天直到如今
[00:04:34.000 --> 00:04:37.000]  你們是同心合二的
[00:04:37.000 --> 00:04:39.000]  興旺福音
[00:04:39.000 --> 00:04:42.000]  接著第一章第七節
[00:04:42.000 --> 00:04:44.000]  他說在我困所的時候
[00:04:44.000 --> 00:04:46.000]  辨明福音的時候
[00:04:46.000 --> 00:04:48.000]  你們都是與我一同得恩
[00:04:48.000 --> 00:04:51.000]  即是開始的時候已經是第一章
[00:04:51.000 --> 00:04:53.000]  這間教會這樣說
[00:04:53.000 --> 00:04:55.000]  菲律賓教會
[00:04:55.000 --> 00:04:57.000]  當初我和你一起開始的時候
