
[00:00:00.000 --> 00:00:05.600]  各位親愛的弟兄姊妹
[00:00:05.600 --> 00:00:08.800]  在復活節期間
[00:00:08.800 --> 00:00:13.440]  我先後送走了兩個
[00:00:13.440 --> 00:00:17.360]  我自己心裏也感到不捨得
[00:00:17.360 --> 00:00:19.360]  但他們是有安慰的
[00:00:19.360 --> 00:00:21.360]  兩個人
[00:00:21.360 --> 00:00:23.680]  一個是一個姊妹
[00:00:23.680 --> 00:00:26.400]  是我們在美國回來侍奉的時候
[00:00:26.400 --> 00:00:30.560]  是最早一批加入我們查經班
[00:00:30.560 --> 00:00:32.560]  幫我們查經
[00:00:32.560 --> 00:00:36.560]  她的丈夫死於癌症
[00:00:36.560 --> 00:00:43.360]  只有她自己去養活家裏有幾個女兒
[00:00:43.360 --> 00:00:49.360]  然後這位姊妹在極度低沉
[00:00:49.360 --> 00:00:52.320]  甚至不想活下去的時候
[00:00:52.320 --> 00:00:56.160]  她的姐姐邀請她來查經班
[00:00:56.160 --> 00:00:58.160]  她在當中來決志
[00:00:58.160 --> 00:01:00.160]  決志信了主之後
[00:01:00.160 --> 00:01:02.160]  我見到她整個人脫胎換骨
[00:01:02.160 --> 00:01:04.160]  充滿活力
[00:01:04.160 --> 00:01:09.760]  未停止過參加教會、團契、查經
[00:01:09.760 --> 00:01:13.120]  見到她的人生觀、價值觀
[00:01:13.120 --> 00:01:17.280]  和她對主的信心不斷增加
[00:01:17.280 --> 00:01:19.280]  一個星期前
[00:01:19.280 --> 00:01:21.280]  她的女兒打電話給我
[00:01:21.280 --> 00:01:25.280]  她說媽經過兩次中風
[00:01:25.280 --> 00:01:27.280]  她現在氣急
[00:01:27.280 --> 00:01:33.280]  她很想和我說再見
[00:01:33.280 --> 00:01:35.280]  因為這個緣故
[00:01:35.280 --> 00:01:37.280]  我打電話給她
[00:01:37.280 --> 00:01:41.280]  剛好她女兒正在幫她
[00:01:41.280 --> 00:01:45.280]  她說媽媽很辛苦
[00:01:45.280 --> 00:01:47.280]  最好牧師
[00:01:47.280 --> 00:01:49.280]  不要用別的電話和她說
[00:01:49.280 --> 00:01:51.280]  否則她更加辛苦
