
[00:00:00.000 --> 00:00:04.780]  好 早晨 各位姐妹
[00:00:04.780 --> 00:00:06.460]  今天我們就輕鬆一點的
[00:00:06.460 --> 00:00:08.000]  不是就這樣來聽道
[00:00:08.000 --> 00:00:11.320]  我們一起去思想
[00:00:11.320 --> 00:00:13.620]  看看神自己在歷代
[00:00:13.620 --> 00:00:16.780]  在我們的信仰 尤其是過去的2000年當中
[00:00:16.780 --> 00:00:20.240]  是怎樣去跟很多不同的信徒
[00:00:20.240 --> 00:00:22.440]  在經歷上面的接觸
[00:00:22.440 --> 00:00:26.340]  我們這個今早和下午的時間
[00:00:26.340 --> 00:00:29.980]  主要就是探索不同的信徒
[00:00:29.980 --> 00:00:34.580]  透過甚麼屬靈的經驗 屬靈的經歷
[00:00:34.580 --> 00:00:36.380]  跟神有接觸
[00:00:36.380 --> 00:00:39.380]  當然我們首先明白
[00:00:39.380 --> 00:00:42.660]  神是很豐富的
[00:00:42.660 --> 00:00:44.660]  不同的人的性格
[00:00:44.660 --> 00:00:48.780]  神都可以跟他有不同的方式接近
[00:00:48.780 --> 00:00:52.780]  有些是比較火熱的 衝動的
[00:00:52.780 --> 00:00:55.060]  有些是比較安靜的
[00:00:55.060 --> 00:00:57.860]  有些是比較理性的
[00:00:57.860 --> 00:01:00.420]  有些是比較感情式的
[00:01:00.420 --> 00:01:01.820]  在歷代裏面
[00:01:01.820 --> 00:01:03.620]  神是用各樣不同的方法
[00:01:03.620 --> 00:01:05.540]  跟不同的信徒接觸
[00:01:05.540 --> 00:01:08.180]  正如過去的2000年
[00:01:08.180 --> 00:01:10.460]  有些特別出色的神學家
[00:01:10.460 --> 00:01:14.940]  他所說的話成為後來我們不斷要去思想
[00:01:14.940 --> 00:01:18.220]  在那裏吸取真理的
[00:01:18.220 --> 00:01:21.220]  屬靈真理的方法
[00:01:21.220 --> 00:01:23.500]  或者是思想 或者是教義
[00:01:23.500 --> 00:01:26.700]  同樣的今天我們不說神學的發展
[00:01:26.700 --> 00:01:28.260]  為中心
[00:01:28.260 --> 00:01:30.660]  有些神學家可能大家都聽過了
[00:01:30.660 --> 00:01:32.100]  稍後可能都會提
[00:01:32.100 --> 00:01:35.620]  但是神學家今天不是我們的主題
[00:01:35.620 --> 00:01:38.940]  今天我們有些人物可能從來沒有聽過
[00:01:38.940 --> 00:01:40.980]  但是都是很重要的
[00:01:40.980 --> 00:01:44.780]  一些人物和他所體會的方式
[00:01:44.780 --> 00:01:46.980]  今天我們從一個經驗的
[00:01:46.980 --> 00:01:53.220]  神和他屬靈生命裏面接觸的獨特性
[00:01:53.220 --> 00:01:56.460]  他就提議給我們
[00:01:56.460 --> 00:01:59.140]  這樣說起就有一個問題
[00:01:59.140 --> 00:02:01.620]  我們選擇一些什麼人呢?
[00:02:01.620 --> 00:02:03.580]  每一個人都有他的獨特性
[00:02:03.580 --> 00:02:05.260]  比如你和神之間的關係
[00:02:05.260 --> 00:02:07.780]  為什麼今天不說你呢?
[00:02:07.780 --> 00:02:09.740]  甚至不說我呢?
[00:02:09.740 --> 00:02:11.820]  因為我相信這樣
[00:02:11.820 --> 00:02:13.020]  每個人都有獨特的
[00:02:13.020 --> 00:02:15.060]  但是有些人他這麼獨特的神
[00:02:15.060 --> 00:02:16.820]  和他相處的方式
[00:02:16.820 --> 00:02:19.180]  未必其他人行得通的
[00:02:19.180 --> 00:02:20.540]  OK?
[00:02:20.540 --> 00:02:25.820]  所以如果不斷找一些很奇怪的經驗來講
[00:02:25.820 --> 00:02:29.180]  可能就沒有什麼普遍性
[00:02:29.180 --> 00:02:30.940]  有人是很特別的
[00:02:30.940 --> 00:02:34.020]  歷史裏面記載有人是第四世紀
[00:02:34.020 --> 00:02:38.700]  有一個修道者40年躲在一棵樹上
[00:02:38.700 --> 00:02:39.660]  平日祈禱
[00:02:39.660 --> 00:02:41.700]  廁所都不用下來
[00:02:41.700 --> 00:02:43.900]  一年都不用洗澡一次
[00:02:43.900 --> 00:02:45.060]  但是這些行不行呢?
[00:02:45.060 --> 00:02:46.300]  他行
[00:02:46.300 --> 00:02:47.340]  我不行
[00:02:47.340 --> 00:02:49.220]  我想你都不行
[00:02:49.220 --> 00:02:51.180]  所以免得說那些人
[00:02:51.180 --> 00:02:52.300]  說他沒有價值
[00:02:52.300 --> 00:02:56.140]  那些人沒有一個普遍性
[00:02:56.140 --> 00:02:58.980]  那我怎樣才知道那個經歷
[00:02:58.980 --> 00:03:01.740]  不僅是他有很深刻的體會
[00:03:01.740 --> 00:03:04.260]  並且他可以在他身上
[00:03:04.260 --> 00:03:07.660]  我們可以得到一些更多人得到幫助的呢?
[00:03:07.660 --> 00:03:10.780]  通常我們說都有一些標準的
[00:03:10.780 --> 00:03:11.620]  第一
[00:03:11.620 --> 00:03:12.940]  他傳下來
[00:03:12.940 --> 00:03:15.940]  很多信徒試過他這條路
[00:03:15.940 --> 00:03:18.900]  他發覺行得通的
[00:03:18.900 --> 00:03:20.420]  大家明白嗎?
[00:03:20.420 --> 00:03:21.460]  所以
[00:03:21.460 --> 00:03:24.020]  傳下來越來越多人看
[00:03:24.020 --> 00:03:26.180]  那些就有代表性
[00:03:26.180 --> 00:03:28.540]  我們中國打功夫一樣
[00:03:28.540 --> 00:03:30.900]  詠春是快的
[00:03:30.900 --> 00:03:33.180]  太極是慢的
[00:03:33.180 --> 00:03:35.980]  還有長拳的
[00:03:35.980 --> 00:03:40.420]  近身來搏擊的
[00:03:40.420 --> 00:03:42.180]  這些不同的做法裏面
[00:03:42.180 --> 00:03:44.820]  今天我們有不同的派系
[00:03:44.820 --> 00:03:47.100]  那些都有傳統的
[00:03:47.100 --> 00:03:48.780]  那些傳統就有意思了
[00:03:48.780 --> 00:03:51.380]  因為那些很多人都練過說行得通的
[00:03:51.380 --> 00:03:53.180]  不過不是每個人都行得通
[00:03:53.180 --> 00:03:55.620]  有人喜歡慢的就喜歡太極
[00:03:55.620 --> 00:03:57.380]  你叫他打詠春他打不到
[00:03:57.380 --> 00:03:58.980]  有人喜歡打詠春就打太極
[00:03:58.980 --> 00:04:00.020]  他沒有耐性
[00:04:00.020 --> 00:04:01.660]  但不要緊
[00:04:01.660 --> 00:04:05.060]  你找到你自己喜歡的那套
[00:04:05.060 --> 00:04:07.660]  你就能夠得益的了
[00:04:07.660 --> 00:04:09.340]  我們和神的關係都是這樣
[00:04:09.340 --> 00:04:10.580]  沒有一個人能夠
[00:04:10.580 --> 00:04:12.860]  所有不同的經歷他都經歷過的
[00:04:12.860 --> 00:04:14.860]  沒有什麼意思
[00:04:14.860 --> 00:04:17.940]  好像採集國家一樣搞一大輪
[00:04:17.940 --> 00:04:20.180]  只不過是花拳繡腿
[00:04:20.180 --> 00:04:21.380]  最重要的
[00:04:21.380 --> 00:04:25.260]  我希望今天你和我一起研討
[00:04:25.260 --> 00:04:29.980]  看到過去比較代表性的一些
[00:04:29.980 --> 00:04:33.580]  很多人都試過在那條路裏面經歷到神
[00:04:33.580 --> 00:04:35.260]  自己很深刻的話
[00:04:35.260 --> 00:04:36.740]  那你自己去看一下
[00:04:36.740 --> 00:04:42.140]  究竟或者是找到一些神和你特別相處
[00:04:42.140 --> 00:04:43.300]  是有得益的
[00:04:43.300 --> 00:04:45.420]  或者你覺得這個適合我的
[00:04:45.420 --> 00:04:51.380]  那這個就成為你靈修的一個重點的方向
[00:04:51.380 --> 00:04:53.780]  不一定是限死那種的做法
[00:04:53.780 --> 00:04:55.940]  不過那個可能對於你來說
[00:04:55.940 --> 00:04:58.420]  是你的性格和神和你相處
[00:04:58.420 --> 00:05:02.980]  是比較最適合和你最能夠很快的
[00:05:02.980 --> 00:05:04.620]  很深刻的和神親近
[00:05:04.620 --> 00:05:08.180]  這個如果能夠這樣給一個參考
[00:05:08.180 --> 00:05:09.580]  又找到的話
[00:05:09.580 --> 00:05:12.780]  我相信這個就是我們今早和下午
[00:05:12.780 --> 00:05:18.940]  最有能夠幫助到我們每一個靈影姐妹的期待
[00:05:18.940 --> 00:05:22.780]  所以我們帶著一個開放的心
[00:05:22.780 --> 00:05:23.740]  來看一下
[00:05:23.740 --> 00:05:26.100]  我今天時間當然很有限
[00:05:26.100 --> 00:05:31.700]  只能夠將四個我覺得最有代表性的傳統
[00:05:31.700 --> 00:05:33.300]  和大家一起思想
[00:05:33.300 --> 00:05:36.300]  我不想只是一個理論上的講
[00:05:36.300 --> 00:05:38.580]  當然有些是基礎我和大家講的
[00:05:38.580 --> 00:05:40.940]  大家拿過已經有些的講義
[00:05:40.940 --> 00:05:41.780]  那些你都知道的
[00:05:41.780 --> 00:05:43.220]  都很多東西的
[00:05:43.220 --> 00:05:47.660]  我想都起碼有十幾二十頁的講義的
[00:05:47.660 --> 00:05:52.340]  我想將它轉成為比較實用的
[00:05:52.340 --> 00:05:54.180]  實踐的我們的經歷上面
[00:05:54.180 --> 00:05:54.860]  好不好?
[00:05:54.860 --> 00:05:58.340]  我有個野心的
[00:05:58.340 --> 00:06:03.340]  就是每一節講得有時間靜一點
[00:06:03.340 --> 00:06:06.340]  這個對於我來說有時是難的
[00:06:06.340 --> 00:06:08.380]  但是我就控制我自己
[00:06:08.380 --> 00:06:13.660]  希望剩下一點時間大家可以去問問題
[00:06:13.660 --> 00:06:14.940]  有些消化
[00:06:14.940 --> 00:06:17.300]  或者你自己和我和大家一起
[00:06:17.300 --> 00:06:19.180]  和靈影姐妹有些交流
[00:06:19.180 --> 00:06:21.060]  所以有Q&A的時間
[00:06:21.060 --> 00:06:23.780]  這個時候我相信消化會好很多
[00:06:23.780 --> 00:06:24.780]  好不好?
[00:06:24.780 --> 00:06:28.180]  既然我們在禱告上交代給神的話
[00:06:28.180 --> 00:06:30.300]  我們現在就直接開始
[00:06:30.300 --> 00:06:34.100]  這四個的傳統
[00:06:34.100 --> 00:06:36.340]  你看我的講義就知道了
[00:06:36.340 --> 00:06:39.060]  我們首先要從聖經開始
[00:06:39.060 --> 00:06:40.380]  好不好?
[00:06:40.380 --> 00:06:46.580]  聖經裡面的靈修學究竟是一個怎樣的靈修學?
[00:06:46.580 --> 00:06:48.100]  這個問題好像很簡單
[00:06:48.100 --> 00:06:49.020]  其實一直講下去
[00:06:49.020 --> 00:06:52.540]  你知道完全不是我們想象中那麼簡單的
[00:06:52.540 --> 00:06:54.500]  相信大家很熟悉聖經
[00:06:54.500 --> 00:06:57.820]  所以很多資料一講起就不需要多加解釋
[00:06:57.820 --> 00:06:58.820]  你都會知道的
[00:06:58.820 --> 00:07:00.180]  好
[00:07:00.180 --> 00:07:01.940]  聖經裡面的靈修學
[00:07:01.940 --> 00:07:02.860]  我們看第一節
[00:07:02.860 --> 00:07:04.740]  大家有講義
[00:07:04.740 --> 00:07:06.020]  我會這樣看下去
[00:07:06.020 --> 00:07:08.980]  後面已經打了出來
[00:07:08.980 --> 00:07:11.140]  因為我前面的燈沒有了
[00:07:11.140 --> 00:07:13.020]  所以我不知道在打什麼
[00:07:13.020 --> 00:07:13.660]  不要緊
[00:07:13.660 --> 00:07:14.500]  我有我的講義
[00:07:14.500 --> 00:07:15.340]  你有你的講義
[00:07:15.340 --> 00:07:17.340]  後面有我的PowerPoint
[00:07:17.340 --> 00:07:19.140]  我們就直落
[00:07:19.140 --> 00:07:22.620]  希望控制室的靈影姐妹幫忙
[00:07:22.620 --> 00:07:23.340]  我說到那裡
[00:07:23.340 --> 00:07:24.100]  你們就打到那裡
[00:07:24.100 --> 00:07:26.620]  有時候我會跳快一點來說的
[00:07:26.620 --> 00:07:27.820]  好
[00:07:27.820 --> 00:07:29.380]  我們讀了這麼久聖經
[00:07:29.380 --> 00:07:32.220]  究竟聖經裡面的人物
[00:07:32.220 --> 00:07:34.220]  他們怎樣靈修?
[00:07:35.220 --> 00:07:38.220]  好像一個很抽象的
[00:07:38.220 --> 00:07:40.220]  好像沒有想過
[00:07:40.220 --> 00:07:44.220]  我們試一下從這個問題開始
[00:07:44.220 --> 00:07:49.220]  聖經裡面的靈修究竟有什麼特別?
[00:07:49.220 --> 00:07:53.220]  剛才我們講到歷代有很多不同的
