
[00:00:00.000 --> 00:00:05.600]  各位電影主播與各位朋友你們好
[00:00:05.600 --> 00:00:08.000]  歡迎大家參加我們三藩市播道會
[00:00:08.000 --> 00:00:10.000]  網上的五堂崇拜
[00:00:10.000 --> 00:00:14.000]  今天我們繼續思想大衛生平的訊息
[00:00:14.000 --> 00:00:16.000]  我們去到第八講
[00:00:16.000 --> 00:00:20.000]  三號耳機上25章一節至39節
[00:00:20.000 --> 00:00:24.000]  題目叫做「爐火中燒」
[00:00:24.000 --> 00:00:28.000]  開始思想這段聖經之前請我們同心低頭
[00:00:28.000 --> 00:00:30.000]  祈禱
[00:00:30.000 --> 00:00:32.000]  主師我們多謝祢
[00:00:32.000 --> 00:00:34.000]  祢教導我們
[00:00:34.000 --> 00:00:38.000]  懂得快快的聽
[00:00:38.000 --> 00:00:40.000]  慢慢的說 慢慢的動腦
[00:00:40.000 --> 00:00:44.000]  求祢真是憐恤我們
[00:00:44.000 --> 00:00:46.000]  讓我們不要被我們的怒氣
[00:00:46.000 --> 00:00:48.000]  沖激我們的心
[00:00:48.000 --> 00:00:50.000]  控制我們的行為
[00:00:50.000 --> 00:00:52.000]  求祢藉著祢的話語
[00:00:52.000 --> 00:00:54.000]  去提醒、勸勉、教導、督責
[00:00:54.000 --> 00:00:56.000]  改變我們
[00:00:56.000 --> 00:00:57.000]  我們這樣禱告了
[00:00:57.000 --> 00:01:00.000]  向耶穌基督明求 阿們
[00:01:00.000 --> 00:01:03.000]  在美國這麼多年當中
[00:01:03.000 --> 00:01:06.000]  有兩件事我是難忘的
[00:01:06.000 --> 00:01:13.000]  第一件事就是發生在很多年前
[00:01:13.000 --> 00:01:17.000]  我們教會是在唐人埠和北岸之間
[00:01:17.000 --> 00:01:20.000]  有一天我準備在唐人埠的時候
[00:01:20.000 --> 00:01:24.000]  就是在北岸區的時候過晚
[00:01:24.000 --> 00:01:28.000]  突然間聽到一個大概60多歲的白種女人
[00:01:28.000 --> 00:01:30.000]  破口大罵
[00:01:30.000 --> 00:01:35.000]  她指著一輛過馬路的很漂亮的車
[00:01:35.000 --> 00:01:38.000]  很惡毒的大罵
[00:01:38.000 --> 00:01:41.000]  You, China man, go back to China
[00:01:41.000 --> 00:01:47.000]  她用很多很披俗和種族歧視的說話
[00:01:47.000 --> 00:01:51.000]  大罵這個車上的司機
[00:01:51.000 --> 00:01:54.000]  起初我以為這個司機當然不理她
[00:01:54.000 --> 00:01:58.000]  就是不讓她 以至挑起她的火
[00:01:58.000 --> 00:02:02.000]  但看清楚了 完全不是這回事
[00:02:02.000 --> 00:02:04.000]  相反我看到司機很有禮貌
[00:02:04.000 --> 00:02:08.000]  停下了車 讓她先過馬路
[00:02:08.000 --> 00:02:10.000]  她之所以看得不順眼
[00:02:10.000 --> 00:02:12.000]  就是因為她發覺這個司機
[00:02:12.000 --> 00:02:16.000]  開著一個漂亮的名貴房車的司機
[00:02:16.000 --> 00:02:19.000]  是一個黃皮膚的中國人
[00:02:19.000 --> 00:02:23.000]  不知道在哪裡好像踩到一條尾巴一樣
[00:02:23.000 --> 00:02:28.000]  那種種族歧視的根就被挑起來破口大罵
[00:02:28.000 --> 00:02:33.000]  我一聽到這些極盡侮辱的種族詞句
[00:02:33.000 --> 00:02:36.000]  我的火就被她挑起來了
[00:02:36.000 --> 00:02:40.000]  當時這個女人我想她一定不是本地人
[00:02:40.000 --> 00:02:44.000]  正是向著唐人鶴的方向走
[00:02:44.000 --> 00:02:47.000]  我看著她一個60歲的女人
[00:02:47.000 --> 00:02:52.000]  一個人 我就大膽起來跟著她
[00:02:52.000 --> 00:02:54.000]  她過馬路 我就過馬路
[00:02:54.000 --> 00:02:56.000]  她走快一點 我就走快一點
[00:02:56.000 --> 00:03:00.000]  她突然間發覺到好像有個男人跟著她
[00:03:00.000 --> 00:03:03.000]  而且她一路走的方向越來越多是唐人
[00:03:03.000 --> 00:03:05.000]  因為她走的唐人房
[00:03:05.000 --> 00:03:10.000]  她開始害怕了 急急忙忙就過對面馬路
[00:03:10.000 --> 00:03:15.000]  掉頭就走回去漁人碼頭的頭
[00:03:15.000 --> 00:03:20.000]  我突然間在想一想我在做甚麼呢?
[00:03:20.000 --> 00:03:23.000]  為甚麼我要跟著她呢?
[00:03:23.000 --> 00:03:27.000]  我突然間發覺有一股控制不住的怒火
[00:03:27.000 --> 00:03:32.000]  叫我做一些我平時都永遠不會這樣做的事
[00:03:32.000 --> 00:03:35.000]  原來當一個人憤怒的時候
[00:03:35.000 --> 00:03:39.000]  可能做一些是你平時不會做的事
[00:03:39.000 --> 00:03:43.000]  有一次我們在羅省
[00:03:43.000 --> 00:03:52.000]  要去一些政府的辦公的地方辦一些手續
[00:03:52.000 --> 00:03:57.000]  一早我們一家四口就去排隊了
[00:03:57.000 --> 00:04:01.000]  那條龍很長 排了差不多一個小時
[00:04:01.000 --> 00:04:06.000]  終於排到了 大家每個都說
[00:04:06.000 --> 00:04:10.000]  你排錯隊了 不是這裏排隊
[00:04:10.000 --> 00:04:13.000]  是對面的 你才排的
[00:04:13.000 --> 00:04:15.000]  我聽到就很不開心
[00:04:15.000 --> 00:04:17.000]  覺得自己為甚麼這麼不小心
[00:04:17.000 --> 00:04:19.000]  不問清楚就排隊
[00:04:19.000 --> 00:04:21.000]  沒辦法 誰叫自己不小心呢?
[00:04:21.000 --> 00:04:25.000]  於是就再排 排另外她所說的那條隊
[00:04:25.000 --> 00:04:27.000]  排了半個小時 終於到了
[00:04:27.000 --> 00:04:30.000]  那個Jane就問我 你為甚麼這樣說給她聽
[00:04:30.000 --> 00:04:34.000]  你排錯隊了 你應該走回你剛才那條隊排
[00:04:34.000 --> 00:04:38.000]  我那條氣就很不順 很生氣
[00:04:38.000 --> 00:04:42.000]  有沒有搞錯呀 耍我呀?
[00:04:42.000 --> 00:04:46.000]  沒辦法 之後就走回原位那裏排
[00:04:46.000 --> 00:04:49.000]  排了差不多半個小時 終於排到了
[00:04:49.000 --> 00:04:53.000]  又見到那個職員
[00:04:53.000 --> 00:04:56.000]  他就對我說 今天你醜派完
[00:04:56.000 --> 00:05:00.000]  你明天再來 我火滾了
[00:05:00.000 --> 00:05:02.000]  我跟他理論了 他就說
[00:05:02.000 --> 00:05:04.000]  You want to challenge me?
[00:05:04.000 --> 00:05:06.000]  這樣就走了
[00:05:06.000 --> 00:05:09.000]  我心裏面很不開心
[00:05:09.000 --> 00:05:12.000]  真的 要有機會打他一拳
[00:05:12.000 --> 00:05:17.000]  當一個人被爐火中燒控制著的時候
[00:05:17.000 --> 00:05:21.000]  當你覺得你自己被拒絕、被踐踏、被輕看、被玩弄
[00:05:21.000 --> 00:05:23.000]  當你不是人的時候
[00:05:23.000 --> 00:05:25.000]  當你是垃圾一樣的時候
[00:05:25.000 --> 00:05:28.000]  你會反彈 而且是反彈很極端
[00:05:28.000 --> 00:05:30.000]  爐火中燒
[00:05:30.000 --> 00:05:33.000]  往往做一些你想象不到的事情
[00:05:33.000 --> 00:05:35.000]  是非常可怕的
[00:05:35.000 --> 00:05:37.000]  Bennett Holt
[00:05:37.000 --> 00:05:41.000]  是居住在美國賓夕維尼亞州的一名中年人
[00:05:41.000 --> 00:05:44.000]  看起來表面上是一等好人
[00:05:44.000 --> 00:05:46.000]  在公司稱呼他為好好先生
[00:05:46.000 --> 00:05:49.000]  在家裏又好像一個好的丈夫、好的父親
[00:05:49.000 --> 00:05:51.000]  又是童子軍的教練
[00:05:51.000 --> 00:05:53.000]  義務的消防員
[00:05:53.000 --> 00:05:55.000]  每天都去教會參加崇拜
[00:05:55.000 --> 00:05:57.000]  很多人都當他是模範
[00:05:57.000 --> 00:05:59.000]  在工廠裏面任職技工
[00:05:59.000 --> 00:06:01.000]  是一個好人
[00:06:01.000 --> 00:06:03.000]  誰知道有一個早上
[00:06:03.000 --> 00:06:07.000]  他上班之前拿了兩支新買的槍
[00:06:07.000 --> 00:06:09.000]  充滿了子彈
[00:06:09.000 --> 00:06:13.000]  他說早上去御常的吃早餐
[00:06:13.000 --> 00:06:15.000]  拿著他的Station Wagon
[00:06:15.000 --> 00:06:17.000]  照常的上班
[00:06:17.000 --> 00:06:19.000]  泊好車走到工廠
[00:06:19.000 --> 00:06:21.000]  和同事打個招呼
[00:06:21.000 --> 00:06:23.000]  接著拿出兩支槍
[00:06:23.000 --> 00:06:25.000]  開了三十多發子彈
[00:06:25.000 --> 00:06:29.000]  將他和他相處了15年的同事
[00:06:29.000 --> 00:06:31.000]  指死明
[00:06:31.000 --> 00:06:33.000]  一口氣殺了十多人
[00:06:33.000 --> 00:06:35.000]  然後開車回家
[00:06:35.000 --> 00:06:38.000]  當警察重重圍困的時候
[00:06:38.000 --> 00:06:41.000]  他站在門口目露凶光
[00:06:41.000 --> 00:06:43.000]  用極污穢的言語大聲說
[00:06:43.000 --> 00:06:47.000]  有膽就來 我會將你一一指死你
[00:06:47.000 --> 00:06:50.000]  這件事轟動了整個美國
[00:06:50.000 --> 00:06:52.000]  有些認識他的人
[00:06:52.000 --> 00:06:55.000]  沒有想到他會做出這麼兇殘的事
[00:06:55.000 --> 00:06:57.000]  事後警察調查
[00:06:57.000 --> 00:06:59.000]  發現他的行動一點都不意外
[00:06:59.000 --> 00:07:02.000]  十多年來一直死人
[00:07:02.000 --> 00:07:06.000]  其實他一直在培養他的怒火
[00:07:06.000 --> 00:07:08.000]  沒錯表面上是一個好人
[00:07:08.000 --> 00:07:11.000]  但內心是忍住很多的積怨
[00:07:11.000 --> 00:07:13.000]  他的同事他開車不小心
[00:07:13.000 --> 00:07:15.000]  拒絕和他有交通工具
[00:07:15.000 --> 00:07:19.000]  給年輕的年資淺的同事
[00:07:19.000 --> 00:07:20.000]  一個一個升了職
[00:07:20.000 --> 00:07:21.000]  他依然顧我
[00:07:21.000 --> 00:07:24.000]  他被淪陷欺負一一記在心中
[00:07:24.000 --> 00:07:27.000]  就好像雞腩一樣
[00:07:27.000 --> 00:07:31.000]  終於有一天爆出來不可收拾
[00:07:31.000 --> 00:07:32.000]  我想告訴你
[00:07:32.000 --> 00:07:36.000]  今天美國問題在哪裡呢?
[00:07:36.000 --> 00:07:41.000]  不是經濟 不是政治 不是COVID-19
[00:07:41.000 --> 00:07:44.000]  太多人有太多的憤怒
[00:07:44.000 --> 00:07:46.000]  太多的積怨
[00:07:46.000 --> 00:07:49.000]  在街裏面 在店裏面 在車裏面
[00:07:49.000 --> 00:07:53.000]  你見到不少一觸即發的憤怒人士
[00:07:53.000 --> 00:07:56.000]  因着憤怒破壞了多少的關係
[00:07:56.000 --> 00:07:59.000]  破壞了多少的寧靜
[00:07:59.000 --> 00:08:01.000]  很容易就爆了
[00:08:01.000 --> 00:08:03.000]  有些人是慢一點爆
[00:08:03.000 --> 00:08:06.000]  有些人是馬上爆
[00:08:06.000 --> 00:08:11.000]  但是怒氣是充斥整個社會
[00:08:11.000 --> 00:08:14.000]  我們看大衛的一生
[00:08:14.000 --> 00:08:17.000]  他有兩個很大很大的弱點
[00:08:17.000 --> 00:08:19.000]  一個就是他的脾氣
[00:08:19.000 --> 00:08:22.000]  一個就是他的情慾
[00:08:22.000 --> 00:08:25.000]  兩個都是和他的智慧有關係的
[00:08:25.000 --> 00:08:28.000]  兩個都是他一生要面對的挑戰
[00:08:28.000 --> 00:08:31.000]  可以說最大的敵人
[00:08:31.000 --> 00:08:33.000]  對大衛來說不是哥利亞
[00:08:33.000 --> 00:08:36.000]  不是索羅 不是菲利士人
[00:08:36.000 --> 00:08:38.000]  而是他自己
[00:08:38.000 --> 00:08:43.000]  他的怒火和他的辱火
[00:08:43.000 --> 00:08:48.000]  怒火和辱火就可以將你燒死
[00:08:48.000 --> 00:08:53.000]  今天我們詳細來看看大衛的怒氣
[00:08:53.000 --> 00:08:57.000]  首先我們看看25章第一節至13節
[00:08:57.000 --> 00:09:01.000]  豈有此理 在未讀這段聖經之前
[00:09:01.000 --> 00:09:06.000]  我想我們要明白一下經文的背景
[00:09:06.000 --> 00:09:11.000]  當索羅帶著他的精兵三千人回到以色列的時候
[00:09:11.000 --> 00:09:15.000]  大衛帶著六百個戰士在巴蘭一帶的曠野
[00:09:15.000 --> 00:09:17.000]  繼續他流亡的生活
[00:09:17.000 --> 00:09:21.000]  在那時候的曠野有不少野蠻的部族
[00:09:21.000 --> 00:09:24.000]  時常擾亂的牧民
[00:09:24.000 --> 00:09:27.000]  當時的牧民通常是打工的
[00:09:27.000 --> 00:09:30.000]  替那些大戶人家看養
[00:09:30.000 --> 00:09:35.000]  但是很多時候受到那些部族的搶掠
[00:09:35.000 --> 00:09:39.000]  大衛和他的部隊就做起警察的任務
[00:09:39.000 --> 00:09:43.500]  到處出巡 並且保護那些牧民和他們的生畜
[00:09:43.500 --> 00:09:47.500]  免受那些族人的侵襲
[00:09:47.500 --> 00:09:50.500]  所以每年到了展陽毛的季節
[00:09:50.500 --> 00:09:53.500]  按照規矩這些牧民的老闆
[00:09:53.500 --> 00:09:58.000]  就利用這個機會籌備一些保護他們的警察
[00:09:58.000 --> 00:10:01.000]  送一些食物給他們 送一些禮物給他們
[00:10:01.000 --> 00:10:06.000]  以表謝意 你可以說這些好像保護費一樣
[00:10:06.000 --> 00:10:11.000]  這段經文所講述的衝突就是有關這種保護費
[00:10:11.000 --> 00:10:12.500]  從今天的社會看來
[00:10:12.500 --> 00:10:15.500]  這個是僱主與員工發生的衝突
[00:10:15.500 --> 00:10:21.500]  也可以說是不理合約的規矩而引起的勞資糾紛
[00:10:21.500 --> 00:10:25.000]  在某個情形可以這樣比較
[00:10:25.000 --> 00:10:29.500]  事實上是這樣的 有一個大戶人家
[00:10:29.500 --> 00:10:32.500]  他的老闆的名字叫做拿白
[00:10:32.500 --> 00:10:34.000]  第二次是怎麼形容他呢?
[00:10:34.000 --> 00:10:39.000]  就在馬雲有一個人 他的產業在加密
[00:10:39.000 --> 00:10:44.000]  是一個大富戶 有三千面陽 一千山陽
[00:10:44.000 --> 00:10:47.500]  他正在加密展霧陽 那人名叫拿白
[00:10:47.500 --> 00:10:51.500]  是加勒族人 他的妻子叫阿比蓋
[00:10:51.500 --> 00:10:59.500]  是聰明俊美的婦人 拿白為人剛愎兇惡
[00:10:59.500 --> 00:11:03.500]  聖經稱拿白這個人是一個富戶 有錢人
[00:11:03.500 --> 00:11:06.000]  又是一個剛愎兇惡的人
[00:11:06.000 --> 00:11:08.500]  事實上拿白這個名字
[00:11:08.500 --> 00:11:11.500]  在希伯來文解為蠢材愚者
[00:11:11.500 --> 00:11:13.500]  聖經說他是一個蠢材
[00:11:13.500 --> 00:11:18.000]  這個不是說他智商低 不是說他智商劣
[00:11:18.000 --> 00:11:21.500]  非也 而是道德異言
[00:11:21.500 --> 00:11:25.500]  《針研書》說愚昧人的心裡說沒有神
[00:11:25.500 --> 00:11:29.000]  第三節就說他剛愎兇惡
[00:11:29.000 --> 00:11:30.500]  剛愎是什麼意思呢?
[00:11:30.500 --> 00:11:36.000]  眼鏡、瑜環、兇惡是指不誠實、不講道理、哈哈、罷罷
[00:11:36.000 --> 00:11:39.000]  不講公義、一個惡死鬼
[00:11:39.000 --> 00:11:42.500]  用今天的術語說他正式是一個壞老闆、
[00:11:42.500 --> 00:11:47.000]  狐狸鬼、哈哈、罷罷、指幾分錢就患恨無忌
[00:11:47.000 --> 00:11:49.000]  一個這樣的人來的
[00:11:49.000 --> 00:11:52.000]  聖經告訴你到了展陽霧的時候
[00:11:52.000 --> 00:11:55.000]  就是出糧的時候 大衛就打發一個僕人
[00:11:55.000 --> 00:12:00.000]  去吩咐他們說 你們去加密那裡見拿白
[00:12:00.000 --> 00:12:03.000]  提我的名 問他的安
[00:12:03.000 --> 00:12:05.000]  第七節說 現在我聽說
[00:12:05.000 --> 00:12:09.000]  有人為你展陽霧 你的僕人在加密的時候
[00:12:09.000 --> 00:12:12.500]  和我們在一起 我們沒有欺負他們
[00:12:12.500 --> 00:12:15.000]  他們也未曾失落什麼
[00:12:15.000 --> 00:12:20.000]  所以你可以問問你的僕人 他們必告訴你
[00:12:20.000 --> 00:12:23.000]  所以而我的僕人在你眼前蒙恩
[00:12:23.000 --> 00:12:26.000]  因為在好日子來到
[00:12:26.000 --> 00:12:29.500]  求你隨手取點賜與僕人和他
[00:12:29.500 --> 00:12:33.000]  和你而指大衛
[00:12:33.000 --> 00:12:36.500]  大衛就派一些僕人去跟他說
[00:12:36.500 --> 00:12:42.000]  我保護你 現在你收成的時候
[00:12:42.000 --> 00:12:44.500]  應該賜點禮物的
[00:12:44.500 --> 00:12:46.500]  事實上大衛和他的手下
[00:12:46.500 --> 00:12:48.500]  真的保護了拿白的僕人
[00:12:48.500 --> 00:12:51.000]  他們的僕人也可以作證
[00:12:51.000 --> 00:12:53.500]  但是這些人 就是大衛和他的手下
[00:12:53.500 --> 00:12:58.000]  待我們甚好 我們在田野與他們來往的時候
[00:12:58.000 --> 00:13:03.000]  沒有受他們的欺負 也未曾失落什麼
[00:13:03.000 --> 00:13:05.500]  我們在他們那裡牧羊的時候
[00:13:05.500 --> 00:13:12.000]  他們晝夜工作 作為我們的保障
[00:13:12.000 --> 00:13:14.000]  大衛的工作表現
[00:13:14.000 --> 00:13:18.000]  他的appraisal是A的 非常出色的
[00:13:18.000 --> 00:13:22.000]  但遇上一個不講道理的老闆
[00:13:22.000 --> 00:13:25.500]  十節說 拿白回答大衛的僕人說
[00:13:25.500 --> 00:13:29.500]  大衛是誰?耶穌的兒子是誰?
[00:13:29.500 --> 00:13:34.500]  近來叛逆主人 奔逃的僕人甚多
[00:13:34.500 --> 00:13:40.000]  我起了張飲食 何謂我只養無人所在的肉
[00:13:40.000 --> 00:13:44.000]  給我不知道從哪裡來的人呢?
[00:13:44.000 --> 00:13:49.000]  嘩 多麼的侮辱啊 大衛是誰?
[00:13:49.000 --> 00:13:52.500]  耶穌的兒子是誰?我不認識他 彩虛多餘
[00:13:52.500 --> 00:13:55.500]  還有 這個才厲害
[00:13:55.500 --> 00:14:00.500]  近來叛逆主人 奔逃的僕人甚多
[00:14:00.500 --> 00:14:05.000]  這個大衛是誰?只不過是一些叛逆主人
[00:14:05.000 --> 00:14:09.000]  走出來的人而已 而且有很多人像他這樣
[00:14:09.000 --> 00:14:13.000]  騙騙騙騙的 我怎麼會將我的飲食和肉
[00:14:13.000 --> 00:14:16.000]  交給一個我不知道從哪裡來的人呢?
[00:14:16.000 --> 00:14:19.500]  短短幾句話 全部都是我 我 我 我不認識他
[00:14:19.500 --> 00:14:23.500]  為什麼要交給他?極盡侮辱的能事
[00:14:23.500 --> 00:14:28.000]  那不 真的是咬定大衛的尾巴了
[00:14:28.000 --> 00:14:33.500]  那個謙卑忍耐 饒恕掃羅 不殺掃羅的大衛
[00:14:33.500 --> 00:14:36.500]  一聽到這番話的時候 刺激他的神經
[00:14:36.500 --> 00:14:39.500]  大動肝火 你看看13節怎麼說的
[00:14:39.500 --> 00:14:43.500]  大衛向跟隨他的人說 你們各人都要帶上刀
[00:14:43.500 --> 00:14:46.500]  眾人都帶上刀 大衛也帶上刀
[00:14:46.500 --> 00:14:52.500]  跟隨大衛上去約400人 留下200人看守起居
[00:14:52.500 --> 00:14:57.000]  大衛立即有所行動 帶400人帶著刀
[00:14:57.000 --> 00:15:01.000]  你看看34-35節 就知道大衛帶了400人上去
[00:15:01.000 --> 00:15:05.500]  是想親手報仇 流人血
[00:15:05.500 --> 00:15:12.000]  「反贖那白藍」這些 必定一個不留
[00:15:12.000 --> 00:15:16.500]  「爐中濃火中燒」 大開殺戒
[00:15:16.500 --> 00:15:22.000]  一個解經家Alan Rapport 看到這段聖經的時候
[00:15:22.000 --> 00:15:26.000]  他就有這樣說法 大衛啊 你有沒有搞錯?
[00:15:26.000 --> 00:15:31.000]  你剛剛打勝仗 贏了報復的心
[00:15:31.000 --> 00:15:37.500]  寬恕了你的仇敵掃羅 又謙卑承擔自己的過錯
[00:15:37.500 --> 00:15:41.000]  又全感謝的心 向萬事萬物
[00:15:41.000 --> 00:15:46.000]  你又不敢在耶和華面前傷害他的受告者
[00:15:46.000 --> 00:15:49.000]  但現在竟然找一個漁環人
[00:15:49.000 --> 00:15:54.500]  他一句無知的話就令你失去了理性 大開殺戒
[00:15:54.500 --> 00:15:59.000]  你是不是當耶和華沒有刀? 你有沒有搞錯?
[00:15:59.000 --> 00:16:02.000]  大衛怎麼回答?沒有搞錯
[00:16:02.000 --> 00:16:06.000]  我是不能夠容忍他的侮辱 我對他好
[00:16:06.000 --> 00:16:10.000]  我保護他的牧人和養群 現在過橋抽板
[00:16:10.000 --> 00:16:15.000]  甚至出言侮辱 當我死的?當我沒有刀?
[00:16:15.000 --> 00:16:18.000]  又說我是叛逆我的主人
[00:16:18.000 --> 00:16:22.000]  是其中很多壞人惡人其中的一個
[00:16:22.000 --> 00:16:27.000]  這樣橫行霸道的人不去教訓他 這條戲怎麼會順呢?
