
[00:00:00.000 --> 00:00:06.320]  凌怪無懼 什麼叫怪
[00:00:06.320 --> 00:00:12.480]  你有沒有想過這四個字是什麼意思
[00:00:12.480 --> 00:00:16.080]  凌怪無懼 無懼不用怕
[00:00:16.080 --> 00:00:18.080]  怪是什麼叫怪
[00:00:18.080 --> 00:00:20.960]  不正常的就是怪
[00:00:20.960 --> 00:00:22.480]  是不是
[00:00:22.480 --> 00:00:25.840]  如果大家都用口吃東西
[00:00:25.840 --> 00:00:27.840]  如果有的人用鼻子吃東西
[00:00:27.840 --> 00:00:30.400]  就是怪人 大家用口吃東西
[00:00:30.400 --> 00:00:31.920]  用鼻子吃東西
[00:00:31.920 --> 00:00:33.920]  不正常
[00:00:33.920 --> 00:00:35.920]  那凌怪是什麼
[00:00:35.920 --> 00:00:41.680]  就是在凌界裡面的不正常
[00:00:41.680 --> 00:00:44.880]  我們叫做邪靈
[00:00:44.880 --> 00:00:48.800]  我以前信有邪靈
[00:00:48.800 --> 00:00:51.520]  我雖然是基督徒一生一世都是基督徒
[00:00:51.520 --> 00:00:53.520]  我是大五代的基督徒
[00:00:53.520 --> 00:00:55.520]  但我不信有鬼
[00:00:55.520 --> 00:00:59.520]  我自己裡面有鬼 我鬼我都沒見過 我不信
[00:00:59.520 --> 00:01:02.080]  我有時在山裡面睡覺
[00:01:02.080 --> 00:01:04.080]  我當然選那個墳邊
[00:01:04.080 --> 00:01:06.080]  那個墳前面很平的
[00:01:06.080 --> 00:01:08.080]  在那裡露營舒服很多
[00:01:08.080 --> 00:01:10.080]  免得硬著頭皮
[00:01:10.080 --> 00:01:14.240]  從來沒有半夜出來跟我聊天那麼好
[00:01:14.240 --> 00:01:17.680]  一直到幾年前我一進來
[00:01:17.680 --> 00:01:21.680]  見到一位牧師 姓許 叫許多馬
[00:01:21.680 --> 00:01:25.680]  我好懷疑他弟弟是不是叫許多牛
[00:01:25.680 --> 00:01:27.680]  許牧師跟我說
[00:01:27.680 --> 00:01:31.680]  有方就有岩
[00:01:31.680 --> 00:01:35.680]  有正就有邪
[00:01:35.680 --> 00:01:37.680]  有神就有鬼
[00:01:37.680 --> 00:01:39.680]  是不是很正常
[00:01:39.680 --> 00:01:41.680]  我突然間感覺到是
[00:01:41.680 --> 00:01:43.680]  我以前很萌生 我不肯接受這個觀念
[00:01:43.680 --> 00:01:45.680]  我自己認為大正
[00:01:45.680 --> 00:01:47.680]  我自己認為大正 夠膽就不怕有鬼
[00:01:47.680 --> 00:01:49.680]  我不信有鬼
[00:01:49.680 --> 00:01:51.680]  我感覺到許多人說是很對的
[00:01:51.680 --> 00:01:53.680]  我再翻看聖經的時候
[00:01:53.680 --> 00:01:55.680]  聖經裡面告訴我們
[00:01:55.680 --> 00:02:01.680]  那個鬼不是我們一般中國人心目中的青年
[00:02:01.680 --> 00:02:03.680]  瞭眼不理 尺多長的那種鬼
[00:02:03.680 --> 00:02:05.680]  鬼是什麼鬼
[00:02:05.680 --> 00:02:07.680]  鬼就是靈界的
[00:02:07.680 --> 00:02:09.680]  不正常
[00:02:09.680 --> 00:02:11.680]  不好的
[00:02:11.680 --> 00:02:15.680]  所以聖經裡面的鬼從來沒有一個像樣的樣子給你看的
[00:02:15.680 --> 00:02:20.680]  他在人世上可以將人變成一個不正常
[00:02:20.680 --> 00:02:23.680]  變成一個無名奇妙 變成一個鬼魂
[00:02:23.680 --> 00:02:31.680]  這個比可以看到的更厲害
[00:02:31.680 --> 00:02:34.680]  如果你今天有一隻鬼你可以看到的
[00:02:34.680 --> 00:02:37.680]  如果夠膽的話你可以砌它
[00:02:37.680 --> 00:02:41.680]  如果不夠膽的話 多幾個打它 打到它走都有問題
[00:02:41.680 --> 00:02:45.680]  但是邪靈是你看不到的
[00:02:45.680 --> 00:02:51.680]  邪靈是一種人的一種不正常不好的一種意念
[00:02:51.680 --> 00:02:53.680]  我以前都覺得邪靈是有些人
[00:02:53.680 --> 00:02:57.680]  我見過有些所謂接鬼上身的人
[00:02:57.680 --> 00:03:01.680]  他那個法術上來的時候那種行為
[00:03:01.680 --> 00:03:03.680]  和那些痴線的很接近
[00:03:03.680 --> 00:03:08.680]  很多人會將這些人和痴線的混淆
[00:03:08.680 --> 00:03:11.680]  到底這個人是被鬼父還是痴線了
[00:03:11.680 --> 00:03:15.680]  因為他所講所做的一切都是不正常的
[00:03:15.680 --> 00:03:18.680]  但是有一樣很奇怪的
[00:03:18.680 --> 00:03:21.680]  你叫一個痴線的人
[00:03:21.680 --> 00:03:24.680]  你叫他講主耶穌
[00:03:24.680 --> 00:03:26.680]  他就說了
[00:03:26.680 --> 00:03:28.680]  但是很奇怪的
[00:03:28.680 --> 00:03:31.680]  你一個鬼父的人叫他講主耶穌他不肯說
[00:03:31.680 --> 00:03:33.680]  你叫他講什麼他都肯
[00:03:33.680 --> 00:03:35.680]  你叫他講主耶穌的時候
[00:03:35.680 --> 00:03:38.680]  他就好像扶著一個人的頸那樣
[00:03:38.680 --> 00:03:40.680]  說了三個很簡單的字
[00:03:40.680 --> 00:03:42.680]  說不出來
[00:03:42.680 --> 00:03:44.680]  很奇怪
[00:03:44.680 --> 00:03:47.680]  邪靈到底是什麼呢
[00:03:47.680 --> 00:03:51.680]  有人說邪靈就是另一大黑社會
[00:03:51.680 --> 00:03:55.680]  因為如果你不碰它它就不碰你
[00:03:55.680 --> 00:03:58.680]  我們知道有很多黑社會的人
[00:03:58.680 --> 00:04:01.680]  如果你今天有人欠你錢你收不到
[00:04:01.680 --> 00:04:03.680]  你找一個黑社會的人幫你收錢
[00:04:03.680 --> 00:04:05.680]  他可以收到
[00:04:05.680 --> 00:04:06.680]  他幫你收錢以後
[00:04:06.680 --> 00:04:09.680]  但是他有求於你的時候你跑不掉
[00:04:09.680 --> 00:04:12.680]  你要撇掉他這個很難
[00:04:12.680 --> 00:04:15.680]  你碰不到他就很難撇掉他
[00:04:15.680 --> 00:04:17.680]  靈也是 邪靈也是
[00:04:17.680 --> 00:04:20.680]  是靈界裡面的黑社會
[00:04:20.680 --> 00:04:22.680]  在我們這裡很多人
[00:04:22.680 --> 00:04:24.680]  他拜四面法
[00:04:24.680 --> 00:04:26.680]  他拜什麼邪靈
[00:04:26.680 --> 00:04:28.680]  希望自己可以發達
[00:04:28.680 --> 00:04:30.680]  可以的 不是不可以的
[00:04:30.680 --> 00:04:33.680]  但是你不要忘記他要付代價出來
[00:04:33.680 --> 00:04:35.680]  而他的代價
[00:04:35.680 --> 00:04:41.680]  很多時候會超過他所能夠付的
[00:04:41.680 --> 00:04:46.680]  並且這個代價一次一次一次一次加越多
[00:04:46.680 --> 00:04:50.680]  加到他後悔他都沒辦法
[00:04:50.680 --> 00:04:54.680]  但是如果他肯
[00:04:54.680 --> 00:04:58.680]  來到耶穌面前他認他的罪
[00:04:58.680 --> 00:05:01.680]  他奉耶穌的名滾那個邪靈走
[00:05:01.680 --> 00:05:03.680]  他邪靈走
[00:05:03.680 --> 00:05:08.680]  胡美 周家里很多人都知道胡美演的戲
[00:05:08.680 --> 00:05:11.680]  人非常好 又很美
[00:05:11.680 --> 00:05:13.680]  她以前搞邪靈
[00:05:13.680 --> 00:05:16.680]  她跟邪靈很通
[00:05:16.680 --> 00:05:18.680]  她可以站在那裡
[00:05:18.680 --> 00:05:20.680]  如果胡美站在那裡
[00:05:20.680 --> 00:05:23.680]  她可以自動畫一畫你裡面想什麼她知道
[00:05:23.680 --> 00:05:25.680]  她可以邪靈這個程度
[00:05:26.680 --> 00:05:28.680]  但是她有沒有拜羅
[00:05:28.680 --> 00:05:30.680]  她沒有拜羅
[00:05:30.680 --> 00:05:33.680]  有一次她去廣州
[00:05:33.680 --> 00:05:35.680]  找她的邪靈師父
[00:05:35.680 --> 00:05:37.680]  有個師父教她
[00:05:37.680 --> 00:05:39.680]  回來之後
[00:05:39.680 --> 00:05:41.680]  忽然間
[00:05:41.680 --> 00:05:43.680]  她自己裡面有把聲音出來
[00:05:43.680 --> 00:05:45.680]  這把聲音不是她的聲音
[00:05:45.680 --> 00:05:47.680]  她都不知道是哪裡來的聲音
[00:05:47.680 --> 00:05:49.680]  她說很多謝你帶我下來
[00:05:49.680 --> 00:05:52.680]  我搞錯了 很多謝你帶她下來
[00:05:52.680 --> 00:05:56.680]  不知道為什麼她把一個邪靈帶到香港
[00:05:56.680 --> 00:05:58.680]  她開始覺得很害怕
[00:05:58.680 --> 00:06:00.680]  沒理由的 怎麼會這樣
[00:06:00.680 --> 00:06:03.680]  她再回去廣州找她的師父
[00:06:03.680 --> 00:06:05.680]  怎麼會這樣
[00:06:05.680 --> 00:06:07.680]  她師父不敢說
[00:06:07.680 --> 00:06:09.680]  又沒有跟她說
[00:06:09.680 --> 00:06:12.680]  她就發覺有點不妥
[00:06:12.680 --> 00:06:15.680]  她慢慢知道
[00:06:15.680 --> 00:06:17.680]  一個人
[00:06:17.680 --> 00:06:19.680]  當你被邪靈控制的時候
[00:06:21.680 --> 00:06:23.680]  前途可悲
[00:06:23.680 --> 00:06:27.680]  許牧師
[00:06:27.680 --> 00:06:29.680]  他在印尼的時候
[00:06:29.680 --> 00:06:31.680]  教會叫他去另外一個地方
[00:06:31.680 --> 00:06:33.680]  接收一個教會
[00:06:33.680 --> 00:06:35.680]  那個教會已經很久沒人在了
[00:06:35.680 --> 00:06:37.680]  很多印尼人住在裡面
[00:06:37.680 --> 00:06:41.680]  許牧師就跟那些印尼人說
[00:06:41.680 --> 00:06:43.680]  很對不起
[00:06:43.680 --> 00:06:45.680]  我們要收回這個教會
[00:06:45.680 --> 00:06:47.680]  所以都要把你們這裡搬走了
[00:06:47.680 --> 00:06:49.680]  你們不可以再住了 教會要收回
[00:06:49.680 --> 00:06:51.680]  以前沒有人打你們
[00:06:51.680 --> 00:06:53.680]  你們住沒有辦法
[00:06:53.680 --> 00:06:55.680]  現在我們要再一次開關
[00:06:55.680 --> 00:06:57.680]  要讓人聚會
[00:06:57.680 --> 00:06:59.680]  你們要走了
[00:06:59.680 --> 00:07:03.680]  那些印尼人就很恨他們
[00:07:03.680 --> 00:07:05.680]  我們住的挺好的
[00:07:05.680 --> 00:07:07.680]  你們這個牧師來搬我們走
[00:07:07.680 --> 00:07:09.680]  很恨他們
[00:07:09.680 --> 00:07:11.680]  他們就
[00:07:11.680 --> 00:07:13.680]  南洋那邊很流行下降頭
[00:07:13.680 --> 00:07:17.680]  下降頭 降這個牧師
[00:07:17.680 --> 00:07:19.680]  就把青蛙幫
[00:07:19.680 --> 00:07:21.680]  稻草人那些
[00:07:21.680 --> 00:07:23.680]  搬到牧場去
[00:07:23.680 --> 00:07:29.680]  但是過了六年
[00:07:29.680 --> 00:07:31.680]  牧師要調走
[00:07:31.680 --> 00:07:33.680]  執行的時候就剩下八個
[00:07:33.680 --> 00:07:35.680]  最後他降了六年
[00:07:35.680 --> 00:07:37.680]  沒有作用
[00:07:37.680 --> 00:07:39.680]  為什麼呢
[00:07:39.680 --> 00:07:41.680]  因為那些人的心靈
[00:07:41.680 --> 00:07:43.680]  如果我們心靈裡面
[00:07:43.680 --> 00:07:45.680]  有聖靈
