
[00:00:00.000 --> 00:00:06.720]  今日給我再次機會來到大家當中
[00:00:06.720 --> 00:00:13.000]  剛才開座會之前有個小插曲
[00:00:13.000 --> 00:00:17.200]  就是主席和這裏的目者和我商量
[00:00:17.200 --> 00:00:19.920]  他說我們就是客座講完
[00:00:19.920 --> 00:00:24.520]  可以選擇進來和施班一起進場
[00:00:24.520 --> 00:00:27.400]  還是坐在這裏就不用進場
[00:00:27.400 --> 00:00:32.680]  後來他們說你都不像外人
[00:00:32.680 --> 00:00:35.000]  不如當自己人一起進場
[00:00:35.000 --> 00:00:37.080]  所以我就選擇進場
[00:00:37.080 --> 00:00:38.920]  多謝大家的接納
[00:00:38.920 --> 00:00:41.200]  其實我都是外人
[00:00:41.200 --> 00:00:51.920]  我知道大家已經開始了普通話和粵語一齊崇拜
[00:00:51.920 --> 00:00:56.520]  有人提醒我上次或者我說不到時候太快
[00:00:56.520 --> 00:00:59.520]  令到翻譯不翻譯即時
[00:00:59.520 --> 00:01:04.680]  只是平衡地翻譯是相當困難的
[00:01:04.680 --> 00:01:07.920]  無論翻譯是聽還是翻譯是困難的
[00:01:07.920 --> 00:01:09.840]  首先請大家見諒
[00:01:09.840 --> 00:01:12.840]  我都希望提醒自己不要講得太快
[00:01:12.840 --> 00:01:17.720]  讓翻譯的人有足夠時間去做一個全譯
[00:01:17.720 --> 00:01:19.880]  歡迎普通話的弟兄姊妹
[00:01:19.880 --> 00:01:22.760]  雖然不是你習慣的語言
[00:01:22.760 --> 00:01:25.360]  都一齊崇拜我們非常欣賞的
[00:01:25.360 --> 00:01:30.560]  我們一直在看登山寶訓
[00:01:30.560 --> 00:01:35.760]  這一段是論奸淫
[00:01:35.760 --> 00:01:40.680]  雖然在經文篇幅上
[00:01:40.680 --> 00:01:45.480]  是四段講到登山寶訓第五章的經文當中
[00:01:45.480 --> 00:01:46.680]  是最短的一段
[00:01:46.680 --> 00:01:52.200]  但我估引伸出來的問題可能是最多的
[00:01:52.200 --> 00:01:55.520]  不單止在解經上有很多爭論的地方
[00:01:55.520 --> 00:02:02.720]  特別在應用方面是一個不容易和複雜的問題
[00:02:02.720 --> 00:02:06.880]  我今天只能集中講這段經文提到的事情
[00:02:06.880 --> 00:02:12.600]  跟大家講一下主耶穌在登山寶訓中給我的重要教導
[00:02:12.600 --> 00:02:20.280]  我經常在國內做一些科研工作
[00:02:20.280 --> 00:02:28.160]  當時我帶同神學生去國內做一些服事
[00:02:28.160 --> 00:02:31.600]  當時還有些兒童工作
[00:02:31.600 --> 00:02:38.840]  我請神學生分組去教導兒童
[00:02:38.840 --> 00:02:41.680]  我在主耶穌的崇拜中講道
[00:02:41.680 --> 00:02:47.680]  聽到神學生分享令我覺得很有意思
[00:02:47.680 --> 00:02:50.600]  我也想和大家分享一下
[00:02:50.600 --> 00:02:58.040]  教會有些人在鎮裏有些人來自農村聚會
[00:02:58.040 --> 00:03:04.640]  所以很多習慣我們從外面看是不太習慣的
[00:03:04.640 --> 00:03:09.400]  有些事情令我們匪夷所思
[00:03:09.400 --> 00:03:13.200]  不知道大家有沒有想過在崇拜時有人在剪指甲
[00:03:13.200 --> 00:03:15.800]  很特別的
[00:03:15.800 --> 00:03:24.000]  背景原因是他們在牆壁上貼了很多紙
[00:03:24.000 --> 00:03:26.320]  叫大家不要將垃圾扔在地上
[00:03:26.320 --> 00:03:28.200]  要保持教會清潔
[00:03:28.200 --> 00:03:30.920]  我們教會應該沒有了
[00:03:30.920 --> 00:03:33.160]  如果沒有這個需要就不用做了
[00:03:33.160 --> 00:03:36.120]  他們貼了很多這樣的紙
[00:03:36.120 --> 00:03:39.600]  包括了小朋友聚會的地方都貼了很多紙
[00:03:39.600 --> 00:03:42.920]  神學生在分享的時候跟我說
[00:03:42.920 --> 00:03:45.680]  他說有一件很有趣的事情要告訴你
[00:03:45.680 --> 00:03:49.640]  我見到一個小朋友將橙皮扔在地上
[00:03:49.640 --> 00:03:52.280]  我叫他看看那張紙上寫著
[00:03:52.280 --> 00:03:54.360]  不要弄髒不要將垃圾扔在地上
[00:03:54.360 --> 00:03:55.640]  叫他撿起來
[00:03:55.640 --> 00:03:57.840]  小朋友很乖地撿起來
[00:03:57.840 --> 00:03:59.200]  撿起來之後
[00:03:59.200 --> 00:04:04.160]  他在五樓在窗口扔了下去
[00:04:04.160 --> 00:04:06.480]  他的理解是不要扔在地上
[00:04:06.480 --> 00:04:07.320]  我不會扔在地上
[00:04:07.320 --> 00:04:10.240]  我扔在窗外沒有問題
[00:04:10.240 --> 00:04:15.200]  這個就是很天真的小朋友理解的要求
[00:04:15.200 --> 00:04:17.040]  有時候我想一想
[00:04:17.040 --> 00:04:21.840]  其實我們成年人也有很多這類
[00:04:21.840 --> 00:04:23.640]  但不是天真
[00:04:23.640 --> 00:04:26.560]  是出於我們可能很多的私慾
[00:04:26.560 --> 00:04:28.720]  而做出的一些決定
[00:04:28.720 --> 00:04:31.560]  就是說我做就做了
[00:04:31.560 --> 00:04:36.160]  但實際上真正有這個條例
[00:04:36.160 --> 00:04:38.120]  或者聖經的吩咐
[00:04:38.120 --> 00:04:42.080]  我沒有理會真正背後的原因
[00:04:42.080 --> 00:04:45.600]  沒有理會上帝的要求
[00:04:45.600 --> 00:04:48.880]  其實想我的生命是一個怎樣的生命
[00:04:48.880 --> 00:04:51.360]  我就是做了
[00:04:51.360 --> 00:04:54.680]  我想今天特別從耶穌講的經文
[00:04:54.680 --> 00:04:56.400]  《論奸人》這段經文
[00:04:56.400 --> 00:05:02.560]  和大家思想一下這方面的訊息
[00:05:02.560 --> 00:05:05.720]  經文剛才多謝主爺幫我們讀了出來
[00:05:05.720 --> 00:05:10.360]  就是《瑪利芬第五章》27到32節
[00:05:10.360 --> 00:05:12.840]  如果大家還記得我們上次已經提過
[00:05:12.840 --> 00:05:16.640]  《瑪利芬第五章》由上次一段
[00:05:16.640 --> 00:05:19.840]  如果還記得的話就是「欠債還錢」
[00:05:19.840 --> 00:05:23.440]  那段一路去到第五章的結束
[00:05:23.440 --> 00:05:26.440]  就是講到「論愛仇敵」
[00:05:26.440 --> 00:05:31.600]  這幾個大段落的經文裏面
[00:05:31.600 --> 00:05:35.840]  都有一個同樣的模式
[00:05:35.840 --> 00:05:39.160]  就是你聽到有這樣講
[00:05:39.160 --> 00:05:40.560]  我遲些會再解釋一下
[00:05:40.560 --> 00:05:44.200]  聽到有時是直接引用《舊約聖經》
[00:05:44.200 --> 00:05:45.280]  好像今天的經文那樣
[00:05:45.280 --> 00:05:48.240]  但有時是像上次那樣講
[00:05:48.240 --> 00:05:49.680]  是古人的話
[00:05:49.680 --> 00:05:53.840]  甚至是當時的拉比加了一些解釋
[00:05:53.840 --> 00:05:55.000]  一些說話
[00:05:55.000 --> 00:05:56.360]  我去到《論愛仇敵》的時候
[00:05:56.360 --> 00:05:58.120]  你見到這樣的情況
[00:05:58.120 --> 00:06:01.280]  無論如何你聽到有這樣的
[00:06:01.280 --> 00:06:03.840]  他們一直在進行律法的吩咐
[00:06:03.840 --> 00:06:05.080]  但主耶穌說
[00:06:05.080 --> 00:06:09.360]  只是我告訴你們一個非常權威的角色
[00:06:09.360 --> 00:06:11.360]  祂說我帶給你們聽
[00:06:11.360 --> 00:06:14.680]  除了有些他們誤解了的律法
[00:06:14.680 --> 00:06:15.720]  例如《論愛仇敵》
[00:06:15.720 --> 00:06:16.760]  我遲些會講
[00:06:16.760 --> 00:06:18.240]  就是他們誤解了的律法
[00:06:18.240 --> 00:06:19.960]  而需要更正了之外
[00:06:19.960 --> 00:06:21.360]  但大部份就是
[00:06:21.360 --> 00:06:24.240]  主耶穌好像在登山補訓前面
[00:06:24.240 --> 00:06:25.760]  我引言的部份講
[00:06:25.760 --> 00:06:28.080]  祂不是要廢掉律法
[00:06:28.080 --> 00:06:29.760]  祂要承傳
[00:06:29.760 --> 00:06:34.440]  祂要將律法本身真正的正義
[00:06:34.440 --> 00:06:36.280]  要講得清楚
[00:06:36.280 --> 00:06:39.040]  即是如果用神學的角度講
[00:06:39.040 --> 00:06:41.800]  神的啟示是漸進的
[00:06:41.800 --> 00:06:44.480]  由一個開始的時間
[00:06:44.480 --> 00:06:46.480]  給一些所謂的Do's and Don'ts
[00:06:46.480 --> 00:06:47.880]  做得或不做得
[00:06:47.880 --> 00:06:50.600]  然後慢慢引伸到更好的
[00:06:50.600 --> 00:06:52.280]  不單止外面的行為
[00:06:52.280 --> 00:06:54.720]  在內心的世界
[00:06:54.720 --> 00:06:59.520]  這個類似我們和小朋友講
[00:06:59.520 --> 00:07:02.040]  你不要進廚房
[00:07:02.040 --> 00:07:04.520]  不要點火
[00:07:04.520 --> 00:07:05.680]  如果他三、四歲的時候
[00:07:05.680 --> 00:07:07.320]  我們會這樣和他講
[00:07:07.320 --> 00:07:08.840]  但如果到了三、四十歲
[00:07:08.840 --> 00:07:09.640]  仍然是這樣的話
[00:07:09.640 --> 00:07:11.000]  就很大問題了
[00:07:11.000 --> 00:07:12.640]  他從來不點火的
[00:07:12.640 --> 00:07:14.640]  你覺得他很有問題
[00:07:14.640 --> 00:07:17.240]  三、四歲沒有點火的意思是
[00:07:17.240 --> 00:07:18.920]  叫他小心
[00:07:18.920 --> 00:07:20.480]  到了三、四十歲
[00:07:20.480 --> 00:07:21.920]  叫他小心用火
[00:07:21.920 --> 00:07:25.240]  這個正義都不會改變的
[00:07:25.240 --> 00:07:26.240]  你明白嗎?
[00:07:26.240 --> 00:07:27.440]  在舊約的時間
[00:07:27.440 --> 00:07:28.440]  用保羅的說話
[00:07:28.440 --> 00:07:30.600]  就好像一個啟蒙的師父
[00:07:30.600 --> 00:07:34.560]  一邊引導你如何明白神的心意
[00:07:34.560 --> 00:07:37.080]  到主耶穌的最大啟示
[00:07:37.080 --> 00:07:40.080]  將正義講得更加清楚
[00:07:40.080 --> 00:07:41.360]  整個第五章
[00:07:41.360 --> 00:07:44.600]  由上次的經文一直到結束的時間
[00:07:44.600 --> 00:07:46.600]  都是用這個模式去講的
[00:07:46.600 --> 00:07:48.600]  這次我們看
[00:07:48.600 --> 00:07:52.120]  第27節和31節
[00:07:52.120 --> 00:07:53.680]  那兩段的經文
[00:07:53.680 --> 00:07:55.520]  就是講到婚姻
[00:07:55.520 --> 00:07:57.040]  講到奸淫的事有關
