
[00:00:00.000 --> 00:00:06.000]  大英姐妹,早晨,復活節快樂
[00:00:06.000 --> 00:00:12.000]  復活節可以說是我們整個基督教信仰的最重要的節旗
[00:00:12.000 --> 00:00:18.000]  因為紀念耶穌基督,完全戰勝人的罪惡、死亡
[00:00:18.000 --> 00:00:21.000]  給我們有永生的盼望
[00:00:21.000 --> 00:00:27.000]  今天我選取的經文,並不是直接與復活節有關係
[00:00:27.000 --> 00:00:30.000]  而且題目似乎是比較嚇人的
[00:00:30.000 --> 00:00:33.000]  「喜來醫治者城市」
[00:00:33.000 --> 00:00:37.000]  實際上好像一個很大的題目
[00:00:37.000 --> 00:00:43.000]  很容易變成了純粹的口號的一個訊息
[00:00:43.000 --> 00:00:47.000]  但是我很想從今天在歷史裡面,在聖經裡面
[00:00:47.000 --> 00:00:52.000]  真的發生了可以因著上帝的說話
[00:00:52.000 --> 00:00:57.000]  而整個城市被醫治的一個記載和大家分享
[00:00:57.000 --> 00:01:00.000]  我很盼望在我有生之年
[00:01:00.000 --> 00:01:03.000]  能夠看到發生在若拿書的復興
[00:01:03.000 --> 00:01:06.000]  同樣發生在香港這個城市
[00:01:06.000 --> 00:01:12.000]  首先我想在這裡代表波魯神學院向大家來問安
[00:01:12.000 --> 00:01:16.000]  主要是過去這幾年,在神經病之下,我們搬到美孚新村
[00:01:16.000 --> 00:01:20.000]  特別是這段時間,如果我們不是搬到美孚新村
[00:01:20.000 --> 00:01:22.000]  相信我們面對的困難會更大
[00:01:22.000 --> 00:01:25.000]  感謝主,也感謝趁這個機會
[00:01:25.000 --> 00:01:28.000]  感謝港福堂林牧師的帶領之下
[00:01:28.000 --> 00:01:32.000]  有同工執事,鼎姊妹對我們關心
[00:01:32.000 --> 00:01:35.000]  給我們很大的支持,我們實在非常感激
[00:01:35.000 --> 00:01:38.000]  也感謝港福堂給我們機會
[00:01:38.000 --> 00:01:43.000]  逢星期三晚在這裡,我們有神學院的課程舉行
[00:01:43.000 --> 00:01:47.000]  給我們一個更方便的地方進行神學教育
[00:01:47.000 --> 00:01:51.000]  我也接近退休的時間
[00:01:51.000 --> 00:01:54.000]  不過我想繼續強調
[00:01:54.000 --> 00:01:59.000]  神學教育是教會一個很核心的事工
[00:01:59.000 --> 00:02:04.000]  如果神學院不能夠迎接這個時代的挑戰
[00:02:04.000 --> 00:02:07.000]  我估計教會也會受到虧損
[00:02:07.000 --> 00:02:12.000]  所以多謝大家能夠在這方面對神學院的支持
[00:02:12.000 --> 00:02:15.000]  在這裡也趁這個機會多謝大家
[00:02:15.000 --> 00:02:20.000]  因為女兒在泰國,她老要做手術
[00:02:20.000 --> 00:02:22.000]  所以我們去那邊
[00:02:22.000 --> 00:02:25.000]  我女兒有六個子女,這六個我們有孫子
[00:02:25.000 --> 00:02:28.000]  多謝大家過往為我們家庭祈禱
[00:02:28.000 --> 00:02:32.000]  我相信很多人都紀念大約兩年之前
[00:02:32.000 --> 00:02:34.000]  我的孫子叫Mukki
[00:02:34.000 --> 00:02:37.000]  他也有一個比較嚴重的癌症
[00:02:37.000 --> 00:02:39.000]  這次我看到的時候,特意拍了一張照片
[00:02:39.000 --> 00:02:41.000]  你看到他可以打球了
[00:02:41.000 --> 00:02:43.000]  他也是很正常的生活
[00:02:43.000 --> 00:02:46.000]  但是有很大的恩典、醫治在他身上
[00:02:46.000 --> 00:02:50.000]  多謝大家的紀念和關心我們家人
[00:02:50.000 --> 00:02:52.000]  特別為我們祈禱
[00:02:52.000 --> 00:02:55.000]  今天我再回到約拿書這段聖經
[00:02:55.000 --> 00:02:59.000]  我相信大家弟兄姊妹對約拿書一點都不陌生
[00:02:59.000 --> 00:03:02.000]  甚至小朋友我們開教會
[00:03:02.000 --> 00:03:07.000]  很容易聽到一條大魚將約拿吞在肚子裡的神奇經歷
[00:03:07.000 --> 00:03:12.000]  但我很想今天和大家分享約拿書一個字
[00:03:12.000 --> 00:03:16.000]  在約拿書的第一章開始的時間
[00:03:16.000 --> 00:03:18.000]  第一、第二節這樣說
[00:03:18.000 --> 00:03:21.000]  他說:耶穆華記說臨到阿米太的兒子約拿
[00:03:21.000 --> 00:03:27.000]  說:起來,到里里尾大城去,向其中的居民宣告
[00:03:27.000 --> 00:03:31.000]  因為他們的惡已達到我面前
[00:03:31.000 --> 00:03:34.000]  我想和大家分享一個字就是這個惡這個字
[00:03:34.000 --> 00:03:38.000]  我平時在主要崇拜都很少提到元文的東西
[00:03:38.000 --> 00:03:43.000]  但我今天覺得因為只是分享這個字所以必須不一定要說了
[00:03:43.000 --> 00:03:47.000]  起伯來文,原文這個「惡」這個字
[00:03:47.000 --> 00:03:51.000]  在約拿書裡面可以說是貫穿了整本的書
[00:03:51.000 --> 00:03:53.000]  一會我會再指出
[00:03:53.000 --> 00:03:57.000]  全本書四章聖經
[00:03:57.000 --> 00:04:01.000]  「惡」這個字在原本文字裡面出現過九次
[00:04:01.000 --> 00:04:05.000]  你看到這個字是挺頻密的
[00:04:05.000 --> 00:04:07.000]  但我想大家留意一下這段經文說
[00:04:07.000 --> 00:04:09.000]  一開始這本書是怎麼來的呢
[00:04:09.000 --> 00:04:12.000]  就是神的說話臨到先知
[00:04:12.000 --> 00:04:14.000]  差不多所有先知書都這樣開始的
[00:04:14.000 --> 00:04:16.000]  上帝的說話臨到先知
[00:04:16.000 --> 00:04:21.000]  每一卷書,每一個臨到先知的說話都有點不同的
[00:04:21.000 --> 00:04:26.000]  在約拿的身上,大約在公元前七百多年前的一位先知
[00:04:26.000 --> 00:04:31.000]  大家知道以色列各分在北面的叫以色列,南面叫尤達
[00:04:31.000 --> 00:04:33.000]  他是北面一個先知
[00:04:33.000 --> 00:04:37.000]  根據列王記上的經文,我們大概認識約拿的背景
[00:04:37.000 --> 00:04:41.000]  而當時在中東有一個大國興起
[00:04:41.000 --> 00:04:43.000]  他未是最強盛,不過慢慢興起
[00:04:43.000 --> 00:04:45.000]  這個就是亞述國
[00:04:45.000 --> 00:04:49.000]  後來真的將北角的以色列滅了的亞述國
[00:04:49.000 --> 00:04:51.000]  他的首都叫利利未成
[00:04:51.000 --> 00:05:01.000]  約拿被吩咐起來到將會滅以色列國的利利未成裡面
[00:05:01.000 --> 00:05:05.000]  去宣講上帝赦罪的信息
[00:05:05.000 --> 00:05:09.000]  這個赦罪的信息,在約拿書中說
[00:05:09.000 --> 00:05:13.000]  因為他們惡到達我面前
[00:05:13.000 --> 00:05:21.000]  惡這個字,大家知道沒有一個文字可以和另一個文字完全一樣的
[00:05:21.000 --> 00:05:27.000]  所以翻譯這字的時間可能在原本文字裡面用同一個字
[00:05:27.000 --> 00:05:29.000]  惡,羅,阿這個字
[00:05:29.000 --> 00:05:31.000]  不過當翻譯成英文中文的時間
[00:05:31.000 --> 00:05:35.000]  由於上文下理和我們用的字眼的緣故
[00:05:35.000 --> 00:05:37.000]  會翻譯成不同的字
[00:05:37.000 --> 00:05:41.000]  譬如,惡這個字在約拿書的第一章出現過
[00:05:41.000 --> 00:05:43.000]  除了第一章的第二節之外
[00:05:43.000 --> 00:05:47.000]  在第七節和第八節
[00:05:47.000 --> 00:05:49.000]  是翻譯成災難
[00:05:49.000 --> 00:05:55.000]  當大水來差不多將這個船吞噬的時間
[00:05:55.000 --> 00:05:57.000]  那個災難,大風的災難
[00:05:57.000 --> 00:06:01.000]  但其實原本文字,中文的災難這個字
[00:06:01.000 --> 00:06:03.000]  在希伯利文也是惡劃這個字
[00:06:03.000 --> 00:06:07.000]  在四章第二節同樣出現
[00:06:07.000 --> 00:06:09.000]  剛才提過,傳本書總共有九次
[00:06:09.000 --> 00:06:13.000]  我說我想和大家看看這九次的經文
[00:06:13.000 --> 00:06:19.000]  但是開始第一章開宗明義
[00:06:19.000 --> 00:06:23.000]  約拿書,或者約拿的使命
[00:06:23.000 --> 00:06:29.000]  就是要解決歷歷未成的惡
[00:06:29.000 --> 00:06:31.000]  我是讀系統神學的人
[00:06:31.000 --> 00:06:35.000]  我寫了兩三本關於系統神學的書
[00:06:35.000 --> 00:06:37.000]  其中一本叫《舊恩論》
[00:06:37.000 --> 00:06:39.000]  當我寫這本書的時候
[00:06:39.000 --> 00:06:43.000]  我第一個章寫什麼呢?
[00:06:43.000 --> 00:06:51.000]  對我來說好像是一個很不應該寫的題目
[00:06:51.000 --> 00:06:53.000]  第一章寫什麼呢?
[00:06:53.000 --> 00:06:57.000]  什麼叫舊恩
[00:06:57.000 --> 00:07:01.000]  其他宗教和哲學的存在最大的分別就是
[00:07:01.000 --> 00:07:03.000]  哲學是不講舊恩的
[00:07:03.000 --> 00:07:05.000]  宗教一定要講舊恩的
[00:07:05.000 --> 00:07:09.000]  如何將人類的苦難解決
[00:07:09.000 --> 00:07:11.000]  宗教一定要講舊恩的
[00:07:11.000 --> 00:07:15.000]  但我更加奇怪的地方就是
[00:07:15.000 --> 00:07:17.000]  在宗教基督教裡面
[00:07:17.000 --> 00:07:19.000]  當我們講舊恩的時候
[00:07:19.000 --> 00:07:23.000]  我們列出了近代在神學上面
[00:07:23.000 --> 00:07:29.000]  最低限度六個不同的方法去解釋舊恩
[00:07:29.000 --> 00:07:31.000]  這個可能對很多信徒來說很詫異
[00:07:31.000 --> 00:07:33.000]  如果你覺得詫異,我感謝主
[00:07:33.000 --> 00:07:39.000]  因為可能我們都延在一個比較方派的信仰的環境裡成長
[00:07:39.000 --> 00:07:41.000]  但如果你放眼看外面
[00:07:41.000 --> 00:07:43.000]  你放眼看一些神學的書籍
[00:07:43.000 --> 00:07:45.000]  原來講舊恩有不同的角度
[00:07:45.000 --> 00:07:49.000]  甚至有些舊恩變成了社會福音
[00:07:49.000 --> 00:07:55.000]  變成了解決人類今生今時所面對的困難
[00:07:55.000 --> 00:07:59.000]  但是約拿書裡面給我們的信息
[00:07:59.000 --> 00:08:03.000]  上帝要約拿興起上帝的僕人
[00:08:03.000 --> 00:08:05.000]  一個所謂神職人員
[00:08:05.000 --> 00:08:09.000]  他要做的工作就是去到這個大城市裡面
