
[00:00:00.000 --> 00:00:04.820]  我們再次同心祈禱
[00:00:04.820 --> 00:00:06.320]  我們再次仰望主
[00:00:06.320 --> 00:00:07.800]  天上的主
[00:00:07.800 --> 00:00:09.920]  滿有能力
[00:00:09.920 --> 00:00:11.720]  滿有慈愛的上帝
[00:00:11.720 --> 00:00:14.980]  主祢坐在高天之上
[00:00:14.980 --> 00:00:20.240]  但祢卻與謙卑的人同居同在
[00:00:20.240 --> 00:00:23.020]  主我們到祢的面前
[00:00:23.020 --> 00:00:26.600]  我們承認我們有的各種的限制
[00:00:26.600 --> 00:00:27.720]  各種的軟弱
[00:00:27.720 --> 00:00:30.640]  但主我們感謝祢
[00:00:30.640 --> 00:00:34.080]  因為祢永永遠遠是我們的依靠
[00:00:34.080 --> 00:00:35.600]  是我們的力量
[00:00:35.600 --> 00:00:38.680]  主我們到祢的面前敬拜祢
[00:00:38.680 --> 00:00:40.200]  為祢的能力
[00:00:40.200 --> 00:00:41.720]  為祢的慈愛
[00:00:41.720 --> 00:00:42.960]  我們感謝祢
[00:00:42.960 --> 00:00:47.560]  我們都在祢面前獻上心中的一份信心
[00:00:47.560 --> 00:00:49.200]  主我們知道
[00:00:49.200 --> 00:00:51.680]  我們可以在祢裡面剛強
[00:00:51.680 --> 00:00:54.960]  我們可以靠著祢能夠堅定
[00:00:54.960 --> 00:00:57.400]  人處如今我們到祢的面前來
[00:00:57.400 --> 00:00:58.720]  我們仰望主自己
[00:00:58.720 --> 00:00:59.800]  藉著祢的說話
[00:00:59.800 --> 00:01:01.760]  藉著祢寶貴的聖靈
[00:01:01.760 --> 00:01:04.560]  堅固我們跟隨祢的心
[00:01:04.560 --> 00:01:07.320]  也讓我們在祢的話語當中
[00:01:07.320 --> 00:01:09.520]  領受生命的亮光
[00:01:09.520 --> 00:01:13.880]  更加知道行在祢自己光明的路上
[00:01:13.880 --> 00:01:14.960]  天父施恩
[00:01:14.960 --> 00:01:16.440]  與我們同在
[00:01:16.440 --> 00:01:17.880]  帶領我們
[00:01:17.880 --> 00:01:19.160]  我們仰望祈禱
[00:01:19.160 --> 00:01:20.200]  奉耶穌基督
[00:01:20.200 --> 00:01:21.480]  聖名祈求
[00:01:21.480 --> 00:01:22.920]  阿們
[00:01:23.920 --> 00:01:25.480]  各位聽眾
[00:01:25.480 --> 00:01:29.040]  我們今天會繼續思想回馬拉基書的經文
[00:01:29.040 --> 00:01:30.640]  思想到聖經提醒我們
[00:01:30.640 --> 00:01:34.160]  如何轉向耶和華
[00:01:34.160 --> 00:01:35.440]  當我想到轉向的時候
[00:01:35.440 --> 00:01:40.160]  我就很快地想起聖經裡面在新約的時候
[00:01:40.160 --> 00:01:43.040]  主耶穌常常來呼籲人
[00:01:43.040 --> 00:01:45.800]  祂說:來到我這裡來
[00:01:45.800 --> 00:01:49.000]  口渴的人可以到我這裡來
[00:01:49.000 --> 00:01:53.480]  我就可以叫你們得到飽足
[00:01:53.480 --> 00:01:56.720]  主常常都呼籲人到祂那裡
[00:01:56.720 --> 00:01:59.680]  以致他們可以得到飽足
[00:01:59.680 --> 00:02:02.680]  到了聖經的最後啟示錄的時候
[00:02:02.680 --> 00:02:05.800]  上帝建立新天新地
[00:02:05.800 --> 00:02:09.000]  然後祂再一次清楚地告訴我們
[00:02:09.000 --> 00:02:11.720]  祂說:我要將生命泉的水
[00:02:11.720 --> 00:02:17.120]  百百次給那些口渴的人喝
[00:02:17.120 --> 00:02:18.960]  只要你願意承認
[00:02:18.960 --> 00:02:20.960]  你口渴
[00:02:20.960 --> 00:02:24.160]  你又願意將其他的追求放下
[00:02:24.160 --> 00:02:27.080]  不會以其他的追求代替了主
[00:02:27.080 --> 00:02:29.920]  你去到主的前面
[00:02:29.920 --> 00:02:33.480]  聖經就說:神要百百地將祂的泉水
[00:02:33.480 --> 00:02:36.840]  生命的泉水賜給我們
[00:02:36.840 --> 00:02:38.840]  這個正是神給我們的應許
[00:02:38.840 --> 00:02:40.880]  哪一個轉向祂
[00:02:40.880 --> 00:02:43.680]  祂就轉向我們
[00:02:43.680 --> 00:02:45.640]  聖經來到馬拉基書的時候
[00:02:45.640 --> 00:02:48.000]  聖經就不斷說一件事情
[00:02:48.000 --> 00:02:50.200]  就是有些時候我們可能不知不覺
[00:02:50.200 --> 00:02:52.520]  心轉向了其他
[00:02:52.520 --> 00:02:54.360]  轉離開神
[00:02:54.360 --> 00:02:56.360]  但是神就不斷呼籲我們
[00:02:56.360 --> 00:02:59.280]  你轉向上帝
