
[00:00:00.000 --> 00:00:05.000]  各位大兄姐妹 各位朋友 你們好
[00:00:05.000 --> 00:00:08.000]  歡迎大家參加我們三環市報道會
[00:00:08.000 --> 00:00:10.000]  網上午堂崇拜
[00:00:10.000 --> 00:00:13.000]  我們今天繼續思想約翰福音的訊息
[00:00:13.000 --> 00:00:16.000]  我們來到約翰福音第三章
[00:00:16.000 --> 00:00:18.000]  十六節至二十一節
[00:00:18.000 --> 00:00:21.000]  題目叫做神愛世人
[00:00:21.000 --> 00:00:23.000]  在思想這段聖經之前
[00:00:23.000 --> 00:00:26.000]  請你吐心底下或吐禱告
[00:00:26.000 --> 00:00:29.000]  慈悲也有千苦 我們滿心感謝你
[00:00:29.000 --> 00:00:34.000]  因為你愛世人 將你的獨生子賜給我們
[00:00:34.000 --> 00:00:38.000]  要一切順他的 不致滅亡 反得永生
[00:00:38.000 --> 00:00:40.000]  我們感謝你
[00:00:40.000 --> 00:00:43.000]  求你讓我們明白你的大愛
[00:00:43.000 --> 00:00:46.000]  要知道如何去跟隨你
[00:00:46.000 --> 00:00:50.000]  世界上還有很多人未曾認識你
[00:00:50.000 --> 00:00:53.000]  未經歷過你自己的大愛
[00:00:53.000 --> 00:00:57.000]  求你幫助我們能夠將福音傳開
[00:00:57.000 --> 00:00:59.000]  與我們同在
[00:00:59.000 --> 00:01:02.000]  我們今天禱告 耶穌基督明教 阿們
[00:01:02.000 --> 00:01:06.000]  林子祥在《最愛》這齣戲裡
[00:01:06.000 --> 00:01:09.000]  出了一首主題曲 叫《最愛事實》
[00:01:09.000 --> 00:01:11.000]  歌詞是這麼說的
[00:01:11.000 --> 00:01:16.000]  在世間尋覓愛侶 尋獲了淡求共追
[00:01:16.000 --> 00:01:20.000]  然而共此半生都過去 我偏偏又後悔
[00:01:20.000 --> 00:01:23.000]  為何你是了 但願再相隨
[00:01:23.000 --> 00:01:27.000]  為何能共追 又平淡處水
[00:01:27.000 --> 00:01:32.000]  問如何去 為何猜不渠 何謂愛
[00:01:32.000 --> 00:01:35.000]  其實最愛只有信
[00:01:35.000 --> 00:01:39.000]  這首歌反映了今天世代的人對愛的看法
[00:01:39.000 --> 00:01:41.000]  對身因的質疑
[00:01:41.000 --> 00:01:43.000]  他們以為愛就像發燒一樣
[00:01:43.000 --> 00:01:46.000]  是有大量的激情在裡面
[00:01:46.000 --> 00:01:48.000]  眼淚老夫老妻可能已經忘記了
[00:01:48.000 --> 00:01:52.000]  牽手的那種感受和激情
[00:01:52.000 --> 00:01:54.000]  愛是愛到發燒
[00:01:54.000 --> 00:01:56.000]  當然是求共追
[00:01:56.000 --> 00:02:00.000]  半生過去就發過平淡處水
[00:02:00.000 --> 00:02:04.000]  那種激情 那種發燒已經浪費了
[00:02:04.000 --> 00:02:08.000]  但如此 昔日看來瀟灑浮放
[00:02:08.000 --> 00:02:11.000]  今日卻是鼎心鼎肺
[00:02:11.000 --> 00:02:14.000]  昔日以為是口若鉛河 夠口才
[00:02:14.000 --> 00:02:17.000]  今日以為他是囉囉嗦嗦
[00:02:17.000 --> 00:02:19.000]  昔日了了身材
[00:02:19.000 --> 00:02:22.000]  今日生了兩個BB 驟然多了十幾磅肉
[00:02:22.000 --> 00:02:25.000]  一切都好像平淡處水
[00:02:25.000 --> 00:02:27.000]  難怪偏偏後悔
[00:02:27.000 --> 00:02:30.000]  難怪有七年滋養婚外情
