
[00:00:00.000 --> 00:00:05.000]  人神之際2
[00:00:05.000 --> 00:00:09.000]  打開你自己的話語的時候
[00:00:09.000 --> 00:00:13.000]  充分的看見你要啟示我們知道的真理
[00:00:13.000 --> 00:00:15.000]  我們主我們的神話仍然承認
[00:00:15.000 --> 00:00:18.000]  在歷代裡對你自己的話語特別
[00:00:18.000 --> 00:00:21.000]  很多的教義上的解釋都有不同
[00:00:21.000 --> 00:00:24.000]  求你幫助我們今晚有個清晰的頭腦
[00:00:24.000 --> 00:00:26.000]  也有開放的態度
[00:00:26.000 --> 00:00:31.000]  也有謙卑的心在你面前靜候你自己的引導
[00:00:31.000 --> 00:00:34.000]  我們仍然祈求親愛的聖靈
[00:00:34.000 --> 00:00:37.000]  引導我們進入屬於你自己的真理
[00:00:37.000 --> 00:00:39.000]  奉耶穌的名祈禱
[00:00:39.000 --> 00:00:43.000]  首先和大家思想關於
[00:00:43.000 --> 00:00:46.000]  人作為神的形象的問題
[00:00:46.000 --> 00:00:48.000]  Immaculate在拉丁文裡
[00:00:48.000 --> 00:00:52.000]  在希臘文裡就是Icon
[00:00:52.000 --> 00:00:54.000]  Icon
[00:00:54.000 --> 00:00:55.000]  Image of God
[00:00:55.000 --> 00:00:56.000]  神的形象
[00:00:56.000 --> 00:00:59.000]  其實在聖經裡出現這句經文的次數都不多
[00:00:59.000 --> 00:01:03.000]  不過當然落在一些很重要的位置上
[00:01:03.000 --> 00:01:05.000]  因為我們歷代裡所了解的
[00:01:05.000 --> 00:01:07.000]  人之所以和其他萬物不同
[00:01:07.000 --> 00:01:11.000]  是因為神是按照他自己的形象做人的
[00:01:11.000 --> 00:01:14.000]  所以人是超越其他萬物以上的
[00:01:14.000 --> 00:01:17.000]  我想教義一直都告訴我們這樣
[00:01:17.000 --> 00:01:20.000]  但是我們可能一直以來都沒有詳細想
[00:01:20.000 --> 00:01:22.000]  究竟所謂神的形象是像什麼
[00:01:22.000 --> 00:01:26.000]  究竟人有些什麼
[00:01:26.000 --> 00:01:29.000]  以至在神學在聖經的角度來說
[00:01:29.000 --> 00:01:31.000]  人是和所有萬物都不同
[00:01:31.000 --> 00:01:33.000]  或者是所有萬物以上的地方
[00:01:33.000 --> 00:01:36.000]  如果我們回歸歷代的神學家
[00:01:36.000 --> 00:01:38.000]  講這個問題都很複雜
[00:01:38.000 --> 00:01:41.000]  過去二千年裡的看法很多很不同
[00:01:41.000 --> 00:01:45.000]  互相很多時候是你反對我
[00:01:45.000 --> 00:01:46.000]  我反對你
[00:01:46.000 --> 00:01:49.000]  今天我嘗試和大家做這個歷史
[00:01:49.000 --> 00:01:51.000]  每一個神學家的研究功夫
[00:01:51.000 --> 00:01:54.000]  我和大家做一個綜合給大家看看
[00:01:54.000 --> 00:01:56.000]  再加上我自己系統的分析
[00:01:56.000 --> 00:02:00.000]  然後我希望可以稍微澄清這個神的形象
[00:02:00.000 --> 00:02:02.000]  究竟是等於什麼
[00:02:02.000 --> 00:02:03.000]  這個問題
[00:02:03.000 --> 00:02:06.000]  首先要問這個問題
[00:02:06.000 --> 00:02:08.000]  困難的起始在哪裡
[00:02:08.000 --> 00:02:10.000]  就是人的墮落
[00:02:10.000 --> 00:02:12.000]  第一點就是我們說
[00:02:12.000 --> 00:02:14.000]  聖經很清楚肯定
[00:02:14.000 --> 00:02:16.000]  人是按照神的形象而被造
[00:02:16.000 --> 00:02:17.000]  這個不用說了
[00:02:17.000 --> 00:02:19.000]  我不需要和大家慢慢查
[00:02:19.000 --> 00:02:20.000]  創世記第一章26-27節
[00:02:20.000 --> 00:02:22.000]  大家都會背的
[00:02:22.000 --> 00:02:24.000]  我相信我們中間全部都是基督徒
[00:02:24.000 --> 00:02:25.000]  你們很熟悉的會背這個
[00:02:25.000 --> 00:02:26.000]  神說我要按照我的形象
[00:02:26.000 --> 00:02:27.000]  按照我的形象去做人
[00:02:27.000 --> 00:02:28.000]  於是他就做男做女
[00:02:28.000 --> 00:02:30.000]  分派他們生養眾多
[00:02:30.000 --> 00:02:31.000]  遍佈傳奇
[00:02:31.000 --> 00:02:33.000]  和以看守管理所創造的世界
[00:02:33.000 --> 00:02:35.000]  大家都很熟悉這節的聖經
[00:02:35.000 --> 00:02:40.000]  但是人是按照神的形象做的時候
[00:02:40.000 --> 00:02:43.000]  這句話引申的意義就複雜了
[00:02:43.000 --> 00:02:45.000]  因為引申的意義就是
[00:02:45.000 --> 00:02:47.000]  因為神按照形象做人
[00:02:47.000 --> 00:02:49.000]  沒有按照形象做其他東西
[00:02:49.000 --> 00:02:52.000]  所以人和其他萬物就不同
[00:02:52.000 --> 00:02:54.000]  一定多多少少和神的形象
[00:02:54.000 --> 00:02:56.000]  這個觀念有關
[00:02:56.000 --> 00:02:58.000]  如果我們查案就查
[00:02:58.000 --> 00:03:00.000]  當然有些關係
[00:03:00.000 --> 00:03:01.000]  不然神不會這樣說
[00:03:01.000 --> 00:03:02.000]  不會這樣看
[00:03:02.000 --> 00:03:07.000]  也就是人之所以能夠有獨特尊嚴的根據的地方
[00:03:07.000 --> 00:03:09.000]  這是第一點
[00:03:09.000 --> 00:03:12.000]  究竟是什麼令人有尊嚴呢
[00:03:12.000 --> 00:03:13.000]  我們再討論
[00:03:13.000 --> 00:03:16.000]  第二個問題就更大
[00:03:16.000 --> 00:03:19.000]  人一到創世記第二章
[00:03:19.000 --> 00:03:22.000]  立刻看到第二章第三章就墮落
[00:03:22.000 --> 00:03:24.000]  一墮落的時候
[00:03:24.000 --> 00:03:28.000]  究竟神的形象有沒有因此而受到虧損呢
