
[00:00:00.000 --> 00:00:05.400]  各位弟兄姊妹各位朋友你們好
[00:00:05.400 --> 00:00:08.080]  歡迎大家參加我們三藩市播道會
[00:00:08.080 --> 00:00:10.080]  網上的五堂崇拜
[00:00:10.080 --> 00:00:13.520]  今天我們繼續思想約翰福音的訊息
[00:00:13.520 --> 00:00:16.240]  我們來到約翰福音第十八章
[00:00:16.240 --> 00:00:18.240]  十二節至十四節
[00:00:18.240 --> 00:00:20.240]  十九節至二十四節
[00:00:20.240 --> 00:00:22.240]  二十八節至四十節
[00:00:22.240 --> 00:00:25.240]  題目叫做「人啊人」
[00:00:25.240 --> 00:00:28.000]  未開始思想這段聖經之前
[00:00:28.000 --> 00:00:29.760]  請我們同心一同禱告
[00:00:29.760 --> 00:00:31.760]  慈悲人啊天父
[00:00:31.760 --> 00:00:33.760]  我們多謝你
[00:00:33.760 --> 00:00:35.760]  雖然世界凹凹亂亂
[00:00:35.760 --> 00:00:37.760]  你爭我奪
[00:00:37.760 --> 00:00:45.200]  有很多人在驚慌恐懼戰爭殘殺當中
[00:00:45.200 --> 00:00:47.200]  求你憐憫這個世界
[00:00:47.200 --> 00:00:52.400]  我們知道唯有在你裏面才有平安
[00:00:52.400 --> 00:00:54.400]  因為你答應過我
[00:00:54.400 --> 00:00:56.400]  你們在世上是有苦難
[00:00:56.400 --> 00:00:58.400]  但在你裏面有平安
[00:00:58.400 --> 00:01:00.400]  你答應我們
[00:01:00.400 --> 00:01:02.400]  凡無苦擔重擔
[00:01:02.400 --> 00:01:04.400]  可以到你那裏來
[00:01:04.400 --> 00:01:06.400]  你一定給我們得到安息
[00:01:06.400 --> 00:01:08.400]  求你幫助我們
[00:01:08.400 --> 00:01:10.400]  藉著你的話語
[00:01:10.400 --> 00:01:12.400]  去安慰全面獨佔我們
[00:01:12.400 --> 00:01:14.400]  祈禱奉耶穌基督名求
[00:01:14.400 --> 00:01:16.400]  阿們
[00:01:16.400 --> 00:01:18.400]  如果大家有機會
[00:01:18.400 --> 00:01:20.400]  去紐約聯合國大廈參觀
[00:01:20.400 --> 00:01:22.400]  你會發覺有一個石板
[00:01:22.400 --> 00:01:24.400]  刻著聯合國的宣言
[00:01:24.400 --> 00:01:26.400]  是這樣的
[00:01:26.400 --> 00:01:28.400]  把刀槍改裝為泥鏟
[00:01:28.400 --> 00:01:30.400]  把矛槍化為鐮刀
[00:01:30.400 --> 00:01:32.400]  萬國不再相爭
[00:01:32.400 --> 00:01:34.400]  戰爭與世界絕緣
[00:01:34.400 --> 00:01:36.400]  原來這段說話
[00:01:36.400 --> 00:01:38.400]  是引用聖經的
[00:01:38.400 --> 00:01:40.400]  但事實上
[00:01:40.400 --> 00:01:42.400]  是否如此呢?
[00:01:42.400 --> 00:01:44.400]  今天這個世界
[00:01:44.400 --> 00:01:46.400]  是否沒有了戰爭?
[00:01:46.400 --> 00:01:48.400]  萬國不再相爭?
[00:01:48.400 --> 00:01:50.400]  這位施學士
[00:01:50.400 --> 00:01:52.400]  他在紐約的文章裏
[00:01:52.400 --> 00:01:54.400]  說到這裏
[00:01:54.400 --> 00:01:56.400]  這位施學家
[00:01:56.400 --> 00:01:58.400]  做了一個研究
[00:01:58.400 --> 00:02:00.400]  人類的信史有3530年
[00:02:00.400 --> 00:02:02.400]  其中只有286年
[00:02:02.400 --> 00:02:04.400]  沒有記載過有戰爭發生
[00:02:04.400 --> 00:02:06.400]  但我們要了解
[00:02:06.400 --> 00:02:08.400]  沒有記載過戰爭發生
[00:02:08.400 --> 00:02:10.400]  不等於沒有戰爭
[00:02:10.400 --> 00:02:12.400]  只不過是沒有記載
[00:02:12.400 --> 00:02:14.400]  事實上告訴你
[00:02:14.400 --> 00:02:16.400]  自從聯合國成立以來
[00:02:16.400 --> 00:02:18.400]  沒有一天
[00:02:18.400 --> 00:02:20.400]  不是一個月
[00:02:20.400 --> 00:02:22.400]  不是一年
[00:02:22.400 --> 00:02:24.400]  是一個月
[00:02:24.400 --> 00:02:26.400]  但在末世時
[00:02:26.400 --> 00:02:28.400]  民要攻打民
[00:02:28.400 --> 00:02:30.400]  國要攻打國
[00:02:30.400 --> 00:02:32.400]  到處有戰爭的風聲
[00:02:32.400 --> 00:02:34.400]  有位仁兄
[00:02:34.400 --> 00:02:36.400]  開玩笑的口吻說
[00:02:36.400 --> 00:02:38.400]  華盛頓的和平紀念碑
[00:02:38.400 --> 00:02:40.400]  無數
[00:02:40.400 --> 00:02:42.400]  其實每一個和平紀念碑
[00:02:42.400 --> 00:02:44.400]  都是戰爭的遺跡
[00:02:44.400 --> 00:02:46.400]  似乎世界和平
[00:02:46.400 --> 00:02:48.400]  只不過是一個夢想
[00:02:48.400 --> 00:02:50.400]  如果我們說
[00:02:50.400 --> 00:02:52.400]  我們是一群
[00:02:52.400 --> 00:02:54.400]  好戰好勝
[00:02:54.400 --> 00:02:56.400]  不輸的族人
[00:02:56.400 --> 00:02:58.400]  人和人之間
[00:02:58.400 --> 00:03:00.400]  像箭豬一樣
[00:03:00.400 --> 00:03:02.400]  你像我我像你
[00:03:02.400 --> 00:03:04.400]  有朋友說
[00:03:04.400 --> 00:03:06.400]  如果我們九個老友放在一起
[00:03:06.400 --> 00:03:08.400]  同撈同撈
[00:03:08.400 --> 00:03:10.400]  不出幾個月
[00:03:10.400 --> 00:03:12.400]  我們就已經有磨擦
[00:03:12.400 --> 00:03:14.400]  其實一年已經太長
[00:03:14.400 --> 00:03:16.400]  一個星期可能已經有問題
[00:03:16.400 --> 00:03:18.400]  正如聯合國前秘書長
[00:03:18.400 --> 00:03:20.400]  韓瑪紹說
[00:03:20.400 --> 00:03:22.400]  我想我永遠無法
[00:03:22.400 --> 00:03:24.400]  見到安寧和平的一天
[00:03:24.400 --> 00:03:26.400]  在人心在家庭在世界
[00:03:26.400 --> 00:03:28.400]  在公司都是血淋淋的戰場
[00:03:28.400 --> 00:03:30.400]  今天這個世界
[00:03:30.400 --> 00:03:32.400]  最需要的不是錢不是性物
[00:03:32.400 --> 00:03:34.400]  而是人和人之間的問題
[00:03:34.400 --> 00:03:36.400]  正如
[00:03:36.400 --> 00:03:38.400]  戴孝英所寫的小說
[00:03:38.400 --> 00:03:40.400]  人啊人
[00:03:40.400 --> 00:03:42.400]  我們都是箭豬
[00:03:42.400 --> 00:03:44.400]  都是罪人
[00:03:44.400 --> 00:03:46.400]  人是極複雜的動物
[00:03:46.400 --> 00:03:48.400]  不是沒有飯吃
[00:03:48.400 --> 00:03:50.400]  不是沒有房子住
[00:03:50.400 --> 00:03:52.400]  最重要的一件事
[00:03:52.400 --> 00:03:54.400]  就是我們心底裏的那種邪惡
[00:03:54.400 --> 00:03:56.400]  那種自私
[00:03:56.400 --> 00:03:58.400]  今天我們讀耶穌基督受審那段
[00:03:58.400 --> 00:04:00.400]  是非常精彩的一段
[00:04:00.400 --> 00:04:02.400]  我們可以分兩次說
[00:04:02.400 --> 00:04:04.400]  這段經文將人性的醜陋
[00:04:04.400 --> 00:04:06.400]  描繪得淋漓盡致
[00:04:06.400 --> 00:04:08.400]  將人的問題
[00:04:08.400 --> 00:04:10.400]  刻劃入微
[00:04:10.400 --> 00:04:12.400]  權的醜惡
[00:04:12.400 --> 00:04:14.400]  黑白的醜惡
[00:04:14.400 --> 00:04:16.400]  權的醜惡
[00:04:16.400 --> 00:04:18.400]  恨的醜惡
[00:04:18.400 --> 00:04:20.400]  和耶穌基督的愛和權柄
[00:04:20.400 --> 00:04:22.400]  變成一個
[00:04:22.400 --> 00:04:24.400]  非常非常強烈的對比
[00:04:24.400 --> 00:04:26.400]  我們就詳細來看看
[00:04:26.400 --> 00:04:28.400]  究竟聖經
[00:04:28.400 --> 00:04:30.400]  如何描繪人性
[00:04:30.400 --> 00:04:32.400]  都要讓我們自己好好反省一下
[00:04:32.400 --> 00:04:34.400]  想想
[00:04:34.400 --> 00:04:36.400]  究竟這段聖經
[00:04:36.400 --> 00:04:38.400]  對我說什麼話呢
[00:04:38.400 --> 00:04:40.400]  首先我們看看
[00:04:40.400 --> 00:04:42.400]  權的醜惡
[00:04:42.400 --> 00:04:44.400]  阿拿的問題
[00:04:44.400 --> 00:04:46.400]  12至14
[00:04:46.400 --> 00:04:48.400]  和19至24
[00:04:48.400 --> 00:04:50.400]  12至14
[00:04:50.400 --> 00:04:52.400]  那對兵和千夫長
[00:04:52.400 --> 00:04:54.400]  並猶太人差役
[00:04:54.400 --> 00:04:56.400]  就拿住耶穌
[00:04:56.400 --> 00:04:58.400]  把他捆綁了
[00:04:58.400 --> 00:05:00.400]  先帶到阿拿面前
[00:05:00.400 --> 00:05:02.400]  因為阿拿是本年度
[00:05:02.400 --> 00:05:04.400]  大祭司的岳父
[00:05:04.400 --> 00:05:06.400]  這哥亞發就是從前
[00:05:06.400 --> 00:05:08.400]  向猶太
[00:05:08.400 --> 00:05:10.400]  發議論說
[00:05:10.400 --> 00:05:12.400]  一個人派百姓死
[00:05:12.400 --> 00:05:14.400]  自有益的
[00:05:14.400 --> 00:05:16.400]  就是那個
[00:05:16.400 --> 00:05:18.400]  我們讀這段經文的時候
[00:05:18.400 --> 00:05:20.400]  奇怪
[00:05:20.400 --> 00:05:22.400]  為什麼那些差役
[00:05:22.400 --> 00:05:24.400]  一千個士兵
[00:05:24.400 --> 00:05:26.400]  捉拿了耶穌
[00:05:26.400 --> 00:05:28.400]  先帶到阿拿面前呢
[00:05:28.400 --> 00:05:30.400]  這告訴我們
[00:05:30.400 --> 00:05:32.400]  有個解釋
[00:05:32.400 --> 00:05:34.400]  因為阿拿是本年度
[00:05:34.400 --> 00:05:36.400]  大祭司的岳父
[00:05:36.400 --> 00:05:38.400]  我們覺得更加奇怪
[00:05:38.400 --> 00:05:40.400]  猶太人會先去見
[00:05:40.400 --> 00:05:42.400]  總統的岳父
[00:05:42.400 --> 00:05:44.400]  和他有什麼關係呢
[00:05:44.400 --> 00:05:46.400]  所以我們一定要知道
[00:05:46.400 --> 00:05:48.400]  究竟阿拿何方神聖呢
[00:05:48.400 --> 00:05:50.400]  為什麼那些人
[00:05:50.400 --> 00:05:52.400]  要先帶耶穌去見他呢
[00:05:52.400 --> 00:05:54.400]  一提起
[00:05:54.400 --> 00:05:56.400]  阿拿這個人
[00:05:56.400 --> 00:05:58.400]  我想沒有一個猶太
[00:05:58.400 --> 00:06:00.400]  讀歷史的人不知道
[00:06:00.400 --> 00:06:02.400]  這是誰來的
[00:06:02.400 --> 00:06:04.400]  Elder Sin是一位歷史學家
[00:06:04.400 --> 00:06:06.400]  他有這樣的評論
[00:06:06.400 --> 00:06:08.400]  猶太人歷史當中
[00:06:08.400 --> 00:06:10.400]  沒有一個人比阿拿更出名
[00:06:10.400 --> 00:06:12.400]  沒有人比他更懂得如何刮財
[00:06:12.400 --> 00:06:14.400]  沒有人比他更懂得利用
[00:06:14.400 --> 00:06:16.400]  大祭司的職權為所欲為
[00:06:16.400 --> 00:06:18.400]  他是公元後
[00:06:18.400 --> 00:06:20.400]  六至十五年任大祭司
[00:06:20.400 --> 00:06:22.400]  在這個時候
[00:06:22.400 --> 00:06:24.400]  羅馬人為了討好猶太人
[00:06:24.400 --> 00:06:26.400]  給他們不少的自由
[00:06:26.400 --> 00:06:28.400]  和權利
[00:06:28.400 --> 00:06:30.400]  他們的大祭司是擁有一定的地位
[00:06:30.400 --> 00:06:32.400]  和權柄的
[00:06:32.400 --> 00:06:34.400]  這塊是肥豬肉
[00:06:34.400 --> 00:06:36.400]  是眾子之的
[00:06:36.400 --> 00:06:38.400]  人人都想爭取
[00:06:38.400 --> 00:06:40.400]  而這個大祭司的職位
[00:06:40.400 --> 00:06:42.400]  是非常非常重要的
[00:06:42.400 --> 00:06:44.400]  是由羅馬的總督授權
[00:06:44.400 --> 00:06:46.400]  是由羅馬的總督授權
[00:06:46.400 --> 00:06:48.400]  是由羅馬的總督授權
[00:06:48.400 --> 00:06:50.400]  於是人人都想用錢去收買
[00:06:50.400 --> 00:06:52.400]  於是人人都想用錢去收買
[00:06:52.400 --> 00:06:54.400]  拿回這個肥豬肉
[00:06:54.400 --> 00:06:56.400]  而阿拿是一個有財有勢的家族
[00:06:56.400 --> 00:06:58.400]  他在公元後六至十五年任職大祭司
[00:06:58.400 --> 00:07:00.400]  然後他三個兒子
[00:07:00.400 --> 00:07:02.400]  繼任這個職位
[00:07:02.400 --> 00:07:04.400]  而在耶穌的時期
[00:07:04.400 --> 00:07:06.400]  擔任大祭司的就是他女婿
[00:07:06.400 --> 00:07:08.400]  其實阿拿就是
[00:07:08.400 --> 00:07:10.400]  垂簾聽政
[00:07:10.400 --> 00:07:12.400]  一手遮天
[00:07:12.400 --> 00:07:14.400]  權
[00:07:14.400 --> 00:07:16.400]  說完了
[00:07:16.400 --> 00:07:18.400]  說錢
[00:07:18.400 --> 00:07:20.400]  如果說權是人的問題
[00:07:20.400 --> 00:07:22.400]  錢又是一個更大的問題
[00:07:22.400 --> 00:07:24.400]  昔日如是
[00:07:24.400 --> 00:07:26.400]  今日也是如是
[00:07:26.400 --> 00:07:28.400]  阿拿得到這個權位
[00:07:28.400 --> 00:07:30.400]  真是隻手遮天
[00:07:30.400 --> 00:07:32.400]  首先利用大祭司的職位
[00:07:32.400 --> 00:07:34.400]  大做生意
[00:07:34.400 --> 00:07:36.400]  在聖殿外設立銀錢找換店
[00:07:36.400 --> 00:07:38.400]  在聖殿外設立銀錢找換店
[00:07:38.400 --> 00:07:40.400]  又加上買羊
[00:07:40.400 --> 00:07:42.400]  買甲
[00:07:42.400 --> 00:07:44.400]  買很多這些當攤的東西
[00:07:44.400 --> 00:07:46.400]  原來
[00:07:46.400 --> 00:07:48.400]  當時他設立了一種制度
[00:07:48.400 --> 00:07:50.400]  就是每一個人去獻祭
[00:07:50.400 --> 00:07:52.400]  就是每一個人去獻祭
[00:07:52.400 --> 00:07:54.400]  比如羊羔或者是獻白甲
[00:07:54.400 --> 00:07:56.400]  比如羊羔或者是獻白甲
[00:07:56.400 --> 00:07:58.400]  先要檢查合格才可以
[00:07:58.400 --> 00:08:00.400]  因為聖經說
[00:08:00.400 --> 00:08:02.400]  要無殘疾的羊羔
[00:08:02.400 --> 00:08:04.400]  無殘疾的祭物
[00:08:04.400 --> 00:08:06.400]  才可以有用
[00:08:06.400 --> 00:08:08.400]  那怎樣才算是無殘疾呢
[00:08:08.400 --> 00:08:10.400]  當然由祭司去檢查
[00:08:10.400 --> 00:08:12.400]  當然由祭司去檢查
[00:08:12.400 --> 00:08:14.400]  看看合格不合格
[00:08:14.400 --> 00:08:16.400]  於是所有
[00:08:16.400 --> 00:08:18.400]  帶羊、帶戰祭
[00:08:18.400 --> 00:08:20.400]  帶白甲
[00:08:20.400 --> 00:08:22.400]  帶所有的
[00:08:22.400 --> 00:08:24.400]  都要拿這些生畜
[00:08:24.400 --> 00:08:26.400]  先去祭司檢驗
[00:08:26.400 --> 00:08:28.400]  看看合格不合格
[00:08:28.400 --> 00:08:30.400]  如果祭司說不合格
[00:08:30.400 --> 00:08:32.400]  那就慘了
[00:08:32.400 --> 00:08:34.400]  這麼遠帶羊來
[00:08:34.400 --> 00:08:36.400]  沒用的
[00:08:36.400 --> 00:08:38.400]  所以很不方便
[00:08:38.400 --> 00:08:40.400]  於是他們想到一條絕世好主意
[00:08:40.400 --> 00:08:42.400]  就在聖殿那裡
[00:08:42.400 --> 00:08:44.400]  有得賣的
[00:08:44.400 --> 00:08:46.400]  而且這些是官方賣出來的
[00:08:46.400 --> 00:08:48.400]  而且這些是官方賣出來的
[00:08:48.400 --> 00:08:50.400]  買官方的獻祭物品
[00:08:50.400 --> 00:08:52.400]  買官方的獻祭物品
[00:08:52.400 --> 00:08:54.400]  當然沒問題
[00:08:54.400 --> 00:08:56.400]  誰還要拿自己的羊
[00:08:56.400 --> 00:08:58.400]  自己的白甲
[00:08:58.400 --> 00:09:00.400]  自己的祭物去獻祭
[00:09:00.400 --> 00:09:02.400]  每個人都不拿
[00:09:02.400 --> 00:09:04.400]  就來這個聖殿買
[00:09:04.400 --> 00:09:06.400]  又方便又肯定
[00:09:06.400 --> 00:09:08.400]  總之帶錢來買就搞定
[00:09:08.400 --> 00:09:10.400]  總之帶錢來買就搞定
