
[00:00:00.000 --> 00:00:09.440]  天父在這個充滿著紛亂和罪惡的世界當中
[00:00:09.440 --> 00:00:14.080]  有很多時候我們實在有無所適從的感覺
[00:00:14.080 --> 00:00:17.040]  我們需要你的聖靈再一次幫助我們
[00:00:17.040 --> 00:00:20.000]  在你的真理上有一個穩妥的根基
[00:00:20.000 --> 00:00:23.440]  好讓我們懂得怎樣看我們周圍的事物
[00:00:23.440 --> 00:00:27.360]  也懂得怎樣在這個現實的世界當中
[00:00:27.360 --> 00:00:30.000]  來跟隨我們的主
[00:00:30.000 --> 00:00:33.920]  今晚的時間我們再一次同樣恭敬的交在你的手中
[00:00:33.920 --> 00:00:36.560]  求你保守與我們同在
[00:00:36.560 --> 00:00:38.320]  奉耶穌基督的名祈禱
[00:00:38.320 --> 00:00:39.200]  阿們
[00:00:39.200 --> 00:00:44.000]  很快就來到課程中間的一課了
[00:00:44.000 --> 00:00:47.680]  今晚的題目是
[00:00:47.680 --> 00:00:50.000]  耶和華作王
[00:00:50.000 --> 00:00:54.240]  上主和邪惡的爭戰
[00:00:54.240 --> 00:01:01.280]  耶和華作王這個主題
[00:01:01.280 --> 00:01:04.800]  你會發覺出現的地方
[00:01:04.800 --> 00:01:10.640]  主要是在舊約的詩歌的部分
[00:01:10.640 --> 00:01:12.560]  所謂詩歌
[00:01:12.560 --> 00:01:17.280]  我們不單單是指詩篇或者雅歌
[00:01:17.280 --> 00:01:19.760]  或者耶利米哀歌
[00:01:19.760 --> 00:01:22.800]  這些題目都講明是詩歌
[00:01:22.800 --> 00:01:27.600]  其實很大部分的先知書
[00:01:27.600 --> 00:01:30.080]  大小先知書
[00:01:30.080 --> 00:01:32.880]  在猶太人的正典稱為後先知書
[00:01:32.880 --> 00:01:34.880]  前先知書就是歷史書
[00:01:34.880 --> 00:01:39.840]  約書亞記、史詩記、薩姆爾記和列王記四本
[00:01:39.840 --> 00:01:43.440]  後先知書就是三本我們稱為大先知書
[00:01:43.440 --> 00:01:45.440]  以賽亞、耶利米、以西傑
[00:01:45.440 --> 00:01:48.080]  不包括耶利米哀歌和大易里書
[00:01:48.080 --> 00:01:50.800]  這兩本不入先知書的部分
[00:01:50.800 --> 00:01:52.800]  是入第三部分
[00:01:52.800 --> 00:01:54.160]  著作的部分
[00:01:54.160 --> 00:01:58.640]  連同第四本就是十二本小先知加上一本
[00:01:58.640 --> 00:02:01.200]  所以四本前先知書、四本後先知書
[00:02:01.200 --> 00:02:03.600]  前先知書是散文
[00:02:03.600 --> 00:02:07.840]  後先知書近五十年來
[00:02:07.840 --> 00:02:11.280]  舊約學者是越來越肯定
[00:02:11.280 --> 00:02:13.840]  裡面大部分都是詩句
[00:02:13.840 --> 00:02:17.920]  不過希伯來文的詩句很考人
[00:02:17.920 --> 00:02:25.600]  既沒有中國的平則、押韻、字數、絕句、律師等等
[00:02:25.600 --> 00:02:30.320]  很多理論都不經得起考驗
[00:02:30.320 --> 00:02:34.080]  所以到今天仍然是討論階段
[00:02:34.080 --> 00:02:36.560]  你會發覺我們中文的聖經
[00:02:36.560 --> 00:02:42.960]  都有某個程度上跟著討論重新排列
[00:02:42.960 --> 00:02:47.840]  你比較和合本、舊版本和新標點版本
[00:02:47.840 --> 00:02:54.560]  新標點版本將很多先知書的內容排列成一行一行
[00:02:54.560 --> 00:02:56.320]  好像詩一樣
[00:02:56.320 --> 00:02:59.680]  呂鎮忠的譯本當然早就排列成詩句
[00:02:59.680 --> 00:03:02.560]  但舊的和合本就沒有
[00:03:02.560 --> 00:03:08.080]  你會發覺這個作王的主題
[00:03:08.080 --> 00:03:15.280]  在這裡我簡單列出幾個統計
[00:03:15.280 --> 00:03:19.440]  例如提到上帝是君王
[00:03:19.440 --> 00:03:21.040]  這是名詞
[00:03:21.040 --> 00:03:21.840]  Malak
[00:03:21.840 --> 00:03:27.840]  記得上一課我們提過學者如何解污加列的文字
[00:03:27.840 --> 00:03:32.240]  假設MLK這個字出現得最多
[00:03:32.240 --> 00:03:34.960]  所以Malak你將兩個e減去
[00:03:34.960 --> 00:03:36.960]  發音的vowel
[00:03:36.960 --> 00:03:38.960]  剩下這個字根
[00:03:38.960 --> 00:03:41.200]  就是希伯來文代表君王
[00:03:41.200 --> 00:03:45.680]  43次中出現在詩篇幾乎一半
[00:03:45.680 --> 00:03:47.680]  後先知書
[00:03:47.680 --> 00:03:50.720]  剛才我解釋了前先知書和後先知書
[00:03:50.720 --> 00:03:52.720]  後先知書18次
[00:03:52.720 --> 00:03:55.680]  除了這兩部分外
[00:03:55.680 --> 00:03:57.280]  五經是兩次
[00:03:57.280 --> 00:03:59.600]  前先知書即歷史書一次
[00:03:59.600 --> 00:04:01.200]  但爾地書一次
[00:04:01.200 --> 00:04:06.000]  對比是完全一面倒的
[00:04:06.000 --> 00:04:08.640]  動詞又如何看法呢
[00:04:08.640 --> 00:04:10.640]  提及上帝作王
[00:04:10.640 --> 00:04:13.600]  將母音換一換
[00:04:13.600 --> 00:04:15.600]  由Malak變成Malak
[00:04:15.600 --> 00:04:17.600]  13次
[00:04:17.600 --> 00:04:19.600]  6次出現在詩篇
[00:04:19.600 --> 00:04:22.000]  後先知書出現4次
[00:04:22.000 --> 00:04:23.280]  已經佔了10次
[00:04:23.280 --> 00:04:26.640]  另外歷代至上16章31節那一次
[00:04:26.640 --> 00:04:28.080]  其實都是一首詩篇
[00:04:28.080 --> 00:04:30.080]  等於詩篇96篇第10節
[00:04:30.080 --> 00:04:32.880]  即是剩下只有兩次出現
[00:04:32.880 --> 00:04:33.920]  一次在五經
[00:04:33.920 --> 00:04:35.920]  一次在前先知書
[00:04:35.920 --> 00:04:42.960]  分佈的情況一面倒在詩歌經文裏面
[00:04:42.960 --> 00:04:44.960]  提及到上帝的國
[00:04:44.960 --> 00:04:46.960]  國道
[00:04:46.960 --> 00:04:48.960]  國道
[00:04:48.960 --> 00:04:50.960]  權兵
[00:04:50.960 --> 00:04:52.960]  十次
[00:04:52.960 --> 00:04:54.960]  六次在詩篇
[00:04:54.960 --> 00:04:56.960]  一次在後先知書
[00:04:56.960 --> 00:04:58.960]  另外三次兩次在但爾地書
[00:04:58.960 --> 00:05:00.960]  一次在歷代至
[00:05:00.960 --> 00:05:04.960]  很清楚是詩篇裏的主題
[00:05:04.960 --> 00:05:06.960]  詩篇裏的模特
[00:05:06.960 --> 00:05:10.400]  提及上帝坐在寶座上12次
[00:05:10.400 --> 00:05:12.400]  一半出現在詩篇
[00:05:12.400 --> 00:05:13.440]  六次
[00:05:13.440 --> 00:05:15.440]  五次在後先知書
[00:05:15.440 --> 00:05:17.440]  即是十分之九
[00:05:17.440 --> 00:05:20.240]  一次出現在前先知書歷史書裏
[00:05:20.240 --> 00:05:23.440]  提及上帝掌權8次
[00:05:23.440 --> 00:05:25.440]  四次在詩篇
[00:05:25.440 --> 00:05:28.960]  另外四次一次在前先知書一次在後先知書
[00:05:28.960 --> 00:05:30.960]  兩次在歷代至
[00:05:30.960 --> 00:05:34.720]  所以我們現在進入這個主題
[00:05:34.720 --> 00:05:40.480]  我們進入到詩篇和後先知書的傳統
[00:05:40.480 --> 00:05:42.480]  其中以詩篇最重要
[00:05:42.480 --> 00:05:44.480]  你看到這些統計的數字
[00:05:44.480 --> 00:05:49.280]  這個主題的發源地
[00:05:49.280 --> 00:05:52.640]  在哪裏出來的主題呢?
[00:05:52.640 --> 00:05:54.640]  詩篇
[00:05:54.640 --> 00:05:57.200]  是錫安的傳統
[00:05:57.200 --> 00:05:59.200]  是耶路撒冷的傳統
[00:05:59.200 --> 00:06:03.200]  是猶大南國
[00:06:03.200 --> 00:06:07.680]  聖殿敬拜大衛的傳統
[00:06:07.680 --> 00:06:12.160]  在這個詩章的文學裏面
[00:06:12.160 --> 00:06:14.160]  出現這個主題
[00:06:14.160 --> 00:06:16.160]  耶和華作王
[00:06:16.160 --> 00:06:21.120]  上一堂我們從文化的角度去討論
[00:06:21.120 --> 00:06:24.160]  這個主題和文化有什麼關係呢?
[00:06:24.160 --> 00:06:28.160]  我們發覺耶和華作王這個主題
[00:06:28.160 --> 00:06:32.640]  其實和上一次我們討論烏加列的神話
[00:06:32.640 --> 00:06:34.640]  裏面提到巴力
[00:06:34.640 --> 00:06:37.440]  他要做王的時候
[00:06:37.440 --> 00:06:40.560]  他要經過好幾場的戰爭
[00:06:40.560 --> 00:06:46.800]  似乎這個背景在詩篇或詩章的文學裏面
[00:06:46.800 --> 00:06:48.800]  舊約的poetry裏面
[00:06:48.800 --> 00:06:50.800]  浮現出來
[00:06:50.800 --> 00:06:52.800]  上帝作王
[00:06:52.800 --> 00:06:54.800]  耶和華作王是和他
[00:06:54.800 --> 00:06:59.280]  和邪惡的爭戰分不開的
[00:06:59.280 --> 00:07:04.720]  今晚我想和你仔細地去追
[00:07:04.720 --> 00:07:06.720]  在舊約聖經裏面
[00:07:06.720 --> 00:07:08.720]  提到上帝
[00:07:08.720 --> 00:07:13.360]  耶和華和邪惡的爭戰的經文
[00:07:13.360 --> 00:07:16.160]  為什麼我說要很詳細地去追呢?
[00:07:16.160 --> 00:07:19.280]  因為這個主題不是我們所熟悉的
[00:07:19.280 --> 00:07:21.280]  我們讀舊約聖經的時候
[00:07:21.280 --> 00:07:24.480]  我們關心的戰爭是人的戰爭
[00:07:24.480 --> 00:07:27.040]  我們關心以色列人入迦南
[00:07:27.040 --> 00:07:29.040]  和迦南人的戰爭
[00:07:29.040 --> 00:07:31.040]  為什麼要殺光他們
[00:07:31.040 --> 00:07:33.040]  所以時時說起舊約的戰爭
[00:07:33.040 --> 00:07:35.040]  我們的著眼點就在倫理
[00:07:35.040 --> 00:07:37.040]  就在難題
[00:07:37.040 --> 00:07:39.040]  就在上帝很殘忍
[00:07:39.040 --> 00:07:41.840]  以色列人要殺光所有的迦南人
[00:07:41.840 --> 00:07:43.840]  在這個問題上我們在兜圈
[00:07:43.840 --> 00:07:48.240]  讓我們今晚嘗試從一個完全不同的角度去看
[00:07:48.240 --> 00:07:53.840]  或者讓我們今晚嘗試從舊約聖經本身去看
[00:07:53.840 --> 00:07:58.240]  最重要的戰爭是什麼樣的戰爭
[00:07:58.240 --> 00:08:00.240]  這樣去看
[00:08:00.240 --> 00:08:03.520]  或者在這個角度上我們能夠明白
[00:08:03.520 --> 00:08:09.760]  或者將入迦南的戰爭放回正確的位置上
[00:08:09.760 --> 00:08:13.600]  來衡量來討論
[00:08:13.600 --> 00:08:18.240]  其次這個主題我們不熟悉
[00:08:18.240 --> 00:08:20.240]  也不能怪我們
[00:08:20.240 --> 00:08:23.040]  因為很多舊約學者都承認
[00:08:23.040 --> 00:08:28.000]  在舊約聖經裡到結集成正典的時候
[00:08:28.000 --> 00:08:35.680]  這一類的主題其實不是最明顯最突出
[00:08:35.680 --> 00:08:39.680]  或者說到了後期的時候
[00:08:39.680 --> 00:08:44.400]  這些與迦南神話有很密切關係的題材
[00:08:44.400 --> 00:08:50.640]  就沒有那麼明顯在猶太人的信仰裡
[00:08:50.640 --> 00:08:54.080]  猶太人的信仰一直發展下去的時候
[00:08:54.080 --> 00:09:00.000]  對於這一方面的題目就比較少提及
[00:09:00.000 --> 00:09:03.120]  甚至有學者說在舊約聖經裡
[00:09:03.120 --> 00:09:07.040]  這個上帝與邪惡的爭戰的主題
[00:09:07.040 --> 00:09:10.240]  是被後來的猶太人
[00:09:10.240 --> 00:09:13.280]  特別是那些宗教神學的領袖
[00:09:13.280 --> 00:09:19.040]  即是完成舊約正典的那個時期的猶太人
[00:09:19.040 --> 00:09:21.600]  那個信仰的群體的領袖們
[00:09:21.600 --> 00:09:28.960]  是被他們壓制、被他們監控、被他們禁止的
[00:09:28.960 --> 00:09:32.720]  當時那個是拉比的傳統為主
[00:09:32.720 --> 00:09:36.960]  律法的傳統為主、歷史的傳統為主
[00:09:36.960 --> 00:09:39.760]  所以這個主題在舊約聖經裡
[00:09:39.760 --> 00:09:42.960]  你必須要很專心地去追
[00:09:42.960 --> 00:09:47.520]  你才會追回它原本的面貌出來
[00:09:47.520 --> 00:09:53.120]  但我們發覺追了它出來之後的影響是很深遠的
[00:09:53.120 --> 00:09:57.600]  不是說心軟了,而是很長遠、很深入的
[00:09:57.600 --> 00:10:00.160]  是我們需要明白了
[00:10:00.160 --> 00:10:03.680]  然後對我們今天的信仰也有一個直接
[00:10:03.680 --> 00:10:07.680]  我們需要考慮的神學因素在裡面
[00:10:07.680 --> 00:10:10.560]  所以讓我們有些耐性
[00:10:10.560 --> 00:10:12.320]  今晚要看很多的經文
[00:10:12.320 --> 00:10:14.320]  大家不知道有沒有聖經在手上
[00:10:14.320 --> 00:10:16.640]  我們可以跟著去追
[00:10:16.640 --> 00:10:23.600]  上帝和邪惡的爭戰在舊約聖經裡
[00:10:23.600 --> 00:10:27.840]  可以分開四個重點
[00:10:27.840 --> 00:10:30.480]  所以在筆記的第二部分
[00:10:30.480 --> 00:10:34.880]  我跟大家列出了這些經文分開四個部分
[00:10:34.880 --> 00:10:41.280]  從創造開始到出埃及的事件
[00:10:41.280 --> 00:10:43.840]  特別過紅海的事件
[00:10:43.840 --> 00:10:46.720]  然後到錫安的傳統
[00:10:46.720 --> 00:10:50.400]  詩篇裡提到錫安的戰爭
[00:10:50.400 --> 00:10:52.640]  特別以賽亞書會提到
[00:10:52.640 --> 00:10:55.040]  特別是指著西夏王朝的時候
[00:10:55.040 --> 00:10:58.080]  西拿基勒亞述的大軍來到冰林城
[00:10:58.080 --> 00:11:00.640]  突然間神秘地一夜之間退兵
[00:11:00.640 --> 00:11:07.760]  然後最後舊約聖經提到有耶和華的日子的戰爭
[00:11:07.760 --> 00:11:10.320]  我們不熟悉的就是
[00:11:10.320 --> 00:11:12.320]  一開始我們就已經不熟悉了
[00:11:12.320 --> 00:11:16.720]  創造的主題在舊約聖經裡
[00:11:16.720 --> 00:11:21.600]  我們時常想到的就是和進化論的辯論
[00:11:21.600 --> 00:11:23.600]  一提到創造
[00:11:23.600 --> 00:11:25.600]  接著就問進化
[00:11:25.600 --> 00:11:29.280]  就好像舊約聖經一提到創造
[00:11:29.280 --> 00:11:31.840]  就回答達爾文的進化論
[00:11:31.840 --> 00:11:33.840]  事實上
[00:11:33.840 --> 00:11:39.520]  達爾文的進化論是十九世紀的產品
[00:11:39.520 --> 00:11:44.400]  我和大家提過帕拉圖的提梅爾的對話錄
[00:11:44.400 --> 00:11:47.840]  提到宇宙如何計算出來
[00:11:47.840 --> 00:11:51.040]  有誰能夠保證達爾文的進化論
[00:11:51.040 --> 00:11:55.520]  不會像帕拉圖提梅爾的哲學觀念
[00:11:55.520 --> 00:12:00.000]  到某個時間就完全被淘汰
[00:12:00.000 --> 00:12:05.920]  要求舊約聖經去回答一個當代的問題
[00:12:05.920 --> 00:12:07.680]  有兩個危險在
[00:12:07.680 --> 00:12:12.480]  一個危險是我們抬高了當代的問題的重要性
[00:12:12.480 --> 00:12:16.880]  畢竟進化論這個字翻譯得不太好
[00:12:16.880 --> 00:12:18.640]  這不是一個理論
[00:12:18.640 --> 00:12:20.640]  這只是一個假設
[00:12:20.640 --> 00:12:22.640]  一個hypothesis
[00:12:22.640 --> 00:12:29.600]  其次我們可能也在要求舊約聖經回答我們的問題
[00:12:29.600 --> 00:12:35.200]  而忘記了舊約有它自己想處理的問題
[00:12:35.200 --> 00:12:39.280]  創造這個主題出現在舊約聖經裏面
[00:12:39.280 --> 00:12:44.160]  是要回答十九世紀才出現的進化論
[00:12:44.160 --> 00:12:54.160]  抑或它要回答的是一個更加基本更加根本的一件事
[00:12:54.160 --> 00:12:57.120]  這個世界到底是誰
[00:12:57.120 --> 00:13:01.040]  我和大家看幾段詩篇
[00:13:01.040 --> 00:13:13.200]  詩篇第七十四篇十二節到十七節
[00:13:13.200 --> 00:13:21.040]  「神自古以來為我的王,在地上施行拯救」
[00:13:21.040 --> 00:13:23.520]  作王的主題出現
[00:13:23.520 --> 00:13:25.040]  然後說甚麼呢
[00:13:25.040 --> 00:13:29.920]  十三節「你曾用能力將海分開
[00:13:29.920 --> 00:13:34.160]  將水中大魚的頭打破
[00:13:34.160 --> 00:13:37.040]  你曾框睡鱷魚的頭
[00:13:37.040 --> 00:13:41.120]  把它吸抗野的禽獸為食物」
[00:13:41.120 --> 00:13:45.920]  這裡好像在說一場戰爭
[00:13:45.920 --> 00:13:48.400]  對象是海
[00:13:48.400 --> 00:13:50.400]  是水中的魚
[00:13:50.400 --> 00:13:52.400]  是鱷魚
[00:13:52.400 --> 00:13:56.400]  想起鱷魚就令我想起一個笑話
[00:13:56.400 --> 00:14:01.040]  一位教育界的前輩很喜歡說的
[00:14:01.040 --> 00:14:03.600]  在香港某一間英文名校裏面
[00:14:03.600 --> 00:14:05.760]  上生物課的老師進來說
[00:14:05.760 --> 00:14:10.080]  今次我和大家討論的題目就是Crocodile
[00:14:10.080 --> 00:14:13.360]  Crocodile
[00:14:13.360 --> 00:14:15.840]  舊約裏面的Crocodile
[00:14:15.840 --> 00:14:19.440]  鱷魚其實不一定是指鱷魚
[00:14:19.440 --> 00:14:22.640]  特別是在詩篇裏面出現這個字的時候
[00:14:22.640 --> 00:14:28.080]  其實這是一個迦南或近東神話裏面的怪獸
[00:14:28.080 --> 00:14:30.080]  Leviathan
[00:14:30.080 --> 00:14:32.880]  或者另外一個名字出現在《倚創亞書》裏面
[00:14:32.880 --> 00:14:34.880]  就是拉哈伯
[00:14:34.880 --> 00:14:40.560]  這些全部是近東文獻裏面有提及的
[00:14:40.560 --> 00:14:47.600]  就等於在烏加列神話的泥板記載上的海神Yam
[00:14:47.600 --> 00:14:50.480]  這些是代表一些邪惡的力量
[00:14:50.480 --> 00:14:54.160]  在這兩節聖經裏面提到上帝的能力
[00:14:54.160 --> 00:14:56.160]  他做王的時候
[00:14:56.160 --> 00:14:58.160]  他的敵人是海
[00:14:58.160 --> 00:15:00.640]  是水中的大魚
[00:15:00.640 --> 00:15:01.680]  你幾乎可以肯定
[00:15:01.680 --> 00:15:04.400]  翻譯成大魚就肯定不是只是魚那麼簡單
[00:15:04.400 --> 00:15:07.760]  待會我們會再詳細討論這個名稱
[00:15:07.760 --> 00:15:10.560]  15至16節再讀下去的時候
[00:15:10.560 --> 00:15:11.600]  我們就發覺
[00:15:11.600 --> 00:15:14.560]  接著說下去原來是在說創造
[00:15:14.560 --> 00:15:17.040]  你曾分裂盤石
[00:15:17.040 --> 00:15:19.040]  水成了溪河
[00:15:19.040 --> 00:15:22.240]  你是長流的江河乾了
[00:15:22.240 --> 00:15:23.760]  白晝屬你
[00:15:23.760 --> 00:15:25.440]  黑夜也屬你
[00:15:25.440 --> 00:15:29.120]  亮光和日頭是你所預備的
[00:15:29.120 --> 00:15:32.320]  地的一切疆界是你所立的
[00:15:32.320 --> 00:15:36.640]  夏天和冬天是你所定的
[00:15:36.640 --> 00:15:39.120]  在這首詩篇的中間
[00:15:39.120 --> 00:15:41.120]  提到耶和華作王
[00:15:41.120 --> 00:15:42.880]  提到他的戰爭
[00:15:42.880 --> 00:15:44.880]  提到他的創造
[00:15:44.880 --> 00:15:48.960]  同樣的主題出現在89篇
[00:15:48.960 --> 00:15:53.440]  第5至18節
[00:15:53.440 --> 00:15:56.960]  時間的關係
[00:15:56.960 --> 00:15:59.360]  我們不讀整段
[00:15:59.360 --> 00:16:00.640]  我只選當中
[00:16:00.640 --> 00:16:05.360]  你開始有了敏銳的觸覺
[00:16:05.360 --> 00:16:06.880]  你讀這些經文的時候
[00:16:06.880 --> 00:16:08.480]  開始明白在說什麼
[00:16:08.480 --> 00:16:11.360]  你留心看第8節開始
[00:16:11.360 --> 00:16:15.120]  第5至第7節下一課我們會再讀
[00:16:15.120 --> 00:16:16.560]  第8節的說話
[00:16:16.560 --> 00:16:19.840]  耶和華萬軍之神哪一個大能者將你
[00:16:19.840 --> 00:16:22.320]  耶和華你的信實在你的智慧
[00:16:22.320 --> 00:16:23.360]  第9節說
[00:16:23.360 --> 00:16:27.200]  你管轄海的狂鷗波浪翻騰
[00:16:27.200 --> 00:16:28.720]  你就使它平靜
[00:16:28.720 --> 00:16:32.560]  你打碎了拉哈白海怪
[00:16:32.560 --> 00:16:34.720]  似乎是已殺的人
[00:16:34.720 --> 00:16:38.320]  你用有能的鋼臂打散了你的仇敵
[00:16:38.320 --> 00:16:40.080]  天屬你地也屬你
[00:16:40.080 --> 00:16:43.280]  世界和其中所充滿的都為你所建立
[00:16:43.280 --> 00:16:45.360]  南北是你所創造
[00:16:45.360 --> 00:16:50.480]  他博和哈門都因你的名歡呼
[00:16:50.480 --> 00:16:52.560]  前面說戰爭
[00:16:52.560 --> 00:16:55.760]  後面就說創造
[00:16:55.760 --> 00:16:59.600]  這裏提到上帝的威嚴
[00:16:59.600 --> 00:17:01.840]  耶和華的能力
[00:17:01.840 --> 00:17:05.920]  戰爭和創造合謀一起說
[00:17:05.920 --> 00:17:14.240]  104篇第一節開始到第9節
[00:17:14.240 --> 00:17:15.920]  一開始的時候
[00:17:15.920 --> 00:17:23.200]  又是提到上帝創造的尊榮
[00:17:23.200 --> 00:17:25.360]  我的心你要稱頌耶和華
[00:17:25.360 --> 00:17:27.280]  耶和華我的神你為自大
[00:17:27.280 --> 00:17:29.520]  你要尊榮威嚴為衣服
[00:17:29.520 --> 00:17:31.520]  披上亮光如披外袍
[00:17:31.520 --> 00:17:34.080]  鋪張窮滄如鋪萬字
[00:17:34.080 --> 00:17:36.640]  在水中立樓閣的棟樑
[00:17:36.640 --> 00:17:39.600]  用雲彩為車
[00:17:39.600 --> 00:17:40.880]  那是甚麼字
[00:17:40.880 --> 00:17:42.160]  有沒有人懂得讀
[00:17:42.160 --> 00:17:44.880]  有沒有人有啟導本在
[00:17:44.880 --> 00:17:46.240]  啟導本最好的用法就是
[00:17:46.240 --> 00:17:47.920]  用來讀難讀的字
[00:17:47.920 --> 00:17:51.840]  藉著風的刺蚌而行
[00:17:51.840 --> 00:17:53.120]  以風為使者
[00:17:53.120 --> 00:17:54.720]  以火焰為瀑液
[00:17:54.720 --> 00:17:57.840]  將地立在根基之上
[00:17:57.840 --> 00:17:59.600]  使地永不動搖
[00:17:59.600 --> 00:18:02.320]  都要說清楚創造
[00:18:02.320 --> 00:18:04.240]  但去到第七節
[00:18:04.240 --> 00:18:07.120]  你的戚澤一發水便崩逃
[00:18:07.120 --> 00:18:10.320]  你的雷聲一發水便崩流
