
[00:00:00.000 --> 00:00:07.000]  2月份雖然是冬天很冷,不過很熱鬧。
[00:00:07.000 --> 00:00:12.000]  不單止有農曆新年,而且有情人節。
[00:00:12.000 --> 00:00:26.000]  無論是中國的傳統也好,來到加拿大我們開始學習慶祝洋人的節日也好,2月份都很熱鬧。
[00:00:26.000 --> 00:00:40.000]  不過大家都一定知道,今年的年三十晚,也是教會的年曆的聖灰日,Ash Wednesday。
[00:00:40.000 --> 00:00:48.000]  加拿大人很奇怪的,只記得之前那個叫做什麼Tuesday,Pancake Tuesday,
[00:00:48.000 --> 00:00:56.000]  記不記得,有沒有聽過,其實那個是預備開始聖灰日,
[00:00:56.000 --> 00:01:08.000]  中世紀以來西方的民間習俗,將所有不留得的食物在那天要清理,
[00:01:08.000 --> 00:01:18.000]  不過不是在冬天吃Pancake,比較暖,不過我們已經沒有這些常識了。
[00:01:18.000 --> 00:01:30.000]  2000年來教會的傳統,其實聖誕節不是最重要,其實是復活節。
[00:01:30.000 --> 00:01:40.000]  不單單是因為聖誕節那個12月25日,我們解釋過,本來是羅馬的節日,
[00:01:40.000 --> 00:01:50.000]  那個是官方的耶穌生日,但是復活節就不同了,復活節是按農曆猶太人的月份,
[00:01:50.000 --> 00:02:00.000]  或者按如月節的計算一定準確,而且在教會的習慣上,
[00:02:00.000 --> 00:02:07.000]  我們知道預備聖誕節有張臨期,記得嗎,點四支蠟燭,
[00:02:07.000 --> 00:02:14.000]  即是有四個主日從11月30日最近的星期日計起,
[00:02:14.000 --> 00:02:24.000]  但是預備復活節,教會的計法一定是由聖灰日開始計,
[00:02:24.000 --> 00:02:30.000]  那裡有多少天呢?那裡有46天,為什麼這麼零丁?
[00:02:30.000 --> 00:02:37.000]  應該是40天,沒錯,40天教會稱為Lent,
[00:02:37.000 --> 00:02:44.000]  這個Lent這個字翻譯出來很準確,是禁食的意思,
[00:02:44.000 --> 00:02:55.000]  禁食40天,你說很大件事,是很嚴肅,很大陣仗的預備來復活節,
[00:02:55.000 --> 00:03:04.000]  不過40天禁食非同小可,在聖經裡面你找遍新舊約聖經,
[00:03:04.000 --> 00:03:11.000]  都只是記載過有三個人物曾經這樣做過,
[00:03:11.000 --> 00:03:14.000]  你知道是哪三個嗎?
[00:03:14.000 --> 00:03:19.000]  耶穌登山變像的時候他們在一起,不是彼得瓦國約翰,
[00:03:19.000 --> 00:03:24.000]  是摩西、以利亞和主耶穌,
[00:03:24.000 --> 00:03:30.000]  主耶穌40天在曠野禁食受試探,你讀過福音書吧,
[00:03:30.000 --> 00:03:40.000]  摩西40天在西乃山上,上帝將誡命十誡的石板交給他,
[00:03:40.000 --> 00:03:46.000]  以利亞呢?以利亞最厲害了,他那40天是在走路的,
[00:03:46.000 --> 00:03:52.000]  從羅騰樹下,天使拍醒他,吃了,喝了之後,
[00:03:52.000 --> 00:03:59.000]  經文說,將著這飲食的力量,他就走了40天的路程,
[00:03:59.000 --> 00:04:03.000]  直往神的山,荷列山的樹去。
[00:04:03.000 --> 00:04:09.000]  所以40天禁食不是人人都做到的,
[00:04:09.000 --> 00:04:15.000]  加爾文改革運動,瑞士日內瓦的領袖,
[00:04:15.000 --> 00:04:20.000]  很出名的神學家,他也是一個牧師,
[00:04:20.000 --> 00:04:24.000]  在他的弟兄姊妹的教導裡面,
[00:04:24.000 --> 00:04:32.000]  他特別禁止弟兄姊妹信徒東施孝貧,
[00:04:32.000 --> 00:04:38.000]  不准他們這樣去禁食,以為這樣就有功德了。
[00:04:38.000 --> 00:04:41.000]  其實46天,為何多了6天出來呢?
[00:04:41.000 --> 00:04:48.000]  因為在這一段期間,星期日、主日是不禁食的,
[00:04:48.000 --> 00:05:04.000]  這是教會的傳統,星期日是慶祝,是敬拜,團契,歡樂,愛言,是吃飯的。
[00:05:04.000 --> 00:05:15.000]  所以40天禁食期間,如果除去了星期日,
[00:05:15.000 --> 00:05:22.000]  6個星期日,就要在前面再加多6天,才湊夠40天。
[00:05:22.000 --> 00:05:24.000]  所以一定是星期三開始的,
[00:05:24.000 --> 00:05:29.000]  6x7=42+4,你從星期日數回來,一定是星期三開始。
[00:05:29.000 --> 00:05:35.000]  而且根據教會歷史的文獻記載告訴我們,
[00:05:35.000 --> 00:05:42.000]  禁食其實不是完全不吃東西的。
[00:05:42.000 --> 00:05:48.000]  一般的傳統是他們吃得簡單,
[00:05:48.000 --> 00:05:54.000]  例如每天只吃黃昏的一餐飯,
[00:05:54.000 --> 00:05:56.000]  中午為何不吃呢?
[00:05:56.000 --> 00:06:02.000]  因為可以預備專心,安靜,不用只顧著煮飯。
[00:06:02.000 --> 00:06:07.000]  我太太經常說,只顧著煮三餐飯,什麼都不可以默想。
[00:06:07.000 --> 00:06:12.000]  所以要安靜的話,就要忘記了這些俗務,
[00:06:12.000 --> 00:06:15.000]  又不用洗碗,又不用吃東西,
[00:06:15.000 --> 00:06:22.000]  但不是練仙,不是功德,而是專心。
[00:06:22.000 --> 00:06:27.000]  所以禁食本身不是目的,
[00:06:27.000 --> 00:06:32.000]  禁食本身沒有什麼特別,沒有什麼法力,
[00:06:32.000 --> 00:06:34.000]  沒有什麼功德在裡面,
[00:06:34.000 --> 00:06:40.000]  只是讓信徒在這段日子可以專心。
[00:06:40.000 --> 00:06:44.000]  所以有一些傳統甚至會說,
[00:06:44.000 --> 00:06:49.000]  如果你身體不可以這樣禁食,
[00:06:49.000 --> 00:06:52.000]  那你就只好不要吃肉,
[00:06:52.000 --> 00:06:55.000]  或者不要吃雞蛋,
[00:06:55.000 --> 00:06:59.000]  或者不要吃dairy product,
[00:06:59.000 --> 00:07:05.000]  平時歡樂的時候吃得好一點的那些,
[00:07:05.000 --> 00:07:11.000]  你不要將你的心思放在這些事情上。
[00:07:11.000 --> 00:07:14.000]  昨晚那一餐也算是,
[00:07:14.000 --> 00:07:17.000]  吃什麼,不是,不是,
[00:07:17.000 --> 00:07:19.000]  我們教會聚餐不計較的,
[00:07:19.000 --> 00:07:21.000]  刺還是羹,沒什麼所謂的,
[00:07:21.000 --> 00:07:25.000]  蒸魚還是炸魚,都沒什麼所謂的,
[00:07:25.000 --> 00:07:27.000]  這就對了,態度,
[00:07:27.000 --> 00:07:29.000]  昨晚的目的是什麼?
[00:07:29.000 --> 00:07:32.000]  不是吃,不是和鄉會聚餐,
[00:07:32.000 --> 00:07:35.000]  我給了二十多塊錢,吃不回,
[00:07:35.000 --> 00:07:36.000]  不是,不是,
[00:07:36.000 --> 00:07:40.000]  昨晚的目的是彼此相愛,
[00:07:40.000 --> 00:07:44.000]  是團契生活,是感恩,
[00:07:44.000 --> 00:07:46.000]  吃,很閒的。
[00:07:46.000 --> 00:07:48.000]  昨晚David弟兄臨到最後的時候,
[00:07:48.000 --> 00:07:50.000]  走過來跟我聊天,
[00:07:50.000 --> 00:07:53.000]  他說最後那兩道菜,我們多數都不吃的了,
[00:07:53.000 --> 00:07:56.000]  當然一來是年紀問題,
[00:07:56.000 --> 00:07:59.000]  二來其實都是團契比吃重要,
[00:07:59.000 --> 00:08:03.000]  只顧著吃的,你就本末倒置了。
[00:08:03.000 --> 00:08:07.000]  就算羅馬天主教會在五十年前,
[00:08:07.000 --> 00:08:10.000]  它都是宣佈,
[00:08:10.000 --> 00:08:13.000]  它說如果你真的要禁食,
[00:08:13.000 --> 00:08:18.000]  其實在聖灰日和壽難節,
[00:08:18.000 --> 00:08:20.000]  禁食就好了,
[00:08:20.000 --> 00:08:25.000]  都不需要這樣延長四十天,
[00:08:25.000 --> 00:08:28.000]  好像不是一個功德,
[00:08:28.000 --> 00:08:31.000]  不是它本身的目的。
[00:08:31.000 --> 00:08:36.000]  而且這一段日子,
[00:08:36.000 --> 00:08:42.000]  你留意是由復活節數回頭的,
[00:08:42.000 --> 00:08:46.000]  不是由壽苦節數回頭的,
[00:08:46.000 --> 00:08:49.000]  分不分得到兩個有什麼不同?
[00:08:49.000 --> 00:08:55.000]  就是說這四十天在神的面前能夠安靜,
[00:08:55.000 --> 00:08:57.000]  能夠專心,
[00:08:57.000 --> 00:09:01.000]  目的不是受苦。
[00:09:01.000 --> 00:09:03.000]  我們經常搞錯,
[00:09:03.000 --> 00:09:05.000]  我對自己不好,
[00:09:05.000 --> 00:09:07.000]  我操練一下自己,
[00:09:07.000 --> 00:09:10.000]  我令自己沒那麼舒服,
[00:09:10.000 --> 00:09:13.000]  那本身就是一件好事,
[00:09:13.000 --> 00:09:14.000]  完全不是這回事,
[00:09:14.000 --> 00:09:15.000]  如果我們這樣看,
[00:09:15.000 --> 00:09:18.000]  所以翻譯了Lent做大齋期,
[00:09:18.000 --> 00:09:24.000]  有時候會和民間宗教這一類的想法連在一起,
[00:09:24.000 --> 00:09:26.000]  那就太可惜了。
[00:09:26.000 --> 00:09:31.000]  教會的傳統將這四十天分別出來,
[00:09:31.000 --> 00:09:35.000]  那個目標,那個焦點,
[00:09:35.000 --> 00:09:37.000]  那個方向,
[00:09:37.000 --> 00:09:41.000]  那個目的地要帶你去哪裡?
[00:09:41.000 --> 00:09:43.000]  復活,
[00:09:43.000 --> 00:09:45.000]  耶穌基督的復活,
[00:09:45.000 --> 00:09:47.000]  新的生命。
[00:09:47.000 --> 00:09:49.000]  所以今天你有沒有留意到,
[00:09:49.000 --> 00:09:52.000]  我們在這一段日子裡,
[00:09:52.000 --> 00:09:54.000]  主日崇拜,
[00:09:54.000 --> 00:09:58.000]  其宗教會選擇讀的經文,
[00:09:58.000 --> 00:10:03.000]  就是彌哥底母來找耶穌,
[00:10:03.000 --> 00:10:06.000]  然後耶穌就和他說什麼?
[00:10:06.000 --> 00:10:08.000]  不是說齋戒,
[00:10:08.000 --> 00:10:10.000]  不是說修煉,
[00:10:10.000 --> 00:10:14.000]  不是說功德,
[00:10:14.000 --> 00:10:18.000]  不是說受苦,
[00:10:18.000 --> 00:10:22.000]  登山變象反而是說受苦,
[00:10:22.000 --> 00:10:24.000]  我們看過了。
[00:10:24.000 --> 00:10:29.000]  但是耶穌和彌哥底母所討論的焦點,
[00:10:29.000 --> 00:10:30.000]  你很熟悉了,
[00:10:30.000 --> 00:10:34.000]  人若不從生,
[00:10:34.000 --> 00:10:36.000]  說生命,
[00:10:36.000 --> 00:10:38.000]  生命,
