
[00:00:00.000 --> 00:00:07.520]  我們今天繼續去羅馬書
[00:00:07.520 --> 00:00:10.520]  講到十二章
[00:00:10.520 --> 00:00:12.520]  上次講到第十章
[00:00:12.520 --> 00:00:17.000]  不過十一章有很多東西都跟第十章相似
[00:00:17.000 --> 00:00:19.000]  我就跳了十一章
[00:00:19.000 --> 00:00:21.000]  我們就去到第十二章
[00:00:21.000 --> 00:00:23.000]  找回經文出來
[00:00:23.000 --> 00:00:26.000]  羅馬書第十二章 一道野一節
[00:00:26.000 --> 00:00:29.000]  經文雖然長一點
[00:00:29.000 --> 00:00:32.000]  不過我覺得讀經是很重要的
[00:00:32.000 --> 00:00:35.000]  所以我們都會讀完野一節的經文
[00:00:35.000 --> 00:00:37.000]  用啟認方法
[00:00:37.000 --> 00:00:40.000]  我會讀單數的經文
[00:00:40.000 --> 00:00:42.000]  大家讀雙數的經文
[00:00:42.000 --> 00:00:43.000]  我開始
[00:00:43.000 --> 00:00:46.000]  所以弟兄們,我以神的慈悲
[00:00:46.000 --> 00:00:50.000]  勸你們將身體獻上
[00:00:50.000 --> 00:00:51.000]  當作活祭
[00:00:51.000 --> 00:00:54.000]  是聖潔的,是神所喜悅的
[00:00:54.000 --> 00:00:56.000]  你們如此侍奉
[00:00:56.000 --> 00:00:59.000]  乃是理所當然的
[00:00:59.000 --> 00:01:01.000]  不要效法這個世界
[00:01:01.000 --> 00:01:04.000]  只要心意更新而變化
[00:01:04.000 --> 00:01:07.000]  叫你們察驗何謂神的善良
[00:01:07.000 --> 00:01:11.000]  純全,可喜悅的旨意
[00:01:11.000 --> 00:01:13.000]  我憑著所賜我的恩
[00:01:13.000 --> 00:01:15.000]  對你們各人說
[00:01:15.000 --> 00:01:19.000]  不要看自己過於所當看的
[00:01:19.000 --> 00:01:21.000]  要照著神所分給各人
[00:01:21.000 --> 00:01:23.000]  信心的大小
[00:01:23.000 --> 00:01:25.000]  看得合乎中度
[00:01:25.000 --> 00:01:29.000]  正如我們一個身子上有好些肢體
[00:01:29.000 --> 00:01:32.000]  肢體也不都是一樣的用處
[00:01:32.000 --> 00:01:34.000]  我們這許多人
[00:01:34.000 --> 00:01:37.000]  在基督裡成為一身
[00:01:37.000 --> 00:01:39.000]  互相聯絡作肢體
[00:01:39.000 --> 00:01:41.000]  也是如此
[00:01:41.000 --> 00:01:44.000]  按我們所得的恩賜
[00:01:44.000 --> 00:01:45.000]  各有不同
[00:01:45.000 --> 00:01:46.000]  或說預言
[00:01:46.000 --> 00:01:50.000]  就當照著信心的程度說預言
[00:01:50.000 --> 00:01:51.000]  或作執事
[00:01:51.000 --> 00:01:53.000]  就當專一執事
[00:01:53.000 --> 00:01:57.000]  或作教導的就當專一教導
[00:01:57.000 --> 00:02:01.000]  或作勸化的就當專一勸化
[00:02:01.000 --> 00:02:03.000]  施捨的就當誠實
[00:02:03.000 --> 00:02:06.000]  自理的就當殷勤
[00:02:06.000 --> 00:02:09.000]  憐憫人的就當甘心
[00:02:09.000 --> 00:02:11.000]  愛人不可虛假
[00:02:11.000 --> 00:02:13.000]  惡要厭惡
[00:02:13.000 --> 00:02:15.000]  善要親近
[00:02:15.000 --> 00:02:18.000]  愛弟兄要彼此親熱
[00:02:18.000 --> 00:02:21.000]  恭敬人要彼此推揚
[00:02:21.000 --> 00:02:23.000]  殷勤不可懶惰
[00:02:23.000 --> 00:02:27.000]  要心裡火熱常常服侍主
[00:02:27.000 --> 00:02:29.000]  在指望中要喜樂
[00:02:29.000 --> 00:02:31.000]  在患難中要忍耐
[00:02:31.000 --> 00:02:33.000]  禱告要行切
[00:02:33.000 --> 00:02:36.000]  聖徒缺乏要幫補
[00:02:36.000 --> 00:02:39.000]  客要欣美地款待
[00:02:39.000 --> 00:02:42.000]  迫不理們的要給他們祝福
[00:02:42.000 --> 00:02:45.000]  只要祝福不可奏助
[00:02:45.000 --> 00:02:47.000]  與喜樂的人要同樂
[00:02:47.000 --> 00:02:50.000]  與哀哭的人要同哭
[00:02:50.000 --> 00:02:52.000]  要彼此同心
[00:02:52.000 --> 00:02:54.000]  不要志氣高大
[00:02:54.000 --> 00:02:56.000]  都要苦咒卑微的人
[00:02:56.000 --> 00:02:58.000]  不要自以為聰明
[00:02:58.000 --> 00:03:01.000]  不要以惡報惡
[00:03:01.000 --> 00:03:04.000]  眾人以為美的事要留心去做
[00:03:04.000 --> 00:03:06.000]  若是能行
[00:03:06.000 --> 00:03:08.000]  總要盡力與眾人和睦
[00:03:08.000 --> 00:03:10.000]  親愛的弟兄
[00:03:10.000 --> 00:03:14.000]  不要自己身冤寧可讓步
[00:03:14.000 --> 00:03:16.000]  聽憑主路
[00:03:16.000 --> 00:03:18.000]  因為經上記著
[00:03:18.000 --> 00:03:20.000]  主說身冤在我
[00:03:20.000 --> 00:03:22.000]  我必報應
[00:03:22.000 --> 00:03:25.000]  所以你的仇敵若餓了
[00:03:25.000 --> 00:03:27.000]  就給他吃
[00:03:27.000 --> 00:03:29.000]  若渴了就給他喝
[00:03:29.000 --> 00:03:31.000]  因為你這樣行
[00:03:31.000 --> 00:03:34.000]  就是把炭火堆在他的頭上
[00:03:34.000 --> 00:03:36.000]  我們一起讀耶一節
[00:03:36.000 --> 00:03:38.000]  你不可為惡所勝
[00:03:38.000 --> 00:03:41.000]  反要以善勝惡
[00:03:41.000 --> 00:03:43.000]  我們低頭做個禱告
[00:03:43.000 --> 00:03:45.000]  主耶穌我們求你真的幫助我們
[00:03:45.000 --> 00:03:47.000]  過去一個月
[00:03:47.000 --> 00:03:49.000]  我們看到香港的社會
[00:03:49.000 --> 00:03:52.000]  有很多惡在我們當中
[00:03:52.000 --> 00:03:57.000]  無論我們是藍營還是黃營
[00:03:57.000 --> 00:04:01.000]  我們都不希望見到社會有這麼多的爭拗
[00:04:01.000 --> 00:04:03.000]  這麼多的暴力
[00:04:03.000 --> 00:04:05.000]  求你幫助我們在這個社會裡
[00:04:05.000 --> 00:04:07.000]  更加需要你的兒女
[00:04:07.000 --> 00:04:09.000]  活出一個愛的見證
[00:04:09.000 --> 00:04:11.000]  幫助我們知道
[00:04:11.000 --> 00:04:13.000]  我們的生命屬於你的
[00:04:13.000 --> 00:04:17.000]  讓我們在這個社會充滿怨氣
[00:04:17.000 --> 00:04:20.000]  充滿灰色的一個時間
[00:04:20.000 --> 00:04:23.000]  我們的生命更加能夠為你發光
[00:04:23.000 --> 00:04:26.000]  求你今天聽到的時間
[00:04:26.000 --> 00:04:30.000]  你的聖靈親自教導我們每一個人
[00:04:30.000 --> 00:04:32.000]  禱告奉耶穌基督命
[00:04:32.000 --> 00:04:34.000]  好
[00:04:34.000 --> 00:04:37.000]  過去幾個星期
[00:04:37.000 --> 00:04:39.000]  我在不同的教會講道
[00:04:39.000 --> 00:04:42.000]  都講過一些跟香港近來發生的事有關的事
[00:04:42.000 --> 00:04:45.000]  今天我主要是講12章
[00:04:45.000 --> 00:04:47.000]  12章都有些事
[00:04:47.000 --> 00:04:50.000]  會跟今天的處境有些關係
[00:04:50.000 --> 00:04:52.000]  講到的時候再講
[00:04:52.000 --> 00:04:55.000]  不過就溫故知新鮮
[00:04:55.000 --> 00:04:57.000]  我想你們都應該希望
[00:04:57.000 --> 00:05:00.000]  差不多記得羅馬書的結構
[00:05:00.000 --> 00:05:02.000]  羅馬書有16章
[00:05:02.000 --> 00:05:05.000]  第16章是文後的
[00:05:05.000 --> 00:05:07.000]  那章我們不會講了
[00:05:07.000 --> 00:05:09.000]  一大堆人名16章
[00:05:09.000 --> 00:05:11.000]  1到15章就是本來真正要講的事
[00:05:11.000 --> 00:05:14.000]  1到15章很明顯分開
[00:05:14.000 --> 00:05:17.000]  1到11章是一些比較理念性
[00:05:17.000 --> 00:05:20.000]  或者神學上的一些問題
[00:05:20.000 --> 00:05:23.000]  12到15章是一些比較生活
[00:05:23.000 --> 00:05:26.000]  或者應用的一些問題
[00:05:26.000 --> 00:05:29.000]  1到11章又分開兩部分
[00:05:29.000 --> 00:05:32.000]  1到11章兩部分
[00:05:32.000 --> 00:05:35.000]  1到8章就是講恩訓清義的道理
[00:05:35.000 --> 00:05:38.000]  講神的恩典有多偉大
[00:05:38.000 --> 00:05:41.000]  第9到第11章就是講
[00:05:41.000 --> 00:05:44.000]  以色列人的命運的問題
[00:05:44.000 --> 00:05:47.000]  1到8章又可以分開兩部分
[00:05:47.000 --> 00:05:50.000]  1到4章是比較反面的
[00:05:50.000 --> 00:05:53.000]  5章到8章是比較正面的
[00:05:53.000 --> 00:05:56.000]  1到8章就說這個世界上沒有人可以誇口
[00:05:56.000 --> 00:05:59.000]  不論你是猶太人或者外邦人
[00:05:59.000 --> 00:06:02.000]  什麼人都好沒有東西可以誇口的
[00:06:02.000 --> 00:06:05.000]  我們都是靠主的恩典去到神的面前
[00:06:05.000 --> 00:06:08.000]  第5到第8章就說
[00:06:08.000 --> 00:06:11.000]  既然我們現在有聖靈在我們心中
[00:06:11.000 --> 00:06:14.000]  我們已經去到神的面前
[00:06:14.000 --> 00:06:17.000]  我們應該如何過生活
[00:06:17.000 --> 00:06:20.000]  我們應該怎樣看我們的生命
[00:06:20.000 --> 00:06:23.000]  第8章的時候大家記得結尾的時候
[00:06:23.000 --> 00:06:26.000]  講到神的愛有多偉大
[00:06:26.000 --> 00:06:29.000]  講到普羅話無論是生是死
[00:06:29.000 --> 00:06:32.000]  是將來的事情、過去的事情、天上的事情
[00:06:32.000 --> 00:06:35.000]  邪惡的力量
[00:06:35.000 --> 00:06:38.000]  任何的事情都不能夠叫我們與神的愛隔絕
[00:06:38.000 --> 00:06:41.000]  愛是在基督耶穌裡
[00:06:41.000 --> 00:06:44.000]  第8章的結論就是神的愛的偉大
[00:06:44.000 --> 00:06:47.000]  讚美的詩歌
[00:06:47.000 --> 00:06:50.000]  第9到11章某程度上是一個註腳
[00:06:50.000 --> 00:06:53.000]  或者一個題外話
[00:06:53.000 --> 00:06:56.000]  不過是一個很貼切的題外話
[00:06:56.000 --> 00:06:59.000]  第9到11章主要是說既然神的愛這麼偉大
[00:06:59.000 --> 00:07:02.000]  很多以色列人沒有信耶穌
[00:07:02.000 --> 00:07:05.000]  是不是神抨棄了以色列人呢
[00:07:05.000 --> 00:07:08.000]  普羅話的答案基本上是不是
[00:07:08.000 --> 00:07:11.000]  我們已經講過了
[00:07:11.000 --> 00:07:14.000]  某程度上第12章就反駁到第8章
[00:07:14.000 --> 00:07:17.000]  基本上12到15章都是說
[00:07:17.000 --> 00:07:20.000]  假如神的愛這麼偉大
[00:07:20.000 --> 00:07:23.000]  我們又在神的愛裡
[00:07:23.000 --> 00:07:26.000]  我們要怎樣去生活呢
[00:07:26.000 --> 00:07:29.000]  神的愛我們怎樣生活呢
[00:07:29.000 --> 00:07:32.000]  神的愛某程度上都是這麼愛我們
[00:07:32.000 --> 00:07:35.000]  不會因為我們做好人神愛我們多一點
[00:07:35.000 --> 00:07:38.000]  我們做壞人神愛我們少一點
[00:07:38.000 --> 00:07:41.000]  不是的 神的愛什麼時候都這麼偉大
[00:07:41.000 --> 00:07:44.000]  不過神愛我們也好
[00:07:44.000 --> 00:07:47.000]  我們能不能夠享受這份愛呢
[00:07:47.000 --> 00:07:50.000]  體會神對我們的愛呢
