
[00:00:00.000 --> 00:00:06.280]  今天繼續跟大家講文素記
[00:00:06.280 --> 00:00:10.480]  今天要跟大家講巴蘭的故事
[00:00:10.480 --> 00:00:13.520]  相信大家講巴蘭的故事
[00:00:13.520 --> 00:00:15.680]  基督徒一定不會陌生
[00:00:15.680 --> 00:00:17.680]  一定會很熟悉
[00:00:17.680 --> 00:00:20.360]  我們上次跟大家講
[00:00:20.360 --> 00:00:23.360]  其實文素記可以分開幾個段落
[00:00:23.360 --> 00:00:25.920]  一章至十九章
[00:00:25.920 --> 00:00:28.480]  都是講第一代以色列人
[00:00:28.480 --> 00:00:31.080]  大多數都是第一代的以色列人
[00:00:31.080 --> 00:00:34.160]  到二十六至三十六章
[00:00:34.160 --> 00:00:36.560]  我們知道是一個新的開始
[00:00:36.560 --> 00:00:39.200]  是講第二代的以色列人
[00:00:39.200 --> 00:00:42.120]  在第一代和第二代當中
[00:00:42.120 --> 00:00:45.000]  由二十至二十五章
[00:00:45.000 --> 00:00:47.000]  講了兩件事
[00:00:47.000 --> 00:00:48.840]  有兩個先知
[00:00:48.840 --> 00:00:51.360]  一個先知是以色列人的先知
[00:00:51.360 --> 00:00:54.560]  是神的僕人摩西
[00:00:54.560 --> 00:00:55.800]  很可惜
[00:00:55.800 --> 00:00:57.480]  他也有失誤
[00:00:57.480 --> 00:00:59.680]  他也有沒有仰望神
[00:00:59.680 --> 00:01:01.560]  不信靠神的時候
[00:01:01.560 --> 00:01:04.840]  他用象擊石出水
[00:01:04.840 --> 00:01:07.360]  而沒有分腐盆石出水
[00:01:07.360 --> 00:01:10.240]  好像神叫他所做的
[00:01:10.240 --> 00:01:12.920]  今天我們又要看另外一個先知
[00:01:12.920 --> 00:01:16.240]  這個先知是外邦人的先知
[00:01:16.240 --> 00:01:18.000]  是巴蘭
[00:01:18.000 --> 00:01:21.880]  他的事跡是記載在二十二至二十五章
[00:01:21.880 --> 00:01:23.720]  大家會覺得很奇怪
[00:01:23.720 --> 00:01:28.000]  為什麼我會將二十五章加在裡面
[00:01:28.000 --> 00:01:29.320]  如果你看二十五章
[00:01:29.320 --> 00:01:32.920]  你不會見到有巴蘭這個人的名字
[00:01:32.920 --> 00:01:35.120]  而去到二十四章的尾
[00:01:35.120 --> 00:01:37.800]  你會見到是巴蘭起來
[00:01:37.800 --> 00:01:39.520]  回他本地去
[00:01:39.520 --> 00:01:41.680]  巴勒也回去了
[00:01:41.680 --> 00:01:43.720]  巴蘭巴勒都回家了
[00:01:43.720 --> 00:01:47.240]  就好像這件事已經完結了
[00:01:47.240 --> 00:01:50.320]  為什麼二十五章又會講巴蘭呢
[00:01:50.320 --> 00:01:54.920]  其實二十五章是講以色列人在集庭
[00:01:54.920 --> 00:01:58.160]  怎樣與魔革女子行刃
[00:01:58.160 --> 00:02:00.400]  怎樣拜牛雀
[00:02:00.400 --> 00:02:05.280]  這件事到底與巴蘭有什麼關係
[00:02:05.280 --> 00:02:08.160]  如果我們去到文號記三十一章十六節
[00:02:08.160 --> 00:02:09.920]  就很清楚了
[00:02:09.920 --> 00:02:10.840]  原來經文說
[00:02:10.840 --> 00:02:14.240]  這些婦女因巴蘭的計謀
[00:02:14.240 --> 00:02:19.320]  叫以色列人在比爾的事上得罪耶和華
[00:02:19.320 --> 00:02:24.120]  以至耶和華會遭遇瘟疫
[00:02:24.120 --> 00:02:25.600]  非常清楚
[00:02:25.600 --> 00:02:31.440]  原來是巴蘭獻計要陷以色列人於不義
[00:02:31.440 --> 00:02:32.800]  也是因為這樣
[00:02:32.800 --> 00:02:36.360]  當以色列和米殿打仗的時候
[00:02:36.360 --> 00:02:41.080]  他們用刀殺死比爾的兒子巴蘭
[00:02:41.080 --> 00:02:46.240]  原因就是因為他獻計給魔革王巴勒
[00:02:46.240 --> 00:02:48.720]  我們見到文數記二十二至二十五章
[00:02:48.720 --> 00:02:50.960]  沒有提及這件事
[00:02:50.960 --> 00:02:55.800]  文數記三十一章就交代得很清楚
[00:02:55.800 --> 00:02:57.760]  我們剛才讀的經文
[00:02:57.760 --> 00:03:01.920]  我們見到以色列人已經去到魔革平原
[00:03:01.920 --> 00:03:04.600]  已經去到約旦河的東面
[00:03:04.600 --> 00:03:09.000]  遙遙可以隔著河見到耶利哥城
[00:03:09.000 --> 00:03:13.200]  下一步他們就要渡河進入迦南地
[00:03:13.200 --> 00:03:19.520]  而魔革王見到以色列人向阿摩利人所做的一切
[00:03:19.520 --> 00:03:22.440]  將他們徹底打敗了
[00:03:22.440 --> 00:03:24.160]  是非常之害怕
[00:03:24.160 --> 00:03:29.200]  於是魔革王巴勒就很懼怕
[00:03:29.200 --> 00:03:30.480]  很憂傷
[00:03:30.480 --> 00:03:39.280]  於是他就派了魔革的長老和米殿的長老去見巴勒
[00:03:39.280 --> 00:03:43.440]  剛才也讀過這幾節經文
[00:03:43.440 --> 00:03:48.960]  就是文數記二十二章五和六節
[00:03:48.960 --> 00:03:52.080]  有一宗民從埃及地出來
[00:03:52.080 --> 00:03:55.120]  遮滿地面與我對居
[00:03:55.120 --> 00:03:57.280]  這民比我強盛
[00:03:57.280 --> 00:04:01.680]  現在求你來為我救助他們
[00:04:01.680 --> 00:04:05.320]  或者我能得勝攻打他們
[00:04:05.320 --> 00:04:10.560]  趕出此地因為我知道你為誰祝福誰就得福
[00:04:10.560 --> 00:04:15.240]  你救助誰誰就受救助
[00:04:15.240 --> 00:04:23.480]  很清楚巴勒這個魔革王就請巴蘭來救助以色列
[00:04:23.480 --> 00:04:27.040]  究竟巴蘭是一個什麼樣的人
[00:04:27.040 --> 00:04:29.320]  為什麼他會有這麼大的勢力
[00:04:29.320 --> 00:04:32.280]  他能夠是祝福誰誰得福
[00:04:32.280 --> 00:04:36.520]  救助誰誰就被救助
[00:04:36.520 --> 00:04:43.240]  我們一起來看看約書亞記第十三章二十二節
[00:04:43.240 --> 00:04:46.680]  那時以色列人在所殺的人中
[00:04:46.680 --> 00:04:51.600]  也用刀殺了彼爾的兒子述事巴蘭
[00:04:51.600 --> 00:04:54.800]  這節經文給我們多一點資料
[00:04:54.800 --> 00:04:59.200]  我們知道原來巴蘭是一個述事
[00:04:59.200 --> 00:05:03.200]  那你會問述事是什麼呢
[00:05:03.200 --> 00:05:11.360]  其實原來希伯來的原文述事和先知是可以交替換的
[00:05:11.360 --> 00:05:13.920]  在這裡以塞瓦書三章二節說
