
[00:00:00.000 --> 00:00:10.000]  從荒謬到永恆,全道書的人生哲學,專題四:真命消逝的荒謬
[00:00:10.000 --> 00:00:15.000]  溫偉耀博士主講,英國牛津大學哲學博士
[00:00:15.000 --> 00:00:35.000]  我一齊就來看全道書第四個人生的荒謬,人生消逝的荒謬,生命消逝的荒謬
[00:00:35.000 --> 00:00:45.000]  這四個荒謬是我自己研究全道書所得到的一些體會
[00:00:45.000 --> 00:00:52.000]  我覺得這四個題目都是全道書裏面有相當多的篇幅和內容來處理的
[00:00:52.000 --> 00:00:56.000]  當然全道書裏面可能還有其他的東西,我跳了沒講
[00:00:56.000 --> 00:01:01.000]  也不可能在短短的兩晚裏面將全道書裏面所有的教訓都講完
[00:01:01.000 --> 00:01:08.000]  我是分題式的來講,希望大家會習慣,我不是每一節一節地講下去
[00:01:08.000 --> 00:01:15.000]  有一件事我是很怕的,怕什麼呢?
[00:01:15.000 --> 00:01:25.000]  在過去的一段日子,我也有不少機會認識一些影視界的人,或者是明星那些人
[00:01:25.000 --> 00:01:30.000]  很多時候接觸他們的圈子,有一件事其實我是很怕的
[00:01:30.000 --> 00:01:42.000]  就是很怕和那些過氣的明星聊天,尤其是怕那些已經老了過氣的女明星聊天
[00:01:42.000 --> 00:01:51.000]  最近有一次有這樣的經驗,我好記得,和她聊天,她吃煙,還是很濃妝
[00:01:51.000 --> 00:01:56.000]  可能她以前都挺漂亮的,年輕的時候
[00:01:56.000 --> 00:02:08.000]  那時候的威水史,那時候哪個導演求我求了兩個星期,我都不肯什麼什麼安排
[00:02:08.000 --> 00:02:13.000]  我一邊聽,一邊坐在那裏,其實她說的那個導演我都不認識
[00:02:13.000 --> 00:02:19.000]  可能在當年就很厲害,但可能我那時候還沒有出生,那時候我很小
[00:02:19.000 --> 00:02:25.000]  她的名字我也稍微聽過,可能她也是曾經試過很受重視的女明星
[00:02:25.000 --> 00:02:33.000]  但無曾幾何時,我看見一幅是一種過氣的明星的瘡傷
[00:02:33.000 --> 00:02:41.000]  現在沒有人要她,喝酒,婚姻破裂,但是說起她以前的精神
[00:02:41.000 --> 00:02:47.000]  其實對一個年輕人來說,我覺得是很荒謬,也覺得很唏噓
[00:02:47.000 --> 00:02:53.000]  我感覺到在她的生命裏面,我看到一種消逝感,那種曾經風光過的消逝感
[00:02:53.000 --> 00:02:58.000]  她現在盡力,努力去重新重拾,去抓住那種風光
[00:02:58.000 --> 00:03:03.000]  所以她要告訴這個年輕人,我那時候多威風,那個導演求我求了多久,我都不肯和他拍了
[00:03:03.000 --> 00:03:08.000]  幾個人求我求,但這個年輕人的心裏面,那又怎樣呢?我都不懂
[00:03:08.000 --> 00:03:12.000]  你講的以前多威風,導演你講過哪齣戲我都沒有看過
[00:03:12.000 --> 00:03:19.000]  我相信這個是人生的一種荒謬,人生你不想消逝的,去消逝
[00:03:19.000 --> 00:03:27.000]  你想留住的,你看著在你眼前離開,甚至死亡的來臨
[00:03:27.000 --> 00:03:30.000]  傳道者說這個都是一種荒謬
[00:03:30.000 --> 00:03:37.000]  傳道書第五章十五節,這樣說
[00:03:37.000 --> 00:03:45.000]  傳道書第五章第十五和十六節
[00:03:45.000 --> 00:03:54.000]  傳道者說,她怎樣從母胎赤身而來,也必照樣赤身而去
[00:03:54.000 --> 00:04:00.000]  她所勞碌得來的,手中分毫不能夠帶去
[00:04:00.000 --> 00:04:05.000]  她來的情形怎樣,她去的情形也怎樣
[00:04:05.000 --> 00:04:12.000]  這是一種大禍患,因為她為風勞碌,有什麼益處呢?
[00:04:12.000 --> 00:04:22.000]  傳道者形容人的勞碌,努力掙扎,原來那個對象是風,與風而去
[00:04:22.000 --> 00:04:27.000]  第六章十二節和一頁
[00:04:27.000 --> 00:04:35.000]  人一生虛度的日子,就如影兒經過,誰知道什麼與他有益呢?
[00:04:35.000 --> 00:04:42.000]  影兒經過,誰知道什麼與他有益呢?
[00:04:42.000 --> 00:04:46.000]  誰能告訴他身後在日光之下有什麼事呢?
[00:04:46.000 --> 00:04:52.000]  另一個唏噓,人生一生所虛度的日子,如影經過
[00:04:52.000 --> 00:05:01.000]  剛才說為風勞碌,現在人生一生,回看好像一個影一樣,如影兒經過
[00:05:01.000 --> 00:05:11.000]  這讓我們想起中國人所說,很多時我們所人生所擁有,所追尋的,好像水中的月,鏡中的影
[00:05:11.000 --> 00:05:22.000]  這是人生的另一個荒謬,我們看見人生,我們很願意保留,足以自豪的東西,竟然在他們眼前消逝
[00:05:22.000 --> 00:05:29.000]  如果你記得幾年前,第一齣電影,莫扎特傳所說到的故事
[00:05:29.000 --> 00:05:35.000]  當時的莫扎特與他差不多是同年代,但非常得意的宮廷音樂師
[00:05:35.000 --> 00:05:42.000]  他欣賞莫扎特,後來到了妒忌莫扎特,最後設計是陷害莫扎特
[00:05:42.000 --> 00:05:50.000]  35歲的莫扎特這個音樂家,被他的計劃嚇得,最後嚇死了
[00:05:50.000 --> 00:05:57.000]  電影開始和結束的時候,說到莫扎特老年的時候,變成神經
[00:05:57.000 --> 00:06:00.000]  什麼令他發瘋和神經?
[00:06:00.000 --> 00:06:02.000]  你記得嗎?
[00:06:02.000 --> 00:06:10.000]  他說,這個莫扎特,我35歲就殺了他,但慢慢慢慢,神的懲罰最大是什麼呢?
[00:06:10.000 --> 00:06:16.000]  要我有長命,親眼看見我的作品,慢慢慢慢被人迷惘
[00:06:16.000 --> 00:06:22.000]  而這個35歲的莫扎特的作品,周圍被人認識和被人紀念
[00:06:22.000 --> 00:06:24.000]  他沒辦法接受這個事實
[00:06:24.000 --> 00:06:33.000]  有時人生就是這樣,你最鍾愛的,最足以自豪的,你最不想失去的,偏偏在你眼前,慢慢慢慢的消失
[00:06:33.000 --> 00:06:44.000]  甚至我們傳道者告訴我們,人生最終極的死亡,都是我們沒辦法避免
[00:06:44.000 --> 00:06:51.000]  人人都想避免死亡,中國人最不想說的,所以我一說就大吉利是
[00:06:51.000 --> 00:06:56.000]  兩晚說到最後就說死,但事實上是,中國人是很不想說的
[00:06:56.000 --> 00:07:02.000]  那天我坐在那裡想,其實突然間加進去,想想,中國人其實呢,你和我一起想想
[00:07:02.000 --> 00:07:06.000]  用了多少類不同的字眼來代替死這個字呢?
[00:07:06.000 --> 00:07:11.000]  我想到一些,看還可以加,不說死,說什麼呢?
[00:07:11.000 --> 00:07:20.000]  香了,死了,直了,還有什麼呢?
[00:07:20.000 --> 00:07:23.000]  死了,還有什麼呢?
[00:07:23.000 --> 00:07:30.000]  去了那裡,回到舊陣時那裡,買鹹鴨蛋,還有什麼呢?
[00:07:30.000 --> 00:07:37.000]  看能不能數出來,拉柴
[00:07:37.000 --> 00:07:42.000]  你想想,我們中國人就是這樣,總而言之,我們盡辦法提都不好提
[00:07:42.000 --> 00:07:50.000]  因為我們不想面對死亡,但是遲早我們又要面對死亡的事實
[00:07:50.000 --> 00:07:58.000]  傳道者有一段聖經,形容我們生命的衰殘是很繪聲繪影的
[00:07:58.000 --> 00:08:06.000]  雖然時間不多,我想和大家稍微看一看,我覺得很美麗,也是很悲哀的一段
[00:08:07.000 --> 00:08:12.000]  就是傳道書最深的那一章,十二章
[00:08:12.000 --> 00:08:21.000]  傳道書第十二章,第一節說到你要趁著年幼衰敗的日子尚未來到
[00:08:21.000 --> 00:08:30.000]  就是你所說的,我毫無喜樂的那些年日尚未臨近之先,當紀念做你的主宰
[00:08:30.000 --> 00:08:41.000]  第二節開始,一直下去那幾節,他就描述那種衰敗的日子的圖畫是怎樣
[00:08:41.000 --> 00:08:50.000]  第二節說到不要等到日頭光明月亮星秀變為黑暗
[00:08:50.000 --> 00:08:55.000]  這裡用到一個象徵的字眼,黑暗
[00:08:55.000 --> 00:09:03.000]  黑暗的意思當然不是指著天色的黑暗,是你人生的喜樂消失
[00:09:03.000 --> 00:09:09.000]  不要等到人生的喜樂消失,衰敗日子是人生的喜樂消失的日子
[00:09:09.000 --> 00:09:19.000]  第三節和第五節說到我們的身體不想它消逝,我們的身體不想見它衰敗
[00:09:19.000 --> 00:09:28.000]  但是這是不可避免的事實,第三節說到看守房屋的發震,有力的鬱身,虛無的稀少
[00:09:28.000 --> 00:09:33.000]  就從窗戶往外看都說了四樣東西
[00:09:33.000 --> 00:09:45.000]  看守房屋的應該是最醒目的,看著房屋的無論如何,他做這行應該是最有精神的
[00:09:45.000 --> 00:09:55.000]  但是他現在發震,最有力的都要鬱身,鬱身就是當你走路的時候,你開始彎腰
[00:09:55.000 --> 00:10:08.000]  因為你的腰沒辦法支撐你的身體,是一種很具體,可以說是一種很悲的形容這種衰殘的生命
[00:10:08.000 --> 00:10:15.000]  虛無的稀少是用了一個寓意的做法,虛無就不是真的虛無
[00:10:15.000 --> 00:10:25.000]  以往的古代希伯來人說到我們的牙咬東西好像虛無一樣,硬硬的,就像虛無一樣
[00:10:25.000 --> 00:10:34.000]  所以虛無的稀少就是古代的意思,就是我們發覺我們的牙開始不能推磨了,沒有東西可以照了,照不到
[00:10:34.000 --> 00:10:41.000]  然後從窗戶往外看,發覺都變成昏暗,為什麼呢?因為一眼就看不到
[00:10:41.000 --> 00:10:50.000]  我覺得這一節雖然很短,但是很具體,很到肉的形容那種身體上的摧殘
[00:10:50.000 --> 00:10:56.000]  第五節說人怕高處,人為什麼會怕高處呢?因為你的體力不支,怕
[00:10:56.000 --> 00:11:04.000]  你年紀大了,路上有驚怕,走路有什麼驚怕,因為你知道有什麼危險,一滑倒的時候,你老人家就明白了
[00:11:04.000 --> 00:11:12.000]  到你年紀大了就知道,路上都有驚怕,普通年輕人不知道的,一下子就跳出去,兩下子就跳上巴士
