
[00:00:00.000 --> 00:00:02.000]  各位聽眾早安
[00:00:02.000 --> 00:00:04.000]  首先容許我在這裡宣傳
[00:00:04.000 --> 00:00:06.000]  10月20日
[00:00:06.000 --> 00:00:08.000]  即是大約過多兩三個星期
[00:00:08.000 --> 00:00:10.000]  就是小弟的就職禮
[00:00:10.000 --> 00:00:12.000]  如果大家有時間的話
[00:00:12.000 --> 00:00:14.000]  很歡迎大家每一個人出席
[00:00:14.000 --> 00:00:16.000]  就是在4點鐘
[00:00:16.000 --> 00:00:18.000]  星期日的4點鐘在
[00:00:18.000 --> 00:00:20.000]  播道會的恩福堂
[00:00:20.000 --> 00:00:22.000]  長沙灣的恩福堂來舉行
[00:00:22.000 --> 00:00:24.000]  歡迎大家抽時間來出席
[00:00:24.000 --> 00:00:26.000]  我去做了神學院院長之後
[00:00:26.000 --> 00:00:28.000]  我去做了神學院院長之後
[00:00:28.000 --> 00:00:30.000]  很多人跟我說
[00:00:30.000 --> 00:00:32.000]  很多人跟我說
[00:00:32.000 --> 00:00:34.000]  恭喜我
[00:00:34.000 --> 00:00:36.000]  其實我不太理解
[00:00:36.000 --> 00:00:38.000]  我由教會去到神學院
[00:00:38.000 --> 00:00:40.000]  那些人就恭喜我
[00:00:40.000 --> 00:00:42.000]  做院長
[00:00:42.000 --> 00:00:44.000]  但12年前我由神學院
[00:00:44.000 --> 00:00:46.000]  來教會做牧者的時候
[00:00:46.000 --> 00:00:48.000]  就沒有人恭喜我
[00:00:48.000 --> 00:00:50.000]  當時就覺得好像是
[00:00:50.000 --> 00:00:52.000]  降職那樣
[00:00:52.000 --> 00:00:54.000]  那裡就說你降職了
[00:00:54.000 --> 00:00:56.000]  現在就恭喜我
[00:00:56.000 --> 00:00:58.000]  我只是升職了
[00:00:58.000 --> 00:01:00.000]  不知道是不是這個意思
[00:01:00.000 --> 00:01:02.000]  我一點都不覺得
[00:01:02.000 --> 00:01:04.000]  牧會
[00:01:04.000 --> 00:01:06.000]  會比神學院更加容易
[00:01:06.000 --> 00:01:08.000]  我不覺得
[00:01:08.000 --> 00:01:10.000]  我猜神學院
[00:01:10.000 --> 00:01:12.000]  可能表示的
[00:01:12.000 --> 00:01:14.000]  這個責任背後的意思
[00:01:14.000 --> 00:01:16.000]  就是責任很重
[00:01:16.000 --> 00:01:18.000]  希望大家能夠繼續為我們祈禱
[00:01:18.000 --> 00:01:20.000]  我看到教會成長很感恩
[00:01:20.000 --> 00:01:22.000]  今天是主學的
[00:01:22.000 --> 00:01:24.000]  開學禮的時間
[00:01:24.000 --> 00:01:26.000]  我看到有數完
[00:01:26.000 --> 00:01:28.000]  方聖殘英班的老師
[00:01:28.000 --> 00:01:30.000]  在我們的秩序表上
[00:01:30.000 --> 00:01:32.000]  總共有35位老師
[00:01:32.000 --> 00:01:34.000]  還有一些老師當然還沒有加上去
[00:01:34.000 --> 00:01:36.000]  但這次教主學的老師
[00:01:36.000 --> 00:01:38.000]  有35位
[00:01:38.000 --> 00:01:40.000]  我剛剛和我旁邊一位新朋友說
[00:01:40.000 --> 00:01:42.000]  大約12年前
[00:01:42.000 --> 00:01:44.000]  其實我們只有兩位老師
[00:01:44.000 --> 00:01:46.000]  為了教會能夠看中神的說話
[00:01:46.000 --> 00:01:48.000]  來獻上感恩
[00:01:48.000 --> 00:01:50.000]  昨天也是很開心的時間
[00:01:50.000 --> 00:01:52.000]  因為昨天是MBNN十週年成立的時間
[00:01:52.000 --> 00:01:54.000]  我看到他們有很多
[00:01:54.000 --> 00:01:56.000]  很投入的活動
[00:01:56.000 --> 00:01:58.000]  我很難想像
[00:01:58.000 --> 00:02:00.000]  十年後
[00:02:00.000 --> 00:02:02.000]  真的有了他們自己的敬拜隊
[00:02:02.000 --> 00:02:04.000]  MBA的初中生
[00:02:04.000 --> 00:02:06.000]  他們自己有個敬拜隊
[00:02:06.000 --> 00:02:08.000]  帶崇拜
[00:02:08.000 --> 00:02:10.000]  帶遊戲
[00:02:10.000 --> 00:02:12.000]  也有畫劇
[00:02:12.000 --> 00:02:14.000]  都是由一班少年人自己去做的
[00:02:14.000 --> 00:02:16.000]  我經常發現
[00:02:16.000 --> 00:02:18.000]  當我離開之後
[00:02:18.000 --> 00:02:20.000]  教會就比較復興
[00:02:20.000 --> 00:02:22.000]  我為了這些很感謝神
[00:02:22.000 --> 00:02:24.000]  看到教會的成長
[00:02:24.000 --> 00:02:26.000]  實在獻上感恩
[00:02:26.000 --> 00:02:28.000]  頂智慧
[00:02:28.000 --> 00:02:30.000]  我想和大家思想的題目叫成功感
[00:02:30.000 --> 00:02:32.000]  一個侍奉主的人
[00:02:32.000 --> 00:02:34.000]  必須要面對一個問題
[00:02:34.000 --> 00:02:36.000]  一位學者
[00:02:36.000 --> 00:02:38.000]  叫Marslow
[00:02:38.000 --> 00:02:40.000]  他有個很出名的
