
[00:00:00.000 --> 00:00:04.480]  各位弟子妹早晨
[00:00:04.480 --> 00:00:08.960]  由我們一開始聆聽主的說話
[00:00:08.960 --> 00:00:12.000]  以先我們一齊同心加上禱告
[00:00:12.000 --> 00:00:15.920]  讓聖靈帶領我們明白當中的教導
[00:00:15.920 --> 00:00:17.920]  一齊同心低頭禱告
[00:00:17.920 --> 00:00:21.360]  父神多謝你
[00:00:21.360 --> 00:00:23.680]  給我們有生命氣息
[00:00:23.680 --> 00:00:28.160]  也給我們一個明媚的星期日早上
[00:00:28.160 --> 00:00:32.640]  讓我們一同回到來敬拜侍奉祢
[00:00:32.640 --> 00:00:36.160]  求主祢的聖靈幫助我們
[00:00:36.160 --> 00:00:40.960]  能夠進入到上帝祢啟示的世界當中
[00:00:40.960 --> 00:00:43.280]  去明白當中的意思
[00:00:43.280 --> 00:00:48.080]  讓我們能夠在整個學習
[00:00:48.080 --> 00:00:51.280]  走這條屬靈的道路的過程上
[00:00:51.280 --> 00:00:56.560]  能夠帶著感恩和一份光榮在主祢的裏面
[00:00:56.560 --> 00:01:02.320]  讓我們一齊將這段時間高見交上
[00:01:02.320 --> 00:01:04.560]  求祢的引導
[00:01:04.560 --> 00:01:07.280]  奉靠主耶穌得勝的名字求
[00:01:07.280 --> 00:01:08.080]  太妹
[00:01:08.080 --> 00:01:18.080]  不知道大家有沒有試過去買一些限量版的產品
[00:01:18.080 --> 00:01:24.880]  或者以前很流行去聽演唱會
[00:01:24.880 --> 00:01:27.440]  有沒有人去聽過演唱會
[00:01:27.440 --> 00:01:32.320]  這麼多年來我去過的演唱會都不是我買票的
[00:01:32.320 --> 00:01:36.080]  是家人買了
[00:01:36.080 --> 00:01:38.080]  沒有人去
[00:01:38.080 --> 00:01:40.080]  那我去吧
[00:01:40.080 --> 00:01:41.280]  是這樣的
[00:01:41.280 --> 00:01:47.680]  因為通常買一些演唱會票或者戲票
[00:01:47.680 --> 00:01:49.680]  通常都很困難的
[00:01:49.680 --> 00:01:56.880]  以前商家做到一個局面
[00:01:56.880 --> 00:01:58.880]  就是很難買到的
[00:01:58.880 --> 00:02:00.880]  要排隊的
[00:02:00.880 --> 00:02:05.680]  要爭商搶奪的才能買到
[00:02:05.680 --> 00:02:08.880]  我個人的觀念就是
[00:02:08.880 --> 00:02:12.080]  我不會浪費時間去排隊
[00:02:12.080 --> 00:02:16.880]  因為我人生都不知道有多長
[00:02:16.880 --> 00:02:20.880]  無謂浪費這麼長的時間去排隊
[00:02:20.880 --> 00:02:24.880]  不過無論如何
[00:02:24.880 --> 00:02:26.880]  我都經歷過一些經驗
[00:02:26.880 --> 00:02:30.880]  就是買到一些很難得的東西
[00:02:30.880 --> 00:02:36.880]  大約在去年這個時間
[00:02:36.880 --> 00:02:38.880]  現在是六月
[00:02:38.880 --> 00:02:44.880]  如果大家記得教會的實體崇拜
[00:02:44.880 --> 00:02:46.880]  是去年這個時間恢復的
[00:02:46.880 --> 00:02:50.880]  在五六月之間
[00:02:50.880 --> 00:02:56.880]  其實在過去疫情的過程當中
[00:02:56.880 --> 00:03:02.880]  大家經常都會看到在網上的一個直播
[00:03:02.880 --> 00:03:08.880]  或者是一個星期六、日的廣告題目
[00:03:08.880 --> 00:03:12.880]  在過去幾年裏
[00:03:12.880 --> 00:03:20.880]  我都用了一些時間去掙扎
[00:03:20.880 --> 00:03:24.880]  究竟要用什麼器材去錄影呢?
[00:03:24.880 --> 00:03:28.880]  當然最理想的就是
[00:03:28.880 --> 00:03:30.880]  製作一部很好的錄影機
[00:03:30.880 --> 00:03:32.880]  然後剪裁好
[00:03:32.880 --> 00:03:34.880]  再加上我都加上了字幕
[00:03:34.880 --> 00:03:36.880]  然後給大英姐妹看
[00:03:36.880 --> 00:03:38.880]  這樣就會容易一些
[00:03:38.880 --> 00:03:42.880]  但是我一直都不捨得去買
[00:03:42.880 --> 00:03:44.880]  因為買一部相機或者錄影機
[00:03:44.880 --> 00:03:48.880]  是很貴的一件事
[00:03:48.880 --> 00:03:50.880]  所以一直都是用手提電話錄影
[00:03:50.880 --> 00:03:56.880]  但是到了實體崇拜
[00:03:56.880 --> 00:04:06.880]  教會都應該做一些質素好一些的畫面
[00:04:06.880 --> 00:04:14.880]  所以我決定在三十年過後
[00:04:14.880 --> 00:04:16.880]  其實我以前讀書的年代
[00:04:16.880 --> 00:04:18.880]  已經是玩相機玩了很多年
[00:04:18.880 --> 00:04:20.880]  又教黑房技術又教人影相等等
[00:04:20.880 --> 00:04:22.880]  很多東西都教過了
[00:04:22.880 --> 00:04:24.880]  但是移民之後
[00:04:24.880 --> 00:04:26.880]  就一直都將它放低了
[00:04:26.880 --> 00:04:28.880]  三十年了
[00:04:28.880 --> 00:04:32.880]  一直沒有添置任何東西
[00:04:32.880 --> 00:04:34.880]  用的都是自己的菲林相機
[00:04:34.880 --> 00:04:36.880]  而且都不是很多時候
[00:04:36.880 --> 00:04:38.880]  拿回菲林相機出來用
[00:04:38.880 --> 00:04:40.880]  所以趁這個時候
[00:04:40.880 --> 00:04:42.880]  教會實體崇拜
[00:04:42.880 --> 00:04:46.880]  就提供了一個很好的理由
[00:04:46.880 --> 00:04:50.880]  讓我可以去買一部相機
[00:04:50.880 --> 00:04:52.880]  花點錢去買一部相機
[00:04:52.880 --> 00:04:54.880]  其實在過去幾年裏
[00:04:54.880 --> 00:04:58.880]  很多大英姐妹來我家傾談的時候
[00:04:58.880 --> 00:05:00.880]  我跟她說
