
[00:00:00.000 --> 00:00:04.760]  請指揮平安
[00:00:04.760 --> 00:00:07.680]  很高興又有機會來到你們教會
[00:00:07.680 --> 00:00:10.040]  和你們分享神話語
[00:00:10.040 --> 00:00:12.840]  今天我要講的是
[00:00:12.840 --> 00:00:16.520]  列王紀合一王朝的第六講
[00:00:16.520 --> 00:00:20.840]  是列王紀上的第六章和第七章
[00:00:20.840 --> 00:00:23.920]  剛才主席也有讀到我的題目
[00:00:23.920 --> 00:00:26.200]  就是華麗建語背後
[00:00:26.200 --> 00:00:29.800]  神看重的不是建築而是內心
[00:00:29.800 --> 00:00:33.280]  我在此結束時會大家一齊回來看
[00:00:33.280 --> 00:00:35.480]  我們應該怎樣回應神呢?
[00:00:35.480 --> 00:00:38.760]  因為我們的身體都是神的電
[00:00:38.760 --> 00:00:41.040]  現在我們見到所羅門起聖殿
[00:00:41.040 --> 00:00:43.880]  我們又應該怎樣來回應呢?
[00:00:43.880 --> 00:00:45.520]  其實今天的經文
[00:00:45.520 --> 00:00:48.200]  在列王紀的第一章至十一章
[00:00:48.200 --> 00:00:49.640]  是很中心的經文
[00:00:49.640 --> 00:00:51.440]  是很重要的經文
[00:00:51.440 --> 00:00:54.880]  我時時都說聖經裏面有很多守美的結構
[00:00:54.880 --> 00:00:56.880]  而守美結構最中心的地方
[00:00:56.880 --> 00:00:58.840]  就是最重要的經文
[00:00:58.840 --> 00:01:02.320]  今天在列王紀上的第一章至十一章
[00:01:02.320 --> 00:01:03.840]  都有一個守美結構
[00:01:03.840 --> 00:01:05.720]  一共有五層
[00:01:05.720 --> 00:01:07.800]  第一層就是講到所羅門
[00:01:07.800 --> 00:01:10.920]  其實整個結構都是有關所羅門
[00:01:10.920 --> 00:01:13.480]  一開始就是講所羅門的登基
[00:01:13.480 --> 00:01:16.720]  列王紀上的一章至二章十二節
[00:01:16.720 --> 00:01:20.680]  而在十一章的尾就是講到所羅門去世
[00:01:20.680 --> 00:01:23.680]  所以有沒有見到一頭一尾都是講所羅門
[00:01:23.680 --> 00:01:25.440]  這是第一層
[00:01:25.440 --> 00:01:28.720]  第二層在列王紀上的第二章尾
[00:01:28.720 --> 00:01:31.760]  是講到所羅門鞏固他的國位
[00:01:31.760 --> 00:01:34.640]  而在樹下半部的守美結構
[00:01:34.640 --> 00:01:38.080]  在列王紀上的十一章十四至四十節
[00:01:38.080 --> 00:01:42.040]  是講到所羅門的王朝衰弱
[00:01:42.040 --> 00:01:44.280]  有人說牧師不妥
[00:01:44.280 --> 00:01:46.880]  上面是講所羅門鞏固王位
[00:01:46.880 --> 00:01:49.440]  下面是講他的國位衰退
[00:01:49.440 --> 00:01:51.840]  好像是相反的
[00:01:51.840 --> 00:01:54.400]  其實如果我們注意作者
[00:01:54.400 --> 00:01:58.440]  早在列王紀上的第二章尾已經給我們見到
[00:01:58.440 --> 00:02:01.400]  神鞏固了所羅門的國位
[00:02:01.400 --> 00:02:04.160]  但所羅門仍然用他自己的手法
[00:02:04.160 --> 00:02:07.000]  自己的智慧排除異己
[00:02:07.000 --> 00:02:09.200]  這是不被神所喜悅
[00:02:09.200 --> 00:02:11.320]  所以去到十一章的尾
[00:02:11.320 --> 00:02:15.000]  神是差遣所羅門的敵人
[00:02:15.000 --> 00:02:18.600]  以色列的敵人來攻擊以色列國
[00:02:18.600 --> 00:02:20.920]  這個結構的第三層
[00:02:20.920 --> 00:02:23.640]  就是所羅門求智慧
[00:02:23.640 --> 00:02:25.960]  列王紀上的第三章
[00:02:25.960 --> 00:02:32.320]  而在事下半部是列王紀上的十章二十六至十一章十三節
[00:02:32.320 --> 00:02:35.720]  講到所羅門愚昧的行為
[00:02:35.720 --> 00:02:39.160]  他是追隨他的妃嬪去拜偶像
[00:02:39.160 --> 00:02:42.080]  以至是拜內神的審判
[00:02:42.080 --> 00:02:44.560]  而全部經文最中心的地方
[00:02:44.560 --> 00:02:49.520]  其實就是列王紀上的五章至九章九節
[00:02:49.520 --> 00:02:51.680]  部分也是我們今天所講
[00:02:51.680 --> 00:02:55.720]  所羅門起聖殿奉獻聖殿
[00:02:55.720 --> 00:02:57.800]  今天的大綱就很簡單
[00:02:57.800 --> 00:02:59.000]  一盤卡兩點
[00:02:59.000 --> 00:03:03.560]  所羅門起聖殿和所羅門佈置聖殿
[00:03:03.560 --> 00:03:05.480]  當他起聖殿的時候
[00:03:05.480 --> 00:03:08.280]  這個聖殿是有外殿和內殿
[00:03:08.280 --> 00:03:10.240]  而他佈置聖殿
[00:03:10.240 --> 00:03:12.440]  聖殿裏面有很多的陳設
[00:03:12.440 --> 00:03:16.160]  都是祭司需要來敬拜神、侍奉神
[00:03:16.160 --> 00:03:18.280]  我們會看這些陳設
[00:03:18.280 --> 00:03:22.600]  明眼的聽眾一聽就會知道
[00:03:22.600 --> 00:03:26.600]  牧師你好像講漏了一些經文
[00:03:26.600 --> 00:03:28.160]  如果你注意的大綱
[00:03:28.160 --> 00:03:33.560]  我沒有寫列王紀上的七章一至十二節
[00:03:33.560 --> 00:03:35.560]  是講甚麼的經文呢?
[00:03:35.560 --> 00:03:38.920]  是所羅門起自己的皇宮
[00:03:38.920 --> 00:03:42.920]  其實作者有意讓我們看到
[00:03:42.920 --> 00:03:46.240]  所羅門起皇宮對所羅門是很重要的
[00:03:46.240 --> 00:03:50.720]  這就讓我們看到他其實優先次序出現了問題
[00:03:50.720 --> 00:03:54.720]  以至他最後跟隨他的妃嬪去拜偶像
[00:03:54.720 --> 00:04:00.800]  第一點我首先要講的就是所羅門建造聖殿
[00:04:00.800 --> 00:04:02.920]  在列王紀上的六章一節
[00:04:02.920 --> 00:04:06.360]  說以色列人出埃及地後480年
[00:04:06.360 --> 00:04:10.720]  所羅門作以色列王第四年西忽月
[00:04:10.720 --> 00:04:15.240]  就是二月開工建造耶和華的殿
[00:04:15.240 --> 00:04:18.800]  有沒有看到作者將所羅門起聖殿
[00:04:18.800 --> 00:04:20.800]  和出埃及連在一起
[00:04:20.800 --> 00:04:22.800]  這個非常重要
[00:04:22.800 --> 00:04:25.640]  有兩個重要的點
[00:04:25.640 --> 00:04:30.040]  第一點就是讓我們知道以色列人出埃及是何時
[00:04:30.040 --> 00:04:33.480]  很多人都說以色列人出埃及沒有記載
[00:04:33.480 --> 00:04:34.680]  究竟是何時
[00:04:34.680 --> 00:04:36.680]  經文講得很清楚
[00:04:36.680 --> 00:04:40.680]  是所羅門登基後的第四年
[00:04:40.680 --> 00:04:45.160]  而之前的480年他們出埃及
[00:04:45.160 --> 00:04:51.680]  也就是說以色列人出埃及是公元前的1447年
[00:04:51.680 --> 00:04:54.400]  這是很重要的一個日子
[00:04:54.400 --> 00:05:00.360]  作者將以色列人出埃及和所羅門建造聖殿
[00:05:00.360 --> 00:05:02.920]  連在一起第二個原因
[00:05:02.920 --> 00:05:05.960]  就是讓我們見到所羅門的問題
[00:05:05.960 --> 00:05:07.960]  甚麼問題?
[00:05:07.960 --> 00:05:09.960]  埃及是代表甚麼?
[00:05:09.960 --> 00:05:13.400]  是代表罪惡捆綁在聖經裏面
[00:05:13.400 --> 00:05:17.400]  記不記得神差派摩西帶領以色列人出埃及
[00:05:17.400 --> 00:05:21.400]  拯救他們脫離罪的捆綁
[00:05:21.400 --> 00:05:23.400]  神拯救了他們之後
[00:05:23.400 --> 00:05:27.400]  就和以色列人尤其是以色列的王說
[00:05:27.400 --> 00:05:29.400]  千萬不要回去這條路
[00:05:29.400 --> 00:05:31.400]  不要走回埃及
[00:05:31.400 --> 00:05:33.400]  這條是捆綁之路
[00:05:33.400 --> 00:05:37.080]  你不要走回去拜偶像的地方就是埃及
[00:05:37.080 --> 00:05:39.080]  但是很可惜
[00:05:39.080 --> 00:05:44.280]  所羅門和跟著他的王不斷走回這條路
[00:05:44.280 --> 00:05:48.760]  他們不斷和埃及納約建文約
[00:05:48.760 --> 00:05:52.760]  他們不斷走回埃及招兵賣馬
[00:05:52.760 --> 00:05:56.760]  就好像所羅門買了很多名貴的馬匹
[00:05:56.760 --> 00:06:01.960]  就是靠這些馬匹來征戰而不是靠耶和華的力量
[00:06:01.960 --> 00:06:10.360]  以至最後他們被亞述國巴比倫國亡國來擄掠
[00:06:10.360 --> 00:06:12.360]  而真的走回那條路
[00:06:12.360 --> 00:06:15.560]  當他們被亞述國巴比倫擄掠的時候
[00:06:15.560 --> 00:06:19.160]  就好像走回埃及圍爐一樣
[00:06:19.160 --> 00:06:24.760]  今天我們說所羅門建聖殿其實是神的恩典
[00:06:24.760 --> 00:06:27.960]  神曾經應許在生命記的十二章
[00:06:27.960 --> 00:06:32.920]  以色列人將會在一個納神明的地方來敬拜神
[00:06:32.920 --> 00:06:36.280]  現在神就給了這個應許給所羅門
[00:06:36.280 --> 00:06:38.760]  准許他建聖殿
[00:06:38.760 --> 00:06:42.360]  你說建聖殿這個設計是從何而來
[00:06:42.360 --> 00:06:44.360]  其實是從神而來的
[00:06:44.360 --> 00:06:49.240]  在歷代誌上的二十八章十一至二十一節說得很清楚
[00:06:49.240 --> 00:06:55.480]  神甚至將這個聖殿建造的藍圖給了大衛
[00:06:55.480 --> 00:07:00.040]  日後大衛就將這個設計給了所羅門
[00:07:00.040 --> 00:07:02.760]  所以所羅門才能夠建聖殿
[00:07:02.760 --> 00:07:07.640]  在希伯來書的八章五節在新約很清楚
[00:07:07.640 --> 00:07:12.920]  「他們供奉的是本是天上時的形狀和影像
[00:07:12.920 --> 00:07:16.760]  正如摩西將要做帳幕的時候
[00:07:16.760 --> 00:07:19.000]  夢神警誡他說
[00:07:19.000 --> 00:07:26.040]  你要謹慎作各樣的物件都要照著在山上指示你的樣式」
[00:07:26.040 --> 00:07:29.960]  有沒有見到當摩西建會幕的時候
[00:07:29.960 --> 00:07:33.880]  全部是照著神的旨意來建會幕
[00:07:33.880 --> 00:07:38.040]  現在歷代誌上的二十八章也是一樣告訴我們
[00:07:38.040 --> 00:07:41.560]  連聖殿的設計都是從神而來
[00:07:41.560 --> 00:07:46.680]  這個不是說我們聽將來去到天上有個會幕
[00:07:46.680 --> 00:07:48.680]  有個聖殿將來的天堂
[00:07:48.680 --> 00:07:54.280]  因為啟示錄的二十一章二十二節說在天堂是沒有聖殿的
[00:07:54.280 --> 00:07:59.640]  但是經文是告訴我們一切會幕也好
[00:07:59.640 --> 00:08:04.840]  聖殿也好的設計就是照著天上的形象來做
[00:08:04.840 --> 00:08:10.120]  我也要說說有很多自由派的神學家他們會說
[00:08:10.120 --> 00:08:15.240]  根本以色列人的聖殿是抄那些俗世的廟宇
[00:08:15.240 --> 00:08:17.960]  因為他們找到有很多的廟宇
[00:08:17.960 --> 00:08:20.200]  都是有一個聖所
[00:08:20.200 --> 00:08:25.000]  而聖所裏面有更加聖潔的地方就好像致聖所一樣
[00:08:25.000 --> 00:08:29.320]  所以有很多的學者有很多的自由派學者都說
[00:08:29.320 --> 00:08:33.640]  你又說以色列人的聖殿是照著神的設計
[00:08:33.640 --> 00:08:37.640]  不是呀是照著俗世的廟宇來建
[00:08:37.640 --> 00:08:40.120]  但是你們等一下會見到
[00:08:40.120 --> 00:08:43.880]  聖殿的設計其實和會幕是一模一樣
[00:08:43.880 --> 00:08:46.120]  只是尺寸有些不同
[00:08:46.120 --> 00:08:49.480]  如果聖殿是照著會幕的設計
[00:08:49.480 --> 00:08:51.480]  會幕是甚麼時候有的?
[00:08:51.480 --> 00:08:55.640]  是所羅門建聖殿之前的四百八十年
[00:08:55.640 --> 00:09:00.440]  我剛才有說過就是公元的一千四百四十七年
[00:09:00.440 --> 00:09:04.360]  而以色列人出了埃及之後第二年就建會幕了
[00:09:04.360 --> 00:09:09.560]  也就是說公元前的一千四百四十六年已經有會幕
[00:09:09.560 --> 00:09:13.000]  而是早過了所有這些俗世的廟宇
[00:09:13.000 --> 00:09:18.760]  所以絕對不可以說以色列人是抄俗世的廟宇
[00:09:18.760 --> 00:09:24.840]  我說所羅門建聖殿首先是要說外殿
[00:09:24.840 --> 00:09:26.840]  然後我會說內殿
[00:09:26.840 --> 00:09:30.280]  我平時在YouTube講道很多人是這樣聽到
[00:09:30.280 --> 00:09:35.960]  今天我真的很鼓勵大家去下載一個PowerPoint來看
[00:09:35.960 --> 00:09:37.960]  因為我將會有很多的圖片
[00:09:37.960 --> 00:09:43.320]  如果看到這些圖片就會更加明白這個聖殿的設計
[00:09:43.320 --> 00:09:50.120]  以色列人首先他們用甚麼標準來量度?
[00:09:50.120 --> 00:09:51.640]  是爪子
[00:09:51.640 --> 00:09:53.320]  一爪是多少?
[00:09:53.320 --> 00:09:57.560]  由一個人的手指尖到手肘就是一爪
[00:09:57.560 --> 00:10:00.360]  他們就是用這樣的方法來量度
[00:10:00.360 --> 00:10:05.240]  以色列人來說一爪就是18吋就是一尺半
[00:10:05.240 --> 00:10:10.280]  我長得矮小我就去量度我自己的一爪有多少
[00:10:10.280 --> 00:10:12.280]  原來只有16吋半
[00:10:12.280 --> 00:10:17.240]  所以找我來量度就多很多爪
[00:10:17.240 --> 00:10:19.800]  如果你找一個巨人
[00:10:19.800 --> 00:10:21.800]  而的確以色列是有巨人
[00:10:21.800 --> 00:10:23.800]  找一個巨人來量度
[00:10:23.800 --> 00:10:26.840]  這個長爪有紀錄就是21吋
[00:10:26.840 --> 00:10:30.600]  但是聖殿就是照著普通的爪
[00:10:30.600 --> 00:10:33.240]  就是一爪18吋一尺半
[00:10:33.240 --> 00:10:36.440]  聖殿的建築有多大?
[00:10:36.440 --> 00:10:38.440]  一共是90呎長
[00:10:38.440 --> 00:10:40.440]  30呎闊
[00:10:40.440 --> 00:10:42.440]  45呎高
[00:10:42.440 --> 00:10:47.480]  我們在加州的房子一個lock的lock size是多少?
[00:10:47.480 --> 00:10:50.520]  大概是60呎乘120呎
[00:10:50.520 --> 00:10:53.640]  所以你要裝這個聖殿能不能裝得到?
[00:10:53.640 --> 00:10:54.440]  裝得到
[00:10:54.440 --> 00:10:56.440]  這個聖殿其實不是那麼大
[00:10:56.440 --> 00:10:58.440]  90呎乘30呎
[00:10:58.440 --> 00:11:02.440]  它有一個走廊是30呎闊
[00:11:02.440 --> 00:11:04.440]  是有15呎深
[00:11:04.440 --> 00:11:08.600]  所以這個建築物的前面有一個內院
[00:11:08.600 --> 00:11:11.240]  是給祭司來作供的
[00:11:11.240 --> 00:11:15.640]  這個內院和外院是隔開的
[00:11:15.640 --> 00:11:20.840]  是有石頭和木的牆來隔開內院和外院
[00:11:20.840 --> 00:11:24.440]  而在耶利米蘇的第36章第10節
[00:11:24.440 --> 00:11:27.240]  叫祭司的院做上院
[00:11:27.240 --> 00:11:28.040]  為什麼?
[00:11:28.040 --> 00:11:32.040]  因為祭司的院的地方是比較高一點
[00:11:32.040 --> 00:11:33.640]  是高過外院
[00:11:33.640 --> 00:11:35.640]  所以也叫做上院
[00:11:35.640 --> 00:11:37.640]  有一樣很重要的就是
[00:11:37.640 --> 00:11:41.640]  無論昔日的會幕或者是聖殿
[00:11:41.640 --> 00:11:43.640]  門都是向著東面
[00:11:43.640 --> 00:11:45.240]  這個很重要
[00:11:45.240 --> 00:11:47.240]  我們等一下會回來看這段
[00:11:47.240 --> 00:11:51.240]  會幕和聖殿不同的地方
[00:11:51.240 --> 00:11:53.240]  就是會幕是用帳篷做的
[00:11:53.240 --> 00:11:55.240]  那些帳篷很薄的
[00:11:55.240 --> 00:11:57.240]  但是聖殿呢
[00:11:57.240 --> 00:11:59.240]  你看到它是有牆的
[00:11:59.240 --> 00:12:03.240]  在南邊、西邊和北邊的牆
[00:12:03.240 --> 00:12:05.240]  都是有暗格
[00:12:05.240 --> 00:12:07.240]  在暗格裏面是有房的
[00:12:07.240 --> 00:12:10.240]  還是有三層的房
[00:12:10.240 --> 00:12:13.240]  每一層的房都是七尺半那麼高
[00:12:13.240 --> 00:12:17.240]  最高那層的房是十尺半那麼闊
[00:12:17.240 --> 00:12:19.240]  第二層就沒有那麼闊了
[00:12:19.240 --> 00:12:20.240]  去到九尺
[00:12:20.240 --> 00:12:22.240]  然後最低那層呢
[00:12:22.240 --> 00:12:24.240]  是只有七尺闊
[00:12:24.240 --> 00:12:27.240]  這些房是用來儲藏物品的
[00:12:27.240 --> 00:12:31.240]  在南邊的牆是有一條通道
[00:12:31.240 --> 00:12:35.240]  可以通到地下室的地下室
[00:12:35.240 --> 00:12:37.240]  然後由地下室呢
[00:12:37.240 --> 00:12:39.240]  你可以有一個旋轉的樓梯
[00:12:39.240 --> 00:12:42.240]  可以走回到中層和上層
[00:12:42.240 --> 00:12:46.240]  房和房中間都有通道
[00:12:46.240 --> 00:12:50.240]  在三層房間最高的那個地方
[00:12:50.240 --> 00:12:53.240]  在北邊的牆和南邊的牆
[00:12:53.240 --> 00:12:55.240]  都有一些很窄的窗
[00:12:55.240 --> 00:12:58.240]  是能夠透過小小的光線
[00:12:58.240 --> 00:13:00.240]  進入這個聖所裏面
[00:13:00.240 --> 00:13:02.240]  真的不夠光
[00:13:02.240 --> 00:13:03.240]  昔日的會幕呢
[00:13:03.240 --> 00:13:05.240]  簡直是沒有窗
