
[00:00:00.000 --> 00:00:02.000]  今天有點特別
[00:00:02.000 --> 00:00:04.000]  如果大家剛才有留意
[00:00:04.000 --> 00:00:08.000]  都知道背景是酒店房間的門口
[00:00:08.000 --> 00:00:12.000]  我在星期三已經來到香港
[00:00:12.000 --> 00:00:15.000]  現在是第五天的隔離
[00:00:15.000 --> 00:00:18.000]  我找了很久
[00:00:18.000 --> 00:00:21.000]  這個背景是最好的背景
[00:00:21.000 --> 00:00:25.000]  所以希望大家都能夠接納這個背景
[00:00:25.000 --> 00:00:32.000]  今天跟大家講的是希伯來書第九講
[00:00:32.000 --> 00:00:34.000]  因為經文比較長
[00:00:34.000 --> 00:00:36.000]  我希望大家有聖經
[00:00:36.000 --> 00:00:40.000]  你打開希伯來書第十章
[00:00:40.000 --> 00:00:45.000]  我們會由十九節一直講到十一章第四十節
[00:00:45.000 --> 00:00:48.000]  所以是相當長的
[00:00:48.000 --> 00:00:51.000]  希望一邊講的時候一邊看著經文
[00:00:51.000 --> 00:00:58.000]  會比較容易明白和記得
[00:00:58.000 --> 00:01:01.000]  在大家的大綱裡面
[00:01:01.000 --> 00:01:05.000]  前面有兩頁是重溫的重點
[00:01:05.000 --> 00:01:07.000]  我不期望大家背了它
[00:01:07.000 --> 00:01:09.000]  但如果大家可以的話
[00:01:09.000 --> 00:01:12.000]  大家每一次可以重溫重點
[00:01:12.000 --> 00:01:14.000]  大家會記得
[00:01:14.000 --> 00:01:18.000]  我唯一跟大家重覆的就是總結
[00:01:18.000 --> 00:01:21.000]  八章的總結
[00:01:21.000 --> 00:01:24.000]  這些我不會一天講一個講
[00:01:24.000 --> 00:01:26.000]  我會跳到最後
[00:01:26.000 --> 00:01:31.000]  就是正經版的總結和白話版的總結
[00:01:31.000 --> 00:01:33.000]  正經版的總結
[00:01:33.000 --> 00:01:35.000]  頭八章的總結是什麼呢?
[00:01:35.000 --> 00:01:37.000]  就是信徒要有改變
[00:01:37.000 --> 00:01:38.000]  要去分享
[00:01:38.000 --> 00:01:40.000]  要聽得入
[00:01:40.000 --> 00:01:42.000]  要容得出
[00:01:42.000 --> 00:01:44.000]  要堅持的相信
[00:01:44.000 --> 00:01:46.000]  竭力的信奉
[00:01:46.000 --> 00:01:48.000]  隨時的依靠
[00:01:48.000 --> 00:01:50.000]  位置要不斷的變
[00:01:50.000 --> 00:01:52.000]  但方向不要變
[00:01:52.000 --> 00:01:54.000]  要感恩、謙卑
[00:01:54.000 --> 00:01:56.000]  要喜樂精靈
[00:01:56.000 --> 00:01:58.000]  要盡的本分
[00:01:58.000 --> 00:02:00.000]  有愛的成分
[00:02:00.000 --> 00:02:03.000]  藉著基督洗淨人的心隨去死行
[00:02:03.000 --> 00:02:05.000]  侍奉真神
[00:02:05.000 --> 00:02:06.000]  要有更美的侍奉
[00:02:06.000 --> 00:02:08.000]  要有更好的見證
[00:02:08.000 --> 00:02:11.000]  容易一點說容易一點聽
[00:02:11.000 --> 00:02:13.000]  就是要聽他講
[00:02:13.000 --> 00:02:14.000]  要講他聽
[00:02:14.000 --> 00:02:16.000]  不要忘記
[00:02:16.000 --> 00:02:17.000]  不要不用得
[00:02:17.000 --> 00:02:19.000]  堅持不僵硬
[00:02:19.000 --> 00:02:21.000]  竭力才是竭功
[00:02:21.000 --> 00:02:23.000]  站穩腳步不踮
[00:02:23.000 --> 00:02:24.000]  所以有另外
[00:02:24.000 --> 00:02:26.000]  好踮不會有意外
[00:02:26.000 --> 00:02:28.000]  自己要更加踮
[00:02:28.000 --> 00:02:29.000]  要幫人更加踮
[00:02:29.000 --> 00:02:30.000]  不要錯過
[00:02:30.000 --> 00:02:31.000]  不要搞錯
[00:02:31.000 --> 00:02:32.000]  要有改變
[00:02:32.000 --> 00:02:33.000]  要有貢獻
[00:02:33.000 --> 00:02:34.000]  好好做事
[00:02:34.000 --> 00:02:36.000]  好好做人
[00:02:36.000 --> 00:02:39.000]  當我今早在這裡準備今天的崇拜的時候
[00:02:39.000 --> 00:02:41.000]  我再看回八章的內容
[00:02:41.000 --> 00:02:43.000]  我有一個很深的感受
[00:02:43.000 --> 00:02:46.000]  就是希伯來書是一本很積極的書
[00:02:46.000 --> 00:02:49.000]  提醒人要站穩
[00:02:49.000 --> 00:02:51.000]  要走得出來
[00:02:51.000 --> 00:02:54.000]  不是很消極
[00:02:54.000 --> 00:02:56.000]  雖然希伯來信徒面對很多困難
[00:02:56.000 --> 00:02:59.000]  但不是告訴我們我們很沉
[00:02:59.000 --> 00:03:02.000]  我們很無奈
[00:03:02.000 --> 00:03:05.000]  而是反而告訴我們我們很有盼望
[00:03:05.000 --> 00:03:07.000]  其實剛才唱的詩歌
[00:03:07.000 --> 00:03:08.000]  大家留心聽
[00:03:08.000 --> 00:03:09.000]  都會聽得出
[00:03:09.000 --> 00:03:11.000]  其實我是一個有盼望的人
[00:03:11.000 --> 00:03:13.000]  我們有期待的
[00:03:13.000 --> 00:03:15.000]  我們不是無奈的
[00:03:15.000 --> 00:03:16.000]  我們不是被動的
[00:03:16.000 --> 00:03:18.000]  我們有很多事情可以做
[00:03:18.000 --> 00:03:21.000]  當你看的時候裡面說很多話
[00:03:21.000 --> 00:03:23.000]  都是很主動的
[00:03:23.000 --> 00:03:25.000]  提到我們要感恩
[00:03:25.000 --> 00:03:26.000]  我們要竭力
[00:03:26.000 --> 00:03:28.000]  我們要義強
[00:03:28.000 --> 00:03:30.000]  我們要侍奉
[00:03:30.000 --> 00:03:31.000]  而且可以更美
[00:03:31.000 --> 00:03:32.000]  可以更好
[00:03:32.000 --> 00:03:35.000]  所以還有三堂就講完希伯來書
[00:03:35.000 --> 00:03:39.000]  今天這一堂叫有始有終的誦
[00:03:39.000 --> 00:03:43.000]  希伯來書第十章第十九節
[00:03:43.000 --> 00:03:45.000]  到十一章第四十節
[00:03:45.000 --> 00:03:47.000]  我們先有個祈禱
[00:03:47.000 --> 00:03:49.000]  希望我們求主你真的幫助我們
[00:03:49.000 --> 00:03:51.000]  在你面前能夠有一個安靜的心
[00:03:51.000 --> 00:03:55.000]  雖然環境有些不同了
[00:03:55.000 --> 00:03:57.000]  我自己都不是很習慣
[00:03:57.000 --> 00:04:00.000]  但是給我們的心都是來到主的面前
[00:04:00.000 --> 00:04:04.000]  能夠專一專心去聆聽你對我們說的話
[00:04:04.000 --> 00:04:07.000]  相信這一段經文雖然是長
[00:04:07.000 --> 00:04:10.000]  但是對我們來說也是一個很長遠的影響
[00:04:10.000 --> 00:04:12.000]  給我們有一個盼望的人生
[00:04:12.000 --> 00:04:14.000]  基於我們所信
[00:04:14.000 --> 00:04:15.000]  基於我們所知
[00:04:15.000 --> 00:04:18.000]  在大靈兒聆聽你話語的時候
[00:04:18.000 --> 00:04:19.000]  聽我們祈禱
[00:04:19.000 --> 00:04:20.000]  奉耶穌的名祈禱
[00:04:20.000 --> 00:04:21.000]  阿們
[00:04:21.000 --> 00:04:24.000]  我自己結婚是三十三年
[00:04:24.000 --> 00:04:26.000]  1988年6月25日
[00:04:26.000 --> 00:04:29.000]  結婚是人生大事
[00:04:29.000 --> 00:04:31.000]  大家結過婚都會明白
[00:04:31.000 --> 00:04:37.000]  真的緊張到結婚那天背部很痠痛
[00:04:37.000 --> 00:04:41.000]  人們說你太緊張了
[00:04:41.000 --> 00:04:44.000]  之前我又準備了很多東西
[00:04:44.000 --> 00:04:47.000]  我記得有個弟兄跟我說
[00:04:47.000 --> 00:04:50.000]  徐定興你結婚好像搞聚會一樣
[00:04:50.000 --> 00:04:51.000]  為什麼呢?
[00:04:51.000 --> 00:04:53.000]  因為我有一個委員會
[00:04:53.000 --> 00:04:57.000]  有總務部、宣傳部、註冊部、音樂部
[00:04:57.000 --> 00:04:59.000]  有很多部
[00:04:59.000 --> 00:05:01.000]  你不要當結婚好像搞聚會一樣
[00:05:01.000 --> 00:05:03.000]  我說沒辦法
[00:05:03.000 --> 00:05:06.000]  因為我很看好婚禮
[00:05:06.000 --> 00:05:07.000]  有佈置部
[00:05:07.000 --> 00:05:08.000]  總之有很多組
[00:05:08.000 --> 00:05:10.000]  我還記得有一次開會
[00:05:10.000 --> 00:05:12.000]  八個弟兄姐妹坐在一起
[00:05:12.000 --> 00:05:14.000]  很用心去籌備
[00:05:14.000 --> 00:05:18.000]  那天連自己梳頭髮也要去試髮型
[00:05:18.000 --> 00:05:23.000]  西裝我看到新娘有衣服換
[00:05:23.000 --> 00:05:26.000]  我就不會換長衣、馬卡
[00:05:26.000 --> 00:05:29.000]  換胸圍、腰封
[00:05:29.000 --> 00:05:32.000]  有不同顏色、不同款式
[00:05:32.000 --> 00:05:33.000]  總之我老婆換一次
[00:05:33.000 --> 00:05:34.000]  我又換一次
[00:05:34.000 --> 00:05:35.000]  真的很開心
[00:05:35.000 --> 00:05:39.000]  我發現婚禮很多人都花很多心思
[00:05:39.000 --> 00:05:41.000]  現在的婚禮比以前複雜很多
[00:05:41.000 --> 00:05:42.000]  精彩很多
[00:05:42.000 --> 00:05:46.000]  有時候我覺得婚禮好像綜藝晚會
[00:05:46.000 --> 00:05:49.000]  原來外父外母好
[00:05:49.000 --> 00:05:50.000]  老爺奶奶好
[00:05:50.000 --> 00:05:51.000]  還要載歌載舞
[00:05:51.000 --> 00:05:53.000]  我跟女兒和兒子說
[00:05:53.000 --> 00:05:55.000]  千萬不要像爸爸那樣
[00:05:55.000 --> 00:05:56.000]  我搞不定
[00:05:56.000 --> 00:05:57.000]  不是我搞不定
[00:05:57.000 --> 00:05:58.000]  是你們搞不定
[00:05:58.000 --> 00:06:00.000]  如果我載歌載舞
[00:06:00.000 --> 00:06:03.000]  我想很多人都不能夠接受
[00:06:03.000 --> 00:06:06.000]  很多人用很多心思去搞婚禮
[00:06:06.000 --> 00:06:09.000]  但其實再好的婚禮
[00:06:09.000 --> 00:06:14.000]  再感人的婚禮
[00:06:14.000 --> 00:06:18.000]  都不能夠擔保一個美滿的婚姻
[00:06:18.000 --> 00:06:22.000]  好的婚禮不等同美滿的婚姻
[00:06:22.000 --> 00:06:24.000]  我記得好幾年前
[00:06:24.000 --> 00:06:26.000]  香港一間教會講過的專題
[00:06:26.000 --> 00:06:29.000]  叫做白頭到老談何容易
[00:06:29.000 --> 00:06:31.000]  其實真的不容易
[00:06:31.000 --> 00:06:34.000]  婚姻能夠維持
[00:06:34.000 --> 00:06:37.000]  能夠從一而終
[00:06:37.000 --> 00:06:40.000]  白頭到老談何容易
[00:06:40.000 --> 00:06:42.000]  信仰是一樣的
[00:06:42.000 --> 00:06:44.000]  我結婚33年
[00:06:44.000 --> 00:06:46.000]  但我信主48年
[00:06:46.000 --> 00:06:48.000]  能夠有始有終
[00:06:48.000 --> 00:06:50.000]  當然我人生還未到終點
[00:06:50.000 --> 00:06:53.000]  但我要繼續持守這個信仰
[00:06:53.000 --> 00:06:54.000]  才能夠維持
[00:06:54.000 --> 00:06:56.000]  因為人生當中很多起起伏伏
[00:06:56.000 --> 00:06:58.000]  很多波浪
[00:06:58.000 --> 00:07:00.000]  很多你想不到的東西
[00:07:00.000 --> 00:07:02.000]  能夠持守堅定真的不容易
[00:07:02.000 --> 00:07:04.000]  希伯來書的讀者
[00:07:04.000 --> 00:07:06.000]  面對當時的內憂外患
[00:07:06.000 --> 00:07:09.000]  猶太人接受他
[00:07:09.000 --> 00:07:11.000]  羅馬政府也不接受他
[00:07:11.000 --> 00:07:13.000]  當你看史道行傳
[00:07:13.000 --> 00:07:15.000]  你會發現他們四面受敵
[00:07:15.000 --> 00:07:16.000]  好像保羅說的
[00:07:16.000 --> 00:07:17.000]  真的四面受敵
[00:07:17.000 --> 00:07:20.000]  基督徒在當時的情況來說
[00:07:20.000 --> 00:07:24.000]  有時真的像過街老鼠神憎鬼厭
[00:07:24.000 --> 00:07:26.000]  他們面對很多壓力
[00:07:26.000 --> 00:07:28.000]  生活上當你看十一章
[00:07:28.000 --> 00:07:31.000]  你看到很多人遇到很多難處
[00:07:31.000 --> 00:07:32.000]  家業沒了
[00:07:32.000 --> 00:07:34.000]  甚至生命會無助
[00:07:34.000 --> 00:07:36.000]  很多人相信信主的時候
[00:07:36.000 --> 00:07:39.000]  未必想到更多這些東西
[00:07:39.000 --> 00:07:41.000]  開始信主不容易
[00:07:41.000 --> 00:07:44.000]  堅持跟主也不容易
[00:07:44.000 --> 00:07:47.000]  信的人如何可以堅持到底
[00:07:47.000 --> 00:07:49.000]  有始有終
[00:07:49.000 --> 00:07:52.000]  我認識一位牧師何佩麗牧師
[00:07:52.000 --> 00:07:54.000]  他在香港
[00:07:54.000 --> 00:07:56.000]  我聽過他講的錄音
[00:07:56.000 --> 00:07:59.000]  他提到有些信徒甚至教會
[00:07:59.000 --> 00:08:01.000]  你說他是否基督徒
[00:08:01.000 --> 00:08:03.000]  又不可以說不是
[00:08:03.000 --> 00:08:05.000]  但看真一點
[00:08:05.000 --> 00:08:09.000]  又不覺得他做基督徒應該做的事
[00:08:09.000 --> 00:08:11.000]  他說用一句說話形容
[00:08:11.000 --> 00:08:15.000]  很多基督徒是食之無味棄之可惜
[00:08:15.000 --> 00:08:17.000]  他有沒有去教會又有
[00:08:17.000 --> 00:08:19.000]  他回來教會又沒貢獻
[00:08:19.000 --> 00:08:21.000]  為什麼會這樣呢?
[00:08:21.000 --> 00:08:23.000]  很多基督徒
[00:08:23.000 --> 00:08:25.000]  有一位姐妹跟我說
[00:08:25.000 --> 00:08:26.000]  你跟我老公說說吧
[00:08:26.000 --> 00:08:28.000]  他當初信主很好
[00:08:28.000 --> 00:08:31.000]  但今天我們有句說話要躺平
[00:08:31.000 --> 00:08:34.000]  分席了
[00:08:34.000 --> 00:08:38.000]  沒什麼作為、表現、表示、激情
[00:08:38.000 --> 00:08:39.000]  什麼都沒有
[00:08:39.000 --> 00:08:41.000]  完全好像沒感覺
[00:08:41.000 --> 00:08:43.000]  沒味道
[00:08:43.000 --> 00:08:45.000]  好像耶穌說的失了味的鹽
[00:08:45.000 --> 00:08:47.000]  為什麼會這樣呢?
[00:08:47.000 --> 00:08:51.000]  希伯來書十章十九到十一章四十節
[00:08:51.000 --> 00:08:53.000]  是一段很長的經文
[00:08:53.000 --> 00:08:55.000]  我不會逐節去解
[00:08:55.000 --> 00:08:57.000]  也不會逐個字去解
[00:08:57.000 --> 00:09:01.000]  在整體我跟大家分享三個重點
[00:09:01.000 --> 00:09:03.000]  第一就是我們要有群體
[00:09:03.000 --> 00:09:05.000]  我們要有怨見
[00:09:05.000 --> 00:09:07.000]  我們要有表現
[00:09:07.000 --> 00:09:09.000]  要持續下去
[00:09:09.000 --> 00:09:11.000]  我們為我們所信的
[00:09:11.000 --> 00:09:13.000]  應該有表現
[00:09:13.000 --> 00:09:15.000]  才能夠有始有終
[00:09:15.000 --> 00:09:21.000]  第一就是堅守和相顧
[00:09:21.000 --> 00:09:23.000]  要有群體而且要合群
[00:09:23.000 --> 00:09:27.000]  十章十九到十二十五節
[00:09:27.000 --> 00:09:29.000]  但你看看希伯來書
[00:09:29.000 --> 00:09:33.000]  第十章十九到十二十五節
[00:09:33.000 --> 00:09:41.000]  提到說耶穌血淡然進入使聖所
[00:09:41.000 --> 00:09:45.000]  藉著祂為我們開了一條又深又活的路
[00:09:45.000 --> 00:09:49.000]  這條路開了我們可以進去
[00:09:49.000 --> 00:09:53.000]  下面又提到為我們獻了一個祭
[00:09:53.000 --> 00:09:57.000]  是大祭司
[00:09:57.000 --> 00:10:01.000]  藉著祂的心指經過
[00:10:01.000 --> 00:10:03.000]  我們發現路開了
[00:10:03.000 --> 00:10:05.000]  我們可以去到神的面前
[00:10:05.000 --> 00:10:09.000]  祭獻了我們可以回家
[00:10:09.000 --> 00:10:15.000]  下面又提到我們天靈的虧欠已經灑去
[00:10:15.000 --> 00:10:17.000]  身體用清水洗淨
[00:10:17.000 --> 00:10:20.000]  意思是我們沒有拖沒有欠
[00:10:20.000 --> 00:10:22.000]  我們無言無懼
[00:10:22.000 --> 00:10:24.000]  因為已經洗乾淨了
[00:10:24.000 --> 00:10:25.000]  我們要做的已經做了
[00:10:25.000 --> 00:10:26.000]  要給的已經給了
[00:10:26.000 --> 00:10:27.000]  耶穌幫我們給了
[00:10:27.000 --> 00:10:29.000]  路開了、祭獻了
[00:10:29.000 --> 00:10:31.000]  沒有拖沒有欠
[00:10:31.000 --> 00:10:33.000]  我們不需要憂慮
[00:10:33.000 --> 00:10:35.000]  下面就說如果是這樣
[00:10:35.000 --> 00:10:41.000]  就傳承誠心和充足的信心來到神的面前
[00:10:41.000 --> 00:10:42.000]  什麼意思呢?
[00:10:42.000 --> 00:10:44.000]  傳承真誠的心
[00:10:44.000 --> 00:10:47.000]  帶著充足的信心來到神的面前
[00:10:47.000 --> 00:10:48.000]  什麼意思呢?
[00:10:48.000 --> 00:10:50.000]  就是說我們來到神的面前
[00:10:50.000 --> 00:10:52.000]  不需要再擔心
[00:10:52.000 --> 00:10:54.000]  我們不需要有任何的保留
[00:10:54.000 --> 00:10:56.000]  我們不需要擔心任何的事情
[00:10:56.000 --> 00:10:58.000]  因為要做的已經做了
[00:10:58.000 --> 00:11:00.000]  你做了就不用怕了
[00:11:00.000 --> 00:11:02.000]  就好像我這次來香港
[00:11:02.000 --> 00:11:06.000]  其實你發現在疫情期間坐飛機真的很麻煩
[00:11:06.000 --> 00:11:09.000]  大家如果去過其他地方就會知道
[00:11:09.000 --> 00:11:12.000]  又要針紙、驗
[00:11:12.000 --> 00:11:15.000]  又要有隔離酒店的訂單
[00:11:15.000 --> 00:11:16.000]  名字又要對
[00:11:16.000 --> 00:11:18.000]  很多很多東西
[00:11:18.000 --> 00:11:20.000]  但當我齊了之後
[00:11:20.000 --> 00:11:21.000]  我問人齊了沒有?
[00:11:21.000 --> 00:11:22.000]  齊了
[00:11:22.000 --> 00:11:24.000]  我甚至上機之前
[00:11:24.000 --> 00:11:26.000]  我早幾個星期去了機場
[00:11:26.000 --> 00:11:29.000]  問他們這些東西夠不夠
[00:11:29.000 --> 00:11:30.000]  他們說夠了
[00:11:30.000 --> 00:11:32.000]  我就放心了
[00:11:32.000 --> 00:11:34.000]  所以當天幫我去機場
[00:11:34.000 --> 00:11:36.000]  我真的不需要擔心
[00:11:36.000 --> 00:11:38.000]  就像希伯來書說
[00:11:38.000 --> 00:11:40.000]  耶穌說我們做了這些
[00:11:40.000 --> 00:11:42.000]  你沒有什麼需要擔心
[00:11:42.000 --> 00:11:43.000]  什麼都做了
[00:11:43.000 --> 00:11:44.000]  路又開了
[00:11:44.000 --> 00:11:45.000]  祭又獻了
[00:11:45.000 --> 00:11:46.000]  沒有拖沒有欠
[00:11:46.000 --> 00:11:48.000]  你可以來到神的面前
[00:11:48.000 --> 00:11:50.000]  第五堂說到大祭司的耶穌
[00:11:50.000 --> 00:11:53.000]  說到人不妥所以有令外
[00:11:53.000 --> 00:11:55.000]  但是主耶穌很妥
[00:11:55.000 --> 00:11:57.000]  所以不會有意外
[00:11:57.000 --> 00:11:59.000]  既然是這樣的時候
[00:11:59.000 --> 00:12:02.000]  我們今天不是心驚膽跳
[00:12:02.000 --> 00:12:04.000]  我們不是迪利伯羅
[00:12:04.000 --> 00:12:05.000]  什麼什麼幾個馬桶
[00:12:05.000 --> 00:12:07.000]  七上八下
[00:12:07.000 --> 00:12:08.000]  不是這樣的
[00:12:08.000 --> 00:12:09.000]  我們不需要的
[00:12:09.000 --> 00:12:11.000]  我們可以很堅定
[00:12:11.000 --> 00:12:13.000]  我們很有盼望
[00:12:13.000 --> 00:12:15.000]  如何堅守呢?
[00:12:15.000 --> 00:12:16.000]  這裡第一樣提到
[00:12:16.000 --> 00:12:17.000]  就是要彼此相顧
[00:12:17.000 --> 00:12:18.000]  彼此勸勉
[00:12:18.000 --> 00:12:20.000]  所以下面有提到
[00:12:20.000 --> 00:12:22.000]  而說到最後的時候
[00:12:22.000 --> 00:12:23.000]  他用一句話
[00:12:23.000 --> 00:12:25.000]  既然知道日子臨近
[00:12:25.000 --> 00:12:27.000]  更當如此
[00:12:27.000 --> 00:12:29.000]  我們要記住
[00:12:29.000 --> 00:12:31.000]  今天這個環境不是那麼容易
[00:12:31.000 --> 00:12:33.000]  其實過去的環境
[00:12:33.000 --> 00:12:35.000]  由主耶穌來到世上
[00:12:35.000 --> 00:12:40.000]  到今天環境從來沒有好過
[00:12:40.000 --> 00:12:42.000]  我們能否守得住呢?
[00:12:42.000 --> 00:12:44.000]  不會無緣無故的
[00:12:44.000 --> 00:12:45.000]  要守得住
[00:12:45.000 --> 00:12:46.000]  我們一定要用心
[00:12:46.000 --> 00:12:48.000]  有心才能守得住
[00:12:48.000 --> 00:12:49.000]  今天比以前
[00:12:49.000 --> 00:12:50.000]  對我自己來說
[00:12:50.000 --> 00:12:52.000]  我覺得是越來越難
[00:12:52.000 --> 00:12:53.000]  所以這裡提醒我們
[00:12:53.000 --> 00:12:55.000]  因此我們要來到神的面前
[00:12:55.000 --> 00:12:57.000]  我們要在人的當中
[00:12:57.000 --> 00:12:59.000]  我們要有真誠的心
[00:12:59.000 --> 00:13:01.000]  充足的信在神的面前
[00:13:01.000 --> 00:13:03.000]  不需要擔心
[00:13:03.000 --> 00:13:07.000]  我們又要堅持到人群當中
[00:13:07.000 --> 00:13:09.000]  堅持到人群當中
[00:13:09.000 --> 00:13:11.000]  我們不要輕視群體的力量
[00:13:11.000 --> 00:13:14.000]  也不要忽略集體的效果
[00:13:14.000 --> 00:13:16.000]  傳道書第四章
[00:13:16.000 --> 00:13:18.000]  是我很喜歡的一章
[00:13:18.000 --> 00:13:20.000]  9-12節講的
[00:13:20.000 --> 00:13:22.000]  就是兩個人總比一個人好
[00:13:22.000 --> 00:13:23.000]  真的
[00:13:23.000 --> 00:13:26.000]  所以當我們環境越困難
[00:13:26.000 --> 00:13:28.000]  我們關係就越密切
[00:13:28.000 --> 00:13:31.000]  我記得大家應該知道梅艷芳
[00:13:31.000 --> 00:13:33.000]  她走了很多年
[00:13:33.000 --> 00:13:36.000]  她有一首歌叫孤身走我路
[00:13:36.000 --> 00:13:38.000]  我不會唱給你們聽
[00:13:38.000 --> 00:13:39.000]  所以不用怕
[00:13:39.000 --> 00:13:40.000]  孤身走我路
[00:13:40.000 --> 00:13:42.000]  我記得我自己預備了
[00:13:42.000 --> 00:13:43.000]  想到這首歌
[00:13:43.000 --> 00:13:44.000]  因為讀了這段經文
[00:13:44.000 --> 00:13:47.000]  經文提醒我們不要單獨
[00:13:47.000 --> 00:13:50.000]  我們不要停止在一起
[00:13:50.000 --> 00:13:51.000]  我們要聚集
[00:13:51.000 --> 00:13:53.000]  我們要有見面的關係
[00:13:53.000 --> 00:13:56.000]  我再聽回梅艷芳這首歌
[00:13:56.000 --> 00:13:57.000]  孤身走我路
[00:13:57.000 --> 00:13:59.000]  當我聽的時候真的很憂鬱
[00:13:59.000 --> 00:14:02.000]  我們一個人不要單獨
[00:14:02.000 --> 00:14:03.000]  不要孤獨
[00:14:03.000 --> 00:14:05.000]  一定要群體
[00:14:05.000 --> 00:14:07.000]  一定要合群
[00:14:07.000 --> 00:14:09.000]  不要孤身走我路
[00:14:09.000 --> 00:14:11.000]  也不要獨力去承擔
[00:14:11.000 --> 00:14:13.000]  彼此相顧
[00:14:13.000 --> 00:14:14.000]  這個題目
[00:14:14.000 --> 00:14:15.000]  彼此相顧做什麼呢?
[00:14:15.000 --> 00:14:17.000]  就是為了激發愛心
[00:14:17.000 --> 00:14:18.000]  勉勵行善
[00:14:18.000 --> 00:14:19.000]  彼此勸勉
[00:14:19.000 --> 00:14:21.000]  都是為了這樣
[00:14:21.000 --> 00:14:24.000]  意思是我們在困難的環境下
[00:14:24.000 --> 00:14:26.000]  我們不是在捱
[00:14:26.000 --> 00:14:28.000]  我們不是在嘆
[00:14:28.000 --> 00:14:30.000]  嘆是嘆息的嘆
[00:14:30.000 --> 00:14:33.000]  而是我們有事要做的
[00:14:33.000 --> 00:14:34.000]  我們要行善
[00:14:34.000 --> 00:14:36.000]  我們要有愛心
[00:14:36.000 --> 00:14:37.000]  一起會怎樣呢?
[00:14:37.000 --> 00:14:38.000]  當人在一起的時候
[00:14:38.000 --> 00:14:44.000]  你會發現有那種所謂群體的力量
[00:14:44.000 --> 00:14:47.000]  一個人的心力可以更強
[00:14:47.000 --> 00:14:49.000]  甚至連體力都會更強
[00:14:49.000 --> 00:14:52.000]  可以有始有終
[00:14:52.000 --> 00:14:55.000]  好幾年前我回中國的時候
[00:14:55.000 --> 00:14:57.000]  我記得在北京
[00:14:57.000 --> 00:15:00.000]  我和同工有一個退休會
[00:15:00.000 --> 00:15:02.000]  我記得他們就跟我說
[00:15:02.000 --> 00:15:03.000]  徐弟兄
[00:15:03.000 --> 00:15:06.000]  我們整天都在這裡工作
[00:15:06.000 --> 00:15:07.000]  他說這次退休會
[00:15:07.000 --> 00:15:11.000]  可不可以給我們幾個小時放鬆呢?
[00:15:11.000 --> 00:15:15.000]  我不是隨便的
[00:15:15.000 --> 00:15:17.000]  我也很聽意見的
[00:15:17.000 --> 00:15:18.000]  好啊好啊 給幾個小時
[00:15:18.000 --> 00:15:20.000]  我們想做什麼呢?
[00:15:20.000 --> 00:15:21.000]  他說徐弟兄
[00:15:21.000 --> 00:15:23.000]  我們帶你去行長城吧
[00:15:23.000 --> 00:15:25.000]  我說不是吧
[00:15:25.000 --> 00:15:28.000]  去行長城沒什麼好看的
[00:15:28.000 --> 00:15:29.000]  他說不是的
[00:15:29.000 --> 00:15:30.000]  很好的運動
[00:15:30.000 --> 00:15:32.000]  於是帶了我去
[00:15:32.000 --> 00:15:34.000]  告訴你當我去到
[00:15:34.000 --> 00:15:37.000]  我看到那條長城真的很長
[00:15:37.000 --> 00:15:39.000]  我發現真的很長
[00:15:39.000 --> 00:15:41.000]  然後我就走了上去
[00:15:41.000 --> 00:15:42.000]  走了上去
[00:15:42.000 --> 00:15:45.000]  看到一些情況我就不想走
[00:15:45.000 --> 00:15:47.000]  因為原來有很多樓梯
[00:15:47.000 --> 00:15:49.000]  而且很邪門
[00:15:49.000 --> 00:15:51.000]  邪門不是說邪惡
[00:15:51.000 --> 00:15:53.000]  是很邪門
[00:15:53.000 --> 00:15:55.000]  我說很難走
[00:15:55.000 --> 00:15:56.000]  他說徐弟兄
[00:15:56.000 --> 00:15:58.000]  我們一起走就能走
[00:15:58.000 --> 00:16:02.000]  我們有一班同工
[00:16:02.000 --> 00:16:04.000]  有個弟兄叫路嘉
[00:16:04.000 --> 00:16:05.000]  他帶我走
[00:16:05.000 --> 00:16:06.000]  我走著走著
[00:16:06.000 --> 00:16:07.000]  我也有點腳軟
[00:16:07.000 --> 00:16:09.000]  我問他還有多遠
[00:16:09.000 --> 00:16:11.000]  他說徐弟兄
