
[00:00:00.000 --> 00:00:03.960]  我現在就要去西灣河了 去做一個訪問了
[00:00:03.960 --> 00:00:07.360]  因為我現在要去做一個訪問了 去做一個訪問了
[00:00:07.360 --> 00:00:10.860]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:00:10.860 --> 00:00:14.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:00:14.360 --> 00:00:17.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:00:17.360 --> 00:00:20.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:00:20.360 --> 00:00:23.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:00:23.360 --> 00:00:26.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:00:26.360 --> 00:00:30.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:00:30.360 --> 00:00:33.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:00:33.360 --> 00:00:36.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:00:36.360 --> 00:00:39.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:00:39.360 --> 00:00:42.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:00:42.360 --> 00:00:45.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:00:45.360 --> 00:00:48.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:00:48.360 --> 00:00:51.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:00:51.360 --> 00:00:54.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:00:54.360 --> 00:00:57.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:00:57.360 --> 00:01:00.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:01:00.360 --> 00:01:03.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:01:03.360 --> 00:01:06.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:01:06.360 --> 00:01:09.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:01:09.360 --> 00:01:12.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:01:12.360 --> 00:01:15.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:01:15.360 --> 00:01:18.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:01:18.360 --> 00:01:21.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:01:21.360 --> 00:01:24.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:01:24.360 --> 00:01:27.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:01:27.360 --> 00:01:30.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:01:30.360 --> 00:01:33.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:01:33.360 --> 00:01:36.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:01:36.360 --> 00:01:39.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:01:39.360 --> 00:01:42.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:01:42.360 --> 00:01:45.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:01:45.360 --> 00:01:48.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:01:48.360 --> 00:01:51.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:01:51.360 --> 00:01:54.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:01:54.360 --> 00:01:57.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:01:57.360 --> 00:02:00.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:02:00.360 --> 00:02:03.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:02:03.360 --> 00:02:06.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:02:06.360 --> 00:02:09.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:02:09.360 --> 00:02:12.360]  我現在要去做一個訪問了 去做一個訪問了 去做一個訪問了
[00:02:12.360 --> 00:02:20.360]  其實以白皮書的界定 青少年應該是12歲至25歲
[00:02:20.360 --> 00:02:23.360]  有一個時期是轉到12歲至30歲的
[00:02:23.360 --> 00:02:28.360]  但是聯合國現在的界定就是至66歲的
[00:02:28.360 --> 00:02:35.360]  所以大家都有福了 突然間發覺今天是應該坐在這裡的
[00:02:35.360 --> 00:02:39.360]  如果你長過66歲 其實都是剛剛離開青年期
[00:02:39.360 --> 00:02:43.360]  你可以說是很年輕的中年人 很年輕
[00:02:43.360 --> 00:02:46.360]  為什麼我要這麼說呢 因為今天
[00:02:46.360 --> 00:02:50.360]  我要想和你分享一個很難的問題
[00:02:50.360 --> 00:02:54.360]  就是怎樣才算知足在香港 怎樣才算上進
[00:02:54.360 --> 00:02:58.360]  我知道明天又有另一些放榜出來
[00:02:58.360 --> 00:03:01.360]  剛才那一堂有一個年輕人告訴我
[00:03:01.360 --> 00:03:04.360]  明天就知道能不能進大學了
[00:03:04.360 --> 00:03:06.360]  其實很多爸爸媽媽都在想
[00:03:06.360 --> 00:03:10.360]  其實什麼時候你生的子女
[00:03:10.360 --> 00:03:17.360]  已經很滿意他過的人生 在青年階段或青少年階段
[00:03:17.360 --> 00:03:20.360]  很容易排第一 就是讀到大學
[00:03:20.360 --> 00:03:25.360]  第二就是讀完大學之後 有份工作是專業人士
[00:03:25.360 --> 00:03:30.360]  再接著就是和一個專業人士一起結婚
[00:03:30.360 --> 00:03:33.360]  生一個未來的專業人士的子女
[00:03:33.360 --> 00:03:37.360]  就是說不可以繼續住在太古城
[00:03:37.360 --> 00:03:41.360]  就是說這個可能是你的夢
[00:03:41.360 --> 00:03:43.360]  可能你說這個就是我的知足夢
[00:03:43.360 --> 00:03:45.360]  這樣我就會知足了
[00:03:45.360 --> 00:03:49.360]  但是我反問你 如果不是那又怎麼樣呢
[00:03:49.360 --> 00:03:52.360]  不是就一定會傷心嗎
[00:03:52.360 --> 00:03:58.360]  是不是上進就等於一直讀上去呢
[00:03:58.360 --> 00:04:02.360]  我認識一個很精明的律師 他和我分享
[00:04:02.360 --> 00:04:04.360]  他很鼓勵他的子女讀大學
[00:04:04.360 --> 00:04:08.360]  他說他已經預測到讀大學
[00:04:08.360 --> 00:04:12.360]  如果讀得好的結果是什麼
[00:04:12.360 --> 00:04:14.360]  他預測到40年後的結果
[00:04:14.360 --> 00:04:17.360]  就是讀完大學讀得好
[00:04:17.360 --> 00:04:23.360]  就會申請到一份很有潛質發展的工作
[00:04:23.360 --> 00:04:26.360]  而老闆看到這個讀得好
[00:04:26.360 --> 00:04:32.360]  也肯學的人就會給他一份很長遠的發展工作
[00:04:32.360 --> 00:04:35.360]  然後等他成為部門的主管
[00:04:35.360 --> 00:04:40.360]  做了主管之後就派他去東南亞
[00:04:40.360 --> 00:04:43.360]  甚至到歐美的分公司
[00:04:43.360 --> 00:04:46.360]  然後再訓練他成為副總裁
[00:04:46.360 --> 00:04:50.360]  等他50歲的時候又再按他的才幹
[00:04:50.360 --> 00:04:52.360]  再發展另一家公司
[00:04:52.360 --> 00:04:55.360]  成為這家公司的另一個踏腳石
[00:04:55.360 --> 00:04:59.360]  等他60歲的時候成為專家的時候
[00:04:59.360 --> 00:05:01.360]  進來做董事會
[00:05:01.360 --> 00:05:05.360]  於是一董就董到65歲
[00:05:05.360 --> 00:05:09.360]  他走的時候發現什麼呢
[00:05:09.360 --> 00:05:12.360]  他沒試過有空過一天
[00:05:12.360 --> 00:05:16.360]  就過了40多年
[00:05:16.360 --> 00:05:19.360]  可能他有胃病 可能他有心臟病
[00:05:19.360 --> 00:05:22.360]  可能他很疲倦 每天喝兩杯咖啡
[00:05:22.360 --> 00:05:26.360]  可能有一天他發現自己沒過過人生
[00:05:26.360 --> 00:05:28.360]  除了上班
[00:05:28.360 --> 00:05:33.360]  可能他連家裡的兒女感情都不是很多
[00:05:33.360 --> 00:05:36.360]  他有的是什麼呢 是沒什麼
[00:05:36.360 --> 00:05:38.360]  但是沒得回頭
[00:05:38.360 --> 00:05:44.360]  所以律師說 我早就知道這是個騙局
[00:05:44.360 --> 00:05:46.360]  所以他叫他的兒女讀就讀
[00:05:46.360 --> 00:05:48.360]  讀不到就出去做事
[00:05:48.360 --> 00:05:50.360]  因為我寧願你告訴我
[00:05:50.360 --> 00:05:54.360]  你生活很有意思 很快樂
[00:05:54.360 --> 00:05:56.360]  好過你埋怨我
[00:05:56.360 --> 00:05:58.360]  我已經一早給你設計了一個
[00:05:58.360 --> 00:06:02.360]  你一定要這樣的方式去生活
[00:06:02.360 --> 00:06:05.360]  香港人很頭痛 很頭痛
[00:06:05.360 --> 00:06:06.360]  因為我們經常在想
[00:06:06.360 --> 00:06:10.360]  問題就是讀書最後結果是什麼呢
[00:06:10.360 --> 00:06:14.360]  是拿一筆首期來供樓的
[00:06:14.360 --> 00:06:16.360]  就為了那些磚頭
[00:06:16.360 --> 00:06:18.360]  就為了那些磚頭
[00:06:18.360 --> 00:06:22.360]  供樓之後就繼續每個月的人工
[00:06:22.360 --> 00:06:27.360]  然後希望下次再換多些磚頭回來住大一點
[00:06:27.360 --> 00:06:30.360]  這樣就是人生 這樣就是人生
[00:06:30.360 --> 00:06:33.360]  所以今天《肥辣秘書》四章
[00:06:33.360 --> 00:06:37.360]  有幾個詞是靈機一觸 令你想起的
[00:06:37.360 --> 00:06:41.360]  就是保羅說自己我沒有缺乏
[00:06:41.360 --> 00:06:46.360]  我沒有缺乏 因為什麼情況都可以自足
[00:06:46.360 --> 00:06:48.360]  我真希望明天放榜
[00:06:48.360 --> 00:06:53.360]  甚至你升不升班 什麼情況都可以自足
[00:06:53.360 --> 00:06:55.360]  但強調一件事
[00:06:55.360 --> 00:06:59.360]  自足不是一個蠢的行為
[00:06:59.360 --> 00:07:01.360]  自足是要學的
[00:07:01.360 --> 00:07:04.360]  什麼才算自足 這個定義很重要
[00:07:04.360 --> 00:07:07.360]  不是拿公共援助就是自足 不是這個意思
