
[00:00:00.000 --> 00:00:05.520]  各位頂尖會 早安和平安
[00:00:05.520 --> 00:00:09.080]  吾輩和尖妹和我讀了這麼長的經文
[00:00:09.080 --> 00:00:12.480]  今天會和大家看第二部分
[00:00:12.480 --> 00:00:14.320]  約伯的逆境篇
[00:00:14.320 --> 00:00:16.480]  我們開始的時候一起祈福
[00:00:16.480 --> 00:00:20.320]  天父我們求祢開我們的心 開我們的眼
[00:00:20.320 --> 00:00:23.840]  讓我們學習去體貼神的心意
[00:00:23.840 --> 00:00:26.320]  表達祂敬畏你 侍奉你
[00:00:26.320 --> 00:00:29.280]  我們這樣祈求奉主耶穌的名 阿們
[00:00:29.280 --> 00:00:36.480]  上星期講第一篇順境篇的時候
[00:00:36.480 --> 00:00:43.120]  我們看約伯記的頭五節
[00:00:43.120 --> 00:00:44.640]  因為那五節是最關鍵的
[00:00:44.640 --> 00:00:46.560]  五節也是最少人了解的
[00:00:46.560 --> 00:00:49.280]  因為如果約伯過不到第一關
[00:00:49.280 --> 00:00:52.080]  他富有的時候不懂得敬畏上帝
[00:00:52.080 --> 00:00:54.880]  神也不會揀選他去面對這個事
[00:00:54.880 --> 00:00:59.520]  所以我上星期就解釋了這段經文
[00:00:59.520 --> 00:01:08.320]  我結束的時候簡介了約伯在順境的時候的特點
[00:01:08.320 --> 00:01:10.720]  第一就是對上帝敬畏
[00:01:10.720 --> 00:01:13.040]  十屆你要敬畏上帝
[00:01:13.040 --> 00:01:15.120]  十屆第一屆主賽
[00:01:15.120 --> 00:01:18.720]  你守到凡是將上帝放在首位
[00:01:18.720 --> 00:01:20.480]  其他你就不用擔心
[00:01:20.480 --> 00:01:24.080]  所以我們留意到他順境的時候
[00:01:24.080 --> 00:01:26.400]  是敬畏上帝很警醒
[00:01:26.400 --> 00:01:29.040]  一早起床就去獻祭
[00:01:29.040 --> 00:01:30.720]  不想得罪上帝
[00:01:30.720 --> 00:01:34.160]  有他這樣的心意的時候
[00:01:34.160 --> 00:01:38.400]  他作為首富竟然可以不依靠財富
[00:01:38.400 --> 00:01:40.720]  因為他說如果依靠財富就是背棄上帝
[00:01:40.720 --> 00:01:43.040]  上帝比財富高
[00:01:43.040 --> 00:01:47.120]  所以他對家庭對性對其他社會的人
[00:01:47.120 --> 00:01:48.880]  作了一個很好的榜樣
[00:01:49.840 --> 00:01:55.040]  我結束的時候也提到成功神學的錯誤
[00:01:55.040 --> 00:01:57.360]  因為約伯記結尾的時候
[00:01:57.360 --> 00:01:58.640]  神是加倍祝福他
[00:01:58.640 --> 00:02:02.880]  我就解釋神是加倍祝福他
[00:02:02.880 --> 00:02:04.560]  是要他相配的事父
[00:02:04.560 --> 00:02:07.600]  有些人可以詢問可不可以再詳細解釋多一點
[00:02:07.600 --> 00:02:11.120]  我想大家留意約伯記的結構
[00:02:11.120 --> 00:02:13.520]  約伯記第一章八節開始
[00:02:13.520 --> 00:02:17.360]  神已經說了約伯是我的僕人約伯
[00:02:17.360 --> 00:02:23.120]  他說了兩次這個僕人是完全正直敬畏上帝
[00:02:23.120 --> 00:02:26.320]  整本聖經約伯記第一章已經出了三次
[00:02:26.320 --> 00:02:28.240]  第一章第二章已經出了三次
[00:02:28.240 --> 00:02:31.360]  神說約伯是完全正直敬畏上帝
[00:02:31.360 --> 00:02:35.280]  他一開始第一章說我的僕人約伯
[00:02:35.280 --> 00:02:37.360]  到結尾的時候一樣
[00:02:37.360 --> 00:02:39.760]  最後結尾四十二章七節
[00:02:39.760 --> 00:02:42.160]  我的僕人約伯說的是正確的
[00:02:42.160 --> 00:02:44.400]  跟他三個朋友說的不對
[00:02:44.400 --> 00:02:47.280]  所以如果大家留意結構
[00:02:47.280 --> 00:02:49.520]  整本聖經由開頭到結尾
[00:02:49.520 --> 00:02:54.640]  是上帝親自宣告約伯是我的僕人
[00:02:54.640 --> 00:02:56.480]  所以我們記住一點的時候
[00:02:56.480 --> 00:02:59.600]  我們就可以留意到約伯信經的時候
[00:02:59.600 --> 00:03:01.440]  怎樣對他的財富權力
[00:03:01.440 --> 00:03:04.880]  他的家庭全部作為一個神的僕人
[00:03:04.880 --> 00:03:07.040]  這些都是神交託給他的
[00:03:07.040 --> 00:03:10.960]  他要忠心將神交託的財富權力
[00:03:10.960 --> 00:03:13.840]  家庭好好侍奉上帝
[00:03:13.840 --> 00:03:15.840]  如果大家明白的時候
[00:03:15.840 --> 00:03:18.640]  我們今天看逆境的時候
[00:03:18.640 --> 00:03:20.640]  神將所有東西拿走
[00:03:20.640 --> 00:03:22.640]  只要他面對他的痛苦
[00:03:22.640 --> 00:03:24.240]  他會怎樣面對
[00:03:24.240 --> 00:03:27.520]  所以今天我會和大家看
[00:03:27.520 --> 00:03:34.320]  魔鬼兩次對撒旦的攻擊
[00:03:34.320 --> 00:03:36.880]  而撒旦是怎樣的回應
[00:03:36.880 --> 00:03:44.240]  我們會了解約伯為什麼有這樣的能力
[00:03:44.240 --> 00:03:46.880]  但我們看這段經文的時候
[00:03:46.880 --> 00:03:47.840]  我們要記住
[00:03:47.840 --> 00:03:52.480]  上帝沒有讓約伯知道天上和魔鬼的對話
[00:03:52.480 --> 00:03:55.600]  但上帝藉著約伯的經文讓你和我知道
[00:03:55.600 --> 00:03:57.360]  所以我們要記住這個分別
[00:03:57.360 --> 00:04:00.640]  所以有時候約伯有些對上帝的投訴
[00:04:00.640 --> 00:04:02.880]  是因為他不知道發生什麼事
[00:04:02.880 --> 00:04:04.080]  而我們知道
[00:04:04.080 --> 00:04:06.640]  所以我們不要怪責約伯
[00:04:06.640 --> 00:04:09.760]  為什麼要埋怨神
[00:04:09.760 --> 00:04:11.200]  神也沒有埋怨他
[00:04:11.200 --> 00:04:12.240]  所以最後神說
[00:04:12.240 --> 00:04:13.520]  他說的話都是順從的
[00:04:13.520 --> 00:04:14.960]  他說的話沒有得罪上帝
[00:04:14.960 --> 00:04:16.560]  即使他抱怨過
[00:04:16.560 --> 00:04:17.920]  因為他不知道發生什麼事
[00:04:17.920 --> 00:04:18.960]  我們知道
[00:04:18.960 --> 00:04:27.040]  所以我們要留意約伯的反應
[00:04:27.040 --> 00:04:29.680]  和我們看這個故事的分別
[00:04:29.680 --> 00:04:33.200]  如果我們再看約伯記的結構
[00:04:33.200 --> 00:04:35.760]  除了第一章我上星期解釋了
[00:04:35.760 --> 00:04:38.720]  由第二章到三十七章
[00:04:38.720 --> 00:04:42.160]  都是說他和朋友的對話和自辯
[00:04:42.160 --> 00:04:48.560]  特別是二十二章加了約伯寫出來的智慧詩篇
[00:04:48.560 --> 00:04:51.280]  要等到第三十八章開始
[00:04:51.280 --> 00:04:53.200]  上帝才會出現
[00:04:53.200 --> 00:04:56.240]  所以由第二章到三十七章
[00:04:56.240 --> 00:04:58.000]  有一段很長的時間
[00:04:58.000 --> 00:05:00.720]  我們要保持沉默
[00:05:00.720 --> 00:05:02.960]  這段時間是約伯最辛苦的時候
[00:05:02.960 --> 00:05:05.440]  今天我們希望看聖經裏
[00:05:05.440 --> 00:05:11.280]  約伯有什麼能力去熬過這段時間
[00:05:11.280 --> 00:05:13.440]  解經家有不同的看法
[00:05:13.440 --> 00:05:17.600]  有些說這段沉默可能是幾個月
[00:05:17.600 --> 00:05:19.760]  有些甚至說是超過一年
[00:05:19.760 --> 00:05:21.920]  不是一段很短的時間
[00:05:21.920 --> 00:05:25.360]  因為約伯有三個朋友陪著他七日七夜
[00:05:25.360 --> 00:05:27.680]  所以這段不是短的時間
[00:05:27.680 --> 00:05:29.200]  是相當長的時間
[00:05:29.200 --> 00:05:30.800]  所以我們不知道
[00:05:30.800 --> 00:05:31.680]  聖經沒有說
[00:05:31.680 --> 00:05:34.240]  由幾個月到超過一年的時間
[00:05:34.240 --> 00:05:36.480]  是上帝沉默的時間
[00:05:36.480 --> 00:05:38.000]  直到第三十八章
[00:05:38.000 --> 00:05:39.680]  上帝才開始回應
[00:05:39.680 --> 00:05:43.680]  我再要提一提這個圖
[00:05:43.680 --> 00:05:46.320]  因為我上次用這個圖去解釋
[00:05:46.320 --> 00:05:49.760]  神的偉大不是人的理性
[00:05:49.760 --> 00:05:51.520]  是可以明白的
[00:05:51.520 --> 00:05:56.000]  我們待會見面的時候會再解釋這段圖表
[00:05:56.000 --> 00:05:57.760]  因為這段圖表讓我們知道
[00:05:57.760 --> 00:06:00.640]  當我們了解到神是怎樣偉大
[00:06:00.640 --> 00:06:02.880]  是怎樣高超的時候
[00:06:02.880 --> 00:06:07.200]  我們解釋不到上帝的作為的時候
[00:06:07.200 --> 00:06:10.080]  我們才獲得祂謙卑去接受上帝
[00:06:10.080 --> 00:06:11.840]  正如我上次說過
[00:06:11.840 --> 00:06:15.120]  無論我以前的狗多聰明
[00:06:15.120 --> 00:06:16.560]  很多事情我不會跟祂說
[00:06:16.560 --> 00:06:18.240]  因為祂沒有能力去明白
[00:06:18.240 --> 00:06:19.440]  我們要明白這件事
[00:06:19.440 --> 00:06:21.200]  當約伯後來知道
[00:06:21.200 --> 00:06:23.200]  再看得更加清楚神
[00:06:23.200 --> 00:06:25.280]  無論我是什麼情境都好
[00:06:25.280 --> 00:06:26.240]  神都是看著的
[00:06:26.240 --> 00:06:27.680]  他就開始明白
[00:06:27.680 --> 00:06:29.680]  不需要再埋怨
[00:06:29.680 --> 00:06:32.720]  我們看今天的經文
[00:06:32.720 --> 00:06:36.080]  這段經文我上星期解釋過一部分
[00:06:36.080 --> 00:06:40.080]  這裡說魔鬼來到神面前
[00:06:40.080 --> 00:06:41.200]  是士辣
[00:06:41.200 --> 00:06:43.280]  即是說他和神不是平等的
[00:06:43.280 --> 00:06:45.840]  他是神的一個僕人
[00:06:45.840 --> 00:06:48.640]  當時他就挑戰
[00:06:48.640 --> 00:06:52.880]  約伯你的僕人敬畏你
[00:06:52.880 --> 00:06:54.640]  是因為你給他好處
[00:06:54.640 --> 00:06:55.680]  你保護他
[00:06:55.680 --> 00:06:56.560]  你給他好的家庭
[00:06:56.560 --> 00:06:57.840]  他養的都賜福給他
[00:06:57.840 --> 00:07:00.080]  所以他就挑戰上帝
[00:07:00.080 --> 00:07:02.320]  意思是說約伯有利益
[00:07:02.320 --> 00:07:03.600]  所以敬拜你
[00:07:03.600 --> 00:07:04.960]  而你作為神
[00:07:04.960 --> 00:07:06.240]  沒有人敬
[00:07:06.240 --> 00:07:07.440]  如果不是給你的人
[00:07:07.440 --> 00:07:08.720]  你不是賄賂人
[00:07:08.720 --> 00:07:11.120]  用你的祝福賄賂人
[00:07:11.120 --> 00:07:12.160]  人家又不會敬拜你
[00:07:12.160 --> 00:07:13.200]  他挑戰上帝
[00:07:13.200 --> 00:07:14.080]  也挑戰我們
[00:07:14.080 --> 00:07:20.880]  但上帝就容許他去打擊約伯
[00:07:20.880 --> 00:07:22.400]  約伯不知道的
[00:07:22.400 --> 00:07:23.200]  大家要記住
[00:07:23.200 --> 00:07:25.360]  但在第一章第十二節
[00:07:25.360 --> 00:07:26.320]  給我們看的一樣東西
[00:07:26.320 --> 00:07:32.720]  上帝限制了打擊的範圍
[00:07:32.720 --> 00:07:36.800]  我想大家看
[00:07:36.800 --> 00:07:39.920]  這個第一個對話之後
[00:07:39.920 --> 00:07:46.160]  魔鬼對約伯是第一個正面的攻擊
[00:07:46.160 --> 00:07:49.680]  約伯記有兩次正面攻擊
[00:07:49.680 --> 00:07:52.480]  第一次對話和第二次對話
[00:07:52.480 --> 00:07:53.840]  其實不止
[00:07:53.840 --> 00:07:55.680]  如果大家再看下去
[00:07:55.680 --> 00:07:58.720]  約伯記有幾次的側面攻擊
[00:07:58.720 --> 00:08:01.280]  我一會兒會和大家去留意
[00:08:01.280 --> 00:08:03.280]  但我們要記住
[00:08:03.280 --> 00:08:05.360]  第一次正面攻擊
[00:08:05.360 --> 00:08:08.160]  上帝限制了範圍
[00:08:08.160 --> 00:08:10.960]  第一個攻擊就是
[00:08:10.960 --> 00:08:13.040]  自巴人加勒底人
[00:08:13.040 --> 00:08:16.640]  去殺他們的牛羊
[00:08:16.640 --> 00:08:19.440]  和他的所有的牲畜
[00:08:19.440 --> 00:08:21.680]  搶他們所有的財富
[00:08:21.680 --> 00:08:24.960]  天災就是天上放火
[00:08:24.960 --> 00:08:27.040]  和有狂風放野
[00:08:27.040 --> 00:08:28.080]  吹塌他們的房子
[00:08:28.080 --> 00:08:30.160]  殺害他們的兒女
[00:08:30.160 --> 00:08:35.760]  這是一個天災人禍的直接攻擊
[00:08:35.760 --> 00:08:37.520]  這個攻擊之後
[00:08:37.520 --> 00:08:41.520]  第二十二到二十二節
[00:08:41.520 --> 00:08:44.720]  剛才讀經的時候也提到
[00:08:44.720 --> 00:08:47.440]  約伯撕裂外袍
[00:08:47.440 --> 00:08:48.080]  剃了頭
[00:08:48.080 --> 00:08:49.600]  表示他一種哀傷
[00:08:49.600 --> 00:08:52.160]  他伏在地上下拜
[00:08:52.160 --> 00:08:55.680]  中間有一段說話
[00:08:55.680 --> 00:08:57.520]  我赤身於無胎
[00:08:57.520 --> 00:08:58.720]  赤身徒體
[00:08:58.720 --> 00:09:00.240]  來賞賜耶華
[00:09:00.240 --> 00:09:01.120]  收取耶華
[00:09:01.120 --> 00:09:04.320]  二十二節說他在一切事上
[00:09:04.320 --> 00:09:07.040]  約伯沒有犯罪
[00:09:07.040 --> 00:09:09.440]  我想大家留意這個結構
[00:09:09.440 --> 00:09:12.800]  圓圈的第一下拜
[00:09:12.800 --> 00:09:17.760]  和最後他不在一切事上犯罪
[00:09:17.760 --> 00:09:19.360]  是兩個行動
[00:09:19.360 --> 00:09:20.640]  一個是下拜
[00:09:20.640 --> 00:09:22.880]  一個是口裡不說任何話
[00:09:22.880 --> 00:09:24.480]  去得罪上帝
[00:09:24.480 --> 00:09:26.880]  而第二十一節
[00:09:26.880 --> 00:09:33.440]  是約伯說出心裡想法的內容
[00:09:33.440 --> 00:09:35.040]  有什麼特別呢
[00:09:35.040 --> 00:09:36.640]  這麼短的經文
[00:09:36.640 --> 00:09:38.880]  第一如果大家看下拜
[00:09:38.880 --> 00:09:40.880]  其實他下拜
[00:09:40.880 --> 00:09:43.200]  一個兩個字的答案
[00:09:43.200 --> 00:09:46.880]  已經回答魔鬼的問題
[00:09:46.880 --> 00:09:50.160]  魔鬼問耶華
[00:09:50.160 --> 00:09:52.000]  如果約伯一切都沒有了
[00:09:52.000 --> 00:09:53.520]  他還敬不敬拜你
[00:09:53.520 --> 00:09:56.160]  他剛剛家破人亡
[00:09:56.160 --> 00:09:58.000]  十個兒女死了
[00:09:58.000 --> 00:09:59.360]  所有財產都沒有了
[00:09:59.360 --> 00:10:02.720]  他第一個反應是敬拜
[00:10:02.720 --> 00:10:06.080]  為什麼呢
[00:10:06.080 --> 00:10:10.720]  我們要記住第一章第四十二章
[00:10:10.720 --> 00:10:13.520]  上帝親自宣告約伯是我的僕人
[00:10:14.480 --> 00:10:16.480]  約伯對所有的事
[00:10:16.480 --> 00:10:18.800]  都知道是神的交託
[00:10:18.800 --> 00:10:20.800]  我們要記住
[00:10:20.800 --> 00:10:22.480]  當神的交託
[00:10:22.480 --> 00:10:23.680]  神拿走
[00:10:23.680 --> 00:10:25.600]  他也是敬拜
[00:10:25.600 --> 00:10:26.800]  他只是僕人
[00:10:26.800 --> 00:10:30.560]  上帝給我一千三千五千
[00:10:30.560 --> 00:10:31.840]  給我力
[00:10:31.840 --> 00:10:33.520]  都是一樣
[00:10:33.520 --> 00:10:35.520]  都是上帝的僕人
[00:10:35.520 --> 00:10:37.520]  上帝給我多少我加多少
[00:10:37.520 --> 00:10:39.120]  這就是他的態度
[00:10:39.120 --> 00:10:40.560]  所以他第一個兩個字
[00:10:40.560 --> 00:10:41.840]  下拜
[00:10:41.840 --> 00:10:44.400]  就回答了魔鬼第一個問題
[00:10:44.400 --> 00:10:48.240]  魔鬼說如果約伯一無所有
[00:10:48.240 --> 00:10:50.160]  他就不敬拜你
[00:10:50.160 --> 00:10:52.080]  原來約伯第一個反應
[00:10:52.080 --> 00:10:53.360]  兩個字
[00:10:53.360 --> 00:10:54.640]  下拜
[00:10:54.640 --> 00:10:57.200]  這個已經回答了魔鬼第一個問題
[00:10:57.200 --> 00:10:59.760]  我們要看看究竟他
[00:10:59.760 --> 00:11:02.320]  內容
[00:11:02.320 --> 00:11:03.600]  是說什麼
[00:11:03.600 --> 00:11:04.880]  我們逐個看
[00:11:04.880 --> 00:11:07.440]  他下拜已經回答了
[00:11:07.440 --> 00:11:10.000]  約伯在一無所有的情況下
[00:11:10.000 --> 00:11:11.280]  仍然敬拜上帝
[00:11:11.280 --> 00:11:13.040]  他已經回答了魔鬼兩個
[00:11:13.040 --> 00:11:14.480]  對人對神的挑戰
[00:11:14.480 --> 00:11:15.120]  第一
[00:11:15.120 --> 00:11:17.040]  對約伯來說
[00:11:17.040 --> 00:11:18.000]  一無所有
[00:11:18.000 --> 00:11:19.200]  我都敬拜上帝
[00:11:19.200 --> 00:11:22.800]  也是為上帝回答魔鬼的問題
[00:11:22.800 --> 00:11:25.360]  上帝你什麼都不給我
[00:11:25.360 --> 00:11:26.640]  你都值得敬拜
[00:11:26.640 --> 00:11:27.920]  是不是
[00:11:27.920 --> 00:11:29.200]  一個兩個字
[00:11:29.200 --> 00:11:29.840]  下拜
[00:11:29.840 --> 00:11:32.800]  回答了魔鬼對人對神的挑戰
[00:11:32.800 --> 00:11:35.600]  上帝是值得敬拜的
[00:11:35.600 --> 00:11:36.880]  所以我們要問自己
[00:11:36.880 --> 00:11:38.400]  上帝不給好處我
[00:11:38.400 --> 00:11:39.680]  上帝今天不治我的病
[00:11:39.680 --> 00:11:41.200]  即或不然
[00:11:41.200 --> 00:11:44.480]  我會不會仍然立志敬拜
[00:11:44.480 --> 00:11:46.320]  素常一樣敬拜上帝
[00:11:46.320 --> 00:11:48.160]  我們要問我們自己
[00:11:48.160 --> 00:11:49.360]  然後
[00:11:49.360 --> 00:11:52.240]  我赤身出於母胎
[00:11:52.240 --> 00:11:54.720]  也必赤身回歸
[00:11:54.720 --> 00:11:58.080]  這裡就是說我沒有帶任何好處
[00:11:58.080 --> 00:11:59.360]  任何東西來到這個世界
[00:11:59.360 --> 00:12:00.880]  包括自己兒女錢財
[00:12:00.880 --> 00:12:03.200]  這些一切都是上帝給的
[00:12:03.200 --> 00:12:04.480]  然後
[00:12:04.480 --> 00:12:06.800]  我赤身回歸
[00:12:06.800 --> 00:12:08.320]  我帶不走這些事
[00:12:08.320 --> 00:12:10.560]  我們可能理智上知道
[00:12:10.560 --> 00:12:13.120]  但他強調我們是一個過客
[00:12:13.120 --> 00:12:16.000]  一個短時間在地球的過客
[00:12:16.000 --> 00:12:17.600]  這裡不是我們真正的家
[00:12:17.600 --> 00:12:19.200]  好像我上次解釋
[00:12:19.200 --> 00:12:23.360]  約瑟不將這個世界當作家
[00:12:23.360 --> 00:12:26.240]  他死的時候叫他放在棺材裡
[00:12:26.240 --> 00:12:28.320]  將來神應許之地
[00:12:28.320 --> 00:12:30.320]  神的家才是他的家
[00:12:30.320 --> 00:12:32.960]  所以我們看到第二和第三點的時候
[00:12:32.960 --> 00:12:33.920]  提醒我們
