
[00:00:00.000 --> 00:00:03.800]  這個基督徒一樣
[00:00:03.800 --> 00:00:05.180]  基督徒也一樣
[00:00:05.180 --> 00:00:06.180]  你想起耶穌
[00:00:06.180 --> 00:00:08.480]  如果我問你
[00:00:08.480 --> 00:00:10.000]  如果我問大家
[00:00:10.000 --> 00:00:15.040]  耶穌在世上最大的神蹟是什麼神蹟呢?
[00:00:15.040 --> 00:00:16.440]  你可能會回答我
[00:00:16.440 --> 00:00:20.220]  是五餅二魚
[00:00:20.220 --> 00:00:22.840]  祂可以令到這麼多人吃飽
[00:00:22.840 --> 00:00:26.160]  或者你說耶穌行海
[00:00:26.160 --> 00:00:28.520]  這麼大浪都可以行到過對面的海
[00:00:28.520 --> 00:00:33.320]  這麼大的風浪也可以到彼岸
[00:00:33.320 --> 00:00:35.560]  或者你回答我祂可以令拉薩路復活
[00:00:35.560 --> 00:00:37.640]  或者是拉薩路復活
[00:00:37.640 --> 00:00:40.520]  拉恩城的寡婦的兒子復活
[00:00:40.520 --> 00:00:42.680]  寡婦的兒子復活
[00:00:42.680 --> 00:00:44.680]  但這些都不算是最大的神蹟
[00:00:44.680 --> 00:00:47.120]  但這些也不是最大的神蹟
[00:00:47.120 --> 00:00:50.000]  耶穌最大的神蹟
[00:00:50.000 --> 00:00:52.160]  就是祂在十字架五行神蹟
[00:00:52.160 --> 00:00:54.440]  實在是架上了不行的神蹟
[00:00:54.440 --> 00:00:57.840]  因為祂真的可以跳下來
[00:00:57.840 --> 00:00:59.400]  因為祂遇到很多人
[00:00:59.400 --> 00:01:00.920]  因為祂遇到很多人
[00:01:00.920 --> 00:01:02.480]  說話很侮辱祂
[00:01:02.480 --> 00:01:03.880]  說的話很無語
[00:01:03.880 --> 00:01:05.080]  鞭打祂
[00:01:05.080 --> 00:01:05.960]  鞭打祂
[00:01:05.960 --> 00:01:07.200]  你釘死祂
[00:01:07.200 --> 00:01:08.120]  釘死祂
[00:01:08.120 --> 00:01:10.200]  但是很多人以前被祂治好病
[00:01:10.200 --> 00:01:12.760]  但是這裡很多人也是被祂治好的
[00:01:12.760 --> 00:01:14.160]  很多人都聽祂講過道
[00:01:14.160 --> 00:01:15.720]  曾經聽祂講道的
[00:01:15.720 --> 00:01:16.960]  但是人們看不起祂
[00:01:16.960 --> 00:01:19.240]  但是別人看不上祂
[00:01:19.240 --> 00:01:20.600]  如果這個委屈
[00:01:20.600 --> 00:01:21.880]  如果這個委屈
[00:01:21.880 --> 00:01:23.320]  可以令到祂
[00:01:23.320 --> 00:01:24.600]  可以令祂
[00:01:24.600 --> 00:01:26.120]  放棄這個十字架
[00:01:26.120 --> 00:01:27.600]  放棄十字架
[00:01:27.600 --> 00:01:29.120]  就沒有基督教的救恩了
[00:01:29.120 --> 00:01:31.320]  那就不會有基督教的救恩
[00:01:31.320 --> 00:01:32.440]  但是祂忍耐
[00:01:32.440 --> 00:01:33.800]  但是祂的忍耐
[00:01:33.800 --> 00:01:34.880]  以致於死
[00:01:34.880 --> 00:01:35.880]  以致於死
[00:01:35.880 --> 00:01:37.000]  死在十字架
[00:01:37.000 --> 00:01:38.560]  且死在十字架上
[00:01:38.560 --> 00:01:40.280]  這個反而是最大的神蹟
[00:01:40.280 --> 00:01:42.120]  這反而是最大的神蹟
[00:01:42.120 --> 00:01:44.000]  每一次我被人委屈的時候
[00:01:44.000 --> 00:01:45.880]  每一次我遇上委屈的時候
[00:01:45.880 --> 00:01:48.520]  我都想這件事
[00:01:48.520 --> 00:01:50.120]  這件事
[00:01:50.120 --> 00:01:51.800]  今天我們要說的經文
[00:01:51.800 --> 00:01:53.240]  今天我們要說的經文
[00:01:53.240 --> 00:01:54.720]  是哥倫多後書十一章
[00:01:54.720 --> 00:01:56.680]  是哥倫多後書十一章
[00:01:56.680 --> 00:01:58.240]  你讀哥倫多後書
[00:01:58.240 --> 00:01:59.720]  你念哥倫多後書的時候
[00:01:59.720 --> 00:02:01.520]  前面大約三分二
[00:02:01.520 --> 00:02:02.960]  前面的三分之二
[00:02:02.960 --> 00:02:06.520]  都是保羅稱讚教友的
[00:02:06.520 --> 00:02:08.360]  也是保羅稱讚教友的
[00:02:08.360 --> 00:02:10.400]  特別是很忠心的信徒
[00:02:10.400 --> 00:02:12.000]  特別是很忠心
[00:02:12.000 --> 00:02:13.480]  但是最後的四章
[00:02:13.480 --> 00:02:15.240]  但是最後的四章
[00:02:15.240 --> 00:02:17.000]  保羅不是稱讚的
[00:02:17.000 --> 00:02:18.560]  保羅不是稱讚
[00:02:18.560 --> 00:02:21.600]  他是向那些背棄真道的人
[00:02:21.600 --> 00:02:23.520]  而是向背棄真道的人
[00:02:23.520 --> 00:02:24.920]  講出他的看法
[00:02:24.920 --> 00:02:26.440]  講出他的想法
[00:02:26.440 --> 00:02:28.320]  他說他自己被人鞭打
[00:02:28.320 --> 00:02:30.520]  他說他自己被人鞭打
[00:02:30.520 --> 00:02:32.000]  遇到危險
[00:02:32.000 --> 00:02:33.320]  遇到危險
[00:02:33.320 --> 00:02:34.800]  但是他每天
[00:02:34.800 --> 00:02:36.160]  但是他每天
[00:02:36.160 --> 00:02:37.720]  不是想著要報仇
[00:02:37.720 --> 00:02:39.600]  不是想著要報仇
[00:02:39.600 --> 00:02:41.120]  而是想念著教會
[00:02:41.120 --> 00:02:42.960]  而是想念著教會
[00:02:42.960 --> 00:02:44.920]  希望他們持守信仰
[00:02:44.920 --> 00:02:46.800]  希望他們持守信仰
[00:02:46.800 --> 00:02:48.160]  如果被人罵完
[00:02:48.160 --> 00:02:49.760]  如果你被別人罵了
[00:02:49.760 --> 00:02:51.080]  你明天又見到那個人
[00:02:51.080 --> 00:02:52.520]  你明天又見到那個人
[00:02:52.520 --> 00:02:53.520]  你怎麼看他
[00:02:53.520 --> 00:02:55.280]  你怎麼看他
[00:02:55.280 --> 00:02:57.280]  我想你最偉大就是不看他
[00:02:57.280 --> 00:02:58.880]  你最偉大就是不看他
[00:02:58.880 --> 00:03:00.720]  因為你怕他看到你很生氣的樣子
[00:03:00.720 --> 00:03:02.920]  因為你怕他看到你生氣的樣子
[00:03:02.920 --> 00:03:04.000]  但是如果你看他
[00:03:04.000 --> 00:03:05.080]  但是如果你看他
[00:03:05.080 --> 00:03:06.040]  還跟他說
[00:03:06.040 --> 00:03:07.040]  還跟他說
[00:03:07.040 --> 00:03:08.440]  我整晚想著你
[00:03:08.440 --> 00:03:10.000]  我整晚想著你
[00:03:10.000 --> 00:03:11.160]  你說不說得出來
[00:03:11.160 --> 00:03:12.320]  你說得出來
[00:03:12.320 --> 00:03:13.640]  你就想起保羅了
[00:03:13.640 --> 00:03:14.960]  你會想到保羅
[00:03:14.960 --> 00:03:17.200]  他竟然是想念著宗教會
[00:03:17.200 --> 00:03:19.560]  他說他紀念著宗教會
[00:03:19.560 --> 00:03:21.520]  現在香港的老師
[00:03:21.520 --> 00:03:22.760]  現在香港的老師
[00:03:22.760 --> 00:03:26.920]  我想玲瑯堂最多經驗過跟老師相處
[00:03:26.920 --> 00:03:29.640]  我想玲瑯堂也有很多經驗跟老師相處
[00:03:29.640 --> 00:03:31.720]  因為玲瑯堂有幼稚園、小學、中學
[00:03:31.720 --> 00:03:34.200]  因為玲瑯堂有幼稚園、小學、中學
[00:03:34.200 --> 00:03:37.040]  最近教師最多受訓練的班是什麼班呢?
[00:03:37.040 --> 00:03:39.600]  最近老師最常上的班是什麼班呢?
[00:03:39.600 --> 00:03:41.520]  是調解員訓練班
[00:03:41.520 --> 00:03:43.440]  是調解員訓練班
[00:03:43.440 --> 00:03:44.560]  什麼叫調解員呢?
[00:03:44.560 --> 00:03:45.760]  什麼是調解員呢?
[00:03:45.760 --> 00:03:47.120]  就是跟別人和好
[00:03:47.120 --> 00:03:48.840]  就是跟別人和好
[00:03:48.840 --> 00:03:50.560]  教師學跟誰和好呢?
[00:03:50.560 --> 00:03:52.200]  教師和誰和好呢?
