
[00:00:00.000 --> 00:00:04.040]  好 我們先祈禱
[00:00:04.040 --> 00:00:06.680]  師父我們將這一刻時間帶到恩主的面前
[00:00:06.680 --> 00:00:08.120]  求主你幫助我們
[00:00:08.120 --> 00:00:11.960]  讓我們在禰面前真的有一個合理心意的生活
[00:00:11.960 --> 00:00:14.280]  能夠在我們的生命當中彰顯出來
[00:00:14.280 --> 00:00:16.280]  帶領這一刻我們打開患有的時間
[00:00:16.280 --> 00:00:17.440]  聽我們的祈禱
[00:00:17.440 --> 00:00:18.760]  奉耶穌的名祈禱
[00:00:18.760 --> 00:00:19.480]  阿們
[00:00:19.480 --> 00:00:21.320]  每一年夏天
[00:00:21.320 --> 00:00:22.640]  現在是春天
[00:00:22.640 --> 00:00:23.640]  很快就是夏天
[00:00:23.640 --> 00:00:27.000]  每年夏天很多人住屋都喜歡種植
[00:00:27.000 --> 00:00:30.080]  我家裡也有人種植
[00:00:30.080 --> 00:00:32.880]  有人喜歡種植就是我太太
[00:00:32.880 --> 00:00:34.160]  但是種植的人是我
[00:00:34.160 --> 00:00:36.560]  我們一起去買花
[00:00:36.560 --> 00:00:39.000]  有些是一棵九毫九一棵的
[00:00:39.000 --> 00:00:40.480]  比如年度或是週年那些
[00:00:40.480 --> 00:00:42.480]  一棵一棵很小的買回來
[00:00:42.480 --> 00:00:44.280]  上次和我太太去買
[00:00:44.280 --> 00:00:45.200]  買完回來
[00:00:45.200 --> 00:00:46.320]  下車後
[00:00:46.320 --> 00:00:48.320]  整盤東西抬下來放在駕駛位
[00:00:48.320 --> 00:00:49.320]  她就進屋了
[00:00:49.320 --> 00:00:50.560]  然後轉過身說一句
[00:00:50.560 --> 00:00:52.240]  「種吧」
[00:00:52.240 --> 00:00:54.200]  我沒得進屋
[00:00:54.200 --> 00:00:57.560]  當然也要脫下外套才能出去
[00:00:57.560 --> 00:00:59.480]  種植完後叫我太太出來看
[00:00:59.480 --> 00:01:01.200]  很想欣賞我的傑作
[00:01:01.200 --> 00:01:02.440]  我太太不出來看更好
[00:01:02.440 --> 00:01:04.240]  一看就大聲叫
[00:01:04.240 --> 00:01:05.040]  「你種什麼啊?」
[00:01:05.040 --> 00:01:06.760]  我說種花
[00:01:06.760 --> 00:01:07.600]  「這樣種的嗎?」
[00:01:07.600 --> 00:01:08.640]  我覺得沒錯
[00:01:08.640 --> 00:01:09.440]  挖開泥放下去
[00:01:09.440 --> 00:01:11.080]  把它們都擠回去
[00:01:11.080 --> 00:01:12.080]  每個人都是這樣種的
[00:01:12.080 --> 00:01:13.480]  我有什麼錯呢
[00:01:13.480 --> 00:01:14.640]  她說「哪有人這樣種的啊」
[00:01:14.640 --> 00:01:15.520]  我說「什麼事啊」
[00:01:15.520 --> 00:01:17.000]  「你看你一棵一棵的
[00:01:17.000 --> 00:01:18.840]  種得這麼齊」
[00:01:18.840 --> 00:01:20.160]  「不好看的 不對的」
[00:01:20.160 --> 00:01:21.240]  我說「為什麼不對啊」
[00:01:21.240 --> 00:01:23.400]  「因為每一棵的花很小的嘛」
[00:01:23.400 --> 00:01:24.480]  「對的 還要放回去」
[00:01:24.480 --> 00:01:25.520]  我每一棵之間
[00:01:25.520 --> 00:01:26.160]  兩棵之間
[00:01:26.160 --> 00:01:28.960]  相距大概兩三寸
[00:01:28.960 --> 00:01:30.800]  種得很漂亮
[00:01:30.800 --> 00:01:31.320]  我覺得很漂亮
[00:01:31.320 --> 00:01:32.720]  看起來很漂亮
[00:01:32.720 --> 00:01:33.840]  我太太說
[00:01:33.840 --> 00:01:35.960]  「這些花會長大的」
[00:01:35.960 --> 00:01:37.400]  我說「這些花會長大的?」
[00:01:37.400 --> 00:01:38.840]  她說「是啊 是會長大的」
[00:01:38.840 --> 00:01:40.840]  「你沒看那些標籤的嗎?」
[00:01:40.840 --> 00:01:42.000]  長大了之後是8寸
[00:01:42.000 --> 00:01:43.280]  是10寸 12寸
[00:01:43.280 --> 00:01:44.880]  有寫的嘛
[00:01:44.880 --> 00:01:45.960]  男人不好就不好
[00:01:45.960 --> 00:01:48.600]  就整天不看標籤工作
[00:01:48.600 --> 00:01:51.120]  這兩個字叫「懶醒」
[00:01:51.120 --> 00:01:52.320]  終於我要再種一個
[00:01:52.320 --> 00:01:53.160]  我太太的那句話
[00:01:53.160 --> 00:01:54.320]  令我很深刻
[00:01:54.320 --> 00:01:56.600]  她說「這些花是會長大的」
[00:01:56.600 --> 00:01:57.680]  很可惜的是
[00:01:57.680 --> 00:01:58.880]  很多人今天
[00:01:58.880 --> 00:02:02.560]  他的生命是不會長大的
[00:02:02.560 --> 00:02:03.840]  真的
[00:02:03.840 --> 00:02:05.680]  一直他覺得他不會長大
[00:02:05.680 --> 00:02:07.200]  或者他以為他不會長大
[00:02:07.200 --> 00:02:08.520]  是不對的
[00:02:08.520 --> 00:02:09.880]  我前段時間回香港的時候
[00:02:09.880 --> 00:02:13.040]  有位姐妹和她老公來接我
[00:02:13.040 --> 00:02:14.560]  上車問他很多事情
[00:02:14.560 --> 00:02:16.200]  問什麼他都不懂回答
[00:02:16.200 --> 00:02:17.040]  講教會
[00:02:17.040 --> 00:02:18.640]  講他現在的生活
[00:02:18.640 --> 00:02:20.000]  很多他都不知道
[00:02:20.000 --> 00:02:22.000]  他問得差不多
[00:02:22.000 --> 00:02:23.400]  她就彈了一句出來
[00:02:23.400 --> 00:02:25.080]  她說「徐帝兄」
[00:02:25.080 --> 00:02:26.200]  「我很單純的」
[00:02:26.200 --> 00:02:28.400]  「你不要問我那麼多事情」
[00:02:28.400 --> 00:02:29.560]  我就彈回她一句
[00:02:29.560 --> 00:02:31.120]  我說「你這個不是單純」
[00:02:31.120 --> 00:02:33.320]  「這個叫幼稚」
[00:02:33.320 --> 00:02:34.880]  三十多歲的人
[00:02:34.880 --> 00:02:36.320]  什麼都不知道
[00:02:36.320 --> 00:02:37.960]  信耶穌信了二十多年
[00:02:37.960 --> 00:02:39.280]  問什麼都不知道
[00:02:39.280 --> 00:02:40.080]  她說單純
[00:02:40.080 --> 00:02:41.720]  我說「這個是幼稚」
[00:02:41.720 --> 00:02:42.720]  基督徒不好
[00:02:42.720 --> 00:02:44.600]  生命不成長
[00:02:44.600 --> 00:02:45.880]  小孩子一兩歲
[00:02:45.880 --> 00:02:47.840]  啞啞學語覺得很有趣
[00:02:47.840 --> 00:02:49.440]  十幾歲都啞啞學語
[00:02:49.440 --> 00:02:51.120]  就叫做很恐怖
[00:02:51.120 --> 00:02:52.080]  對不對?
[00:02:52.080 --> 00:02:53.280]  信徒要成長的
[00:02:53.280 --> 00:02:55.320]  新生命帶來新的生活
[00:02:55.320 --> 00:02:56.640]  重新的生命
[00:02:56.640 --> 00:02:58.680]  是應該有成長的生命
[00:02:58.680 --> 00:03:00.520]  這個才是正常的
[00:03:00.520 --> 00:03:02.280]  我們看彼得前書第二章第一節
[00:03:02.280 --> 00:03:04.560]  到第十節
[00:03:04.560 --> 00:03:05.640]  第一節一開始講
[00:03:05.640 --> 00:03:06.600]  他說「所以」
[00:03:06.600 --> 00:03:08.240]  這個意思就是上面講
[00:03:08.240 --> 00:03:09.320]  你們蒙了重新
[00:03:09.320 --> 00:03:11.600]  不是由於能外的種子
[00:03:11.600 --> 00:03:12.960]  既然重新之後
[00:03:12.960 --> 00:03:15.120]  所以有些事情你要做
[00:03:15.120 --> 00:03:16.520]  做了之後有什麼後果呢?
[00:03:16.520 --> 00:03:18.840]  第二章第二節就講了
[00:03:18.840 --> 00:03:20.440]  下半節他怎麼講呢?
[00:03:20.440 --> 00:03:22.200]  叫你們因此成長
[00:03:22.200 --> 00:03:24.600]  以致得救
[00:03:24.600 --> 00:03:26.600]  既然信了耶穌有了生命
[00:03:26.600 --> 00:03:27.880]  有些事情需要做
[00:03:27.880 --> 00:03:28.880]  做了之後
[00:03:28.880 --> 00:03:30.560]  生命可以成長
[00:03:30.560 --> 00:03:32.400]  而且可以得救
[00:03:32.400 --> 00:03:33.520]  有人有個問題
[00:03:33.520 --> 00:03:36.080]  是不是我不成長就不得救呢?
[00:03:36.080 --> 00:03:36.920]  不是
[00:03:36.920 --> 00:03:37.560]  為什麼呢?
[00:03:37.560 --> 00:03:38.720]  因此成長
[00:03:38.720 --> 00:03:40.120]  以致得救
[00:03:40.120 --> 00:03:42.040]  以致得救這四個字
[00:03:42.040 --> 00:03:43.440]  新日本的翻譯叫
[00:03:43.440 --> 00:03:46.920]  「以致進入救恩」
[00:03:46.920 --> 00:03:48.400]  英文的翻譯叫做
[00:03:48.400 --> 00:03:50.920]  「Grow up in your salvation」
[00:03:50.920 --> 00:03:52.640]  英文的中文翻譯就是
[00:03:52.640 --> 00:03:54.840]  「在救恩中成長」
[00:03:54.840 --> 00:03:55.680]  意思就是說
[00:03:55.680 --> 00:03:57.560]  叫你們因此成長
[00:03:57.560 --> 00:04:00.480]  以致進入救恩
[00:04:00.480 --> 00:04:02.440]  明白嗎?
[00:04:02.440 --> 00:04:03.600]  所以當你信耶穌之後
[00:04:03.600 --> 00:04:05.280]  你不要停滯不前
[00:04:05.280 --> 00:04:06.680]  你要有些事情要做
[00:04:06.680 --> 00:04:09.360]  以致能夠進入救恩
[00:04:09.360 --> 00:04:10.800]  我有一個同學
[00:04:10.800 --> 00:04:14.080]  他的媽媽好幾年前買了一部iPhone
[00:04:14.080 --> 00:04:15.080]  買了回來之後
[00:04:15.080 --> 00:04:16.240]  兒子就問他媽媽
[00:04:16.240 --> 00:04:18.200]  「餵,iPhone好不好用?」
[00:04:18.200 --> 00:04:20.520]  媽媽說「好用,收得很清」
[00:04:20.520 --> 00:04:23.240]  「好好用的,講電話非常好」
[00:04:23.240 --> 00:04:23.960]  兒子問他媽媽
[00:04:23.960 --> 00:04:24.960]  「你沒有其他用的嗎?」
[00:04:24.960 --> 00:04:26.280]  「很多APP的嘛」
[00:04:26.280 --> 00:04:26.960]  他媽媽說「沒有啊」
[00:04:26.960 --> 00:04:29.040]  「只是用來打電話、聽電話而已」
[00:04:29.040 --> 00:04:30.280]  兒子說「不是啊,媽媽」
[00:04:30.280 --> 00:04:31.640]  「浪費一點啊」
[00:04:31.640 --> 00:04:33.240]  「那你買iPhone來幹什麼呢?」
[00:04:33.240 --> 00:04:34.320]  媽媽就說
[00:04:34.320 --> 00:04:35.920]  「因為當我用iPhone講電話」
[00:04:35.920 --> 00:04:38.960]  「我好像比較聰明一點」
[00:04:38.960 --> 00:04:41.040]  不知道有沒有人因為這樣用iPhone
[00:04:41.040 --> 00:04:42.560]  就是他拿著iPhone好像比較聰明一點
[00:04:42.560 --> 00:04:44.280]  有時候我都見到人們經常用iPhone
[00:04:44.280 --> 00:04:46.000]  我說「我不是用iPhone的」
[00:04:46.000 --> 00:04:47.200]  「啊?你不是用iPhone的?」
[00:04:47.200 --> 00:04:48.880]  他說「是啊,我不是用iPhone的」
[00:04:48.880 --> 00:04:51.000]  他說「我用iPhone好像比較聰明一點」
[00:04:51.000 --> 00:04:53.560]  其實iPhone有很多東西可以用的
[00:04:53.560 --> 00:04:55.200]  不要只是用來講電話
[00:04:55.200 --> 00:04:56.320]  基督徒的生命
[00:04:56.320 --> 00:04:57.760]  你有了神的生命
[00:04:57.760 --> 00:04:59.680]  是有很多東西可以用的
[00:04:59.680 --> 00:05:01.520]  你不要只是信主
[00:05:01.520 --> 00:05:02.920]  你明白嗎?
[00:05:02.920 --> 00:05:04.440]  你要更進一步
[00:05:04.440 --> 00:05:05.920]  更深一層的
[00:05:05.920 --> 00:05:07.960]  讓你生命能夠成長
[00:05:07.960 --> 00:05:10.160]  以至進入救恩
[00:05:10.160 --> 00:05:12.440]  在救恩中來成長
[00:05:12.440 --> 00:05:13.720]  這個才是需要的
[00:05:13.720 --> 00:05:14.840]  下面第三節說
[00:05:14.840 --> 00:05:16.400]  「如果你嘗過主恩的滋味
[00:05:16.400 --> 00:05:18.440]  就必如此」
[00:05:18.440 --> 00:05:19.520]  有些翻譯就是說
[00:05:19.520 --> 00:05:22.960]  因為你們已經體驗過主是沒事的
[00:05:22.960 --> 00:05:23.600]  英文就是
[00:05:23.600 --> 00:05:24.840]  You have tasted
[00:05:24.840 --> 00:05:26.840]  是過去完成式
[00:05:26.840 --> 00:05:28.200]  就是你已經蒙恩了
[00:05:28.200 --> 00:05:30.640]  這個蒙恩就是主恩的滋味
[00:05:30.640 --> 00:05:31.240]  它的意思就是
[00:05:31.240 --> 00:05:32.840]  如果你是人你就不會這樣了
[00:05:32.840 --> 00:05:34.520]  那你是不是人呢?當然是人了
[00:05:34.520 --> 00:05:35.680]  如果你嘗過主恩的滋味
[00:05:35.680 --> 00:05:37.360]  你就應該這樣的
[00:05:37.360 --> 00:05:38.680]  那很多基督徒就不是了
[00:05:38.680 --> 00:05:39.840]  他嘗過了
[00:05:39.840 --> 00:05:41.000]  他重新了
[00:05:41.000 --> 00:05:42.200]  他信了主了
[00:05:42.200 --> 00:05:44.720]  他硬是不贊成
[00:05:44.720 --> 00:05:46.320]  停滯不前
[00:05:46.320 --> 00:05:47.560]  所以彼得寫這一本書
[00:05:47.560 --> 00:05:48.840]  有提醒他們
[00:05:48.840 --> 00:05:51.160]  你要面對人心裡面很多的東西
[00:05:51.160 --> 00:05:53.200]  你要面對基督徒的信仰的時候
[00:05:53.200 --> 00:05:55.600]  必須要有這個生命的成長
[00:05:55.600 --> 00:05:57.040]  不然你不能夠承擔
[00:05:57.040 --> 00:05:58.440]  你不能夠面對的
[00:05:58.440 --> 00:05:59.400]  有什麼可以做呢?
[00:05:59.400 --> 00:06:00.480]  第一樣東西
[00:06:00.480 --> 00:06:01.600]  第一節說
[00:06:01.600 --> 00:06:05.440]  「所以你們既除去一切惡毒詭詐
[00:06:05.440 --> 00:06:08.040]  並假善嫉妒和一切誣謗的話
[00:06:08.040 --> 00:06:10.120]  就要愛慕那純正的靈奶像
[00:06:10.120 --> 00:06:11.160]  初生的英雄
[00:06:11.160 --> 00:06:12.920]  愛慕那一樣」
[00:06:12.920 --> 00:06:13.920]  這個就是條件
[00:06:13.920 --> 00:06:14.880]  這個就是要求
[00:06:14.880 --> 00:06:16.000]  下面有一個字叫
[00:06:16.000 --> 00:06:18.600]  「叫你們因此成長」
[00:06:18.600 --> 00:06:19.720]  做這兩件事
[00:06:19.720 --> 00:06:21.160]  你的生命就可以成長
[00:06:21.160 --> 00:06:22.160]  第一樣東西做
[00:06:22.160 --> 00:06:23.600]  叫「除去」
[00:06:23.600 --> 00:06:24.600]  除去什麼呢?
[00:06:24.600 --> 00:06:26.000]  一切惡毒詭詐
