
[00:00:00.000 --> 00:00:05.000]  各位頂主平安
[00:00:05.000 --> 00:00:10.000]  感謝神給我們機會在網上來敬拜神
[00:00:10.000 --> 00:00:13.000]  雖然我們不能夠現場一起敬拜
[00:00:13.000 --> 00:00:18.000]  但是我們感謝神仍然可以在網上一起來敬拜上帝
[00:00:18.000 --> 00:00:23.000]  更加可以在當中向神表達出我們那份誠實敬拜的心
[00:00:23.000 --> 00:00:25.000]  就算不能夠一起現場
[00:00:25.000 --> 00:00:28.000]  但我們仍然都可以 仍然都願意
[00:00:28.000 --> 00:00:31.000]  無論身邊有沒有人 無論情況如何
[00:00:31.000 --> 00:00:33.000]  我們仍然去敬拜祂
[00:00:33.000 --> 00:00:35.000]  所以我們求神越南我們的敬拜
[00:00:35.000 --> 00:00:39.000]  也越南我們一起對祂說話那份的尊崇
[00:00:39.000 --> 00:00:42.000]  我們一起來領受聖經的說話
[00:00:42.000 --> 00:00:44.000]  和大家思想一個題目就是
[00:00:44.000 --> 00:00:47.000]  「你真的相信永恆嗎?」
[00:00:47.000 --> 00:00:49.000]  在我們一起聽到之前
[00:00:49.000 --> 00:00:51.000]  我和大家一起做一個祈禱
[00:00:51.000 --> 00:00:53.000]  我們同心仰望主
[00:00:56.000 --> 00:00:58.000]  親愛的主我們敬拜祢
[00:00:58.000 --> 00:01:01.000]  敬拜祢賜下永恆的生命
[00:01:01.000 --> 00:01:05.000]  主不僅讓我們今生有盼望
[00:01:05.000 --> 00:01:08.000]  祢更加帶給我們永恆的盼望
[00:01:08.000 --> 00:01:10.000]  我們知道在祢的面前
[00:01:10.000 --> 00:01:13.000]  祢掌管天地 也掌管我們人生
[00:01:13.000 --> 00:01:16.000]  因此今天當我們讀祢自己的話的時候
[00:01:16.000 --> 00:01:19.000]  懇求聖靈賜下祢的恩賢
[00:01:19.000 --> 00:01:21.000]  感動我們的心靈
[00:01:21.000 --> 00:01:24.000]  在我們今天在世上短暫的日子
[00:01:24.000 --> 00:01:27.000]  我們仍然知道去信靠祢
[00:01:27.000 --> 00:01:30.000]  去敬畏祢 去聽從祢
[00:01:30.000 --> 00:01:32.000]  以致我們能夠為將來預備
[00:01:32.000 --> 00:01:35.000]  美好的將來的永恆
[00:01:35.000 --> 00:01:39.000]  以致我們得著要賜給我們一切的豐富
[00:01:39.000 --> 00:01:40.000]  天父願祢施恩
[00:01:40.000 --> 00:01:43.000]  帶領我們一起領受祢自己的話
