
[00:00:00.000 --> 00:00:04.280]  各位網友你們好
[00:00:04.280 --> 00:00:08.000]  歡迎大家收看心靈雞湯之努加夫音言讀
[00:00:08.000 --> 00:00:10.240]  我是蘇瑋燁牧師
[00:00:10.240 --> 00:00:14.080]  我們今天繼續思想努加夫音的信息
[00:00:14.080 --> 00:00:17.680]  我們去到努加夫音第七章一節至十節
[00:00:17.680 --> 00:00:19.680]  權並以信心
[00:00:19.680 --> 00:00:22.640]  或者我們首先看看這段聖經
[00:00:22.640 --> 00:00:26.160]  努加夫音第七章一節至十節
[00:00:26.160 --> 00:00:30.160]  耶穌對百姓說完了這一切的話
[00:00:30.160 --> 00:00:32.160]  就盡了加班
[00:00:32.160 --> 00:00:35.160]  有一個白夫長所保衛的僕人
[00:00:35.160 --> 00:00:37.160]  害病快要死了
[00:00:37.160 --> 00:00:39.160]  白夫長豐文耶穌的時
[00:00:39.160 --> 00:00:45.160]  就托猶太人的幾個長老去求耶穌來救他的僕人
[00:00:45.160 --> 00:00:49.160]  他們到了耶穌那裡就痴痴地求他說
[00:00:49.160 --> 00:00:53.160]  你給他行這些事是他所賠得的
[00:00:53.160 --> 00:00:55.160]  因為他愛我們的百姓
[00:00:55.160 --> 00:00:57.160]  給我們建造會堂
[00:00:57.160 --> 00:01:01.160]  耶穌就和他們和他離那家不遠
[00:01:01.160 --> 00:01:04.160]  白夫長托幾個朋友去見耶穌對他說
[00:01:04.160 --> 00:01:05.160]  主也不要勞動
[00:01:05.160 --> 00:01:09.160]  因為你到我捨下我不敢當
[00:01:09.160 --> 00:01:12.160]  我也自以為不配去見你
[00:01:12.160 --> 00:01:13.160]  只要你說一句話
[00:01:13.160 --> 00:01:15.160]  我的僕人就必好了
[00:01:15.160 --> 00:01:17.160]  因為我在人的權下
[00:01:17.160 --> 00:01:20.160]  也有兵在我以下
[00:01:20.160 --> 00:01:21.160]  對者說去
[00:01:21.160 --> 00:01:22.160]  他就去
[00:01:22.160 --> 00:01:23.160]  對那人說
[00:01:23.160 --> 00:01:24.160]  來
[00:01:24.160 --> 00:01:25.160]  他就來
[00:01:25.160 --> 00:01:26.160]  對我的僕人說
[00:01:26.160 --> 00:01:27.160]  你做這事
[00:01:27.160 --> 00:01:29.160]  他就去做
[00:01:29.160 --> 00:01:32.160]  耶穌聽見這話就欺騙他
[00:01:32.160 --> 00:01:35.160]  轉身對跟隨的族人說
[00:01:35.160 --> 00:01:36.160]  我告訴你們
[00:01:36.160 --> 00:01:38.160]  這麼大的信心就是在意識中
[00:01:38.160 --> 00:01:40.160]  我又沒有預見過
[00:01:40.160 --> 00:01:44.160]  那托來的人回到白夫長家裡
[00:01:44.160 --> 00:01:48.160]  看見僕人已經好了
[00:01:48.160 --> 00:01:50.160]  在1993年
[00:01:50.160 --> 00:01:53.160]  著名導演斯蒂文·斯比爾伯
[00:01:53.160 --> 00:01:56.160]  拍了一部驚心動魄的電影
[00:01:56.160 --> 00:01:59.160]  叫Strainer's List
[00:01:59.160 --> 00:02:01.160]  新尼達名單
[00:02:01.160 --> 00:02:04.160]  是根據托馬斯·凱納利
[00:02:04.160 --> 00:02:08.160]  所寫的小說叫Strainer's Art製成
[00:02:08.160 --> 00:02:11.160]  這部電影不僅是最迷在的電影
[00:02:11.160 --> 00:02:15.160]  而且是荷里活金像獎七行之多
[00:02:15.160 --> 00:02:16.160]  包括最佳電影
[00:02:16.160 --> 00:02:17.160]  最佳導演
[00:02:17.160 --> 00:02:19.160]  最佳劇本等等
[00:02:19.160 --> 00:02:22.160]  故事發生在波蘭的格拉科沃郡
[00:02:22.160 --> 00:02:24.160]  在第二次世界大戰的時候
[00:02:24.160 --> 00:02:28.160]  德國納粹軍人將所有在波蘭的猶太人
[00:02:28.160 --> 00:02:31.160]  都囚禁在格拉科沃郡
[00:02:31.160 --> 00:02:35.160]  一個德國落魄商人叫奧斯卡·斯蒂納
[00:02:35.160 --> 00:02:36.160]  來到這個城市
[00:02:36.160 --> 00:02:38.160]  希望獲得一些戰爭財
[00:02:38.160 --> 00:02:40.160]  有什麼商機
[00:02:40.160 --> 00:02:42.160]  乘機賺回一筆
[00:02:42.160 --> 00:02:44.160]  斯蒂納是一個納粹黨的黨員
[00:02:44.160 --> 00:02:47.160]  他用錢賠了那裡的軍官
[00:02:47.160 --> 00:02:49.160]  在附近開了一間工廠
