
[00:00:00.000 --> 00:00:03.000]  (粵語)
[00:00:03.000 --> 00:00:06.400]  我們粵語部剛剛新近才講完
[00:00:06.400 --> 00:00:08.000]  撒姆爾記
[00:00:08.000 --> 00:00:12.400]  撒姆爾上第一章至第十五章
[00:00:12.400 --> 00:00:14.600]  去到第十五章的時候
[00:00:14.600 --> 00:00:19.000]  神居然說「我後悔納扶羅為王」
[00:00:19.000 --> 00:00:23.000]  你說「慢著 神都會後悔的嗎?」
[00:00:23.000 --> 00:00:26.600]  「喂 神不是能知過去未來的嗎?」
[00:00:26.600 --> 00:00:28.200]  「為什麼神會後悔?」
[00:00:28.200 --> 00:00:31.800]  也都是很相似的事
[00:00:31.800 --> 00:00:34.000]  就是有很多人都會說
[00:00:34.000 --> 00:00:36.400]  「喂 神都不能夠祝福的」
[00:00:36.400 --> 00:00:37.800]  「為什麼?」
[00:00:37.800 --> 00:00:40.600]  甲骨文的「祝」字
[00:00:40.600 --> 00:00:43.200]  是一個人跪在地上求神
[00:00:43.200 --> 00:00:45.200]  「你講神祝福」
[00:00:45.200 --> 00:00:48.000]  「你不是說神跪在地上求神?」
[00:00:48.000 --> 00:00:50.000]  「絕對不合理的」他們說
[00:00:50.000 --> 00:00:53.600]  咦 詛咒人也是一樣的
[00:00:53.600 --> 00:00:56.400]  是嗎 詛咒人怎樣詛咒的?
[00:00:56.400 --> 00:00:59.800]  是求神靈 求神來詛咒人的
[00:00:59.800 --> 00:01:02.000]  如果神詛咒的時候
[00:01:02.000 --> 00:01:04.600]  你是否說神求邪靈?
[00:01:04.600 --> 00:01:06.800]  這個不合理的
[00:01:06.800 --> 00:01:11.600]  正如神後悔 神詛咒 神祝福
[00:01:11.600 --> 00:01:14.400]  都是同一個例子
[00:01:14.400 --> 00:01:16.200]  我們今天就要來看看
[00:01:16.200 --> 00:01:20.200]  究竟用這些字眼來形容神
[00:01:20.200 --> 00:01:22.600]  是否大大對神不敬
[00:01:22.600 --> 00:01:25.800]  是否將神貶低降格
[00:01:25.800 --> 00:01:28.200]  這就是我們今天要說的
[00:01:28.200 --> 00:01:31.000]  首先我說神後悔
[00:01:31.000 --> 00:01:33.600]  在聖經裡的確有兩次
[00:01:33.600 --> 00:01:37.800]  是神對已經發生的事後悔
[00:01:37.800 --> 00:01:40.600]  第一次就是在《創世紀》第六章
[00:01:40.600 --> 00:01:42.200]  六至七節
[00:01:42.200 --> 00:01:44.400]  是說到羅亞時候
[00:01:44.400 --> 00:01:47.000]  神後悔做人
[00:01:47.000 --> 00:01:49.200]  神做人本來是好的
[00:01:49.200 --> 00:01:52.600]  但是羅亞的時候人犯很大的罪
[00:01:52.600 --> 00:01:54.200]  所以神要將他們毀滅
[00:01:54.200 --> 00:01:56.600]  神說我後悔做人
[00:01:56.600 --> 00:01:59.600]  另外一個例子就是我們剛才讀的經文
[00:01:59.600 --> 00:02:01.600]  撒姆以上的十五章
[00:02:01.600 --> 00:02:05.000]  十一和三十五節都有說到
[00:02:05.000 --> 00:02:08.200]  神後悔納蘇羅為王
[00:02:08.200 --> 00:02:12.400]  這些是對過去的事來後悔
[00:02:12.400 --> 00:02:14.400]  但也起碼有十次
[00:02:14.400 --> 00:02:17.000]  是對將來未發生的事
[00:02:17.000 --> 00:02:18.800]  神是後悔
[00:02:18.800 --> 00:02:21.800]  不單在摩西五經的《出埃及記》
[00:02:21.800 --> 00:02:23.800]  也在歷史書
[00:02:23.800 --> 00:02:27.200]  也在詩篇和先知書裡
[00:02:27.200 --> 00:02:29.600]  都有說到神後悔
[00:02:29.600 --> 00:02:33.200]  但是我們又要注意
[00:02:33.200 --> 00:02:36.800]  又有很多經文說神不會後悔
[00:02:36.800 --> 00:02:40.200]  在《書書詩篇》的一百十篇第四節
[00:02:40.200 --> 00:02:41.000]  經文說:
[00:02:41.000 --> 00:02:44.600]  「而和華起了誓,決不後悔說
[00:02:44.600 --> 00:02:49.200]  『你是照默基使德的等賜永遠為祭司』」
[00:02:49.200 --> 00:02:52.800]  這裡是神對耶穌基督的預言
[00:02:52.800 --> 00:02:54.800]  默基使德是誰?
[00:02:54.800 --> 00:02:58.200]  就是那個無始無終的大祭司
[00:02:58.200 --> 00:03:02.000]  連阿伯拉罕都要十一奉獻獻給他
[00:03:02.000 --> 00:03:04.000]  在創世紀的第十四章
[00:03:04.000 --> 00:03:06.400]  所以是耶穌基督的預表
[00:03:06.400 --> 00:03:07.000]  神說:
[00:03:07.000 --> 00:03:10.800]  「耶穌基督將會成為永遠的祭司」
[00:03:10.800 --> 00:03:14.000]  我這個決定我絕對不會後悔
[00:03:14.000 --> 00:03:18.800]  還有以西傑書的二十四章十四節
[00:03:18.800 --> 00:03:22.200]  「我耶和華說過的必定成就
[00:03:22.200 --> 00:03:24.000]  必照話而行
[00:03:24.000 --> 00:03:25.200]  必不返回
[00:03:25.200 --> 00:03:28.000]  必不姑息也不後悔
[00:03:28.000 --> 00:03:31.200]  人必照你的舉動行為審判你
[00:03:31.200 --> 00:03:33.600]  這是主耶和華說的」
[00:03:33.600 --> 00:03:38.000]  在這節的經文是說神對以色列人的審判
[00:03:38.000 --> 00:03:40.600]  神說:我會審判你們
[00:03:40.600 --> 00:03:42.600]  我絕對不會後悔
[00:03:42.600 --> 00:03:46.600]  這一節的經文和耶利米蘇的四章
[00:03:46.600 --> 00:03:49.600]  二十七和二十八節是很相似
[00:03:50.200 --> 00:03:52.200]  所以我們看到聖經裏面
[00:03:52.200 --> 00:03:55.000]  有很多經文說神會後悔
[00:03:55.000 --> 00:03:58.600]  也有很多經文說神不會後悔
[00:03:58.600 --> 00:04:01.200]  你說大件事了
[00:04:01.200 --> 00:04:03.800]  聖經是不是有矛盾?
[00:04:03.800 --> 00:04:06.000]  為什麼前後不一?
[00:04:06.000 --> 00:04:09.600]  有作者說神會後悔
[00:04:09.600 --> 00:04:12.400]  也有聖經作者說神不後悔
[00:04:12.400 --> 00:04:14.000]  你說當然了
[00:04:14.000 --> 00:04:15.400]  聖經六十六部書
[00:04:15.400 --> 00:04:17.200]  四十多個作者
[00:04:17.200 --> 00:04:19.200]  那些作者的觀點不一
[00:04:20.000 --> 00:04:21.200]  意見不同
[00:04:21.200 --> 00:04:23.600]  所以有些作者說神後悔
[00:04:23.600 --> 00:04:26.000]  有些作者說神不後悔
[00:04:26.000 --> 00:04:28.000]  有沒有這樣的可能?
[00:04:28.000 --> 00:04:29.800]  絕對沒有這樣的可能
[00:04:29.800 --> 00:04:35.200]  因為聖經背後都有同一位聖靈來密使聖經
[00:04:35.200 --> 00:04:38.200]  聖經應該是完全一致
[00:04:38.200 --> 00:04:40.200]  是沒有矛盾的
[00:04:40.200 --> 00:04:42.000]  那你說為什麼?
[00:04:42.000 --> 00:04:44.200]  為什麼有經文說神會後悔
[00:04:44.200 --> 00:04:46.400]  又有經文說神不會後悔?
[00:04:47.200 --> 00:04:50.200]  首先那些人說有不同的作者
[00:04:50.200 --> 00:04:52.000]  所以有不同的見解
[00:04:52.000 --> 00:04:56.200]  最好否定這個說法是什麼?
[00:04:56.200 --> 00:04:58.200]  是今天的經文
[00:04:58.200 --> 00:05:00.200]  撒普爾上的第十五章
[00:05:00.200 --> 00:05:02.800]  居然一章的經文裡面
[00:05:02.800 --> 00:05:05.200]  同樣說到神後悔
[00:05:05.200 --> 00:05:07.000]  也說到神不後悔
[00:05:07.000 --> 00:05:09.000]  是一個作者
[00:05:09.000 --> 00:05:09.600]  是吧?
[00:05:09.600 --> 00:05:11.600]  還在一章的書裡面
[00:05:11.600 --> 00:05:13.800]  如果是兩章不同的書
[00:05:13.800 --> 00:05:15.200]  你都說撒普爾
[00:05:15.200 --> 00:05:17.200]  寫撒普爾上第一章
[00:05:17.200 --> 00:05:19.000]  他就說神會後悔
[00:05:19.000 --> 00:05:20.600]  寫到最後那一章
[00:05:20.600 --> 00:05:22.400]  他就說神不會後悔
[00:05:22.400 --> 00:05:24.600]  因為他老人癡呆
[00:05:24.600 --> 00:05:25.200]  是吧?
[00:05:25.200 --> 00:05:28.200]  老到自己都忘記了第一章寫什麼
[00:05:28.200 --> 00:05:29.600]  不是的
[00:05:29.600 --> 00:05:32.200]  同一章書說神後悔
[00:05:32.200 --> 00:05:34.000]  也說神不後悔
[00:05:34.000 --> 00:05:35.600]  我們一起來看看
[00:05:35.600 --> 00:05:38.200]  撒普爾上的十五章十一節
[00:05:38.200 --> 00:05:41.200]  「我納掃羅為王我後悔了
[00:05:41.200 --> 00:05:43.800]  因為他轉去不跟從我
[00:05:43.800 --> 00:05:46.000]  不遵守我的命令」
[00:05:46.000 --> 00:05:50.000]  這裡很清楚說神後悔納掃羅為王
[00:05:50.000 --> 00:05:51.400]  還有一節經文
[00:05:51.400 --> 00:05:54.400]  在三十五節同一章的經文
[00:05:54.400 --> 00:05:57.200]  「撒普爾直到死的日子
[00:05:57.200 --> 00:05:58.800]  再沒有見掃羅
[00:05:58.800 --> 00:06:01.400]  但撒普爾為掃羅悲傷
[00:06:01.400 --> 00:06:06.800]  是因耶和華後悔納他為以色列的王」
[00:06:06.800 --> 00:06:08.400]  同樣的經文
[00:06:08.400 --> 00:06:12.400]  一樣說神後悔納掃羅為王
[00:06:13.000 --> 00:06:16.600]  但是這兩節經文的中間
[00:06:16.600 --> 00:06:20.600]  就是撒普爾上的十五章二十九節
[00:06:20.600 --> 00:06:22.000]  經文說
[00:06:22.000 --> 00:06:25.600]  「以色列的大能者必不自說方
[00:06:25.600 --> 00:06:27.200]  也不自後悔
[00:06:27.200 --> 00:06:31.200]  因為他永非世人 決不後悔」
[00:06:31.200 --> 00:06:33.200]  有沒有看到在這節的經文
[00:06:33.200 --> 00:06:35.600]  兩次說到神不會後悔?
[00:06:35.600 --> 00:06:37.400]  同一章的
[00:06:37.400 --> 00:06:39.600]  兩節經文說神會後悔
[00:06:39.600 --> 00:06:42.600]  一節的經文兩次說神不後悔
[00:06:43.000 --> 00:06:44.800]  那你說搞什麼東東?
[00:06:44.800 --> 00:06:47.000]  什麼葫蘆賣什麼藥?
[00:06:47.000 --> 00:06:48.400]  為什麼會這樣?
[00:06:48.400 --> 00:06:51.000]  首先我要解釋
[00:06:51.000 --> 00:06:53.200]  就是聖經不是一部天書
[00:06:53.200 --> 00:06:55.200]  如果是一部天書
[00:06:55.200 --> 00:06:56.800]  沒有人看得明白
[00:06:56.800 --> 00:06:59.200]  那就沒有什麼意思了
[00:06:59.200 --> 00:07:02.400]  神是用人能夠明白的話語
[00:07:02.400 --> 00:07:04.200]  來描述自己
[00:07:04.200 --> 00:07:06.400]  這個在神學上叫做
[00:07:06.400 --> 00:07:08.000]  Anthropomorphism
[00:07:08.000 --> 00:07:11.200]  叫做Anthropomorphic Statement
[00:07:12.000 --> 00:07:15.800]  就是用人能夠明白的話語來形容神
[00:07:15.800 --> 00:07:18.200]  我們會不會後悔?
[00:07:18.200 --> 00:07:20.400]  我們知不知道什麼叫後悔?
[00:07:20.400 --> 00:07:22.400]  當然知道了
[00:07:22.400 --> 00:07:24.000]  我買了隻股票
[00:07:24.000 --> 00:07:26.600]  明天就馬上跌到很慘
[00:07:26.600 --> 00:07:29.200]  我後悔到不得了
[00:07:29.200 --> 00:07:31.600]  我們上海人會說什麼?
[00:07:31.600 --> 00:07:35.200]  我後悔了
[00:07:35.200 --> 00:07:36.600]  Larry你說是吧?
[00:07:36.600 --> 00:07:38.600]  後悔就是後悔
[00:07:38.600 --> 00:07:41.000]  的確人會後悔
[00:07:41.200 --> 00:07:43.200]  又例如你去買菜
[00:07:43.200 --> 00:07:45.800]  買菜看到有個電油站
[00:07:45.800 --> 00:07:48.200]  哇!4.5元
[00:07:48.200 --> 00:07:50.200]  這個價錢OK吧
