
[00:00:00.000 --> 00:00:06.000]  聖經真是非常非常精彩
[00:00:06.000 --> 00:00:13.000]  上次跟大家講了比喻、引喻、寓意和密碼的信息
[00:00:13.000 --> 00:00:14.000]  充滿神學
[00:00:14.000 --> 00:00:18.000]  但今天又變回一個講故佬
[00:00:18.000 --> 00:00:20.000]  又要來講故事
[00:00:20.000 --> 00:00:24.000]  因為我們又回到舊約的撒慕爾傳
[00:00:24.000 --> 00:00:30.000]  其實今天應該跟大家講的是撒慕爾記的介紹
[00:00:30.000 --> 00:00:34.000]  我很喜歡叫這些介紹組為何要讀撒慕爾記
[00:00:34.000 --> 00:00:36.000]  但今天適逢母親節
[00:00:36.000 --> 00:00:40.000]  所以我打算不如講撒慕爾記的第一章
[00:00:40.000 --> 00:00:42.000]  就是講到哈娜的故事
[00:00:42.000 --> 00:00:47.000]  這是一個非常典型的母親節的信息
[00:00:47.000 --> 00:00:53.000]  我叫今天的信息改變命運和國運的禱告
[00:00:53.000 --> 00:00:56.000]  禱告真是非常非常重要
[00:00:56.000 --> 00:00:58.000]  一些背景
[00:00:58.000 --> 00:01:02.000]  我們見到撒慕爾記其實是跟著時斯記
[00:01:02.000 --> 00:01:08.000]  經過了三百至四百年時斯記的時代
[00:01:08.000 --> 00:01:11.000]  撒慕爾記的時代開始了
[00:01:11.000 --> 00:01:15.000]  君王的時代即將就會開始
[00:01:15.000 --> 00:01:16.000]  在這個時候
[00:01:16.000 --> 00:01:23.000]  以色列人無論在道德在庶民的境況都面臨危機
[00:01:23.000 --> 00:01:26.000]  在時斯記的二十一章二十五節
[00:01:26.000 --> 00:01:29.000]  總括了當時的情形是怎樣
[00:01:29.000 --> 00:01:32.000]  那時以色列中沒有王
[00:01:32.000 --> 00:01:35.000]  各人任意而行
[00:01:35.000 --> 00:01:38.000]  每一個人都好像現在的世界一樣
[00:01:38.000 --> 00:01:40.000]  喜歡做什麼就做什麼
[00:01:40.000 --> 00:01:44.000]  每個人做的都認為自己是對的事
[00:01:44.000 --> 00:01:47.000]  這正是現在社會的問題
[00:01:47.000 --> 00:01:50.000]  當時以色列中沒有王
[00:01:50.000 --> 00:01:56.000]  神是透過先知和祭司來帶領以色列人
[00:01:56.000 --> 00:01:58.000]  先知是什麼?
[00:01:58.000 --> 00:02:02.000]  先知就是在人的面前代表神說話
[00:02:02.000 --> 00:02:08.000]  祭司就是在神的面前代表人來獻祭給神
[00:02:08.000 --> 00:02:12.000]  兩個都是非常重要的領袖角色
[00:02:12.000 --> 00:02:18.000]  當時在以色列領袖就是大祭司以利
[00:02:18.000 --> 00:02:20.000]  他不單只是一個先知
[00:02:20.000 --> 00:02:22.000]  他還是一個祭司
[00:02:22.000 --> 00:02:24.000]  還是一個祀司
[00:02:24.000 --> 00:02:27.000]  在《撒姆爾上》四章十八節
[00:02:27.000 --> 00:02:31.000]  說他帶領以色列人有四十年
[00:02:31.000 --> 00:02:32.000]  但很可惜
[00:02:32.000 --> 00:02:36.000]  以利絕對不是一個好的領袖
[00:02:36.000 --> 00:02:40.000]  在那個時候神給以色列人的話語非常少
[00:02:40.000 --> 00:02:44.000]  在《撒姆爾上》三章一節給我們看到
[00:02:44.000 --> 00:02:46.000]  耶和華的言語稀少
[00:02:46.000 --> 00:02:48.000]  不常有密使
[00:02:48.000 --> 00:02:52.000]  因為以色列人的屬靈警方很差
[00:02:52.000 --> 00:02:57.000]  甚至很少跟他們說話
[00:02:57.000 --> 00:03:00.000]  當時的祭司都是非常腐敗
[00:03:00.000 --> 00:03:03.000]  以利兩個兒子就是一個好的例子
[00:03:03.000 --> 00:03:06.000]  他們認識耶和華
[00:03:06.000 --> 00:03:08.000]  他們藐視祭物
[00:03:08.000 --> 00:03:13.000]  甚至他們和會幕門前事後的婦人來糾合
[00:03:13.000 --> 00:03:17.000]  這些在《撒姆爾記》第二章我們遲些會說
[00:03:17.000 --> 00:03:21.000]  如果當領袖棋生不正的時候
[00:03:21.000 --> 00:03:23.000]  人民都是一樣
[00:03:23.000 --> 00:03:27.000]  當時的人很喜歡拜偶像
[00:03:27.000 --> 00:03:30.000]  但神就有他的計劃
[00:03:30.000 --> 00:03:33.000]  神對他的子民都是不離不棄
[00:03:33.000 --> 00:03:37.000]  永遠都是繼續關心他的子民
[00:03:37.000 --> 00:03:41.000]  所以很多時候我們都會認為
[00:03:41.000 --> 00:03:45.000]  現在的以色列為何這樣不信神
[00:03:45.000 --> 00:03:49.000]  其實不是新的玩意
[00:03:49.000 --> 00:03:51.000]  在歷史當中
[00:03:51.000 --> 00:03:54.000]  以色列人何時真真正正服從神過?
[00:03:54.000 --> 00:03:56.000]  沒有的
[00:03:56.000 --> 00:04:00.000]  所以很多人說現在的以色列不是當年的以色列
[00:04:00.000 --> 00:04:02.000]  很對不起
[00:04:02.000 --> 00:04:05.000]  在《說聖經》裡的以色列從來沒有服從過神
[00:04:05.000 --> 00:04:07.000]  所以我們要很小心
[00:04:07.000 --> 00:04:10.000]  當我們說現在的以色列不是當年的以色列
[00:04:10.000 --> 00:04:15.000]  有意無意可能會替以色列造成災害
[00:04:15.000 --> 00:04:18.000]  造成以色列被攻擊
[00:04:18.000 --> 00:04:23.000]  我們無論個人無論集體都要很小心
[00:04:23.000 --> 00:04:27.000]  要記得在此創世紀十二章神的應許
[00:04:27.000 --> 00:04:30.000]  祝福以色列的是被神祝福
[00:04:30.000 --> 00:04:33.000]  如果是詛咒以色列的是被神詛咒
[00:04:33.000 --> 00:04:38.000]  當我們有意無意令到以色列被詛咒的時候
[00:04:38.000 --> 00:04:41.000]  我們自己都可能會被神詛咒
[00:04:41.000 --> 00:04:43.000]  所以我們要很小心
[00:04:43.000 --> 00:04:45.000]  在歷史當中
[00:04:45.000 --> 00:04:48.000]  當以色列人有危難的時候
[00:04:48.000 --> 00:04:52.000]  很多時候神會派一個嬰兒來打救他們
[00:04:52.000 --> 00:04:53.000]  很有趣
[00:04:53.000 --> 00:04:57.000]  在歷史當中有什麼嬰兒打救過以色列人?
[00:04:57.000 --> 00:05:00.000]  摩西是一個很好的例子
[00:05:00.000 --> 00:05:03.000]  還有參孫是士司
[00:05:03.000 --> 00:05:06.000]  還有今日經文的撒慕爾
[00:05:06.000 --> 00:05:10.000]  最重要的嬰兒來救贖世界的是誰?
[00:05:10.000 --> 00:05:14.000]  是新約的耶穌基督救贖世人
[00:05:14.000 --> 00:05:19.000]  嬰兒代表新的生命代表新的開始
[00:05:19.000 --> 00:05:24.000]  嬰兒的授印和出生本身就是一個神蹟
[00:05:24.000 --> 00:05:28.000]  創世紀三十章一至二節
[00:05:28.000 --> 00:05:32.000]  而且很多時候神會彰顯他的大能
[00:05:32.000 --> 00:05:35.000]  就是揀選不育的媽媽
[00:05:35.000 --> 00:05:38.000]  透過他們給他們一個嬰兒
[00:05:38.000 --> 00:05:42.000]  例如神將以撒賜給撒拉
[00:05:42.000 --> 00:05:44.000]  將雅各賜給利伯加
[00:05:44.000 --> 00:05:47.000]  將約瑟賜給拉傑一樣
[00:05:47.000 --> 00:05:52.000]  同樣神將撒慕爾賜給哈娜
[00:05:52.000 --> 00:05:56.000]  日後撒慕爾就會帶領以色列人
[00:05:56.000 --> 00:05:59.000]  和斐理士人來交戰
[00:05:59.000 --> 00:06:02.000]  要以色列人一心歸向耶穌
[00:06:02.000 --> 00:06:05.000]  要他們排除他們生命中的偶像
[00:06:05.000 --> 00:06:09.000]  撒慕爾記的七章三節
[00:06:09.000 --> 00:06:12.000]  當一個國家出現問題的時候
[00:06:12.000 --> 00:06:14.000]  很多時候我們需要看看
[00:06:14.000 --> 00:06:18.000]  其實可能是由家庭的問題開始
[00:06:18.000 --> 00:06:25.000]  為什麼?因為國家的基本單位就是家庭
[00:06:25.000 --> 00:06:27.000]  所以很多時候當家庭出現問題
[00:06:27.000 --> 00:06:29.000]  國家也會出現問題
