
[00:00:00.000 --> 00:00:04.600]  各位頂姐妹大家好
[00:00:04.600 --> 00:00:10.240]  我們人其實很多時候都是從自己的角度去思考
[00:00:10.240 --> 00:00:13.820]  我們有自己的習慣去思考
[00:00:13.820 --> 00:00:16.380]  這個叫慣性思維
[00:00:16.380 --> 00:00:20.480]  初念淺轉念深
[00:00:20.480 --> 00:00:22.780]  什麼意思呢?
[00:00:22.780 --> 00:00:27.900]  開始的意念和角度是比較膚淺的
[00:00:27.900 --> 00:00:33.020]  但當我們轉一個意念、角度去思考的時候
[00:00:33.020 --> 00:00:38.900]  就會發現我們想到一些深層的意義是我們之前看不到的
[00:00:38.900 --> 00:00:42.760]  這個叫轉念思維
[00:00:42.760 --> 00:00:47.620]  Paradigm shift這個詞已經被沿用了很久
[00:00:47.620 --> 00:00:50.180]  大概有三四十年
[00:00:50.180 --> 00:00:53.240]  我記得有一次我在歐洲回來
[00:00:53.240 --> 00:00:55.960]  我坐在飛機上
[00:00:55.960 --> 00:01:01.080]  後面有個小孩經常踢我的耳背
[00:01:01.080 --> 00:01:07.480]  我心裏覺得長途被他一直踢不停
[00:01:07.480 --> 00:01:10.300]  挺難做事、挺難休息的
[00:01:10.300 --> 00:01:14.900]  所以我和他旁邊坐的媽媽說
[00:01:14.900 --> 00:01:21.560]  可不可以叫你的小孩不要踢我的耳背呢?
[00:01:21.560 --> 00:01:25.140]  這個媽媽跟我說
[00:01:25.140 --> 00:01:27.140]  我都沒有辦法控制他
[00:01:27.140 --> 00:01:29.700]  因為他有Down syndrome
[00:01:29.700 --> 00:01:33.540]  所以控制不了他
[00:01:33.540 --> 00:01:35.340]  當時我一聽的時候
[00:01:35.340 --> 00:01:41.740]  我心裏忽然間同情、體貼
[00:01:41.740 --> 00:01:46.080]  我覺得既然他自己有這種病
[00:01:46.080 --> 00:01:48.380]  也沒有辦法控制
[00:01:48.380 --> 00:01:52.080]  那我還計較什麼呢?
[00:01:52.080 --> 00:01:54.780]  這個就叫做轉念
[00:01:54.780 --> 00:01:56.340]  當我們轉念的時候
[00:01:56.340 --> 00:01:59.700]  看到一件事、看到深層意義的時候
[00:01:59.700 --> 00:02:01.700]  我們就不再計較
[00:02:01.700 --> 00:02:05.540]  所以我心裏就比較踏實了
[00:02:05.540 --> 00:02:08.100]  這個叫做paradigm shift
[00:02:08.100 --> 00:02:12.440]  也叫做泛式思維轉念
[00:02:12.440 --> 00:02:16.540]  它就是說在正常的情況下
[00:02:16.540 --> 00:02:20.120]  或者正常做事的方式下
[00:02:20.120 --> 00:02:25.700]  而被另一種情況或方式代替了的時候
[00:02:25.700 --> 00:02:27.700]  所產生的重要改變
[00:02:27.700 --> 00:02:33.640]  轉念思維、初念淺、轉念深
[00:02:33.640 --> 00:02:36.640]  我們做一個信徒
[00:02:36.640 --> 00:02:38.640]  或者做一個屬靈的領袖
[00:02:38.640 --> 00:02:40.640]  我們在屬靈的上面
[00:02:40.640 --> 00:02:44.900]  是不是很多時候都需要有一個轉念思維呢?
[00:02:44.900 --> 00:02:48.900]  在心態上、在侍奉的上面
[00:02:48.900 --> 00:02:53.240]  我們怎樣能夠有一個合乎神心意的轉移呢?
[00:02:53.240 --> 00:02:56.240]  這個正是保羅所說的
[00:02:56.240 --> 00:02:59.040]  要心意更新而變化
[00:02:59.040 --> 00:03:03.040]  要我們測驗何為神的旨意
[00:03:03.040 --> 00:03:06.700]  在我們人生的路途上
[00:03:06.700 --> 00:03:10.080]  我們需要經常有轉念的思維
[00:03:10.080 --> 00:03:12.800]  今天我要和大家看一段經文
[00:03:12.800 --> 00:03:18.600]  就是約書雅記第五章第十三到第十五節
[00:03:18.600 --> 00:03:24.120]  約書雅記第五章第十三到第十五節
[00:03:24.120 --> 00:03:26.440]  這段經文是這樣說的
[00:03:26.440 --> 00:03:29.160]  約書雅靠近耶利哥的時候
[00:03:29.160 --> 00:03:30.440]  他舉目觀看
[00:03:30.440 --> 00:03:36.680]  不料有一個人手裡拔出來的刀對面站立
[00:03:36.680 --> 00:03:39.320]  約書雅到他那裡問他說
[00:03:39.320 --> 00:03:41.320]  你是幫助我們嗎?
[00:03:41.320 --> 00:03:43.880]  是幫助我們的人嗎?
[00:03:43.880 --> 00:03:45.320]  他回答說
[00:03:45.320 --> 00:03:49.800]  不時的我來是要做耶和華軍隊的元帥
[00:03:49.800 --> 00:03:53.880]  約書雅就俯伏在地下拜說
[00:03:53.880 --> 00:03:56.280]  我主有什麼吩咐僕人?
[00:03:56.280 --> 00:03:59.400]  耶和華軍隊的元帥對約書雅說
[00:03:59.400 --> 00:04:02.200]  把你腳上的鞋脫下來
[00:04:02.200 --> 00:04:05.640]  因為你所站的地方是聖地
[00:04:05.640 --> 00:04:09.000]  約書雅就照著行了
[00:04:09.000 --> 00:04:15.000]  這段經文是約書雅攻佔迦南地的時候
[00:04:15.000 --> 00:04:17.880]  他要攻打的第一個城市就是耶利哥
[00:04:17.880 --> 00:04:22.840]  而耶利哥是他進入迦南地的第一關
[00:04:22.840 --> 00:04:27.320]  我們先說說他的上文和下理
[00:04:27.320 --> 00:04:33.080]  上文是說約書雅帶領以色列民渡過約旦河
[00:04:33.080 --> 00:04:35.080]  神跡發生
[00:04:35.080 --> 00:04:40.280]  神在祭司的腳踏進入約旦河水的時候
[00:04:40.280 --> 00:04:43.240]  在上游將祂停了
[00:04:43.240 --> 00:04:45.800]  所以他們是走乾地
[00:04:45.800 --> 00:04:48.040]  當然不是完全乾
[00:04:48.040 --> 00:04:50.600]  即是說沒有水流過的地方
[00:04:50.600 --> 00:04:52.200]  他們就走過去
[00:04:52.200 --> 00:04:55.080]  攻佔了迦南地
[00:04:55.080 --> 00:04:57.720]  我們要看看
[00:04:57.720 --> 00:05:01.160]  接下來在這段經文的前面
[00:05:01.160 --> 00:05:04.120]  我們看到他們是保行各里
[00:05:04.120 --> 00:05:06.120]  五章第二到第九節
[00:05:06.120 --> 00:05:08.360]  保行各里是什麼意思呢?
[00:05:08.360 --> 00:05:12.920]  就是說這群人其實就是阿伯拉罕的子孫
[00:05:12.920 --> 00:05:18.840]  神和阿伯拉罕立的各里約是一個立約的記號
[00:05:18.840 --> 00:05:20.200]  意思就是說
[00:05:20.200 --> 00:05:25.000]  所有阿伯拉罕的子孫都要在這個立約裡面
[00:05:25.000 --> 00:05:27.560]  而承認神是他們的立約神
[00:05:27.560 --> 00:05:33.240]  然後他們就守禹節
[00:05:33.240 --> 00:05:37.480]  代表他們要紀念耶和華神
[00:05:37.480 --> 00:05:39.400]  不單單是立約的神
[00:05:39.400 --> 00:05:43.000]  都是一位拯救他們出埃及的神
[00:05:43.000 --> 00:05:47.560]  禹節是以色列非常重要的一個節期
[00:05:47.560 --> 00:05:51.000]  而到現在他們都仍然守禹節
[00:05:51.000 --> 00:05:57.480]  所以禹節就是紀念神到底是怎樣的一位神
[00:05:57.480 --> 00:05:59.800]  不單單是立約的神
[00:05:59.800 --> 00:06:03.480]  都是拯救他們出埃及的神
[00:06:05.240 --> 00:06:09.720]  然後他們就吃當地的土產
[00:06:09.720 --> 00:06:12.200]  而馬拿就停止了
[00:06:12.200 --> 00:06:19.000]  大家知道馬拿就是神是一位供應的神
[00:06:19.000 --> 00:06:22.280]  現在是不是神停止了他的供應呢?
[00:06:22.280 --> 00:06:23.480]  不是的
[00:06:23.480 --> 00:06:25.720]  神的供應是轉了一個方式
[00:06:25.720 --> 00:06:29.080]  不是天天都吃馬拿
[00:06:29.080 --> 00:06:32.920]  他們其實在曠野都很慘的
[00:06:32.920 --> 00:06:37.560]  我相信馬拿是一種好吃的東西
[00:06:37.560 --> 00:06:41.400]  但是一種好吃的東西你吃了三十多年
[00:06:41.400 --> 00:06:44.600]  無論你怎樣變化都好
[00:06:44.600 --> 00:06:48.360]  炒馬拿、煎馬拿、焗馬拿、蒸馬拿
[00:06:48.360 --> 00:06:49.880]  都是馬拿
[00:06:49.880 --> 00:06:54.920]  我記得有一次我們去東部波士頓
[00:06:54.920 --> 00:06:56.120]  住在一個人家裡
[00:06:56.120 --> 00:06:59.800]  這個人家裡是開餐館的
[00:06:59.800 --> 00:07:05.480]  所以他第一天就炒了一大鍋的龍蝦
[00:07:05.480 --> 00:07:06.280]  不是一碟
[00:07:06.280 --> 00:07:07.400]  是一鍋
[00:07:07.400 --> 00:07:09.880]  我們吃得很滋味
[00:07:09.880 --> 00:07:12.440]  在他家裡住了四天
[00:07:12.440 --> 00:07:14.680]  每天都有龍蝦
[00:07:14.680 --> 00:07:17.400]  到最後我們要離開的時候
[00:07:17.400 --> 00:07:20.760]  他就將一些便當包好
[00:07:20.760 --> 00:07:22.600]  然後給我們在路上可以吃
[00:07:22.600 --> 00:07:27.320]  當在路上我們在休息區打開食物的時候
[00:07:27.320 --> 00:07:31.160]  我和我的孩子就說了一句
[00:07:31.160 --> 00:07:33.400]  Lobster again?
[00:07:33.400 --> 00:07:35.000]  又是龍蝦
[00:07:35.000 --> 00:07:37.000]  無論怎樣都好
[00:07:37.000 --> 00:07:38.600]  一種好吃的東西
[00:07:38.600 --> 00:07:41.240]  給你吃四天你都已經厭了
[00:07:41.240 --> 00:07:44.760]  更何況你吃三十多年
[00:07:44.760 --> 00:07:50.040]  但是神在這一刻不是停止他的供應
[00:07:50.040 --> 00:07:52.920]  而是轉了一個方式來供應他們
[00:07:52.920 --> 00:07:57.400]  因為在迦南地他們可以吃當地的土產
[00:07:57.400 --> 00:08:02.520]  然後我們就體會到這一段經文
[00:08:02.520 --> 00:08:09.560]  約書亞在面對耶利哥城高大城牆的時候
[00:08:09.560 --> 00:08:12.920]  他看到的一個情景
[00:08:12.920 --> 00:08:15.480]  就是耶和華軍隊的元帥
[00:08:15.480 --> 00:08:18.280]  同樣是解決什麼問題呢?
[00:08:18.280 --> 00:08:22.600]  同樣是解決一個神是誰
[00:08:22.600 --> 00:08:24.600]  神是誰的問題
[00:08:24.600 --> 00:08:29.480]  今天我們要來看看這段經文
[00:08:29.480 --> 00:08:32.680]  約書亞來到靠近耶利哥的地方
[00:08:32.680 --> 00:08:34.680]  他在想什麼呢?
[00:08:34.680 --> 00:08:37.240]  而他又想做什麼呢?
[00:08:37.240 --> 00:08:39.480]  他在想什麼
[00:08:39.480 --> 00:08:41.320]  然後他又想做什麼呢?
[00:08:41.320 --> 00:08:43.960]  我們知道約書亞是一個很有信心的人
[00:08:43.960 --> 00:08:45.560]  他是十二個探子裡面
[00:08:45.560 --> 00:08:47.560]  兩個報很信的探子
[00:08:47.560 --> 00:08:50.200]  但是他現在面對的是什麼呢?
[00:08:50.200 --> 00:08:56.760]  是一個易守難攻的高大城牆的城市
[00:08:56.760 --> 00:08:57.880]  就是耶利哥
[00:08:57.880 --> 00:09:00.680]  我相信他看到這個城牆的時候
[00:09:00.680 --> 00:09:03.640]  他心裡面一定是十五個調統
[00:09:03.640 --> 00:09:05.640]  七上八下
[00:09:05.640 --> 00:09:09.160]  以色列人漂流了這麼久的日子
[00:09:09.160 --> 00:09:14.120]  在曠野很不容易地神帶領他們
[00:09:14.120 --> 00:09:16.360]  現在進入迦南
[00:09:16.520 --> 00:09:18.360]  而進入迦南的時候
[00:09:18.360 --> 00:09:22.280]  他不可以臨門一腳踢球
[00:09:22.280 --> 00:09:23.480]  不可以
[00:09:23.480 --> 00:09:26.200]  大家知道有些球星
[00:09:26.200 --> 00:09:28.200]  英式足球
[00:09:28.200 --> 00:09:32.600]  他帶球一直扭到龍門前面
[00:09:32.600 --> 00:09:35.480]  而最後臨門一腳
[00:09:35.480 --> 00:09:37.480]  如果踢了球
[00:09:37.480 --> 00:09:40.440]  就叫做公規一規
[00:09:40.440 --> 00:09:43.080]  所以他要出來巡視
[00:09:43.080 --> 00:09:46.600]  他要出來看看到底有什麼策略
[00:09:46.600 --> 00:09:50.760]  有什麼方法可以將這座城攻陷
[00:09:50.760 --> 00:09:53.080]  到底有什麼方法
[00:09:53.080 --> 00:09:58.120]  你現在看約書亞靠近耶利哥的時候
[00:09:58.120 --> 00:09:59.400]  舉目觀看
[00:09:59.400 --> 00:10:00.600]  不料
[00:10:00.600 --> 00:10:02.760]  這個是出乎他的意料之外
[00:10:02.760 --> 00:10:07.720]  有一個人手裡拔出來的刀對面站立
[00:10:07.720 --> 00:10:12.120]  看見這個人手裡拔出來的刀
[00:10:12.120 --> 00:10:14.680]  這個描述有什麼特別呢
[00:10:14.680 --> 00:10:17.880]  這個描述很明顯地告訴我們
[00:10:17.880 --> 00:10:19.880]  這個人是一個戰士
[00:10:19.880 --> 00:10:23.000]  他要打仗
[00:10:23.000 --> 00:10:25.000]  因為他把刀已經拔出來了
[00:10:25.000 --> 00:10:29.560]  他威武堅定氣勢逼人
[00:10:29.560 --> 00:10:31.800]  就站在約書亞的前面
[00:10:31.800 --> 00:10:34.360]  約書亞也是一個戰士
[00:10:34.360 --> 00:10:36.760]  他要搞清楚
[00:10:36.760 --> 00:10:40.920]  到底這個人是幫我們呢
[00:10:40.920 --> 00:10:44.120]  還是幫我們的敵人呢
[00:10:44.120 --> 00:10:46.680]  所以他就問這個問題
[00:10:46.680 --> 00:10:49.560]  到底你是幫我們的呢
[00:10:49.560 --> 00:10:51.880]  還是幫我們的敵人呢
[00:10:51.880 --> 00:10:55.480]  他心裡盤算著
[00:10:55.480 --> 00:10:58.680]  如果這個人不搞清楚他的身份
[00:10:58.680 --> 00:11:00.680]  就很難說話了
[00:11:00.680 --> 00:11:02.680]  或者說不下去了
[00:11:02.680 --> 00:11:04.680]  所以只有兩個可能
[00:11:04.680 --> 00:11:05.720]  他心裡想
[00:11:05.720 --> 00:11:08.280]  這個人一定只是
[00:11:08.280 --> 00:11:10.840]  如果不是幫對方耶利哥
[00:11:10.840 --> 00:11:12.840]  就是幫我們
[00:11:12.840 --> 00:11:14.840]  所以他要搞清楚
[00:11:14.840 --> 00:11:23.080]  所以他給戰士兩個答案
[00:11:23.080 --> 00:11:26.440]  給一個選擇題裡面有兩個選擇
[00:11:26.440 --> 00:11:28.440]  兩個選擇是什麼呢
[00:11:28.440 --> 00:11:31.480]  第一你是幫我們的
[00:11:31.480 --> 00:11:33.480]  第二你是幫敵人的
[00:11:33.480 --> 00:11:35.480]  到底是哪一個呢
[00:11:36.440 --> 00:11:39.240]  這個我稱為初念
[00:11:39.240 --> 00:11:42.440]  初念其實是淺的
[00:11:42.440 --> 00:11:45.560]  因為他沒有想到可能有第三個可能
[00:11:45.560 --> 00:11:46.760]  沒有
[00:11:46.760 --> 00:11:49.400]  他就想只有兩個
[00:11:49.400 --> 00:11:51.400]  初念淺
[00:11:51.400 --> 00:11:53.400]  轉念深
[00:11:53.400 --> 00:11:55.400]  誰知道那個人回答
[00:11:55.400 --> 00:11:57.400]  他說不是的
[00:11:57.400 --> 00:11:59.400]  None of the above
[00:11:59.400 --> 00:12:02.280]  意思就是你給我這條題目
[00:12:02.280 --> 00:12:04.280]  你只給我兩個答案
[00:12:04.280 --> 00:12:06.280]  我可不可以加一個呢
[00:12:06.280 --> 00:12:08.280]  就是三
[00:12:08.280 --> 00:12:10.280]  None of the above
[00:12:10.280 --> 00:12:12.280]  或者說三
[00:12:12.280 --> 00:12:16.280]  我就是耶和華軍隊的元帥
[00:12:16.280 --> 00:12:18.280]  意思是什麼呢
[00:12:18.280 --> 00:12:20.280]  我不是幫你的
[00:12:20.280 --> 00:12:22.280]  也不是幫敵人的
[00:12:22.280 --> 00:12:26.280]  我是要你和我配合的
[00:12:26.280 --> 00:12:30.280]  我是帶領耶和華軍隊的元帥
[00:12:30.280 --> 00:12:32.280]  如果你是約書亞
[00:12:32.280 --> 00:12:38.280]  你已經是被選立了的耶和華軍隊的元帥
[00:12:38.280 --> 00:12:44.280]  帶領以色列人好好的過了約旦河
[00:12:44.280 --> 00:12:46.280]  然後進了迦南地
[00:12:46.280 --> 00:12:48.280]  不要說什麼
[00:12:48.280 --> 00:12:52.280]  在摩西他還在生的時候
[00:12:52.280 --> 00:12:56.280]  就已經公開有一個就職禮
[00:12:56.280 --> 00:13:00.280]  把這個棒交了給他
[00:13:00.280 --> 00:13:06.280]  在大祭司的面前已經公認了
[00:13:06.280 --> 00:13:08.280]  就職禮也有
[00:13:08.280 --> 00:13:10.280]  如果在這個時代
[00:13:10.280 --> 00:13:12.280]  有圖片為證
[00:13:12.280 --> 00:13:14.280]  有影片為證
[00:13:14.280 --> 00:13:18.280]  大家都公認了他就是耶和華軍隊的元帥
[00:13:18.280 --> 00:13:20.280]  如果你是約書亞
[00:13:20.280 --> 00:13:22.280]  你聽到對方這樣說話的時候
[00:13:22.280 --> 00:13:24.280]  你會怎樣感受呢
[00:13:24.280 --> 00:13:26.280]  你會怎樣感受呢
[00:13:26.280 --> 00:13:28.280]  如果我是約書亞
[00:13:28.280 --> 00:13:32.280]  我就會覺得這個人是不是在搞鬼呢
[00:13:32.280 --> 00:13:34.280]  莫名其妙
[00:13:34.280 --> 00:13:40.280]  為什麼忽然間就爆出一個耶和華軍隊的元帥呢
[00:13:40.280 --> 00:13:44.280]  他一定是搞鬼的
[00:13:44.280 --> 00:13:46.280]  一定是在搗蛋的
[00:13:46.280 --> 00:13:50.280]  這個叫做什麼呢
[00:13:50.280 --> 00:13:52.280]  這個叫做初戀
[00:13:52.280 --> 00:13:58.280]  如果是這樣想的話
[00:13:58.280 --> 00:14:00.280]  就是初戀
[00:14:00.280 --> 00:14:04.280]  初戀前轉念心
[00:14:04.280 --> 00:14:10.280]  這個人到底是不是來搶約書亞的飯碗呢
[00:14:10.280 --> 00:14:14.280]  我們現在先看看約書亞這個問題
[00:14:14.280 --> 00:14:18.280]  這個問題其實很有趣的
[00:14:18.280 --> 00:14:20.280]  這個問題是你是來幫我們呢
[00:14:20.280 --> 00:14:22.280]  還是幫我們的敵人呢
[00:14:22.280 --> 00:14:26.280]  在大約160年前
[00:14:26.280 --> 00:14:30.280]  美國發生了一個叫做南北戰爭
[00:14:30.280 --> 00:14:36.280]  南北戰爭明顯就是南方軍隊和北方軍隊打仗
[00:14:36.280 --> 00:14:42.280]  北方軍隊是以林肯總統來做領袖的
[00:14:42.280 --> 00:14:46.280]  但是有一刻他們節節敗退
[00:14:46.280 --> 00:14:48.280]  到了一個時候
[00:14:48.280 --> 00:14:54.280]  他的智囊團就來跟林肯總統說
[00:14:54.280 --> 00:14:58.280]  他說我們一定要祈禱
[00:14:58.280 --> 00:15:00.280]  當時他們有很多都是基督徒
[00:15:00.280 --> 00:15:02.280]  我們一定要祈禱
[00:15:02.280 --> 00:15:08.280]  求神站在我們一邊幫助我們打贏這一場的征戰
[00:15:08.280 --> 00:15:12.280]  你猜林肯怎麼回答呢
[00:15:12.280 --> 00:15:18.280]  林肯的回答是我所關心的不是神是否站在我們這一邊
[00:15:18.280 --> 00:15:24.280]  我所關心的是到底我們是否站在神的一邊
[00:15:24.280 --> 00:15:30.280]  先不問神到底他是不是站在我們這一邊
[00:15:30.280 --> 00:15:36.280]  先問自己到底我們是不是站在神的一邊
[00:15:36.280 --> 00:15:42.280]  這也是一樣的
[00:15:42.280 --> 00:15:46.280]  後來大家都是站在一邊
[00:15:46.280 --> 00:15:52.280]  站在誰那邊也不是一樣的
[00:15:52.280 --> 00:15:55.280]  先後是不同的
[00:15:55.280 --> 00:15:59.280]  先後不同的情況就不同
[00:15:59.280 --> 00:16:02.280]  舉個例子
[00:16:02.280 --> 00:16:09.280]  大家有沒有發現現在有些信徒經常說耶穌是來幫助我的
[00:16:09.280 --> 00:16:12.280]  耶穌是來幫助我的
[00:16:12.280 --> 00:16:15.280]  這個問題到底對不對呢
[00:16:15.280 --> 00:16:17.280]  問得好不好呢
[00:16:17.280 --> 00:16:20.280]  大家回答一下
[00:16:20.280 --> 00:16:23.280]  這個問題問得好不好呢
[00:16:23.280 --> 00:16:25.280]  沒有什麼不好的
[00:16:25.280 --> 00:16:29.280]  不過他不應該是你優先的問題
[00:16:29.280 --> 00:16:34.280]  意思是說耶穌基督是會來幫助我的
[00:16:34.280 --> 00:16:38.280]  但是當我們在靈命慢慢進深的時候
[00:16:38.280 --> 00:16:42.280]  我們就發現這個其實是初念
[00:16:42.280 --> 00:16:46.280]  我們要轉念來想一想到底神的話語裡面
[00:16:46.280 --> 00:16:50.280]  神的教導裡面是不是我們信了耶穌
[00:16:50.280 --> 00:16:56.280]  耶穌就幫助我來成就我所要的心想事情呢
[00:16:56.280 --> 00:17:00.280]  想深一層又不是
[00:17:00.280 --> 00:17:04.280]  所以要轉念
[00:17:04.280 --> 00:17:09.280]  轉念就會比較深一點
[00:17:09.280 --> 00:17:15.280]  如果我們信了耶穌開始的時候有這樣的想法
[00:17:15.280 --> 00:17:17.280]  耶穌是要來幫助我的
[00:17:17.280 --> 00:17:19.280]  我不怪你
[00:17:19.280 --> 00:17:23.280]  因為你靈命還沒有進入很深的層次
[00:17:23.280 --> 00:17:26.280]  但是當你做了教會的領袖
[00:17:26.280 --> 00:17:30.280]  你在靈命的路上走了很久
[00:17:30.280 --> 00:17:31.280]  然後進深
[00:17:31.280 --> 00:17:34.280]  你應該明白神的心意
[00:17:34.280 --> 00:17:38.280]  不是耶穌基督來幫助我
[00:17:38.280 --> 00:17:44.280]  而是我要怎樣去榮耀我們見證神
[00:17:44.280 --> 00:17:48.280]  所以第一件事我要跟大家說的
[00:17:48.280 --> 00:17:50.280]  要轉念
[00:17:50.280 --> 00:17:52.280]  轉念就是說
[00:17:52.280 --> 00:17:56.280]  先不要問神是不是站在我這一方
[00:17:56.280 --> 00:18:02.280]  先要問到底我是不是站在神這一方
[00:18:02.280 --> 00:18:06.280]  千萬不要問錯問題
[00:18:06.280 --> 00:18:08.280]  不要站錯邊
[00:18:08.280 --> 00:18:10.280]  不要坐錯位
[00:18:10.280 --> 00:18:14.280]  最重要的不要從我們自己的角度去想事情
[00:18:14.280 --> 00:18:20.280]  我們要深層一點從神的角度去想事情
[00:18:20.280 --> 00:18:25.280]  所以今天我要跟大家說的題目是慰問天機
[00:18:25.280 --> 00:18:27.280]  天機是什麼呢?
[00:18:27.280 --> 00:18:29.280]  天機當然可以洩漏
[00:18:29.280 --> 00:18:31.280]  第一個天機就是說
[00:18:31.280 --> 00:18:34.280]  先不要問神是不是站在我這一方
[00:18:34.280 --> 00:18:38.280]  先要問我是不是站在神的一方
[00:18:38.280 --> 00:18:43.280]  先要從自己的觀點轉向神的觀點
[00:18:43.280 --> 00:18:48.280]  先要從世俗的觀點轉向屬靈的觀點
[00:18:48.280 --> 00:18:58.280]  這就是戴德生他一生裡經過的三個階段
[00:18:58.280 --> 00:19:02.280]  第一個階段就是他問神
[00:19:02.280 --> 00:19:06.280]  你怎樣幫助我完成我的工作
[00:19:06.280 --> 00:19:10.280]  幫助我完成我的工作
[00:19:10.280 --> 00:19:14.280]  但後來發現這是很膚淺的
[00:19:14.280 --> 00:19:19.280]  所以他再問神
[00:19:19.280 --> 00:19:25.280]  你怎樣幫助我完成你的工作
[00:19:25.280 --> 00:19:28.280]  這是不是進一步呢?
[00:19:28.280 --> 00:19:33.280]  是不是約書亞所面對的問題呢?
[00:19:33.280 --> 00:19:39.280]  是 但是戴德生說不夠
[00:19:39.280 --> 00:19:41.280]  還有最後一樣
[00:19:41.280 --> 00:19:43.280]  最後一樣是什麼呢?
[00:19:43.280 --> 00:19:49.280]  就是要問神怎樣透過我完成他的工作
[00:19:49.280 --> 00:19:52.280]  透過我不是幫助我
[00:19:52.280 --> 00:19:57.280]  透過我的意思是神和我已經結合在一起
[00:19:57.280 --> 00:20:02.280]  而不是只有我和你和他的分別
[00:20:02.280 --> 00:20:04.280]  沒有了
[00:20:04.280 --> 00:20:10.280]  這是第一個轉念我們要先搞清楚
[00:20:10.280 --> 00:20:12.280]  我們要站在神的一方
[00:20:12.280 --> 00:20:15.280]  不是神站在我們這一方
[00:20:15.280 --> 00:20:22.280]  然後我們看到約書亞俯伏下拜
[00:20:22.280 --> 00:20:28.280]  然後他問我主有什麼吩咐僕人
[00:20:28.280 --> 00:20:31.280]  約書亞對使者的回應
[00:20:31.280 --> 00:20:34.280]  剛才我們已經說了
[00:20:34.280 --> 00:20:38.280]  他那種心態不是普通人的心態
[00:20:38.280 --> 00:20:40.280]  說這個人和他搶飯碗
[00:20:40.280 --> 00:20:42.280]  這個人和他爭位子
[00:20:42.280 --> 00:20:44.280]  不是
[00:20:44.280 --> 00:20:47.280]  他甚至沒有驚訝
[00:20:47.280 --> 00:20:56.280]  他似乎隱隱地覺得這個人不是普通人
[00:20:56.280 --> 00:21:00.280]  他應該是從神那裡來的使者
[00:21:00.280 --> 00:21:04.280]  所以他沒有說我才是耶和華軍隊的元帥
[00:21:04.280 --> 00:21:06.280]  你到底是誰呢?
[00:21:06.280 --> 00:21:10.280]  他也沒有問如果你想當元帥
[00:21:10.280 --> 00:21:12.280]  先和我打過
[00:21:12.280 --> 00:21:14.280]  我也是耶和華軍隊的元帥
[00:21:14.280 --> 00:21:17.280]  我們打過就贏的就是
[00:21:17.280 --> 00:21:19.280]  他也沒有
[00:21:19.280 --> 00:21:25.280]  甚至他沒有說你是耶和華軍隊的元帥
[00:21:25.280 --> 00:21:27.280]  我也是
[00:21:27.280 --> 00:21:31.280]  大家坐下來商量探討一下
[00:21:31.280 --> 00:21:35.280]  你有什麼策略來攻擊耶利哥呢?
[00:21:35.280 --> 00:21:37.280]  我又貢獻我的意見
[00:21:37.280 --> 00:21:39.280]  大家開會彼此交談
[00:21:39.280 --> 00:21:41.280]  最後有一個共識
[00:21:41.280 --> 00:21:44.280]  然後敲定我們會議記錄寫下
[00:21:44.280 --> 00:21:48.280]  然後就照這個辦法去行
[00:21:48.280 --> 00:21:50.280]  沒有
[00:21:50.280 --> 00:21:53.280]  約書亞俯伏下拜
[00:21:53.280 --> 00:21:58.280]  他說我主有什麼話要吩咐僕人
[00:21:58.280 --> 00:22:01.280]  約書亞基本上問了兩個問題
[00:22:01.280 --> 00:22:07.280]  第一個問題你是幫助我們還是敵人呢?
