
[00:00:00.000 --> 00:00:05.640]  今天第八堂
[00:00:05.640 --> 00:00:10.120]  是講到人生的智慧和愚昧
[00:00:10.120 --> 00:00:12.600]  人生的智慧和愚昧
[00:00:12.600 --> 00:00:16.560]  大家都知道傳道書是所羅門王所寫的
[00:00:16.560 --> 00:00:19.560]  所羅門王在紀念皇記上時
[00:00:19.560 --> 00:00:21.240]  神曾經問他一個問題
[00:00:21.240 --> 00:00:23.480]  就是你要什麼
[00:00:23.480 --> 00:00:25.360]  所羅門求一樣東西
[00:00:25.360 --> 00:00:26.760]  就是求智慧
[00:00:26.760 --> 00:00:29.320]  其實也將智慧給了他
[00:00:29.320 --> 00:00:32.800]  在皇記上第三章記載了一個故事
[00:00:32.800 --> 00:00:34.200]  講到兩個妓女
[00:00:34.200 --> 00:00:36.080]  大家都生了一個小寶寶
[00:00:36.080 --> 00:00:39.680]  但其中一個晚上睡覺把她的兒子壓死了
[00:00:39.680 --> 00:00:42.960]  就拿了另外一個妓女的兒子當作自己的兒子
[00:00:42.960 --> 00:00:46.880]  兩個人就將這件事拿到所羅王面前
[00:00:46.880 --> 00:00:49.480]  叫他來為他們做判斷
[00:00:49.480 --> 00:00:51.120]  所羅門王怎樣做呢
[00:00:51.120 --> 00:00:53.280]  就拿刀將寶寶劈一半
[00:00:53.280 --> 00:00:54.080]  一人一半
[00:00:54.080 --> 00:00:55.960]  大家評分
[00:00:55.960 --> 00:00:58.240]  這個兒子的親生母親就說
[00:00:58.240 --> 00:00:59.840]  算了 我不要了
[00:00:59.840 --> 00:01:01.560]  給他吧
[00:01:01.560 --> 00:01:02.840]  所羅門王就將兒子
[00:01:02.840 --> 00:01:03.680]  大家都知道
[00:01:03.680 --> 00:01:07.120]  判了給親生母親
[00:01:07.120 --> 00:01:08.360]  在整件事上
[00:01:08.360 --> 00:01:10.600]  所羅門王是很有智慧的
[00:01:10.600 --> 00:01:14.480]  智慧能夠解決很多問題
[00:01:14.480 --> 00:01:16.960]  智慧可以帶來一個合理的結果
[00:01:16.960 --> 00:01:18.320]  公平的判斷
[00:01:18.320 --> 00:01:22.080]  帶來一個美好的收場
[00:01:22.080 --> 00:01:23.840]  很多人都想有智慧
[00:01:23.840 --> 00:01:25.640]  不想有愚昧
[00:01:25.640 --> 00:01:27.840]  但我發現很多時候
[00:01:27.840 --> 00:01:29.400]  人沒有智慧
[00:01:29.400 --> 00:01:31.880]  會以為自己有智慧
[00:01:31.880 --> 00:01:33.520]  有些人很愚昧
[00:01:33.520 --> 00:01:36.440]  但又不知道自己很愚昧
[00:01:36.440 --> 00:01:37.840]  下面有幾句說話
[00:01:37.840 --> 00:01:40.080]  我都覺得對我自己來說
[00:01:40.080 --> 00:01:41.320]  都是很適合
[00:01:41.320 --> 00:01:43.080]  亦都很同意的
[00:01:43.080 --> 00:01:44.400]  就是智慧的人
[00:01:44.400 --> 00:01:46.720]  不覺得自己有智慧
[00:01:46.720 --> 00:01:47.800]  愚昧的人
[00:01:47.800 --> 00:01:51.600]  不知道自己是愚昧的
[00:01:51.600 --> 00:01:54.560]  智慧人覺得自己有智慧
[00:01:54.560 --> 00:01:56.560]  其實就不是很智慧
[00:01:56.560 --> 00:01:58.760]  愚昧的人不知道自己愚昧
[00:01:58.760 --> 00:02:01.080]  不表示他不愚昧
[00:02:01.080 --> 00:02:04.360]  智慧的人是知道自己不知道
[00:02:04.360 --> 00:02:06.680]  不會以為自己甚麼都知道
[00:02:06.680 --> 00:02:09.720]  愚昧的人是不知道自己不知道
[00:02:09.720 --> 00:02:12.120]  還以為自己甚麼都知道
[00:02:12.120 --> 00:02:15.760]  有沒有發現現在的資訊世界
[00:02:15.760 --> 00:02:17.640]  很多人以為自己甚麼都知道
[00:02:17.640 --> 00:02:19.160]  我經常跟別人說
[00:02:19.160 --> 00:02:21.120]  眾人不要懂一點點
[00:02:21.120 --> 00:02:22.560]  扮代表
[00:02:22.560 --> 00:02:24.240]  懂得上網找一下東西
[00:02:24.240 --> 00:02:26.640]  就好像能知天下事
[00:02:26.640 --> 00:02:28.040]  我有時跟人出去喝茶
[00:02:28.040 --> 00:02:29.480]  聽他們說話
[00:02:29.480 --> 00:02:32.040]  真的說得好像甚麼都懂
[00:02:32.040 --> 00:02:33.160]  但問多兩句
[00:02:33.160 --> 00:02:34.960]  我記得有一次問一個弟兄
[00:02:34.960 --> 00:02:36.680]  你這些東西是誰聽的
[00:02:36.680 --> 00:02:37.280]  他說不是的
[00:02:37.280 --> 00:02:38.760]  我猜的
[00:02:38.760 --> 00:02:42.320]  你猜都猜得好像真的一樣
[00:02:42.320 --> 00:02:42.840]  他說不是的
[00:02:42.840 --> 00:02:44.720]  有時猜一下都幾好
[00:02:44.720 --> 00:02:46.240]  有時人聽了當真
[00:02:46.240 --> 00:02:48.240]  你害死人了
[00:02:48.240 --> 00:02:52.040]  所以有時智慧人需要有智慧
[00:02:52.040 --> 00:02:55.080]  愚昧人需要知道自己愚昧
[00:02:55.080 --> 00:02:58.840]  我發現知道自己愚昧的人是有福的
[00:02:58.840 --> 00:03:01.400]  有智慧的人是有益的
[00:03:01.400 --> 00:03:02.840]  人之所以沒有智慧
[00:03:02.840 --> 00:03:03.920]  人之所以愚昧
[00:03:03.920 --> 00:03:06.640]  很多時候是忘記了自己是人
[00:03:06.640 --> 00:03:08.480]  也忘記了誰是神
[00:03:08.480 --> 00:03:10.040]  有些人以為自己是神
[00:03:10.040 --> 00:03:11.320]  甚麼都知道
[00:03:11.320 --> 00:03:12.560]  傳道書第七章
[00:03:12.560 --> 00:03:15.160]  就用智慧和愚昧來做中心
[00:03:15.160 --> 00:03:16.840]  對人提出勸告
[00:03:16.840 --> 00:03:18.000]  人要智慧
[00:03:18.000 --> 00:03:19.400]  不要愚昧
[00:03:19.400 --> 00:03:20.680]  分開有三段
[00:03:20.680 --> 00:03:21.960]  第一段是一至十節
[00:03:21.960 --> 00:03:23.760]  講到智慧人強
[00:03:23.760 --> 00:03:24.880]  十一至十八節
[00:03:24.880 --> 00:03:26.160]  智慧人的神
[00:03:26.160 --> 00:03:28.920]  第三段是十九至二十九節
[00:03:28.920 --> 00:03:31.960]  講到智慧人的命
[00:03:31.960 --> 00:03:32.760]  各位大兄姐
[00:03:32.760 --> 00:03:34.240]  今天人生當中
