
[00:00:00.000 --> 00:00:08.020]  描述圓通系列之地靈人結話風水
[00:00:08.020 --> 00:00:11.260]  民間信仰的神學反思
[00:00:11.260 --> 00:00:14.080]  溫偉耀博士主講
[00:00:14.080 --> 00:00:16.280]  我們講風水
[00:00:16.280 --> 00:00:21.720]  現在我們看由地而影響的疾控
[00:00:21.720 --> 00:00:25.480]  就是中國我們早出名的風水
[00:00:25.480 --> 00:00:31.240]  風水在紫微斗數來說絕不遜色
[00:00:31.240 --> 00:00:33.880]  在今日香港社會裏
[00:00:33.880 --> 00:00:41.680]  由賣菜的阿嬸到百萬富翁投資中國地王
[00:00:41.680 --> 00:00:43.520]  都信風水
[00:00:43.520 --> 00:00:45.600]  而且信得很認真
[00:00:45.600 --> 00:00:47.120]  不是拿來玩的
[00:00:47.120 --> 00:00:50.640]  洞瓷一百幾十萬放進去就是因為風水
[00:00:50.640 --> 00:00:59.520]  由沒讀過書的阿公到港大的高級講師
[00:00:59.520 --> 00:01:03.920]  建築系的都信風水
[00:01:03.920 --> 00:01:05.920]  那你就服了
[00:01:05.920 --> 00:01:09.680]  究竟風水是怎樣的呢
[00:01:09.680 --> 00:01:12.640]  我試一試跟大家講
[00:01:12.640 --> 00:01:16.080]  首先最簡單
[00:01:16.080 --> 00:01:18.480]  應該是人都知道
[00:01:18.480 --> 00:01:21.280]  如果你真的不知道我沒意義說你不是人
[00:01:21.280 --> 00:01:25.040]  應該知道風水有兩種
[00:01:25.040 --> 00:01:28.680]  陰風水和陽風水兩種
[00:01:28.680 --> 00:01:37.800]  陰風水是說墳墓的山墳撞的地方的學問
[00:01:37.800 --> 00:01:45.120]  陽風水是說你現在住的屋的學問
[00:01:45.120 --> 00:01:47.120]  兩句講完了
[00:01:47.120 --> 00:01:51.400]  風水的派系可能不是太多人知道
[00:01:51.400 --> 00:01:59.080]  風水的派系特別是由陰風水開始發展出來的
[00:01:59.080 --> 00:02:05.400]  風水的歷史我不講了可以追溯到周朝安葬那些
[00:02:05.400 --> 00:02:09.440]  這些對我們現在的實際情況無關
[00:02:09.440 --> 00:02:13.120]  陰風水發展出來的
[00:02:13.120 --> 00:02:18.000]  通常我們叫做聯體派
[00:02:18.000 --> 00:02:23.640]  即是說山勢是一個很重要的影響
[00:02:23.640 --> 00:02:30.320]  這個聯體派的做法是怎樣呢
[00:02:30.320 --> 00:02:37.320]  這個聯體派最主要是找那個地方撞墳墓是最好
[00:02:37.320 --> 00:02:44.600]  那個地點怎樣找出來是好的地方還是不好的地方
[00:02:44.600 --> 00:02:46.600]  究竟根據什麼呢
[00:02:46.600 --> 00:02:50.800]  根據我們所謂的龍氣
[00:02:50.800 --> 00:02:56.360]  中國人相信龍是一個吉祥之物
[00:02:56.360 --> 00:03:00.680]  也是宇宙力量的一個具體表現
[00:03:00.680 --> 00:03:02.680]  這個不需要解釋
[00:03:02.680 --> 00:03:08.280]  中國人也相信龍是在天上飛的
[00:03:08.280 --> 00:03:11.000]  神龍見首不見尾是在飛的
[00:03:11.000 --> 00:03:16.360]  龍飛過帶起一些龍氣
[00:03:16.360 --> 00:03:22.440]  即是說經過的地方有一種特別的吉祥和力量
[00:03:22.440 --> 00:03:27.520]  吉祥的力量飛過會散掉
[00:03:27.520 --> 00:03:29.120]  龍氣也會散掉
[00:03:29.120 --> 00:03:36.080]  像風一樣吹過不散掉或香水吹過會散掉
[00:03:36.080 --> 00:03:40.840]  於是龍氣散了那種力量就弱了
[00:03:40.840 --> 00:03:43.640]  但是有些地方散不掉的
[00:03:43.640 --> 00:03:47.840]  例如盒子吸著香水那麼久打開還是有香味的
[00:03:47.840 --> 00:03:50.040]  又或者你向牆角手噴
[00:03:50.040 --> 00:03:51.840]  那些香氣就聚得久一點
[00:03:51.840 --> 00:03:53.840]  向空中噴就散了
[00:03:53.840 --> 00:03:56.960]  那些人就要找龍氣匯聚的地方
[00:03:56.960 --> 00:04:00.160]  如果我們在地上找到龍氣匯聚的地方
[00:04:00.160 --> 00:04:04.440]  那些就是吉祥之氣和勁力在那裡
[00:04:04.440 --> 00:04:08.360]  將屍體放在那裡就很厲害了
[00:04:08.360 --> 00:04:10.360]  就散掉了
[00:04:10.360 --> 00:04:12.840]  怎麼找呢?有一個學問
[00:04:12.840 --> 00:04:14.840]  怎麼知道呢?龍飛了
[00:04:14.840 --> 00:04:16.840]  一千年二千年前飛過
[00:04:16.840 --> 00:04:19.840]  那龍氣聚會在哪裡呢?
[00:04:19.840 --> 00:04:23.280]  於是他們相信當龍飛過的時候
[00:04:23.280 --> 00:04:29.120]  牠帶在地上會有起起伏伏的感覺
[00:04:29.120 --> 00:04:33.680]  就像海浪一上岸一退的時候
[00:04:33.680 --> 00:04:35.680]  那些沙一格格的
[00:04:35.680 --> 00:04:38.240]  雖然不知道龍在哪裡飛過
[00:04:38.240 --> 00:04:40.240]  飛成怎樣
[00:04:40.240 --> 00:04:45.200]  但是牠帶著地勢的變化就是龍氣的蹤跡
[00:04:45.200 --> 00:04:54.600]  所以山脈其實沒有記錄當年龍飛過的走勢
[00:04:54.600 --> 00:04:56.600]  明白嗎?
[00:04:56.600 --> 00:05:00.640]  所以這個聯體派要找幾樣東西
[00:05:00.640 --> 00:05:03.120]  第一,審龍、觀沙、測水和定月
[00:05:03.120 --> 00:05:04.280]  這四點
[00:05:04.280 --> 00:05:06.280]  所以審龍就是找龍脈
[00:05:06.280 --> 00:05:08.280]  我們叫來龍去脈
[00:05:08.280 --> 00:05:10.280]  就是龍脈
[00:05:10.280 --> 00:05:12.280]  龍脈的意思就是看看那個山勢
[00:05:12.280 --> 00:05:15.280]  怎樣才算是好的龍脈的山勢呢?
[00:05:15.280 --> 00:05:18.280]  如果這個山一截一截一截
[00:05:18.280 --> 00:05:21.280]  你會發覺好像聚焦一樣下去
[00:05:21.280 --> 00:05:23.280]  你見到我有個這樣的圖
[00:05:23.280 --> 00:05:27.280]  有個羅盤的圖
[00:05:27.280 --> 00:05:29.280]  有山那裡
[00:05:29.280 --> 00:05:32.280]  所謂龍脈就是在下面
[00:05:32.280 --> 00:05:36.280]  右下角那兩個山就是好的龍脈
[00:05:36.280 --> 00:05:38.280]  你看看那些山
[00:05:38.280 --> 00:05:40.280]  本來好像一堆堆在那裡
[00:05:40.280 --> 00:05:42.280]  但你發覺中間有條路
[00:05:42.280 --> 00:05:44.280]  一路這樣聚焦
[00:05:44.280 --> 00:05:46.280]  聚在一點的那些山勢
[00:05:46.280 --> 00:05:48.280]  就是說龍飛過的時候
[00:05:48.280 --> 00:05:50.280]  翹起那個山勢
[00:05:50.280 --> 00:05:53.280]  那些龍氣就聚在那一點
[00:05:53.280 --> 00:05:55.280]  見到嗎?
[00:05:55.280 --> 00:05:59.280]  或者右下角最右手邊那個也是
[00:05:59.280 --> 00:06:02.280]  那些山一直高低低
[00:06:02.280 --> 00:06:04.280]  到最後掉下去
[00:06:04.280 --> 00:06:06.280]  這些就是龍脈
[00:06:06.280 --> 00:06:08.280]  找到龍脈了
[00:06:08.280 --> 00:06:10.280]  去到哪裡聚焦
[00:06:10.280 --> 00:06:12.280]  如果龍飛過的時候
[00:06:12.280 --> 00:06:13.280]  是這樣的話
[00:06:13.280 --> 00:06:15.280]  龍氣會聚在那裡
[00:06:15.280 --> 00:06:17.280]  聚在那裡也會散
[00:06:17.280 --> 00:06:20.280]  於是就要再走過去
[00:06:20.280 --> 00:06:23.280]  看看周圍有沒有東西包著它
[00:06:23.280 --> 00:06:27.280]  我們叫做觀沙
[00:06:27.280 --> 00:06:30.280]  周圍有些高一點的山丘
[00:06:30.280 --> 00:06:31.280]  或者地方
[00:06:31.280 --> 00:06:33.280]  下去的時候
[00:06:33.280 --> 00:06:35.280]  前後都有繞著它
[00:06:35.280 --> 00:06:38.280]  看到有個圈
[00:06:38.280 --> 00:06:40.280]  幾支射到一個圈
[00:06:40.280 --> 00:06:42.280]  那個就是匯聚點
[00:06:42.280 --> 00:06:44.280]  龍脈匯聚點
[00:06:44.280 --> 00:06:45.280]  匯聚點那裡
[00:06:45.280 --> 00:06:46.280]  發覺那個山還好
[00:06:46.280 --> 00:06:47.280]  後面擋住
[00:06:47.280 --> 00:06:51.280]  然後前面所謂青龍白虎
[00:06:51.280 --> 00:06:52.280]  記得聽過這些
[00:06:52.280 --> 00:06:54.280]  青龍有白虎
[00:06:54.280 --> 00:06:56.280]  兩塊東西懷著它
[00:06:56.280 --> 00:06:58.280]  這樣就懷抱著它
[00:06:58.280 --> 00:07:00.280]  這樣龍氣去到那裡
[00:07:00.280 --> 00:07:01.280]  頂住它 繞著它
[00:07:01.280 --> 00:07:03.280]  這樣就走不掉了
[00:07:03.280 --> 00:07:05.280]  這是第二個好東西
[00:07:05.280 --> 00:07:06.280]  第三
[00:07:06.280 --> 00:07:08.280]  它還會在前面散
[00:07:08.280 --> 00:07:10.280]  整條水在那裡
[00:07:10.280 --> 00:07:11.280]  有一條水在那裡
[00:07:11.280 --> 00:07:12.280]  所以叫做擦水
