
[00:00:00.000 --> 00:00:08.640]  今天我們繼續活著為耶穌的系列
[00:00:08.640 --> 00:00:11.560]  我們一樣打開剛才我們所讀的聖經
[00:00:11.560 --> 00:00:12.580]  今天我們一起研究
[00:00:12.580 --> 00:00:14.640]  《肥立比書》的第三章
[00:00:14.640 --> 00:00:16.880]  第四至第十六章
[00:00:16.880 --> 00:00:19.520]  我知道大家可以在螢光幕裏面看到
[00:00:19.520 --> 00:00:21.380]  但我仍然很想大家
[00:00:21.380 --> 00:00:22.960]  你手裏面有聖經的話
[00:00:22.960 --> 00:00:24.960]  打開聖經來一起看
[00:00:24.960 --> 00:00:27.080]  因為這段聖經相當的寶貴
[00:00:27.080 --> 00:00:29.720]  亦都是很豐富
[00:00:29.720 --> 00:00:31.120]  《肥立比書》的第三章
[00:00:31.120 --> 00:00:36.800]  我們今天看第四至第十六節
[00:00:36.800 --> 00:00:42.960]  希望大家可以一起來思想
[00:00:42.960 --> 00:00:47.000]  如果你從一個角度去了解這段聖經
[00:00:47.000 --> 00:00:49.800]  這段聖經實在是非常難得
[00:00:49.800 --> 00:00:52.000]  甚至可以說是秘訣
[00:00:52.000 --> 00:00:53.480]  為甚麼呢?
[00:00:53.480 --> 00:00:56.760]  我們很多基督徒都很希望去問
[00:00:56.760 --> 00:00:59.560]  究竟我怎樣可以在宿靈上有成長
[00:00:59.560 --> 00:01:02.360]  我在信仰上怎樣可以更加盡心
[00:01:02.360 --> 00:01:04.760]  所以很多弟兄姊妹在追尋的時候
[00:01:04.760 --> 00:01:08.080]  參考很多的宿靈書籍、靈修書
[00:01:08.080 --> 00:01:11.520]  甚至我們去看一些很偉大的信徒
[00:01:11.520 --> 00:01:12.680]  他們的榜樣
[00:01:12.680 --> 00:01:14.480]  看他們的秘訣
[00:01:14.480 --> 00:01:16.640]  他們怎樣可以那麼愛主呢?
[00:01:16.640 --> 00:01:19.480]  為甚麼可以這樣來侍奉神呢?
[00:01:19.480 --> 00:01:20.520]  我們都很羨慕
[00:01:20.520 --> 00:01:22.120]  想看看他們的秘訣
[00:01:22.120 --> 00:01:24.080]  如果你從一個這樣的態度
[00:01:24.080 --> 00:01:25.720]  這樣的希望的話
[00:01:25.720 --> 00:01:26.720]  今天你正好
[00:01:27.120 --> 00:01:28.560]  這段聖經
[00:01:28.560 --> 00:01:30.840]  就是一個最偉大的聖徒
[00:01:30.840 --> 00:01:32.040]  就是保羅
[00:01:32.040 --> 00:01:33.600]  他的自白
[00:01:33.600 --> 00:01:34.520]  你問
[00:01:34.520 --> 00:01:37.240]  究竟保羅你怎樣可以那麼好的做基督徒
[00:01:37.240 --> 00:01:38.640]  保羅我告訴你
[00:01:38.640 --> 00:01:39.760]  就是這段了
[00:01:39.760 --> 00:01:40.800]  所以我們這樣看的時候
[00:01:40.800 --> 00:01:42.920]  這段聖經是很寶貴的
[00:01:42.920 --> 00:01:43.800]  很寶貴的
[00:01:43.800 --> 00:01:46.000]  因為保羅坦白告訴你
[00:01:46.000 --> 00:01:48.960]  我是為甚麼能夠變成那麼好的基督徒
[00:01:48.960 --> 00:01:51.000]  好,我們一起來看看這段聖經
[00:01:51.000 --> 00:01:53.880]  這段聖經裏面有幾個很重要的步驟
[00:01:53.880 --> 00:01:54.680]  保羅說
[00:01:54.680 --> 00:01:55.760]  你要留心
[00:01:55.760 --> 00:01:59.240]  希望今天你和我看見保羅的榜樣的時候
[00:01:59.240 --> 00:02:00.760]  當中有些說話
[00:02:00.760 --> 00:02:02.200]  有些他的經歷
[00:02:02.200 --> 00:02:04.600]  成為你的挑戰
[00:02:04.600 --> 00:02:05.520]  成為你的挑戰
[00:02:05.520 --> 00:02:06.720]  你問你自己
[00:02:06.720 --> 00:02:08.640]  為甚麼保羅可以這樣
[00:02:08.640 --> 00:02:12.400]  為甚麼保羅可以這樣來追尋神
[00:02:12.400 --> 00:02:13.960]  那我呢?
[00:02:13.960 --> 00:02:14.920]  我作為一個基督徒
[00:02:14.920 --> 00:02:16.560]  我信了那麼久
[00:02:16.560 --> 00:02:20.360]  究竟我又是一個怎樣的情況
[00:02:20.360 --> 00:02:23.240]  一種怎樣的狀態呢?
[00:02:23.240 --> 00:02:24.960]  好,我們一起來看聖經
[00:02:24.960 --> 00:02:28.960]  讓聖經光照你和我
[00:02:28.960 --> 00:02:30.400]  第四節開始的時候
[00:02:30.400 --> 00:02:33.120]  他說我可以靠著肉體
[00:02:33.120 --> 00:02:35.400]  如果別人以為靠肉體可以跨口
[00:02:35.400 --> 00:02:36.400]  我更加可以
[00:02:36.400 --> 00:02:38.080]  其實是第三節最尾的
[00:02:38.080 --> 00:02:40.520]  有些人就在喊
[00:02:40.520 --> 00:02:42.200]  他是為甚麼呢?
[00:02:42.200 --> 00:02:45.080]  他說我是基督裏面的跨口
[00:02:45.080 --> 00:02:46.760]  不是靠肉體
[00:02:46.760 --> 00:02:50.000]  肉體當然不只是說我們的身體
[00:02:50.000 --> 00:02:53.920]  肉體的意義就是靠人自己的角度
[00:02:53.920 --> 00:02:59.360]  去理解那種值得牙刷、跨口的地方
[00:02:59.360 --> 00:03:00.200]  有些人說
[00:03:00.200 --> 00:03:01.800]  你知不知道我多厲害
[00:03:01.800 --> 00:03:03.120]  怎樣怎樣,甚麼背景
[00:03:03.120 --> 00:03:04.480]  你明不明白我甚麼出身
[00:03:04.480 --> 00:03:08.400]  於是藉著這些這樣的基礎
[00:03:08.400 --> 00:03:09.840]  去批評保羅
[00:03:09.840 --> 00:03:13.200]  去說一些不合乎真理的話
[00:03:13.200 --> 00:03:14.440]  保羅忍無可忍說
[00:03:14.440 --> 00:03:17.600]  好啊,如果你靠著在人的角度來看
[00:03:17.600 --> 00:03:18.560]  你甚麼家底
[00:03:18.560 --> 00:03:19.840]  你甚麼背景
[00:03:19.840 --> 00:03:22.480]  你甚麼的成就
[00:03:22.480 --> 00:03:24.480]  保羅說不如我又說一些給你聽
[00:03:24.480 --> 00:03:30.800]  保羅很少這樣說他過去曾經有的這些威水史
[00:03:30.800 --> 00:03:32.920]  保羅說你既然逼到我講的時候
[00:03:32.920 --> 00:03:34.280]  你靠肉體跨口
[00:03:34.280 --> 00:03:37.400]  好,我試一下說一點點給你聽
[00:03:37.400 --> 00:03:39.880]  保羅一開始講的時候就講了七件事
[00:03:39.880 --> 00:03:42.320]  我們今天留意看的時候
[00:03:42.320 --> 00:03:44.360]  保羅說你想問我這些威水事
[00:03:44.360 --> 00:03:45.400]  我告訴你
[00:03:45.400 --> 00:03:46.240]  我不多說
[00:03:46.240 --> 00:03:47.160]  我講一點點給你聽
[00:03:47.160 --> 00:03:50.040]  嚇死你
[00:03:50.040 --> 00:03:51.840]  當然對於我們今天來說
[00:03:51.840 --> 00:03:57.520]  這七件事不是那麼令我們嘩的反應
[00:03:57.520 --> 00:04:00.360]  但是如果我們想像在二千年前
[00:04:00.360 --> 00:04:02.600]  讀者是猶太人
[00:04:02.600 --> 00:04:05.280]  猶太教背景的人聽的時候
[00:04:05.280 --> 00:04:07.040]  就知道高手厲害了
[00:04:07.040 --> 00:04:08.800]  嘩,原來這麼厲害
[00:04:08.800 --> 00:04:09.480]  怎麼厲害呢?
[00:04:09.480 --> 00:04:11.160]  保羅說我簡單講給你聽
[00:04:11.160 --> 00:04:12.000]  這七件事
[00:04:12.000 --> 00:04:15.160]  有四件是我自己生下來就有的
[00:04:15.160 --> 00:04:16.880]  即是我家底
[00:04:16.880 --> 00:04:20.160]  我走出來、我生出來就已經有的
[00:04:20.160 --> 00:04:23.280]  然後三件事是我後天的努力
[00:04:23.280 --> 00:04:24.440]  我的奮鬥
[00:04:24.440 --> 00:04:25.240]  我的成就
[00:04:25.240 --> 00:04:26.840]  我的經驗
[00:04:26.840 --> 00:04:27.920]  哪四件事呢?
[00:04:27.920 --> 00:04:29.200]  在猶太人來說
[00:04:29.200 --> 00:04:32.080]  這四件事都值得很重要的
[00:04:32.080 --> 00:04:34.480]  因為猶太人很喜歡講他的血統
[00:04:34.480 --> 00:04:35.600]  你什麼家族出來的
[00:04:35.600 --> 00:04:37.280]  你什麼支派的
[00:04:37.280 --> 00:04:38.360]  都是好像我們中國人一樣
[00:04:38.360 --> 00:04:40.440]  你什麼鄉下的
[00:04:40.440 --> 00:04:42.400]  誰跟你一樣鄉下
[00:04:42.400 --> 00:04:44.200]  保羅說你知道我第一
[00:04:44.200 --> 00:04:46.280]  我第八天受割禮
[00:04:46.280 --> 00:04:47.640]  第八天受割禮就說
[00:04:47.640 --> 00:04:51.120]  我是正正式式的猶太人受割禮那種
[00:04:51.120 --> 00:04:53.200]  我是屬於神的子民
[00:04:53.200 --> 00:04:55.560]  如果你是薩馬利亞人
[00:04:55.560 --> 00:04:58.000]  你到十三歲才給你受割禮的
[00:04:58.000 --> 00:04:59.760]  這個是習種的
[00:04:59.760 --> 00:05:00.560]  我不是習種
[00:05:00.560 --> 00:05:01.960]  我是信眾的
[00:05:01.960 --> 00:05:04.000]  甚至不用說那些人
[00:05:04.000 --> 00:05:05.480]  如果他是後來歸化的
[00:05:05.480 --> 00:05:07.360]  就是希臘人、羅馬人那些
[00:05:07.360 --> 00:05:08.800]  根本就沒有受過割禮
[00:05:08.800 --> 00:05:11.480]  成年才歸化的話
[00:05:11.480 --> 00:05:12.920]  就更加沒有受割禮
[00:05:12.920 --> 00:05:16.160]  如果你覺得猶太教很重視這個割禮
[00:05:16.160 --> 00:05:18.760]  因為它是屬於神一個記號的話
[00:05:18.760 --> 00:05:19.640]  我是手足
[00:05:19.640 --> 00:05:22.320]  並且我是絕對是純種的
[00:05:22.320 --> 00:05:24.360]  所以我是以色列族的
[00:05:24.360 --> 00:05:26.400]  我父母都是純種的
[00:05:26.400 --> 00:05:29.280]  沒有任何其他的血統混雜的
[00:05:29.280 --> 00:05:31.440]  我是變雅敏支派的人
[00:05:31.440 --> 00:05:34.120]  為什麼說他變雅敏支派的人這麼特別
[00:05:34.120 --> 00:05:36.200]  因為變雅敏支派
[00:05:36.200 --> 00:05:38.640]  是以色列王國裏面第一個皇帝
[00:05:38.640 --> 00:05:40.640]  是蘇羅所出來的支派
[00:05:40.640 --> 00:05:42.040]  就是你問我鄉下
[00:05:42.040 --> 00:05:43.960]  我鄉下出皇帝的
[00:05:43.960 --> 00:05:46.320]  以色列國第一個皇帝就是我鄉下出來的
[00:05:46.320 --> 00:05:48.200]  我和他是同一個鄉下來的
[00:05:48.200 --> 00:05:50.400]  還有大家不要忘記
[00:05:50.400 --> 00:05:51.720]  在聖經裏面告訴我們
[00:05:51.720 --> 00:05:53.280]  當王國分裂的時候
[00:05:53.280 --> 00:05:55.320]  北角以色列雖然很多支派
[00:05:55.320 --> 00:05:57.680]  但是神一直不喜歡他們
[00:05:57.680 --> 00:06:00.360]  南角猶太雖然小小的只有兩個支派
[00:06:00.360 --> 00:06:03.360]  但是神一直是看重南角的猶太
[00:06:03.360 --> 00:06:04.560]  在神的眼中
[00:06:04.560 --> 00:06:07.960]  南角的猶太才是神自己所揀選的
[00:06:07.960 --> 00:06:10.360]  猶太國大家知道裏面只有兩個支派
[00:06:10.360 --> 00:06:13.000]  其中一個就是變雅敏
[00:06:13.000 --> 00:06:14.600]  所以保羅說我是跟足
[00:06:14.600 --> 00:06:17.960]  我的祖先是跟著大衛王朝的
[00:06:17.960 --> 00:06:20.840]  是神自己一直看重的
[00:06:20.840 --> 00:06:23.440]  不是那些背棄神的人
[00:06:23.440 --> 00:06:24.640]  所以你說誰厲害?
[00:06:24.640 --> 00:06:27.560]  我告訴你我是希伯來人所生的希伯來人
[00:06:27.560 --> 00:06:29.840]  雖然我懂得希臘話
[00:06:29.840 --> 00:06:32.200]  我雖然是羅馬的公民
[00:06:32.200 --> 00:06:35.160]  但是我忠於我的傳統
[00:06:35.160 --> 00:06:37.160]  我仍然講希伯來話
[00:06:37.160 --> 00:06:40.120]  這個是保羅那種家底的風口
[00:06:40.120 --> 00:06:42.840]  在猶太教來說這個不得了
[00:06:42.840 --> 00:06:45.560]  這個可以說是出身於名門望族
[00:06:45.560 --> 00:06:46.880]  簡單來說
[00:06:46.880 --> 00:06:48.600]  保羅不止這麼多
[00:06:48.600 --> 00:06:51.000]  後天我仍然有很大的努力
[00:06:51.000 --> 00:06:52.280]  我曾經一段日子裏面
[00:06:52.280 --> 00:06:53.000]  大家都知道
[00:06:53.000 --> 00:06:55.640]  保羅未歸化基督徒之後之前
[00:06:55.640 --> 00:06:58.120]  他說我是熱心來說
[00:06:58.120 --> 00:06:59.280]  我是律法上來說
[00:06:59.280 --> 00:07:00.400]  我是一個法利塞人
[00:07:00.400 --> 00:07:02.600]  我是迫法基督教
[00:07:02.600 --> 00:07:05.160]  法利塞人是追守律法的
[00:07:05.160 --> 00:07:07.680]  保羅說我就是法利塞人
[00:07:07.680 --> 00:07:09.920]  在猶太教裏面最虔誠的是甚麼人呢?
[00:07:09.920 --> 00:07:10.760]  法利塞人
[00:07:10.760 --> 00:07:12.160]  我就是法利塞人
[00:07:12.160 --> 00:07:13.120]  你說你虔誠
[00:07:13.120 --> 00:07:15.640]  我曾經比你更虔誠
[00:07:15.640 --> 00:07:17.000]  虔誠到一個地步
[00:07:17.000 --> 00:07:18.920]  很多法利塞人都未做得到的
[00:07:18.920 --> 00:07:19.640]  我做了
[00:07:19.640 --> 00:07:20.760]  我是迫迫他們基督徒
[00:07:20.760 --> 00:07:23.360]  因為我那時相信基督教是異端
[00:07:23.360 --> 00:07:24.520]  所以我是迫迫他們
[00:07:24.520 --> 00:07:26.320]  大家記得保羅做過這件事
[00:07:26.320 --> 00:07:28.640]  帶著手令要去迫迫基督徒的時候
[00:07:28.640 --> 00:07:30.240]  在大馬骰的路上
[00:07:30.240 --> 00:07:31.880]  俘虜主耶穌找他
[00:07:31.880 --> 00:07:32.760]  打低他
[00:07:32.760 --> 00:07:33.520]  瞎了眼
[00:07:33.520 --> 00:07:35.320]  然後整個生命才改變
[00:07:35.320 --> 00:07:36.840]  保羅說我以前做的事
