
[00:00:00.000 --> 00:00:08.000]  上一次已經講完了聖經可信媽系列
[00:00:08.000 --> 00:00:12.500]  本來今天應該是開始使徒行傳的系列
[00:00:12.500 --> 00:00:16.500]  但是因為有一個問題我想先解答
[00:00:16.500 --> 00:00:21.500]  所以使徒行傳會在下一次才跟大家開始講
[00:00:21.500 --> 00:00:24.500]  今天要答覆什麼問題呢?
[00:00:24.500 --> 00:00:29.000]  就是究竟聖經裡面的祝福和賜福是不是一樣
[00:00:29.000 --> 00:00:31.500]  有沒有不同的地方
[00:00:31.500 --> 00:00:34.000]  為什麼是這麼重要的一個問題
[00:00:34.000 --> 00:00:38.000]  因為很多人都認為祝福和賜福是不同的
[00:00:38.000 --> 00:00:41.000]  又有人認為祝福和賜福是一樣的
[00:00:41.000 --> 00:00:46.000]  這樣來說就會形成基督教裡面可能有很多的分歧
[00:00:46.000 --> 00:00:48.000]  很多的不和
[00:00:48.000 --> 00:00:52.000]  所以我覺得應該來解答這個問題
[00:00:52.000 --> 00:00:58.000]  不知道大家有沒有曾經講過願神祝福你
[00:00:58.000 --> 00:01:03.000]  有很多人都會說你不應該這樣說
[00:01:03.000 --> 00:01:07.000]  他們會說神從來不祝福人
[00:01:07.000 --> 00:01:11.000]  神只可以賜福不會祝福
[00:01:11.000 --> 00:01:12.000]  為什麼呢?
[00:01:12.000 --> 00:01:20.000]  因為他們說這個祝字的原本骨格文最早的意思就是祈求的意思
[00:01:20.000 --> 00:01:25.000]  所以如果說願神祝福你就是願神祈求
[00:01:25.000 --> 00:01:27.000]  他們說神怎麼會祈求呢?
[00:01:27.000 --> 00:01:29.000]  神是萬福的源頭
[00:01:29.000 --> 00:01:31.000]  神是直接的賜福
[00:01:31.000 --> 00:01:34.000]  神是不需要來祝福
[00:01:34.000 --> 00:01:36.000]  這個就是他們的解釋
[00:01:36.000 --> 00:01:43.000]  所以我們看到香港大學中文系前任的教授陳耀南博士
[00:01:43.000 --> 00:01:47.000]  曾經在明報的2011年5月的月刊
[00:01:47.000 --> 00:01:52.000]  刊登了一篇文章叫做「上帝永不祝福」
[00:01:52.000 --> 00:01:55.000]  他在那篇文章裏面強調
[00:01:55.000 --> 00:02:02.000]  唯一的神 上帝只能賜福 不會永不祝福
[00:02:02.000 --> 00:02:08.000]  甚至有很多人會指控說神祝福的人
[00:02:08.000 --> 00:02:11.000]  就是將神貶低降格
[00:02:11.000 --> 00:02:12.000]  為什麼呢?
[00:02:12.000 --> 00:02:15.000]  因為你是要神祈求
[00:02:15.000 --> 00:02:17.000]  他們說神是不會祈求
[00:02:17.000 --> 00:02:20.000]  神是直接的賜福
[00:02:20.000 --> 00:02:23.000]  所以這是一個很嚴重的問題
[00:02:23.000 --> 00:02:25.000]  如果你說神祝福
[00:02:25.000 --> 00:02:28.000]  有人說你將神貶低降格
[00:02:28.000 --> 00:02:31.000]  你想一下是不是一個很嚴重的指控
[00:02:31.000 --> 00:02:35.000]  我們今天會從三個角度來看
[00:02:35.000 --> 00:02:38.000]  究竟賜福和祝福是不是有分別
[00:02:38.000 --> 00:02:43.000]  第一個角度就是從聖經的原文或者英文來看
[00:02:43.000 --> 00:02:48.000]  第二個角度就是從中文聖經的翻譯
