
[00:00:00.000 --> 00:00:05.680]  今天我繼續在大家當中有機會分享神的話
[00:00:05.680 --> 00:00:08.340]  今晚的題目就是與團契的生活
[00:00:08.340 --> 00:00:10.240]  來看作主門徒
[00:00:10.240 --> 00:00:13.420]  我們昨天從這個祈禱的生活
[00:00:13.420 --> 00:00:15.900]  我希望鼓勵大家能夠參加祈禱會
[00:00:15.900 --> 00:00:19.200]  能夠參加神所喜悅的一個教會的祈禱會
[00:00:19.200 --> 00:00:22.220]  就好像主耶穌昔日在聖殿裏面
[00:00:22.220 --> 00:00:23.420]  他潔淨聖殿
[00:00:23.420 --> 00:00:25.740]  他說這個殿是萬國禱告的殿
[00:00:25.740 --> 00:00:28.880]  然後真正的禱告不是好像當時的猶太人那樣
[00:00:28.880 --> 00:00:30.280]  只是有個形式
[00:00:30.280 --> 00:00:34.520]  是真的用信心和能夠是同心的去祈禱
[00:00:34.520 --> 00:00:36.060]  我越來越發現
[00:00:36.060 --> 00:00:38.720]  我們不參加祈禱會第一個原因
[00:00:38.720 --> 00:00:41.380]  都是因為我們對祈禱沒有信心
[00:00:41.380 --> 00:00:42.780]  我不知道你同不同意
[00:00:42.780 --> 00:00:43.820]  我再說一次
[00:00:43.820 --> 00:00:46.720]  我越來越發現為什麼人們不參加祈禱會呢
[00:00:46.720 --> 00:00:48.360]  就是他發現參加完祈禱會
[00:00:48.360 --> 00:00:49.820]  祈禱完之後
[00:00:49.820 --> 00:00:51.220]  和他沒有參加
[00:00:51.220 --> 00:00:54.080]  其實沒什麼大分別的
[00:00:54.080 --> 00:00:54.900]  他們不會這樣說的
[00:00:54.900 --> 00:01:00.140]  不過心裏面有這樣的很隱藏的信念
[00:01:00.140 --> 00:01:01.780]  為什麼會這樣說呢
[00:01:01.780 --> 00:01:04.540]  原因就是假如他們真的相信
[00:01:04.540 --> 00:01:06.440]  這個祈禱之後有不同的
[00:01:06.440 --> 00:01:08.380]  他怎麼會不回來呢
[00:01:08.380 --> 00:01:10.400]  他怎麼會不祈禱呢
[00:01:10.400 --> 00:01:11.800]  所以主耶穌說
[00:01:11.800 --> 00:01:14.100]  真正成為萬國禱告的殿
[00:01:14.100 --> 00:01:16.200]  和當時猶太人不同的地方就是
[00:01:16.200 --> 00:01:17.480]  他們肯祈禱
[00:01:17.480 --> 00:01:18.840]  他們用信心祈禱
[00:01:18.840 --> 00:01:22.760]  並且能夠彼此饒恕的關係之下去祈禱
[00:01:22.760 --> 00:01:23.700]  我再說
[00:01:23.700 --> 00:01:27.300]  我邀請你能夠參加教會的祈禱會
[00:01:27.300 --> 00:01:28.340]  你真的一起經歷一下
[00:01:28.340 --> 00:01:31.000]  當教會一起禱告的時間
[00:01:31.000 --> 00:01:32.040]  教會有三分一人
[00:01:32.040 --> 00:01:34.140]  或者更多的人參加教會的祈禱會
[00:01:34.140 --> 00:01:37.000]  整個教會的淑女氣氛有多大的轉變呢
[00:01:37.000 --> 00:01:38.700]  我希望大家一起來經歷一下
[00:01:38.700 --> 00:01:40.700]  好不好
[00:01:40.700 --> 00:01:45.640]  可不可以給多一點反應
[00:01:45.640 --> 00:01:47.480]  多謝你
[00:01:47.480 --> 00:01:48.900]  這個禮拜四
[00:01:48.900 --> 00:01:54.200]  我們找時間看看有沒有人回家祈禱會
[00:01:54.200 --> 00:01:55.500]  在這裡也用了
[00:01:55.500 --> 00:01:57.000]  「播露神學院的問安」
[00:01:57.000 --> 00:02:00.000]  代表「播露神學院」向大家問安
[00:02:00.000 --> 00:02:01.200]  我也帶了一份關於
[00:02:01.200 --> 00:02:03.900]  「播露神學院」最新一期的院訊
[00:02:03.900 --> 00:02:05.500]  請你可以看
[00:02:05.500 --> 00:02:06.800]  也請你為我們祈禱
[00:02:06.800 --> 00:02:08.400]  我相信你們為我們祈禱
[00:02:08.400 --> 00:02:09.700]  我們帶來
[00:02:09.700 --> 00:02:10.900]  或者我們這樣的推廣
[00:02:10.900 --> 00:02:12.000]  已經達到目的了
[00:02:12.000 --> 00:02:13.300]  請你為我們祈禱
[00:02:13.300 --> 00:02:15.700]  裡面也介紹一些新的課程
[00:02:15.700 --> 00:02:17.400]  可能很多人不知道
[00:02:17.400 --> 00:02:19.000]  我們有些普及課程
[00:02:19.000 --> 00:02:20.300]  星期四晚
[00:02:20.300 --> 00:02:21.000]  對不起
[00:02:21.000 --> 00:02:22.300]  接下來這個四月
[00:02:22.300 --> 00:02:23.800]  有幾個新的課程
[00:02:23.800 --> 00:02:25.100]  經常想起星期四晚
[00:02:25.100 --> 00:02:27.800]  接下來這個四月
[00:02:27.800 --> 00:02:30.200]  我們有一些普及課程
[00:02:30.200 --> 00:02:32.200]  在港島的
[00:02:32.200 --> 00:02:33.900]  播道會的
[00:02:33.900 --> 00:02:35.800]  港福堂金鐘的地方
[00:02:35.800 --> 00:02:37.300]  和在九龍塘的地方
[00:02:37.300 --> 00:02:38.700]  都有些不同的課程
[00:02:38.700 --> 00:02:42.200]  這些普及課程是不用做功課
[00:02:42.200 --> 00:02:44.400]  不用考試
[00:02:44.400 --> 00:02:46.400]  不用讀書
[00:02:46.400 --> 00:02:48.900]  就是用講座形式來進行的
[00:02:48.900 --> 00:02:50.400]  當然還有其他學位課程
[00:02:50.400 --> 00:02:51.900]  那些要求是有些不同的
[00:02:51.900 --> 00:02:52.600]  有興趣的話
[00:02:52.600 --> 00:02:54.000]  請你可以來留意
[00:02:54.000 --> 00:02:56.400]  或者留意我們的網頁
[00:02:56.400 --> 00:02:58.600]  從團契生活
[00:02:58.600 --> 00:03:02.900]  來看《作門徒》的功課
[00:03:02.900 --> 00:03:06.300]  我選了《約翰一書》
[00:03:06.300 --> 00:03:12.800]  第一章一到四節這段聖經
[00:03:12.800 --> 00:03:14.600]  我們請大家翻開聖經
[00:03:14.600 --> 00:03:17.000]  或者看這個投影片
[00:03:17.000 --> 00:03:20.400]  《約翰一書》第一章一到四節
[00:03:20.400 --> 00:03:21.400]  四節的經文
[00:03:21.400 --> 00:03:23.000]  這段經文很明顯就是
[00:03:23.000 --> 00:03:25.600]  整卷《約翰一書》的引言
[00:03:25.600 --> 00:03:27.900]  介紹這本書究竟說什麼
[00:03:27.900 --> 00:03:30.100]  《約翰一書》是一卷很短的書信
[00:03:30.100 --> 00:03:31.300]  只有五章的聖經
[00:03:31.300 --> 00:03:32.500]  而且每一章都很短
[00:03:32.500 --> 00:03:35.100]  除了第二章稍微長一點之外
[00:03:35.100 --> 00:03:36.900]  其他每一章都很短
[00:03:36.900 --> 00:03:40.200]  《約翰一書》整個編排
[00:03:40.200 --> 00:03:43.900]  可以說是濃縮在引言那裡
[00:03:43.900 --> 00:03:46.000]  第一章一到四節
[00:03:46.000 --> 00:03:48.600]  大家知道在很多新約書信裡
[00:03:48.600 --> 00:03:51.100]  他們的引言都不是所謂罐頭式的
[00:03:51.100 --> 00:03:53.000]  即是每個都差不多
[00:03:53.000 --> 00:03:54.300]  但他們留心讀的時候
[00:03:54.300 --> 00:03:56.100]  原來新約書信裡
[00:03:56.100 --> 00:03:57.000]  保羅書信也好
[00:03:57.000 --> 00:03:57.900]  彼得書信也好
[00:03:57.900 --> 00:03:59.600]  或者現在約翰的書信也好
[00:03:59.600 --> 00:04:02.100]  他的引言都和他那本書裡面
[00:04:02.100 --> 00:04:05.100]  主要說的信息息息相關
[00:04:05.100 --> 00:04:06.700]  所以剛才我反過來說
[00:04:06.700 --> 00:04:08.200]  如果我們看這個引言的時候
[00:04:08.200 --> 00:04:11.500]  大概就將《約翰一書》裡面的信息
[00:04:11.500 --> 00:04:13.900]  濃縮在這四節經文裡面
[00:04:13.900 --> 00:04:17.200]  所以請大家一起先讀這四節的聖經
[00:04:17.200 --> 00:04:21.600]  論道從起初原有的生命之道
[00:04:21.600 --> 00:04:25.200]  就是我們所聽見所看見
[00:04:25.200 --> 00:04:31.900]  親眼看見的生命已經顯現出來
[00:04:31.900 --> 00:04:34.300]  我們也看見過
[00:04:34.300 --> 00:04:36.100]  現在又作見證
[00:04:36.100 --> 00:04:38.500]  將源於父同在
[00:04:38.500 --> 00:04:42.200]  且顯現於我們那永遠的生命
[00:04:42.200 --> 00:04:44.100]  傳給你們
[00:04:44.100 --> 00:04:47.400]  我們將所看見所聽見的
[00:04:47.400 --> 00:04:48.900]  傳給你們
[00:04:48.900 --> 00:04:51.700]  使你們與我們相交
[00:04:51.700 --> 00:04:53.600]  我們乃是與父
[00:04:53.600 --> 00:04:57.400]  並他兒子耶穌基督相交的
[00:04:57.400 --> 00:04:59.400]  我們將這些話
[00:04:59.400 --> 00:05:04.900]  使給你們使你們的喜樂充足
[00:05:04.900 --> 00:05:09.300]  《約翰一書》和其他的書信一樣
[00:05:09.300 --> 00:05:11.200]  和其他的經文一樣
[00:05:11.200 --> 00:05:15.300]  每一卷書都有難解的地方
[00:05:15.300 --> 00:05:18.300]  差不多你想起任何66卷聖經裡面
[00:05:18.300 --> 00:05:20.900]  每一本書都有些地方比較難解
[00:05:20.900 --> 00:05:25.100]  不過《約翰一書》難解的地方是非常獨特的
[00:05:25.100 --> 00:05:26.200]  為什麼這麼獨特呢
[00:05:26.200 --> 00:05:28.700]  就是原來這本書最難解的地方
[00:05:28.700 --> 00:05:29.700]  就是它開始的時候
[00:05:29.700 --> 00:05:32.100]  第一個字就已經難解了
[00:05:32.100 --> 00:05:35.700]  好奇怪 為什麼第一個字就已經難解了
[00:05:35.700 --> 00:05:37.900]  這個中文講
[00:05:37.900 --> 00:05:40.700]  論道從起初
[00:05:40.700 --> 00:05:45.500]  原有的生命之道
[00:05:45.500 --> 00:05:48.300]  或者我想把問題轉一轉
[00:05:48.300 --> 00:05:51.800]  究竟我們想起生命之道是指什麼呢
[00:05:51.800 --> 00:05:52.900]  我們經常都說的
[00:05:52.900 --> 00:05:54.900]  這個說法
[00:05:54.900 --> 00:05:55.800]  不單止是約翰說的
[00:05:55.800 --> 00:05:56.500]  保羅也說
[00:05:56.500 --> 00:05:59.500]  說生命之道
[00:05:59.500 --> 00:06:01.000]  我的問題就是
[00:06:01.000 --> 00:06:04.100]  究竟什麼是生命之道
[00:06:04.100 --> 00:06:05.900]  論道從起初
[00:06:05.900 --> 00:06:08.700]  原有的生命之道
[00:06:08.700 --> 00:06:10.300]  大家覺得是什麼呢
[00:06:10.300 --> 00:06:12.100]  你看看經文內容就知道了
[00:06:12.100 --> 00:06:13.700]  如果你翻開你自己聖經看到
[00:06:13.700 --> 00:06:14.800]  論道從起初
[00:06:14.800 --> 00:06:15.700]  原有的生命之道
[00:06:15.700 --> 00:06:17.600]  就是接著說
[00:06:17.600 --> 00:06:19.400]  解釋那個什麼叫生命之道
[00:06:19.400 --> 00:06:20.200]  我們所聽見
[00:06:20.200 --> 00:06:20.700]  所看見
[00:06:20.700 --> 00:06:21.400]  親眼看過
[00:06:21.400 --> 00:06:23.000]  親手摸過的
[00:06:23.000 --> 00:06:26.700]  那你覺得這個生命之道是指什麼呢
[00:06:26.700 --> 00:06:28.000]  指什麼呢
[00:06:28.000 --> 00:06:29.600]  毫無疑問
[00:06:29.600 --> 00:06:30.700]  是指耶穌
[00:06:30.700 --> 00:06:31.800]  親眼看過
[00:06:31.800 --> 00:06:33.000]  親手摸過
[00:06:33.000 --> 00:06:34.500]  而且第二節補充說
[00:06:34.500 --> 00:06:37.700]  這個生命之道是源於父同在
[00:06:37.700 --> 00:06:39.800]  現在又顯現給我們的
[00:06:39.800 --> 00:06:42.700]  現在我就把這個生命之道傳給你們
[00:06:42.700 --> 00:06:44.000]  那就更加清楚了
[00:06:44.000 --> 00:06:45.200]  第二節補充之下
[00:06:45.200 --> 00:06:47.500]  生命之道是指什麼呢
[00:06:47.500 --> 00:06:49.300]  指
[00:06:49.300 --> 00:06:50.500]  再說一次
[00:06:50.500 --> 00:06:51.400]  指耶穌
[00:06:51.400 --> 00:06:52.800]  沒問題是不是
[00:06:52.800 --> 00:06:54.000]  如果這麼簡單的話
[00:06:54.000 --> 00:06:55.400]  就不用拿出來說了
[00:06:55.400 --> 00:06:57.600]  是不是
[00:06:57.600 --> 00:06:59.400]  我們第一個答案就可能會說
[00:06:59.400 --> 00:07:00.500]  是耶穌
[00:07:00.500 --> 00:07:02.900]  不過我第二個可能的答案
[00:07:02.900 --> 00:07:04.300]  我是指福音
