
[00:00:00.000 --> 00:00:02.500]  各位電視姊妹平安
[00:00:02.500 --> 00:00:04.200]  多謝主席的介紹
[00:00:04.200 --> 00:00:07.500]  他肯定做了功課
[00:00:07.500 --> 00:00:09.700]  不過要澄清一點
[00:00:09.700 --> 00:00:14.000]  我不是在普林斯頓神學院讀道學碩士的
[00:00:14.000 --> 00:00:18.000]  我沒有讀過這個學位
[00:00:18.000 --> 00:00:23.900]  因為我在愛丁堡大學79年到82年
[00:00:23.900 --> 00:00:26.700]  歐洲是沒有道學碩士的
[00:00:26.700 --> 00:00:29.700]  M.Div這個是北美的學位
[00:00:29.700 --> 00:00:33.000]  當年是B.D
[00:00:33.000 --> 00:00:36.000]  Bachelor of Divinity
[00:00:36.000 --> 00:00:38.000]  但到了北美洲
[00:00:38.000 --> 00:00:42.000]  因為這是第二第一級
[00:00:42.000 --> 00:00:47.000]  所以他們就升級了叫做Master of Divinity
[00:00:47.000 --> 00:00:50.000]  如果你追一下這些歷史
[00:00:50.000 --> 00:00:51.500]  有時頗有趣的
[00:00:51.500 --> 00:00:53.500]  譬如在蘇格蘭如果你讀大學
[00:00:53.500 --> 00:00:55.500]  第一個學位是M.A
[00:00:55.500 --> 00:00:57.000]  然後你再讀神學
[00:00:57.000 --> 00:00:59.000]  第二個學位就是B.D
[00:00:59.000 --> 00:01:02.000]  讀完Master才讀Bachelor
[00:01:02.000 --> 00:01:04.000]  有時很混亂的
[00:01:04.000 --> 00:01:09.000]  所以不介意多謝你做了Research
[00:01:09.000 --> 00:01:12.000]  他是我們神學院的同學
[00:01:12.000 --> 00:01:14.000]  所以感謝主
[00:01:14.000 --> 00:01:20.000]  今晚和弟兄姊妹分享的題目
[00:01:20.000 --> 00:01:24.000]  大概你會覺得很熟悉
[00:01:24.000 --> 00:01:27.000]  剛才所讀的經文
[00:01:27.000 --> 00:01:32.000]  可能你閉上眼都會背了
[00:01:32.000 --> 00:01:36.000]  耶穌說:我又賜給你們一條新命令
[00:01:36.000 --> 00:01:41.000]  乃是叫你們彼此相愛
[00:01:41.000 --> 00:01:43.000]  聽過很多次了
[00:01:43.000 --> 00:01:47.000]  可能下面那句還有什麼好說的
[00:01:47.000 --> 00:01:49.000]  我想問三個問題
[00:01:49.000 --> 00:01:52.000]  我不知道你讀聖經的時候
[00:01:52.000 --> 00:01:55.000]  會不會問這些問題
[00:01:55.000 --> 00:01:57.000]  第一個問題
[00:01:57.000 --> 00:02:08.000]  為什麼耶穌會用命令來說彼此相愛呢?
[00:02:08.000 --> 00:02:11.000]  什麼是命令?
[00:02:11.000 --> 00:02:13.000]  其實我們很不習慣
[00:02:13.000 --> 00:02:15.000]  你試一下今天陳牧師來跟你說
[00:02:15.000 --> 00:02:17.000]  我命令你
[00:02:17.000 --> 00:02:19.000]  你馬上反感
[00:02:19.000 --> 00:02:22.000]  所以我們不敢命令弟兄姊妹
[00:02:22.000 --> 00:02:23.000]  尤其是浸信會
[00:02:23.000 --> 00:02:25.000]  舉手不通過怎麼辦
[00:02:25.000 --> 00:02:29.000]  我們會溫馨提示大家
[00:02:29.000 --> 00:02:31.000]  關掉電話
[00:02:31.000 --> 00:02:33.000]  準時來到
[00:02:33.000 --> 00:02:34.000]  不要遲到早退
[00:02:34.000 --> 00:02:36.000]  電惡之後才好聊天
[00:02:36.000 --> 00:02:38.000]  溫馨提示
[00:02:38.000 --> 00:02:41.000]  這是今天我們接受的
[00:02:41.000 --> 00:02:47.000]  但主耶穌不是溫馨提示我們彼此相愛
[00:02:47.000 --> 00:02:50.000]  祂說這是一個命令
[00:02:50.000 --> 00:02:53.000]  命令是什麼呢?
[00:02:53.000 --> 00:02:57.000]  如果你養過小狗
[00:02:57.000 --> 00:03:00.000]  你也要教牠
[00:03:00.000 --> 00:03:03.000]  越小越好
[00:03:03.000 --> 00:03:05.000]  回到家裡
[00:03:05.000 --> 00:03:07.000]  你要教牠
[00:03:07.000 --> 00:03:09.000]  不但不要弄髒地方
[00:03:09.000 --> 00:03:14.000]  牠要懂得聽主人的命令
[00:03:14.000 --> 00:03:16.000]  Sit
[00:03:16.000 --> 00:03:18.000]  牠要坐
[00:03:18.000 --> 00:03:19.000]  Stay
[00:03:19.000 --> 00:03:20.000]  Don't move
[00:03:20.000 --> 00:03:21.000]  Heal
[00:03:21.000 --> 00:03:22.000]  牠會跟你走
[00:03:22.000 --> 00:03:24.000]  最簡單的三個命令
[00:03:24.000 --> 00:03:30.000]  你不會命令小狗練武不至
[00:03:30.000 --> 00:03:32.000]  因為牠不會
[00:03:32.000 --> 00:03:34.000]  你可以訓練小狗祈禱
[00:03:34.000 --> 00:03:36.000]  有位牧師
[00:03:36.000 --> 00:03:37.000]  他的小狗會祈禱
[00:03:37.000 --> 00:03:38.000]  Pray
[00:03:38.000 --> 00:03:40.000]  牠就伏下來
[00:03:40.000 --> 00:03:41.000]  Amen
[00:03:41.000 --> 00:03:42.000]  牠就站起來吃東西
[00:03:42.000 --> 00:03:44.000]  都是兩個命令
[00:03:44.000 --> 00:03:46.000]  是一個招式
[00:03:46.000 --> 00:03:48.000]  有時候你Ring the bell
[00:03:48.000 --> 00:03:49.000]  牠會有反應
[00:03:49.000 --> 00:03:53.000]  但你不可以命令任何人
[00:03:53.000 --> 00:03:55.000]  或動物
[00:03:55.000 --> 00:03:59.000]  去做一件牠不懂的事
