
[00:00:00.000 --> 00:00:04.000]  我們一起打開聖經來思想神的說話
[00:00:04.000 --> 00:00:06.000]  剛才我們所讀的那段聖經
[00:00:06.000 --> 00:00:08.000]  就是啟示錄的第三章
[00:00:08.000 --> 00:00:10.000]  我們請打開啟示錄的第三章
[00:00:10.000 --> 00:00:14.000]  在大家堂用的聖經
[00:00:14.000 --> 00:00:18.000]  1873頁
[00:00:18.000 --> 00:00:20.000]  啟示錄的第三章
[00:00:20.000 --> 00:00:22.000]  今天我們思想啟示錄七個教會裏面
[00:00:22.000 --> 00:00:24.000]  是第六個
[00:00:24.000 --> 00:00:26.000]  就是飛拉鐵飛的教會
[00:00:26.000 --> 00:00:28.000]  飛拉鐵飛的教會
[00:00:28.000 --> 00:00:33.000]  我記得我第一次和大家講啟示錄的教會的時候
[00:00:33.000 --> 00:00:35.000]  就是第一間教會
[00:00:35.000 --> 00:00:37.000]  以弗所教會
[00:00:37.000 --> 00:00:38.000]  當時我和大家講
[00:00:38.000 --> 00:00:42.000]  我們可以這樣看這七封復活的主耶穌
[00:00:42.000 --> 00:00:46.000]  和天上宣告給七間教會的信
[00:00:46.000 --> 00:00:49.000]  其實可以說是成績表
[00:00:49.000 --> 00:00:53.000]  是神所給人的成績表
[00:00:53.000 --> 00:00:55.000]  雖然是對著七間教會講
[00:00:55.000 --> 00:00:59.000]  但是表達了神的眼中
[00:00:59.000 --> 00:01:00.000]  他認為什麼叫做好
[00:01:00.000 --> 00:01:01.000]  什麼叫做壞
[00:01:01.000 --> 00:01:02.000]  什麼叫做強
[00:01:02.000 --> 00:01:04.000]  什麼叫做弱
[00:01:04.000 --> 00:01:05.000]  什麼是他喜歡
[00:01:05.000 --> 00:01:07.000]  什麼是令他討厭的
[00:01:07.000 --> 00:01:13.000]  這些標準和價值的原則
[00:01:13.000 --> 00:01:16.000]  我想今天我們一起看回這個教會的時候
[00:01:16.000 --> 00:01:18.000]  我們不單止看這個教會
[00:01:18.000 --> 00:01:23.000]  我聆聽到既然這個成績表這樣講的時候
[00:01:23.000 --> 00:01:24.000]  其實都是在衡量我們
[00:01:24.000 --> 00:01:26.000]  也在衡量北宣家
[00:01:26.000 --> 00:01:31.000]  你和我那個的屬靈的標準和狀況
[00:01:31.000 --> 00:01:33.000]  我們這樣的角度來看
[00:01:33.000 --> 00:01:37.000]  剛才大家讀過以弗所的教會
[00:01:37.000 --> 00:01:40.000]  菲拉鐵非的教會
[00:01:40.000 --> 00:01:44.000]  菲拉鐵非的教會究竟是一個怎樣的教會呢
[00:01:44.000 --> 00:01:46.000]  在菲拉鐵非這個城市裡面的教會
[00:01:46.000 --> 00:01:48.000]  大概給大家一幅這樣的圖畫
[00:01:48.000 --> 00:01:51.000]  菲拉鐵非的教會比較特別
[00:01:51.000 --> 00:01:56.000]  因為在我們主耶穌的信裡面
[00:01:56.000 --> 00:02:00.000]  他沒有任何的斥責的說話
[00:02:00.000 --> 00:02:01.000]  是罕有的
[00:02:01.000 --> 00:02:03.000]  我們見過在這七間教會裡面
[00:02:03.000 --> 00:02:05.000]  有些教會很醒目的
[00:02:05.000 --> 00:02:06.000]  很聰明的
[00:02:06.000 --> 00:02:07.000]  有些教會很富裕的
[00:02:07.000 --> 00:02:09.000]  有些教會很會看形勢
[00:02:09.000 --> 00:02:10.000]  搖風擺樓下
[00:02:10.000 --> 00:02:13.000]  懂得找位置就上的
[00:02:13.000 --> 00:02:17.000]  但是都被我們主耶穌罵過的
[00:02:17.000 --> 00:02:18.000]  很少不罵的
[00:02:18.000 --> 00:02:19.000]  這間就不罵的
[00:02:19.000 --> 00:02:21.000]  不罵當然很厲害
[00:02:21.000 --> 00:02:22.000]  這間教會
[00:02:22.000 --> 00:02:23.000]  沒有
[00:02:23.000 --> 00:02:24.000]  奇怪了
[00:02:24.000 --> 00:02:28.000]  耶穌基督只是用了一兩句的說話來描述
[00:02:28.000 --> 00:02:29.000]  總結來說
[00:02:29.000 --> 00:02:30.000]  第一
[00:02:30.000 --> 00:02:33.000]  耶穌基督說你這間教會
[00:02:33.000 --> 00:02:34.000]  第八節說
[00:02:34.000 --> 00:02:37.000]  只有一點點力量
[00:02:37.000 --> 00:02:41.000]  原文的意思更明顯
[00:02:41.000 --> 00:02:42.000]  有一點負面的
[00:02:42.000 --> 00:02:43.000]  意思就是說
[00:02:43.000 --> 00:02:45.000]  你只有一點點力量
[00:02:45.000 --> 00:02:47.000]  我們今天說的話來說
[00:02:47.000 --> 00:02:49.000]  很普通的
[00:02:49.000 --> 00:02:50.000]  很平凡
[00:02:50.000 --> 00:02:52.000]  在人的角度來看
[00:02:52.000 --> 00:02:53.000]  都是弱勢群體
[00:02:53.000 --> 00:02:57.000]  尤其是在一個非拉鐵非這麼繁華
[00:02:57.000 --> 00:02:59.000]  這麼富裕
[00:02:59.000 --> 00:03:02.000]  這麼懂得享受不受
[00:03:02.000 --> 00:03:04.000]  享受的一個城市裡面
[00:03:04.000 --> 00:03:07.000]  這個教會其實是一個很弱的
[00:03:07.000 --> 00:03:09.000]  很弱勢的群體
[00:03:09.000 --> 00:03:12.000]  非拉鐵非這個城市是很特別
[00:03:12.000 --> 00:03:14.000]  因為充滿了機會
[00:03:14.000 --> 00:03:18.000]  它是一個掌管東西溝通的一個城市
[00:03:18.000 --> 00:03:19.000]  所以很發達的
[00:03:19.000 --> 00:03:23.000]  它也是一個希臘羅馬文化很驕傲的城市
[00:03:23.000 --> 00:03:25.000]  因為他覺得這個城市
[00:03:25.000 --> 00:03:28.000]  是將他們文化上最偉大的東西
[00:03:28.000 --> 00:03:29.000]  傳到異邦
[00:03:29.000 --> 00:03:32.000]  就是比較文化低落的東方城市
[00:03:32.000 --> 00:03:34.000]  一個可以說是閘口的城市
[00:03:34.000 --> 00:03:36.000]  一個譬如說基圍
[00:03:36.000 --> 00:03:41.000]  是一個掌管著門檻
[00:03:41.000 --> 00:03:42.000]  所以聖經裡面說到
[00:03:42.000 --> 00:03:45.000]  耶穌基督說我是掌管著門口的
[00:03:45.000 --> 00:03:47.000]  關了門沒人能開門
[00:03:47.000 --> 00:03:51.000]  其實有一點跟這個城市的特色有關
[00:03:51.000 --> 00:03:53.000]  這個城市很有錢的
[00:03:53.000 --> 00:03:55.000]  但是又很享樂的
[00:03:55.000 --> 00:03:57.000]  為什麼呢?因為這個城市最出名的是出葡萄
[00:03:57.000 --> 00:03:59.000]  葡萄是擠酒的
[00:03:59.000 --> 00:04:01.000]  而這個城市的神就是酒神
[00:04:01.000 --> 00:04:03.000]  就是醉酒之神
[00:04:03.000 --> 00:04:07.000]  是他們夜夜笙歌在這裡狂歡的一個城市
[00:04:07.000 --> 00:04:10.000]  但是這個城市我覺得有點像香港
[00:04:10.000 --> 00:04:12.000]  因為它是很沒有安全感的
[00:04:12.000 --> 00:04:16.000]  為什麼呢?因為這個城市就在火山旁邊
[00:04:16.000 --> 00:04:18.000]  火山隨時都會爆
[00:04:18.000 --> 00:04:20.000]  而且歷史記載裡面有幾次爆
[00:04:20.000 --> 00:04:21.000]  整個城市都被蓋住了
[00:04:21.000 --> 00:04:22.000]  什麼都沒有了
[00:04:22.000 --> 00:04:23.000]  又有時候會有地震
[00:04:23.000 --> 00:04:25.000]  所以一方面夜夜笙歌
[00:04:25.000 --> 00:04:27.000]  但求今日
[00:04:27.000 --> 00:04:28.000]  充滿機會
[00:04:28.000 --> 00:04:31.000]  不過又知道心底裡很沒有安全感
[00:04:31.000 --> 00:04:32.000]  一個這樣的城市裡面
[00:04:32.000 --> 00:04:35.000]  一個很弱小的群體
[00:04:35.000 --> 00:04:37.000]  這個飛拉鐵飛的教會
[00:04:37.000 --> 00:04:39.000]  究竟有什麼作為呢?
[00:04:39.000 --> 00:04:40.000]  我們發覺
[00:04:40.000 --> 00:04:41.000]  在我們的主耶穌
[00:04:41.000 --> 00:04:42.000]  在神的眼中
[00:04:42.000 --> 00:04:45.000]  看來你雖然只有一點點力量
[00:04:45.000 --> 00:04:49.000]  不過耶穌說我知道你的行為
[00:04:49.000 --> 00:04:50.000]  這個不是斥詐說話
[00:04:50.000 --> 00:04:51.000]  是一個稱讚說話
[00:04:51.000 --> 00:04:54.000]  你有些屬靈的質素
[00:04:54.000 --> 00:04:55.000]  在我眼中
[00:04:55.000 --> 00:04:57.000]  你只要有這個屬靈的質素
[00:04:57.000 --> 00:04:58.000]  在世人的眼中
[00:04:58.000 --> 00:05:00.000]  你只不過很平凡的話
[00:05:00.000 --> 00:05:01.000]  在我的眼中
[00:05:01.000 --> 00:05:04.000]  你就能夠成為很重要很重要的城市
[00:05:04.000 --> 00:05:07.000]  因為在耶穌基督的預言裡面
[00:05:07.000 --> 00:05:10.000]  他說將來那些曾經壓迫你的
[00:05:10.000 --> 00:05:12.000]  看不起你的
[00:05:12.000 --> 00:05:14.000]  有一天他要跪拜在你的面前
[00:05:14.000 --> 00:05:15.000]  這是第一個
[00:05:15.000 --> 00:05:16.000]  剛才我們所讀到的
[00:05:16.000 --> 00:05:17.000]  第二
[00:05:17.000 --> 00:05:20.000]  我要將你的名字刻在一條柱子
[00:05:20.000 --> 00:05:21.000]  放在我的殿裡面
[00:05:21.000 --> 00:05:23.000]  這個是當時也很習慣的
[00:05:23.000 --> 00:05:26.000]  如果有哪個人有了大的功勞
[00:05:26.000 --> 00:05:28.000]  哪個人能夠很厲害的話
[00:05:28.000 --> 00:05:29.000]  想表揚的話
[00:05:29.000 --> 00:05:30.000]  2000年前
[00:05:30.000 --> 00:05:32.000]  又沒有電郵又沒有報紙
[00:05:32.000 --> 00:05:33.000]  又沒有電台
[00:05:33.000 --> 00:05:34.000]  那怎麼表揚呢?
[00:05:34.000 --> 00:05:35.000]  這次我會將他的名字
[00:05:35.000 --> 00:05:36.000]  刻在一條柱子裡
[00:05:36.000 --> 00:05:38.000]  放在神廟裡面
