
[00:00:00.000 --> 00:00:02.000]  俗語有句說話
[00:00:02.000 --> 00:00:05.000]  不怕生壞命
[00:00:05.000 --> 00:00:07.000]  接著怎樣
[00:00:07.000 --> 00:00:09.000]  有多少人聽過這句說話的
[00:00:09.000 --> 00:00:10.000]  可不可以舉手
[00:00:10.000 --> 00:00:12.000]  有多少人同意這句說話的
[00:00:12.000 --> 00:00:14.000]  可不可以舉手
[00:00:14.000 --> 00:00:17.000]  不是很多人同意
[00:00:17.000 --> 00:00:21.000]  話說
[00:00:21.000 --> 00:00:23.000]  有一個家庭
[00:00:23.000 --> 00:00:25.000]  姓蘇的
[00:00:25.000 --> 00:00:29.000]  這個爸爸呢
[00:00:29.000 --> 00:00:33.000]  他的仕途不是很稱心如意
[00:00:33.000 --> 00:00:36.000]  所以他就將他的寄望
[00:00:36.000 --> 00:00:40.000]  全部寄託在子女身上
[00:00:40.000 --> 00:00:45.000]  當他生了第一個兒子出來之後
[00:00:45.000 --> 00:00:47.000]  他感覺到
[00:00:47.000 --> 00:00:49.000]  心中一些的意願
[00:00:49.000 --> 00:00:51.000]  希望在子女身上
[00:00:51.000 --> 00:00:53.000]  能得到成就
[00:00:53.000 --> 00:00:55.000]  所以那個時間
[00:00:55.000 --> 00:00:57.000]  雖然還沒有生那麼多兒子
[00:00:57.000 --> 00:00:59.000]  他已經預先想著
[00:00:59.000 --> 00:01:01.000]  要生四個兒子
[00:01:01.000 --> 00:01:04.000]  一個兒子叫阿聰
[00:01:04.000 --> 00:01:07.000]  一個兒子叫明
[00:01:07.000 --> 00:01:11.000]  一個兒子叫睿
[00:01:11.000 --> 00:01:14.000]  一個兒子叫智
[00:01:14.000 --> 00:01:16.000]  聰明
[00:01:16.000 --> 00:01:18.000]  他希望子女都聰明
[00:01:18.000 --> 00:01:21.000]  睿呢就是做皇帝
[00:01:21.000 --> 00:01:24.000]  智呢就是做宰相
[00:01:24.000 --> 00:01:26.000]  換句話來說
[00:01:26.000 --> 00:01:29.000]  希望這四個兒子出人頭地
[00:01:29.000 --> 00:01:31.000]  皇帝宰相
[00:01:31.000 --> 00:01:33.000]  全部都立了
[00:01:33.000 --> 00:01:36.000]  很可惜呢
[00:01:36.000 --> 00:01:39.000]  四個兒子生就是生了
[00:01:39.000 --> 00:01:43.000]  但是並非如他的意願那樣
[00:01:43.000 --> 00:01:46.000]  一個做皇帝一個做宰相
[00:01:46.000 --> 00:01:47.000]  另外那些呢
[00:01:47.000 --> 00:01:49.000]  就是狀元
[00:01:49.000 --> 00:01:52.000]  絕對不是
[00:01:52.000 --> 00:01:54.000]  而是什麼呢
[00:01:55.000 --> 00:01:58.000]  本來做皇帝的那個
[00:01:58.000 --> 00:02:00.000]  就去了做牧師
[00:02:00.000 --> 00:02:03.000]  做宰相的那個呢
[00:02:03.000 --> 00:02:06.000]  幾年之後都做了牧師
[00:02:06.000 --> 00:02:10.000]  他老人家那時候已經死了
[00:02:10.000 --> 00:02:12.000]  他不是很清楚
[00:02:12.000 --> 00:02:15.000]  後面的結局竟然是這樣
[00:02:15.000 --> 00:02:19.000]  所以這個人
[00:02:19.000 --> 00:02:20.000]  在人看來呢
[00:02:20.000 --> 00:02:22.000]  好像是一個很失敗的家庭
[00:02:22.000 --> 00:02:25.000]  但是老人家臨死的時候
[00:02:25.000 --> 00:02:26.000]  他都信了耶穌
[00:02:26.000 --> 00:02:28.000]  所以我相信他呢
[00:02:28.000 --> 00:02:30.000]  是應該引兩個兒子為榮的
[00:02:30.000 --> 00:02:32.000]  另外有一個人
[00:02:32.000 --> 00:02:35.000]  改了女兒的名字叫做多瑜
[00:02:35.000 --> 00:02:37.000]  為什麼呢
[00:02:37.000 --> 00:02:39.000]  就是因為
[00:02:39.000 --> 00:02:42.000]  在台灣
[00:02:42.000 --> 00:02:44.000]  在他們的族系裡面
[00:02:44.000 --> 00:02:46.000]  一直以為是男人
[00:02:46.000 --> 00:02:48.000]  才可以繼承衣缽
[00:02:48.000 --> 00:02:51.000]  在他們的村子當中
[00:02:51.000 --> 00:02:53.000]  很重視男人
[00:02:53.000 --> 00:02:55.000]  很可惜
[00:02:55.000 --> 00:02:58.000]  這個老人家的兒子呢
[00:02:58.000 --> 00:02:59.000]  結婚之後
[00:02:59.000 --> 00:03:02.000]  連生七個都是女兒
[00:03:02.000 --> 00:03:05.000]  所以他就堅持
[00:03:05.000 --> 00:03:07.000]  一定要追回那個兒子
[00:03:07.000 --> 00:03:11.000]  叫那個兒子和媳婦繼續生
[00:03:11.000 --> 00:03:13.000]  繼續努力
[00:03:13.000 --> 00:03:15.000]  誰知道去到第八個
[00:03:15.000 --> 00:03:16.000]  生了出來
[00:03:16.000 --> 00:03:18.000]  老人家去到醫院
[00:03:18.000 --> 00:03:20.000]  一知道原來又是女兒
[00:03:20.000 --> 00:03:22.000]  的時候
[00:03:22.000 --> 00:03:24.000]  就嘆了一句
[00:03:24.000 --> 00:03:26.000]  多瑜
[00:03:26.000 --> 00:03:29.000]  兒子非常聽話
[00:03:29.000 --> 00:03:31.000]  就將女兒的名字
[00:03:31.000 --> 00:03:33.000]  改了做多瑜
[00:03:33.000 --> 00:03:35.000]  這個名字
[00:03:35.000 --> 00:03:37.000]  是這個老人家
[00:03:37.000 --> 00:03:39.000]  發怨氣
[00:03:39.000 --> 00:03:41.000]  怨出來的
[00:03:41.000 --> 00:03:43.000]  我十幾年前
[00:03:43.000 --> 00:03:45.000]  去到中原
[00:03:45.000 --> 00:03:47.000]  培訓的時候
[00:03:47.000 --> 00:03:48.000]  吃飯期間
[00:03:48.000 --> 00:03:50.000]  有一個老人家來聊天
[00:03:50.000 --> 00:03:52.000]  和他傳福音
[00:03:52.000 --> 00:03:54.000]  帶了一封信
[00:03:54.000 --> 00:03:57.000]  他信得住
