
[00:00:00.000 --> 00:00:02.000]  (字幕:梁靜茹)
[00:00:03.000 --> 00:00:04.000]  各位觀眾早安
[00:00:04.000 --> 00:00:07.000]  最近大家都有點緊張吧
[00:00:07.000 --> 00:00:10.000]  不過不怕 有主的恩典
[00:00:10.000 --> 00:00:12.000]  神是活著的
[00:00:12.000 --> 00:00:13.000]  剛才那首詩很好
[00:00:13.000 --> 00:00:14.000]  因為主活著
[00:00:14.000 --> 00:00:16.000]  所以我們可以面向未來
[00:00:16.000 --> 00:00:20.000]  今天和大家思想這段經文
[00:00:20.000 --> 00:00:25.000]  剛才那段經文是尼西米的一篇祈禱文
[00:00:25.000 --> 00:00:30.000]  如果我們看回這篇祈禱文之所以出現
[00:00:30.000 --> 00:00:32.000]  有少少背景我們才知道
[00:00:32.000 --> 00:00:37.000]  大概主前597年猶太人第一次被擄
[00:00:37.000 --> 00:00:42.000]  然後過了十年之後再一次被擄
[00:00:42.000 --> 00:00:47.000]  第一次被擄大部分都是貴族
[00:00:47.000 --> 00:00:49.000]  比較敬虔的 比較好的
[00:00:49.000 --> 00:00:51.000]  去了巴比倫
[00:00:51.000 --> 00:00:52.000]  第二次就很慘
[00:00:52.000 --> 00:00:56.000]  因為第二次是毀滅了耶路撒冷
[00:00:56.000 --> 00:00:59.000]  剩下的有三分之一去了埃及
[00:00:59.000 --> 00:01:03.000]  有三分之一被擄到巴比倫
[00:01:03.000 --> 00:01:06.000]  而三分之一最窮的留在了耶路撒冷
[00:01:06.000 --> 00:01:09.000]  這個我們都知道
[00:01:09.000 --> 00:01:12.000]  但過了大約60年之後
[00:01:12.000 --> 00:01:15.000]  巴比倫就亡了
[00:01:15.000 --> 00:01:19.000]  波斯古列就頒布第一次
[00:01:19.000 --> 00:01:21.000]  波斯的政策不同
[00:01:21.000 --> 00:01:24.000]  所以他容許被擄的人回到原地
[00:01:24.000 --> 00:01:26.000]  這個就是聖經所記載的
[00:01:26.000 --> 00:01:27.000]  秘魯60年
[00:01:27.000 --> 00:01:30.000]  他回到原地之後
[00:01:30.000 --> 00:01:33.000]  當時很困難
[00:01:33.000 --> 00:01:35.000]  他們想建聖殿
[00:01:35.000 --> 00:01:37.000]  很艱難去建聖殿
[00:01:37.000 --> 00:01:42.000]  雖然聖殿很重要
[00:01:42.000 --> 00:01:44.000]  但他們太窮了 太辛苦了
[00:01:44.000 --> 00:01:46.000]  所以建了幾次
[00:01:46.000 --> 00:01:48.000]  直到520年
[00:01:48.000 --> 00:01:52.000]  索羅巴伯下蓋撒加利亞
[00:01:52.000 --> 00:01:55.000]  鼓勵之下就重建聖殿
[00:01:55.000 --> 00:01:56.000]  有了敬佩的地方
[00:01:56.000 --> 00:01:58.000]  有了凝聚猶太人的地方
[00:01:58.000 --> 00:02:01.000]  原來的猶太人很開心
[00:02:01.000 --> 00:02:04.000]  但是整個猶太人的民族
[00:02:04.000 --> 00:02:06.000]  在當時非常艱難
[00:02:06.000 --> 00:02:07.000]  很窮
[00:02:07.000 --> 00:02:10.000]  還有本地的猶太人
[00:02:10.000 --> 00:02:12.000]  是習染了很多的拜偶像
[00:02:12.000 --> 00:02:15.000]  結果在宗教上很放任
[00:02:15.000 --> 00:02:17.000]  風氣又很差
[00:02:17.000 --> 00:02:19.000]  品質又很差
[00:02:19.000 --> 00:02:20.000]  聖經記載
[00:02:20.000 --> 00:02:21.000]  有了聖殿
[00:02:21.000 --> 00:02:23.000]  不尊敬上帝
[00:02:23.000 --> 00:02:26.000]  將殘疾的東西獻給上帝
[00:02:26.000 --> 00:02:28.000]  並且任意的
[00:02:28.000 --> 00:02:30.000]  娶當地的女子為妻
[00:02:30.000 --> 00:02:33.000]  到尼希米的時候
[00:02:33.000 --> 00:02:37.000]  已經是回歸之後93年
[00:02:37.000 --> 00:02:39.000]  是445年
[00:02:39.000 --> 00:02:40.000]  是很後的
[00:02:40.000 --> 00:02:43.000]  尼希米就到以色列
[00:02:43.000 --> 00:02:45.000]  尼希米回來做什麼呢
[00:02:45.000 --> 00:02:47.000]  是要重建城牆
[00:02:47.000 --> 00:02:49.000]  我們要知道
[00:02:49.000 --> 00:02:51.000]  尼希米如果剛才讀聖經
[00:02:51.000 --> 00:02:54.000]  他是王的酒政
[00:02:54.000 --> 00:02:56.000]  他可以說是
[00:02:56.000 --> 00:02:58.000]  波斯王最信任的
[00:02:58.000 --> 00:03:00.000]  不過他是猶太人
[00:03:00.000 --> 00:03:03.000]  當他做王的酒政的時候
[00:03:03.000 --> 00:03:06.000]  他就聽到他的鄉下發生事情
[00:03:06.000 --> 00:03:07.000]  剛才的經文
[00:03:07.000 --> 00:03:09.000]  主席為我們讀了
[00:03:09.000 --> 00:03:10.000]  有弟兄回來
[00:03:10.000 --> 00:03:13.000]  他就問耶路撒冷怎麼樣
[00:03:13.000 --> 00:03:15.000]  他說耶路撒冷遭大患
[00:03:15.000 --> 00:03:17.000]  城牆被拆了
[00:03:17.000 --> 00:03:19.000]  清門被燒了
[00:03:19.000 --> 00:03:21.000]  尼希米很難過
[00:03:21.000 --> 00:03:23.000]  表面看來
[00:03:23.000 --> 00:03:25.000]  尼希米的難過
[00:03:25.000 --> 00:03:27.000]  和身份
[00:03:27.000 --> 00:03:29.000]  和他當時所做的事
[00:03:29.000 --> 00:03:31.000]  是不可以分開的
[00:03:31.000 --> 00:03:33.000]  還有
[00:03:33.000 --> 00:03:35.000]  尼希米做大官
[00:03:35.000 --> 00:03:37.000]  他是哪一個的大官
[00:03:37.000 --> 00:03:40.000]  他是波斯王古烈的大官
[00:03:40.000 --> 00:03:41.000]  這個時候
[00:03:41.000 --> 00:03:44.000]  猶太人回到耶路撒冷
[00:03:44.000 --> 00:03:45.000]  重建聖殿
[00:03:45.000 --> 00:03:47.000]  但是被人欺負
[00:03:47.000 --> 00:03:49.000]  所以他們很想重建城牆
[00:03:49.000 --> 00:03:50.000]  保護自己
[00:03:50.000 --> 00:03:53.000]  使得這個社區不用流散
[00:03:53.000 --> 00:03:56.000]  沒有城牆就像睡街一樣
[00:03:56.000 --> 00:03:57.000]  隨便進來
[00:03:57.000 --> 00:03:59.000]  人們欺負他們
[00:03:59.000 --> 00:04:01.000]  所以他們想重建城牆
[00:04:01.000 --> 00:04:03.000]  於是那幫猶太人
[00:04:03.000 --> 00:04:04.000]  很辛苦重建城牆
