
[00:00:00.000 --> 00:00:02.000]  (字幕組: 梁家騮)
[00:00:03.000 --> 00:00:09.000]  (梁家騮) 各位好,我就不想介紹太多,
[00:00:09.000 --> 00:00:16.000]  我可以說《一百記》其實是一個我覺得最難的書,
[00:00:16.000 --> 00:00:21.000]  我沒有辦法把握這四堂課可以告訴大家怎樣,
[00:00:21.000 --> 00:00:28.000]  但我們都試試吧,其實我的責任不是要大家明白,
[00:00:28.000 --> 00:00:36.000]  我責任是想告訴大家,正經說了什麼,明明可能是神的工作,
[00:00:36.000 --> 00:00:42.000]  其實有幾個原因為什麼《一百記》這麼困難,
[00:00:42.000 --> 00:00:46.000]  第一是很爭論性,如果你查一下書,
[00:00:46.000 --> 00:00:49.000]  你就知道每個人的看法都不同,很不同,
[00:00:49.000 --> 00:00:52.000]  這個可能只是代表它很豐富,
[00:00:52.000 --> 00:00:56.000]  很多不同的角度來看這本書都可以,
[00:00:56.000 --> 00:01:01.000]  另外就是它的信息本身真的不是那麼容易掌握,
[00:01:01.000 --> 00:01:04.000]  比較傳道書,傳道書其實我們知道它說什麼,
[00:01:04.000 --> 00:01:10.000]  雖然它都不太通,或者不太接受,或者不太明白,
[00:01:10.000 --> 00:01:14.000]  但《一百記》連它想說什麼都不是很肯定,
[00:01:14.000 --> 00:01:23.000]  這個才是困難,另外我相信《一百記》是一個很高的境界,
[00:01:23.000 --> 00:01:27.000]  就算它說得明白,你都要去到那裡,
[00:01:27.000 --> 00:01:32.000]  所以這個是驚動,不需要怕,
[00:01:32.000 --> 00:01:36.000]  《一百記》寫得這麼麻煩,這麼深,其實不一定,
[00:01:36.000 --> 00:01:42.000]  它就是一個很豐富和很高境界的文學,
[00:01:42.000 --> 00:01:48.000]  很多學者都認為這是全世界寫得最好的一本書,
[00:01:48.000 --> 00:01:52.000]  所以就是這樣,我想今天用一點時間,
[00:01:52.000 --> 00:01:58.000]  首先交代一個我覺得是看了《一百記》和傳道書都是,
[00:01:58.000 --> 00:02:05.000]  一個很重要的關鍵,就是大家的講義的尾端,
[00:02:05.000 --> 00:02:10.000]  就是《一百記》的創造觀念,
[00:02:10.000 --> 00:02:17.000]  我相信智慧文學就是從創造的角度來說,
[00:02:17.000 --> 00:02:24.000]  我想交代一點,不然我們就不知道它說什麼,
[00:02:24.000 --> 00:02:29.000]  創造這個觀念我們比較少說,
[00:02:29.000 --> 00:02:33.000]  所以可能要用一點時間說一下,
[00:02:33.000 --> 00:02:39.000]  我覺得有兩個進路,一個就是救贖,一個就是創造,
[00:02:39.000 --> 00:02:43.000]  我們的主是救贖主也是創造主,
[00:02:43.000 --> 00:02:47.000]  這個其實是沒有分割的,
[00:02:47.000 --> 00:02:52.000]  不過事實上我們分開去想是會清楚一點,
[00:02:52.000 --> 00:02:59.000]  我們很多人對《一百記》的困難地方就是將救贖的觀念放進去,
[00:02:59.000 --> 00:03:03.000]  其實它完全沒有說救贖,這個我們慢慢要再看看,
[00:03:03.000 --> 00:03:07.000]  傳道書也是,我們稍後會說一下創造和救贖,
[00:03:07.000 --> 00:03:12.000]  有兩個很不同的角度去看,
[00:03:12.000 --> 00:03:17.000]  我嘗試從創造的角度去看,
[00:03:17.000 --> 00:03:20.000]  我分開幾方面,第一就是啟示的途徑,
[00:03:20.000 --> 00:03:25.000]  它是要透過創造的人生來告訴我們,
[00:03:25.000 --> 00:03:30.000]  所以有一個基本的分別就是救贖就是超然,
[00:03:30.000 --> 00:03:32.000]  救贖就是不屬於人的,
[00:03:32.000 --> 00:03:35.000]  人救不了自己的,一定是神介入的,
[00:03:35.000 --> 00:03:37.000]  一定是一個超自然的介入,
[00:03:37.000 --> 00:03:39.000]  但創造就不是了,
[00:03:39.000 --> 00:03:41.000]  創造就是我們做的人生,
[00:03:41.000 --> 00:03:45.000]  它很喜歡用人生的體會來告訴我們,
[00:03:45.000 --> 00:03:48.000]  你看舊約,
[00:03:48.000 --> 00:03:52.000]  譬如摩西五經,西乃山是神超然,
[00:03:52.000 --> 00:03:54.000]  跟摩西說話,
[00:03:54.000 --> 00:03:55.000]  天之也是,
[00:03:55.000 --> 00:04:01.000]  這些異象是神特別的跟他們說話,
[00:04:01.000 --> 00:04:05.000]  但智慧文學就不是這樣,
[00:04:05.000 --> 00:04:11.000]  智慧文學是透過他們自己的智者,自己人生的體驗寫出來的,
[00:04:11.000 --> 00:04:14.000]  所以很多人都不只看得起,
[00:04:14.000 --> 00:04:17.000]  這些好像是人的經驗,
[00:04:17.000 --> 00:04:20.000]  不過我們相信,這是我們的信念,
[00:04:20.000 --> 00:04:22.000]  就是神正面感動他們,
[00:04:22.000 --> 00:04:24.000]  所以他們寫的都是神想他們寫的東西,
[00:04:24.000 --> 00:04:25.000]  所以沒有問題的,
[00:04:25.000 --> 00:04:27.000]  不過約伯記也是這樣的,
[00:04:27.000 --> 00:04:32.000]  都是經過約伯受苦的經歷來寫出來的,
[00:04:32.000 --> 00:04:35.000]  不是說有天神給異象給約伯,
[00:04:35.000 --> 00:04:37.000]  或者說是那個作者寫出來的,
[00:04:37.000 --> 00:04:39.000]  不是這樣的,
