
[00:00:00.000 --> 00:00:06.000]  各位弟兄姊妹 主內平安
[00:00:06.000 --> 00:00:13.000]  我們因為香港的疫情防疫的措施
[00:00:13.000 --> 00:00:17.000]  需要在網上舉行主日崇拜
[00:00:17.000 --> 00:00:23.000]  所以今天我們的講道都是錄影
[00:00:23.000 --> 00:00:28.000]  在網上來分享神的話語
[00:00:28.000 --> 00:00:33.000]  今天我選擇了一段經文
[00:00:33.000 --> 00:00:36.000]  或者一卷舊約的書卷
[00:00:36.000 --> 00:00:42.000]  是大家可能很不熟悉 很陌生的都未定
[00:00:42.000 --> 00:00:45.000]  「俄巴底亞書」
[00:00:45.000 --> 00:00:50.000]  「王權屬於上主」
[00:00:50.000 --> 00:00:55.000]  你會說21章還是節呀
[00:00:55.000 --> 00:00:58.000]  如果你這樣問
[00:00:58.000 --> 00:01:03.000]  那真是對俄巴底亞書很陌生
[00:01:03.000 --> 00:01:07.000]  俄巴底亞書其實只有一章
[00:01:07.000 --> 00:01:11.000]  俄巴底亞書是屬於
[00:01:11.000 --> 00:01:18.000]  在舊約聖經十二卷先知書
[00:01:18.000 --> 00:01:22.000]  我們今天就叫它做小先知書
[00:01:22.000 --> 00:01:28.000]  其實猶太人的聖經沒有這個小字
[00:01:28.000 --> 00:01:33.000]  十二先知書就由荷西亞書開始
[00:01:33.000 --> 00:01:36.000]  這裡用了他們的簡稱
[00:01:36.000 --> 00:01:43.000]  「荷爾摩、俄拿尼、紅合番、蓋亞瑪」
[00:01:43.000 --> 00:01:45.000]  打開聖經舊約的目錄
[00:01:45.000 --> 00:01:48.000]  這十二卷最後的先知書
[00:01:48.000 --> 00:01:52.000]  俄巴底亞書是屬於第四卷
[00:01:52.000 --> 00:01:58.000]  在約拿書之前 在亞摩斯書之後
[00:01:58.000 --> 00:02:01.000]  剛才我們說俄巴底亞書只有一章
[00:02:01.000 --> 00:02:03.000]  所以你找的時候都要小心
[00:02:03.000 --> 00:02:05.000]  很容易會翻過
[00:02:05.000 --> 00:02:08.000]  不過在舊約聖經裡就只有一卷
[00:02:08.000 --> 00:02:11.000]  俄巴底亞書是一章
[00:02:11.000 --> 00:02:16.000]  所以通常我們說第幾節就不用說第幾章
[00:02:16.000 --> 00:02:17.000]  就是這個意思
[00:02:17.000 --> 00:02:24.000]  新約聖經四卷的書卷都只有一章
[00:02:24.000 --> 00:02:27.000]  「肥利門書」保羅書信最後的一卷
[00:02:27.000 --> 00:02:33.000]  約翰的書信二書、三書都只有一章
[00:02:33.000 --> 00:02:39.000]  猶大書啟示錄之前又只有一章
[00:02:39.000 --> 00:02:43.000]  俄巴底亞書說甚麼呢?
[00:02:43.000 --> 00:02:45.000]  因為只有一章的聖經
[00:02:45.000 --> 00:02:49.000]  所以我們可以很容易掌握
[00:02:49.000 --> 00:02:53.000]  全卷書的主題訊息
[00:02:53.000 --> 00:02:55.000]  如果長一點的話
[00:02:55.000 --> 00:02:58.000]  一堂崇拜三十分鐘
[00:02:58.000 --> 00:03:04.000]  我們只能夠選其中的重點去講解
[00:03:04.000 --> 00:03:08.000]  不過俄巴底亞書一章的經文
[00:03:08.000 --> 00:03:12.000]  二十一節剛才我們引用的題目
[00:03:13.000 --> 00:03:18.000]  「王權屬於上主」
[00:03:18.000 --> 00:03:24.000]  是它最後結束在二十一節的最後一句
[00:03:24.000 --> 00:03:29.000]  但是俄巴底亞書其實我們不難掌握
[00:03:29.000 --> 00:03:32.000]  它的結構、分段
[00:03:32.000 --> 00:03:39.000]  從其中可以找到它的主題、焦點
[00:03:39.000 --> 00:03:46.000]  因為俄巴底亞書的中間十二、十三、十四節
[00:03:46.000 --> 00:03:58.000]  很清楚八句重覆開頭的段落
[00:03:58.000 --> 00:04:06.000]  這八句話都是從「你不應該」開始
[00:04:06.000 --> 00:04:10.000]  十二節三句
[00:04:10.000 --> 00:04:12.000]  十三節又有三句
[00:04:12.000 --> 00:04:16.000]  十四節有兩句
[00:04:16.000 --> 00:04:23.000]  不過我們嘗試把它分開三個小段落
[00:04:23.000 --> 00:04:26.000]  我們認為十二節沒錯
[00:04:26.000 --> 00:04:34.000]  開頭這三句是屬於中間部分的三分一
[00:04:34.000 --> 00:04:41.000]  因為它都是在「你不應該」前面有個連接詞
[00:04:41.000 --> 00:04:42.000]  我們翻譯
[00:04:42.000 --> 00:04:46.000]  如果嘗試翻譯得清楚一點
[00:04:46.000 --> 00:04:53.000]  我們會說「你也不應觀看在你兄弟的日子
[00:04:53.000 --> 00:04:56.000]  在他艱難的日子
[00:04:56.000 --> 00:05:02.000]  你也不應對猶大眾子幸災樂禍
[00:05:02.000 --> 00:05:05.000]  在他們毀滅的日子
[00:05:05.000 --> 00:05:13.000]  你也不應張大你的口在困厄的日子」
[00:05:13.000 --> 00:05:17.000]  和諧本的翻譯比較通順
[00:05:17.000 --> 00:05:26.000]  不過放棄了跟著希伯來文的次序來翻譯
[00:05:26.000 --> 00:05:33.000]  例如十二節和諧本說「你兄弟遭難的日子
[00:05:33.000 --> 00:05:37.000]  你不當登眼看著」
[00:05:37.000 --> 00:05:38.000]  很通順
[00:05:38.000 --> 00:05:43.000]  不過它將後面三分二的這句話放在前面
[00:05:43.000 --> 00:05:48.000]  看不到「你也不應」的開頭
[00:05:48.000 --> 00:05:50.000]  十二節的第二句說
[00:05:50.000 --> 00:05:55.000]  「你也不應對猶大眾子幸災樂禍
[00:05:55.000 --> 00:05:59.000]  在他們毀滅的日子」
[00:05:59.000 --> 00:06:09.000]  第三句「你也不應張大你的口在困厄的日子」
[00:06:09.000 --> 00:06:14.000]  十三節最後的一句和十四節那兩句
[00:06:14.000 --> 00:06:20.000]  也呼應十二節開頭的這三句
[00:06:20.000 --> 00:06:26.000]  都是用「你也不應」開始
[00:06:26.000 --> 00:06:35.000]  「你也不應對他的財富垂延在他禍患的日子
[00:06:35.000 --> 00:06:42.000]  你也不應站在路口去剪除他的逃亡者
[00:06:42.000 --> 00:06:51.000]  你也不應交出他的生還者在困厄的日子」
[00:06:51.000 --> 00:06:53.000]  所以很工整
[00:06:53.000 --> 00:06:57.000]  「你也不應」開頭三句
[00:06:57.000 --> 00:06:58.000]  最後三句
[00:06:58.000 --> 00:07:01.000]  中間沒有「也」字
[00:07:01.000 --> 00:07:03.000]  沒有連接詞了
[00:07:03.000 --> 00:07:05.000]  十三節的開頭兩句是
[00:07:05.000 --> 00:07:12.000]  「你也不應進入我子民的城門在他們禍患的日子
[00:07:12.000 --> 00:07:22.000]  你也不應觀看竟然是你他的惡事在他禍患的日子」
[00:07:22.000 --> 00:07:27.000]  所以為何我們會說前面三句、後面三句、中間兩句
[00:07:27.000 --> 00:07:29.000]  就是連接詞
[00:07:29.000 --> 00:07:33.000]  開頭出現、後面出現、中間沒有出現
[00:07:33.000 --> 00:07:41.000]  這樣的結構非常整齊、對稱
[00:07:41.000 --> 00:07:43.000]  傳統分節
[00:07:43.000 --> 00:07:54.000]  十三節將第六句「你也不應」納在十三節三句
[00:07:54.000 --> 00:08:04.000]  大概是因為這三句話都是重複「禍患的日子」
[00:08:04.000 --> 00:08:12.000]  「禍患的日子」重複三次出現
