
[00:00:00.000 --> 00:00:08.300]  今天想跟大家講《約伯記的日子》的第二講
[00:00:08.300 --> 00:00:12.020]  我給了一個題目叫做
[00:00:12.020 --> 00:00:18.140]  人間的悲劇與天上的遺忘
[00:00:18.140 --> 00:00:22.220]  如果你上一次有聽我講約伯記
[00:00:22.220 --> 00:00:28.160]  你都會知道我最後就跟大家嘗試去解開
[00:00:28.160 --> 00:00:31.480]  耶和華神在旋風當中
[00:00:31.480 --> 00:00:40.960]  對約伯這個好人、義人受苦的難題的解答
[00:00:40.960 --> 00:00:45.060]  我們說神的解答根本就不是一個解答
[00:00:45.060 --> 00:00:48.900]  祂不是回答不了而是提出更多的問題
[00:00:48.900 --> 00:00:55.140]  這些問題是給約伯不是一個理論的回答
[00:00:55.140 --> 00:00:57.140]  就是為什麼人受苦
[00:00:57.140 --> 00:00:59.140]  而是我都講過
[00:00:59.140 --> 00:01:05.760]  經常在受苦當中最重要是一個實存的解決和感受
[00:01:05.760 --> 00:01:10.220]  我很痛苦 你不要解釋給我聽為什麼為什麼為什麼
[00:01:10.220 --> 00:01:12.720]  我需要問怎麼做怎麼做怎麼做
[00:01:12.720 --> 00:01:17.080]  我怎麼熬呢? 怎麼可以去能夠過這些日子
[00:01:17.080 --> 00:01:21.540]  神真是很有智慧的 所以祂沒有解釋給你聽
[00:01:21.540 --> 00:01:23.300]  為什麼你會受苦
[00:01:23.300 --> 00:01:28.740]  因為最重要其實就是我們很多時候最掙扎
[00:01:28.740 --> 00:01:30.740]  或者是沒有辦法得到的答案
[00:01:30.740 --> 00:01:33.160]  就是因為我們不明白為什麼受苦
[00:01:33.160 --> 00:01:37.100]  但是神想約伯明白一樣更加重要的事情
[00:01:37.100 --> 00:01:40.360]  就是人可以明白多少事情呢?
[00:01:40.360 --> 00:01:44.240]  你看到的 就算你最聰明
[00:01:44.240 --> 00:01:46.240]  好像你的朋友那樣
[00:01:46.240 --> 00:01:49.200]  我們今天看的時候
[00:01:49.200 --> 00:01:52.200]  我們說這幾個朋友跟約伯所講的話
[00:01:52.200 --> 00:01:55.200]  他的朋友真是很不聰明的
[00:01:55.200 --> 00:01:58.120]  不僅是方法錯誤 而且他的解決
[00:01:58.120 --> 00:02:01.720]  他的立場都很多漏洞
[00:02:01.720 --> 00:02:05.000]  所以人就是人 人總有漏洞
[00:02:05.000 --> 00:02:07.000]  我們今天看到多少
[00:02:07.000 --> 00:02:10.280]  我們所發生在我身上的事情呢?
[00:02:10.280 --> 00:02:13.400]  所以我們上一次就想跟大家講
[00:02:13.400 --> 00:02:16.760]  就是約伯要表達的就是
[00:02:16.760 --> 00:02:19.260]  神最想約伯明白的是
[00:02:19.260 --> 00:02:23.280]  你看到些什麼 還有我看到些什麼
[00:02:23.280 --> 00:02:29.260]  你知道多少 還有神說我知道多少
[00:02:29.260 --> 00:02:33.180]  當人有這種能夠放下
[00:02:33.180 --> 00:02:35.840]  承認自己所了解的
[00:02:35.840 --> 00:02:40.760]  只不過是一個千百萬的事件裡面
[00:02:40.760 --> 00:02:43.440]  其中一個小部分的話
[00:02:43.440 --> 00:02:46.340]  我們的心就可以放下
[00:02:46.340 --> 00:02:51.520]  放下就因為作為一個有信仰神的人
[00:02:51.520 --> 00:02:52.840]  能夠放下
[00:02:52.840 --> 00:02:57.580]  不是說我沒得說了 我是不明白的了
[00:02:57.580 --> 00:03:00.240]  有些事情我看好像偶然這樣
[00:03:00.240 --> 00:03:02.740]  然後神說不是偶然的
[00:03:02.740 --> 00:03:07.020]  最重要是終極有一個信念和一個信任
[00:03:07.020 --> 00:03:10.740]  就是這個宇宙並不是雜亂無章
[00:03:10.740 --> 00:03:13.240]  偶然發生的 神說
[00:03:13.240 --> 00:03:16.540]  這些野牛、這些獅子
[00:03:16.540 --> 00:03:21.040]  絕對不是偶然發生的動作
[00:03:21.040 --> 00:03:25.280]  這些全部在它身體的結構創造的時候
[00:03:25.280 --> 00:03:27.380]  大自然的生鏽
[00:03:27.380 --> 00:03:33.000]  所有的我們以為是偶然的、自然的、野生的東西
[00:03:33.000 --> 00:03:36.280]  沒有規律的東西 其實都有規律
[00:03:36.280 --> 00:03:41.480]  而且這些規律神說在我的手裡面
[00:03:41.480 --> 00:03:43.920]  最重要就是我們知道
[00:03:43.920 --> 00:03:47.160]  當這一切都在神的手裡面的時候
[00:03:47.160 --> 00:03:50.060]  我們就開始明白我們可以看見的
[00:03:50.060 --> 00:03:54.740]  就不是我們所看見的周圍的世界和自己
[00:03:54.740 --> 00:03:58.260]  我們看見了神 問題當然是
[00:03:58.260 --> 00:03:59.960]  你要對神有一種信任
[00:03:59.960 --> 00:04:01.980]  你知道神是愛你的
[00:04:01.980 --> 00:04:04.440]  你知道神是全能的
[00:04:04.440 --> 00:04:06.120]  當然我們作為一個基督徒
[00:04:06.120 --> 00:04:09.160]  我們跳得看完新約的時候
[00:04:09.160 --> 00:04:14.280]  最精彩的地方就是神不是一個抽象的現象
[00:04:14.280 --> 00:04:16.240]  也不是一個神話故事
[00:04:16.240 --> 00:04:19.040]  神是一位創造宇宙真實的神
[00:04:19.040 --> 00:04:22.320]  我們基督徒的信念和我們的經驗
[00:04:22.320 --> 00:04:25.520]  我們的信仰是肯定這件事
[00:04:25.520 --> 00:04:27.520]  我們先從這個立場說
[00:04:27.520 --> 00:04:29.080]  如果你是無神論的
[00:04:29.080 --> 00:04:30.160]  你不相信有神的
[00:04:30.160 --> 00:04:33.920]  那就不是這個約伯記的回答
[00:04:33.920 --> 00:04:35.280]  約伯記肯定有神
[00:04:35.280 --> 00:04:37.120]  不過有神的人
[00:04:37.120 --> 00:04:41.320]  相信神的人有時在痛苦當中都是很困惑的
[00:04:41.320 --> 00:04:43.800]  很難受的 好像約伯一樣
[00:04:43.800 --> 00:04:46.320]  他現在就回答這一類的人
[00:04:46.320 --> 00:04:48.400]  是有宗教信仰的
[00:04:48.400 --> 00:04:50.120]  特別是相信神的人
[00:04:50.120 --> 00:04:51.920]  他認識神的時候
[00:04:51.920 --> 00:04:56.880]  我們說神要你明白我對你的愛
[00:04:56.880 --> 00:04:59.440]  和你信任我對你的愛的時候
[00:04:59.440 --> 00:05:02.240]  這一切你看不到的規律
[00:05:02.240 --> 00:05:03.800]  其實都是有規律的
[00:05:03.800 --> 00:05:09.480]  而這些規律在神的手裏面從來沒有失手的
[00:05:09.480 --> 00:05:12.760]  在新約聖經裏面我們見到耶穌基督
[00:05:12.760 --> 00:05:14.680]  是釘十字架
[00:05:14.680 --> 00:05:16.000]  並且復活
[00:05:16.000 --> 00:05:19.680]  是神自己親自要演示一個很重要的真理
[00:05:19.680 --> 00:05:25.480]  就是神自己都和我們一起受苦
[00:05:25.480 --> 00:05:30.560]  所以他完全明白痛苦是一回甚麼的事
[00:05:30.560 --> 00:05:32.920]  所以我們在痛苦當中的基督徒
[00:05:32.920 --> 00:05:34.600]  即是說有神的人
[00:05:34.600 --> 00:05:37.720]  是不能夠 不是不給的
[00:05:37.720 --> 00:05:39.880]  不過是應該不要說出來說
[00:05:39.880 --> 00:05:41.880]  神你不明白我的痛苦
[00:05:41.880 --> 00:05:43.400]  神明白的
[00:05:43.400 --> 00:05:47.720]  神的愛是明白痛苦的
[00:05:47.720 --> 00:05:51.160]  還有他是復活的耶穌
[00:05:51.160 --> 00:05:52.200]  復活的神
[00:05:52.200 --> 00:05:55.080]  即是說他有能力的
[00:05:55.080 --> 00:05:56.240]  他是有能力的
[00:05:56.240 --> 00:05:58.160]  他不單止是有愛
[00:05:58.160 --> 00:06:01.920]  並且他是有徹底的絕對的能力
[00:06:01.920 --> 00:06:04.280]  死了可以復活的能力
[00:06:04.280 --> 00:06:07.440]  既然我們相信一位這樣的神的時候
[00:06:07.440 --> 00:06:11.320]  就好像羅馬書第八章二十六節所說的話
[00:06:11.320 --> 00:06:14.080]  萬事都互相效力
[00:06:14.080 --> 00:06:17.560]  叫愛神的人得逆處
[00:06:17.560 --> 00:06:20.240]  很短的《兩記聖經》
[00:06:20.240 --> 00:06:24.040]  是點出了好幾個很重要的關鍵
[00:06:24.040 --> 00:06:26.720]  關於神和我們人生的真理
[00:06:26.720 --> 00:06:28.520]  第一
[00:06:28.520 --> 00:06:31.360]  我們所碰見的萬事
[00:06:31.360 --> 00:06:34.520]  所有發生在我們身上的事
[00:06:34.520 --> 00:06:37.080]  絕對不是偶然的
[00:06:37.080 --> 00:06:38.600]  互相效力
[00:06:38.600 --> 00:06:39.720]  這些事情
[00:06:39.720 --> 00:06:41.240]  不是一個好像沒有神的人說
[00:06:41.240 --> 00:06:43.360]  哦 碰巧就撞上了
[00:06:43.360 --> 00:06:45.360]  車就撞過來
[00:06:45.360 --> 00:06:47.960]  或者公司上一課
[00:06:47.960 --> 00:06:48.960]  有一次我們說
[00:06:48.960 --> 00:06:51.440]  那些公司接了
[00:06:51.440 --> 00:06:54.480]  撞著一個這麼壞的老闆
[00:06:54.480 --> 00:06:56.560]  不知道為什麼就染到病菌
[00:06:56.560 --> 00:07:00.440]  我們看不到這些的規律
[00:07:00.440 --> 00:07:02.600]  但是背後絕對不是偶然
[00:07:02.600 --> 00:07:05.360]  因為萬事是互相效力
[00:07:05.360 --> 00:07:09.520]  就是說在我們身邊所發生的所有事情
[00:07:09.520 --> 00:07:10.920]  是一個網絡來的
[00:07:10.920 --> 00:07:12.640]  互相有關的
[00:07:12.640 --> 00:07:16.600]  不是零碎的天掉下來一堆散沙
[00:07:16.600 --> 00:07:17.600]  不是的
[00:07:17.600 --> 00:07:19.240]  這是第一個真理
[00:07:19.240 --> 00:07:20.760]  在有基督教信仰
[00:07:20.760 --> 00:07:22.280]  有相信神的人
[00:07:22.280 --> 00:07:24.080]  要相信這個事實
[00:07:24.080 --> 00:07:26.000]  我們絕對不要說偶然
[00:07:26.000 --> 00:07:27.840]  偶然的背後
[00:07:27.840 --> 00:07:30.800]  神有的力量和掌管力量
[00:07:30.800 --> 00:07:32.920]  就好像我們上一次說
[00:07:32.920 --> 00:07:36.080]  你以為那些烏鴉在《約伯記》裡面
[00:07:36.080 --> 00:07:37.880]  偶然飛來飛去
[00:07:37.880 --> 00:07:39.200]  找不到東西吃嗎?
[00:07:39.200 --> 00:07:42.400]  其實神說我為祂所預備的
[00:07:42.400 --> 00:07:45.160]  遠超過你所知道的
[00:07:45.160 --> 00:07:47.000]  正如我要回答
[00:07:47.000 --> 00:07:51.320]  用神的角度回答每一個受苦的基督徒說
[00:07:51.320 --> 00:07:53.360]  你以為所受的痛苦
[00:07:53.360 --> 00:07:55.520]  是偶然淋到你身上嗎?
[00:07:55.520 --> 00:07:59.040]  其實神知道就好像一隻小鳥
[00:07:59.040 --> 00:08:01.400]  祂已經在祂的手裡
[00:08:01.400 --> 00:08:02.320]  你看不到
[00:08:02.320 --> 00:08:04.720]  但是祂托著祂飛來飛去
[00:08:04.720 --> 00:08:07.480]  然後神說你知道更重要的
[00:08:07.480 --> 00:08:12.200]  這個是一個有愛的神
[00:08:12.200 --> 00:08:13.240]  《羅馬少帝八章》
[00:08:13.240 --> 00:08:16.520]  剛才我們那兩節聖經所說到的
[00:08:16.520 --> 00:08:18.760]  萬事互相效力
[00:08:18.760 --> 00:08:23.200]  不是為了表現神的偉大這麼簡單
[00:08:23.200 --> 00:08:25.920]  是叫愛神的人得益處
[00:08:25.920 --> 00:08:27.000]  這是第二句
[00:08:27.000 --> 00:08:30.240]  原來萬事都不是分散的
[00:08:30.240 --> 00:08:31.240]  是有意思的
[00:08:31.240 --> 00:08:32.280]  有規律的
[00:08:32.280 --> 00:08:34.000]  互相之間是結連的
[00:08:34.000 --> 00:08:36.240]  背後有一個主宰在看著
[00:08:36.240 --> 00:08:38.760]  這個主宰看著還有一樣
[00:08:38.760 --> 00:08:40.120]  剛才聖經所說的
[00:08:40.120 --> 00:08:42.120]  就是說有一個方向的
[00:08:42.120 --> 00:08:43.440]  有一個目的的
[00:08:43.440 --> 00:08:45.680]  不是單單是說神說你看我多厲害
[00:08:45.680 --> 00:08:47.200]  沒有人走得出我手指縫
[00:08:47.200 --> 00:08:47.800]  不是
[00:08:47.800 --> 00:08:50.360]  不只是要炫耀神自己的偉大
[00:08:50.360 --> 00:08:52.520]  是有一個方向的
[00:08:52.520 --> 00:08:54.320]  互相效力是什麼?
[00:08:54.320 --> 00:08:55.600]  叫嘛
[00:08:55.600 --> 00:08:56.480]  叫什麼呢?
[00:08:56.480 --> 00:09:01.360]  有一個方向是叫那些愛神的人得到益處的
[00:09:01.360 --> 00:09:03.880]  原來所有事情的發生
[00:09:03.880 --> 00:09:06.800]  都有一個共同的目的的
[00:09:06.800 --> 00:09:11.280]  目的是令到相信神的人
[00:09:11.280 --> 00:09:13.360]  或者愛神的人
[00:09:13.360 --> 00:09:16.600]  是為了他的好處而發生的
[00:09:16.600 --> 00:09:19.000]  我知道有些人心裡面馬上就有反應
[00:09:19.000 --> 00:09:19.800]  有什麼好處呢?
