
[00:00:00.000 --> 00:00:15.000]  我的題目是創意無限,假如上一代是下一代學習怎樣做人和處事的一個榜樣,
[00:00:15.000 --> 00:00:28.000]  那麼我們上一代有沒有一些功課,有沒有一些地方是做得不好的,可能會成了下一代的一個壞的榜樣呢?
[00:00:28.000 --> 00:00:39.000]  我們就要主動提出來,希望我們及早的反省能夠將傷害可以減到最低,
[00:00:39.000 --> 00:00:53.000]  什麼是我們這一代人做得不好,而下一代又非要擁有這種技能,是不能夠活得精彩的呢?
[00:00:53.000 --> 00:01:06.000]  我相信最重要的一項就是創意了,沒錯,無論是什麼原因,我們這一代人就是沒有創意的,
[00:01:06.000 --> 00:01:28.000]  我會分開幾個大方面來和大家反省一下,然後最後我會提出七個步驟,你循著這七個步驟來訓練自己,你就一定會是一個創意無限的人。
[00:01:28.000 --> 00:01:43.000]  首先我要提一提我們這一代未付款的賬單,任何未付款的賬單都有它的後果的,有些是嚴重些,有些就會輕微些。
[00:01:43.000 --> 00:01:55.000]  我們這一代人在創意這個功課上學得不好,下一代人就會以為創意是可有可無的,結果會怎樣?
[00:01:55.000 --> 00:02:07.000]  他就會一生都要養人被色,跟著大隊走,做兵仔,甚至做炮灰,這樣算不算嚴重呢?我就給你自己做定奪。
[00:02:07.000 --> 00:02:28.000]  然後我會向你提出一種修煉創意的辦法,是一些我們經過研究搜集,是證明可行的,後果又相當甜美的,那這種功夫值不值得做呢?
[00:02:28.000 --> 00:02:48.000]  我都留給你自己做定奪。我們知道韓國的男人是特別男人的,意思就是說他們不單止是做一家之主,一家能不能夠快樂又體面地活在一個社群呢?
[00:02:48.000 --> 00:03:01.000]  就全在乎那個男人行不行,如果那個男人有份工作,如果收入又不錯的,那整家人就可以挺身昂首了。
[00:03:01.000 --> 00:03:22.000]  但是假如那個男人被公司裁掉了,不單止說他會讓整家人在在囚之困,他更加在他的鄉里和親友當中是沒有辦法抬起頭的,因為他沒有收入了。
[00:03:22.000 --> 00:03:42.000]  所以在98年亞洲金融風暴期間,南韓就有特別多這類慘劇,就是那個一家之主拿著槍或者劍就殺了整家人,然後自己自殺,因為他覺得他沒有面子見江東父老。
[00:03:42.000 --> 00:03:59.000]  韓國男人好男人,意思就是說做男人是做得很辛苦的,壓力很大的,所以人人都將經濟成就擺到最高的了。
[00:03:59.000 --> 00:04:13.000]  這個不單止是韓國是這樣,原來我們這一代的人,全世界各地的地方都是將錢看得天這麼大。
[00:04:13.000 --> 00:04:33.000]  意思就是說經濟成就就是所有的成就了,人生沒有一句話是不可以用金錢來講的,金錢講完了就沒有什麼好講的了,沒有一句話是需要講或者值得講的,因為錢已經講完了。
[00:04:33.000 --> 00:04:48.000]  為什麼我們這一代人不認為創意是重要的,賺錢最重要,其實困擾我們整個20世紀末的翻版的問題正是這個問題。
[00:04:48.000 --> 00:04:59.000]  我們這個沒有創意的一代,我們口口聲聲都說創意無謂,賺錢是實際。
[00:04:59.000 --> 00:05:17.000]  我們不知道在下一代這一句話講不通的了,原來我們的市場就更加會變成是一個單一的市場,一個單一的市場,它就有它的規矩你要遵守的。
[00:05:17.000 --> 00:05:29.000]  其中一個規矩就是知識產權,你不守這個規矩你就不能在這個市場裡面玩,你就會被放出局。
[00:05:29.000 --> 00:05:51.000]  翻版下一世紀連在中國大陸都很難可以賺到錢,因為再沒有別人會容許你這麼肢無忌憚的侵犯別人的知識產權,所以那個立法和執法是一定更加嚴厲的。
[00:05:51.000 --> 00:05:59.000]  簡單來說下一世紀沒有創意就沒有錢賺,這個是下一世紀的遊戲規則。
[00:05:59.000 --> 00:06:09.000]  本來金錢是可以激發創意的,但是當我們把這個節奏搞錯的時候,我們就會扼殺創意了,我們把錢放在頭上。
[00:06:09.000 --> 00:06:24.000]  當你把錢放在頭上,你裡面的聯想就沒有辦法分持,可以去飛揚的,結果你每樣都是向錢看,你任何的創意都會被扼殺的。
[00:06:24.000 --> 00:06:32.000]  香港的社會是一個最典型、最具體、能夠講明這個規則的一個地方。
[00:06:32.000 --> 00:06:43.000]  我們怎麼說我們這一代,特別是我們香港的社會,是一個完全沒有創意的社會,沒有創意的一代呢?
[00:06:43.000 --> 00:06:53.000]  沒錯,我們這一代人的成就很偉大的,就是我們的賺錢的能力是跳世界的頭目的。
[00:06:53.000 --> 00:07:08.000]  我們的社會不斷重陽那些賺錢賺得最多的人,我們極少會重陽那些創意型型的人,或者我們的社會根本就沒有創意型型的人和事。
[00:07:08.000 --> 00:07:15.000]  一切能夠代表創意的成果,我們這一代都是相當貧乏的。
[00:07:15.000 --> 00:07:26.000]  用我舉幾個實際的例子來說,文學是創意最具體的成果之一。
[00:07:26.000 --> 00:07:34.000]  請問我們這一代有寫過什麼書是能夠觸動我們這一世代的人呢?
[00:07:34.000 --> 00:07:41.000]  就講詩詞,我們中國的民族是被稱為D的民族。
[00:07:41.000 --> 00:07:49.000]  但是請問你,什麼時候看過最後那首詩的?
[00:07:49.000 --> 00:07:57.000]  以前我們的詩集是不斷出版的,在今天你什麼時候見過一本新出版的詩集?
[00:07:57.000 --> 00:08:10.000]  以前的報紙每個禮拜是有詩之頁的,你今天在我們的報紙裡面,除了裸女照片、照記指南和名人秋事之外,你什麼時候見過有一篇詩登出來?
[00:08:10.000 --> 00:08:18.000]  好了,不講小說,不講詩詞,我們就講講電影。
[00:08:18.000 --> 00:08:30.000]  我們有哪一套電影,或是哪一齣舞台劇,是你相信會流傳給下一代的?
[00:08:30.000 --> 00:08:39.000]  你送出來嗎?哪一套舞台劇,你看過的,你覺得它的感動和宇宙性、世界性是可以流傳下一代的?
[00:08:39.000 --> 00:08:54.000]  比如以前的《茶花女》,或者以前的《玩偶之家》,甚至我們類似的舞台劇或者劇本都有,但是這一代請你數出一個來。
[00:08:54.000 --> 00:09:06.000]  看我們的電影死在哪裡,我們的電視沉淪在哪裡,是因為沒有好劇本,不是因為沒有特技,不是因為沒有錢,是因為沒有劇本。
[00:09:06.000 --> 00:09:21.000]  讓我們舉一個更具體的例子,時裝,那是一個有極大利潤的行業,但是你看看,今天時裝設計師有沒有認真地做過功課?
[00:09:21.000 --> 00:09:31.000]  時代雜誌是一個很有份量的時裝評論的專欄,那個作者簡直是不止一次點名斥責,
[00:09:31.000 --> 00:09:42.000]  說那些時裝設計師,他說是整天除了吸毒吸到頭昏腦脹之外,可有把模特兒當個人來看待,
[00:09:42.000 --> 00:09:51.000]  正因為我們的創意凋零,又要嘩眾取巧,所以我們就盡量去賣弄模特兒的裸露,
[00:09:51.000 --> 00:10:09.000]  有一個時裝設計師在香港有相當多的跟從者,他可能根本創意走到窮巷,但是又要開時裝展,於是他就把一個馬冚的西裝倒轉來穿,
[00:10:09.000 --> 00:10:21.000]  即是樓在後面扣,馬冚在後面,我們香港那些完全沒料的時裝記者就在那裏讚不絕口,讚什麼呢?
[00:10:21.000 --> 00:10:30.000]  我想請問有一天完全連那個馬冚倒轉來穿都玩完了,是不是下一步就用褲子套一個頭走上去Catwalk?
[00:10:30.000 --> 00:10:43.000]  我們那些記者又照樣讚一輪,是不是呢?沒有創意的一代在我們賺錢的三個行業,儀裝、電影、音樂,
[00:10:43.000 --> 00:10:53.000]  我們完全沒有一樣東西是可以流傳到下一代,或是可以被收入博物館的,
[00:10:53.000 --> 00:11:01.000]  我想請問你,我們這一代的沒有創意還需要更大的證明嗎?
[00:11:01.000 --> 00:11:10.000]  如果你問為什麼我們這一代沒有創意的,下一代會不會有一個改善的可能呢?
[00:11:10.000 --> 00:11:21.000]  我給大家一個小小的分析,我相信我們是有希望的,有希望就正正是父母要快點做功課,
[00:11:21.000 --> 00:11:29.000]  去鼓勵你的子女向這方面發揮,為什麼我們這一代沒有創意呢?
[00:11:29.000 --> 00:11:42.000]  我猜有幾個原因,我給三個主要的原因,第一個就是我們這一代人是太長久地被壓在逃命的焦慮裏面,
[00:11:42.000 --> 00:11:52.000]  我們這一代和上一代都是經歷過幾次的戰爭,逃亡、遷徙成了我們的家常便飯,
[00:11:52.000 --> 00:12:02.000]  而所有的逃命都需要金錢的,結果金錢就成了掙扎求存的一個價值單位,
[00:12:02.000 --> 00:12:11.000]  譬如我們經歷過第二次世界大戰,日本人的屠殺,五十年代的改朝換代和九十年代的回歸,
[00:12:11.000 --> 00:12:23.000]  每一次都是連根拔起的,每一次都是非前不幸的,所以逃命成了我們最重要的一個議程,
[00:12:23.000 --> 00:12:34.000]  而金錢就是你可不可以逃命的一個價值單位,第二就是我們這一代人有太強的市場智慧,
[00:12:34.000 --> 00:12:43.000]  市場智慧講究的就是能不能夠燒,有沒有效,而所有這些都是指短期的,不是指長遠的,
[00:12:43.000 --> 00:12:53.000]  所以可以說這種講究即時的有沒有效,即時的有沒有效,能不能夠燒,
[00:12:53.000 --> 00:13:02.000]  你就不會去問一些較大空間、較長遠、本質好的本領,你就不能關顧這麼多了,
[00:13:02.000 --> 00:13:10.000]  假如你今天在街上隨便問一個小孩,或者問我們禮拜堂隨便抓一個小孩來問,
[00:13:10.000 --> 00:13:21.000]  你問他有錢好還是創意好,你問他,我相信十個有九個他都會告訴你,
[00:13:21.000 --> 00:13:31.000]  如果兩者只可以選一樣,我就選有錢,是不是,第十個他根本不明白這個問題,
[00:13:31.000 --> 00:13:41.000]  所以他不懂回答你,連小孩都這樣回答,會讓我們更加感覺到有些悲涼的,
[00:13:41.000 --> 00:13:50.000]  第三方面,就是我們那個流行文化是極度的單元的,在二十世紀末,
[00:13:50.000 --> 00:13:58.000]  充塞著我們整個華人社團的流行文化都是非常之單元,缺乏選擇的,不單止這樣,
[00:13:58.000 --> 00:14:06.000]  如果你仔細去看一看,你就會發覺這些流行文化都有一個特徵,就是抄襲,
[00:14:06.000 --> 00:14:17.000]  六十年代、七十年代就抄襲歐美的,特別是美國,台灣來說是絕對美國的奴隸,文化上來說,
[00:14:17.000 --> 00:14:27.000]  然後在八、九十年代,我們就抄襲東洋文化的,日本的,我們自己是沒有自己的文化的,
[00:14:27.000 --> 00:14:33.000]  在香港來說,就叫人更加喪氣的是什麼呢?
[00:14:33.000 --> 00:14:39.000]  就是我們的流行文化是特別喜歡玩押韻,這個東西,
[00:14:39.000 --> 00:14:44.000]  就是說同音異異,就是我們整個香港文化的特徵,
