
[00:00:00.000 --> 00:00:08.920]  2019年這一年我負責的訊息
[00:00:08.920 --> 00:00:13.160]  邱牧師叫我選一卷書
[00:00:13.160 --> 00:00:16.640]  我就選了啟示錄
[00:00:16.640 --> 00:00:20.880]  在今天啟示錄第一講的時候
[00:00:20.880 --> 00:00:25.200]  我覺得好像主給我們恩典
[00:00:25.200 --> 00:00:32.680]  已經有一個氣氛在敬拜的氣氛裡面
[00:00:32.680 --> 00:00:37.160]  去到敬拜思考主給我們的訊息
[00:00:37.160 --> 00:00:40.200]  當然啟示錄大家的印象
[00:00:40.200 --> 00:00:46.920]  可能很多是很複雜、很艱難、很傲備
[00:00:46.920 --> 00:00:53.320]  但也許其中我們可以最大的感動、震撼的
[00:00:53.320 --> 00:00:57.400]  就是啟示錄裡面所提到的敬拜
[00:00:57.400 --> 00:01:01.680]  希望我們在今年的訊息裡面
[00:01:01.680 --> 00:01:08.840]  我們不但對啟示錄這本書有新的體會、有新的認識
[00:01:08.840 --> 00:01:16.160]  也在侍奉敬拜的生活能夠一齊的有長進
[00:01:16.160 --> 00:01:19.480]  我不知道剛才大家參與這個敬拜
[00:01:19.480 --> 00:01:21.720]  你的心情是怎麼樣
[00:01:21.720 --> 00:01:24.200]  我覺得是非常之感動
[00:01:24.200 --> 00:01:28.800]  其中有幾樣的感動都不妨跟大家分享一下
[00:01:28.800 --> 00:01:33.520]  主在教會裡面賜下很多的恩典
[00:01:33.520 --> 00:01:38.320]  有些的恩賜是在新一代的人身上
[00:01:38.320 --> 00:01:44.320]  甚至他們的恩賜比我們父、姪輩更加豐厚
[00:01:44.320 --> 00:01:45.920]  不知道你覺不覺察到
[00:01:45.920 --> 00:01:47.880]  或者你是不是這樣看法
[00:01:47.880 --> 00:01:51.160]  我其中一樣很深的感受就是
[00:01:51.160 --> 00:01:54.400]  越多越年輕的人
[00:01:54.400 --> 00:01:57.080]  他們那種智慧、那種能力
[00:01:57.080 --> 00:02:01.080]  是比我們更加的優勝
[00:02:01.080 --> 00:02:03.880]  但同時間我也有一個的憂心
[00:02:03.880 --> 00:02:07.000]  就是他們那種和主之間的關係
[00:02:07.000 --> 00:02:10.520]  對信仰的執著、對生活的檢點
[00:02:10.520 --> 00:02:15.600]  卻又還是有時候有一段的差距
[00:02:15.600 --> 00:02:18.360]  所以在這個時候我也很想我們
[00:02:18.360 --> 00:02:21.960]  為著我們新一代的人來祈禱
[00:02:21.960 --> 00:02:25.480]  是真的將他們再一次獻情在主的面前
[00:02:25.480 --> 00:02:29.480]  求主使他們的恩賜和他們的生命
[00:02:29.480 --> 00:02:31.720]  是美好的結合起來
[00:02:31.720 --> 00:02:34.480]  成為上帝在這個世代
[00:02:34.480 --> 00:02:37.240]  一個更加尖銳的
[00:02:37.240 --> 00:02:41.600]  給他使用的一群人、一個群體
[00:02:41.600 --> 00:02:42.960]  我們一起祈禱
[00:02:42.960 --> 00:02:46.160]  前愛主我們真的多謝你讓我們可以經歷
[00:02:46.160 --> 00:02:49.600]  在敬拜裡面的那種震撼
[00:02:49.600 --> 00:02:52.240]  我們還需要有更多的恩典
[00:02:52.240 --> 00:02:55.320]  是更加懂得一起去敬拜你
[00:02:55.320 --> 00:02:57.960]  為著我們新一代的人
[00:02:57.960 --> 00:03:01.760]  在你面前所領受很多超奇的恩賜
[00:03:01.760 --> 00:03:03.640]  我們獻上感恩
[00:03:03.640 --> 00:03:07.200]  我們同時為著他們面對這個世代所有的
[00:03:07.200 --> 00:03:10.200]  掙扎、所有的壓力、所有的試探
[00:03:10.200 --> 00:03:13.320]  我們再一次將他們帶到你的面前
[00:03:13.320 --> 00:03:16.320]  求主安著他們的傷痛
[00:03:16.320 --> 00:03:22.400]  安著他們受了惡者的攻擊
[00:03:22.400 --> 00:03:24.800]  受了世俗的損害
[00:03:24.800 --> 00:03:27.480]  他們需要你的潔淨、需要你的拯救
[00:03:27.480 --> 00:03:29.320]  求主你施恩
[00:03:29.320 --> 00:03:33.080]  聽我們的禱告
[00:03:33.080 --> 00:03:36.560]  使我們真的可以看到你的名字
[00:03:36.560 --> 00:03:38.640]  在我們一代接一代裡面
[00:03:38.640 --> 00:03:41.560]  是繼續被尊崇、被高舉
[00:03:41.560 --> 00:03:42.760]  我們這樣祈禱
[00:03:42.760 --> 00:03:44.240]  奉耶穌基督的聖名
[00:03:44.240 --> 00:03:45.240]  阿們
[00:03:45.240 --> 00:03:49.040]  可能你不太明白我在說什麼
[00:03:49.040 --> 00:03:50.920]  不過我說一點點
[00:03:50.920 --> 00:03:53.360]  就在我們指揮的裡面
[00:03:53.360 --> 00:03:56.440]  就在我們這一首的詩歌
[00:03:56.440 --> 00:03:59.760]  這個劉永生寫詞
[00:03:59.760 --> 00:04:04.640]  這一位指揮、這一位音樂侍奉的同工身上
[00:04:04.640 --> 00:04:10.920]  我們分別知道他們的第二代
[00:04:10.920 --> 00:04:12.720]  那個音樂的才華
[00:04:12.720 --> 00:04:14.640]  實在是非常之卓絕
[00:04:14.640 --> 00:04:16.080]  所以有感而發
[00:04:16.080 --> 00:04:17.840]  是帶出這樣的東西
[00:04:17.840 --> 00:04:19.040]  不過言歸正傳
[00:04:19.040 --> 00:04:20.840]  說回我要說的這個
[00:04:20.840 --> 00:04:22.520]  十次說啟示錄
[00:04:22.520 --> 00:04:24.320]  今天第一講
[00:04:24.320 --> 00:04:26.240]  我的禱告就是我們能夠
[00:04:26.240 --> 00:04:29.320]  超乎所熟悉的啟示錄的經文
[00:04:29.320 --> 00:04:31.760]  也都超乎我們過去對啟示錄
[00:04:31.760 --> 00:04:34.720]  那個負面的印象或者迷惑
[00:04:34.720 --> 00:04:37.480]  我們所熟悉的啟示錄的經文
[00:04:37.480 --> 00:04:39.920]  我想不外乎兩三節吧
[00:04:39.920 --> 00:04:41.320]  看我站在門外
[00:04:41.320 --> 00:04:42.840]  叩門也有聽見我聲音
[00:04:42.840 --> 00:04:43.600]  就開門的
[00:04:43.600 --> 00:04:44.160]  是不是
[00:04:44.160 --> 00:04:45.440]  熟悉的
[00:04:45.440 --> 00:04:46.640]  是不是聽過說
[00:04:46.640 --> 00:04:48.480]  神要拆去他們的一切
[00:04:48.480 --> 00:04:49.880]  眼淚不再有死亡
[00:04:49.880 --> 00:04:50.920]  不再有悲哀
[00:04:50.920 --> 00:04:51.960]  哭號疼痛
[00:04:51.960 --> 00:04:54.040]  因為以前的事都過去了
[00:04:54.040 --> 00:04:55.920]  特別在安息禮拜的時候
[00:04:55.920 --> 00:04:59.720]  我們是很多會引用這些的經文
[00:04:59.720 --> 00:05:01.720]  除此之外
[00:05:01.720 --> 00:05:04.040]  我想
