
[00:00:00.000 --> 00:00:02.000]  請問大家星期一是什麼節日?
[00:00:02.000 --> 00:00:04.000]  是紀念日是嗎?
[00:00:04.000 --> 00:00:09.000]  今天那篇道其實都很應時很應節的
[00:00:09.000 --> 00:00:11.000]  是講戰爭的
[00:00:11.000 --> 00:00:17.000]  我們剛剛才講完十六、十七章、十八章
[00:00:17.000 --> 00:00:20.000]  今天要講十九至到二十一章
[00:00:20.000 --> 00:00:24.000]  是講到是殺略是講到戰爭
[00:00:24.000 --> 00:00:28.000]  今天的題目叫做從殺到戰
[00:00:28.000 --> 00:00:33.000]  今天的題目叫做從殺略、真、戰看神的憐憫
[00:00:33.000 --> 00:00:36.000]  有人說你有沒有搞錯啊
[00:00:36.000 --> 00:00:39.000]  戰爭、殺略還說看到神的憐憫
[00:00:39.000 --> 00:00:42.000]  看到神的殘忍就差不多了
[00:00:42.000 --> 00:00:47.000]  我們一般人的心目當中認為神都是很殘忍
[00:00:47.000 --> 00:00:51.000]  我們一起來看看今天的經文十九至二十一章
[00:00:51.000 --> 00:00:57.000]  究竟看一下我們這位真神是憐憫的神
[00:00:57.000 --> 00:00:59.000]  還是他是一位殘忍的神
[00:00:59.000 --> 00:01:06.000]  十九至二十一章其實我們要明白經文的時候
[00:01:06.000 --> 00:01:09.000]  要看到經文的結構
[00:01:09.000 --> 00:01:13.000]  三章的經文有一個很有趣的結構
[00:01:13.000 --> 00:01:17.000]  就是十九和二十一章是將二十章夾在中間
[00:01:17.000 --> 00:01:20.000]  十九章是講屠城
[00:01:20.000 --> 00:01:22.000]  等下會講屠城是什麼
[00:01:22.000 --> 00:01:25.000]  但是十九章十節很重要
[00:01:25.000 --> 00:01:32.000]  神不要使流無辜人血的罪歸給以色列人
[00:01:32.000 --> 00:01:36.000]  二十一章講沒有牛毒的憲制
[00:01:36.000 --> 00:01:39.000]  又有一節的經文二十一章八節
[00:01:39.000 --> 00:01:45.000]  又是不要使流無辜人的血歸給以色列人
[00:01:45.000 --> 00:01:52.000]  而兩章經文中間夾著當中的二十章是講打仗
[00:01:52.000 --> 00:01:57.000]  神給了以色列人有三個戰略
[00:01:57.000 --> 00:02:01.000]  怎樣可以不流無辜人的血
[00:02:01.000 --> 00:02:04.000]  這個就是我們今天要和大家分享
[00:02:04.000 --> 00:02:08.000]  我們先看一下第二十章的經文是講打仗
[00:02:08.000 --> 00:02:11.000]  剛才都讀過這四節的經文
[00:02:11.000 --> 00:02:13.000]  魏長都和我們讀過
[00:02:13.000 --> 00:02:15.000]  新命記二十章一至四節
[00:02:15.000 --> 00:02:17.000]  我再讀一次
[00:02:17.000 --> 00:02:21.000]  「你出去與仇敵爭戰的時候
[00:02:21.000 --> 00:02:25.000]  看見馬匹、車輛並有比你多的人民
[00:02:25.000 --> 00:02:27.000]  不要懼怕他們
[00:02:27.000 --> 00:02:32.000]  因為領你出埃及地的耶和華、李臣與你同在
[00:02:32.000 --> 00:02:35.000]  你們將要上陣的時候
[00:02:35.000 --> 00:02:38.000]  祭司要到百姓面前宣告
[00:02:38.000 --> 00:02:41.000]  說:『以色列人啊!你們當聽
[00:02:41.000 --> 00:02:45.000]  你們今天將要與仇敵爭戰
[00:02:45.000 --> 00:02:48.000]  不要膽怯、不要懼怕戰驚
[00:02:48.000 --> 00:02:51.000]  也不要因他們驚恐
[00:02:51.000 --> 00:02:56.000]  因為耶和華、李的臣與你們同去
[00:02:56.000 --> 00:03:00.000]  要為你們與仇敵爭戰拯救你們』」
[00:03:00.000 --> 00:03:03.000]  在打仗之前
[00:03:03.000 --> 00:03:08.000]  神差派祭司去到以色列的軍隊面前
[00:03:08.000 --> 00:03:10.000]  和軍隊說
[00:03:10.000 --> 00:03:12.000]  鼓勵軍隊
[00:03:12.000 --> 00:03:14.000]  不要怕
[00:03:14.000 --> 00:03:16.000]  神會與你們同去
[00:03:16.000 --> 00:03:18.000]  神會為你們而爭戰
[00:03:18.000 --> 00:03:21.000]  神會拯救你們
[00:03:21.000 --> 00:03:24.000]  相信以色列人聽完這些話
[00:03:24.000 --> 00:03:28.000]  就會士氣大大大增
[00:03:28.000 --> 00:03:29.000]  士氣高昂
[00:03:29.000 --> 00:03:32.000]  很高興去打仗
[00:03:32.000 --> 00:03:35.000]  但是祭司走了之後
[00:03:35.000 --> 00:03:38.000]  馬上又來了一個官長
[00:03:38.000 --> 00:03:41.000]  這個官長對他們說了什麼話
[00:03:41.000 --> 00:03:44.000]  在《新命紀》20章5至8節
[00:03:44.000 --> 00:03:46.000]  官長對他們說
[00:03:46.000 --> 00:03:48.000]  你們任何人有新屋的
[00:03:48.000 --> 00:03:53.000]  未奉獻給神可以回家
[00:03:53.000 --> 00:03:55.000]  哇!相信
[00:03:55.000 --> 00:03:58.000]  首先說說什麼叫做未奉獻給神
[00:03:58.000 --> 00:04:00.000]  聖殿我們知道建了之後
[00:04:00.000 --> 00:04:02.000]  要首先奉獻給神
[00:04:02.000 --> 00:04:05.000]  才可以進入去敬拜
[00:04:05.000 --> 00:04:09.000]  你這間新屋還未奉獻給神的意思就是說
[00:04:09.000 --> 00:04:11.000]  還未入伙
[00:04:11.000 --> 00:04:13.000]  你既然有間新屋未入伙
[00:04:13.000 --> 00:04:16.000]  神說你快點回去享受你的新屋
[00:04:16.000 --> 00:04:18.000]  你不要去打仗了
[00:04:18.000 --> 00:04:21.000]  我相信有很多軍人馬上就在想
[00:04:21.000 --> 00:04:24.000]  早知道就早點買屋了
[00:04:24.000 --> 00:04:27.000]  買了屋之後又有新屋
[00:04:27.000 --> 00:04:29.000]  又不用打仗多好啊
[00:04:29.000 --> 00:04:31.000]  但是不用怕
[00:04:31.000 --> 00:04:33.000]  還有第二個機會
[00:04:33.000 --> 00:04:37.000]  神說如果你們有人種了葡萄園
[00:04:37.000 --> 00:04:39.000]  尚未用所結的果子
[00:04:39.000 --> 00:04:41.000]  你都可以回家
[00:04:41.000 --> 00:04:44.000]  種了葡萄樹
[00:04:44.000 --> 00:04:46.000]  結了果子
[00:04:46.000 --> 00:04:48.000]  果子未收割未吃
[00:04:48.000 --> 00:04:50.000]  神說你快點回去吃
[00:04:50.000 --> 00:04:52.000]  你不要打仗了
[00:04:52.000 --> 00:04:54.000]  還有第三個機會
[00:04:54.000 --> 00:04:56.000]  有人說
[00:04:56.000 --> 00:04:59.000]  官長說你如果訂了婚
[00:04:59.000 --> 00:05:01.000]  你是尚未
[00:05:01.000 --> 00:05:03.000]  還有未過門的妻子
[00:05:03.000 --> 00:05:05.000]  你可以快點回去成親
[00:05:05.000 --> 00:05:07.000]  你不需要打仗
[00:05:07.000 --> 00:05:09.000]  又有以色列人在想
[00:05:09.000 --> 00:05:13.000]  早知道叫我老婆不要這麼快過門
[00:05:13.000 --> 00:05:15.000]  她一天不過門
[00:05:15.000 --> 00:05:17.000]  我一天都不需要打仗
[00:05:17.000 --> 00:05:19.000]  唉 慘了
[00:05:19.000 --> 00:05:21.000]  不過你不用怕
[00:05:21.000 --> 00:05:23.000]  還有第四個機會
[00:05:23.000 --> 00:05:25.000]  第四個機會是什麼
[00:05:25.000 --> 00:05:27.000]  人人有份永不落空
[00:05:27.000 --> 00:05:31.000]  有人懼怕膽怯就可以回家去
[00:05:31.000 --> 00:05:34.000]  個個人都可以回家的
[00:05:34.000 --> 00:05:36.000]  你只要認你自己膽怯
[00:05:36.000 --> 00:05:39.000]  認你自己懼怕
[00:05:39.000 --> 00:05:41.000]  你就可以回家了
[00:05:41.000 --> 00:05:43.000]  每個人都可以
[00:05:43.000 --> 00:05:46.000]  為什麼說你怕就要回家
[00:05:46.000 --> 00:05:49.000]  你去打仗又怕
[00:05:49.000 --> 00:05:51.000]  一味在顫抖
[00:05:51.000 --> 00:05:53.000]  顫抖到四周的弟兄見到你
[00:05:53.000 --> 00:05:55.000]  他們都顫抖
[00:05:55.000 --> 00:05:57.000]  神說不要了
[00:05:57.000 --> 00:05:59.000]  你怕的話你就走了
[00:05:59.000 --> 00:06:01.000]  不要使弟兄心都消化
[00:06:01.000 --> 00:06:04.000]  所以第一個戰略是什麼
[00:06:04.000 --> 00:06:06.000]  你不喜歡去打仗
[00:06:06.000 --> 00:06:08.000]  你不想去打仗
[00:06:08.000 --> 00:06:10.000]  你就不需要去打仗
[00:06:10.000 --> 00:06:12.000]  這個是神的戰略
[00:06:12.000 --> 00:06:14.000]  任何人都可以說他不打仗
[00:06:14.000 --> 00:06:18.000]  第一個念頭來到我們心裡
[00:06:18.000 --> 00:06:21.000]  就是還有人會去打仗的
[00:06:21.000 --> 00:06:26.000]  但是在日後有個例子
[00:06:26.000 --> 00:06:29.000]  在《釋師記》第七章三節
[00:06:29.000 --> 00:06:33.000]  記載到有場真正的戰爭
[00:06:33.000 --> 00:06:36.000]  是基奠去打米奠這個國家
[00:06:36.000 --> 00:06:38.000]  神和基奠說
[00:06:38.000 --> 00:06:41.000]  本來他有三萬二千的士兵
[00:06:41.000 --> 00:06:43.000]  神和基奠說
[00:06:43.000 --> 00:06:45.000]  你要在這些以色列人面前
[00:06:45.000 --> 00:06:47.000]  軍人宣佈
[00:06:47.000 --> 00:06:49.000]  凡懼怕膽怯的
[00:06:49.000 --> 00:06:51.000]  可以離開基列山回去
[00:06:51.000 --> 00:06:55.000]  於是有二萬二千人回去
[00:06:55.000 --> 00:06:57.000]  只剩下一萬人
[00:06:57.000 --> 00:06:59.000]  所以不會說沒有人
[00:06:59.000 --> 00:07:04.000]  大概少於三分之一的人會留下
[00:07:04.000 --> 00:07:08.000]  仍然會替神來征戰
[00:07:08.000 --> 00:07:12.000]  這個就是第一個真善之道
[00:07:12.000 --> 00:07:15.000]  任何人不喜歡打仗
[00:07:15.000 --> 00:07:17.000]  可以不打仗
[00:07:17.000 --> 00:07:19.000]  真善之道的第二
[00:07:19.000 --> 00:07:23.000]  記載在《新明紀》二十章九至十一節
[00:07:23.000 --> 00:07:26.000]  官長對百姓宣告完了
[00:07:26.000 --> 00:07:29.000]  就當派軍長率領他們
[00:07:29.000 --> 00:07:33.000]  你能夠一座城要攻打的時候
[00:07:33.000 --> 00:07:37.000]  先要對城裡的民宣告和睦的話
[00:07:37.000 --> 00:07:41.000]  他們若以和睦的話回答你
[00:07:41.000 --> 00:07:42.000]  給你開了門
[00:07:42.000 --> 00:07:47.000]  城裡所有的人都要給你效勞服侍你
[00:07:47.000 --> 00:07:49.000]  第二個就是神說
[00:07:49.000 --> 00:07:55.000]  先要對城裡的民宣告和睦的話
[00:07:55.000 --> 00:07:59.000]  這不是紙上談兵
[00:07:59.000 --> 00:08:00.000]  貧口說的
[00:08:00.000 --> 00:08:02.000]  以色列人真的這麼做的
[00:08:02.000 --> 00:08:03.000]  沒有這個律法的時候
[00:08:03.000 --> 00:08:05.000]  記不記得在《新明紀》第二章
[00:08:05.000 --> 00:08:06.000]  我和大家說過
[00:08:06.000 --> 00:08:08.000]  經過以東
[00:08:08.000 --> 00:08:10.000]  在《新明紀》二章五節
[00:08:10.000 --> 00:08:14.000]  神說你不要去和以東征戰
[00:08:14.000 --> 00:08:16.000]  經過摩亞 經過阿門
[00:08:16.000 --> 00:08:19.000]  《新明紀》二章九節 十九節
[00:08:19.000 --> 00:08:22.000]  神說你不要妖害他們
[00:08:22.000 --> 00:08:25.000]  去打這個阿摩利國家
[00:08:25.000 --> 00:08:26.000]  有兩個國
[00:08:26.000 --> 00:08:28.000]  一個是西洪 一個是鄂
[00:08:28.000 --> 00:08:30.000]  都在約旦河的東面
[00:08:30.000 --> 00:08:33.000]  去打西什管這個國家的時候
[00:08:33.000 --> 00:08:37.000]  神要他們先用和睦的話
[00:08:37.000 --> 00:08:39.000]  宣告神和睦的話
[00:08:39.000 --> 00:08:42.000]  在《新明紀》二章二十六節
[00:08:42.000 --> 00:08:44.000]  不是紙上談兵 是真的
[00:08:44.000 --> 00:08:47.000]  你說這樣還得了
[00:08:47.000 --> 00:08:51.000]  這樣打仗 你已經失先機了
[00:08:51.000 --> 00:08:54.000]  打仗是靠先機的
