
[00:00:00.000 --> 00:00:02.000]  (字幕: 陳志全)
[00:00:03.000 --> 00:00:05.000]  (主持人: 多謝大家來)
[00:00:05.000 --> 00:00:06.400]  (主持人: 大家繼續吃飯)
[00:00:06.400 --> 00:00:07.800]  (主持人: 和你聊聊故事)
[00:00:07.800 --> 00:00:09.800]  (主持人: 主要是講故事)
[00:00:09.800 --> 00:00:11.800]  (主持人: 但也要解釋一下《超小經》)
[00:00:11.800 --> 00:00:14.800]  (主持人: 福音序會也要講一下《聖經》)
[00:00:14.800 --> 00:00:16.800]  (主持人: 這間是我以前)
[00:00:16.800 --> 00:00:17.800]  (主持人: 2001年住的房子)
[00:00:17.800 --> 00:00:18.800]  (主持人: 不用理會它)
[00:00:18.800 --> 00:00:20.800]  (主持人: 我遲些總會講到這間房子)
[00:00:20.800 --> 00:00:21.800]  (主持人: 不過開始的時候)
[00:00:21.800 --> 00:00:22.800]  (主持人: 不用理會它)
[00:00:22.800 --> 00:00:24.800]  (主持人: 你繼續吃東西便可以)
[00:00:24.800 --> 00:00:28.800]  (主持人: 剛才Mimi介紹過一節經文)
[00:00:28.800 --> 00:00:31.800]  (主持人: 日子如何 力量也必如何)
[00:00:31.800 --> 00:00:36.800]  (主持人: 經文其實是來自舊約的生命記)
[00:00:36.800 --> 00:00:39.800]  (主持人: 經文的背景是怎樣的呢)
[00:00:39.800 --> 00:00:41.800]  (主持人: 經文背景是說)
[00:00:41.800 --> 00:00:43.800]  (主持人: 以色列人)
[00:00:43.800 --> 00:00:45.800]  (主持人: 我不知道你們有些人)
[00:00:45.800 --> 00:00:48.800]  (主持人: 對舊約也不是很熟悉)
[00:00:48.800 --> 00:00:50.800]  (主持人: 少少背景是)
[00:00:50.800 --> 00:00:52.800]  (主持人: 以色列人 本來是埃及被人欺負)
[00:00:52.800 --> 00:00:55.800]  (主持人: 神便帶領他們離開埃及)
[00:00:55.800 --> 00:00:57.800]  (主持人: 去一個叫做流奶與蜜之地)
[00:00:57.800 --> 00:00:58.800]  (主持人: 叫做迦南)
[00:00:58.800 --> 00:01:01.800]  (主持人: 即是今天的以色列這個地方)
[00:01:01.800 --> 00:01:04.800]  (主持人: 那段經文的出現)
[00:01:04.800 --> 00:01:06.800]  (主持人: 是說那些以色列人)
[00:01:06.800 --> 00:01:08.800]  (主持人: 摩西帶他們出埃及)
[00:01:08.800 --> 00:01:11.800]  (主持人: 去到約旦河的東岸)
[00:01:11.800 --> 00:01:13.800]  (主持人: 即是快要過河了)
[00:01:13.800 --> 00:01:15.800]  (主持人: 快要過河的時候)
[00:01:15.800 --> 00:01:16.800]  (主持人: 摩西便要死了)
[00:01:16.800 --> 00:01:17.800]  (主持人: 神告訴他們)
[00:01:17.800 --> 00:01:20.800]  (主持人: 是時候回到天家了)
[00:01:20.800 --> 00:01:24.800]  (主持人: 摩西臨死之前)
[00:01:24.800 --> 00:01:26.800]  (主持人: 對那些以色列人說話)
[00:01:26.800 --> 00:01:28.800]  (主持人: 勉勵那些以色列人說話)
[00:01:28.800 --> 00:01:30.800]  (主持人: 你想像的處境)
[00:01:30.800 --> 00:01:32.800]  (主持人: 其實應該想像一下)
[00:01:32.800 --> 00:01:34.800]  (主持人: 即是你什麼機構也好)
[00:01:34.800 --> 00:01:35.800]  (主持人: 教會也好)
[00:01:35.800 --> 00:01:37.800]  (主持人: 什麼組織也好)
[00:01:37.800 --> 00:01:38.800]  (主持人: 總之這個組織裡)
[00:01:38.800 --> 00:01:40.800]  (主持人: 最威風的那個)
[00:01:40.800 --> 00:01:41.800]  (主持人: 如果是教會)
[00:01:41.800 --> 00:01:43.800]  (主持人: 設立教會的人)
[00:01:43.800 --> 00:01:45.800]  (主持人: 30年前建立這間教會)
[00:01:45.800 --> 00:01:47.800]  (主持人: 由10個人建立到現在1000人)
[00:01:47.800 --> 00:01:50.800]  (主持人: 即是很偉大的一個領袖)
[00:01:50.800 --> 00:01:52.800]  (主持人: 摩西)
[00:01:52.800 --> 00:01:54.800]  (主持人: 即將死亡)
[00:01:54.800 --> 00:01:57.800]  (主持人: 現在那些人要進入迦南地)
[00:01:57.800 --> 00:02:01.800]  (主持人: 其實這個情況也令人擔心)
[00:02:01.800 --> 00:02:03.800]  (主持人: 最重要的將在)
[00:02:03.800 --> 00:02:06.800]  (主持人: 抗日繞了40年在繞圈)
[00:02:06.800 --> 00:02:08.800]  (主持人: 現在要進去了)
[00:02:08.800 --> 00:02:09.800]  (主持人: 真是要打仗了)
[00:02:09.800 --> 00:02:10.800]  (主持人: 和迦南人)
[00:02:10.800 --> 00:02:13.800]  (主持人: 即是迦南裡的人打仗)
[00:02:13.800 --> 00:02:16.800]  (主持人: 但最偉大的領袖就死了)
[00:02:16.800 --> 00:02:18.800]  (主持人: 或者即將要死了)
[00:02:18.800 --> 00:02:20.800]  (主持人: 所以我想對那些以色列人)
[00:02:20.800 --> 00:02:24.800]  (主持人: 都是一個很潛秘不安的時間)
[00:02:24.800 --> 00:02:26.800]  (主持人: 到底神允許我們)
[00:02:26.800 --> 00:02:28.800]  (主持人: 拿這塊地)
[00:02:28.800 --> 00:02:31.800]  (主持人: 但我們那位偉大的領袖又翻天革)
[00:02:31.800 --> 00:02:33.800]  (主持人: 能不能做到呢?)
[00:02:33.800 --> 00:02:36.800]  (主持人: 在這個場景的時候)
[00:02:36.800 --> 00:02:37.800]  (主持人: 摩西就和那些人)
[00:02:37.800 --> 00:02:39.800]  (主持人: 即12個支派)
[00:02:39.800 --> 00:02:41.800]  (主持人: 其實每個支派都預言他們的未來)
[00:02:41.800 --> 00:02:44.800]  (主持人: 其實剛才讀那節的經文)
[00:02:44.800 --> 00:02:48.800]  (主持人: 其實是在說關於其中一個支派)
[00:02:48.800 --> 00:02:53.800]  (主持人: 全段經文就讀給你聽聽)
[00:02:53.800 --> 00:02:55.800]  (主持人: 論阿徹說)
[00:02:55.800 --> 00:02:58.800]  (主持人: 阿徹是十二支派其中一個支派)
[00:02:58.800 --> 00:03:01.800]  (主持人: 即以色列人其中一族的人)
[00:03:01.800 --> 00:03:06.800]  (主持人: 論願阿徹享受多子的福祿)
[00:03:06.800 --> 00:03:08.800]  (主持人: 得他弟兄的喜悅)
[00:03:08.800 --> 00:03:12.800]  (主持人: 可以把腳站在油中)
[00:03:12.800 --> 00:03:16.800]  (主持人: 你的門山是銅的鐵的)
[00:03:16.800 --> 00:03:21.800]  (主持人: 你的日子如何 你的力量也必如何)
[00:03:21.800 --> 00:03:23.800]  (主持人: 如果你看少少經文)
[00:03:23.800 --> 00:03:28.800]  (主持人: 你就知道你的日子如何 你的力量也如何)
[00:03:28.800 --> 00:03:32.800]  (主持人: 其實就表示日子是不容易過的)
[00:03:32.800 --> 00:03:34.800]  (主持人: 耶五節那節的經文頭半節就是)
[00:03:34.800 --> 00:03:38.800]  (主持人: 你的門山是銅的鐵的)
[00:03:38.800 --> 00:03:41.800]  (主持人: 很少人這樣祝福人的)
[00:03:41.800 --> 00:03:43.800]  (主持人: 即新年過年)
[00:03:43.800 --> 00:03:45.800]  (主持人: 我祝福你 你有道銅門有道鐵門)
[00:03:45.800 --> 00:03:49.800]  (主持人: 咬著頭 給這些祝福語)
[00:03:49.800 --> 00:03:51.800]  (主持人: 但摩西這樣說)
[00:03:51.800 --> 00:03:56.800]  (主持人: 其實告訴整個以色列人)
[00:03:56.800 --> 00:03:58.800]  (主持人: 你將來要打仗的)
[00:03:58.800 --> 00:04:01.800]  (主持人: 你會有敵人的 你會有困難的)
[00:04:01.800 --> 00:04:03.800]  (主持人: 不過你的日子如何)
[00:04:03.800 --> 00:04:07.800]  (主持人: 你遇到什麼困難 你的力量也如何)
[00:04:07.800 --> 00:04:09.800]  (主持人: 你不會一帆風順)
[00:04:09.800 --> 00:04:11.800]  (主持人: 不過有風有浪也好)
[00:04:11.800 --> 00:04:14.800]  (主持人: 神會給你力量過到風浪的)
[00:04:14.800 --> 00:04:20.800]  (主持人: 我做了幾久)
[00:04:20.800 --> 00:04:23.800]  (主持人: 二十多年 接近三十年)
[00:04:23.800 --> 00:04:25.800]  (主持人: 三十年了 對不起)
[00:04:25.800 --> 00:04:27.800]  (主持人: 日子過得大快)
[00:04:27.800 --> 00:04:29.800]  (主持人: 做了三十年的基督徒)
[00:04:29.800 --> 00:04:32.800]  (主持人: 也很體會自己的經文)
[00:04:32.800 --> 00:04:35.800]  (主持人: 人世是有風浪的)
[00:04:35.800 --> 00:04:39.800]  (主持人: 不過神會給我們力量去走過這些風浪)
[00:04:39.800 --> 00:04:42.800]  (主持人: 故事由信耶穌開始)
[00:04:42.800 --> 00:04:45.800]  (主持人: 先講講信耶穌的故事)
[00:04:45.800 --> 00:04:47.800]  (主持人: 信耶穌的時候)
[00:04:47.800 --> 00:04:49.800]  (主持人: 我是一個很喜歡思考的人)
[00:04:49.800 --> 00:04:52.800]  (主持人: 中學也有人跟我傳福音)
[00:04:52.800 --> 00:04:56.800]  (主持人: 我曾經回到教會中學的團契)
[00:04:56.800 --> 00:04:58.800]  (主持人: 英華書院)
[00:04:58.800 --> 00:05:00.800]  (主持人: 有沒有人英華? 應該沒有)
[00:05:00.800 --> 00:05:02.800]  (主持人: 在英華書院讀中學)
[00:05:02.800 --> 00:05:04.800]  (主持人: 基督教中學 回到團契)
[00:05:04.800 --> 00:05:06.800]  (主持人: 回到團契的時候)
[00:05:06.800 --> 00:05:08.800]  (主持人: 整堆基督徒)
[00:05:08.800 --> 00:05:10.800]  (主持人: 不是很多非基督徒)
[00:05:10.800 --> 00:05:12.800]  (主持人: 我曾經去過一個退休會)
[00:05:12.800 --> 00:05:14.800]  (主持人: 整個團體只有我一個非基督徒)
[00:05:14.800 --> 00:05:17.800]  (主持人: 所以我在那裡砲轟他們)
[00:05:17.800 --> 00:05:19.800]  (主持人: 問他們很多問題)
[00:05:19.800 --> 00:05:21.800]  (主持人: 他們又圍攻我)
[00:05:21.800 --> 00:05:23.800]  (主持人: 這樣這樣這樣)
[00:05:23.800 --> 00:05:25.800]  (主持人: 攻了一輪也沒有信)
[00:05:25.800 --> 00:05:28.800]  (主持人: 後來就去大學)
[00:05:28.800 --> 00:05:31.800]  (主持人: 去大學其實有點像以色列人)
[00:05:31.800 --> 00:05:35.800]  (主持人: 意思是我去到一個新的環境)
[00:05:35.800 --> 00:05:38.800]  (主持人: 以色列人要進入迦南)
[00:05:38.800 --> 00:05:40.800]  (主持人: 以色列人比較開心)
[00:05:40.800 --> 00:05:43.800]  (主持人: 因為他們一群人進入迦南)
[00:05:43.800 --> 00:05:44.800]  (主持人: 我們不知道有多少人)
[00:05:44.800 --> 00:05:46.800]  (主持人: 民數計算是60個南丁)
[00:05:46.800 --> 00:05:48.800]  (主持人: 我不知道是不是有200萬人)
[00:05:48.800 --> 00:05:50.800]  (主持人: 殺入迦南)
[00:05:50.800 --> 00:05:52.800]  (主持人: 總之應該都挺熱鬧的)
[00:05:52.800 --> 00:05:54.800]  (主持人: 一群人走進迦南)
[00:05:54.800 --> 00:05:58.800]  (主持人: 我一個人去了加拿大)
[00:05:58.800 --> 00:06:00.800]  (主持人: 為什麼去加拿大)
[00:06:00.800 --> 00:06:02.800]  (主持人: 其實反映我很孤僻)
[00:06:02.800 --> 00:06:04.800]  (主持人: 因為我的哥哥在英國)
[00:06:04.800 --> 00:06:06.800]  (主持人: 我的姐姐在美國)
[00:06:06.800 --> 00:06:08.800]  (主持人: 我沒有去加拿大)
[00:06:08.800 --> 00:06:11.800]  (主持人: 我這些人是專門走孤僻的路)
[00:06:11.800 --> 00:06:13.800]  (主持人: 去到加拿大讀書)
[00:06:13.800 --> 00:06:15.800]  (主持人: 其實就以我這麼孤僻的人)
[00:06:15.800 --> 00:06:19.800]  (主持人: 就要穿著這麼熱情的文化)
[00:06:19.800 --> 00:06:21.800]  (主持人: 是很受不了的)
[00:06:21.800 --> 00:06:23.800]  (主持人: 我不知道大家有沒有去過北美)
[00:06:23.800 --> 00:06:25.800]  (主持人: 如果你去過北美 美國 加拿大)
[00:06:25.800 --> 00:06:27.800]  (主持人: 你知道英國人就很冷酷)
[00:06:27.800 --> 00:06:29.800]  (主持人: 紳士風度)
[00:06:29.800 --> 00:06:31.800]  (主持人: Very interesting 你說什麼)
[00:06:31.800 --> 00:06:33.800]  (主持人: 美國人就很熱情)
[00:06:33.800 --> 00:06:35.800]  (主持人: Very good)
[00:06:35.800 --> 00:06:37.800]  (主持人: He is excellent)
[00:06:37.800 --> 00:06:38.800]  (主持人: 我不知道你有沒有兒女)
[00:06:38.800 --> 00:06:40.800]  (主持人: 在國際學校 有些美國老師)
[00:06:40.800 --> 00:06:42.800]  (主持人: 明明畫到一坨東西)
[00:06:42.800 --> 00:06:44.800]  (主持人: 那隻大象好像一隻老鼠)
[00:06:44.800 --> 00:06:46.800]  (主持人: 或者老鼠好像大象)
[00:06:46.800 --> 00:06:47.800]  (主持人: 那個老師都說)
[00:06:47.800 --> 00:06:49.800]  (主持人: Very good, very imaginative)
[00:06:49.800 --> 00:06:52.800]  (主持人: 所以就很不配合的)
[00:06:52.800 --> 00:06:54.800]  (主持人: 其實去到那裡是不開心的)
[00:06:54.800 --> 00:06:57.800]  (主持人: 覺得完全投入不到這個文化)
[00:06:57.800 --> 00:06:58.800]  (主持人: 在這樣的處境)
[00:06:58.800 --> 00:07:00.800]  (主持人: 才開始回到大學團契)
[00:07:00.800 --> 00:07:04.800]  (主持人: 找一些人聊聊天)
[00:07:04.800 --> 00:07:05.800]  (主持人: 大學團契裡)
[00:07:05.800 --> 00:07:08.800]  (主持人: 給我印象最深刻的)
[00:07:08.800 --> 00:07:10.800]  (主持人: 其實有很多討論)
[00:07:10.800 --> 00:07:11.800]  (主持人: 去到團契)
[00:07:11.800 --> 00:07:12.800]  (主持人: 也是我一貫作風)
[00:07:12.800 --> 00:07:14.800]  (主持人: 我又問了很多問題)
[00:07:14.800 --> 00:07:16.800]  (主持人: 團契的人又回答我很多問題)
[00:07:16.800 --> 00:07:17.800]  (主持人: 我回答完覺得)
[00:07:17.800 --> 00:07:19.800]  (主持人: 不滿足我)
[00:07:19.800 --> 00:07:21.800]  (主持人: 什麼設政代判)
[00:07:21.800 --> 00:07:22.800]  (主持人: 你為何要相信)
[00:07:22.800 --> 00:07:23.800]  (主持人: 看了一大堆東西)
[00:07:23.800 --> 00:07:25.800]  (主持人: 都不滿足)
[00:07:25.800 --> 00:07:27.800]  (主持人: 但是對我印象最深刻的)
[00:07:27.800 --> 00:07:28.800]  (主持人: 就是那時候)
[00:07:28.800 --> 00:07:30.800]  (主持人: 團長說了一個見證)
[00:07:30.800 --> 00:07:33.800]  (主持人: 團長的見證很有趣)
[00:07:33.800 --> 00:07:37.800]  (主持人: 他說他的姐姐)
[00:07:37.800 --> 00:07:39.800]  (主持人: 團長當然是大學生)
[00:07:39.800 --> 00:07:40.800]  (主持人: 跟我差不多年紀)
[00:07:40.800 --> 00:07:42.800]  (主持人: 他的姐姐比較大)
[00:07:42.800 --> 00:07:44.800]  (主持人: 他們結了婚懷孕)
[00:07:44.800 --> 00:07:47.800]  (主持人: 然後有車禍)
[00:07:47.800 --> 00:07:49.800]  (主持人: 然後昏迷了)
[00:07:49.800 --> 00:07:51.800]  (主持人: 成為了一個植物人)
[00:07:51.800 --> 00:07:53.800]  (主持人: 他的姐姐在醫學史上)
[00:07:53.800 --> 00:07:55.800]  (主持人: 都有些名氣)
[00:07:55.800 --> 00:07:56.800]  (主持人: 因為他的姐姐)
[00:07:56.800 --> 00:07:59.800]  (主持人: 是醫學史上第一個植物人)
[00:07:59.800 --> 00:08:03.800]  (主持人: 被醫生割腹取出的孩子)
[00:08:03.800 --> 00:08:04.800]  (主持人: 意外的時候)
[00:08:04.800 --> 00:08:07.800]  (主持人: 還未到所謂的十月)
[00:08:07.800 --> 00:08:08.800]  (主持人: 西人是九月)
[00:08:08.800 --> 00:08:10.800]  (主持人: 還未到九月份)
[00:08:10.800 --> 00:08:12.800]  (主持人: 在媽媽的肚子裡)
[00:08:12.800 --> 00:08:13.800]  (主持人: 已經夠大了)
[00:08:13.800 --> 00:08:15.800]  (主持人: 便把她的腹部取出來)
[00:08:15.800 --> 00:08:17.800]  (主持人: 團長跟我們分享的時候)
[00:08:17.800 --> 00:08:19.800]  (主持人: 其實那個姐姐)
[00:08:19.800 --> 00:08:20.800]  (主持人: 即是那個孩子已經取出來了)
[00:08:20.800 --> 00:08:22.800]  (主持人: 但那個姐姐繼續躺在家裡)
[00:08:22.800 --> 00:08:26.800]  (主持人: 團長跟我們分享)
[00:08:26.800 --> 00:08:29.800]  (主持人: 其實他面對很大的心理壓力)
[00:08:29.800 --> 00:08:31.800]  (主持人: 照顧他姐姐的責任)
[00:08:31.800 --> 00:08:32.800]  (主持人: 主要不是他)
[00:08:32.800 --> 00:08:35.800]  (主持人: 不是照顧上的壓力)
[00:08:35.800 --> 00:08:37.800]  (主持人: 是姐夫)
[00:08:37.800 --> 00:08:39.800]  (主持人: 他說到他姐夫)
[00:08:39.800 --> 00:08:41.800]  (主持人: 當他姐姐有意外的時候)
[00:08:41.800 --> 00:08:43.800]  (主持人: 他姐夫曾經回過教會)
[00:08:43.800 --> 00:08:45.800]  (主持人: 在教會有人跟他禱告)
[00:08:45.800 --> 00:08:47.800]  (主持人: 沒問題的 神祝福)
[00:08:47.800 --> 00:08:49.800]  (主持人: 於是他缺過子)
[00:08:49.800 --> 00:08:50.800]  (主持人: 誰知道後來他姐姐)
[00:08:50.800 --> 00:08:51.800]  (主持人: 又出現了)
[00:08:51.800 --> 00:08:53.800]  (主持人: 誰知道後來他姐姐不好)
[00:08:53.800 --> 00:08:54.800]  (主持人: 繼續植脈人)
[00:08:54.800 --> 00:08:57.800]  (主持人: 姐夫就不回教會了)
[00:08:57.800 --> 00:08:58.800]  (主持人: 他跟我說)
[00:08:58.800 --> 00:08:59.800]  (主持人: 那時候他覺得)
[00:08:59.800 --> 00:09:04.800]  (主持人: 姐夫有些精神不受控制的情況)
[00:09:04.800 --> 00:09:06.800]  (主持人: 他在團契裡分享)
[00:09:06.800 --> 00:09:09.800]  (主持人: 他說其實他心裡有很大的壓力)
[00:09:09.800 --> 00:09:11.800]  (主持人: 一方面姐姐這樣的情況)
[00:09:11.800 --> 00:09:14.800]  (主持人: 另外有些信徒跟他說)
[00:09:14.800 --> 00:09:17.800]  (主持人: 禱告吧 姐姐不好)
[00:09:17.800 --> 00:09:20.800]  (主持人: 可能你禱告不夠用力)
[00:09:20.800 --> 00:09:23.800]  (主持人: 可能那些大兄姐妹這樣說)
[00:09:23.800 --> 00:09:25.800]  (主持人: 其實是鼓勵也不一定)
[00:09:25.800 --> 00:09:27.800]  (主持人: 不是惡意的批評)
[00:09:27.800 --> 00:09:30.800]  (主持人: 不過在我朋友的耳朵聽下去)
[00:09:30.800 --> 00:09:32.800]  (主持人: 就很難聽了)
[00:09:32.800 --> 00:09:33.800]  (主持人: 你禱告不夠力)
[00:09:33.800 --> 00:09:34.800]  (主持人: 那怎麼才叫夠力)
[00:09:34.800 --> 00:09:37.800]  (主持人: 為我朝晚 時時刻刻都為他禱告)
[00:09:37.800 --> 00:09:39.800]  (主持人: 那怎麼叫夠力)
[00:09:39.800 --> 00:09:40.800]  (主持人: 我信心不夠嗎)
[00:09:40.800 --> 00:09:42.800]  (主持人: 是不是我的信心有些問題呢)
[00:09:42.800 --> 00:09:47.800]  (主持人: 他就在團友裡去分享這個見證)
[00:09:47.800 --> 00:09:49.800]  (主持人: 當時被我很震撼的)
[00:09:49.800 --> 00:09:53.800]  (主持人: 我覺得你的日子如何 力量也必如何)
[00:09:53.800 --> 00:09:56.800]  (主持人: 如果風調雨順的菩薩)
[00:09:56.800 --> 00:09:59.800]  (主持人: 保佑你每樣東西都考試順利)
[00:09:59.800 --> 00:10:02.800]  (主持人: 買到很便宜的房子)
[00:10:02.800 --> 00:10:04.800]  (主持人: 抽籤抽中了居屋 公屋)
[00:10:04.800 --> 00:10:06.800]  (主持人: 每樣都好的時候)
[00:10:06.800 --> 00:10:11.800]  (主持人: 力量不要緊 覺得自己很有力量是正常的)
[00:10:11.800 --> 00:10:13.800]  (主持人: 但是在這樣的環境)
[00:10:13.800 --> 00:10:15.800]  (主持人: 姐姐這樣的情況)
[00:10:15.800 --> 00:10:18.800]  (主持人: 有些人對你有這樣的疑問)
[00:10:18.800 --> 00:10:21.800]  (主持人: 那位姐妹居然有這樣的力量)
[00:10:21.800 --> 00:10:24.800]  (主持人: 去分享她自己的掙扎)
[00:10:24.800 --> 00:10:26.800]  (主持人: 那種坦誠)
[00:10:26.800 --> 00:10:28.800]  (主持人: 還有那種對神的盼望)
[00:10:28.800 --> 00:10:30.800]  (主持人: 我經常在想)
[00:10:30.800 --> 00:10:32.800]  (主持人: 為什麼這個姐妹可以繼續相信下去)
[00:10:32.800 --> 00:10:33.800]  (主持人: 我當時這樣想)
[00:10:33.800 --> 00:10:35.800]  (主持人: 為什麼她還可以相信下去呢)
[00:10:35.800 --> 00:10:37.800]  (主持人: 其實對我很驚訝)
[00:10:37.800 --> 00:10:40.800]  (主持人: 我覺得這個神真的有點特別)
[00:10:40.800 --> 00:10:43.800]  (主持人: 這個神不是為了好處)
[00:10:43.800 --> 00:10:45.800]  (主持人: 風調雨順的信祂)
[00:10:45.800 --> 00:10:47.800]  (主持人: 這個神是在任何艱難的日子)
[00:10:47.800 --> 00:10:50.800]  (主持人: 祂都有能力幫助你)
[00:10:50.800 --> 00:10:52.800]  (主持人: 我想要一個這樣的神)
[00:10:52.800 --> 00:10:54.800]  (主持人: 所以我後來在大學)
[00:10:54.800 --> 00:10:56.800]  (主持人: 相信了耶穌)
[00:10:56.800 --> 00:10:57.800]  (主持人: 這個姐妹是一個)
[00:10:57.800 --> 00:10:59.800]  (主持人: 見證很重要的一部分)
[00:10:59.800 --> 00:11:01.800]  (主持人: 不過當時沒有想過)
[00:11:01.800 --> 00:11:04.800]  (主持人: 後來也經歷了一些挑戰)
[00:11:04.800 --> 00:11:07.800]  (主持人: 我人生也會經歷一些)
[00:11:07.800 --> 00:11:09.800]  (主持人: 類似又不是完全一樣的挑戰)
[00:11:09.800 --> 00:11:11.800]  (主持人: 不過有一點註腳)
[00:11:11.800 --> 00:11:15.800]  (主持人: 這位姐妹在我大學畢業後)
[00:11:15.800 --> 00:11:17.800]  (主持人: 她沒有見面)
[00:11:17.800 --> 00:11:19.800]  (主持人: 因為去了美國讀研究院)
