
[00:00:00.000 --> 00:00:04.720]  各位弟兄姐妹平安
[00:00:04.720 --> 00:00:10.000]  很快 上個月才見過大家
[00:00:10.000 --> 00:00:16.480]  可惜有些人在家庭生活仍見不到
[00:00:16.480 --> 00:00:20.240]  感恩平安回來
[00:00:20.240 --> 00:00:23.760]  回來之後發生的事我就不說了
[00:00:23.760 --> 00:00:30.320]  因為有些人已經說了
[00:00:30.320 --> 00:00:32.240]  大家可以問他們
[00:00:32.240 --> 00:00:35.680]  或者等待崇拜完畢才談
[00:00:35.680 --> 00:00:39.600]  很感謝剛才大師是否Ivy
[00:00:39.600 --> 00:00:44.560]  是吧?三首歌都很要命
[00:00:44.560 --> 00:00:52.560]  都很適合我聽、唱、需要
[00:00:52.560 --> 00:00:57.520]  所以都很適用
[00:00:57.520 --> 00:01:02.160]  對我自己有很大的幫助
[00:01:02.160 --> 00:01:09.040]  今次說的是人物系列今年最後一節
[00:01:09.040 --> 00:01:14.880]  我特意安排到12月說耶穌這個人物
[00:01:14.880 --> 00:01:20.000]  當然說耶穌的人物有很多內容可以說
[00:01:20.000 --> 00:01:28.160]  但我發現我抽了其中一兩點跟大家分享
[00:01:28.160 --> 00:01:30.640]  我們先做個祈禱
[00:01:30.640 --> 00:01:32.480]  預備我們的心
[00:01:32.480 --> 00:01:33.680]  希望我們很感謝你
[00:01:33.680 --> 00:01:37.600]  特別在12月年中的時候
[00:01:37.600 --> 00:01:41.120]  我們思想耶穌的一生
[00:01:41.120 --> 00:01:44.080]  我們發現很多時候我們信了耶穌
[00:01:44.080 --> 00:01:46.240]  我們說要跟從耶穌
[00:01:46.240 --> 00:01:51.360]  但很多時候我們發現我們不是很了解耶穌
[00:01:51.360 --> 00:01:55.840]  甚至不是很體會耶穌為我們所成就的一切
[00:01:55.840 --> 00:01:58.080]  以致我們學有時學不好
[00:01:58.080 --> 00:02:00.000]  跟我們跟不到
[00:02:00.000 --> 00:02:02.480]  所以求主你在今天這個時候
[00:02:02.480 --> 00:02:03.840]  主日的時候
[00:02:03.840 --> 00:02:07.040]  叫我們再一次思想耶穌的一生
[00:02:07.040 --> 00:02:10.560]  12月是紀念主耶穌降生的一個月
[00:02:10.560 --> 00:02:13.200]  我們都求主你叫我們不要忘記
[00:02:13.200 --> 00:02:14.720]  你為我們而來
[00:02:14.720 --> 00:02:16.560]  你也為我們而在來
[00:02:16.560 --> 00:02:19.440]  幫助我們在人生來去之間
