
[00:00:00.000 --> 00:00:05.000]  (教會)
[00:00:05.000 --> 00:00:06.600]  請主婦早晨
[00:00:06.600 --> 00:00:10.600]  剛才我們讀了經文 啓述了14章
[00:00:10.600 --> 00:00:13.600]  其實啓述到現在差不多到尾聲
[00:00:13.600 --> 00:00:17.100]  我應該還有四次就會講完
[00:00:17.100 --> 00:00:20.100]  這裡我們要翻溫一次
[00:00:20.100 --> 00:00:23.900]  之前我們看過的
[00:00:23.900 --> 00:00:27.400]  在第四章的時候
[00:00:27.400 --> 00:00:30.700]  一開始就講了天上的敬拜
[00:00:30.700 --> 00:00:34.200]  在約翰被提上天的時候
[00:00:34.200 --> 00:00:37.000]  他才看到最終的結果
[00:00:37.000 --> 00:00:38.300]  就是德性
[00:00:38.300 --> 00:00:40.100]  所謂天上的敬拜
[00:00:40.100 --> 00:00:42.600]  是帶給教會很大的安慰
[00:00:42.600 --> 00:00:45.400]  因為教會在地上仍然受苦
[00:00:45.400 --> 00:00:47.700]  受苦到何時完 不知道
[00:00:47.700 --> 00:00:51.700]  不過天上已經惠著我們的德性
[00:00:51.700 --> 00:00:53.700]  有一個敬拜
[00:00:53.700 --> 00:00:59.500]  所以這種安慰是讓約翰帶給教會的時候
[00:00:59.500 --> 00:01:02.200]  無論世上怎艱難
[00:01:02.200 --> 00:01:07.300]  但是原來天上已經開了慶功宴
[00:01:07.300 --> 00:01:10.000]  在這個二十四長老天上的二會
[00:01:10.000 --> 00:01:12.800]  十個支派和十個使徒
[00:01:12.800 --> 00:01:14.500]  上面有這個大會
[00:01:14.500 --> 00:01:16.800]  我們第四章講過
[00:01:16.800 --> 00:01:22.300]  然後一個時空倒流再看
[00:01:22.300 --> 00:01:27.100]  會發生什麼事呢?
[00:01:27.100 --> 00:01:29.100]  就是七個印
[00:01:29.100 --> 00:01:31.100]  事實上在《啓示錄》裡面
[00:01:31.100 --> 00:01:34.200]  由頭到尾都是講七個印
[00:01:34.200 --> 00:01:36.500]  這七個印是指耶穌可以打開
[00:01:36.500 --> 00:01:39.300]  就是抹後的奧秘
[00:01:39.300 --> 00:01:41.200]  然後我們就看到
[00:01:41.200 --> 00:01:43.400]  這個七個印裡面有提到
[00:01:43.400 --> 00:01:45.200]  這個末世的戰馬
[00:01:45.200 --> 00:01:48.500]  有白馬、紅馬、黑馬、灰馬
[00:01:48.500 --> 00:01:53.400]  這些都是一種象徵
[00:01:53.400 --> 00:01:55.000]  之後就看到
[00:01:55.000 --> 00:01:57.800]  其實在這個七個印裡面
[00:01:57.800 --> 00:02:00.300]  就包含了很多的災難
[00:02:00.300 --> 00:02:02.100]  而在這個災難裡面
[00:02:02.100 --> 00:02:04.900]  教會是得到保守
[00:02:04.900 --> 00:02:07.800]  約翰是給了一個定心丸
[00:02:07.800 --> 00:02:12.600]  我們知道世上災難是一定有的
[00:02:12.600 --> 00:02:15.100]  那四個戰馬出來
[00:02:15.100 --> 00:02:17.100]  實際情況是怎樣我們不知道
[00:02:17.100 --> 00:02:18.500]  不過災難是一定有的
[00:02:18.500 --> 00:02:22.500]  但是教會是得到保守
[00:02:22.500 --> 00:02:23.700]  而在這個災難裡面
[00:02:23.700 --> 00:02:26.100]  有生態的災難
[00:02:26.100 --> 00:02:31.500]  火與血、海、水、星辰受審判
[00:02:31.500 --> 00:02:33.800]  之後在災難裡面
[00:02:33.800 --> 00:02:36.800]  是達到地步就是要生不息
[00:02:36.800 --> 00:02:38.700]  求生不得、求死不能
[00:02:38.700 --> 00:02:40.600]  這個災難不是一個普通的災難
[00:02:40.600 --> 00:02:43.200]  是一個很嚴厲的
[00:02:43.200 --> 00:02:46.200]  並且是很艱苦的一個災難
[00:02:46.200 --> 00:02:48.400]  我們都看過了
[00:02:48.400 --> 00:02:50.600]  之後在十章裡面
[00:02:50.600 --> 00:02:53.400]  我們看到一個叫做苦甜之間
[00:02:53.400 --> 00:02:58.700]  就是上帝要約翰吃一個卷
[00:02:58.700 --> 00:03:01.600]  這個卷體現了上帝的心情
[00:03:01.600 --> 00:03:04.000]  就是在人類災難裡面埋怨
[00:03:04.000 --> 00:03:06.200]  為什麼有這麼多的痛苦
[00:03:06.200 --> 00:03:08.100]  其實上帝都不好受
[00:03:08.100 --> 00:03:10.400]  因為上帝其實他都是慈愛
[00:03:10.400 --> 00:03:12.600]  但是他也有他的公義
[00:03:12.600 --> 00:03:15.100]  所以這個卷就代表了
[00:03:15.100 --> 00:03:17.200]  上帝的心情
[00:03:17.200 --> 00:03:21.600]  一方面上帝是有他的慈愛
[00:03:21.600 --> 00:03:22.800]  讓人回轉
[00:03:22.800 --> 00:03:25.800]  但是也有上帝的審判
[00:03:25.800 --> 00:03:32.500]  讓人得到他應得的處罰
[00:03:32.500 --> 00:03:35.800]  十一章就講到苦難中的教會
[00:03:35.800 --> 00:03:39.400]  就是這個教會是上帝不單止報仇
[00:03:39.400 --> 00:03:42.700]  上帝還很清楚教會裡面所做的事
[00:03:42.700 --> 00:03:44.200]  所以有「將量」
[00:03:44.200 --> 00:03:46.300]  「量度教會」的意思就是
[00:03:46.300 --> 00:03:49.500]  上帝其實知道教會裡面發生的事
[00:03:49.500 --> 00:03:51.000]  很微小的事
[00:03:51.000 --> 00:03:52.800]  上帝知道
[00:03:52.800 --> 00:03:57.400]  所以這個量度代表了上帝是掌管著
[00:03:57.400 --> 00:04:01.100]  也明白清楚知道我們所經歷的
[00:04:01.100 --> 00:04:05.600]  因此也給我們一個很大的安慰
[00:04:05.600 --> 00:04:08.500]  之後十二章就講到
[00:04:08.500 --> 00:04:12.300]  這個降龍復魔
[00:04:12.300 --> 00:04:15.900]  就是靈界上的戰爭
[00:04:15.900 --> 00:04:17.600]  苦人難行
[00:04:17.600 --> 00:04:19.900]  七頭降龍這個戰爭
[00:04:19.900 --> 00:04:23.100]  靈界上的戰爭有很多的殉途
[00:04:23.100 --> 00:04:25.800]  不單單肉身上是受苦
[00:04:25.800 --> 00:04:29.500]  宿命上也會被撈去
[00:04:29.500 --> 00:04:32.200]  成為了惡勢力
[00:04:32.200 --> 00:04:34.400]  撒旦的撈物
[00:04:34.400 --> 00:04:37.400]  之後上一章我們提到
[00:04:37.400 --> 00:04:39.400]  受的數目666
[00:04:39.400 --> 00:04:43.300]  我不知道你回來有沒有計計你自己是多少號
[00:04:43.300 --> 00:04:45.000]  你可以計計你是不是666
[00:04:45.000 --> 00:04:49.800]  你發現原來很多人都是666的
[00:04:49.800 --> 00:04:53.800]  好了 今天我們就講天上的新歌
[00:04:53.800 --> 00:04:56.100]  雖然666沒有讓我們知道
[00:04:56.100 --> 00:05:00.000]  究竟哪一個真是666
[00:05:00.000 --> 00:05:02.200]  在歷史上太多了
[00:05:02.200 --> 00:05:05.000]  教皇也是 希特勒也是
[00:05:05.000 --> 00:05:09.600]  羅馬皇帝也是 連馬丁路德也是
[00:05:09.600 --> 00:05:10.900]  在這些時候
[00:05:10.900 --> 00:05:16.300]  我們知道上帝並沒有讓我們去identify
[00:05:16.300 --> 00:05:18.000]  知道是哪一個
[00:05:18.000 --> 00:05:19.800]  奧秘是屬於上帝
[00:05:19.800 --> 00:05:24.400]  但是基督總是有
[00:05:24.400 --> 00:05:27.000]  天上的新歌今天我們所講
[00:05:27.000 --> 00:05:31.500]  就是提到高壓
[00:05:31.500 --> 00:05:36.000]  在石安山有144,000人站在
[00:05:36.000 --> 00:05:39.600]  有他的名字寫在額頭上
[00:05:39.600 --> 00:05:42.600]  這144,000人是買回來的
[00:05:42.600 --> 00:05:44.100]  2到3字
[00:05:44.100 --> 00:05:47.700]  買就是熟的意思 是買熟
[00:05:47.700 --> 00:05:52.700]  數字在啓示錄是很奇怪的
[00:05:52.700 --> 00:05:55.100]  有很多不同的解釋
[00:05:55.100 --> 00:05:57.000]  我都分享過
[00:05:57.000 --> 00:05:58.700]  當我最初看啓示錄
[00:05:58.700 --> 00:06:01.200]  我覺得自己完全通了
[00:06:01.200 --> 00:06:02.800]  誰知道再看多一點的時候
[00:06:02.800 --> 00:06:04.800]  就發現原來還有很多解釋
[00:06:04.800 --> 00:06:05.800]  看完很多書之後
[00:06:05.800 --> 00:06:08.600]  我發現我自己一無所知
[00:06:08.600 --> 00:06:11.200]  所以到現在我是一無所知
[00:06:11.200 --> 00:06:13.500]  一無所知就不用說了 是吧
[00:06:13.500 --> 00:06:15.200]  不講也要講
[00:06:15.200 --> 00:06:17.000]  一無所知也要講
[00:06:17.000 --> 00:06:19.400]  144,000只是這個數字
[00:06:19.400 --> 00:06:22.000]  已經是很難解釋
[00:06:22.000 --> 00:06:29.200]  144,000我們知道是由12乘12乘1000的
[00:06:29.200 --> 00:06:35.200]  12我看過就是舊約12個支排
[00:06:35.200 --> 00:06:38.000]  新約12個使徒
[00:06:38.000 --> 00:06:41.600]  是代表了上帝舊約舊熟
[00:06:41.600 --> 00:06:43.400]  和新約的舊熟
[00:06:43.400 --> 00:06:44.800]  上帝的揀選
[00:06:44.800 --> 00:06:47.400]  所以它是被買熟回來的
[00:06:47.400 --> 00:06:50.000]  但是為什麼是12乘12
[00:06:50.000 --> 00:06:52.200]  不是12加12
[00:06:52.200 --> 00:06:54.200]  為什麼要有1000
[00:06:54.200 --> 00:06:58.400]  1000我們都明白是完整的數字
[00:06:58.400 --> 00:07:00.800]  就是說是上帝請救的人
[00:07:00.800 --> 00:07:02.600]  是一個都沒有遺留
[00:07:02.600 --> 00:07:05.000]  所以是1000 是完整的
[00:07:05.000 --> 00:07:07.400]  所以舊的 舊熟的
[00:07:07.400 --> 00:07:08.600]  完全在裡面
[00:07:08.600 --> 00:07:10.600]  是一個完整的數字
[00:07:10.600 --> 00:07:12.800]  但是為什麼不是12乘1000
[00:07:12.800 --> 00:07:14.200]  再乘12乘1000
[00:07:14.200 --> 00:07:18.600]  變成了1億4千萬
[00:07:18.600 --> 00:07:22.600]  而是12乘12再乘1000呢
[00:07:22.600 --> 00:07:24.200]  所以這個數字上面
[00:07:24.200 --> 00:07:26.200]  猶太人是很喜歡
[00:07:26.200 --> 00:07:32.400]  在數字上面有些信息帶出來
[00:07:32.400 --> 00:07:34.200]  我的理解
[00:07:34.200 --> 00:07:35.200]  所以不要緊的
[00:07:35.200 --> 00:07:36.600]  如果你看到很多《釋經》書
[00:07:36.600 --> 00:07:38.400]  不跟我理解不要緊的
[00:07:38.400 --> 00:07:39.200]  我已經講了
[00:07:39.200 --> 00:07:40.200]  我一無所知的了
[00:07:40.200 --> 00:07:42.600]  對於上帝的奧秘
[00:07:42.600 --> 00:07:45.800]  12如果是上帝的數字
[00:07:45.800 --> 00:07:49.800]  它不是乘1000再乘12乘1000
[00:07:49.800 --> 00:07:53.200]  而是12先乘12
[00:07:53.200 --> 00:07:56.000]  144再乘1000
[00:07:56.000 --> 00:07:57.200]  它又不是加
[00:07:57.200 --> 00:08:01.800]  應該是舊約的12再加新約的12
[00:08:01.800 --> 00:08:06.000]  這裡是一個倍數的增長
[00:08:06.000 --> 00:08:10.600]  上帝的舊熟在舊約的12和新約的12
[00:08:10.600 --> 00:08:12.000]  它是一個多重的
[00:08:12.000 --> 00:08:16.000]  一個舊熟的增長
[00:08:16.000 --> 00:08:18.400]  所以這個裡面就隱含了
[00:08:18.400 --> 00:08:20.200]  上帝的請求
[00:08:20.200 --> 00:08:24.400]  就不單單是猶太人的12個支派
[00:08:24.400 --> 00:08:26.200]  新約的12的使徒
[00:08:26.200 --> 00:08:28.800]  這兩個是用多重的
[00:08:28.800 --> 00:08:30.600]  是12乘12
[00:08:30.600 --> 00:08:33.800]  上帝舊熟的角度是擴展的
[00:08:33.800 --> 00:08:37.800]  然後再乘上去圓滿的數字1000
[00:08:37.800 --> 00:08:43.200]  所以它出現的數字是144000
[00:08:43.200 --> 00:08:45.600]  在上帝舊熟的角度上
[00:08:45.600 --> 00:08:49.600]  不是加上去而是乘上去
