
[00:00:00.000 --> 00:00:09.000]  今天這個題目安排我來說純粹是一種巧合
[00:00:09.000 --> 00:00:14.600]  大家當中是真的感受到一種天意
[00:00:14.600 --> 00:00:19.000]  或者叫圖說這是很奇妙的常態安排
[00:00:19.000 --> 00:00:22.400]  或者主辦單位所期望
[00:00:22.400 --> 00:00:27.000]  那些辦公室政治 那些職場智慧
[00:00:27.000 --> 00:00:30.600]  善眾善討 安慰大家 怎樣怎樣
[00:00:30.600 --> 00:00:36.800]  和平來去 很抽離的 很抽離的
[00:00:36.800 --> 00:00:42.400]  但是今天我們面對今天的香港
[00:00:42.400 --> 00:00:45.500]  我做傳媒工作四十多年
[00:00:45.500 --> 00:00:52.000]  我沒見過香港這麼沮喪 這麼消沉
[00:00:52.000 --> 00:00:57.500]  連最叻最有智慧的人都不知何去何從
[00:00:57.500 --> 00:01:01.400]  那種悲觀的情緒在瀰漫著
[00:01:01.400 --> 00:01:04.400]  你沒得走的 沒得避的
[00:01:04.400 --> 00:01:08.900]  同時我覺得更大的風暴在前面
[00:01:08.900 --> 00:01:15.800]  更多的後遺症慢慢在未來半年就會浮出來
[00:01:15.800 --> 00:01:20.200]  我已經有兩三個月沒有接任何的講座
[00:01:20.200 --> 00:01:23.800]  只是維持星期天的講道
[00:01:23.800 --> 00:01:28.200]  講道也有很多掙扎 因為有些東西不適合講
[00:01:28.200 --> 00:01:32.800]  有些東西不可以在主日講壇去分享
[00:01:32.800 --> 00:01:37.800]  因為實際上有太多問題要處理
[00:01:37.800 --> 00:01:43.400]  兩星期前我和一班跟了我一段很長時間的年輕人
[00:01:43.400 --> 00:01:47.400]  說年輕就不年輕了 都出來工作六年了
[00:01:47.400 --> 00:01:52.400]  很多是社工 很多是老師 很多是醫護人員
[00:01:52.400 --> 00:01:59.400]  我跟他們說 近期我有一個很清晰的發現
[00:01:59.400 --> 00:02:01.400]  很誠實的反省
[00:02:01.400 --> 00:02:05.000]  就說我這麼多年的工作
[00:02:05.000 --> 00:02:13.000]  有八成我的經驗知識已經勾了
[00:02:13.000 --> 00:02:17.600]  剩下兩成 唯一剩下兩成覺得還有用的
[00:02:17.600 --> 00:02:23.400]  就是那些我失敗的經驗 很真誠的
[00:02:23.400 --> 00:02:26.600]  就是我看回近期這個社會的風暴
[00:02:26.600 --> 00:02:30.000]  是將很多東西顛覆了
[00:02:30.000 --> 00:02:34.600]  什麼叫顛覆呢 是完全將你翻倒了
[00:02:34.600 --> 00:02:39.600]  但是怎麼重建呢 是完全不知道的
[00:02:39.600 --> 00:02:46.400]  我昨天看到我們的特首一個很自信 很有智慧
[00:02:46.400 --> 00:02:51.200]  能力很強的香港的女特首
[00:02:51.200 --> 00:02:59.600]  眼神裡那種沮喪無奈是沒見過的
[00:02:59.600 --> 00:03:03.000]  有人說她的身體語言出賣了她
[00:03:03.000 --> 00:03:06.200]  但是怎麼去承受這麼大的壓力呢
[00:03:06.200 --> 00:03:10.600]  這個就是看見我們的政治領袖尚且這麼沮喪無奈
[00:03:10.600 --> 00:03:13.600]  不知道害何重 不知道下一步怎麼走
[00:03:13.600 --> 00:03:17.600]  香港接著怎麼走呢 沒人知道的
[00:03:17.600 --> 00:03:22.600]  所以今天其實就將我近期的一些心路歷程
[00:03:22.600 --> 00:03:24.600]  跟大家分享一下
[00:03:24.600 --> 00:03:29.600]  也都可以看到一個可能對香港很有承擔
[00:03:29.600 --> 00:03:32.600]  對自己都很有自信
[00:03:32.600 --> 00:03:38.600]  覺得自己過去做的事情都足以自我安慰的人
[00:03:38.600 --> 00:03:41.600]  發現原來很多東西又改變了
[00:03:41.600 --> 00:03:46.600]  第一件事想跟大家分享的就是
[00:03:46.600 --> 00:03:51.600]  其實你或多或少近期開始有些抑鬱
[00:03:51.600 --> 00:03:54.600]  我近期有很多朋友和他聊天
[00:03:54.600 --> 00:03:59.600]  我發覺他開始有些depression
[00:03:59.600 --> 00:04:02.600]  但我們盡量去迴避
[00:04:02.600 --> 00:04:07.600]  你越聰明越看高位越看領導
[00:04:07.600 --> 00:04:10.600]  你盡量覺得自己很行很行
[00:04:10.600 --> 00:04:13.600]  但發覺我和香港的政治領袖
[00:04:13.600 --> 00:04:15.600]  最有自信的那班人都看到
[00:04:15.600 --> 00:04:20.600]  depression 沮喪 抑鬱
[00:04:20.600 --> 00:04:23.600]  原來這件事很特別的
[00:04:23.600 --> 00:04:26.600]  在心學上有個叫黑狗理論
[00:04:26.600 --> 00:04:30.600]  我們心中都有隻bad dog叫黑狗
[00:04:30.600 --> 00:04:33.600]  黑狗就是我們的情緒抑鬱
[00:04:33.600 --> 00:04:37.600]  黑狗會吞噬 會噬去你的靈魂
[00:04:37.600 --> 00:04:40.600]  原來很多名人包括邱吉爾
[00:04:40.600 --> 00:04:43.600]  英國最厲害的首相
[00:04:43.600 --> 00:04:47.600]  在二次大戰怎麼來扭轉戰局
[00:04:47.600 --> 00:04:51.600]  其實說有嚴重的抑鬱症
[00:04:51.600 --> 00:04:54.600]  所以我們不要小看一件事
[00:04:54.600 --> 00:04:57.600]  其實我很擔心那班年輕人
[00:04:57.600 --> 00:05:00.600]  擔心那班做青年工作的人
[00:05:00.600 --> 00:05:02.600]  因為你是領導 大家看著你
[00:05:02.600 --> 00:05:04.600]  但當你自己都不行的時候
[00:05:04.600 --> 00:05:07.600]  一定要有自覺性
[00:05:07.600 --> 00:05:12.600]  怎樣去對付我們心中的黑狗呢
[00:05:12.600 --> 00:05:14.600]  包括我第一個和大家分享的功課
[00:05:14.600 --> 00:05:21.600]  就是我們要學習更大的聆聽
[00:05:21.600 --> 00:05:23.600]  我除了做傳媒工作
[00:05:23.600 --> 00:05:25.600]  做傳導人之外
[00:05:25.600 --> 00:05:28.600]  其實我有一個挺特別的副業
[00:05:28.600 --> 00:05:31.600]  在行業當中頗有名氣
[00:05:31.600 --> 00:05:33.600]  就是做專業培訓
[00:05:33.600 --> 00:05:36.600]  在大學 城市大學
[00:05:36.600 --> 00:05:39.600]  行政人員工商管理碩士課程
[00:05:39.600 --> 00:05:41.600]  EMBA教了16年
[00:05:41.600 --> 00:05:46.600]  Public speaking and communication
[00:05:46.600 --> 00:05:49.600]  公眾演講及溝通學
[00:05:49.600 --> 00:05:52.600]  而在我的課程當中
[00:05:52.600 --> 00:05:54.600]  其實有一個很重要的功課
[00:05:54.600 --> 00:05:56.600]  就是學習聆聽
[00:05:56.600 --> 00:05:58.600]  去聽別人說話
[00:05:58.600 --> 00:06:02.600]  原來我們不習慣聽別人說話
[00:06:02.600 --> 00:06:05.600]  我會做一些課程的練習
[00:06:05.600 --> 00:06:07.600]  我放一段片給大家看
[00:06:07.600 --> 00:06:09.600]  聽完之後我叫大家
[00:06:09.600 --> 00:06:12.600]  忠實地重組故事
[00:06:12.600 --> 00:06:14.600]  不可以改的
[00:06:14.600 --> 00:06:16.600]  15分鐘 你用3分鐘說出來
[00:06:16.600 --> 00:06:21.600]  做得合格的不攪拌
[00:06:21.600 --> 00:06:24.600]  做得好的只有2-3個
[00:06:24.600 --> 00:06:26.600]  現在我們放段片出來
[00:06:26.600 --> 00:06:28.600]  大家去回應一下 講你的意見
[00:06:28.600 --> 00:06:32.600]  嘩 大家口若鉛河 講得很好
[00:06:32.600 --> 00:06:35.600]  因為我們習慣表達自己的意見
[00:06:35.600 --> 00:06:39.600]  而我們很少留心聽別人說話
[00:06:39.600 --> 00:06:45.600]  不知道大家有沒有記憶圖
[00:06:45.600 --> 00:06:47.600]  每個星期聽牧師講到
[00:06:47.600 --> 00:06:49.600]  聽完之後
[00:06:49.600 --> 00:06:51.600]  你記得多少成呢
[00:06:51.600 --> 00:06:53.600]  其實科學化的研究
[00:06:53.600 --> 00:06:55.600]  原來一個星期剩下多少成
[00:06:55.600 --> 00:06:57.600]  一個月之後剩下多少成
[00:06:57.600 --> 00:06:59.600]  是很少很少 通常只記得一兩句說話
[00:06:59.600 --> 00:07:01.600]  和一個故事
[00:07:01.600 --> 00:07:03.600]  原來我們不善於聆聽
[00:07:03.600 --> 00:07:06.600]  因為我們會很分心
[00:07:06.600 --> 00:07:09.600]  但有時候原來學習更大的聆聽
[00:07:09.600 --> 00:07:11.600]  是很重要的
[00:07:11.600 --> 00:07:13.600]  所以如果你發覺
[00:07:13.600 --> 00:07:15.600]  自己確實受到近期一些
[00:07:15.600 --> 00:07:17.600]  社會各方面的影響
[00:07:17.600 --> 00:07:23.600]  記住找幾個好朋友
[00:07:23.600 --> 00:07:25.600]  是事於聆聽的好朋友
[00:07:25.600 --> 00:07:28.600]  大家出來就去講
[00:07:28.600 --> 00:07:31.600]  大家就說不准反駁
[00:07:31.600 --> 00:07:33.600]  不准討論
[00:07:33.600 --> 00:07:35.600]  因為現在香港面對的情況
[00:07:35.600 --> 00:07:39.600]  已經不是一般人可以討論到
[00:07:39.600 --> 00:07:42.600]  太多的事我們都不知道
[00:07:42.600 --> 00:07:44.600]  太多變數和太多複雜的事
[00:07:44.600 --> 00:07:47.600]  已經超越了我們的經驗
[00:07:47.600 --> 00:07:49.600]  我們的知識
[00:07:49.600 --> 00:07:51.600]  完全推翻了
[00:07:51.600 --> 00:07:53.600]  我八成的功夫都刪掉了
[00:07:53.600 --> 00:07:55.600]  兩三個月就覺得過去了
[00:07:55.600 --> 00:07:58.600]  只有兩成失敗的經驗可以分享
[00:07:58.600 --> 00:08:00.600]  所以我們一定要找一些人
[00:08:00.600 --> 00:08:02.600]  可以做聆聽者
[00:08:02.600 --> 00:08:05.600]  自己也終於做過聆聽者
[00:08:05.600 --> 00:08:07.600]  但這件事是很難的
[00:08:07.600 --> 00:08:09.600]  一跟你討論這件事
[00:08:09.600 --> 00:08:11.600]  你馬上反駁我
[00:08:11.600 --> 00:08:13.600]  馬上去抗拒
[00:08:13.600 --> 00:08:15.600]  一歡而散
[00:08:15.600 --> 00:08:17.600]  所以這時候學習聆聽是很重要的
[00:08:17.600 --> 00:08:21.600]  2016年年尾
[00:08:21.600 --> 00:08:23.600]  英國牛頓字典
[00:08:23.600 --> 00:08:27.600]  選出當年的年度keywords
[00:08:27.600 --> 00:08:29.600]  Post True
[00:08:29.600 --> 00:08:31.600]  很多人都知道
[00:08:31.600 --> 00:08:33.600]  但不知道什麼叫Post True
[00:08:33.600 --> 00:08:35.600]  Post True的definition就是
[00:08:35.600 --> 00:08:41.600]  我們會相信我們主觀的感受和立場
[00:08:41.600 --> 00:08:45.600]  是蓋過客觀的事實
[00:08:45.600 --> 00:08:47.600]  於是我們對任何問題
[00:08:47.600 --> 00:08:49.600]  先有一個定論
[00:08:49.600 --> 00:08:51.600]  也不理客觀事實是怎樣
[00:08:51.600 --> 00:08:53.600]  這就是現代人
[00:08:53.600 --> 00:08:55.600]  接收資訊的角色
[00:08:55.600 --> 00:08:57.600]  作為傳媒人
[00:08:57.600 --> 00:08:59.600]  我都明白到今時今日
[00:08:59.600 --> 00:09:01.600]  整個傳媒世界顛覆了
[00:09:01.600 --> 00:09:05.600]  還有誰每天都會看報紙的
[00:09:05.600 --> 00:09:07.600]  你接收資訊是誰來的
[00:09:07.600 --> 00:09:09.600]  資訊是誰來的
[00:09:09.600 --> 00:09:11.600]  你讓我看看你的手機
[00:09:11.600 --> 00:09:13.600]  我看看你的資訊是誰來的
[00:09:13.600 --> 00:09:15.600]  我可以告訴你
[00:09:15.600 --> 00:09:17.600]  有一半是未經證實的
[00:09:17.600 --> 00:09:19.600]  一半是個人意見
[00:09:19.600 --> 00:09:21.600]  你當它是事實
[00:09:21.600 --> 00:09:23.600]  原來我們每天都這樣接收資訊
[00:09:23.600 --> 00:09:25.600]  是很危險的
[00:09:25.600 --> 00:09:27.600]  並且有一個更加嚴重的
[00:09:27.600 --> 00:09:29.600]  從幾年前
[00:09:29.600 --> 00:09:31.600]  佔中開始
[00:09:31.600 --> 00:09:33.600]  就是我們
[00:09:33.600 --> 00:09:35.600]  對一些非同性戀者
[00:09:35.600 --> 00:09:39.600]  對一些非同溫層的意見
[00:09:39.600 --> 00:09:41.600]  我們會排斥
[00:09:41.600 --> 00:09:43.600]  我們只是接受同溫層
[00:09:43.600 --> 00:09:45.600]  同一個群組的看法
[00:09:45.600 --> 00:09:47.600]  我們拒絕一些
[00:09:47.600 --> 00:09:49.600]  跟我們不同看法的資訊
[00:09:49.600 --> 00:09:51.600]  於是我接收方面
[00:09:51.600 --> 00:09:53.600]  是很單向的
[00:09:53.600 --> 00:09:55.600]  所以
[00:09:55.600 --> 00:09:57.600]  當我們是進入了聆聽關節
[00:09:57.600 --> 00:09:59.600]  第一我們要嘗試自己
[00:09:59.600 --> 00:10:01.600]  去拉闊我們的世界
[00:10:01.600 --> 00:10:03.600]  如果不拉闊我們的世界
[00:10:03.600 --> 00:10:05.600]  我們慢慢的
[00:10:05.600 --> 00:10:07.600]  我們的抑鬱症
[00:10:07.600 --> 00:10:09.600]  怎樣抑鬱呢?
[00:10:09.600 --> 00:10:11.600]  因為我們看的東西太窄
[00:10:11.600 --> 00:10:13.600]  而且每天都接收同類的資訊
[00:10:13.600 --> 00:10:15.600]  不斷重複重複
[00:10:15.600 --> 00:10:17.600]  其實
[00:10:17.600 --> 00:10:19.600]  你會慢慢沉溺於某種資訊世界
[00:10:19.600 --> 00:10:21.600]  而找不到
[00:10:21.600 --> 00:10:23.600]  人跟你傾訴分享
[00:10:23.600 --> 00:10:25.600]  於是你會越來越孤僻
[00:10:25.600 --> 00:10:27.600]  這就是未來六個月
[00:10:27.600 --> 00:10:29.600]  你看香港很多社會問題
[00:10:29.600 --> 00:10:31.600]  會出現的
[00:10:31.600 --> 00:10:33.600]  資訊天下
[00:10:33.600 --> 00:10:35.600]  帶來的後遺症
[00:10:35.600 --> 00:10:37.600]  很個人的
[00:10:37.600 --> 00:10:39.600]  倪祥
[00:10:39.600 --> 00:10:41.600]  就在你心中
[00:10:41.600 --> 00:10:43.600]  就在你心中的黑狗
[00:10:43.600 --> 00:10:45.600]  要很小心
[00:10:45.600 --> 00:10:47.600]  要聆聽
[00:10:47.600 --> 00:10:49.600]  應付這件事
[00:10:49.600 --> 00:10:51.600]  大家聆聽
[00:10:51.600 --> 00:10:53.600]  能夠幫到自己
[00:10:53.600 --> 00:10:55.600]  就記住
[00:10:55.600 --> 00:10:57.600]  不要太過沉溺於某件事件
[00:10:57.600 --> 00:10:59.600]  世界很大
[00:10:59.600 --> 00:11:01.600]  我記得在美國
[00:11:01.600 --> 00:11:03.600]  911發生的時候
[00:11:03.600 --> 00:11:05.600]  美國總統
[00:11:05.600 --> 00:11:07.600]  躲在了
[00:11:07.600 --> 00:11:09.600]  最安全的地方
[00:11:09.600 --> 00:11:11.600]  領袖真空
[00:11:11.600 --> 00:11:13.600]  當時一個人出來
[00:11:13.600 --> 00:11:15.600]  令美國人很有信心
[00:11:15.600 --> 00:11:17.600]  那位市長朱利安尼
[00:11:17.600 --> 00:11:19.600]  這位市長
[00:11:19.600 --> 00:11:21.600]  寫了一本書
[00:11:21.600 --> 00:11:23.600]  講述當時的處境
[00:11:23.600 --> 00:11:25.600]  我還記得當時
[00:11:25.600 --> 00:11:27.600]  一個鏡頭
[00:11:27.600 --> 00:11:29.600]  這位市長
[00:11:29.600 --> 00:11:31.600]  戴著一頂消防帽
[00:11:31.600 --> 00:11:33.600]  站在
[00:11:33.600 --> 00:11:35.600]  911恐襲的現場
[00:11:35.600 --> 00:11:37.600]  對鏡頭說了一句話
[00:11:37.600 --> 00:11:39.600]  Life
[00:11:39.600 --> 00:11:41.600]  Must go on
[00:11:41.600 --> 00:11:43.600]  他呼籲美國人
[00:11:43.600 --> 00:11:45.600]  面對這樣的情況
[00:11:45.600 --> 00:11:47.600]  你做什麼呢
[00:11:47.600 --> 00:11:49.600]  他不是說了很多理論
[00:11:49.600 --> 00:11:51.600]  只是大家如常地工作
