
[00:00:00.000 --> 00:00:03.000]  我們來到第三堂
[00:00:03.000 --> 00:00:09.000]  亦都是這五個講道的中間
[00:00:09.000 --> 00:00:12.000]  所以我們是來到核心
[00:00:12.000 --> 00:00:19.000]  天國如果不是將來要去的地方
[00:00:19.000 --> 00:00:22.000]  不是魂歸天國
[00:00:22.000 --> 00:00:25.000]  而是天國近了
[00:00:25.000 --> 00:00:28.000]  到底是一件什麼事呢?
[00:00:28.000 --> 00:00:31.000]  我們想在這個鐘頭裏面
[00:00:31.000 --> 00:00:37.000]  很認真來看一看聖經怎樣講
[00:00:37.000 --> 00:00:40.000]  我們沒有任何的假設
[00:00:40.000 --> 00:00:45.000]  改革運動馬丁路德提出一個很重要的原則
[00:00:45.000 --> 00:00:49.000]  就是唯讀聖經
[00:00:49.000 --> 00:00:55.000]  這個不是跟外邦人、未信的人講的
[00:00:55.000 --> 00:01:01.000]  改革運動聖經的權威是跟教會講的
[00:01:01.000 --> 00:01:04.000]  教會有極強的傳統
[00:01:04.000 --> 00:01:16.000]  亦都有極有資格的神學家梵諦剛
[00:01:16.000 --> 00:01:21.000]  但是路德就是提出
[00:01:21.000 --> 00:01:30.000]  聖經是我們唯一信仰行為最高的準則
[00:01:30.000 --> 00:01:32.000]  所以我們討論天國
[00:01:32.000 --> 00:01:34.000]  神的國降臨
[00:01:34.000 --> 00:01:37.000]  天國近了
[00:01:37.000 --> 00:01:40.000]  我們只能夠回到聖經
[00:01:40.000 --> 00:01:44.000]  我們沒有任何的假設
[00:01:44.000 --> 00:01:46.000]  這一堂我們要讀的是
[00:01:46.000 --> 00:01:53.000]  馬太福音第24章第三節到第十四節
[00:01:53.000 --> 00:01:58.000]  我們先讀出神的話
[00:01:58.000 --> 00:02:02.000]  馬太福音第24章第三節到第十四節
[00:02:02.000 --> 00:02:03.000]  我們一起讀
[00:02:03.000 --> 00:02:06.000]  耶穌在橄欖山上坐著
[00:02:06.000 --> 00:02:09.000]  門徒暗暗的來說
[00:02:09.000 --> 00:02:13.000]  請告訴我們什麼時候有這些事
[00:02:13.000 --> 00:02:16.000]  你降臨和世界的末了
[00:02:16.000 --> 00:02:18.000]  有什麼預兆呢
[00:02:18.000 --> 00:02:19.000]  耶穌回答說
[00:02:19.000 --> 00:02:23.000]  你們要謹慎免得有人迷惑你們
[00:02:23.000 --> 00:02:27.000]  因為將來有好些人冒我的名來說
[00:02:27.000 --> 00:02:31.000]  我是基督並且要迷惑許多人
[00:02:31.000 --> 00:02:34.000]  你們也要聽見打仗和打仗的風聲
[00:02:34.000 --> 00:02:36.000]  總不要驚慌
[00:02:36.000 --> 00:02:39.000]  因為這些事是必須有的
[00:02:39.000 --> 00:02:41.000]  只是末期還沒有到
[00:02:41.000 --> 00:02:43.000]  民要攻打民
[00:02:43.000 --> 00:02:45.000]  國要攻打國
[00:02:45.000 --> 00:02:47.000]  多處必有饑荒濟震
[00:02:47.000 --> 00:02:50.000]  這都是災難的起頭
[00:02:50.000 --> 00:02:53.000]  那時人要把你們陷在患難裡
[00:02:53.000 --> 00:02:55.000]  也要殺害你們
[00:02:55.000 --> 00:02:59.000]  你們又要為我的名被萬民恨惡
[00:02:59.000 --> 00:03:01.000]  那時必有許多人見到
[00:03:01.000 --> 00:03:05.000]  也要彼此陷害彼此恨惡
[00:03:05.000 --> 00:03:09.000]  且有好些假先知起來迷惑多人
[00:03:09.000 --> 00:03:11.000]  只因不發的事增多
[00:03:11.000 --> 00:03:15.000]  許多人的愛心才漸漸冷淡了
[00:03:15.000 --> 00:03:18.000]  唯有忍耐到底的必然得救
[00:03:18.000 --> 00:03:22.000]  這天國的福音要傳遍天下
[00:03:22.000 --> 00:03:24.000]  對萬民作見證
[00:03:24.000 --> 00:03:27.000]  然後末期才來到
[00:03:27.000 --> 00:03:31.000]  我相信這一章的經文對大家一點都不陌生
[00:03:31.000 --> 00:03:33.000]  所以我沒有一次讀完
[00:03:33.000 --> 00:03:37.000]  本來應該讀到結尾的
[00:03:37.000 --> 00:03:40.000]  25章才開始新的段落十個同類
[00:03:40.000 --> 00:03:50.000]  不過我們開頭來看了耶穌說的這一段話
[00:03:50.000 --> 00:03:55.000]  其實起點是耶路撒冷的聖殿
[00:03:55.000 --> 00:03:58.000]  我們略過了第一第二節
[00:03:58.000 --> 00:04:00.000]  第一第二節那一句
[00:04:00.000 --> 00:04:05.000]  耶穌是和門徒討論耶路撒冷的聖殿
[00:04:05.000 --> 00:04:09.000]  耶穌說你們不是看見這個電雨嗎
[00:04:09.000 --> 00:04:12.000]  我實在告訴你們將來在這裡
[00:04:12.000 --> 00:04:16.000]  沒有一塊石頭留在石頭上不被拆毀
[00:04:16.000 --> 00:04:18.000]  耶穌說這句話的時候
[00:04:18.000 --> 00:04:22.000]  是大概出來傳道
[00:04:22.000 --> 00:04:26.000]  最後第三年33歲
[00:04:26.000 --> 00:04:30.000]  我們知道公元70年
[00:04:30.000 --> 00:04:38.000]  羅馬的軍隊就將第二聖殿拆毀
[00:04:38.000 --> 00:04:42.000]  所以是很短的時間之內發生的一件事
[00:04:42.000 --> 00:04:44.000]  哇 耶穌預言
[00:04:44.000 --> 00:04:46.000]  其實不用預言
[00:04:46.000 --> 00:04:51.000]  你生活在那個政治環境當中
[00:04:51.000 --> 00:04:58.000]  你都會看到必定會發生的事情
[00:04:58.000 --> 00:05:00.000]  很多人看今天香港
[00:05:00.000 --> 00:05:02.000]  哎呀 撲朔迷離
[00:05:02.000 --> 00:05:04.000]  個個都出來競選特首
[00:05:04.000 --> 00:05:06.000]  其實你早就已經看到了
[00:05:06.000 --> 00:05:08.000]  你知道的
[00:05:08.000 --> 00:05:11.000]  不過有時不想接受事實
[00:05:11.000 --> 00:05:13.000]  耶穌說這個事實
[00:05:13.000 --> 00:05:15.000]  門徒不想接受
[00:05:15.000 --> 00:05:18.000]  所以耶穌說完這句話
[00:05:18.000 --> 00:05:20.000]  門徒就來問耶穌
[00:05:20.000 --> 00:05:22.000]  請告訴我們
[00:05:22.000 --> 00:05:24.000]  什麼時候有這些事
[00:05:24.000 --> 00:05:27.000]  你降臨世界的末了
[00:05:27.000 --> 00:05:30.000]  有什麼預兆呢
