
[00:00:00.000 --> 00:00:07.000]  今天我會和大家一起思想經文是馬太福音第十章
[00:00:07.000 --> 00:00:10.600]  主要是在第五節至第十五節的經文
[00:00:10.600 --> 00:00:12.200]  為什麼我剛才讀經的時候
[00:00:12.200 --> 00:00:18.200]  和大家也都讀了在之前耶穌呼召這十二個門徒的名單呢
[00:00:18.200 --> 00:00:21.800]  因為在第十章的第一至第四節裡面
[00:00:21.800 --> 00:00:27.000]  其中耶穌基督賦予他的門徒的能力
[00:00:27.000 --> 00:00:30.400]  在現在來到第五節的開始
[00:00:30.400 --> 00:00:34.400]  也都再次告訴我們他們怎樣去執行
[00:00:34.400 --> 00:00:37.200]  在上一堂主日崇拜裡面的講道
[00:00:37.200 --> 00:00:39.800]  我曾經和大家講到
[00:00:39.800 --> 00:00:45.800]  耶穌基督所呼召的這十二個的仕徒或者門徒
[00:00:45.800 --> 00:00:48.200]  他們其實各個出身
[00:00:48.200 --> 00:00:52.000]  他們的背景都非常之不同的
[00:00:52.000 --> 00:00:54.200]  雖然有些是比較有錢的
[00:00:54.200 --> 00:00:57.400]  但是有些真的你看回他的靈性
[00:00:57.400 --> 00:01:01.000]  可以說是非常之癌癌癌癌
[00:01:01.000 --> 00:01:03.400]  廣東話癌癌癌癌
[00:01:03.400 --> 00:01:08.000]  普通話就是每個都不像樣的
[00:01:08.000 --> 00:01:12.000]  看下去每個似乎就好像是
[00:01:12.000 --> 00:01:19.600]  榮登上帝的獨生兒子所呼召的十二個的仕徒
[00:01:19.600 --> 00:01:25.000]  甚至你如果去到歐洲的大的教堂
[00:01:25.000 --> 00:01:26.400]  他們的門前
[00:01:26.400 --> 00:01:31.400]  譬如聖母大教堂在巴黎的
[00:01:31.400 --> 00:01:34.600]  他們就直接在門口弄出十二個門徒
[00:01:34.600 --> 00:01:40.600]  加上其他後來所安納的那些所謂的聖徒等等的形象
[00:01:40.600 --> 00:01:42.000]  他們高人一等的
[00:01:42.000 --> 00:01:43.600]  他們比別人好一些
[00:01:43.600 --> 00:01:44.800]  是不是這樣呢
[00:01:44.800 --> 00:01:46.200]  在上一堂我們已經
[00:01:46.200 --> 00:01:48.400]  略略已經提到這十二個人
[00:01:48.400 --> 00:01:52.000]  其實說真的背景和他們的靈性
[00:01:52.000 --> 00:01:58.400]  可以說並非我們所看的與我們有多大的分別
[00:01:58.400 --> 00:02:02.600]  不過當他們被耶穌基督去呼召
[00:02:02.600 --> 00:02:07.000]  成為這個特別的十二個人的團隊
[00:02:07.000 --> 00:02:11.200]  馬太很著重要給我們看到他們是一個團隊
[00:02:11.200 --> 00:02:18.200]  如何一起去完成耶穌基督交給他們的使命
[00:02:18.200 --> 00:02:20.600]  這是一個很重要的基礎
[00:02:20.600 --> 00:02:24.000]  今天很多時候我們說報道
[00:02:24.000 --> 00:02:25.800]  教會經常說傳道
[00:02:25.800 --> 00:02:32.400]  其實很多時候都只會高舉一些傳道偉人出來
[00:02:32.400 --> 00:02:36.000]  我稱之為明星效應的傳道方式
[00:02:36.000 --> 00:02:40.200]  在今時今日基督教教會廣泛地去使用
[00:02:40.200 --> 00:02:44.800]  因為承襲著和天主教的聖品人的案立
[00:02:44.800 --> 00:02:47.000]  那個觀念其實沒什麼分別
[00:02:47.000 --> 00:02:48.800]  我喜歡立一些人士
[00:02:48.800 --> 00:02:52.200]  希望大家好像擁戴他成為一個明星一樣
[00:02:52.200 --> 00:02:53.400]  跟隨著他
[00:02:53.400 --> 00:02:55.000]  你的侍奉就是一樣
[00:02:55.000 --> 00:03:00.200]  所以今天你看很多的這些所謂報道的機構
[00:03:00.200 --> 00:03:04.800]  他們都只著重高舉一個人物來傳道
[00:03:04.800 --> 00:03:06.400]  但是馬太福音
[00:03:06.400 --> 00:03:09.200]  其實作者很強調告訴我們
[00:03:09.200 --> 00:03:12.000]  耶穌選立這12個人
[00:03:12.000 --> 00:03:16.600]  是成為一個獨立的一個團隊
[00:03:16.600 --> 00:03:20.200]  在裡面是有一個很重要的指導作用
[00:03:20.200 --> 00:03:22.400]  影響著整個耶穌基督
[00:03:22.400 --> 00:03:24.600]  接下來所有其他的信徒
[00:03:24.600 --> 00:03:28.000]  如何去參與這個傳福音的工作
[00:03:28.000 --> 00:03:31.000]  今天我們開始看這段聖經
[00:03:31.000 --> 00:03:34.600]  我們就開始要去小心去看一下
[00:03:34.600 --> 00:03:38.400]  耶穌如何為我們揭示參與
[00:03:38.400 --> 00:03:40.400]  侍奉的時候
[00:03:40.400 --> 00:03:42.600]  應該要做些什麼
[00:03:42.600 --> 00:03:44.600]  是如何參與
[00:03:44.600 --> 00:03:47.600]  我會分開兩堂的主日崇拜
[00:03:47.600 --> 00:03:49.600]  跟大家去探討這個題目
[00:03:49.600 --> 00:03:52.600]  神的差遣或者耶穌基督的差遣
[00:03:52.600 --> 00:03:55.000]  今天我們第一堂去看的就是
[00:03:55.000 --> 00:03:59.200]  尋找與神同心的人
[00:03:59.200 --> 00:04:03.800]  所以今天第一堂教會
[00:04:03.800 --> 00:04:06.000]  是關於神的使命
[00:04:06.000 --> 00:04:08.600]  我給你們一個主題
[00:04:08.600 --> 00:04:10.600]  這個主題的名字是
[00:04:10.600 --> 00:04:14.600]  尋找與神同心的人
[00:04:14.600 --> 00:04:16.800]  讓我們去看一下這段經文
[00:04:16.800 --> 00:04:18.400]  是說些什麼
[00:04:18.400 --> 00:04:20.400]  這段經文其實內容
[00:04:20.400 --> 00:04:22.600]  很多地方是熟到不堪的
[00:04:22.600 --> 00:04:26.000]  很多大兄姐妹差不多可以說
[00:04:26.000 --> 00:04:30.000]  朗朗上口隨時隨地都可以知道
[00:04:30.000 --> 00:04:31.800]  這段經文說些什麼
[00:04:31.800 --> 00:04:34.000]  不過熟歸熟
[00:04:34.000 --> 00:04:35.800]  越熟你就越容易錯
[00:04:35.800 --> 00:04:37.800]  不如我們先去
[00:04:37.800 --> 00:04:41.400]  逐一來一起思想這段
[00:04:41.400 --> 00:04:43.800]  今天我會分為兩個部分
[00:04:43.800 --> 00:04:44.800]  跟大家一起思想
[00:04:44.800 --> 00:04:48.200]  第一個部分是從第五節至第十節
[00:04:48.200 --> 00:04:49.800]  這個部分我給了一個副題
[00:04:49.800 --> 00:04:53.400]  它叫做主差遣絕對
[00:04:53.400 --> 00:04:57.800]  絕對不是謀取名利的機會
[00:04:57.800 --> 00:05:02.200]  神的使命不是為了犯罪者
[00:05:02.200 --> 00:05:03.200]  OK
[00:05:03.200 --> 00:05:09.400]  不是給你去在這個時候去謀取私利的一個機會
[00:05:09.400 --> 00:05:10.200]  絕對不是
[00:05:10.200 --> 00:05:11.200]  不如這樣
[00:05:11.200 --> 00:05:13.600]  我們再次回來這段聖經讀一次
[00:05:13.600 --> 00:05:14.200]  好不好
[00:05:14.200 --> 00:05:15.200]  我讀一次
[00:05:15.200 --> 00:05:16.800]  大家又一起讀一次
[00:05:16.800 --> 00:05:17.200]  好不好
