
[00:00:00.000 --> 00:00:08.380]  多謝David,我首先分享我的螢幕,大家現在都看到了
[00:00:08.380 --> 00:00:15.940]  首先再一次多謝各位靈姐妹朋友在不同的城市參與今天的聚會
[00:00:15.940 --> 00:00:22.520]  我今天跟大家分享一段經文,是頗長的,所以我不會特別讀出來
[00:00:22.520 --> 00:00:29.060]  但主題是敬畏上帝,開始的時候我請大家跟我一起做一個簡短的祈禱
[00:00:29.060 --> 00:00:35.000]  多謝你讓我們今天有心可以一起聽你的說話
[00:00:35.000 --> 00:00:39.940]  求你的靈開我們的眼,開我們的耳,開我們的心,讓我們去明白
[00:00:39.940 --> 00:00:43.400]  這樣的禱告是奉我們救主的蘇格明
[00:00:43.400 --> 00:00:48.140]  我想敬畏上帝這個題目是一個很大路的題目
[00:00:48.140 --> 00:00:56.420]  我今天講這個經文是在2017年10月,我有一個很特別的經歷
[00:00:56.420 --> 00:01:02.820]  當時我是代表香港一個基督教機構在倫敦開會
[00:01:02.820 --> 00:01:09.220]  當時在酒店裏面,我正在看舊約聖經
[00:01:09.220 --> 00:01:15.260]  主要是看幾個舊約聖經人物,是蘇羅王、大衛王
[00:01:15.260 --> 00:01:19.140]  然後再看舊約的約瑟的故事
[00:01:19.140 --> 00:01:23.300]  在過程裏面,突然神給我一個很大的感動
[00:01:23.300 --> 00:01:26.380]  原來敬畏上帝的含義是很深的
[00:01:26.380 --> 00:01:28.700]  雖然我在教會已經二十多年了
[00:01:28.700 --> 00:01:36.100]  但突然被上帝提醒,原來很多時候我沒有敬畏上帝
[00:01:36.100 --> 00:01:41.580]  所以我希望今天可以將這幾段經文跟大家再看一次
[00:01:41.580 --> 00:01:45.980]  希望大家可以看到原來敬畏上帝是很有深度的
[00:01:45.980 --> 00:01:51.460]  同時我們未必很清楚敬畏上帝的概念
[00:01:51.460 --> 00:01:55.500]  因為敬畏上帝的詞語英文好像很恐怖
[00:01:55.500 --> 00:01:58.380]  好像有很多驚嚇在裏面
[00:01:58.380 --> 00:02:03.500]  所以今天我除了講三個舊約人物
[00:02:03.500 --> 00:02:08.860]  從他們聖經裏面記載的故事看甚麼是敬畏上帝之外
[00:02:08.860 --> 00:02:14.180]  在結尾的時候我會用耶穌基督怎樣教十二念圖
[00:02:14.180 --> 00:02:18.380]  該怕甚麼不應該怕甚麼
[00:02:18.380 --> 00:02:27.340]  結束的時候我們會解釋原來聖經裏面有兩種的fear
[00:02:27.340 --> 00:02:33.060]  一種是ungodly的fear,即不合神心意的恐懼
[00:02:33.060 --> 00:02:37.140]  另一種是合乎神心意的敬畏
[00:02:37.140 --> 00:02:42.740]  所以我希望在今天的分享裏面可以接觸到這些事
[00:02:42.740 --> 00:02:48.860]  我第一次接觸《針研九章十節》是在1974年
[00:02:48.860 --> 00:02:52.820]  為甚麼我那年會第一次見到這句說話呢?
[00:02:52.820 --> 00:02:57.380]  因為當時我在香港會考派了到一間中學
[00:02:57.380 --> 00:02:59.180]  叫聖保羅書院
[00:02:59.180 --> 00:03:03.900]  聖保羅書院的校訓是一個古文的《針研九章十節》
[00:03:03.900 --> 00:03:09.100]  古文是人畏上主,是為恃之本
[00:03:09.100 --> 00:03:13.700]  現在的和合本是敬畏耶和華,是智慧的開端
[00:03:13.700 --> 00:03:16.180]  這兩句說話是同一樣的
[00:03:16.180 --> 00:03:20.660]  但這個特點是原來在聖經裏面
[00:03:20.660 --> 00:03:27.700]  已經提出了我們創造天地的上帝是所有智慧的源頭
[00:03:27.700 --> 00:03:31.540]  而聖經一早跟我們說了這個真理
[00:03:31.540 --> 00:03:39.660]  如果你要有智慧,唯一的門徑就是學去敬畏上帝
[00:03:39.660 --> 00:03:43.820]  要敬畏上帝的人才有真正的智慧
[00:03:43.820 --> 00:03:50.260]  所以我今天會從這三個人物裏面說起
[00:03:50.260 --> 00:03:53.060]  這三個人物的時代是不同的
[00:03:53.060 --> 00:03:56.860]  約瑟比訴羅和大衛早
[00:03:56.860 --> 00:03:59.420]  訴羅是以色列的第一個皇帝
[00:03:59.420 --> 00:04:01.060]  大衛是第二個皇帝
[00:04:01.060 --> 00:04:05.380]  約瑟是早很多,在他們未出埃及之前
[00:04:05.380 --> 00:04:12.060]  因為約瑟是以色列人才去到埃及定居
[00:04:12.060 --> 00:04:13.860]  有一個家變成一個國
[00:04:13.860 --> 00:04:17.740]  如果我們從阿伯拉罕計算
[00:04:17.740 --> 00:04:24.780]  阿伯拉罕生了以撒,以撒就生了阿國
[00:04:24.780 --> 00:04:28.860]  阿國有十二個兒子,約瑟是他們十一個兒子
[00:04:28.860 --> 00:04:35.700]  約瑟被兄弟出賣,賣了奴隸去了埃及
[00:04:35.700 --> 00:04:41.860]  到了埃及,阿國一家就在埃及開始散業
[00:04:41.860 --> 00:04:43.540]  由一個家變成一個國
[00:04:43.540 --> 00:04:48.140]  在埃及他們四百三十多年
[00:04:48.140 --> 00:04:51.500]  再由摩西帶他們出去迦南地
[00:04:51.500 --> 00:04:54.580]  但摩西進不了迦南
[00:04:54.580 --> 00:05:00.100]  因為當時出埃及以色列人不信上帝
[00:05:00.100 --> 00:05:04.220]  他們第一代在抗疫流浪了四十年
[00:05:04.220 --> 00:05:11.620]  摩西的接班人約瑟亞帶領他們進迦南
[00:05:11.620 --> 00:05:14.220]  當時由摩西到約瑟亞
[00:05:14.220 --> 00:05:17.100]  他們進迦南的時候
[00:05:17.100 --> 00:05:18.900]  以色列是沒有皇帝的
[00:05:18.900 --> 00:05:21.140]  他們的上帝就是他們的皇帝
[00:05:21.140 --> 00:05:26.340]  當時上帝是用很多宗教或軍事領袖
[00:05:26.340 --> 00:05:27.740]  我們現在叫做時司
[00:05:27.740 --> 00:05:29.260]  或者英文叫judges
[00:05:29.260 --> 00:05:31.260]  去帶領他們
[00:05:31.260 --> 00:05:33.660]  由約瑟亞開始
[00:05:33.660 --> 00:05:36.380]  一代一代就去到薩姆爾
[00:05:36.380 --> 00:05:38.700]  就是最後一個時司
[00:05:38.700 --> 00:05:40.700]  去到薩姆爾的時候
[00:05:40.700 --> 00:05:44.380]  那些以色列人又開始背叛神
[00:05:44.380 --> 00:05:47.420]  他們不想上帝做他們的主
[00:05:47.420 --> 00:05:50.380]  他們見到周圍的國家都有皇帝
[00:05:50.380 --> 00:05:53.860]  所以他們就跟薩姆爾說
[00:05:53.860 --> 00:05:55.860]  我們要有自己的皇帝
[00:05:55.860 --> 00:05:56.860]  好像其他國家一樣
[00:05:56.860 --> 00:05:58.860]  所以蘇羅就是第一個王
[00:05:58.860 --> 00:06:01.260]  然後蘇羅之後就是大衛
[00:06:01.260 --> 00:06:02.260]  就是第二個王
[00:06:02.260 --> 00:06:05.260]  我今天開始就會講一講
[00:06:05.260 --> 00:06:09.260]  當時他們要這個王的時候
[00:06:09.260 --> 00:06:13.500]  上帝藉著薩姆爾先知跟他們說
[00:06:13.500 --> 00:06:15.700]  其實耶和華先知是你們的王
[00:06:15.700 --> 00:06:19.900]  但你們現在要自己選擇離開上主
[00:06:19.900 --> 00:06:21.900]  不要上帝做你們的主
[00:06:21.900 --> 00:06:23.900]  你們自己要做王的時候
[00:06:23.900 --> 00:06:26.900]  在神眼中是一件大惡事
[00:06:26.900 --> 00:06:28.900]  其實他們現在想做的事
[00:06:28.900 --> 00:06:30.900]  不要上帝做王
[00:06:30.900 --> 00:06:32.900]  要自己做王
[00:06:32.900 --> 00:06:35.900]  就好像亞當夏娃當時不要上帝
[00:06:35.900 --> 00:06:36.900]  以上帝為中心
[00:06:36.900 --> 00:06:38.900]  要自己作主一樣
[00:06:38.900 --> 00:06:42.900]  重複亞當夏娃當時的罪
[00:06:42.900 --> 00:06:44.900]  但就算他們有罪也好
[00:06:44.900 --> 00:06:48.900]  你看到上帝還是很憐憫他們
[00:06:48.900 --> 00:06:50.900]  上帝怎樣憐憫他們呢?
[00:06:50.900 --> 00:06:52.900]  在薩姆爾記第十二章的時候
[00:06:52.900 --> 00:06:54.900]  上帝就跟他們說了
[00:06:54.900 --> 00:06:56.900]  現在大家看到的這段話
[00:06:56.900 --> 00:06:59.900]  如果你們要選擇王
[00:06:59.900 --> 00:07:01.900]  我現在給了你們一個王
[00:07:01.900 --> 00:07:04.900]  耶和華已經給你們一個王統治你們
[00:07:04.900 --> 00:07:06.900]  但是如果你們敬畏耶和華
[00:07:06.900 --> 00:07:09.900]  侍奉祂、聽從祂的話
[00:07:09.900 --> 00:07:11.900]  不違背祂命令的時候
[00:07:11.900 --> 00:07:13.900]  你們和你們統治的王
[00:07:13.900 --> 00:07:15.900]  都可以繼續跟著耶和華
[00:07:15.900 --> 00:07:16.900]  你們的神
[00:07:16.900 --> 00:07:18.900]  神還會保守他們
[00:07:18.900 --> 00:07:21.900]  但是如果他們不聽上帝的話
[00:07:21.900 --> 00:07:23.900]  違背祂的命令的時候
[00:07:23.900 --> 00:07:26.900]  耶和華的手就一定攻擊他們
[00:07:26.900 --> 00:07:28.900]  好像攻擊你們列祖一樣
[00:07:28.900 --> 00:07:30.900]  大家聽到這句話的時候
[00:07:30.900 --> 00:07:31.900]  可能第一個反應
[00:07:31.900 --> 00:07:32.900]  有些人會問
[00:07:32.900 --> 00:07:34.900]  上帝好像很獨裁
[00:07:34.900 --> 00:07:36.900]  我聽你說就要跟著你
[00:07:36.900 --> 00:07:39.900]  不聽你說就要被你攻擊
[00:07:39.900 --> 00:07:41.900]  但是我們要留意
[00:07:41.900 --> 00:07:44.900]  什麼叫做耶和華的話
[00:07:44.900 --> 00:07:48.900]  上帝是真理的本體
[00:07:48.900 --> 00:07:54.900]  就是說祂是聖潔、公義、慈愛的本體
[00:07:54.900 --> 00:07:57.900]  所以上帝表達自己的時候
[00:07:57.900 --> 00:08:00.900]  就是聖潔、公義的說話
[00:08:00.900 --> 00:08:03.900]  所以上帝叫我們聽從祂
[00:08:03.900 --> 00:08:04.900]  是聽從什麼呢
[00:08:04.900 --> 00:08:07.900]  不是叫我們做惡事都要去做
[00:08:07.900 --> 00:08:08.900]  不是
[00:08:08.900 --> 00:08:10.900]  因為上帝本身的屬性就是
[00:08:10.900 --> 00:08:11.900]  聖潔、公義、慈愛
[00:08:11.900 --> 00:08:14.900]  所以祂要我們聽祂的話
[00:08:14.900 --> 00:08:17.900]  就是去學習聖潔、公義、慈愛
[00:08:17.900 --> 00:08:20.900]  所以如果我們不要聖潔、公義、慈愛
[00:08:20.900 --> 00:08:21.900]  就會出事
[00:08:21.900 --> 00:08:23.900]  所以上帝就會懲罰
[00:08:23.900 --> 00:08:24.900]  就是這樣的意思
[00:08:24.900 --> 00:08:26.900]  所以我們看完這句話的時候
[00:08:26.900 --> 00:08:28.900]  其實上帝知道
[00:08:28.900 --> 00:08:31.900]  當時的人又一次離棄上帝
[00:08:31.900 --> 00:08:33.900]  但是祂還給他出路
[00:08:33.900 --> 00:08:34.900]  提醒他們
[00:08:34.900 --> 00:08:35.900]  你敬愛耶和華
[00:08:35.900 --> 00:08:36.900]  就算你的王也好
[00:08:36.900 --> 00:08:37.900]  你的王
[00:08:37.900 --> 00:08:38.900]  只有你的王
[00:08:38.900 --> 00:08:40.900]  和你們都是敬愛耶和華的時候
[00:08:40.900 --> 00:08:43.900]  上帝仍然是他們的上帝
[00:08:43.900 --> 00:08:46.900]  在這件事我們看到
[00:08:46.900 --> 00:08:48.900]  什麼叫敬愛耶和華呢
[00:08:48.900 --> 00:08:50.900]  聖保義很清楚說
[00:08:50.900 --> 00:08:52.900]  敬愛耶和華就是侍奉祂
[00:08:52.900 --> 00:08:54.900]  聽從祂的話
[00:08:54.900 --> 00:08:55.900]  不違背祂的命令
[00:08:55.900 --> 00:08:58.900]  我們記得上次的講座
[00:08:58.900 --> 00:09:01.900]  在新約耶穌基督再推出來
[00:09:01.900 --> 00:09:02.900]  就是你愛上帝
[00:09:02.900 --> 00:09:03.900]  就會行出祂的事
[00:09:03.900 --> 00:09:05.900]  所以其實敬愛耶和華
[00:09:05.900 --> 00:09:06.900]  不是一些很嚇人的事
[00:09:06.900 --> 00:09:08.900]  一些是看到上帝害怕
[00:09:08.900 --> 00:09:09.900]  害怕到躲起來
[00:09:09.900 --> 00:09:11.900]  不是那種害怕
[00:09:11.900 --> 00:09:12.900]  不是那種敬畏
[00:09:12.900 --> 00:09:13.900]  而敬愛耶和華
[00:09:13.900 --> 00:09:14.900]  是和愛上帝
[00:09:14.900 --> 00:09:16.900]  和上帝的愛有關係
[00:09:16.900 --> 00:09:18.900]  我遲些在講座結尾的時候
[00:09:18.900 --> 00:09:20.900]  我會用很多聖經
[00:09:20.900 --> 00:09:22.900]  再帶出這個場景
[00:09:22.900 --> 00:09:25.900]  今天我首先是說
[00:09:25.900 --> 00:09:28.900]  撒慕爾記裏面
[00:09:28.900 --> 00:09:31.900]  是蘇羅王的故事
[00:09:31.900 --> 00:09:33.900]  蘇羅王的故事
[00:09:33.900 --> 00:09:36.900]  是在撒慕爾記上
[00:09:36.900 --> 00:09:38.900]  第十三章開始看到
[00:09:38.900 --> 00:09:41.900]  撒慕爾記上第十三章提到
[00:09:41.900 --> 00:09:43.900]  蘇羅王登基的時候
[00:09:43.900 --> 00:09:44.900]  是第三十歲
[00:09:44.900 --> 00:09:47.900]  做了以色列王四十二年
[00:09:47.900 --> 00:09:50.900]  他第一場的戰役
[00:09:50.900 --> 00:09:51.900]  他做了王之後
[00:09:51.900 --> 00:09:56.900]  上帝就要他去抵抗非利士人
[00:09:56.900 --> 00:09:59.900]  非利士人當時是很強大的
[00:09:59.900 --> 00:10:01.900]  那怎麼強大呢?
[00:10:01.900 --> 00:10:03.900]  如果我們對比當時的陣容
[00:10:03.900 --> 00:10:05.900]  大家就看到分別了
[00:10:05.900 --> 00:10:07.900]  在聖經裏記載
[00:10:07.900 --> 00:10:10.900]  蘇羅王在自己的以色列裏面
[00:10:10.900 --> 00:10:13.900]  有三千個人可以打仗
[00:10:13.900 --> 00:10:15.900]  兩千個人跟著蘇羅
[00:10:15.900 --> 00:10:18.900]  一千個人跟著約拿丹
[00:10:18.900 --> 00:10:23.900]  約拿丹就是蘇羅王的兒子
[00:10:23.900 --> 00:10:27.900]  所以以色列裏面
[00:10:27.900 --> 00:10:28.900]  加起來可以打仗的
[00:10:28.900 --> 00:10:30.900]  當時是三千個人
[00:10:30.900 --> 00:10:31.900]  但在這裏說
[00:10:31.900 --> 00:10:35.900]  當時非利士人有什麼軍備呢?
[00:10:35.900 --> 00:10:36.900]  戰車也有三千個
[00:10:36.900 --> 00:10:38.900]  三千部的戰車
[00:10:38.900 --> 00:10:40.900]  騎兵有六千
[00:10:40.900 --> 00:10:43.900]  步兵就像沙一樣
[00:10:43.900 --> 00:10:44.900]  數不完
[00:10:44.900 --> 00:10:47.900]  所以可以看到是一個強弱元素
[00:10:47.900 --> 00:10:50.900]  但不只是這麼簡單
[00:10:50.900 --> 00:10:52.900]  聖經裏面說
[00:10:52.900 --> 00:10:55.900]  以色列當時是沒有鐵匠的
[00:10:55.900 --> 00:11:00.900]  當時是由銅器時代轉去鐵器時代
[00:11:00.900 --> 00:11:05.900]  而非利士人已經掌握了鐵器的技術
[00:11:05.900 --> 00:11:09.900]  所以以色列人要做的鐵器
[00:11:09.900 --> 00:11:12.900]  就要去非利士人那裏用高價買
[00:11:12.900 --> 00:11:16.900]  而非利士人是故意不賣這個科技給以色列人
[00:11:16.900 --> 00:11:18.900]  所以以色列人打仗
[00:11:18.900 --> 00:11:20.900]  只有兩把刀
[00:11:20.900 --> 00:11:23.900]  一把是蘇羅王擁有的
[00:11:23.900 --> 00:11:27.900]  第二把就是他的兒子約拿丹擁有
[00:11:27.900 --> 00:11:31.900]  那三千個以色列人
[00:11:31.900 --> 00:11:39.900]  是拿著鋤頭的工具去打仗
[00:11:39.900 --> 00:11:42.900]  所以那次戰役擺出來的時候
[00:11:42.900 --> 00:11:43.900]  聖經裏面記載
[00:11:43.900 --> 00:11:46.900]  以色列人看到自己的危急情況
[00:11:46.900 --> 00:11:49.900]  就躲在山洞裏面
[00:11:49.900 --> 00:11:54.900]  當時撒姆爾叫蘇羅
[00:11:54.900 --> 00:11:58.900]  在一個叫吉格的地方等他七天
[00:11:58.900 --> 00:12:02.900]  他才和非利士人打仗
[00:12:02.900 --> 00:12:04.900]  但我們看到蘇羅王
[00:12:04.900 --> 00:12:07.900]  看到以色列人開始害怕
[00:12:07.900 --> 00:12:10.900]  開始躲在山洞裏面不敢出來
[00:12:10.900 --> 00:12:12.900]  他由兩千人的人數
[00:12:12.900 --> 00:12:14.900]  剩下六百個
[00:12:14.900 --> 00:12:22.900]  他就不等撒姆爾來到
[00:12:22.900 --> 00:12:24.900]  他自己去獻祭
[00:12:24.900 --> 00:12:26.900]  為甚麼這樣做呢
[00:12:26.900 --> 00:12:29.900]  他知道那些以色列人
[00:12:29.900 --> 00:12:31.900]  如果用宗教的因素
[00:12:31.900 --> 00:12:34.900]  就可以團結他們去打仗
[00:12:34.900 --> 00:12:36.900]  但他不聽上帝的說話
[00:12:36.900 --> 00:12:38.900]  因為當時的規矩
[00:12:38.900 --> 00:12:41.900]  祭司是可以做獻祭
[00:12:41.900 --> 00:12:44.900]  王是不可以做獻祭的
[00:12:44.900 --> 00:12:46.900]  他為了凝聚那些以色列人
[00:12:46.900 --> 00:12:47.900]  讓他們不要走
[00:12:47.900 --> 00:12:48.900]  幫他們打仗
[00:12:48.900 --> 00:12:51.900]  他就違背上帝的命令
[00:12:51.900 --> 00:12:53.900]  所以到撒姆爾來到的時候
[00:12:53.900 --> 00:12:54.900]  看到他已經做了獻祭
[00:12:54.900 --> 00:12:55.900]  就很生氣
[00:12:55.900 --> 00:13:01.900]  神就藉著撒姆爾跟他說
[00:13:01.900 --> 00:13:03.900]  因為他不聽上帝的話
[00:13:03.900 --> 00:13:06.900]  上帝已經找了另外一個
[00:13:06.900 --> 00:13:07.900]  合上帝心意的人
