
[00:00:00.000 --> 00:00:11.000]  我們來到今天看的經文是馬太福音第十四章
[00:00:11.000 --> 00:00:16.000]  也可以說是一個新的片段
[00:00:16.000 --> 00:00:18.000]  當我們讀馬太福音的時候
[00:00:18.000 --> 00:00:20.000]  來到第十四章開始
[00:00:20.000 --> 00:00:27.000]  我們可以說是進入另一個我們稱為陳述的部分
[00:00:27.000 --> 00:00:34.000]  第四章的部分可以簡單的說
[00:00:34.000 --> 00:00:38.000]  就是耶穌基督和當時的人
[00:00:38.000 --> 00:00:40.000]  特別是猶太人的領袖
[00:00:40.000 --> 00:00:45.000]  有一個更加白熱化的衝突現象
[00:00:45.000 --> 00:00:47.000]  在這些衝突中
[00:00:47.000 --> 00:00:52.000]  耶穌採取的態度是怎樣的呢?
[00:00:52.000 --> 00:00:54.000]  怎樣面對呢?
[00:00:54.000 --> 00:00:58.000]  這就是我們從第十四章開始要去看的內容
[00:00:58.000 --> 00:01:00.000]  回顧一點
[00:01:00.000 --> 00:01:04.000]  在先前我們一直看的馬太福音
[00:01:04.000 --> 00:01:08.000]  我們已經討論過好幾個很重要的題目
[00:01:08.000 --> 00:01:12.000]  包括神的子民是怎樣的樣式
[00:01:12.000 --> 00:01:18.000]  怎樣去發現或印證我們自己的屬神子民的身份
[00:01:18.000 --> 00:01:22.000]  我們也談及到天國的運作
[00:01:22.000 --> 00:01:24.000]  有一個特點就是含蓄
[00:01:24.000 --> 00:01:28.000]  作事是不會張揚招搖的
[00:01:28.000 --> 00:01:30.000]  而當我們作為神的子民
[00:01:30.000 --> 00:01:32.000]  就在這個過程中
[00:01:32.000 --> 00:01:35.000]  怎樣去依靠聖靈
[00:01:35.000 --> 00:01:41.000]  能夠和上帝保持一個準確的傳遞交通
[00:01:41.000 --> 00:01:45.000]  理解到或領受到上帝的訊息
[00:01:45.000 --> 00:01:50.000]  或上帝要給我們在那一刻要當作決定的智慧
[00:01:50.000 --> 00:01:55.000]  從而在一個上帝安託的環境中
[00:01:55.000 --> 00:01:58.000]  去準確地回應
[00:01:58.000 --> 00:02:03.000]  雖然在天國的屬性運作中
[00:02:03.000 --> 00:02:06.000]  可能會帶來一些衝突
[00:02:06.000 --> 00:02:10.000]  特別我們處於一個滿有罪惡的世界
[00:02:10.000 --> 00:02:14.000]  但上帝讓我們在這個罪惡的世界中
[00:02:14.000 --> 00:02:16.000]  仍然不會走迷失路
[00:02:16.000 --> 00:02:19.000]  這是我們先前所看的一段經文
[00:02:19.000 --> 00:02:22.000]  或所講及的一些介紹
[00:02:22.000 --> 00:02:26.000]  來到第十四章
[00:02:26.000 --> 00:02:28.000]  承接前文我們已經看過
[00:02:28.000 --> 00:02:37.000]  耶穌基督在自己的家鄉被拿撒勒人的一種白眼對待
[00:02:37.000 --> 00:02:40.000]  在上星期我們已經說過
[00:02:40.000 --> 00:02:46.000]  這個對待是一個很責心的經驗
[00:02:46.000 --> 00:02:52.000]  其實在這個世界中傷害我們的人是很多的
[00:02:52.000 --> 00:02:58.000]  不過最傷的傷害不是來自於你的敵人
[00:02:58.000 --> 00:03:01.000]  而是來自於你所愛的人
[00:03:01.000 --> 00:03:05.000]  你所有血緣關係的人
[00:03:05.000 --> 00:03:13.000]  拿撒勒人和耶穌理論上應該是同鄉人的關係
[00:03:13.000 --> 00:03:22.000]  但偏偏同鄉人對耶穌作出多番的否定
[00:03:22.000 --> 00:03:28.000]  所以當我們仔細去看這個背景的時候
[00:03:28.000 --> 00:03:32.000]  耶穌如何面對和處理呢?
[00:03:32.000 --> 00:03:37.000]  應以什麼態度去面對呢?
[00:03:37.000 --> 00:03:41.000]  這就是今天我想和大家一起去處理的題目
[00:03:41.000 --> 00:03:47.000]  就是搶盡風頭卻被魚籠著的不信者
[00:03:47.000 --> 00:03:50.000]  是一個很有趣的題目
[00:03:50.000 --> 00:03:52.000]  剛才我們說到我們作為基督徒
[00:03:52.000 --> 00:03:55.000]  因為要按照天國的標準
[00:03:55.000 --> 00:04:00.000]  屬神的屬性在這個世界以含蓄的態度去活
[00:04:00.000 --> 00:04:03.000]  但我們說這是一個充滿罪惡的世界
[00:04:03.000 --> 00:04:07.000]  他們以為自己已經贏了所有的東西
[00:04:07.000 --> 00:04:12.000]  我們作為信徒是否要和他們比拼呢?
[00:04:12.000 --> 00:04:17.000]  如果不是的話又如何處理呢?
[00:04:17.000 --> 00:04:22.000]  這就是今天第十四章第一至第十二節要一起思想的題目
[00:04:22.000 --> 00:04:25.000]  我們有聖經的不如我們再次打開
[00:04:25.000 --> 00:04:28.000]  剛才Sandy已經和我們讀過一次
[00:04:28.000 --> 00:04:34.000]  但這段聖經大家可能以為自己很熟悉
[00:04:34.000 --> 00:04:40.000]  但這段聖經有很多細節大家可能從來沒有留意
[00:04:40.000 --> 00:04:42.000]  我們讀多一次熟悉一下
[00:04:42.000 --> 00:04:45.000]  然後再看看當中的教訓是什麼
[00:04:45.000 --> 00:04:53.000]  請大家一起打開馬太福音第十四章第一至十二節
[00:04:53.000 --> 00:04:55.000]  我們一起讀吧
[00:04:55.000 --> 00:05:03.000]  那時昏昏的王希律聽見耶穌的名聲就對神僕說
[00:05:03.000 --> 00:05:07.000]  這是施洗的約翰從死裡復活
[00:05:07.000 --> 00:05:11.000]  所以這些異能從他裡面發出來
[00:05:11.000 --> 00:05:18.000]  起先希律為他兄弟肥力的妻子希羅底的緣故
[00:05:18.000 --> 00:05:22.000]  把約翰拿住所在監獄
[00:05:22.000 --> 00:05:25.000]  因為約翰曾對她說
[00:05:25.000 --> 00:05:28.000]  你取這婦人是不合理的
[00:05:28.000 --> 00:05:31.000]  希律就想要殺她
[00:05:31.000 --> 00:05:36.000]  只是怕百姓因為他們以約翰為先知
[00:05:36.000 --> 00:05:38.000]  到了希律的生日
[00:05:38.000 --> 00:05:42.000]  希羅底的女兒在眾人面前跳舞
[00:05:42.000 --> 00:05:45.000]  使希律歡喜
[00:05:45.000 --> 00:05:49.000]  希律就起誓應許隨她所求的給她
[00:05:49.000 --> 00:05:52.000]  女兒被母親所使
[00:05:52.000 --> 00:05:58.000]  就說請把施洗約翰的頭放在盤子裡拿來給我
[00:05:58.000 --> 00:06:00.000]  王變憂愁
[00:06:00.000 --> 00:06:02.000]  但因他所起的誓
[00:06:02.000 --> 00:06:06.000]  有恩同直的人就吩咐給她
[00:06:06.000 --> 00:06:11.000]  於是打發人去在監裡斬了約翰
[00:06:11.000 --> 00:06:15.000]  把頭放在盤子裡拿來給了女子
[00:06:15.000 --> 00:06:19.000]  女子拿去給母親
[00:06:19.000 --> 00:06:24.000]  約翰的門徒內把屍首拿去埋葬了
[00:06:24.000 --> 00:06:26.000]  就去告訴耶穌
[00:06:26.000 --> 00:06:30.000]  今天我會分兩個部分和大家一起去看
[00:06:30.000 --> 00:06:33.000]  第一個部分我給了一個副題
[00:06:33.000 --> 00:06:38.000]  就是聽了真理也不會明白的風頭等
[00:06:38.000 --> 00:06:41.000]  從十四章第一至二節
[00:06:41.000 --> 00:06:47.000]  解釋這個題目有些大姐妹未必明白什麼是風頭等
[00:06:47.000 --> 00:06:54.000]  風頭等在英文裡我們可以說是spotlight stealer
[00:06:54.000 --> 00:07:01.000]  專門搶盡所有人目光的人物
[00:07:01.000 --> 00:07:06.000]  因為他們覺得全世界要把聚焦點放在他們身上
[00:07:06.000 --> 00:07:14.000]  但原來當我們在這個世界裡發現了這一類的風頭等
[00:07:14.000 --> 00:07:23.000]  他們往往對真理是一種不明所以的狀態
[00:07:23.000 --> 00:07:30.000]  我們來看看從今天所看的這段經文內裡說什麼
[00:07:30.000 --> 00:07:33.000]  如果我們仔細去讀這段聖經的時候
[00:07:33.000 --> 00:07:36.000]  我們會讀到有好幾個人物
[00:07:36.000 --> 00:07:41.000]  我們隨時讀都不知道他是誰
[00:07:41.000 --> 00:07:43.000]  我們就會過了
[00:07:43.000 --> 00:07:51.000]  尤其是一般的基督徒對於聖經的歷史也不是那麼考究
[00:07:51.000 --> 00:07:53.000]  因為覺得歷史是很悶的東西
[00:07:53.000 --> 00:07:56.000]  其實歷史是很有趣的東西
[00:07:56.000 --> 00:07:58.000]  當你明白了歷史之後
[00:07:58.000 --> 00:08:03.000]  你就會有很多地方會打通了當中的意義
[00:08:03.000 --> 00:08:05.000]  為了幫助大家明白
[00:08:05.000 --> 00:08:12.000]  我請了Joe幫我印了一張內頁給大家
[00:08:12.000 --> 00:08:15.000]  這張內頁不是很大張
[00:08:15.000 --> 00:08:17.000]  為什麼特意做到不是很大張呢
[00:08:17.000 --> 00:08:20.000]  第一個原因就是省錢
[00:08:20.000 --> 00:08:22.000]  這是主要原因
[00:08:22.000 --> 00:08:25.000]  但更重要的原因是什麼呢
[00:08:25.000 --> 00:08:30.000]  就是這張紙可以裁到剛好放在聖經上
[00:08:30.000 --> 00:08:33.000]  當你每次讀到這段聖經的時候
[00:08:33.000 --> 00:08:35.000]  你就會用得著
[00:08:35.000 --> 00:08:40.000]  我告訴大家這張紙用了我四個小時做的
[00:08:40.000 --> 00:08:43.000]  你說只是幾個字而已
[00:08:43.000 --> 00:08:46.000]  如果我隨便找個人打都不用十分鐘打完
[00:08:46.000 --> 00:08:49.000]  是呀 如果你就這樣打就不用十分鐘打完
[00:08:49.000 --> 00:08:53.000]  內容 人物 關係等等
[00:08:53.000 --> 00:08:56.000]  是要用很多時間去處理的
[00:08:56.000 --> 00:09:01.000]  我想首先去理解背景
[00:09:01.000 --> 00:09:05.000]  然後大家讀這段聖經就會更深入去理解
[00:09:05.000 --> 00:09:08.000]  在這段聖經的一開始
[00:09:08.000 --> 00:09:13.000]  他說那時分封的王希律聽見耶穌的名聲
[00:09:13.000 --> 00:09:15.000]  第一件事我們就要問
[00:09:15.000 --> 00:09:19.000]  這個分封的王希律是什麼呢
[00:09:19.000 --> 00:09:21.000]  是哪一位呢
[00:09:21.000 --> 00:09:23.000]  你拿回這張紙的時候
[00:09:23.000 --> 00:09:25.000]  大家就會發現
[00:09:25.000 --> 00:09:29.000]  在這張紙的左上角的位置
[00:09:29.000 --> 00:09:33.000]  寫到明有一個人物叫Cleopatra
[00:09:33.000 --> 00:09:37.000]  這個Cleopatra不是埃及妖后
[00:09:37.000 --> 00:09:40.000]  雖然名字很相似
[00:09:40.000 --> 00:09:44.000]  但是是另一個女士
[00:09:44.000 --> 00:09:49.000]  她就同一個叫大希律王Hero the Great
[00:09:49.000 --> 00:09:51.000]  這裡是不是指這個呢
[00:09:51.000 --> 00:09:52.000]  不是喔
[00:09:52.000 --> 00:09:56.000]  如果大家讀聖經的時候
[00:09:56.000 --> 00:10:00.000]  會去了解大希律王其實就是
[00:10:00.000 --> 00:10:04.000]  主張要去耶穌
[00:10:04.000 --> 00:10:08.000]  在孩童的時候要將他殺死的那個
[00:10:08.000 --> 00:10:11.000]  就是大希律王
[00:10:11.000 --> 00:10:16.000]  欺騙那幾個博士
[00:10:16.000 --> 00:10:20.000]  又是這個大希律王的事件
[00:10:20.000 --> 00:10:23.000]  當你明白的時候
[00:10:23.000 --> 00:10:27.000]  你就會多一點點資料
[00:10:27.000 --> 00:10:32.000]  這個大希律王後來就結婚生了個兒子
[00:10:32.000 --> 00:10:40.000]  這個兒子的名字叫Marianne the First
[00:10:40.000 --> 00:10:44.000]  生了個女兒叫Marianne the First
[00:10:44.000 --> 00:10:49.000]  叫哈斯蒙尼王族的公主
[00:10:49.000 --> 00:10:54.000]  當他生了這個女兒之後
[00:10:54.000 --> 00:10:59.000]  這個女兒結婚生了個兒子
[00:10:59.000 --> 00:11:02.000]  叫Astor Bullis
[00:11:02.000 --> 00:11:04.000]  大家看不看得到
[00:11:04.000 --> 00:11:06.000]  跟不跟得上我的圖畫
[00:11:06.000 --> 00:11:09.000]  當他生了這個兒子之後
[00:11:09.000 --> 00:11:13.000]  後來就結婚生了個女兒
[00:11:13.000 --> 00:11:16.000]  那個女兒是誰呀
[00:11:16.000 --> 00:11:20.000]  她的名字就是大家剛才那段聖經
[00:11:20.000 --> 00:11:24.000]  常常讀到的一個名字叫希羅底
[00:11:24.000 --> 00:11:29.000]  大家如果讀到第三節的時候
[00:11:29.000 --> 00:11:31.000]  大家就會看到
[00:11:31.000 --> 00:11:36.000]  「起先希律為他兄弟肥力的妻子希羅底」
[00:11:36.000 --> 00:11:39.000]  這個希羅底就是指這個人物
[00:11:39.000 --> 00:11:41.000]  整張這張表
[00:11:41.000 --> 00:11:46.000]  你會留意到希羅底是圖表的正中間
[00:11:46.000 --> 00:11:47.000]  為什麼呢
[00:11:47.000 --> 00:11:49.000]  因為希羅底這位女士
[00:11:49.000 --> 00:11:54.000]  就是整個故事的核心人物
[00:11:54.000 --> 00:11:56.000]  你會說我不是希律王嗎
[00:11:56.000 --> 00:11:58.000]  是一個女人嗎
[00:11:58.000 --> 00:12:00.000]  有名有姓的
[00:12:00.000 --> 00:12:03.000]  這個女士很厲害
[00:12:03.000 --> 00:12:06.000]  厲害在什麼呢
[00:12:06.000 --> 00:12:12.000]  就是她的拳術很了解玩弄
[00:12:12.000 --> 00:12:18.000]  她用很多時間去設計一些陷阱
[00:12:18.000 --> 00:12:24.000]  或者用一些計謀去奪取她自己所期望的東西
[00:12:24.000 --> 00:12:26.000]  所以簡單來說
[00:12:26.000 --> 00:12:30.000]  希羅底是大希律王的孫女
[00:12:30.000 --> 00:12:34.000]  這個我們首先要明白
[00:12:34.000 --> 00:12:38.000]  希羅底是大希律王的孫女
[00:12:38.000 --> 00:12:42.000]  但奇怪在什麼呢
[00:12:42.000 --> 00:12:47.000]  如果大家從希羅底這幅圖表的中間
[00:12:47.000 --> 00:12:50.000]  你會看到右邊有兩條線
[00:12:50.000 --> 00:12:53.000]  一條是虛線一條是實線
[00:12:53.000 --> 00:12:56.000]  一條虛線連結到一個叫做
[00:12:56.000 --> 00:12:59.000]  Herald Philip 菲利普希律
[00:12:59.000 --> 00:13:08.000]  另外一個叫做Herald Antipas
[00:13:08.000 --> 00:13:10.000]  看你怎麼讀
[00:13:10.000 --> 00:13:13.000]  希臘文有很多種讀法
[00:13:13.000 --> 00:13:17.000]  究竟這個人是誰呢
[00:13:17.000 --> 00:13:19.000]  在聖經一書有記載
[00:13:19.000 --> 00:13:22.000]  不過從第三節裡我們看回
[00:13:22.000 --> 00:13:27.000]  原來希律有兩個人
[00:13:27.000 --> 00:13:28.000]  在這裡記載
[00:13:28.000 --> 00:13:30.000]  有兩兄弟
[00:13:30.000 --> 00:13:32.000]  一個兄弟叫做菲利
[00:13:32.000 --> 00:13:34.000]  就剛才我們所說的
[00:13:34.000 --> 00:13:38.000]  Herald Philip 菲利普希律
[00:13:38.000 --> 00:13:40.000]  或者希律 菲利
[00:13:40.000 --> 00:13:44.000]  另外有一個希律王
[00:13:44.000 --> 00:13:48.000]  一直在聖經裡都只是記載
[00:13:48.000 --> 00:13:50.000]  他叫做分封的王
[00:13:50.000 --> 00:13:54.000]  那個就是圖表上所說的
[00:13:54.000 --> 00:13:57.000]  希律的Antipas
[00:13:57.000 --> 00:14:04.000]  當我們有這個圖畫的時候
[00:14:04.000 --> 00:14:07.000]  我們會發現原來這兩個希律
[00:14:07.000 --> 00:14:11.000]  希律 菲利普和希律 阿提巴
[00:14:11.000 --> 00:14:17.000]  原來都是大希律王的兒子
[00:14:17.000 --> 00:14:21.000]  所以為什麼有第三節的聖經裡說到
[00:14:21.000 --> 00:14:27.000]  希律為他兄弟菲利的妻子希羅底的緣故
[00:14:27.000 --> 00:14:32.000]  把約翰拿住所在監獄這件事件
[00:14:32.000 --> 00:14:39.000]  我希望這樣的略略先說一下歷史關係
[00:14:39.000 --> 00:14:41.000]  大家就會明白了
[00:14:41.000 --> 00:14:45.000]  最後有一個人物我們要說的
[00:14:45.000 --> 00:14:48.000]  就是在這個圖表下面有一個人
[00:14:48.000 --> 00:14:54.000]  他的名字英文叫做Salome
[00:14:54.000 --> 00:14:59.000]  我將他翻譯為沙龍米
[00:14:59.000 --> 00:15:03.000]  是一個女孩
[00:15:03.000 --> 00:15:13.000]  這個女孩原來是由希羅底和希律菲利所生的女孩
[00:15:13.000 --> 00:15:17.000]  這個女孩是誰呢
[00:15:17.000 --> 00:15:25.000]  就是我們今天所看的在眾人面前跳舞的女孩
[00:15:25.000 --> 00:15:30.000]  為什麼我要用英文不寫中文名呢
[00:15:30.000 --> 00:15:33.000]  因為在整本聖經裡
[00:15:33.000 --> 00:15:35.000]  特別是這段聖經裡
[00:15:35.000 --> 00:15:37.000]  談論到她的活動
[00:15:37.000 --> 00:15:39.000]  從來沒有說過她的名字
[00:15:39.000 --> 00:15:44.000]  希望大家知道這個人叫做沙龍米
[00:15:44.000 --> 00:15:50.000]  但是這個女孩在聖經裡從來沒有記載過她的名字
[00:15:50.000 --> 00:15:55.000]  這些關係我們都清楚了
[00:15:55.000 --> 00:15:57.000]  回到看一段經文
[00:15:57.000 --> 00:15:58.000]  第一部分
[00:15:58.000 --> 00:16:02.000]  聽了真理也不明白的風頭是怎樣
[00:16:02.000 --> 00:16:04.000]  我們看回頭兩字
[00:16:04.000 --> 00:16:07.000]  那時昏風的王希律聽見耶穌的名聲
[00:16:07.000 --> 00:16:09.000]  就對神說
[00:16:09.000 --> 00:16:13.000]  這是施洗的約翰從死裡復活
[00:16:13.000 --> 00:16:17.000]  所以這些異能從他裡面化出來
[00:16:17.000 --> 00:16:21.000]  當時昏風的王希律
[00:16:21.000 --> 00:16:23.000]  查詢了訪問
[00:16:23.000 --> 00:16:25.000]  希律安提巴斯
[00:16:25.000 --> 00:16:31.000]  他在這個時候正在掌管巴勒斯坦
[00:16:31.000 --> 00:16:36.000]  由羅馬帝國授予他的權力
[00:16:36.000 --> 00:16:40.000]  來管治整個巴勒斯坦地區
[00:16:40.000 --> 00:16:44.000]  而羅馬人的管治方式
[00:16:44.000 --> 00:16:47.000]  往往是以一種昏風王的形式
[00:16:47.000 --> 00:16:51.000]  以兒制兒的制度來運作
[00:16:51.000 --> 00:16:53.000]  以兒制兒的運作
[00:16:53.000 --> 00:16:56.000]  即是說我不直接派官去管理
[00:16:56.000 --> 00:16:59.000]  我不派一隊軍去直接控制你
[00:16:59.000 --> 00:17:01.000]  不需要建立一個全新的政府
[00:17:01.000 --> 00:17:03.000]  我用你們的人
[00:17:03.000 --> 00:17:05.000]  只要這個人我信得過
[00:17:05.000 --> 00:17:10.000]  我就可以安心讓他來管理這個地區
[00:17:10.000 --> 00:17:14.000]  所以就找了昏風的王希律安提巴斯
[00:17:14.000 --> 00:17:21.000]  而安提巴斯是昏風的王
[00:17:21.000 --> 00:17:24.000]  他的厭史也不少
[00:17:24.000 --> 00:17:28.000]  他其實原本自己有個妻子
[00:17:28.000 --> 00:17:32.000]  不過他看中了
[00:17:32.000 --> 00:17:34.000]  他自己是兄弟
[00:17:34.000 --> 00:17:44.000]  是希律菲力的太太
[00:17:44.000 --> 00:17:46.000]  於是怎樣呢
[00:17:46.000 --> 00:17:49.000]  如果他的弟弟死了
[00:17:49.000 --> 00:17:51.000]  按照猶太人的規矩
[00:17:51.000 --> 00:17:55.000]  兄弟可以娶他的妻子
[00:17:55.000 --> 00:17:59.000]  代替他生兒女
[00:17:59.000 --> 00:18:01.000]  歸他的兄弟
[00:18:01.000 --> 00:18:04.000]  但歷史告訴我們
[00:18:04.000 --> 00:18:08.000]  這兩兄弟特別希律菲力是沒有死的
