
[00:00:00.000 --> 00:00:08.480]  有一對老夫婦在50週年的結婚慶典的時候
[00:00:08.480 --> 00:00:11.680]  他們出到一個度假村度假
[00:00:11.680 --> 00:00:14.600]  對著一個湖在夕陽的時候
[00:00:14.600 --> 00:00:19.840]  坐在一個搖椅上欣賞著這麼依賴的環境
[00:00:19.840 --> 00:00:22.720]  老婆就說老公呀
[00:00:22.720 --> 00:00:27.240]  我們剛結婚的時候你經常拿著我的手
[00:00:27.240 --> 00:00:32.240]  老公就醒了睡立即拿著她的手
[00:00:32.240 --> 00:00:35.240]  過了一會老婆又說
[00:00:35.240 --> 00:00:40.240]  老公呀我們剛結婚的時候你經常親我的臉
[00:00:40.240 --> 00:00:44.240]  老公醒了睡又過去親她一口
[00:00:44.240 --> 00:00:47.240]  過了一會老婆又說
[00:00:47.240 --> 00:00:54.240]  老公呀我們結婚沒多久的時候你經常和我咬耳朵
[00:00:54.240 --> 00:00:57.240]  老公醒了睡又走了出去
[00:00:57.240 --> 00:01:00.240]  老婆就說奇怪了你為什麼要走出去
[00:01:00.240 --> 00:01:04.240]  老公就說等等等等等等
[00:01:04.240 --> 00:01:06.240]  我先回家拿點假牙
[00:01:06.240 --> 00:01:10.240]  說到結婚週年
[00:01:10.240 --> 00:01:14.240]  我剛過了結婚41週年
[00:01:14.240 --> 00:01:20.240]  我和師母打算去附近一個叫花瓶島
[00:01:20.240 --> 00:01:22.240]  很多人我想都去過的
[00:01:22.240 --> 00:01:26.240]  在那裡過兩三天的時間
[00:01:26.240 --> 00:01:29.240]  那時候環境很好
[00:01:29.240 --> 00:01:31.240]  如果你去過就知道
[00:01:31.240 --> 00:01:32.240]  雖然我沒去過島
[00:01:32.240 --> 00:01:37.240]  但在另外那邊湖水非常清
[00:01:37.240 --> 00:01:39.240]  很多人在那裡潛水
[00:01:39.240 --> 00:01:43.240]  很多年前下面有沉了二十多艘船
[00:01:43.240 --> 00:01:46.240]  所以看到這些沉船的情況
[00:01:46.240 --> 00:01:51.240]  看到水城岩和磷酸怪石
[00:01:51.240 --> 00:01:53.240]  很特別的景象
[00:01:53.240 --> 00:01:55.240]  我們在那邊遊覽
[00:01:55.240 --> 00:01:57.240]  經過一塊石一塊石
[00:01:57.240 --> 00:02:00.240]  有一段路它走在前面
[00:02:00.240 --> 00:02:02.240]  前面下去下面的時候
[00:02:02.240 --> 00:02:06.240]  突然間它滑了一滑失去平衡
[00:02:06.240 --> 00:02:08.240]  於是向前撲
[00:02:08.240 --> 00:02:10.240]  我在上面看著它
[00:02:10.240 --> 00:02:13.240]  向前滾的時候掉到地上
[00:02:13.240 --> 00:02:15.240]  身體壓著它的手
[00:02:15.240 --> 00:02:16.240]  整個不能動
[00:02:16.240 --> 00:02:18.240]  我就很快走過去
[00:02:18.240 --> 00:02:21.240]  它都動不了
[00:02:21.240 --> 00:02:25.240]  然後附近有一個年輕人請他幫忙
[00:02:25.240 --> 00:02:27.240]  想動它的時候
[00:02:27.240 --> 00:02:29.240]  他的手和身體全部都很痛
[00:02:29.240 --> 00:02:31.240]  知道有些事
[00:02:31.240 --> 00:02:33.240]  後來將它扶起之後
[00:02:33.240 --> 00:02:35.240]  他的手都很痛
[00:02:35.240 --> 00:02:40.240]  於是就用拖鞋上下夾著它
[00:02:40.240 --> 00:02:42.240]  然後用毛巾紮實它
[00:02:42.240 --> 00:02:46.240]  有幾個印度人經過的時候請他幫忙
[00:02:46.240 --> 00:02:51.240]  從大石那邊一路走出去
[00:02:51.240 --> 00:02:53.240]  那條小路那邊
[00:02:53.240 --> 00:02:59.240]  還要走半個小時才走出大路
[00:02:59.240 --> 00:03:02.240]  在詩篇73篇裏面
[00:03:02.240 --> 00:03:05.240]  剛才大英同學讀出來的那段經文
[00:03:05.240 --> 00:03:08.240]  他說它攙著我的右手
[00:03:08.240 --> 00:03:10.240]  它扶持著我
[00:03:10.240 --> 00:03:15.240]  我們這段時間教會選讀詩篇
[00:03:15.240 --> 00:03:20.240]  特別主題是我們要更深的去學武神
[00:03:20.240 --> 00:03:22.240]  我們更深的
[00:03:22.240 --> 00:03:24.240]  不是泛泛之交
[00:03:24.240 --> 00:03:26.240]  不是媽媽夫婦
[00:03:26.240 --> 00:03:28.240]  而是更深的去體會它
[00:03:28.240 --> 00:03:30.240]  特別這段經文
[00:03:30.240 --> 00:03:32.240]  73篇的詩篇
[00:03:32.240 --> 00:03:36.240]  它提到當我們願意親近它的時候
[00:03:36.240 --> 00:03:38.240]  就是要我們有益
[00:03:38.240 --> 00:03:41.240]  今天我們來思想這個題目
[00:03:41.240 --> 00:03:43.240]  叫我們願意去親近它
[00:03:43.240 --> 00:03:45.240]  因為它開始第一節的時候
[00:03:45.240 --> 00:03:47.240]  詩篇第一節往往發出宣告
[00:03:47.240 --> 00:03:53.240]  將整篇的主題提綱結領的說出來
[00:03:53.240 --> 00:03:55.240]  詩人阿薩怎麼說呢
[00:03:55.240 --> 00:03:57.240]  他說我實在的
[00:03:57.240 --> 00:03:59.240]  神實在的
[00:03:59.240 --> 00:04:03.240]  因待以色列那些清心的人
[00:04:03.240 --> 00:04:05.240]  這是主題
[00:04:05.240 --> 00:04:08.240]  他說我們只要是清心的來到神面前
[00:04:08.240 --> 00:04:11.240]  凡是願意清心的依靠他
[00:04:11.240 --> 00:04:15.240]  神都會恩待他們
[00:04:15.240 --> 00:04:17.240]  各位頂姐妹
[00:04:17.240 --> 00:04:20.240]  神對我們做了很多奇妙的事
[00:04:20.240 --> 00:04:22.240]  你回想一下過往的話
[00:04:22.240 --> 00:04:24.240]  你會發現
[00:04:24.240 --> 00:04:27.240]  神是有很多很多奇妙的事
[00:04:27.240 --> 00:04:29.240]  在這篇詩篇裏面
[00:04:29.240 --> 00:04:31.240]  詩人宣告說
[00:04:31.240 --> 00:04:35.240]  他用他大能的手來扶持我的右手
[00:04:35.240 --> 00:04:38.240]  他說他常和我們同在
[00:04:38.240 --> 00:04:41.240]  他參與著我們的右手
[00:04:41.240 --> 00:04:45.240]  他在前面第二節開始一直說了十二節
[00:04:45.240 --> 00:04:47.240]  說了二十二節
[00:04:47.240 --> 00:04:50.240]  就一大段他很長的個人經歷
[00:04:50.240 --> 00:04:55.240]  這篇詩也稱為一篇哀傷的詩
[00:04:55.240 --> 00:04:58.240]  甚至有咒詛的意思在裏面
[00:04:58.240 --> 00:04:59.240]  為什麼呢
[00:04:59.240 --> 00:05:03.240]  他在回顧過往經歷的時候
[00:05:03.240 --> 00:05:05.240]  他有很多事情他不明白
[00:05:05.240 --> 00:05:06.240]  什麼事情呢
[00:05:06.240 --> 00:05:08.240]  他說他的腳差點失禪
[00:05:08.240 --> 00:05:11.240]  他說他的腳險些滑跌
[00:05:11.240 --> 00:05:12.240]  第二節是這樣說的
[00:05:12.240 --> 00:05:14.240]  他說他差點跌倒
[00:05:14.240 --> 00:05:19.240]  差點在神在人面前跌倒
[00:05:19.240 --> 00:05:20.240]  什麼事情發生呢
[00:05:20.240 --> 00:05:22.240]  他說
[00:05:22.240 --> 00:05:25.240]  他說我見到一些惡人
[00:05:25.240 --> 00:05:27.240]  有些很狂傲的人
[00:05:27.240 --> 00:05:30.240]  見到他們享大平安
[00:05:30.240 --> 00:05:32.240]  見到他們享福
[00:05:32.240 --> 00:05:35.240]  他私人心裏覺得憤憤不平
[00:05:35.240 --> 00:05:38.240]  他看見有很多不公平的事情
[00:05:38.240 --> 00:05:40.240]  不公義的事情
[00:05:40.240 --> 00:05:42.240]  本來發生在他個人身上
[00:05:42.240 --> 00:05:44.240]  或者在社會裏面
[00:05:44.240 --> 00:05:46.240]  見到一些惡人他們得情
[00:05:46.240 --> 00:05:48.240]  見到一些壞人他們享福
[00:05:48.240 --> 00:05:52.240]  但是一些正直人受苦
[00:05:52.240 --> 00:05:56.240]  他說到思想這個題目
[00:05:56.240 --> 00:05:58.240]  他不明白
[00:05:58.240 --> 00:06:00.240]  這些驕傲的人
[00:06:00.240 --> 00:06:01.240]  戴著金鏈
[00:06:01.240 --> 00:06:07.240]  金色輝煌的那種傲慢的表情
[00:06:07.240 --> 00:06:09.240]  在第6節說到
[00:06:09.240 --> 00:06:10.240]  這些強暴的人
[00:06:10.240 --> 00:06:12.240]  穿著衣服的時候
[00:06:12.240 --> 00:06:14.240]  遮住他們的身體
[00:06:14.240 --> 00:06:16.240]  他們的眼睛因為體叛
[00:06:16.240 --> 00:06:19.240]  凸出來說各種不同的形容詞
[00:06:19.240 --> 00:06:22.240]  描述到這些他所經歷到的
[00:06:22.240 --> 00:06:23.240]  體會到的
[00:06:23.240 --> 00:06:26.240]  有些惡人
[00:06:26.240 --> 00:06:27.240]  甚至這些惡人
[00:06:27.240 --> 00:06:29.240]  譏笑屬神的人
[00:06:29.240 --> 00:06:32.240]  所以到神的指紋第10節說
[00:06:32.240 --> 00:06:36.240]  受神的指紋喝盡了滿杯的苦水
[00:06:36.240 --> 00:06:38.240]  他們這樣來恥笑他們說
[00:06:38.240 --> 00:06:40.240]  你們的神怎樣知道
[00:06:40.240 --> 00:06:41.240]  你們的苦情
[00:06:41.240 --> 00:06:43.240]  至高者怎樣有知識
[00:06:43.240 --> 00:06:46.240]  在那裏來奏助
[00:06:46.240 --> 00:06:48.240]  在那裏來譏笑
[00:06:48.240 --> 00:06:51.240]  各種不同的體會
[00:06:51.240 --> 00:06:53.240]  各位聽眾我們年紀越來越大
[00:06:53.240 --> 00:06:54.240]  你發現
[00:06:54.240 --> 00:06:56.240]  你在社會裏面的閱歷
[00:06:56.240 --> 00:06:57.240]  有很多的經歷
[00:06:57.240 --> 00:06:59.240]  有時有些不公平的事情
[00:06:59.240 --> 00:07:00.240]  臨到你
[00:07:00.240 --> 00:07:01.240]  被人來冤枉
[00:07:01.240 --> 00:07:04.240]  被人來在背後戳背
[00:07:04.240 --> 00:07:06.240]  被上司來奚落
[00:07:06.240 --> 00:07:08.240]  被各種不同的環境
[00:07:08.240 --> 00:07:10.240]  各種不同的壓力
[00:07:10.240 --> 00:07:13.240]  使我們心裏面有一種苦澀
[00:07:13.240 --> 00:07:15.240]  使我們有一種難受
[00:07:15.240 --> 00:07:17.240]  使我們甚至有一種憤怒
[00:07:17.240 --> 00:07:21.240]  憤憤不平的這種情況
[00:07:21.240 --> 00:07:24.240]  我相信大家都有
[00:07:24.240 --> 00:07:28.240]  在我們整個人生的閱歷裏面
[00:07:28.240 --> 00:07:30.240]  在社會江湖裏面打滾
[00:07:30.240 --> 00:07:31.240]  無論你是做生意的
[00:07:31.240 --> 00:07:32.240]  是打工的
[00:07:32.240 --> 00:07:34.240]  無論是各種的情況
[00:07:34.240 --> 00:07:35.240]  都會多多少少
[00:07:35.240 --> 00:07:37.240]  或者你看見有些社會裏面
[00:07:37.240 --> 00:07:40.240]  那種不公平不公義的事情
[00:07:40.240 --> 00:07:42.240]  都會有這種心情
[00:07:42.240 --> 00:07:43.240]  為甚麼
[00:07:43.240 --> 00:07:45.240]  神為甚麼會有這些事情
[00:07:45.240 --> 00:07:50.240]  為甚麼會有這些事情發生呢
[00:07:50.240 --> 00:07:52.240]  當他在這個廝殺的時候
[00:07:52.240 --> 00:07:54.240]  當他內心裏面
[00:07:54.240 --> 00:07:56.240]  這種掙扎的時候
[00:07:56.240 --> 00:07:59.240]  他找不到一個答案的時候
[00:07:59.240 --> 00:08:00.240]  有一個轉捩點
[00:08:00.240 --> 00:08:02.240]  你看這個十七節的時候
[00:08:02.240 --> 00:08:05.240]  當時整篇詩篇的轉捩點
[00:08:05.240 --> 00:08:07.240]  就在這個十七節裏
[00:08:07.240 --> 00:08:12.240]  他說「等我盡了神的聖所」
[00:08:12.240 --> 00:08:14.240]  當他在這種困惑
[00:08:14.240 --> 00:08:16.240]  這種不明白
[00:08:16.240 --> 00:08:18.240]  這種裏面有悲憤
[00:08:18.240 --> 00:08:19.240]  有怨情
