
[00:00:00.000 --> 00:00:09.000]  各位網友,我們在幾次的聚會的講道裏面
[00:00:09.000 --> 00:00:16.000]  我有負擔和大家一起思想共融與復和這個課題
[00:00:16.000 --> 00:00:22.000]  共融與復和,我們上一次,如果大家還記得
[00:00:22.000 --> 00:00:28.000]  在講道裏面,我們講到尼希米基裏面的重建
[00:00:28.000 --> 00:00:33.000]  尼希米基裏面講到重建這個工程
[00:00:33.000 --> 00:00:39.000]  其實背後是需要大家一起來進行的
[00:00:39.000 --> 00:00:43.000]  當然在這個重建的過程當中,領導人是重要的
[00:00:43.000 --> 00:00:48.000]  好像尼希米,是一個有意象,有使命,有魄力的人
[00:00:48.000 --> 00:00:53.000]  並且他的心是向著神,有信心,有勇氣
[00:00:53.000 --> 00:00:57.000]  這些不在話下,當我們看到第三章那裏
[00:00:57.000 --> 00:01:02.000]  講到尼希米重建的過程裏面,其實大家一起
[00:01:02.000 --> 00:01:07.000]  最重要是所有人,越來越多的人是有心的
[00:01:07.000 --> 00:01:12.000]  有使命感的人,神是呼召著那些願意多走一步的
[00:01:12.000 --> 00:01:17.000]  肯承擔多一點的,而不是親身的那些人
[00:01:17.000 --> 00:01:23.000]  這時候就可以讓這個重建成為一個本來是夢想
[00:01:23.000 --> 00:01:25.000]  但成為事實
[00:01:25.000 --> 00:01:30.000]  所以這次我想和大家進入到那些人是怎樣的人呢?
[00:01:30.000 --> 00:01:32.000]  這種講到人的質素
[00:01:32.000 --> 00:01:38.000]  所以今天我就用關懷、悲慢,這種情操
[00:01:38.000 --> 00:01:41.000]  來和大家一起看看聖經裏面
[00:01:41.000 --> 00:01:45.000]  神的真理裏面是怎樣講這方面的需要
[00:01:45.000 --> 00:01:51.000]  講到關懷和悲慢,我相信不需要我再慢慢解釋
[00:01:51.000 --> 00:01:54.000]  因為其實,尤其是我們基督徒
[00:01:54.000 --> 00:01:59.000]  人人都知道應該去關懷和悲悶
[00:01:59.000 --> 00:02:04.000]  亦都人人都會,是應該,即是說不會反對的
[00:02:04.000 --> 00:02:07.000]  知道亦都是應該去做
[00:02:07.000 --> 00:02:10.000]  不過我相信最大的問題就是
[00:02:10.000 --> 00:02:15.000]  我們知道了,我們亦都有這種需要
[00:02:15.000 --> 00:02:20.000]  或者可以去關懷,但竟然我們周圍關懷的人
[00:02:20.000 --> 00:02:24.000]  甚至包括你和我都發覺很少
[00:02:24.000 --> 00:02:26.000]  這個才是大的問題
[00:02:26.000 --> 00:02:30.000]  所以今天我們一起來進入一個更深的層次問為甚麼
[00:02:30.000 --> 00:02:35.000]  當然我們人有罪,令到我們有自私性
[00:02:35.000 --> 00:02:37.000]  這個是必然的
[00:02:37.000 --> 00:02:40.000]  我不能夠完全解釋為甚麼我們周圍的人
[00:02:40.000 --> 00:02:43.000]  這麼少的關懷,為甚麼會變得這麼冷漠
[00:02:43.000 --> 00:02:46.000]  當然有些東西阻滯著我們
[00:02:46.000 --> 00:02:48.000]  有些東西窒息著我們
[00:02:48.000 --> 00:02:52.000]  我曾經在講道理跟大家講,我們發覺很奇怪
[00:02:52.000 --> 00:02:55.000]  過去這一年裏面,在一個這樣的疫症流行
[00:02:55.000 --> 00:02:58.000]  其實我們在家裏的時間多了
[00:02:58.000 --> 00:03:01.000]  基本上在家裏的時間多了
[00:03:01.000 --> 00:03:04.000]  我們與人之間在家裏面的接觸是多了
[00:03:04.000 --> 00:03:07.000]  相對的時間亦是密切了
[00:03:07.000 --> 00:03:10.000]  但我不見得很多時候在家裏面
[00:03:10.000 --> 00:03:15.000]  大家之間的關心多了
[00:03:15.000 --> 00:03:23.000]  甚至在家裏面互相之間和合相愛的心增加了
[00:03:23.000 --> 00:03:26.000]  是不是很奇怪
[00:03:26.000 --> 00:03:29.000]  一個疫症流行的日子當中
[00:03:29.000 --> 00:03:36.000]  基本上大部份的人的生活節奏是空間時間充裕了
[00:03:36.000 --> 00:03:38.000]  沒有以前那樣忙得不得了
[00:03:38.000 --> 00:03:40.000]  有些空閒的時間
[00:03:40.000 --> 00:03:42.000]  但我們有空間有時間的時候
[00:03:42.000 --> 00:03:47.000]  又不見得我們關懷其他人的行動又是多了
[00:03:47.000 --> 00:03:51.000]  和豐富了和敏銳了
[00:03:51.000 --> 00:03:55.000]  這個我相信當然不是單單是環境的問題
[00:03:55.000 --> 00:03:57.000]  當然環境會影響我們
[00:03:57.000 --> 00:04:01.000]  但我們內心世界的人的問題
[00:04:01.000 --> 00:04:02.000]  人的氣質問題
[00:04:02.000 --> 00:04:06.000]  人的質素問題我相信才是最嚴重的
[00:04:06.000 --> 00:04:09.000]  當然我們說在現代的社會
[00:04:09.000 --> 00:04:12.000]  我們時常說在周圍的環境裏面
[00:04:12.000 --> 00:04:16.000]  雖然傳播的工具
[00:04:16.000 --> 00:04:19.000]  我們的科技幫助我們溝通
[00:04:19.000 --> 00:04:21.000]  其實是方便過以前很多
[00:04:21.000 --> 00:04:23.000]  我們不需要再解釋了
[00:04:23.000 --> 00:04:26.000]  快很多方便很多容易很多
[00:04:26.000 --> 00:04:28.000]  但我們變得這麼冷漠
[00:04:28.000 --> 00:04:32.000]  有人告訴我們其實有另外一面的結果
[00:04:32.000 --> 00:04:35.000]  最簡單我相信你和我都聽過
[00:04:35.000 --> 00:04:37.000]  今天我們看到周圍
[00:04:37.000 --> 00:04:38.000]  出到街也好
[00:04:38.000 --> 00:04:39.000]  在家裏也好
[00:04:39.000 --> 00:04:40.000]  吃飯也好
[00:04:40.000 --> 00:04:43.000]  我們都見到
[00:04:43.000 --> 00:04:46.000]  普遍是一種低頭族
[00:04:46.000 --> 00:04:47.000]  低頭族
[00:04:47.000 --> 00:04:49.000]  打機
[00:04:49.000 --> 00:04:52.000]  看手機
[00:04:52.000 --> 00:04:55.000]  這種低頭族令到我們
[00:04:55.000 --> 00:04:57.000]  雖然大家走在一起
[00:04:57.000 --> 00:04:58.000]  我們一起吃飯
[00:04:58.000 --> 00:05:00.000]  我們一起有活動的時候
[00:05:00.000 --> 00:05:02.000]  我們發覺我們大家
[00:05:02.000 --> 00:05:03.000]  你有你他有他
[00:05:03.000 --> 00:05:05.000]  世界是完全分開的
[00:05:05.000 --> 00:05:07.000]  有些人說不是
[00:05:07.000 --> 00:05:09.000]  你這樣說太過份了
[00:05:09.000 --> 00:05:11.000]  因為他雖然低頭
[00:05:11.000 --> 00:05:13.000]  他看自己的手機
[00:05:13.000 --> 00:05:15.000]  他不和前面的人聊天
[00:05:15.000 --> 00:05:17.000]  他不理會周圍的人
[00:05:17.000 --> 00:05:20.000]  但他的手機是通過媒介
[00:05:20.000 --> 00:05:22.000]  去和其他人溝通
[00:05:22.000 --> 00:05:25.000]  所以溝通是沒有減少
[00:05:25.000 --> 00:05:26.000]  沒錯
[00:05:26.000 --> 00:05:27.000]  這個都可以解釋一部份
[00:05:27.000 --> 00:05:30.000]  不過溝通我們不能忘記
[00:05:30.000 --> 00:05:32.000]  在現代的世界裏
[00:05:32.000 --> 00:05:34.000]  溝通變得很急速
[00:05:34.000 --> 00:05:36.000]  很飄忽
[00:05:36.000 --> 00:05:38.000]  很沒有耐性
[00:05:38.000 --> 00:05:39.000]  我都不需要說
[00:05:39.000 --> 00:05:41.000]  一說你就會明白
[00:05:41.000 --> 00:05:42.000]  現在抖音TikTok
[00:05:42.000 --> 00:05:44.000]  15秒一條片
[00:05:44.000 --> 00:05:46.000]  15秒就要轉了
[00:05:46.000 --> 00:05:48.000]  所以我們慢慢已經習慣了
[00:05:48.000 --> 00:05:50.000]  我們和別人說話也好
[00:05:50.000 --> 00:05:52.000]  我們專注也好
[00:05:52.000 --> 00:05:54.000]  很短時間
[00:05:54.000 --> 00:05:56.000]  十多秒幾秒鐘
[00:05:56.000 --> 00:05:58.000]  就要轉個課題
[00:05:58.000 --> 00:06:00.000]  我們發覺我們今天已經開始
[00:06:00.000 --> 00:06:02.000]  慢慢失去了那種很有耐性
[00:06:02.000 --> 00:06:04.000]  去慢慢聆聽
[00:06:04.000 --> 00:06:06.000]  去了解
[00:06:06.000 --> 00:06:07.000]  去諒解
[00:06:07.000 --> 00:06:10.000]  尋求去深入去明白對方
[00:06:10.000 --> 00:06:12.000]  那種質素
[00:06:12.000 --> 00:06:14.000]  這些我們都可以看到
[00:06:14.000 --> 00:06:16.000]  其實是令到我們
[00:06:18.000 --> 00:06:22.000]  不容易去關懷和悲憫
[00:06:22.000 --> 00:06:24.000]  我這樣說不是想解釋給你聽
[00:06:24.000 --> 00:06:25.000]  我們就不用了
[00:06:25.000 --> 00:06:26.000]  我們自然了
[00:06:26.000 --> 00:06:28.000]  不過我們知道今天
[00:06:28.000 --> 00:06:30.000]  特別是這麼多的阻滯
[00:06:30.000 --> 00:06:32.000]  令到我們原來
[00:06:32.000 --> 00:06:34.000]  應該知道
[00:06:34.000 --> 00:06:36.000]  並且應該可以去做到的
[00:06:36.000 --> 00:06:38.000]  關懷悲憫都做不到出來的時候
[00:06:38.000 --> 00:06:40.000]  我們就要提醒我們
[00:06:40.000 --> 00:06:43.000]  關懷和悲憫呢
[00:06:43.000 --> 00:06:47.000]  是一種需要操練的情操
[00:06:47.000 --> 00:06:52.000]  這個就是我們首先想和大家說的兩樣東西
[00:06:52.000 --> 00:06:54.000]  今天我所說的
[00:06:54.000 --> 00:06:56.000]  基本上是五方面
[00:06:56.000 --> 00:06:58.000]  在聖經裡面我們看到
[00:06:58.000 --> 00:07:00.000]  我想和大家一起分享
[00:07:00.000 --> 00:07:02.000]  首先我們看到
[00:07:02.000 --> 00:07:06.000]  悲憫和關懷不是自然而然的
[00:07:06.000 --> 00:07:08.000]  你說我很想有悲憫和關懷
[00:07:08.000 --> 00:07:09.000]  我知道要的
[00:07:09.000 --> 00:07:11.000]  不等於你會有的
[00:07:11.000 --> 00:07:12.000]  你需要去操練
[00:07:12.000 --> 00:07:14.000]  操練就是說你要下功夫
[00:07:14.000 --> 00:07:16.000]  但是操練也有一個方向
[00:07:16.000 --> 00:07:18.000]  首先我們第一樣
[00:07:18.000 --> 00:07:23.000]  悲憫和關懷的力量究竟是什麼力量
[00:07:23.000 --> 00:07:26.000]  一個人為什麼有悲憫和關懷的力量
[00:07:26.000 --> 00:07:28.000]  當他發出來的時候是什麼狀態
[00:07:28.000 --> 00:07:30.000]  聖經裡面多次說到
[00:07:30.000 --> 00:07:32.000]  耶穌基督的悲憫和關懷
[00:07:32.000 --> 00:07:36.000]  今天我們大部分都回到耶穌基督的身上
[00:07:36.000 --> 00:07:38.000]  我們看到他的榜樣
[00:07:38.000 --> 00:07:42.000]  這個也是最值得我們學校的榜樣
[00:07:42.000 --> 00:07:44.000]  我相信是行得通的
[00:07:44.000 --> 00:07:45.000]  我們一起來學
[00:07:46.000 --> 00:07:49.000]  聖經裡面記載耶穌很多的關懷
[00:07:49.000 --> 00:07:51.000]  悲憫的時候用到的字
[00:07:51.000 --> 00:07:54.000]  原來希臘文的悲憫這個字
[00:07:54.000 --> 00:07:56.000]  Spranichomai這個字
[00:07:56.000 --> 00:07:59.000]  Spranichomai這個字其實也挺特別的
[00:07:59.000 --> 00:08:01.000]  因為Spranichomai這個字
[00:08:01.000 --> 00:08:03.000]  如果用希臘文的字根
[00:08:03.000 --> 00:08:05.000]  加上他本來的意思
[00:08:05.000 --> 00:08:09.000]  基本上就是吃內臟的意思
[00:08:09.000 --> 00:08:11.000]  咬著去吃那些內臟
[00:08:11.000 --> 00:08:13.000]  可能以前的人吃動物的內臟
[00:08:13.000 --> 00:08:18.000]  但是我相信這個悲憫的意思
[00:08:18.000 --> 00:08:24.000]  這個字就是當你看到你身邊某些人的情況
[00:08:24.000 --> 00:08:27.000]  你心裡面發出一種憐憫
[00:08:27.000 --> 00:08:30.000]  同情共感的時候
[00:08:30.000 --> 00:08:33.000]  那種感覺到對方
[00:08:33.000 --> 00:08:35.000]  或者那個傷害
[00:08:35.000 --> 00:08:37.000]  好像成為你那個傷害
[00:08:37.000 --> 00:08:40.000]  刺痛你的內心
[00:08:40.000 --> 00:08:44.000]  你那個臟苦那種意思
[00:08:44.000 --> 00:08:47.000]  這個就是聖經裡面所說的悲憫
[00:08:47.000 --> 00:08:51.000]  悲憫是一種很深的刺痛自己的情
[00:08:51.000 --> 00:08:52.000]  這種觸動
[00:08:52.000 --> 00:08:54.000]  這種湧出來的
[00:08:54.000 --> 00:08:57.000]  不單是很可憐的說完就走了
[00:08:57.000 --> 00:08:58.000]  不是
[00:08:58.000 --> 00:09:02.000]  悲憫甚至不需要是從高到低很可憐的人
[00:09:02.000 --> 00:09:06.000]  悲憫其實是一種將你的情懷
[00:09:06.000 --> 00:09:11.000]  等同你所看見的那件事裡所發生的人
[00:09:11.000 --> 00:09:13.000]  他那種痛苦
[00:09:13.000 --> 00:09:15.000]  讓他那個痛楚
[00:09:15.000 --> 00:09:19.000]  刺痛成為刺痛你那種感受
[00:09:19.000 --> 00:09:22.000]  這個就是悲憫的意思
[00:09:22.000 --> 00:09:25.000]  我相信大家應該可以觸摸得到
[00:09:25.000 --> 00:09:30.000]  我們看回聖經裡關於耶穌的悲憫
[00:09:30.000 --> 00:09:34.000]  我們發覺有一個方程式
[00:09:34.000 --> 00:09:36.000]  如果我用一個方程式來說
[00:09:36.000 --> 00:09:38.000]  悲憫其實有三步的方程式
[00:09:38.000 --> 00:09:41.000]  是在聖經裡面經常分不開的
[00:09:41.000 --> 00:09:43.000]  首先我和大家說前面的兩件事
[00:09:43.000 --> 00:09:45.000]  就是我們發覺我們的主耶穌十字
[00:09:45.000 --> 00:09:47.000]  我們每一個人都應該學習的
[00:09:47.000 --> 00:09:49.000]  當他見到的時候
[00:09:49.000 --> 00:09:52.000]  聖經很多次說到他看見的時候
[00:09:52.000 --> 00:09:57.000]  他就會湧出那個悲憫關懷的情
[00:09:57.000 --> 00:10:00.000]  那種同情共感
[00:10:00.000 --> 00:10:04.000]  我們一起看兩節很典型的
[00:10:04.000 --> 00:10:06.000]  關於耶穌基督的記載
[00:10:06.000 --> 00:10:08.000]  第一個瑪利福音第九章
[00:10:08.000 --> 00:10:10.000]  我們說到一個描述
[00:10:10.000 --> 00:10:12.000]  描述耶穌的生命裡
[00:10:12.000 --> 00:10:14.000]  一種經常會發生的事情
[00:10:14.000 --> 00:10:17.000]  就是耶穌走遍各城各鄉
[00:10:17.000 --> 00:10:19.000]  在會堂裡教訓人
[00:10:19.000 --> 00:10:21.000]  宣講天國的福音
[00:10:21.000 --> 00:10:24.000]  又醫治各樣的病症
[00:10:24.000 --> 00:10:26.000]  聖經繼續說
[00:10:26.000 --> 00:10:28.000]  他看見
[00:10:28.000 --> 00:10:32.000]  他看見很多人的時候
[00:10:32.000 --> 00:10:35.000]  他看見就憐憫他們
[00:10:35.000 --> 00:10:42.000]  看見就讓耶穌湧出這種憐憫的悲憫的情
[00:10:42.000 --> 00:10:46.000]  因為那些人困苦流離
[00:10:46.000 --> 00:10:49.000]  如同羊沒有牧人一般
[00:10:49.000 --> 00:10:53.000]  困苦流離是耶穌周圍所見到的人
[00:10:53.000 --> 00:10:58.000]  但這些人的困苦流離的狀況
[00:10:58.000 --> 00:11:01.000]  成為耶穌心裡的刺痛
[00:11:01.000 --> 00:11:04.000]  這就是看見
[00:11:04.000 --> 00:11:09.000]  你知道的時候就會湧出那種憐憫悲憫
[00:11:09.000 --> 00:11:12.000]  這就是耶穌必然的
[00:11:12.000 --> 00:11:14.000]  他有機會看到
[00:11:14.000 --> 00:11:21.000]  他知道他就會感觸到那種悲憫的情
[00:11:21.000 --> 00:11:26.000]  這是描述耶穌經常有的狀況
[00:11:26.000 --> 00:11:28.000]  這兩樣東西分不開
[00:11:28.000 --> 00:11:34.000]  接著我們看看路加坊說到耶穌自己說
[00:11:34.000 --> 00:11:36.000]  不單是別人說
[00:11:36.000 --> 00:11:39.000]  耶穌自己說到一個很著名的比喻
[00:11:39.000 --> 00:11:41.000]  大家可能都很熟悉
[00:11:41.000 --> 00:11:43.000]  浪子的比喻
[00:11:43.000 --> 00:11:45.000]  當說到浪子的比喻的時候
[00:11:45.000 --> 00:11:49.000]  當然浪子花了一切
[00:11:49.000 --> 00:11:51.000]  回到家裡的時候
[00:11:51.000 --> 00:11:52.000]  回頭的時候
[00:11:52.000 --> 00:11:55.000]  聖經說他回到家裡的時候描述
[00:11:55.000 --> 00:11:58.000]  於是起來就回到他父親那裡
[00:11:58.000 --> 00:12:00.000]  相離還遠
[00:12:00.000 --> 00:12:02.000]  即是說很遠都還沒回到家裡的時候
[00:12:02.000 --> 00:12:04.000]  他父親漢堅
[00:12:04.000 --> 00:12:06.000]  留意一下有漢堅
[00:12:06.000 --> 00:12:08.000]  就動了持心
[00:12:08.000 --> 00:12:10.000]  就跑過去抱著他的頸
