
[00:00:00.000 --> 00:00:08.000]  多謝大家來,剛才我望過去很多人,你感覺到很擠迫嗎?
[00:00:08.000 --> 00:00:16.000]  起碼你留心聽的時候就不覺得隔壁有人,這叫做神似狀態,隔壁有沒有人都不知道
[00:00:16.000 --> 00:00:21.000]  希望你今晚留心到九點半,但我有信心的,為甚麼呢?
[00:00:21.000 --> 00:00:31.000]  因為很多人說最有興趣的是聽怎樣可以搞定家裏的子女,多過搞定自己,原因是甚麼呢?
[00:00:31.000 --> 00:00:41.000]  就是子女有很多神秘感,我做社工做了四十年,我退休了,現在已經六十歲了
[00:00:41.000 --> 00:00:51.000]  但四十年來那種神秘的程度是沒有減少過,所以我在理工大學教到1996年我就離開了
[00:00:51.000 --> 00:01:02.000]  我就把全部時間放在研究神經,當作自己由臨退休至臨死都有些事去找得實際一點
[00:01:02.000 --> 00:01:10.000]  所以現在不經不覺又隔了十六年了,我找到甚麼呢?就是今晚我要告訴你的東西
[00:01:10.000 --> 00:01:17.000]  所以如果你今晚聽完之後,我希望你下星期繼續來,因為你的新聞還有很多下集要追下去
[00:01:17.000 --> 00:01:27.000]  其實最好就是預早知道,現在一般講策略都說教子女要早六年
[00:01:27.000 --> 00:01:36.000]  將六年後會發生的事做準備,就是最聰明的父母,最不好就是臨時去學
[00:01:36.000 --> 00:01:46.000]  更不好就是出了事才去學,所以希望你今晚聽到的東西都覺得過去了,覺得差一個第二個
[00:01:46.000 --> 00:01:54.000]  但如果你覺得,都是一個辦法,不過我的角度看是有得救的
[00:01:54.000 --> 00:02:03.000]  這個就是我還捨得離開神經的研究,研究我就有一班助手,今晚都來七七八八了
[00:02:03.000 --> 00:02:11.000]  有很多跟我十幾年,或者起碼六七年的助手,我都會跟他對話幾句
[00:02:11.000 --> 00:02:19.000]  就講一下他在現場看到的東西,其實我們在大約十幾年前去做一個訓練中心的時候
[00:02:19.000 --> 00:02:24.000]  是因為我跟Daniel Goldman有一個說話,那時候他在哈佛來香港演講
[00:02:24.000 --> 00:02:32.000]  我就說我很想在中國人,香港人那裡找到,究竟華人的身份仔的情緒是怎樣的呢?
[00:02:32.000 --> 00:02:40.000]  第一件事他刺激我就是,華人的身份仔是不夠情緒語言,我真的很同意
[00:02:40.000 --> 00:02:43.000]  譬如說為什麼我們很容易會一鎚打人家呢?
[00:02:43.000 --> 00:02:53.000]  基本上我們就不懂得生氣人家怎麼說的,唯有打他,不懂,就算很多爸爸,甚至媽媽打子女
[00:02:53.000 --> 00:02:59.000]  都是因為不懂罵,所以打他,你懂罵就不會打他
[00:02:59.000 --> 00:03:04.000]  那你說,那我經常都罵的,罵的來又沒用,所以懶得罵
[00:03:04.000 --> 00:03:09.000]  因為你都不懂罵,罵都要學的,有些罵是沒用的罵
[00:03:09.000 --> 00:03:15.000]  有些罵就不是,一言驚醒的,身份仔又會不同很多
[00:03:15.000 --> 00:03:20.000]  所以我說,如果研究到一套香港人或者中國人的情緒語言就好了
[00:03:20.000 --> 00:03:25.000]  所以我就找了很多時間,所以這本書是講情緒語言的書
[00:03:25.000 --> 00:03:29.000]  剛才派給大家的品格EQ的書
[00:03:29.000 --> 00:03:35.000]  我在想,如果我盡快用開場白介紹一些什麼我找到的呢?
[00:03:35.000 --> 00:03:43.000]  我找了三十年教身份仔,找到的就是全部教的方法在學校都是錯的
[00:03:43.000 --> 00:03:47.000]  為什麼錯呢?教書就不是錯,講明了
[00:03:47.000 --> 00:03:53.000]  但教身份仔錯,為什麼呢?我們將兩個極端的身份仔都放在一起教
[00:03:53.000 --> 00:03:57.000]  哪兩個極端呢?就是那些靜得不得了的身份仔
[00:03:57.000 --> 00:04:02.000]  還有那些喜歡參與得不得了的身份仔,都放在一起
[00:04:02.000 --> 00:04:09.000]  所以他們兩種身份仔進入主流的身份仔裡面的時候
[00:04:09.000 --> 00:04:13.000]  太吵的就不受歡迎,就叫他坐後面
[00:04:13.000 --> 00:04:15.000]  不是現在坐的那些,就是坐後面
[00:04:15.000 --> 00:04:21.000]  或者叫他最好就…或者我黏著膠紙給你
[00:04:21.000 --> 00:04:23.000]  不然的話你自己不要出聲
[00:04:23.000 --> 00:04:27.000]  所以後來他說我不喜歡上學,最容易就是我不喜歡上教會
[00:04:27.000 --> 00:04:32.000]  他經常叫我不要吵,但靜得來的那些又走了
[00:04:32.000 --> 00:04:35.000]  他說為什麼你不答我?下次我問你
[00:04:35.000 --> 00:04:38.000]  嚇得他整晚哭不回來
[00:04:38.000 --> 00:04:45.000]  那兩群身份仔是經常在兒童的團體裡面遲早都會離開的身份仔
[00:04:45.000 --> 00:04:54.000]  但竟然社工、教會、學校沒有特別去幫這兩群身份仔
[00:04:54.000 --> 00:04:57.000]  他們只有離開他們應該去的地方
[00:04:57.000 --> 00:05:02.000]  所以可能你也是,可能你以前上學的時候,你很靜的
[00:05:02.000 --> 00:05:05.000]  你很怕問書,你很怕分組討論
[00:05:05.000 --> 00:05:08.000]  你很怕被人抓出來匯報,你很怕
[00:05:08.000 --> 00:05:12.000]  你發覺沒那麼怕,怕到現在上班還是很怕
[00:05:12.000 --> 00:05:17.000]  為什麼呢?因為從來沒有人教你如何離開這種害羞的性格
[00:05:17.000 --> 00:05:19.000]  沒有人教過你
[00:05:19.000 --> 00:05:24.000]  所以有時候你真的覺得自己為什麼幾十年都變不了呢?
[00:05:24.000 --> 00:05:27.000]  但另一種人就是你也見過一些同學的收場
[00:05:27.000 --> 00:05:29.000]  被人趕出校,多大了
[00:05:29.000 --> 00:05:34.000]  後來他粉碎疾足,很多人都生氣,很容易生氣
[00:05:34.000 --> 00:05:38.000]  最後他不喜歡有朋友,所以孤僻
[00:05:38.000 --> 00:05:42.000]  慢慢這些同事,或者長大了的人
[00:05:42.000 --> 00:05:45.000]  有人都說他來,我們不來了
[00:05:45.000 --> 00:05:47.000]  甚至我們去街,不要約
[00:05:47.000 --> 00:05:51.000]  他經常覺得自己為什麼那麼討厭別人呢?其實很可憐
[00:05:51.000 --> 00:05:54.000]  他小時候沒有人幫他,可愛一點
[00:05:54.000 --> 00:05:59.000]  所以搞到幾十歲,最後人家會說
[00:05:59.000 --> 00:06:03.000]  不如我們當沒有這個人吧,很可憐
[00:06:03.000 --> 00:06:06.000]  如果你的子女是我剛才說的那兩種
[00:06:06.000 --> 00:06:10.000]  為什麼不小時候早點看到,早點做事呢?
[00:06:10.000 --> 00:06:14.000]  所以我就成立了一間機構,很想救回那些小孩子
[00:06:14.000 --> 00:06:17.000]  但救小孩子很特別的,我社工出身
[00:06:17.000 --> 00:06:22.000]  我發現我們的同事很多時候將這些小孩子標籤了
[00:06:22.000 --> 00:06:25.000]  甚至有時候會介紹他們看心理醫生
[00:06:25.000 --> 00:06:28.000]  甚至去看精神科醫生
[00:06:28.000 --> 00:06:33.000]  但這兩種醫生都說,他還沒到我這裡
[00:06:33.000 --> 00:06:37.000]  但不去那裡又去那裡呢?真的沒地方去
[00:06:37.000 --> 00:06:39.000]  所以我就覺得很不公平
[00:06:39.000 --> 00:06:42.000]  為什麼這個世界有些小孩子出生之後
[00:06:42.000 --> 00:06:46.000]  幾歲左右就變成無人理會的小孩子
[00:06:46.000 --> 00:06:48.000]  讓他自生自滅
[00:06:48.000 --> 00:06:51.000]  大家都來自好學校的家長
[00:06:51.000 --> 00:06:53.000]  他們是幸運的小孩子
[00:06:53.000 --> 00:06:57.000]  起碼教育界會看重他某些質素
[00:06:57.000 --> 00:06:59.000]  所以覺得值得教他
