
[00:00:00.000 --> 00:00:08.000]  今天我會和大家一起思想的經文仍然在路德記
[00:00:08.000 --> 00:00:12.000]  今天我們會一起思想的是第三章第六至第九節
[00:00:12.000 --> 00:00:16.000]  主題就是在誤信或者誤導的世代當中
[00:00:16.000 --> 00:00:18.000]  如何忠誠的向主而活
[00:00:18.000 --> 00:00:21.000]  讓我們再一次回到這段經文
[00:00:21.000 --> 00:00:23.000]  多一些了解
[00:00:23.000 --> 00:00:24.000]  如果大家有聖經的話
[00:00:24.000 --> 00:00:27.000]  也會一起打開今天的經文
[00:00:27.000 --> 00:00:31.000]  路德記第三章第六至第九節
[00:00:31.000 --> 00:00:35.000]  我們一起先看看這段經文說什麼
[00:00:35.000 --> 00:00:38.000]  我會為大家以和合本先讀一次
[00:00:38.000 --> 00:00:43.000]  然後再為大家讀出NRSV的英文版本
[00:00:43.000 --> 00:00:47.000]  路德記第三章第六至第九節
[00:00:47.000 --> 00:00:50.000]  路德就下到牆上
[00:00:50.000 --> 00:00:53.000]  照他婆婆所吩咐他的遺行
[00:00:53.000 --> 00:01:00.000]  坡阿斯吃喝完了心裡歡暢就去睡在麥堆的旁邊
[00:01:00.000 --> 00:01:04.000]  路德便悄悄地掀開他腳上的被
[00:01:04.000 --> 00:01:06.000]  躺我在那裡
[00:01:06.000 --> 00:01:10.000]  到了夜半大人忽然驚醒
[00:01:10.000 --> 00:01:15.000]  翻過身來不料有女子躺在他的腳下
[00:01:15.000 --> 00:01:18.000]  他就說:你是誰?回答說:
[00:01:18.000 --> 00:01:24.000]  我是你的婢女路德求你用你的衣襟遮蓋我
[00:01:24.000 --> 00:01:28.000]  因為你是我一個至近的親屬
[00:01:28.000 --> 00:01:31.000]  曾經有人這樣說過一句話
[00:01:31.000 --> 00:01:34.000]  他說如果在一個職場裏面
[00:01:34.000 --> 00:01:36.000]  如果那個人不陷害你的話
[00:01:36.000 --> 00:01:38.000]  其實你已經很好
[00:01:38.000 --> 00:01:42.000]  大家不知道有沒有經歷過一個類似的經驗
[00:01:42.000 --> 00:01:44.000]  就是曾經有一些人
[00:01:44.000 --> 00:01:45.000]  可能你很相信他
[00:01:45.000 --> 00:01:50.000]  他不過給了一些意見或指導你
[00:01:50.000 --> 00:01:52.000]  點了一條黑路你去行
[00:01:52.000 --> 00:01:55.000]  但在過程當中你完全沒有發覺過
[00:01:55.000 --> 00:01:57.000]  原來他所指的這條道路
[00:01:57.000 --> 00:02:00.000]  或者向你作出這個提議的
[00:02:00.000 --> 00:02:02.000]  是一條黑路
[00:02:02.000 --> 00:02:06.000]  你一路的過程當中都對於這個人滿有感恩
[00:02:06.000 --> 00:02:09.000]  覺得這個人真是很值得我相信
[00:02:09.000 --> 00:02:14.000]  甚至他叫你做的事你完全毫無猶豫地去做
[00:02:14.000 --> 00:02:16.000]  但過了好一段時間
[00:02:16.000 --> 00:02:18.000]  當你做了的時候
[00:02:18.000 --> 00:02:22.000]  原來你才發現自己走錯的道路
[00:02:22.000 --> 00:02:25.000]  不知道在什麼情況下
[00:02:25.000 --> 00:02:30.000]  你才發現他指示你的路是一條錯誤的路
[00:02:30.000 --> 00:02:34.000]  而最後你又怎樣走回正軌
[00:02:34.000 --> 00:02:37.000]  這一連串的問題其實在我們人生當中
[00:02:37.000 --> 00:02:40.000]  經常會遇見到
[00:02:40.000 --> 00:02:43.000]  我記得在神學院的時候
[00:02:43.000 --> 00:02:46.000]  我們要修讀一科的課程
[00:02:46.000 --> 00:02:49.000]  叫做建構靈屬靈生命
[00:02:49.000 --> 00:02:51.000]  Spiritual Formation
[00:02:51.000 --> 00:02:53.000]  這一科是什麼課程
[00:02:53.000 --> 00:02:55.000]  其實最初我也不是太了解的
[00:02:55.000 --> 00:03:00.000]  但這一科是我當時因為我主修教木學
[00:03:00.000 --> 00:03:02.000]  在道學碩士MDiv的時候
[00:03:02.000 --> 00:03:05.000]  是一科其中必修的課程
[00:03:05.000 --> 00:03:06.000]  沒辦法
[00:03:06.000 --> 00:03:09.000]  我一定自動被他登記進入這一科
[00:03:09.000 --> 00:03:12.000]  但後來我原來發覺有好多的同學
[00:03:12.000 --> 00:03:15.000]  甚至很多教木工
[00:03:15.000 --> 00:03:18.000]  他們都很想著要去修讀
[00:03:18.000 --> 00:03:20.000]  或者登記去讀這個課程
[00:03:20.000 --> 00:03:23.000]  甚至有名的懷木者
[00:03:23.000 --> 00:03:25.000]  也風勇而至
[00:03:25.000 --> 00:03:29.000]  即是說他們不是在神學院去修讀課程
[00:03:29.000 --> 00:03:33.000]  但他們都希望能夠來到這個課程裡面
[00:03:33.000 --> 00:03:34.000]  去做旁聽生
[00:03:34.000 --> 00:03:36.000]  我就覺得很奇怪
[00:03:36.000 --> 00:03:37.000]  為什麼這樣呢
[00:03:37.000 --> 00:03:39.000]  於是乎就問一下一些同學
[00:03:39.000 --> 00:03:42.000]  這一科究竟是教什麼的
[00:03:42.000 --> 00:03:43.000]  又是我們教木學
[00:03:43.000 --> 00:03:44.000]  又是必修的課程
[00:03:44.000 --> 00:03:46.000]  為什麼我們要讀呢
[00:03:46.000 --> 00:03:49.000]  還有為什麼這麼多人這麼喜歡讀呢
[00:03:49.000 --> 00:03:53.000]  然後就有一個登記主任就跟我這樣說
[00:03:53.000 --> 00:03:54.000]  他說你不知道嗎
[00:03:54.000 --> 00:03:58.000]  這一科是我們神學院最出名的其中一科課程
[00:03:58.000 --> 00:03:59.000]  我說是嗎
[00:03:59.000 --> 00:04:01.000]  出名在什麼呢
[00:04:01.000 --> 00:04:05.000]  他說原來這個課程當中有好多著名的教授
[00:04:05.000 --> 00:04:10.000]  或者是講授的講員來去參加的
[00:04:10.000 --> 00:04:13.000]  其中好像有一個在靈修神學裡面
[00:04:13.000 --> 00:04:16.000]  最出名的人物叫做盧雲的神父
[00:04:16.000 --> 00:04:18.000]  是一位天主教的神父
[00:04:18.000 --> 00:04:19.000]  那我就記起了
[00:04:19.000 --> 00:04:22.000]  因為我曾經當我讀神學的時候
[00:04:22.000 --> 00:04:24.000]  有一位教務送過一本書
[00:04:24.000 --> 00:04:26.000]  極力推薦給我去聽
[00:04:26.000 --> 00:04:27.000]  去讀
[00:04:27.000 --> 00:04:29.000]  那他就說你不認識他嗎
[00:04:29.000 --> 00:04:32.000]  他就是其中這個課程的一個教授
[00:04:32.000 --> 00:04:33.000]  還有一樣東西
[00:04:33.000 --> 00:04:37.000]  教這個課程的主教授
[00:04:37.000 --> 00:04:41.000]  是當今在加拿大長老會元老級
[00:04:41.000 --> 00:04:45.000]  最德高望重的一位教授來的
[00:04:45.000 --> 00:04:49.000]  那他來教這一科自然就會有好多人蜂擁而至
[00:04:49.000 --> 00:04:52.000]  希望能夠真是可以讀到這個課程
[00:04:52.000 --> 00:04:56.000]  還有這一科裡面的內容是非常之吸引的
[00:04:56.000 --> 00:05:00.000]  那你去能夠修讀是你三生有幸的
[00:05:00.000 --> 00:05:02.000]  是一個很難能可貴的機會
[00:05:02.000 --> 00:05:05.000]  哇我聽見這麼重要
[00:05:05.000 --> 00:05:06.000]  那就沒辦法了
[00:05:06.000 --> 00:05:08.000]  因為我是必修的課程
[00:05:08.000 --> 00:05:11.000]  所以很自然就去修讀了這個課程
[00:05:11.000 --> 00:05:14.000]  但是後來我才發現
[00:05:14.000 --> 00:05:17.000]  大約讀到這個課程的頭三堂左右
[00:05:17.000 --> 00:05:20.000]  整個課程大約是有12至13堂
[00:05:20.000 --> 00:05:24.000]  還有一個要另外再給錢的退修營
[00:05:24.000 --> 00:05:25.000]  要去參與
[00:05:25.000 --> 00:05:27.000]  到第三堂左右我已經知道
[00:05:27.000 --> 00:05:29.000]  咦 有點不對
[00:05:29.000 --> 00:05:30.000]  這一科呢
[00:05:30.000 --> 00:05:33.000]  其實後來我發現是我讀整個的道學碩士
[00:05:33.000 --> 00:05:34.000]  或者M.Diff
[00:05:34.000 --> 00:05:37.000]  Massive of Diffinity的時候
[00:05:37.000 --> 00:05:40.000]  是最哀哉的一科
[00:05:40.000 --> 00:05:42.000]  也因為這一科的緣故
[00:05:42.000 --> 00:05:43.000]  我就發覺
[00:05:43.000 --> 00:05:46.000]  原來我讀錯了這一科
[00:05:46.000 --> 00:05:47.000]  或者可以這麼說
[00:05:47.000 --> 00:05:51.000]  其實這一科根本是一科不應該是必修的課程
[00:05:51.000 --> 00:05:52.000]  為什麼呢
[00:05:52.000 --> 00:05:54.000]  因為這一科的課程裡面
[00:05:54.000 --> 00:05:56.000]  其實講很多的東西
[00:05:56.000 --> 00:06:01.000]  都是嘗試好像去教我們用一些方法
[00:06:01.000 --> 00:06:04.000]  去怎樣去和神的靈去接觸
[00:06:04.000 --> 00:06:06.000]  去詢問上帝的靈
[00:06:06.000 --> 00:06:08.000]  聆聽上帝的聲音
[00:06:08.000 --> 00:06:12.000]  聆聽很多我們教授所自己認為的
[00:06:12.000 --> 00:06:14.000]  就是上帝的旨意
[00:06:14.000 --> 00:06:17.000]  並且可以幫助很多的信徒去明白
[00:06:17.000 --> 00:06:20.000]  自己在神的裡面有什麼旨意
[00:06:20.000 --> 00:06:23.000]  已經落在我們生命的當中
[00:06:23.000 --> 00:06:25.000]  但是整個過程裡面
[00:06:25.000 --> 00:06:29.000]  我越讀越上課就越覺得這一科是有問題
[00:06:29.000 --> 00:06:31.000]  我就覺得很奇怪
