
[00:00:00.000 --> 00:00:06.000]  我們北宣家弟兄姊妹主內平安
[00:00:06.000 --> 00:00:08.000]  我們今天特別高興
[00:00:08.000 --> 00:00:12.000]  很開心見到很多平時少見到的弟兄姊妹
[00:00:12.000 --> 00:00:17.000]  也特別高興我們一起慶祝我們的教會70週年的堂慶
[00:00:17.000 --> 00:00:20.000]  我相信大家都會在過去
[00:00:20.000 --> 00:00:25.000]  曾透過教會給我們很多生命的祝福成長
[00:00:25.000 --> 00:00:29.000]  因此我們今天很值得來為教會的堂慶
[00:00:29.000 --> 00:00:31.000]  一起慶祝
[00:00:31.000 --> 00:00:35.000]  神透過教會帶給我們生命很多的祝福
[00:00:35.000 --> 00:00:37.000]  我是其中一個
[00:00:37.000 --> 00:00:40.000]  我相信弟兄姊妹也同樣經歷到
[00:00:40.000 --> 00:00:46.000]  神透過他的家帶給我們生命有很多寶貴的恩典
[00:00:46.000 --> 00:00:48.000]  我們在一起思想順利之前
[00:00:48.000 --> 00:00:50.000]  我們再次同心祈禱
[00:00:50.000 --> 00:00:52.000]  我們仰望主帶領我們
[00:00:52.000 --> 00:00:55.000]  沒有因為慈愛的主
[00:00:55.000 --> 00:00:58.000]  我們心裏充滿著感恩
[00:00:58.000 --> 00:01:01.000]  主讓我們試下祢自己奇妙的拯救
[00:01:01.000 --> 00:01:03.000]  不單拯救我們一個人
[00:01:03.000 --> 00:01:05.000]  祢拯救一個群體
[00:01:05.000 --> 00:01:08.000]  彼此成為弟兄姊妹
[00:01:08.000 --> 00:01:10.000]  一同的來跟隨祢
[00:01:10.000 --> 00:01:13.000]  主我們為祢賜給我們北宣家
[00:01:13.000 --> 00:01:15.000]  我們深深的感謝
[00:01:15.000 --> 00:01:17.000]  也在祢面前仰望祢自己
[00:01:17.000 --> 00:01:19.000]  藉著祢寶貴的聖靈
[00:01:19.000 --> 00:01:22.000]  幫助我們堅定的信靠祢
[00:01:22.000 --> 00:01:24.000]  更深的愛祢
[00:01:24.000 --> 00:01:26.000]  讓我們越跟隨
[00:01:26.000 --> 00:01:29.000]  我們的生命在祢眼前越蒙恩
[00:01:29.000 --> 00:01:32.000]  我們將這段時間同心交托
[00:01:32.000 --> 00:01:34.000]  仰望主藉著祢自己聖經的說話
[00:01:34.000 --> 00:01:36.000]  激勵我們的心
[00:01:36.000 --> 00:01:38.000]  更多的愛祢
[00:01:38.000 --> 00:01:40.000]  我們仰望祈禱
[00:01:40.000 --> 00:01:42.000]  奉主耶穌聖名祈求
[00:01:42.000 --> 00:01:43.000]  (全體:臣會)
[00:01:43.000 --> 00:01:46.000]  今天是我們北宣家的堂慶
[00:01:46.000 --> 00:01:48.000]  所以在這個時候
[00:01:48.000 --> 00:01:51.000]  我們一起思想神的恩典
[00:01:51.000 --> 00:01:54.000]  特別是神賜給我們的救恩
[00:01:54.000 --> 00:01:56.000]  很多弟兄姊妹都會
[00:01:56.000 --> 00:01:59.000]  很多時候以「蒙恩人」來自稱
[00:01:59.000 --> 00:02:02.000]  有些時候弟兄姊妹奉獻
[00:02:02.000 --> 00:02:04.000]  在那個徵信錄裏面
[00:02:04.000 --> 00:02:05.000]  不用其他名字
[00:02:05.000 --> 00:02:08.000]  即是形容自己是「蒙恩人」
[00:02:08.000 --> 00:02:11.000]  的確你和我有一個身份
[00:02:11.000 --> 00:02:14.000]  這個身份是蒙受神恩典的人
[00:02:14.000 --> 00:02:17.000]  所以在我們堂慶的時候
[00:02:17.000 --> 00:02:19.000]  我們特別來思想神的恩典
[00:02:19.000 --> 00:02:22.000]  在我們身上所作奇妙的工作
[00:02:22.000 --> 00:02:25.000]  當然我們經歷很多方面的恩
[00:02:25.000 --> 00:02:26.000]  但是要比較
[00:02:26.000 --> 00:02:28.000]  我相信大家都會同意
[00:02:28.000 --> 00:02:30.000]  我們領受主賜給我們的救恩
[00:02:30.000 --> 00:02:32.000]  是最大的恩典
[00:02:32.000 --> 00:02:36.000]  我想問一位年長的弟兄
[00:02:36.000 --> 00:02:39.000]  當他年紀很大
[00:02:39.000 --> 00:02:42.000]  在當時他和大家分享
[00:02:42.000 --> 00:02:45.000]  回想他自己過去很多的經歷
[00:02:45.000 --> 00:02:47.000]  他就說
[00:02:47.000 --> 00:02:51.000]  我一生經歷過神很多的恩典
[00:02:51.000 --> 00:02:53.000]  有人問他
[00:02:53.000 --> 00:02:54.000]  那麼你這麼多恩典
[00:02:54.000 --> 00:02:56.000]  哪一個是最大的經歷?
[00:02:56.000 --> 00:02:58.000]  他想了想
[00:02:58.000 --> 00:03:00.000]  他在這麼多恩典當中
[00:03:00.000 --> 00:03:04.000]  最大的恩典仍然是主拯救了我
[00:03:04.000 --> 00:03:07.000]  祂賜給我有永恆的盼望
[00:03:07.000 --> 00:03:10.000]  賜給我救恩
[00:03:10.000 --> 00:03:12.000]  我們領受救恩
[00:03:12.000 --> 00:03:15.000]  是神給我們最大的恩典
[00:03:15.000 --> 00:03:19.000]  我剛在早前偶然看到一段影片
[00:03:19.000 --> 00:03:21.000]  這段影片很簡單
[00:03:21.000 --> 00:03:23.000]  只是在說一個社區裏面
[00:03:23.000 --> 00:03:25.000]  發現一隻流浪狗
[00:03:25.000 --> 00:03:30.000]  這隻流浪狗在社區已經有幾個星期了
[00:03:30.000 --> 00:03:33.000]  但是沒有人敢去接觸牠
[00:03:33.000 --> 00:03:39.000]  因為這隻流浪狗全身生了很多長毛
[00:03:39.000 --> 00:03:41.000]  不是一般的長毛
[00:03:41.000 --> 00:03:43.000]  而是充滿著很多污垢
[00:03:43.000 --> 00:03:46.000]  一塊一塊的長毛
[00:03:46.000 --> 00:03:48.000]  而且牠一塊一塊的
[00:03:48.000 --> 00:03:51.000]  似乎是病了、傷了
[00:03:51.000 --> 00:03:53.000]  在那時候
[00:03:53.000 --> 00:03:56.000]  有一位太太留意了牠幾天
[00:03:56.000 --> 00:04:00.000]  然後她決定去收養牠
[00:04:00.000 --> 00:04:02.000]  鏡頭拍到
[00:04:02.000 --> 00:04:06.000]  她將牠帶到一些寵物中心
[00:04:06.000 --> 00:04:11.000]  特別找人幫牠做很多清理、治療的工作
[00:04:11.000 --> 00:04:13.000]  鏡頭拍到
[00:04:13.000 --> 00:04:20.000]  她將這隻狗上面有很多不必要的污垢、毛
[00:04:20.000 --> 00:04:22.000]  去剪除、清除
[00:04:22.000 --> 00:04:25.000]  但發現裏面有很多其他東西
[00:04:25.000 --> 00:04:29.000]  有些小小的跳塞一直跳出來
[00:04:29.000 --> 00:04:30.000]  有些寄生蟲
[00:04:30.000 --> 00:04:33.000]  特別用方法幫牠捉走牠
[00:04:33.000 --> 00:04:36.000]  然後當牠大日子的清洗
[00:04:36.000 --> 00:04:39.000]  再幫牠剪、再做、再關心
[00:04:39.000 --> 00:04:42.000]  然後再幫牠塗上一些
[00:04:42.000 --> 00:04:47.000]  治療這些小蟲的藥油
[00:04:47.000 --> 00:04:50.000]  然後鏡頭一轉
[00:04:50.000 --> 00:04:53.000]  很快就轉到另一個狀況
[00:04:53.000 --> 00:04:55.000]  這隻狗
[00:04:55.000 --> 00:04:58.000]  一隻很活潑、很可愛的狗
[00:04:58.000 --> 00:05:00.000]  在草地上奔跑
[00:05:00.000 --> 00:05:03.000]  當我看的時候
[00:05:03.000 --> 00:05:06.000]  我馬上想到我自己
[00:05:06.000 --> 00:05:10.000]  也想到很多過去我認識的弟兄姊妹
[00:05:10.000 --> 00:05:14.000]  想起我們過去未曾認識主的時候
[00:05:14.000 --> 00:05:16.000]  好像聖經詩篇所說
[00:05:16.000 --> 00:05:20.000]  神把我們從污泥中
[00:05:20.000 --> 00:05:26.000]  禍坑裏面、粉坑裏面將我們救出來
[00:05:26.000 --> 00:05:29.000]  將我們遷到祂愛子的國度
[00:05:29.000 --> 00:05:32.000]  稱我們為祂的孩子
[00:05:32.000 --> 00:05:36.000]  弟兄姊妹,雖然我們信主可能很久了
[00:05:36.000 --> 00:05:38.000]  但是每一次當你想起
[00:05:38.000 --> 00:05:40.000]  主怎樣將你拯救過
[00:05:40.000 --> 00:05:44.000]  你一定不要忘記主的恩
[00:05:44.000 --> 00:05:47.000]  不要忘記神怎樣拯救你
[00:05:47.000 --> 00:05:52.000]  怎樣施恩將你從罪坑、禍坑裏面救上來
[00:05:52.000 --> 00:05:56.000]  讓你領受祂奇妙的救恩
[00:05:56.000 --> 00:05:58.000]  我們讀聖經的時候
[00:05:58.000 --> 00:06:00.000]  特別是聖經二法書書
[00:06:00.000 --> 00:06:03.000]  說了很多關於我們信主的一些真理
[00:06:03.000 --> 00:06:05.000]  其中有一段經文
[00:06:05.000 --> 00:06:08.000]  第一章第六節第八節
[00:06:08.000 --> 00:06:10.000]  裏面說了很多恩典
[00:06:10.000 --> 00:06:13.000]  大家有沒有留意到有多少個恩典
[00:06:13.000 --> 00:06:15.000]  我將它變成紅字
[00:06:15.000 --> 00:06:17.000]  所以你看到的
[00:06:17.000 --> 00:06:19.000]  聖經描述我們領受的救恩
[00:06:19.000 --> 00:06:22.000]  是一個榮耀的恩典
[00:06:22.000 --> 00:06:25.000]  是充滿著榮耀的
[00:06:25.000 --> 00:06:28.000]  又提到我們藉著愛子的血
[00:06:28.000 --> 00:06:30.000]  得蒙救贖過
[00:06:30.000 --> 00:06:32.000]  凡得以赦免乃是照他
[00:06:32.000 --> 00:06:34.000]  甚麼的恩典呢?
[00:06:34.000 --> 00:06:36.000]  豐富的恩典
[00:06:36.000 --> 00:06:38.000]  不是小水滴
[00:06:38.000 --> 00:06:43.000]  而是豐富、湧流的恩典
[00:06:43.000 --> 00:06:46.000]  這恩典怎樣賜給我們呢?
[00:06:46.000 --> 00:06:50.000]  是充充足足地賞給我們
[00:06:50.000 --> 00:06:54.000]  第一次你已經信主一段時間
[00:06:54.000 --> 00:06:56.000]  或許你已經經歷了神的恩
[00:06:56.000 --> 00:07:00.000]  但可能你覺得好像不是很深刻經歷
[00:07:00.000 --> 00:07:03.000]  但你記得神所應許給你的
[00:07:03.000 --> 00:07:05.000]  是豐富的恩典
[00:07:05.000 --> 00:07:08.000]  是充充足足賞給你的
[00:07:08.000 --> 00:07:10.000]  因此你在過程裏面
[00:07:10.000 --> 00:07:13.000]  你可以放心向主尋求
[00:07:13.000 --> 00:07:17.000]  讓你得到祂給你的全數的恩典
[00:07:17.000 --> 00:07:20.000]  我們今天讀的哥林多前書
[00:07:20.000 --> 00:07:22.000]  剛才雙健群體頂之會
[00:07:22.000 --> 00:07:25.000]  他們很用心幫我們讀出這段經文
[00:07:25.000 --> 00:07:27.000]  在經文的開始就提到
[00:07:27.000 --> 00:07:31.000]  「這福音你們也領受了」
[00:07:31.000 --> 00:07:36.000]  這句說話是帶著一個很感動
[00:07:36.000 --> 00:07:40.000]  或是一份很感恩的心來講述
[00:07:40.000 --> 00:07:43.000]  我們領受了這福音了
[00:07:43.000 --> 00:07:46.000]  有靠著站立得住
[00:07:46.000 --> 00:07:48.000]  但請你們繼續說
[00:07:48.000 --> 00:07:50.000]  如果你們不是徒然相信
[00:07:50.000 --> 00:07:53.000]  在經文第一次出現徒然這個字
[00:07:53.000 --> 00:07:57.000]  徒然是包括了一種沒有內容
[00:07:57.000 --> 00:08:00.000]  是空洞的意思
[00:08:00.000 --> 00:08:04.000]  也意味著你們的相信是真實的相信
[00:08:04.000 --> 00:08:06.000]  是真正信主
[00:08:06.000 --> 00:08:10.000]  如果你不是徒然相信真實信主
[00:08:10.000 --> 00:08:15.000]  而且持守著使徒所傳給我們的
[00:08:15.000 --> 00:08:18.000]  就必因這福音得救
[00:08:18.000 --> 00:08:21.000]  當然不單單是靈魂得救
[00:08:21.000 --> 00:08:25.000]  而是在永恆裏
[00:08:25.000 --> 00:08:29.000]  上帝給我們整個人傳遞的拯救
[00:08:29.000 --> 00:08:31.000]  我們的身體得贖
[00:08:31.000 --> 00:08:35.000]  我們整個人進入神給我們的永恆當中
[00:08:35.000 --> 00:08:38.000]  因此聖經裏很清楚告訴我們
[00:08:38.000 --> 00:08:41.000]  我們真正的信主
[00:08:41.000 --> 00:08:43.000]  靠著站立得穩
[00:08:43.000 --> 00:08:46.000]  神要給我們完全的得救
[00:08:46.000 --> 00:08:49.000]  因此我們期待著
[00:08:49.000 --> 00:08:52.000]  我們再繼續去經歷上帝的恩
[00:08:52.000 --> 00:08:54.000]  當我們這樣讀聖經的時候
[00:08:54.000 --> 00:08:56.000]  你再讀下去的時候
[00:08:56.000 --> 00:08:58.000]  聖經就繼續說一件事情
[00:08:58.000 --> 00:09:02.000]  說到我們這一班人領受了救恩
[00:09:02.000 --> 00:09:06.000]  其實是一些最不配得恩典的人
[00:09:06.000 --> 00:09:08.000]  最不配得上帝
[00:09:08.000 --> 00:09:12.000]  你都為我們捨己犧牲他自己
[00:09:12.000 --> 00:09:14.000]  因此你剛才讀到聖經的時候
[00:09:14.000 --> 00:09:18.000]  在第十五章第三到第五節的時候
[00:09:18.000 --> 00:09:21.000]  一直在說呼音的內容
[00:09:21.000 --> 00:09:25.000]  是到主耶穌為我們聚死了
[00:09:25.000 --> 00:09:27.000]  埋葬了
[00:09:27.000 --> 00:09:29.000]  第三天復活了
[00:09:29.000 --> 00:09:31.000]  一直講述到這方面的內容
[00:09:31.000 --> 00:09:33.000]  然後他又說到
[00:09:33.000 --> 00:09:37.000]  他自己也都經歷到一位復活的主
[00:09:37.000 --> 00:09:40.000]  第十五章第八節
[00:09:40.000 --> 00:09:42.000]  大家一起留意
[00:09:42.000 --> 00:09:45.000]  「沒了也顯給我看
[00:09:45.000 --> 00:09:48.000]  我如同未到產期而生的人一般
[00:09:48.000 --> 00:09:52.000]  我原是使徒中最少的不配稱為使徒
[00:09:52.000 --> 00:09:56.000]  因為我從前迫不得神的教會」
[00:09:56.000 --> 00:09:59.000]  保羅在期間說出了一句話
[00:09:59.000 --> 00:10:03.000]  他說「連我也都經歷到上帝他的恩典
[00:10:03.000 --> 00:10:05.000]  復活的主都向我顯現
[00:10:05.000 --> 00:10:10.000]  但他還說我其實好像一個未到產期而生的人」
[00:10:10.000 --> 00:10:15.000]  這裡所說的不單單說是一些胎兒早產
[00:10:15.000 --> 00:10:19.000]  更加包含了一種怪胎的意思
[00:10:19.000 --> 00:10:23.000]  或者說一個夭折的意思
[00:10:23.000 --> 00:10:28.000]  未到產期已經死去的一種狀況
[00:10:28.000 --> 00:10:32.000]  保羅說他在自己的內心裡體會
[00:10:32.000 --> 00:10:34.000]  他好像未到產期而生
[00:10:34.000 --> 00:10:37.000]  在使徒當中他最少最少
[00:10:37.000 --> 00:10:41.000]  另一句經文提到他在聖徒當中是最少
[00:10:41.000 --> 00:10:46.000]  他是完全不配得到神的恩惠
[00:10:46.000 --> 00:10:47.000]  為甚麼?
[00:10:47.000 --> 00:10:51.000]  他說「因為我從前迫不得神的教會」
[00:10:51.000 --> 00:10:55.000]  剛才我們讀到《舍利弘傳》的經文時
[00:10:55.000 --> 00:11:00.000]  大家會知道當保羅在大馬骰路上
[00:11:00.000 --> 00:11:02.000]  神的光照耀他之後
[00:11:02.000 --> 00:11:04.000]  他暫時失明
[00:11:04.000 --> 00:11:09.000]  神就派阿拿尼亞來到他來說話
[00:11:09.000 --> 00:11:11.000]  叫他能夠重見光明
[00:11:11.000 --> 00:11:15.000]  當阿拿尼亞聽見主跟他說的話時
[00:11:15.000 --> 00:11:18.000]  你記得剛才讀的聖經嗎?
[00:11:18.000 --> 00:11:20.000]  阿拿尼亞是很抗拒
[00:11:20.000 --> 00:11:22.000]  他告訴主
[00:11:22.000 --> 00:11:27.000]  保羅曾經是苦害你的聖徒
[00:11:27.000 --> 00:11:29.000]  他在很多不同的地方
[00:11:29.000 --> 00:11:31.000]  按照祭司長給他的權柄
[00:11:31.000 --> 00:11:35.000]  捆綁了一切求告你們的人
[00:11:35.000 --> 00:11:37.000]  對於阿拿尼亞來說
[00:11:37.000 --> 00:11:42.000]  很難接受神會向一個掃羅施恩
[00:11:42.000 --> 00:11:45.000]  好像是不合理的事情
[00:11:45.000 --> 00:11:48.000]  事實上保羅自己也清楚地表達
[00:11:48.000 --> 00:11:51.000]  他自己如何迫使神的教會
[00:11:51.000 --> 00:11:53.000]  如果大家有印象
[00:11:53.000 --> 00:11:55.000]  你會記得在後來《舍利弘傳》26章
[00:11:55.000 --> 00:11:58.000]  保羅更加清楚地講述
[00:11:58.000 --> 00:12:00.000]  他當時拿了一個祭司獎
[00:12:00.000 --> 00:12:02.000]  他們的權柄
[00:12:02.000 --> 00:12:03.000]  做了甚麼事呢?
[00:12:03.000 --> 00:12:04.000]  聖經說
[00:12:04.000 --> 00:12:08.000]  「我就把許多聖徒囚在監獄
[00:12:08.000 --> 00:12:10.000]  他們被殺
[00:12:10.000 --> 00:12:12.000]  我都出鳴定案」
[00:12:12.000 --> 00:12:14.000]  意味著他支持
[00:12:14.000 --> 00:12:17.000]  他證明這些人應該死
[00:12:17.000 --> 00:12:19.000]  「在國會堂
[00:12:19.000 --> 00:12:21.000]  我屢次用刑強迫他們
[00:12:21.000 --> 00:12:23.000]  他們說褻瀆的話
[00:12:23.000 --> 00:12:26.000]  又憤外地惱恨他們
[00:12:26.000 --> 00:12:29.000]  甚至迫他們直到愛邦的城壁
[00:12:29.000 --> 00:12:31.000]  你想像一下
[00:12:31.000 --> 00:12:35.000]  如果你是當時一個被訴羅追殺的教徒
[00:12:35.000 --> 00:12:38.000]  你對訴羅的印象會是怎樣?
[00:12:38.000 --> 00:12:42.000]  訴羅清楚知道自己過去的情形
[00:12:42.000 --> 00:12:44.000]  但是他深刻的感受
[00:12:44.000 --> 00:12:47.000]  「我是不配得恩典
[00:12:47.000 --> 00:12:50.000]  我好像一個未到產期而生的人
[00:12:50.000 --> 00:12:53.000]  竟然承受生命」
[00:12:53.000 --> 00:12:56.000]  在這樣的過程裏
[00:12:56.000 --> 00:12:58.000]  我們突然體會一件事
[00:12:58.000 --> 00:13:02.000]  甚麼是恩典?
[00:13:02.000 --> 00:13:06.000]  恩典就是把最好的
[00:13:06.000 --> 00:13:09.000]  給那些最不配得的
[00:13:09.000 --> 00:13:12.000]  神將最好的
[00:13:12.000 --> 00:13:14.000]  他的救恩
[00:13:14.000 --> 00:13:18.000]  將他自己的獨生愛子賜給我們
[00:13:18.000 --> 00:13:20.000]  賜給那些人
[00:13:20.000 --> 00:13:22.000]  那些最不配得的
[00:13:22.000 --> 00:13:25.000]  這證明你有自己的經歷
[00:13:25.000 --> 00:13:27.000]  可能你會更加明白
[00:13:27.000 --> 00:13:28.000]  你自己的過去
[00:13:28.000 --> 00:13:30.000]  你自己的以前是怎樣
[00:13:30.000 --> 00:13:33.000]  或者你可能一生在未信主之前
[00:13:33.000 --> 00:13:34.000]  其實都是奉公守法
[00:13:34.000 --> 00:13:36.000]  都是很乖的人
[00:13:36.000 --> 00:13:39.000]  但你自己知道你裏面
[00:13:39.000 --> 00:13:41.000]  曾經想過甚麼壞事
[00:13:41.000 --> 00:13:45.000]  曾經怎樣來抗拒信仰
[00:13:45.000 --> 00:13:46.000]  當你回想的時候
