
[00:00:00.000 --> 00:00:07.640]  話說有一個很有名的人有一次說過
[00:00:07.640 --> 00:00:12.120]  有人說時間可以改變一切
[00:00:12.120 --> 00:00:16.000]  不過原來是你要自己去改變
[00:00:16.000 --> 00:00:20.960]  我覺得他說的話是對的一半
[00:00:20.960 --> 00:00:22.960]  也贊成他說的
[00:00:22.960 --> 00:00:27.760]  不過時間是真的會改變一切的
[00:00:27.760 --> 00:00:30.960]  今天我們不用做什麼都可以
[00:00:30.960 --> 00:00:32.960]  我們都會一直老的
[00:00:32.960 --> 00:00:34.960]  一個建築物也是
[00:00:34.960 --> 00:00:36.400]  我們不用做什麼都可以
[00:00:36.400 --> 00:00:38.400]  會自己老化的
[00:00:38.400 --> 00:00:43.120]  所以時間是會改變很多東西的
[00:00:43.120 --> 00:00:45.760]  不過如果我們要改變
[00:00:45.760 --> 00:00:48.320]  是我們想要的那種改變
[00:00:48.320 --> 00:00:50.960]  那真的要我們自己去努力了
[00:00:50.960 --> 00:00:56.240]  今天我講的話跟這件事是有關係的
[00:00:56.240 --> 00:01:01.360]  這裏就是時間生有時死有時
[00:01:01.360 --> 00:01:03.840]  既然這麼重要
[00:01:03.840 --> 00:01:05.840]  我們就要講一下第一件事
[00:01:05.840 --> 00:01:09.200]  就是什麼叫做時間
[00:01:09.200 --> 00:01:13.520]  在解經傳統裏面有兩大解釋
[00:01:13.520 --> 00:01:18.000]  一是這個時間是神的時間
[00:01:18.000 --> 00:01:20.000]  生有時死有時
[00:01:20.000 --> 00:01:22.000]  很明顯這個不是我們控制的
[00:01:22.000 --> 00:01:24.000]  這個是神的時間
[00:01:24.480 --> 00:01:26.480]  這是其中一個原因
[00:01:26.480 --> 00:01:29.520]  為什麼那些人覺得這個是神的時間
[00:01:29.520 --> 00:01:31.520]  還有第十一節
[00:01:31.520 --> 00:01:36.800]  神造萬物各樣各按其事
[00:01:36.800 --> 00:01:38.800]  成為美好
[00:01:38.800 --> 00:01:40.800]  就是神造的
[00:01:40.800 --> 00:01:44.240]  所以有一部分人覺得
[00:01:44.240 --> 00:01:47.360]  這個是神的時間
[00:01:47.360 --> 00:01:49.360]  另外一個解釋就是
[00:01:49.360 --> 00:01:51.360]  這個是人的時間
[00:01:51.360 --> 00:01:53.360]  為什麼這麼說呢
[00:01:53.360 --> 00:01:55.360]  首先大家一路看下去
[00:01:55.360 --> 00:01:57.360]  除了生有時死有時之外
[00:01:57.360 --> 00:01:59.360]  其他的東西是人做的
[00:01:59.360 --> 00:02:01.360]  哭有時笑有時
[00:02:01.360 --> 00:02:07.360]  不是說神決定了我們什麼時候要笑
[00:02:07.360 --> 00:02:09.360]  或者什麼時候要哭
[00:02:09.360 --> 00:02:15.360]  現在答正五點九個字
[00:02:15.360 --> 00:02:19.360]  黃福剛在這個時候應該笑的
[00:02:19.360 --> 00:02:21.360]  不是這樣想
[00:02:21.360 --> 00:02:27.360]  所以應該有時候適合我們笑
[00:02:27.360 --> 00:02:29.360]  有時候不笑
[00:02:29.360 --> 00:02:33.360]  有時候適合我們出聲
[00:02:33.360 --> 00:02:35.360]  或者不出聲
[00:02:35.360 --> 00:02:39.360]  這是人要看到適合的時間
[00:02:39.360 --> 00:02:41.360]  做適合的事
[00:02:41.360 --> 00:02:43.360]  我不知道大家讀經文的時候
[00:02:43.360 --> 00:02:45.360]  在想什麼
[00:02:45.360 --> 00:02:47.360]  究竟在想神的時間
[00:02:47.360 --> 00:02:49.360]  還是人的時間
[00:02:49.360 --> 00:02:51.360]  當然我這樣說
[00:02:51.360 --> 00:02:53.360]  大家可能會說你又覺得怎樣
[00:02:53.360 --> 00:02:59.360]  我覺得兩個都有可取
[00:02:59.360 --> 00:03:01.360]  可能傳道書在這裡
[00:03:01.360 --> 00:03:03.360]  是說兩樣東西一起
[00:03:03.360 --> 00:03:05.360]  我知道這樣說的時候
[00:03:05.360 --> 00:03:07.360]  有些人會說
[00:03:07.360 --> 00:03:09.360]  哇 奇長派
[00:03:09.360 --> 00:03:11.360]  你選不到所以兩個都說對
[00:03:11.360 --> 00:03:13.360]  如果你認識我
[00:03:13.360 --> 00:03:15.360]  我不是這樣的
[00:03:15.360 --> 00:03:17.360]  多數我都不會說兩個都可以
[00:03:17.360 --> 00:03:19.360]  因為我不是很難解的經文
[00:03:19.360 --> 00:03:21.360]  兩樣都可以 或者三樣都可以
[00:03:21.360 --> 00:03:23.360]  也不是 但這次我覺得
[00:03:23.360 --> 00:03:27.360]  傳道者可能是兩樣東西加在一起
[00:03:27.360 --> 00:03:29.360]  在這本書裡
[00:03:29.360 --> 00:03:31.360]  很適合說是這樣說
[00:03:31.360 --> 00:03:33.360]  為什麼呢?很明顯
[00:03:33.360 --> 00:03:35.360]  他覺得神有時間
[00:03:35.360 --> 00:03:37.360]  十一節很明顯說
[00:03:37.360 --> 00:03:39.360]  神做萬物各按其事
[00:03:39.360 --> 00:03:41.360]  這是神的時間
[00:03:41.360 --> 00:03:43.360]  第十四節說
[00:03:43.360 --> 00:03:45.360]  神做的事是不變的
[00:03:45.360 --> 00:03:47.360]  實在是
[00:03:47.360 --> 00:03:49.360]  哇 幾個月前
[00:03:49.360 --> 00:03:51.360]  我們說第一篇道的時候
[00:03:51.360 --> 00:03:53.360]  傳道者說
[00:03:53.360 --> 00:03:55.360]  神做的事才是永恆的
[00:03:55.360 --> 00:03:57.360]  樣樣東西都是虛空
[00:03:57.360 --> 00:03:59.360]  各按雲煙
[00:03:59.360 --> 00:04:01.360]  但神做的事是永恆的
[00:04:01.360 --> 00:04:03.360]  這樣說
[00:04:03.360 --> 00:04:05.360]  如果是這樣
[00:04:05.360 --> 00:04:07.360]  第十一節說什麼呢?
[00:04:07.360 --> 00:04:09.360]  實在是叫我們配合神做的事
[00:04:09.360 --> 00:04:11.360]  實在是在那裡
[00:04:11.360 --> 00:04:13.360]  第十一節說
[00:04:13.360 --> 00:04:15.360]  神或上帝
[00:04:15.360 --> 00:04:17.360]  從始至終的
[00:04:17.360 --> 00:04:19.360]  作為人不能參透
[00:04:19.360 --> 00:04:21.360]  這個就是說
[00:04:21.360 --> 00:04:23.360]  神做的事我們是
[00:04:23.360 --> 00:04:25.360]  參透不到 到那個時候發生
[00:04:25.360 --> 00:04:27.360]  我們才知道的
[00:04:27.360 --> 00:04:29.360]  大家想想這幾年發生的事
[00:04:29.360 --> 00:04:31.360]  大家猜不猜到是這樣發生的
[00:04:31.360 --> 00:04:33.360]  未發生可能不知道
[00:04:33.360 --> 00:04:35.360]  發生的時候都不知道什麼時候
[00:04:35.360 --> 00:04:37.360]  原來疫情過去了
[00:04:37.360 --> 00:04:39.360]  但未過去的時候
[00:04:39.360 --> 00:04:41.360]  我們都是不知道的
[00:04:41.360 --> 00:04:43.360]  我們起初都不知道的
[00:04:43.360 --> 00:04:45.360]  所以神做的事
[00:04:45.360 --> 00:04:47.360]  不是什麼時候開始
[00:04:47.360 --> 00:04:49.360]  什麼時候結束
[00:04:49.360 --> 00:04:51.360]  整個大圖畫
[00:04:51.360 --> 00:04:53.360]  我們是真的不知道的
[00:04:53.360 --> 00:04:55.360]  但不是什麼都不知道
[00:04:55.360 --> 00:04:57.360]  很多小的我們都知道
[00:04:57.360 --> 00:04:59.360]  例如現在我們應該
[00:04:59.360 --> 00:05:01.360]  做的是什麼呢?我們應該傳福音
[00:05:01.360 --> 00:05:03.360]  我們應該去讚美主
[00:05:03.360 --> 00:05:05.360]  我們現在在這裡應該敬拜神
[00:05:05.360 --> 00:05:07.360]  我們知道的
[00:05:07.360 --> 00:05:09.360]  所以你說大的圖畫我們不知道
[00:05:09.360 --> 00:05:11.360]  不等於小的圖畫我們不知道
[00:05:11.360 --> 00:05:13.360]  很多小的我們都知道
[00:05:13.360 --> 00:05:15.360]  應該做什麼
[00:05:15.360 --> 00:05:17.360]  一點都不覺得很大
[00:05:17.360 --> 00:05:19.360]  一個奧秘
[00:05:19.360 --> 00:05:21.360]  這些就是生活中的平凡事件
[00:05:21.360 --> 00:05:23.360]  大家有沒有想過
[00:05:23.360 --> 00:05:25.360]  第二節
[00:05:25.360 --> 00:05:27.360]  基本上很多
[00:05:27.360 --> 00:05:29.360]  就是說這些
[00:05:29.360 --> 00:05:31.360]  平凡我們生活的事
[00:05:31.360 --> 00:05:33.360]  我們平時在生命裡會做的事
[00:05:33.360 --> 00:05:35.360]  這個實在是
[00:05:35.360 --> 00:05:37.360]  帶出我第一個點
[00:05:37.360 --> 00:05:39.360]  就是生有時死有時
[00:05:39.360 --> 00:05:41.360]  但最長的時
[00:05:41.360 --> 00:05:43.360]  實在是在中間
[00:05:43.360 --> 00:05:45.360]  人不只是生
[00:05:45.360 --> 00:05:47.360]  和死亡
[00:05:47.360 --> 00:05:49.360]  中間那一部分
[00:05:49.360 --> 00:05:51.360]  才是最長最重要的
[00:05:51.360 --> 00:05:53.360]  事實上
[00:05:53.360 --> 00:05:55.360]  當你看清楚這個經文
[00:05:55.360 --> 00:05:57.360]  如果我們在聖經裡
[00:05:57.360 --> 00:05:59.360]  看到天與地
[00:05:59.360 --> 00:06:01.360]  大家想到什麼?就是這個世界
[00:06:01.360 --> 00:06:03.360]  日與夜
[00:06:03.360 --> 00:06:05.360]  就是整天
[00:06:05.360 --> 00:06:07.360]  生與死
[00:06:07.360 --> 00:06:09.360]  整個人生
[00:06:09.360 --> 00:06:11.360]  整個人生
[00:06:11.360 --> 00:06:13.360]  第二到第八節就說
[00:06:13.360 --> 00:06:15.360]  整個人生會發生的事件
[00:06:15.360 --> 00:06:17.360]  大家有沒有想過?實在是在說這件事
[00:06:17.360 --> 00:06:19.360]  我們人生每一件事
[00:06:19.360 --> 00:06:21.360]  是有它的時間
[00:06:21.360 --> 00:06:23.360]  中間會發生的事
[00:06:23.360 --> 00:06:25.360]  在二到八節就說出來了
[00:06:25.360 --> 00:06:27.360]  而中間會發生的事件
[00:06:27.360 --> 00:06:29.360]  就是二到八節說的事
[00:06:29.360 --> 00:06:31.360]  才是最
[00:06:31.360 --> 00:06:33.360]  對我們來說
[00:06:33.360 --> 00:06:35.360]  最重要的
[00:06:35.360 --> 00:06:37.360]  生出來的那一刻
[00:06:37.360 --> 00:06:39.360]  應該不是很長
[00:06:39.360 --> 00:06:41.360]  有些比其他更長
[00:06:41.360 --> 00:06:43.360]  死亡的時候
[00:06:43.360 --> 00:06:45.360]  希望不要太長
[00:06:45.360 --> 00:06:47.360]  但中間的時候才是最長
[00:06:47.360 --> 00:06:49.360]  你想想
[00:06:49.360 --> 00:06:51.360]  災中有時拔出有時
[00:06:51.360 --> 00:06:53.360]  災中和拔出
[00:06:53.360 --> 00:06:55.360]  之間才是最長
[00:06:55.360 --> 00:06:57.360]  災中之後就拔出了嗎?
[00:06:57.360 --> 00:06:59.360]  中間有很多
[00:06:59.360 --> 00:07:01.360]  囂倦的水
[00:07:01.360 --> 00:07:03.360]  要保護它
[00:07:03.360 --> 00:07:05.360]  因為有昆蟲
[00:07:05.360 --> 00:07:07.360]  或惡劣的天氣
[00:07:07.360 --> 00:07:09.360]  會影響到收成
[00:07:09.360 --> 00:07:11.360]  最後辛苦了一段時間
[00:07:11.360 --> 00:07:13.360]  才會有收成
[00:07:13.360 --> 00:07:15.360]  人生
[00:07:15.360 --> 00:07:17.360]  應該在說這件事
[00:07:17.360 --> 00:07:19.360]  人生不是說生與死
[00:07:19.360 --> 00:07:21.360]  我們看的時候
[00:07:21.360 --> 00:07:23.360]  感覺上是這樣
[00:07:23.360 --> 00:07:25.360]  但實在中間才是最重要的
[00:07:25.360 --> 00:07:27.360]  要加多一節
[00:07:27.360 --> 00:07:29.360]  讓我們再想想
[00:07:29.360 --> 00:07:31.360]  這個經文
[00:07:31.360 --> 00:07:33.360]  第十七節沒有打出來
[00:07:33.360 --> 00:07:35.360]  那裡是這麼說的
[00:07:35.360 --> 00:07:37.360]  不要行惡過分
[00:07:37.360 --> 00:07:39.360]  也不要為人愚昧
[00:07:39.360 --> 00:07:41.360]  何必不到期而死呢?
[00:07:41.360 --> 00:07:43.360]  那段經文
[00:07:43.360 --> 00:07:45.360]  在第七節
[00:07:45.360 --> 00:07:47.360]  都很難解釋
[00:07:47.360 --> 00:07:49.360]  這句話在那裡
[00:07:49.360 --> 00:07:51.360]  都不是那麼容易解釋
[00:07:51.360 --> 00:07:53.360]  不過我想說一件事
[00:07:53.360 --> 00:07:55.360]  原來可以有
[00:07:55.360 --> 00:07:57.360]  不到期而死
[00:07:57.360 --> 00:07:59.360]  所以這不是命運
[00:07:59.360 --> 00:08:01.360]  剛才你想
[00:08:01.360 --> 00:08:03.360]  生有時死有時
[00:08:03.360 --> 00:08:05.360]  是否想像命運一樣
[00:08:05.360 --> 00:08:07.360]  吃多少穿多少
[00:08:07.360 --> 00:08:09.360]  到什麼時候我們要死
[00:08:09.360 --> 00:08:11.360]  你想像會是這樣
[00:08:11.360 --> 00:08:13.360]  但實在在傳道者的腦海裡
[00:08:13.360 --> 00:08:15.360]  當他說這句話的時候
