
[00:00:00.000 --> 00:00:04.160]  各位大兄姐妹平安
[00:00:04.160 --> 00:00:07.600]  我們來到從創造到新創造的第27講
[00:00:07.600 --> 00:00:09.920]  跟耶穌學抉擇
[00:00:09.920 --> 00:00:12.640]  居住地與侍奉
[00:00:12.640 --> 00:00:16.640]  究竟大家當決定要住在一個地方
[00:00:16.640 --> 00:00:20.480]  或者當你要決定要不要侍奉
[00:00:20.480 --> 00:00:23.840]  究竟你用什麼來衡量
[00:00:23.840 --> 00:00:28.720]  或者用什麼來做決定的主要因素呢?
[00:00:28.720 --> 00:00:32.880]  讓我們今天從耶穌選擇他住的地方
[00:00:32.880 --> 00:00:36.240]  和他侍奉的大本營
[00:00:36.240 --> 00:00:39.680]  來學習一下耶穌是怎麼選擇的
[00:00:39.680 --> 00:00:44.000]  馬克福音1:14-15說
[00:00:44.000 --> 00:00:46.160]  約翰下監以後
[00:00:46.160 --> 00:00:50.240]  耶穌來到加利利宣講神的福音
[00:00:50.240 --> 00:00:51.840]  說:日期滿了
[00:00:51.840 --> 00:00:53.680]  神的國近了
[00:00:53.680 --> 00:00:56.960]  你們要悔改信福音
[00:00:56.960 --> 00:00:58.960]  當你看這兩節聖經的時候
[00:00:58.960 --> 00:01:00.000]  可能你以前看的時候
[00:01:00.000 --> 00:01:01.440]  你會覺得很熟悉
[00:01:01.440 --> 00:01:04.480]  知道耶穌知道約翰被監禁之後
[00:01:04.480 --> 00:01:06.480]  然後去了加利利
[00:01:06.480 --> 00:01:08.480]  但是你以前看聖經的時候
[00:01:08.480 --> 00:01:10.480]  你有沒有去問過
[00:01:10.480 --> 00:01:12.960]  為什麼去加利利呢?
[00:01:12.960 --> 00:01:14.960]  有沒有問過?
[00:01:14.960 --> 00:01:17.920]  如果有時候你看某些版本的聖經
[00:01:17.920 --> 00:01:20.320]  當他講到某一段經文的時候
[00:01:20.320 --> 00:01:21.760]  他在那一段
[00:01:21.760 --> 00:01:25.120]  譬如說他有一些subheading
[00:01:25.120 --> 00:01:26.640]  有一些分題
[00:01:26.640 --> 00:01:28.320]  他下面就會寫
[00:01:28.320 --> 00:01:32.080]  如果有其他的書本都有記載
[00:01:32.080 --> 00:01:34.640]  或者其他的書卷都有記載
[00:01:34.640 --> 00:01:35.920]  他會寫給你
[00:01:35.920 --> 00:01:38.320]  而當你看馬克福音這段的時候
[00:01:38.320 --> 00:01:40.640]  他會記載告訴你
[00:01:40.640 --> 00:01:46.160]  馬太和路加都有記載這一段的事蹟
[00:01:46.160 --> 00:01:48.240]  如果你看馬太福音的時候
[00:01:48.240 --> 00:01:51.840]  他會有多一些資料讓我們知道原因
[00:01:51.840 --> 00:01:54.400]  馬太福音4:12說
[00:01:54.400 --> 00:01:57.120]  耶穌聽見約翰下了監
[00:01:57.120 --> 00:01:59.680]  就退到加利利去
[00:01:59.680 --> 00:02:01.680]  但是你一看到這一節
[00:02:01.680 --> 00:02:05.840]  我特意在這裡退到用藍色來顯示
[00:02:05.840 --> 00:02:07.440]  就是當你看這節聖經的時候
[00:02:07.440 --> 00:02:10.560]  不知道你有什麼感覺
[00:02:10.560 --> 00:02:11.360]  這裡說
[00:02:11.360 --> 00:02:14.480]  耶穌聽到約翰被人抓了
[00:02:14.480 --> 00:02:17.280]  就退到加利利去
[00:02:17.280 --> 00:02:18.560]  那些牧者就說
[00:02:18.560 --> 00:02:20.640]  有些人就覺得
[00:02:20.640 --> 00:02:23.120]  耶穌是害怕
[00:02:23.120 --> 00:02:24.960]  所以就退了
[00:02:24.960 --> 00:02:27.120]  因為可能一說退到
[00:02:27.120 --> 00:02:31.120]  大家對這個字可能會容易想到負面的
[00:02:31.120 --> 00:02:34.480]  比如說不進就則退
[00:02:34.480 --> 00:02:36.720]  或者說退步
[00:02:36.720 --> 00:02:38.800]  或者說撤退
[00:02:38.800 --> 00:02:40.560]  可能你會想到是負面
[00:02:40.560 --> 00:02:43.360]  但是耶穌是不是真的害怕
[00:02:43.360 --> 00:02:46.160]  然後要去到加利利呢
[00:02:46.160 --> 00:02:48.720]  我給你看看這幅地圖
[00:02:48.720 --> 00:02:50.320]  這幅地圖就顯示了
