
[00:00:00.000 --> 00:00:05.440]  今天和大家一起思想的經文
[00:00:05.440 --> 00:00:10.240]  是出自《迦拉太書》第一章第十節至十二節
[00:00:10.240 --> 00:00:15.200]  今天的講題是為何和如何去侍奉神
[00:00:15.200 --> 00:00:17.600]  我們先回到神的話語
[00:00:17.600 --> 00:00:22.400]  我們去了解聖經所說的內容是甚麼
[00:00:22.400 --> 00:00:26.080]  然後我們一起細心思想當中的意義
[00:00:26.080 --> 00:00:33.600]  請大家一起打開《迦拉太書》第一章第十節至十二節
[00:00:33.600 --> 00:00:35.280]  我會先以畫本讀出
[00:00:35.280 --> 00:00:36.160]  第十節
[00:00:36.160 --> 00:00:38.960]  我現在是要得人的心呢?
[00:00:38.960 --> 00:00:41.280]  還是要得神的心呢?
[00:00:41.280 --> 00:00:43.920]  我豈是討人的喜歡嗎?
[00:00:43.920 --> 00:00:46.240]  若仍夠討人的喜歡
[00:00:46.240 --> 00:00:48.800]  我就不是基督的報人了
[00:00:48.800 --> 00:00:50.880]  弟兄們,我告訴你們
[00:00:50.880 --> 00:00:54.800]  我素來所傳的福音不是出於人的而是
[00:00:54.800 --> 00:00:57.200]  因為我不是從人領受的
[00:00:57.200 --> 00:00:59.360]  也不是人教導我的
[00:00:59.360 --> 00:01:02.640]  乃是從耶穌基督啟示來的
[00:01:02.640 --> 00:01:06.240]  在廣東人的裏面有很多的教人
[00:01:06.240 --> 00:01:08.800]  做人、做事的一些理語
[00:01:08.800 --> 00:01:11.840]  其中我們比較多聽見的
[00:01:11.840 --> 00:01:13.200]  包括有譬如
[00:01:13.200 --> 00:01:15.520]  「刨精無直目」
[00:01:15.520 --> 00:01:18.800]  或者「識時務者為俊傑」
[00:01:18.800 --> 00:01:21.840]  更加有一句比較地道的
[00:01:21.840 --> 00:01:24.720]  「忠忠直直,眾歲赫食」
[00:01:24.720 --> 00:01:29.120]  類似的這些理語其實也有很多
[00:01:29.120 --> 00:01:33.760]  不過他們也想有一個共同的信息提出來
[00:01:33.760 --> 00:01:36.960]  就是無論做人、做事也好
[00:01:36.960 --> 00:01:41.200]  需要經過放棄自己一些原則
[00:01:41.200 --> 00:01:44.400]  去遷就一下其他人的愛好
[00:01:44.400 --> 00:01:46.320]  這樣的情況之下
[00:01:46.320 --> 00:01:51.600]  甚至可能需要到我們完全去信著別人的喜歡
[00:01:51.600 --> 00:01:52.960]  而去做事
[00:01:52.960 --> 00:01:56.720]  這樣我們才可以從當中
[00:01:56.720 --> 00:02:00.960]  可以得到一些好處或者一些利益
[00:02:00.960 --> 00:02:04.960]  這些是人生的哲理
[00:02:04.960 --> 00:02:08.240]  但究竟聖經是否這樣教導我們呢?
[00:02:08.240 --> 00:02:13.360]  當然在我們每個主日的聽眾裏面
[00:02:13.360 --> 00:02:17.520]  絕大部分都是一些主內的弟兄姊妹
[00:02:17.520 --> 00:02:20.240]  我在這裏不是去和大家討論一些
[00:02:20.240 --> 00:02:24.080]  出於聖經其他地方的一些人生哲理
[00:02:24.080 --> 00:02:26.400]  而是我們很希望
[00:02:26.400 --> 00:02:29.280]  去重返聖經裏面去看看
[00:02:29.280 --> 00:02:32.000]  侍奉神究竟是一回甚麼事
[00:02:32.000 --> 00:02:35.760]  因為侍奉神就是我們整個人生
[00:02:35.760 --> 00:02:38.480]  是我們今天每天的活動
[00:02:38.480 --> 00:02:42.400]  如果我們將剛才所說的
[00:02:42.400 --> 00:02:46.720]  一些世俗人的一些對於行事的標準
[00:02:46.720 --> 00:02:48.560]  用在侍奉的時候
[00:02:48.560 --> 00:02:50.880]  那又會發生甚麼情況呢?
[00:02:50.880 --> 00:02:54.720]  究竟我們去按照聖經的教導
[00:02:54.720 --> 00:02:59.040]  還是去按照這個世人的標準而去行事
[00:02:59.040 --> 00:03:03.200]  而兩者又造成一些甚麼不同的局面呢?
[00:03:03.200 --> 00:03:07.440]  今天我們就透過《迦拉太書》第一章
[00:03:07.440 --> 00:03:10.000]  從第十節到第十二節裏面
[00:03:10.000 --> 00:03:12.240]  我們就一起思想這個題目
[00:03:12.240 --> 00:03:17.120]  怎樣和為甚麼我們去侍奉我們主愛的神
[00:03:17.120 --> 00:03:19.920]  我們先回到這段聖經
[00:03:19.920 --> 00:03:22.240]  我們先看第十節的第一節
[00:03:22.240 --> 00:03:24.240]  第十節這樣說
[00:03:24.240 --> 00:03:27.440]  「我現在是要得人的心呢?
[00:03:27.440 --> 00:03:29.920]  還是要得神的心呢?
[00:03:29.920 --> 00:03:32.560]  我豈是討人的喜歡嗎?
[00:03:32.560 --> 00:03:35.200]  若營救討人的喜歡
[00:03:35.200 --> 00:03:37.680]  我就不是基督的僕人了」
[00:03:37.680 --> 00:03:42.160]  保羅在這裏用了一連串的反問式的句子
[00:03:42.160 --> 00:03:45.680]  其實每逢我們看見聖經有關於一些
[00:03:45.680 --> 00:03:47.360]  反問式的句子
[00:03:47.360 --> 00:03:50.560]  其實都是叫你和我
[00:03:50.560 --> 00:03:53.360]  邀請我們去反思一下
[00:03:53.360 --> 00:03:54.880]  看看這個情況
[00:03:54.880 --> 00:03:56.080]  反思甚麼情況?
[00:03:56.080 --> 00:03:58.320]  就是侍奉的實況
[00:03:58.320 --> 00:04:01.040]  其實在聖經裏面
[00:04:01.040 --> 00:04:03.920]  我們最初已經看過很多
[00:04:03.920 --> 00:04:05.760]  特別在《迦拉太書》前文
[00:04:05.760 --> 00:04:09.040]  我們已經看過特別第六節至第九節裏面
[00:04:09.040 --> 00:04:12.240]  保羅已經很不客氣地說到
[00:04:12.800 --> 00:04:15.440]  如果有些人傳福音
[00:04:15.440 --> 00:04:20.320]  是傳那些與保羅先前不一樣的福音的話
[00:04:20.320 --> 00:04:21.920]  保羅就說
[00:04:21.920 --> 00:04:25.040]  「這些人是應當被奏奏」
[00:04:25.040 --> 00:04:26.880]  保羅不單止說了一次
[00:04:26.880 --> 00:04:28.480]  保羅說了兩次
[00:04:28.480 --> 00:04:29.680]  意思就是說
[00:04:29.680 --> 00:04:32.160]  這個是很重要的題目
[00:04:32.160 --> 00:04:33.600]  上一次我們已經說過
[00:04:33.600 --> 00:04:36.480]  這個是生死有關的問題
[00:04:36.480 --> 00:04:38.560]  在永恆生命的上面
[00:04:38.560 --> 00:04:40.800]  究竟你和我的屬靈生命
[00:04:40.800 --> 00:04:43.040]  是否能夠活在永恆當中?
[00:04:43.040 --> 00:04:46.240]  從今天開始我們怎樣活下去?
[00:04:46.240 --> 00:04:48.480]  這是一個很重要的課題
[00:04:48.480 --> 00:04:51.360]  保羅這麼緊張的心情
[00:04:51.360 --> 00:04:54.960]  似乎沒有因為問完這兩條問題之後
[00:04:54.960 --> 00:04:56.640]  他就有緩和的跡象
[00:04:56.640 --> 00:04:57.200]  相反
[00:04:57.200 --> 00:04:59.200]  我們現在開始從第十節裏面
[00:04:59.200 --> 00:05:02.800]  我們看到保羅更加要進一步地
[00:05:02.800 --> 00:05:04.400]  去展述他那份
[00:05:04.400 --> 00:05:08.560]  對迦拉太教會的信徒關心的事情
[00:05:08.560 --> 00:05:11.120]  所以在這裡保羅這麼說的時候
[00:05:11.120 --> 00:05:12.720]  就讓我們回想起
[00:05:12.720 --> 00:05:15.680]  剛才我在開場白裏面說
[00:05:15.680 --> 00:05:19.440]  那些什麼「豹精無寂木」
[00:05:19.440 --> 00:05:21.760]  「識時務者為俊傑」
[00:05:21.760 --> 00:05:25.760]  或者「忠直直,忠雖乞直食」
[00:05:25.760 --> 00:05:27.760]  等等這些說話
[00:05:27.760 --> 00:05:31.600]  其實保羅都似乎是完全不同意
[00:05:31.600 --> 00:05:35.040]  可以說保羅的行動取態是
[00:05:35.040 --> 00:05:38.880]  逆勢道的風氣而行
[00:05:38.880 --> 00:05:39.920]  用英文說
[00:05:39.920 --> 00:05:42.720]  Go against the grain
[00:05:42.720 --> 00:05:46.560]  保羅在這裡要申述的是什麼呢?
[00:05:46.560 --> 00:05:50.000]  是不是要為了反對那些假教師
[00:05:50.000 --> 00:05:52.240]  或者存留在迦拉太教會裏面
[00:05:52.240 --> 00:05:55.280]  那些自稱為「仕途門徒」的人
[00:05:55.280 --> 00:05:57.040]  他們的傳話
[00:05:57.040 --> 00:05:59.040]  保羅為反對他們而
[00:05:59.040 --> 00:06:01.520]  所以說得這麼激烈呢?
[00:06:01.520 --> 00:06:05.360]  很多的基督徒對聖經不了解
[00:06:05.360 --> 00:06:07.600]  讀到這一類型的經文
[00:06:07.600 --> 00:06:10.320]  他們就很喜歡引用來成為
[00:06:10.320 --> 00:06:17.360]  他們去反對一些事情的聖經基礎
[00:06:17.360 --> 00:06:20.720]  尤其是在近年我們會發覺到
[00:06:20.720 --> 00:06:23.280]  在整個世界裏面
[00:06:23.280 --> 00:06:26.560]  有很多所謂反種族歧視的運動
[00:06:26.560 --> 00:06:28.560]  反暴政的運動
[00:06:28.560 --> 00:06:32.720]  不少教會的信徒都習慣了
[00:06:32.720 --> 00:06:36.240]  很喜歡用這種斷章取義的方式
[00:06:36.240 --> 00:06:37.520]  去解釋聖經
[00:06:37.520 --> 00:06:40.720]  引用聖經去支持自己的看法
[00:06:40.720 --> 00:06:44.480]  這種所謂Proof Text Style的教導
[00:06:44.480 --> 00:06:48.560]  在今天教會已經廣泛地流行的情況下
[00:06:48.560 --> 00:06:50.320]  於是很多信徒就說
[00:06:50.320 --> 00:06:51.440]  還不是?
[00:06:51.440 --> 00:06:54.800]  這段聖經連保羅都告訴我們
[00:06:54.800 --> 00:06:59.120]  原來我們要為了社會大圍的趨勢
[00:06:59.120 --> 00:07:04.000]  我們要去爭取教會應該參與一份
[00:07:04.000 --> 00:07:08.240]  有些更加引用聖經歷史
[00:07:08.240 --> 00:07:12.240]  在16世紀的時候的宗教改革
[00:07:12.240 --> 00:07:15.440]  The Reformation in the 16th Century的時候
[00:07:15.440 --> 00:07:17.200]  他說意思是什麼?
[00:07:17.200 --> 00:07:20.320]  我們基督徒就是等同於反對派
[00:07:20.320 --> 00:07:23.280]  所以我們有個名叫Protestants
[00:07:23.280 --> 00:07:25.280]  反對者
[00:07:25.280 --> 00:07:29.040]  教會的角色就是反對這個世界的東西
[00:07:29.040 --> 00:07:31.760]  所以有些要反對的事情的時候
[00:07:31.760 --> 00:07:33.520]  我們就好像保羅一樣
[00:07:33.520 --> 00:07:35.600]  帶隊出來去反對
[00:07:35.600 --> 00:07:38.000]  當這個世界的人說要反對
[00:07:38.000 --> 00:07:40.720]  這個所謂種族歧視
[00:07:40.720 --> 00:07:44.000]  我們都要參與其中
[00:07:44.000 --> 00:07:46.640]  不過其實弟兄姊妹
[00:07:46.640 --> 00:07:48.640]  這一類型的解釋聖經
[00:07:48.640 --> 00:07:50.320]  或者他對聖經的理解
[00:07:50.320 --> 00:07:54.160]  其實是一種錯解聖經的方式
[00:07:54.160 --> 00:08:00.720]  甚至引用教會的宗教改革
[00:08:00.720 --> 00:08:04.400]  這段歷史都是解釋錯誤
[00:08:04.400 --> 00:08:06.000]  因為為什麼呢?
[00:08:06.000 --> 00:08:08.400]  如果我們只是斷章取義地
[00:08:08.400 --> 00:08:10.480]  去將一些聖經的經節
