
[00:00:00.000 --> 00:00:05.000]  我們先低頭祈禱
[00:00:05.000 --> 00:00:09.000]  主要感謝祢讓我們有機會來這裡思想祢的話語
[00:00:09.000 --> 00:00:13.000]  求祢安靜我們的心,對我們每個人說話
[00:00:13.000 --> 00:00:16.000]  我們祈禱奉主耶穌基督命求
[00:00:16.000 --> 00:00:21.000]  話說在微軟的其中一個創辦人
[00:00:21.000 --> 00:00:23.000]  Bill Gates,我們經常最記得那個
[00:00:23.000 --> 00:00:27.000]  有一次在一個畢業典禮
[00:00:27.000 --> 00:00:29.000]  大學畢業典禮那裡說了這些話
[00:00:29.000 --> 00:00:31.000]  接下來的這些話
[00:00:31.000 --> 00:00:35.000]  他這些話實在在一本書裡有說過
[00:00:35.000 --> 00:00:37.000]  我們看他十誡
[00:00:37.000 --> 00:00:40.000]  他給了十條誡命
[00:00:40.000 --> 00:00:42.000]  實在有十一條
[00:00:42.000 --> 00:00:45.000]  給這些畢業的學生
[00:00:45.000 --> 00:00:47.000]  他就這麼說
[00:00:47.000 --> 00:00:50.000]  一、生命是不公平的
[00:00:50.000 --> 00:00:52.000]  接受就算了
[00:00:52.000 --> 00:00:54.000]  這是第一
[00:00:54.000 --> 00:00:59.000]  第二,實在這個世界不是很顧你們的自尊心的
[00:00:59.000 --> 00:01:02.000]  你想別人尊重你
[00:01:02.000 --> 00:01:04.000]  首先你自己去做一些事
[00:01:04.000 --> 00:01:07.000]  讓別人看到而可以尊重你的
[00:01:07.000 --> 00:01:09.000]  第三,你一畢業
[00:01:09.000 --> 00:01:12.000]  不是就馬上可以四萬元一年
[00:01:12.000 --> 00:01:14.000]  借到二萬五左右每個月
[00:01:14.000 --> 00:01:17.000]  你要一段時間才升到這麼高的
[00:01:17.000 --> 00:01:22.000]  第四,如果你以為你的老師是很苛刻或者嚴謹
[00:01:22.000 --> 00:01:27.000]  等一等你的老闆就知道什麼叫做苛刻和嚴謹
[00:01:27.000 --> 00:01:33.000]  第五,去麥當勞炒這些主
[00:01:33.000 --> 00:01:35.000]  那些漢堡你以為很失禮嗎
[00:01:35.000 --> 00:01:37.000]  我跟你說
[00:01:37.000 --> 00:01:41.000]  你爺爺媽媽的時代
[00:01:41.000 --> 00:01:42.000]  不叫這些做失禮
[00:01:42.000 --> 00:01:44.000]  叫這些做機會
[00:01:44.000 --> 00:01:46.000]  第六,如果你做錯了
[00:01:46.000 --> 00:01:48.000]  不要賴你的父母
[00:01:48.000 --> 00:01:49.000]  不如你學一下
