
[00:00:00.000 --> 00:00:06.480]  剛才主席講了好多次「與神同行」
[00:00:06.480 --> 00:00:10.640]  我發覺我都被傳媒荼毒了
[00:00:10.640 --> 00:00:14.400]  每次講「與神同行」我就想起那套韓國電影
[00:00:14.400 --> 00:00:19.800]  無論如何 首先恭祝大家新年快樂
[00:00:19.800 --> 00:00:27.440]  多謝主席提醒 明年是「丙五年」
[00:00:27.440 --> 00:00:32.440]  我很少留意到這些中國曆法是甚麼年
[00:00:32.440 --> 00:00:34.440]  總之無論甚麼年都好
[00:00:34.440 --> 00:00:39.160]  恭祝大家新年見到上主的恩典更多
[00:00:39.160 --> 00:00:44.120]  我亦都很八卦 不知道大家有沒有看那些八卦新聞
[00:00:44.120 --> 00:00:50.000]  麥玲玲說明年是甚麼火馬 叫人不要買樓
[00:00:50.000 --> 00:00:54.440]  麥玲玲說明年要有劫 不記得她怎麼說
[00:00:54.440 --> 00:01:00.840]  不過在主裡的人不用怕 明年是甚麼火馬 甚麼馬都好
[00:01:00.840 --> 00:01:06.160]  總之我們相信在主裡上主的祝福已經足夠
[00:01:06.160 --> 00:01:12.040]  今天繼續跟著使徒行傳
[00:01:12.040 --> 00:01:14.680]  不過不是跟著字面
[00:01:14.680 --> 00:01:17.680]  使徒行傳講了道成肉身之後
[00:01:17.680 --> 00:01:19.800]  會講耶穌和瑪利亞出世
[00:01:19.800 --> 00:01:23.920]  從精靈瑪利亞出來
[00:01:23.920 --> 00:01:25.680]  我們先不講瑪利亞
[00:01:25.680 --> 00:01:32.840]  反而按照使徒信經的結構
[00:01:32.840 --> 00:01:38.440]  使徒信經很明顯有三部分結構
[00:01:38.440 --> 00:01:43.760]  第一部分是天父 我信全能的父 創造萬物的主
[00:01:43.760 --> 00:01:49.440]  第二部分是基督 我信我主耶穌 道成肉身
[00:01:49.440 --> 00:01:54.400]  第三部分是我信聖靈 聖兒公之教會
[00:01:54.400 --> 00:01:57.120]  聖徒相通 聚得舍免等等
[00:01:57.120 --> 00:02:01.160]  第三部分是教會一向的傳統都了解
[00:02:01.160 --> 00:02:05.040]  聖靈有內在的工作令我們聚得舍免
[00:02:05.040 --> 00:02:07.280]  即是能夠得到耶穌的救恩
[00:02:07.280 --> 00:02:09.880]  外顯的工作就是建立教會
[00:02:09.880 --> 00:02:14.760]  所以第三部分所講的都是跟聖靈有關
[00:02:14.760 --> 00:02:19.520]  所以我先跳到聖靈 今天介紹聖靈
[00:02:19.520 --> 00:02:21.240]  可以這樣說 介紹一下聖靈
[00:02:21.240 --> 00:02:24.120]  如何我們能夠知道我們已經有聖靈呢?
[00:02:24.120 --> 00:02:26.600]  或者誰人有聖靈呢?
[00:02:26.600 --> 00:02:32.200]  一些可能你問過或別人問過你的問題
[00:02:32.200 --> 00:02:35.320]  開始的時候我們再讀一下經文
[00:02:35.320 --> 00:02:37.320]  經文都比較長 十七節
[00:02:37.320 --> 00:02:40.240]  我們用啟認的方法去讀
[00:02:40.240 --> 00:02:41.600]  我先開始
[00:02:41.600 --> 00:02:47.000]  如今那些在基督耶穌裡的就不定罪了
[00:02:47.000 --> 00:02:49.360]  因為似生命聖靈的律
[00:02:49.360 --> 00:02:52.120]  在基督耶穌裡釋放了我
[00:02:52.120 --> 00:02:55.480]  使我脫離罪和死的律了
[00:02:55.480 --> 00:03:00.280]  律法既因肉體軟弱 有所不能行的
[00:03:00.280 --> 00:03:05.480]  就差遣自己的兒子成為罪身的形狀
[00:03:05.480 --> 00:03:10.840]  作了屬罪制 在肉體中定了罪案
[00:03:10.840 --> 00:03:15.280]  使律法的義成就在我們這不隨從肉體
[00:03:15.280 --> 00:03:18.200]  只隨從聖靈的人身上
[00:03:18.200 --> 00:03:22.440]  因為隨從肉體的人體貼肉體的是
[00:03:22.440 --> 00:03:26.440]  隨從聖靈的人體貼聖靈的是
[00:03:26.440 --> 00:03:28.720]  體貼肉體的就是死
[00:03:28.720 --> 00:03:32.440]  體貼聖靈的乃是生命平安
[00:03:32.440 --> 00:03:36.800]  原來體貼肉體的就是與神為仇
[00:03:36.800 --> 00:03:41.040]  因為不服神的律法 也是不能服
[00:03:41.040 --> 00:03:44.920]  而且屬肉體的人不能得神的喜歡
[00:03:44.920 --> 00:03:48.440]  如果神的靈住在你們心裡
[00:03:48.440 --> 00:03:52.360]  你們就不屬肉體 乃屬聖靈了
[00:03:52.360 --> 00:03:57.120]  人若沒有基督的靈 就不是屬基督的
[00:03:57.120 --> 00:03:59.360]  基督若在你們心裡
[00:03:59.360 --> 00:04:03.640]  身體就因罪而死 心靈卻因義而活
[00:04:03.640 --> 00:04:08.040]  然而 叫耶穌從死裡復活者的靈
[00:04:08.040 --> 00:04:10.280]  若住在你們心裡
[00:04:10.280 --> 00:04:13.800]  那叫基督耶穌從死裡復活的
[00:04:13.800 --> 00:04:17.880]  也必藉著住在你們心裡的聖靈
[00:04:17.880 --> 00:04:22.840]  使你們必死的身體又活過來
[00:04:22.840 --> 00:04:25.200]  弟兄們 這樣看來
[00:04:25.200 --> 00:04:27.880]  我們並不是欠肉體的債
[00:04:27.880 --> 00:04:30.440]  去順從肉體活著
[00:04:30.440 --> 00:04:33.280]  你們若順從肉體活著
[00:04:33.280 --> 00:04:34.800]  必要死
[00:04:34.800 --> 00:04:37.000]  若靠著聖靈致死
[00:04:37.000 --> 00:04:40.800]  身體的惡行必要活著
[00:04:40.800 --> 00:04:43.520]  因為凡被神的靈引導的
[00:04:43.520 --> 00:04:45.600]  都是神的兒子
[00:04:45.600 --> 00:04:49.120]  你們所受的不是勞瀑的心
[00:04:49.120 --> 00:04:51.000]  仍舊害怕
[00:04:51.000 --> 00:04:53.880]  所受的乃是兒子的心
[00:04:53.880 --> 00:04:57.920]  因此我們呼叫 阿爸 父
[00:04:57.920 --> 00:05:02.240]  聖靈與我們的心同證我們是神的兒女
[00:05:02.240 --> 00:05:04.480]  既是兒女便是後製
[00:05:04.480 --> 00:05:06.440]  就是神的後製
[00:05:06.440 --> 00:05:08.440]  與基督同作後製
[00:05:08.440 --> 00:05:11.760]  如同我們和他一同受苦
[00:05:11.760 --> 00:05:14.440]  也必和他一同得榮耀
[00:05:14.440 --> 00:05:17.280]  我們低頭再做一套稿
[00:05:17.280 --> 00:05:18.440]  主耶穌我們多謝祢
[00:05:18.440 --> 00:05:19.520]  祢為我們犧牲
[00:05:19.520 --> 00:05:22.560]  以致我們能夠成為神的兒女
[00:05:22.560 --> 00:05:25.760]  求聖靈每一天去鼓勵我們
[00:05:25.760 --> 00:05:28.960]  讓我們在生活中經歷起起跌跌的時候
[00:05:28.960 --> 00:05:33.640]  都有一份很穩妥很堅強的信心
[00:05:33.640 --> 00:05:36.680]  知道我們既然是神的兒女
[00:05:36.680 --> 00:05:38.640]  我們已經得著世界
[00:05:38.640 --> 00:05:41.640]  我們已經有一個得勝的生命
[00:05:41.640 --> 00:05:43.960]  藉著聽到的時間
[00:05:43.960 --> 00:05:47.400]  求祢去激勵我們每一個人的心
[00:05:47.400 --> 00:05:51.280]  我們交託禱告封耶穌基督名
[00:05:51.280 --> 00:05:54.040]  為何選擇聖靈論去說
[00:05:54.040 --> 00:05:56.560]  可能有時在聖靈論裏面
[00:05:56.560 --> 00:06:02.160]  教會有時會有些比較混亂的說法
[00:06:02.160 --> 00:06:04.440]  所以想和大家分享一下
[00:06:04.440 --> 00:06:10.600]  到底聖經怎樣看聖靈在我們的生命中工作
[00:06:10.600 --> 00:06:12.400]  說到聖靈論
[00:06:12.400 --> 00:06:17.240]  用羅馬書對某些信徒可能有些奇怪
[00:06:17.240 --> 00:06:19.520]  因為有些信徒的傳統
[00:06:19.520 --> 00:06:21.280]  可能一想到聖靈的工作
[00:06:21.280 --> 00:06:23.120]  就想到使徒行傳
[00:06:23.120 --> 00:06:27.280]  但如果在聖經裏面
[00:06:27.280 --> 00:06:32.520]  哪一章提到聖靈最多呢?
[00:06:32.520 --> 00:06:36.880]  其實就是我們剛剛讀的羅馬書第八章
[00:06:36.880 --> 00:06:39.200]  其實我們讀剛才那十七節
[00:06:39.200 --> 00:06:42.200]  聖靈這個字已經出現了
[00:06:42.200 --> 00:06:46.480]  「靈」這個字已經出現了十五次
[00:06:46.480 --> 00:06:50.360]  整本羅馬書第八章就出現了十九次
[00:06:50.360 --> 00:06:58.080]  其實是整本聖經裏面講聖靈的密度最高的一章書
[00:06:58.080 --> 00:07:03.680]  所以我覺得應該從羅馬書第八章去看聖靈的工作
[00:07:03.680 --> 00:07:07.240]  還有保羅這裏不是在說少數人的經驗
[00:07:07.240 --> 00:07:11.880]  他是在說每一個信徒應該有的經驗
[00:07:11.880 --> 00:07:16.240]  我們要明白第八章其實都可以略略重溫
[00:07:16.240 --> 00:07:19.040]  羅馬書整本書的結構是甚麼
[00:07:19.040 --> 00:07:26.960]  18年的時候曾經和各位逐章逐章跟大家分享過羅馬書的內容
[00:07:26.960 --> 00:07:29.840]  不過18年的事已經恍如隔世
[00:07:29.840 --> 00:07:32.040]  所以大家都忘記了
[00:07:32.040 --> 00:07:34.440]  所以再重溫一點
[00:07:34.440 --> 00:07:37.560]  羅馬書其實很明顯分了三部分
[00:07:37.560 --> 00:07:39.720]  一到八章是講恩訊清儀
[00:07:39.720 --> 00:07:43.360]  即是講我們個人怎樣得到神的救恩
[00:07:43.360 --> 00:07:45.400]  九到十一章是講救恩史
[00:07:45.400 --> 00:07:50.040]  即是在以色列國或以色列民在神的救恩計劃的地位
[00:07:50.040 --> 00:07:54.760]  然後十二章一直到尾都是一些所謂比較應用篇
[00:07:54.760 --> 00:07:57.480]  到底實際上我們有甚麼倫理
[00:07:57.480 --> 00:07:59.880]  基督徒的倫理是怎樣過活
[00:07:59.880 --> 00:08:06.040]  第一到第八章就是集中講個人的所謂得救或恩訊清儀的真理
[00:08:06.040 --> 00:08:09.800]  第一到第四章基本上是一個所謂反面教材
[00:08:09.800 --> 00:08:13.280]  即是恩訊清儀的相反是甚麼
[00:08:13.280 --> 00:08:16.760]  有些人要誇自己的行為得清儀
[00:08:16.760 --> 00:08:19.160]  那些人覺得自己很威風很厲害
[00:08:19.160 --> 00:08:22.240]  我對得住天對得住地
[00:08:22.240 --> 00:08:30.000]  例如有一位弟兄會分享他和家人傳福音
[00:08:30.000 --> 00:08:32.400]  跟他爸爸說我不是罪人
[00:08:32.400 --> 00:08:35.880]  這些可能都是很多人的第一個反應
[00:08:35.880 --> 00:08:38.360]  聽到我們講福音的時候
[00:08:38.360 --> 00:08:43.400]  這些不是恩訊清儀而是因為我覺得自己是好人
[00:08:43.400 --> 00:08:45.240]  所以覺得天堂
[00:08:45.240 --> 00:08:46.440]  我都上不了天堂
[00:08:46.440 --> 00:08:48.360]  誰能上得了
[00:08:48.360 --> 00:08:52.120]  那些猶太人覺得自己有律法
[00:08:52.120 --> 00:08:54.120]  所以就很行
[00:08:54.120 --> 00:09:00.720]  你可以誇張一點說他們因宗教清儀或因民族清儀
[00:09:00.720 --> 00:09:03.000]  我們猶太人是神的選民
[00:09:03.000 --> 00:09:06.280]  我只要出世猶太人就行
[00:09:06.280 --> 00:09:07.880]  因為某種種族
[00:09:07.880 --> 00:09:10.440]  所以我就一定行
[00:09:10.440 --> 00:09:13.840]  那保羅就一到四章說這些全部都不行
[00:09:13.840 --> 00:09:16.480]  我們怎樣能夠在神面前
[00:09:16.480 --> 00:09:19.600]  我們在神面前應該說可以誇口甚麼
[00:09:19.600 --> 00:09:20.800]  跟你提過的
[00:09:20.800 --> 00:09:25.760]  其實誇口在保羅裏面是一個很重要的神學語言
[00:09:25.760 --> 00:09:29.360]  第五章到第八章總之保羅強調
[00:09:29.360 --> 00:09:34.040]  人的我們有的東西全部都沒有可以誇口的
[00:09:34.040 --> 00:09:37.240]  最後我只能誇的唯一一樣東西
[00:09:37.240 --> 00:09:39.600]  就是我屬於基督的
[00:09:39.600 --> 00:09:46.080]  第五章首先說在人類的歷史上可以這樣說
[00:09:46.080 --> 00:09:48.200]  你當阿當是甚麼時候的人都好
[00:09:48.200 --> 00:09:51.080]  總之人類歷史上只有兩個人最重要
[00:09:51.080 --> 00:09:52.760]  一個是阿當一個是基督
[00:09:52.760 --> 00:09:55.120]  我們一是屬阿當一是屬基督
[00:09:55.120 --> 00:09:57.800]  第六章就說在朕禮裏面
[00:09:57.800 --> 00:10:01.240]  我們由阿當的紀元進入基督的紀元
[00:10:01.240 --> 00:10:04.360]  第七章說到我們進了新的紀元
[00:10:04.360 --> 00:10:06.040]  我們繼續會有掙扎
[00:10:06.040 --> 00:10:08.320]  第八章其實就是救恩的高潮
[00:10:08.320 --> 00:10:10.320]  所以保羅強調
[00:10:10.320 --> 00:10:17.240]  我們怎樣去體驗救恩的高峰在哪裏呢
[00:10:17.240 --> 00:10:19.360]  或者你可以說救恩生命
[00:10:19.360 --> 00:10:22.840]  或者在基督裏的生命的高潮是甚麼呢
[00:10:22.840 --> 00:10:25.440]  第八章就說與聖靈同行
[00:10:25.440 --> 00:10:29.280]  每日感受到聖靈就在我們的身邊
[00:10:29.280 --> 00:10:30.680]  與我們一起過活
[00:10:30.680 --> 00:10:33.120]  這個就是我們救恩的高潮
[00:10:33.120 --> 00:10:35.920]  我們可以繼續去問
[00:10:35.920 --> 00:10:40.880]  但實際上我們怎樣體驗聖靈與我們同行呢
[00:10:40.880 --> 00:10:42.720]  不過未回答這個問題之前
[00:10:42.720 --> 00:10:45.280]  首先回答一個問題
[00:10:45.280 --> 00:10:51.240]  其實誰或甚麼人有聖靈在他裏面呢
[00:10:51.240 --> 00:10:54.320]  因為在某些教會的傳統裏面
[00:10:54.320 --> 00:10:58.640]  就好像說到我們的救恩分兩部分
[00:10:58.640 --> 00:11:00.720]  第一部分叫做恩順清二
[00:11:00.720 --> 00:11:03.400]  得救了 拿了簽證上天堂
[00:11:03.400 --> 00:11:06.120]  但這個只是第一部分
[00:11:06.120 --> 00:11:10.480]  然後還有第二部分叫做被聖靈充滿
[00:11:10.480 --> 00:11:13.040]  所以基督徒分開明顯兩組人
[00:11:13.040 --> 00:11:15.400]  一組就是只得到救恩
[00:11:15.400 --> 00:11:20.160]  第二組人就是被聖靈充滿了
[00:11:20.160 --> 00:11:22.960]  第二組人被聖靈充滿的
[00:11:22.960 --> 00:11:26.760]  就有一些特別的彰顯
[00:11:26.760 --> 00:11:29.120]  有些特別的能力
[00:11:29.120 --> 00:11:31.480]  譬如他的例子會講方言
[00:11:31.480 --> 00:11:36.440]  代表你已經進入了被聖靈充滿的群組
[00:11:36.440 --> 00:11:41.560]  我讀聖經我覺得這是對聖經的誤解
[00:11:41.560 --> 00:11:44.880]  首先是誰有聖靈
[00:11:44.880 --> 00:11:47.240]  我覺得保羅講得很清楚
[00:11:47.240 --> 00:11:48.600]  第九節那裏說
[00:11:48.600 --> 00:11:50.720]  如果神的靈住在你們心裏
[00:11:50.720 --> 00:11:52.160]  你們就不屬於肉體
[00:11:52.160 --> 00:11:54.760]  即是不屬於亞當的紀元
[00:11:54.760 --> 00:11:57.360]  記住保羅講肉體
[00:11:57.360 --> 00:12:01.720]  不是指這塊肉有個小鼠的肉體
[00:12:01.720 --> 00:12:05.160]  肉體是指一個有序的世代
[00:12:05.160 --> 00:12:06.600]  一個軟弱的世代
[00:12:06.600 --> 00:12:08.680]  亞當墮落的世代
[00:12:08.680 --> 00:12:10.960]  那個叫做肉體的世代
[00:12:10.960 --> 00:12:13.920]  我們有神的靈 聖靈在我們裏面
[00:12:13.920 --> 00:12:16.400]  我們不屬於亞當的世代
[00:12:16.400 --> 00:12:18.440]  我們屬於基督的世代
[00:12:18.440 --> 00:12:21.960]  乃屬聖靈或者屬於靈的世代
[00:12:21.960 --> 00:12:23.360]  人若沒有基督的靈
[00:12:23.360 --> 00:12:25.240]  就不是屬基督的
[00:12:25.240 --> 00:12:28.680]  保羅講得很清楚
[00:12:28.680 --> 00:12:31.000]  沒有聖靈在我們裏面
[00:12:31.000 --> 00:12:32.880]  我們就不屬於基督
[00:12:32.880 --> 00:12:34.400]  換句話說
[00:12:34.400 --> 00:12:36.040]  我們屬於基督的人
[00:12:36.040 --> 00:12:39.320]  就一定有聖靈在我們裏面
[00:12:39.320 --> 00:12:42.040]  每個基督徒都有聖靈
[00:12:42.040 --> 00:12:44.760]  不是我們時刻都被聖靈充滿
[00:12:44.760 --> 00:12:47.520]  但我們時刻都有可能
[00:12:47.520 --> 00:12:49.880]  其實我覺得保羅講得很清楚
[00:12:49.880 --> 00:12:51.320]  只有一種基督徒
[00:12:51.320 --> 00:12:52.320]  就是基督徒
[00:12:52.320 --> 00:12:54.280]  你屬基督的就是基督徒
[00:12:54.280 --> 00:12:56.280]  所有基督徒都是基督徒
[00:12:56.280 --> 00:12:59.600]  不是分高級基督徒和低級基督徒
[00:12:59.600 --> 00:13:02.480]  高級基督徒就聖靈充滿
[00:13:02.480 --> 00:13:04.280]  所以誰的聖靈多些
[00:13:04.280 --> 00:13:05.600]  陳牧師的聖靈多些
[00:13:05.600 --> 00:13:07.200]  還是你的聖靈多些
[00:13:07.200 --> 00:13:08.280]  一樣的
[00:13:08.280 --> 00:13:09.240]  不要比較
[00:13:09.240 --> 00:13:12.560]  不能比較誰的聖靈多些誰的聖靈少些
[00:13:12.560 --> 00:13:14.480]  每個人的聖靈都不多
[00:13:14.480 --> 00:13:16.560]  只不過是我們的內心
[00:13:16.560 --> 00:13:19.600]  願不願意時刻都去信服聖靈
[00:13:19.600 --> 00:13:22.040]  都去求聖靈幫助我們
[00:13:22.040 --> 00:13:25.880]  去到這裏要多說一點釋經的東西
[00:13:25.880 --> 00:13:29.320]  因為通常說聖靈充滿
[00:13:29.320 --> 00:13:32.880]  有時有些基督教的傳統
