
[00:00:00.000 --> 00:00:06.600]  我希望用三次我們崇拜的講道機會
[00:00:06.600 --> 00:00:08.900]  和大家思想一個題目
[00:00:08.900 --> 00:00:13.900]  就是你或者我和神的關係究竟是怎樣
[00:00:13.900 --> 00:00:19.200]  我們希望可以在新的一年我們去重新去檢討一下
[00:00:19.200 --> 00:00:23.000]  究竟我和神的關係是一個什麼樣的狀態
[00:00:23.000 --> 00:00:28.800]  我們看回聖經裏面究竟神對我們這種關係有什麼樣的要求
[00:00:28.800 --> 00:00:33.800]  在上一次我們第一次裏面我們透過詩篇139篇
[00:00:33.800 --> 00:00:37.800]  我們看見原來神是一位和我們一起同行的神
[00:00:37.800 --> 00:00:40.300]  如果我們真的知道神是多麼的愛我們
[00:00:40.300 --> 00:00:42.300]  我們是多麼的幸福
[00:00:42.300 --> 00:00:47.300]  今日我想和大家開始另外一個的角度
[00:00:47.300 --> 00:00:55.300]  我一直在想究竟我們怎樣和神建立一種很親切很真實的關係呢
[00:00:55.300 --> 00:00:58.600]  始終當我們想起我們和神的關係的時候
[00:00:58.600 --> 00:01:03.600]  我們肉眼看不到它好像有些抽象好像有些理論化這樣
[00:01:03.600 --> 00:01:05.600]  於是我們再看回聖經
[00:01:05.600 --> 00:01:12.600]  看神用些什麼的提議我們可以和他建立一種很具體的關係
[00:01:12.600 --> 00:01:15.600]  原來當我看到彼得前書的時候
[00:01:15.600 --> 00:01:20.600]  我發覺老年的彼得同樣面對著會友有這樣的困難
[00:01:20.600 --> 00:01:24.100]  在第一章第八節那裏他和他們說
[00:01:24.100 --> 00:01:26.100]  你們這些第二代的基督徒
[00:01:26.100 --> 00:01:32.100]  當時很多已經是第二代的基督徒的意思就是他們沒有親眼見過耶穌
[00:01:32.100 --> 00:01:35.100]  沒有見過耶穌復活彼得自己見過
[00:01:35.100 --> 00:01:37.100]  那是不是有個不同的差距呢
[00:01:37.100 --> 00:01:39.100]  彼得說不是的
[00:01:39.100 --> 00:01:46.100]  一章八節那裏彼得說你們雖然沒有見過他卻可以愛他
[00:01:46.100 --> 00:01:52.100]  現在雖然不能看見他卻仍然可以信他
[00:01:52.100 --> 00:01:58.100]  因此你們就有無法形容的榮耀的大喜樂
[00:01:58.100 --> 00:02:01.100]  但這裏彼得很清楚
[00:02:01.100 --> 00:02:05.100]  雖然他們就像我們一樣沒有親眼見過耶穌
[00:02:05.100 --> 00:02:09.100]  不過不等於神不真實的
[00:02:09.100 --> 00:02:12.100]  沒有親眼見過耶穌但仍然可以愛他
[00:02:12.100 --> 00:02:16.100]  沒有親眼見過耶穌沒有親眼見到神
[00:02:16.100 --> 00:02:18.100]  但仍然可以去信他
[00:02:18.100 --> 00:02:26.100]  而且這個信和愛也不是宗教上的一個儀式和理論那麼簡單
[00:02:26.100 --> 00:02:30.100]  是帶來一個生命很真實的扭轉和改變
[00:02:30.100 --> 00:02:34.100]  然後他就說用了三個形容那種生命的改變
[00:02:34.100 --> 00:02:40.100]  他說因此你們就有無法形容滿有榮耀的大喜樂
[00:02:40.100 --> 00:02:42.100]  很真實的
[00:02:42.100 --> 00:02:49.100]  我們很相信今天你和我和神的親切關係是很具體的
[00:02:49.100 --> 00:02:51.100]  是很真實的關係
[00:02:51.100 --> 00:02:56.100]  究竟我們怎樣才能夠建立這種關係呢?
[00:02:56.100 --> 00:03:00.100]  我再看聖經的時候我發覺神真的很好
[00:03:00.100 --> 00:03:03.100]  他知道我們有困難有軟弱
[00:03:03.100 --> 00:03:05.100]  有時覺得會有些抽象
[00:03:05.100 --> 00:03:13.100]  所以在聖經裡面神就用了我們可以經驗到的人與人之間最親切的關係
[00:03:13.100 --> 00:03:16.100]  去幫我們建立和他的關係
[00:03:16.100 --> 00:03:22.100]  這種人與人之間最親切的關係在聖經裡面神特別選了
[00:03:22.100 --> 00:03:27.100]  在那裡看的時候主要有四種我們都很熟悉的關係
[00:03:27.100 --> 00:03:33.100]  去幫我們怎樣去同樣的建立我們和神的關係
[00:03:33.100 --> 00:03:35.100]  第一個就是父母子女
[00:03:35.100 --> 00:03:38.100]  所以剛才我們所讀的聖經就說了很多次
[00:03:38.100 --> 00:03:39.100]  從舊弱到新弱
[00:03:39.100 --> 00:03:42.100]  神說我是好像你的父親一樣
[00:03:42.100 --> 00:03:44.100]  我是你的父親
[00:03:44.100 --> 00:03:46.100]  還有人與人之間的關係裡面
[00:03:46.100 --> 00:03:50.100]  另外一個很親切的關係就是夫妻愛情的關係
[00:03:50.100 --> 00:03:52.100]  神說我是你的情人
[00:03:52.100 --> 00:03:57.100]  我希望你對我來說也是我的情人
[00:03:57.100 --> 00:03:59.100]  第三種的關係
[00:03:59.100 --> 00:04:03.100]  聖經裡面神說我是你的資深的朋友
[00:04:03.100 --> 00:04:05.100]  我是你的知己
[00:04:05.100 --> 00:04:06.100]  第四種
[00:04:06.100 --> 00:04:11.100]  神說我好像在你人生裡面的一些導師或者師父
[00:04:11.100 --> 00:04:14.100]  帶給你人生很多的突破
[00:04:14.100 --> 00:04:16.100]  給你很多的智慧
[00:04:16.100 --> 00:04:19.100]  我相信這些都是我們可以經驗得到的
[00:04:19.100 --> 00:04:21.100]  當然在我們人性裡面
[00:04:21.100 --> 00:04:23.100]  我們有軟弱我們有限制
[00:04:23.100 --> 00:04:26.100]  人間的關係都不會完美的
[00:04:26.100 --> 00:04:30.100]  不過神說你可以用這些關係的經驗作為起始點
[00:04:30.100 --> 00:04:33.100]  就用你的想像
[00:04:33.100 --> 00:04:35.100]  不是幻想
[00:04:35.100 --> 00:04:39.100]  真的神說我就好像這些關係這樣與你建立
[00:04:39.100 --> 00:04:43.100]  於是你就會覺得完全一點都不抽象
[00:04:43.100 --> 00:04:45.100]  一點都不理論的
[00:04:45.100 --> 00:04:49.100]  今天我們很想就開始有這樣的角度
[00:04:49.100 --> 00:04:53.100]  去試一下與神按照他的提議
[00:04:53.100 --> 00:04:55.100]  我們與他建立這樣的關係
[00:04:55.100 --> 00:04:57.100]  我在預備的時候
[00:04:57.100 --> 00:04:59.100]  這個資料非常豐富
[00:04:59.100 --> 00:05:01.100]  對我都很大的幫助
[00:05:01.100 --> 00:05:04.100]  我就真的不想用一次的崇拜
[00:05:04.100 --> 00:05:06.100]  四種關係都說完
[00:05:06.100 --> 00:05:08.100]  就好像清庭點水那樣
[00:05:08.100 --> 00:05:11.100]  很不落實的
[00:05:11.100 --> 00:05:13.100]  不如我就真的最後決定
[00:05:13.100 --> 00:05:15.100]  用兩次的崇拜
[00:05:15.100 --> 00:05:18.100]  將這些關係深刻的
[00:05:18.100 --> 00:05:20.100]  來與一齊經歷
[00:05:20.100 --> 00:05:22.100]  一齊思想
[00:05:22.100 --> 00:05:25.100]  所以今天我就選了前面兩種的關係
[00:05:25.100 --> 00:05:27.100]  就是我給了一個題目給他
[00:05:27.100 --> 00:05:30.100]  就是神是我的父親
[00:05:30.100 --> 00:05:33.100]  也是我的情人
[00:05:33.100 --> 00:05:35.100]  好了現在我們就開始
[00:05:35.100 --> 00:05:39.100]  看看神怎樣教導我們去具體的
[00:05:39.100 --> 00:05:42.100]  去透過這些我們所經歷過的關係
[00:05:42.100 --> 00:05:47.100]  去更完美的與他建立這種真實的親切
[00:05:47.100 --> 00:05:51.100]  神是你和我的父親
[00:05:51.100 --> 00:05:54.100]  這個聖經裏面
[00:05:54.100 --> 00:05:56.100]  神重複重複是他提議
[00:05:56.100 --> 00:05:59.100]  要我們這樣去理解他
[00:05:59.100 --> 00:06:01.100]  這樣去想像他
[00:06:01.100 --> 00:06:04.100]  在主禱文的第一節
[00:06:04.100 --> 00:06:06.100]  我相信大家很熟
[00:06:06.100 --> 00:06:09.100]  可能你從來沒有特別留意到這件事
[00:06:09.100 --> 00:06:10.100]  當我們開始主禱文
[00:06:10.100 --> 00:06:12.100]  耶穌教我們祈禱說
[00:06:12.100 --> 00:06:16.100]  我們在天上的父
[00:06:16.100 --> 00:06:21.100]  神說就是你和我的父親
[00:06:21.100 --> 00:06:23.100]  我35歲的時候
[00:06:23.100 --> 00:06:25.100]  我爸爸就離開世界
[00:06:25.100 --> 00:06:27.100]  我記得那時候
[00:06:27.100 --> 00:06:31.100]  我自己安排了一個安息禮拜
[00:06:31.100 --> 00:06:34.100]  我讀了我的悼念詞
[00:06:34.100 --> 00:06:36.100]  那天晚上我回到家
[00:06:36.100 --> 00:06:38.100]  坐下來安靜的時候
[00:06:38.100 --> 00:06:41.100]  我突然間有一種很深
[00:06:41.100 --> 00:06:43.100]  從來沒有的失落感
[00:06:43.100 --> 00:06:46.100]  我對自己說我爸爸去世了
[00:06:46.100 --> 00:06:49.100]  我以後再沒有機會叫爸爸
[00:06:49.100 --> 00:06:51.100]  他是我人生的支柱
[00:06:51.100 --> 00:06:53.100]  但是我從今之後
[00:06:53.100 --> 00:06:55.100]  我不會再有他
[00:06:55.100 --> 00:06:59.100]  兩天之後我去崇拜
[00:06:59.100 --> 00:07:01.100]  在這個教會
[00:07:01.100 --> 00:07:02.100]  就好像那天的教會一樣
[00:07:02.100 --> 00:07:03.100]  在崇拜裏面
[00:07:03.100 --> 00:07:05.100]  都會背這個主禱文
[00:07:05.100 --> 00:07:07.100]  大家一起的那個環節
[00:07:07.100 --> 00:07:11.100]  當我背了千萬次的主禱文
[00:07:11.100 --> 00:07:13.100]  當我開始第一句說話
[00:07:13.100 --> 00:07:15.100]  我們在天上的父的時候
[00:07:15.100 --> 00:07:17.100]  突然間我打了個突
[00:07:17.100 --> 00:07:20.100]  我不是在誡爸爸嗎?
[00:07:20.100 --> 00:07:23.100]  我以為我沒有機會再叫爸爸
[00:07:23.100 --> 00:07:25.100]  原來我可以再叫爸爸的
[00:07:25.100 --> 00:07:27.100]  我們天上還有一個爸爸
[00:07:27.100 --> 00:07:29.100]  於是我沒有跟著其他的弟兄姊妹
[00:07:29.100 --> 00:07:31.100]  一起繼續背下去
[00:07:31.100 --> 00:07:33.100]  我心裏不斷的叫爸爸
[00:07:33.100 --> 00:07:34.100]  我還可以叫爸爸
[00:07:34.100 --> 00:07:38.100]  因為我天上還有一個可以叫到永恆的爸爸
[00:07:38.100 --> 00:07:39.100]  我地上的爸爸
[00:07:39.100 --> 00:07:41.100]  好像大家一樣不會完美
[00:07:41.100 --> 00:07:44.100]  甚至有時令我們難受傷
[00:07:44.100 --> 00:07:46.100]  但是天上的爸爸
[00:07:46.100 --> 00:07:48.100]  神說我做你的父親
[00:07:48.100 --> 00:07:51.100]  就像剛才聖經裏面
[00:07:51.100 --> 00:07:53.100]  以撒沙書63章
[00:07:53.100 --> 00:07:55.100]  我們所讀的那幾節聖經
[00:07:55.100 --> 00:07:59.100]  以色列人真的很體會到這種珍貴
[00:07:59.100 --> 00:08:01.100]  63章16節裏說
[00:08:01.100 --> 00:08:03.100]  雖然阿伯拉罕不認識我們
[00:08:03.100 --> 00:08:05.100]  以色列都不承認我們的意思
[00:08:05.100 --> 00:08:08.100]  就是說阿伯拉罕是我們的祖宗
[00:08:08.100 --> 00:08:10.100]  不過我認識他
[00:08:10.100 --> 00:08:11.100]  他不認識我
[00:08:11.100 --> 00:08:13.100]  因為我們都沒有出現
[00:08:13.100 --> 00:08:15.100]  以色列即是雅各
[00:08:15.100 --> 00:08:16.100]  雅各是我們的祖先
[00:08:16.100 --> 00:08:18.100]  他當然不認識我們
[00:08:18.100 --> 00:08:20.100]  是,不過這些都不緊要
[00:08:20.100 --> 00:08:22.100]  有一位認識我們
[00:08:22.100 --> 00:08:24.100]  跟著他就說很有意思
[00:08:24.100 --> 00:08:27.100]  但是神說你是我們的父
[00:08:27.100 --> 00:08:30.100]  再說一次
[00:08:30.100 --> 00:08:33.100]  耶和華說你是我們的父
[00:08:33.100 --> 00:08:37.100]  這是很珍惜的一個機會
[00:08:37.100 --> 00:08:39.100]  原來我們還有父
[00:08:39.100 --> 00:08:42.100]  我的父我可以叫他
[00:08:42.100 --> 00:08:44.100]  跟著他就說出第一個特色
[00:08:44.100 --> 00:08:47.100]  從耿古以來你的名字
[00:08:47.100 --> 00:08:51.100]  就是我們的救贖主
[00:08:51.100 --> 00:08:54.100]  今天我想選聖經裏面
[00:08:54.100 --> 00:08:58.100]  當神描述我是你的父親的時候
[00:08:58.100 --> 00:09:02.100]  不斷重複兩個最重要的形象
[00:09:02.100 --> 00:09:04.100]  我們透過這兩個形象
[00:09:04.100 --> 00:09:08.100]  可以跟神建立一種很深刻的關係
[00:09:08.100 --> 00:09:10.100]  神是定義這樣的
[00:09:10.100 --> 00:09:13.100]  第一個形象就是神說我是你的父親
[00:09:13.100 --> 00:09:16.100]  所以我會成為你的保護者
[00:09:16.100 --> 00:09:18.100]  和你的拯救者
[00:09:18.100 --> 00:09:20.100]  你可以跟著我
[00:09:20.100 --> 00:09:21.100]  在你的陰下
[00:09:21.100 --> 00:09:26.100]  你可以得到一種不一樣的安全感
[00:09:26.100 --> 00:09:28.100]  我相信這個也是我們很多時候
[00:09:28.100 --> 00:09:33.100]  在父親的期望裏得到的
[00:09:33.100 --> 00:09:35.100]  雖然我們在世上的父親
[00:09:35.100 --> 00:09:39.100]  不一定每個人都能給予你和我有這樣的經驗
[00:09:39.100 --> 00:09:41.100]  但是神說作為父親
[00:09:41.100 --> 00:09:44.100]  你可以在我的陰下
[00:09:44.100 --> 00:09:46.100]  遮風擋雨
[00:09:46.100 --> 00:09:49.100]  我給你有這種安全感
[00:09:49.100 --> 00:09:52.100]  這就是作為父親一個最大的祝福
[00:09:52.100 --> 00:09:58.100]  究竟什麼叫神可以成為我們的安全感
[00:09:58.100 --> 00:10:01.100]  成為我們的拯救者和保護者呢
[00:10:01.100 --> 00:10:07.100]  我們不想表面地了解這個意思
[00:10:07.100 --> 00:10:11.100]  甚至不像我們今天中國的民間宗教
[00:10:11.100 --> 00:10:13.100]  有了神之後
[00:10:13.100 --> 00:10:15.100]  他就幫我們遮風擋雨
[00:10:15.100 --> 00:10:17.100]  於是以後有求必應
[00:10:17.100 --> 00:10:19.100]  招災解難
[00:10:19.100 --> 00:10:20.100]  有祂保佑
[00:10:20.100 --> 00:10:21.100]  我們就以後沒事了
[00:10:21.100 --> 00:10:24.100]  就像我們先輩農曆新年的時候
[00:10:24.100 --> 00:10:27.100]  我們有借庫又上香
[00:10:27.100 --> 00:10:29.100]  以為沒事
[00:10:29.100 --> 00:10:31.100]  大家都知道那些是假的
[00:10:31.100 --> 00:10:32.100]  怎麼會沒事呢
[00:10:32.100 --> 00:10:34.100]  跟著你就有事了
[00:10:34.100 --> 00:10:35.100]  一樣的
[00:10:35.100 --> 00:10:38.100]  不過這個問題回到同一個問題
[00:10:38.100 --> 00:10:40.100]  神是你作為我們的保護者
[00:10:40.100 --> 00:10:41.100]  難道我們以後就沒事了
[00:10:41.100 --> 00:10:42.100]  我們就沒有危險嗎
[00:10:42.100 --> 00:10:43.100]  沒有困難嗎
[00:10:43.100 --> 00:10:44.100]  一樣都有的
[00:10:44.100 --> 00:10:46.100]  那麼他作為我們的保護者
[00:10:46.100 --> 00:10:47.100]  有什麼不同呢
[00:10:47.100 --> 00:10:48.100]  有什麼特別的地方呢
[00:10:48.100 --> 00:10:50.100]  我就帶著這個問題再看聖經
[00:10:50.100 --> 00:10:53.100]  原來發覺神說很不同的
[00:10:53.100 --> 00:10:55.100]  有三樣東西我想和大家一起分享
[00:10:55.100 --> 00:10:56.100]  我發現到的
[00:10:56.100 --> 00:10:57.100]  第一個
[00:10:57.100 --> 00:10:59.100]  神說我成為你的保護者
[00:10:59.100 --> 00:11:02.100]  不是表示你以後就不會有危險
[00:11:02.100 --> 00:11:04.100]  你以後就不會有困難
[00:11:04.100 --> 00:11:05.100]  仍然會發生的
[00:11:05.100 --> 00:11:06.100]  不過有一樣東西不同
[00:11:06.100 --> 00:11:09.100]  因為我在你身邊
[00:11:09.100 --> 00:11:11.100]  你心裡面呢
[00:11:11.100 --> 00:11:12.100]  雖然在困難的日子
[00:11:12.100 --> 00:11:14.100]  甚至有危險的時候
[00:11:14.100 --> 00:11:15.100]  你有個底
[00:11:15.100 --> 00:11:16.100]  我不知道怎麼說
[00:11:16.100 --> 00:11:19.100]  在普通話國語叫做有個底
[00:11:19.100 --> 00:11:22.100]  我雖然是困難
[00:11:22.100 --> 00:11:24.100]  但我不會害怕
[00:11:24.100 --> 00:11:26.100]  因為我有個底
[00:11:26.100 --> 00:11:28.100]  這種感覺是什麼呢
[00:11:28.100 --> 00:11:30.100]  有一點像我小時候還記得
[00:11:30.100 --> 00:11:32.100]  我爸爸教我游泳
[00:11:32.100 --> 00:11:35.100]  我爸爸是中學的體育老師
[00:11:35.100 --> 00:11:38.100]  他也是游泳的教練
[00:11:38.100 --> 00:11:41.100]  雖然我小時候到今天仍然很深印象
[00:11:41.100 --> 00:11:43.100]  他在我面前表演過
[00:11:43.100 --> 00:11:45.100]  他說我單手自由式
[00:11:45.100 --> 00:11:46.100]  掛著一條魚
[00:11:46.100 --> 00:11:47.100]  一隻手
[00:11:47.100 --> 00:11:49.100]  一隻手等在後面
[00:11:49.100 --> 00:11:52.100]  他教我游泳
[00:11:52.100 --> 00:11:54.100]  我還記得
[00:11:54.100 --> 00:11:55.100]  他不理會的
[00:11:55.100 --> 00:11:56.100]  只會推我下水
[00:11:56.100 --> 00:11:57.100]  推我下水的時候
[00:11:57.100 --> 00:11:58.100]  我喝不喝水
[00:11:58.100 --> 00:11:59.100]  我又喝水的
[00:11:59.100 --> 00:12:00.100]  害不害怕
[00:12:00.100 --> 00:12:02.100]  老實說我真的有點害怕
[00:12:02.100 --> 00:12:03.100]  不過我有個底
[00:12:03.100 --> 00:12:04.100]  你明白嗎
[00:12:04.100 --> 00:12:05.100]  因為我爸爸在旁邊
[00:12:05.100 --> 00:12:07.100]  我知道我不死的
[00:12:07.100 --> 00:12:08.100]  我不會淹的
[00:12:08.100 --> 00:12:10.100]  但不等於我不用掙扎
[00:12:10.100 --> 00:12:12.100]  我相信這個就是
[00:12:12.100 --> 00:12:15.100]  我們那個神要我們那種安全感
